ind,activity_label,ctx,answer,final_prompt,len_tk_qwen2.5_7b_instruct
17978.0,Playing ice hockey,"Two teams play ice hockey while a crowd watch, suddenly the hockey puck hits the face of a player that falls to the floor. the injured player",C,"Context:
""Two teams play ice hockey while a crowd watch, suddenly the hockey puck hits the face of a player that falls to the floor. the injured player""

Which of the following endings best completes the context?

Choices:
A. pours blood in his face from his nose where the puck fell.
B. is helped into the hospital by friends.
C. is taken to the dressing room by two men, then the teams continue playing.
D. gets up but the crowd carries him away.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
32357.0,High jump,There are several spectators and judges watching them as they jump over the bar in a large indoor stadium. both the contestants,D,"Context:
""There are several spectators and judges watching them as they jump over the bar in a large indoor stadium. both the contestants""

Which of the following endings best completes the context?

Choices:
A. jump in over the bar and are met by several other contestants who cheer for them and clap.
B. run and each other over a large concrete structure at a super sunny location.
C. are playing a game of pool while one makes a perfect jump and scores a point.
D. successfully jump over the bar.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
24548.0,Skateboarding,We see a title card on a black screen. It changes to skateboarding performing tricks. We see a photographer taking pictures. A man jumps a fire hydrant. we,C,"Context:
""We see a title card on a black screen. It changes to skateboarding performing tricks. We see a photographer taking pictures. A man jumps a fire hydrant. we""

Which of the following endings best completes the context?

Choices:
A. see a fire hose pull a hose and make a quick shot.
B. see a man and a dog doing tricks in the street.
C. see a man jump over stairs up close.
D. see skateboards in fancy clothing at a skate park.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
41512.0,Skiing,Snowy mountins are shown and people is doing snowboard going down the hill holding poles. A snow house with kids playing is shown. Ma is playing with a toy airplane. people doing snowboarding,D,"Context:
""Snowy mountins are shown and people is doing snowboard going down the hill holding poles. A snow house with kids playing is shown. Ma is playing with a toy airplane. people doing snowboarding""

Which of the following endings best completes the context?

Choices:
A. is place green and white.
B. are also doing a snow mountain.
C. is around the ski and part of the snow is melting.
D. are going down the mountain with red lighes and fireworks are in sky.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
2891.0,Cleaning sink,The person sprays the sink with a solution and uses a small roller paint brush to run the solution into the sink. we,C,"Context:
""The person sprays the sink with a solution and uses a small roller paint brush to run the solution into the sink. we""

Which of the following endings best completes the context?

Choices:
A. then see a person use a giant roller brush to wash the faucet.
B. see drop soap and normal soap on the sink and a person moves water with a roller brush.
C. see before and after shots of the sink.
D. see the two women wiping the sink with a towel.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
33257.0,Elliptical trainer,A young child is seen using an elliptical while watching a computer video in front of her. the girl,A,"Context:
""A young child is seen using an elliptical while watching a computer video in front of her. the girl""

Which of the following endings best completes the context?

Choices:
A. controls the moves on the video using the machine while the camera zooms in and out of the area.
B. continues floating around the room while using the elliptical.
C. continues floating as she's showing how to use the machine.
D. then continues to play the game while speaking to the camera in the end.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
17596.0,Playing beach volleyball,"A boy is sitting in front of the camera, then he stands up and joins his team. they",C,"Context:
""A boy is sitting in front of the camera, then he stands up and joins his team. they""

Which of the following endings best completes the context?

Choices:
A. are then shown doing three large stunts, jumping and flipping.
B. continue to compete, riding on batons and throwing balls out in the field.
C. are playing volleyball, and we see him serve the ball numerous times.
D. swing their flag around for a while, then they start with the team playing and riding in the raft.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
33673.0,Archery,A room filled with stuffed and hunted animals displays in a room with many of them mounted on walls. two brown buffalos,D,"Context:
""A room filled with stuffed and hunted animals displays in a room with many of them mounted on walls. two brown buffalos""

Which of the following endings best completes the context?

Choices:
A. , one white, both black, are shown in a house.
B. are gliding through the air about two hundred feet below walking slowly.
C. are standing on a table eating something out of a bowl.
D. are standing next to each other on a sandy ground in extremely windy weather.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
25005.0,Vacuuming floor,A close up is shown of a very dirty floor being cleaned with a large vacuum. Words on the screen explain the strength of the vacuum as the person continues. the floor,B,"Context:
""A close up is shown of a very dirty floor being cleaned with a large vacuum. Words on the screen explain the strength of the vacuum as the person continues. the floor""

Which of the following endings best completes the context?

Choices:
A. is then scraped and the vacuum begins to wipe down the floor.
B. is being cleaned at walking speed.
C. is shown shining over and over again in a drain.
D. is seen turned upside down while the individual vacuums the floor with the small white device.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
15560.0,Waterskiing,The man is under the water with his head up. The man is wakeboarding swaying side the side. the guy,C,"Context:
""The man is under the water with his head up. The man is wakeboarding swaying side the side. the guy""

Which of the following endings best completes the context?

Choices:
A. is underwater under the water floating and surfing with a pink water buoy.
B. is in the water with his body positioned to raise his arms high then start to flip over.
C. let go of the harness and went under the water for a bit and floated.
D. am bouncing in the water.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
36500.0,Long jump,An athlete competes in a long jump competition in a track and field course. The long jumper fouls on numerous tries. the long jumper,D,"Context:
""An athlete competes in a long jump competition in a track and field course. The long jumper fouls on numerous tries. the long jumper""

Which of the following endings best completes the context?

Choices:
A. retrieves sand as he completes the race.
B. successfully climbs the high jump bar using only one leg.
C. spins around with the momentum of the run in his body.
D. claps his hands to get the crowd behind him as he tries his final long jump and completes a perfect jump.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
636.0,Vacuuming floor,They turn the vacuum on and begin vacuuming the floor. They take the attachment hose off and vacuum the base boards and stairs. they,C,"Context:
""They turn the vacuum on and begin vacuuming the floor. They take the attachment hose off and vacuum the base boards and stairs. they""

Which of the following endings best completes the context?

Choices:
A. go back and forth checking for any dents or holes.
B. not only sit on the floor vacuuming in the spot set, they work on the stairs as well.
C. take the filter out and empty it.
D. move the vacuum up and down the wooden floors.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
6317.0,Walking the dog,A a white dog without the use of its hind legs is outside with its owner on the porch. They begin to walk down the driveway as the camera follows them. the dog,A,"Context:
""A a white dog without the use of its hind legs is outside with its owner on the porch. They begin to walk down the driveway as the camera follows them. the dog""

Which of the following endings best completes the context?

Choices:
A. stops and uses the bathroom by a bush before continuing down the driveway.
B. stops outside of a house briefly.
C. gets to the gravel driveway and stands on his hind legs.
D. is then shown running around while the owner goes inside the house.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
32224.0,Hand car wash,"Two workers are shown at a shop outdoors. They are washing down cars with soap, including the maserati's tires. they",A,"Context:
""Two workers are shown at a shop outdoors. They are washing down cars with soap, including the maserati's tires. they""

Which of the following endings best completes the context?

Choices:
A. then rinse the cars and wipe them clean.
B. press the hoses to the tires, wiping them down.
C. use a can of keep clean wipes, and a polishing tool to wash the car.
D. wipe off all the soap, then clip the tires, adding parts into the bucket.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
35435.0,Skiing,"A view is seen of the outside of an airport, then the wing of the flying plane. A man is on the plane wearing a mask. several people",A,"Context:
""A view is seen of the outside of an airport, then the wing of the flying plane. A man is on the plane wearing a mask. several people""

Which of the following endings best completes the context?

Choices:
A. are sleeping in the dark quarters.
B. fly by on a road inside the plane.
C. are shown flying the aircraft, while shooting at a large target at one point.
D. speak, then they all fly kites on the plane while people walk by.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
17689.0,Doing motocross,A man is seen climbing on a dirt bike and shown speaking to the camera with others. several clips,B,"Context:
""A man is seen climbing on a dirt bike and shown speaking to the camera with others. several clips""

Which of the following endings best completes the context?

Choices:
A. are then shown of the outdoors and is shown once again with other people riding along in the background.
B. are shown of people riding around on dirt bikes.
C. are shown of people riding the bumpy bike around a track and running.
D. are then shown of the man riding around on the bike around and showing off his line.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
32703.0,Plastering,There are three contractors remodeling a house that is torn down for renovation. One of the contractors is cementing a brick wall. the other contractor,D,"Context:
""There are three contractors remodeling a house that is torn down for renovation. One of the contractors is cementing a brick wall. the other contractor""

Which of the following endings best completes the context?

Choices:
A. talks about the right way to apply for the job.
B. is now working at roofing the ceiling of the place.
C. is welding a smaller wall and building additional wall paper to replace the wall paper.
D. is breaking an existing wall in the living room.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
48974.0,Playing guitarra,A small group of people are seen standing on stage playing various instruments. Other people watch on the sides as the group plays and speaks to one another. the band,C,"Context:
""A small group of people are seen standing on stage playing various instruments. Other people watch on the sides as the group plays and speaks to one another. the band""

Which of the following endings best completes the context?

Choices:
A. performs harmonicas while the people film them on the side.
B. continues playing and ends with the people standing together in the standing band.
C. continues to play as others around them enjoy themselves.
D. finishes and leads into a band performing numerous stunts on stage.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
34878.0,Breakdancing,A black book called windmills is on the screen. The camera zooms into a dancer. Vincanitv comes up on the screen. The instructor is talking. the instructor,C,"Context:
""A black book called windmills is on the screen. The camera zooms into a dancer. Vincanitv comes up on the screen. The instructor is talking. the instructor""

Which of the following endings best completes the context?

Choices:
A. is still talking as it appears showing the different movements needed to prepare for dancing on windmills.
B. does a shot put on the screen.
C. is sitting on the floor introducing the move.
D. lays down in a chair.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
28822.0,Snow tubing,A child's face is shown as he is speaking to the camera. They then slide down the hill very fast and they are excited. they,B,"Context:
""A child's face is shown as he is speaking to the camera. They then slide down the hill very fast and they are excited. they""

Which of the following endings best completes the context?

Choices:
A. rush up the hill and they are filled with joy as they ski down the hill.
B. smile and continue down the hill.
C. eventually finish and jump up to shake hands with each other.
D. are gradually climbing up the mountain as they enjoy their view.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
43305.0,Powerbocking,There's a person walking on stilts on a sidewalk where several cars are parked. He is demonstrating how to walk on stilts. he,B,"Context:
""There's a person walking on stilts on a sidewalk where several cars are parked. He is demonstrating how to walk on stilts. he""

Which of the following endings best completes the context?

Choices:
A. is using a walking stick to move back and forth on the sidewalk near a curb and railings.
B. is joined by two other men who also join him in the tutorial.
C. stops and takes a break.
D. demonstrates the trick using a real stilt.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
26191.0,Disc dog,The man throws frisbees for the dog to catch. The man performs special tricks with the dog using the frisbee. the man,C,"Context:
""The man throws frisbees for the dog to catch. The man performs special tricks with the dog using the frisbee. the man""

Which of the following endings best completes the context?

Choices:
A. spins the dog in his hands and catches the frisbees and throw with the dog.
B. jumps on the dog with the frisbee.
C. lifts the dog triumphantly over his head and carries him on his shoulder.
D. jumps on the dog on his back.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
20294.0,Preparing salad,The man presents each separate ingredient and holds them up showing each one. A pan of sliced sausage and peppers cooks on a stove. A pot of soup boils. ingredients,A,"Context:
""The man presents each separate ingredient and holds them up showing each one. A pan of sliced sausage and peppers cooks on a stove. A pot of soup boils. ingredients""

Which of the following endings best completes the context?

Choices:
A. sit next to the stove top and are being used to prepare the food.
B. are added, and a cup is added to the pot.
C. begin to pour into the pot going into the pans.
D. are added to the boiling pot to boil.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
30462.0,Smoking hookah,The man takes a hit of the hookah and coughs a bit. The man shows how to avoid coughing with a hookah by moving the tobacco around on the bowl. he,B,"Context:
""The man takes a hit of the hookah and coughs a bit. The man shows how to avoid coughing with a hookah by moving the tobacco around on the bowl. he""

Which of the following endings best completes the context?

Choices:
A. takes another hit and spits in it.
B. sits down and takes another puff off the hookah.
C. takes a bit of an inhaler and coughs while he inhales.
D. takes the hookah away and inhales smoke smoke.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
39164.0,Plataform diving,"A man walks up to the edge of a diving board. He dives off into the water, flipping as he goes down. he",C,"Context:
""A man walks up to the edge of a diving board. He dives off into the water, flipping as he goes down. he""

Which of the following endings best completes the context?

Choices:
A. is trophies on the water, he is running in the olympics.
B. comes back up smiling as his board flips over.
C. lands into the water, splashing everywhere as people clap.
D. is shown again in slow motion, hanging in a net in a pool.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
5880.0,Making a lemonade,The small bowls of salt are arranged and limes are sliced in halves. The limes are juiced into a cup using a hand held press. the salt,B,"Context:
""The small bowls of salt are arranged and limes are sliced in halves. The limes are juiced into a cup using a hand held press. the salt""

Which of the following endings best completes the context?

Choices:
A. tubes are filled with limes and a plate of limes.
B. is poured into the cup from the small bowls.
C. is stirred and mixed with sugar until it is boiled in water held by a crank.
D. and lemon juice are used to melt into a clear container.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
7230.0,Futsal,Two teams are gathered inside a building gym. They are engaged in a game of dodgeball. they,B,"Context:
""Two teams are gathered inside a building gym. They are engaged in a game of dodgeball. they""

Which of the following endings best completes the context?

Choices:
A. hit the ball back and forth, trying to get it past the other team.
B. throw the balls at each other, running and dodging them.
C. lob the chalk ball back and forth over the hoop.
D. hit the balls back and forth, trying to make them go through the hoop through multiple holes.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
43781.0,Shaving,A mans hair is seen close up followed by a razor being used on the sides. a person,C,"Context:
""A mans hair is seen close up followed by a razor being used on the sides. a person""

Which of the following endings best completes the context?

Choices:
A. brushes and cuts the mans hair and ends with images of rollers.
B. cut out portions of the mans hair and then uses a comb to shave down the sides while moving the sides.
C. is seen combing the person's hair while still using the trimmer.
D. works out in front of a sink.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
10487.0,Doing fencing,Several people are dressed in sweatsuits rolling out mats in a large gym. after the mats,C,"Context:
""Several people are dressed in sweatsuits rolling out mats in a large gym. after the mats""

Which of the following endings best completes the context?

Choices:
A. are rolled out the gym begins to change colors for lemon zest.
B. are rolled out, they begin talking to one another and pose for pictures.
C. are rolled out, other individuals begin walking across the floor dressed in fencing uniforms.
D. have been rolled, wall paper is cut with scissors and tied between two of the walls.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
28930.0,Playing water polo,A small group of people are seen swimming around a pool chasing a ball around each other. People are watching on the side as one man throws the ball to another. one,C,"Context:
""A small group of people are seen swimming around a pool chasing a ball around each other. People are watching on the side as one man throws the ball to another. one""

Which of the following endings best completes the context?

Choices:
A. person chases down a ball and throws it back to the other.
B. of the team takes it and leads into a game of water polo.
C. catches the ball and continues to play around the pool.
D. man pulls the ball back and throws it again.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
30105.0,Washing face,A man sits on the sidewalk pouring water on his hands and washes his face. the camera,C,"Context:
""A man sits on the sidewalk pouring water on his hands and washes his face. the camera""

Which of the following endings best completes the context?

Choices:
A. is distracted by words that the man is using on his face.
B. pans in to a man wearing welding equipment and shows the man's face.
C. moves and we see other men sitting and standing on the sidewalk near their merchandise.
D. shows him backpacking in dirt and splashing water all over a mountain.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
48046.0,Clean and jerk,"A man is lifting weights in a weight room, pulling a large barbell up to his chest. He stands shaking before lifting it above his head, trying to hold it in place. he",B,"Context:
""A man is lifting weights in a weight room, pulling a large barbell up to his chest. He stands shaking before lifting it above his head, trying to hold it in place. he""

Which of the following endings best completes the context?

Choices:
A. stands and lets it fall slowly to the ground.
B. drops the barbell hard onto the ground.
C. drops the barbell and lowers it down messily.
D. then lifts it over his head to let it land on the floor.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
44069.0,Making a sandwich,He opens the fridge and takes out sandwich ingredients. He squirts mustard and mayo onto the sandwich. He then adds meat and cheese. afterward,C,"Context:
""He opens the fridge and takes out sandwich ingredients. He squirts mustard and mayo onto the sandwich. He then adds meat and cheese. afterward""

Which of the following endings best completes the context?

Choices:
A. , he grabs a thick tomato to spread butter on.
B. , plata is chopped up and taken into the pot.
C. , he puts the ingredients back into the fridge, zeroing in on the sandwich on the counter.
D. , he spreads mayo and cheese on the sandwich.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
24240.0,Camel ride,A young male is sitting in the desert on top of a camel. the man,A,"Context:
""A young male is sitting in the desert on top of a camel. the man""

Which of the following endings best completes the context?

Choices:
A. begins talking to another male who has a red wrap on his head.
B. placed the strap of the camel onto the young man's back and began to spin the young man around and around.
C. mounts the camel and sets it down onto the sand.
D. then ropes a group of camel models and leads camel racing around a desert racetrack.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
40261.0,Raking leaves,There is a black dog and a white dog jumping around the person raking the leaves. The white dog is trying to bite off the rake. both the dogs,C,"Context:
""There is a black dog and a white dog jumping around the person raking the leaves. The white dog is trying to bite off the rake. both the dogs""

Which of the following endings best completes the context?

Choices:
A. are walking on the grass and one of the dogs is falling.
B. are standing back on his hind legs trying to get out of the rake.
C. are playing around the man raking the leaves, trying to bite the rake.
D. do this trying to be very nice.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
35165.0,Fixing bicycle,Man is standing in a workshop standing in front of a bicycle talking to the camera. List of materials is shown in the screen. Man is putting red tape on bicycle bars. the man,B,"Context:
""Man is standing in a workshop standing in front of a bicycle talking to the camera. List of materials is shown in the screen. Man is putting red tape on bicycle bars. the man""

Which of the following endings best completes the context?

Choices:
A. is standing in a workshop with a red bicycle.
B. is wrapping all the bar in the red tape.
C. returns to talking to the camera and putting red tape on the bike.
D. is putting shoes on a bicycle bar.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
5341.0,Baking cookies,A man is wearing an apron and standing in his kitchen. Several food items in bowls are shown. a white bowl,C,"Context:
""A man is wearing an apron and standing in his kitchen. Several food items in bowls are shown. a white bowl""

Which of the following endings best completes the context?

Choices:
A. is shown as the man uses a knife to cut a peeler.
B. is shown being pulled into various shapes.
C. is filled with sugar, eggs, and peanut butter, then blended.
D. is then boiled in oil followed by cornstarch and smoochin in a bowl.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
5153.0,Hand washing clothes,A woman is seen speaking to the camera while holding up a bucket and pot. she,B,"Context:
""A woman is seen speaking to the camera while holding up a bucket and pot. she""

Which of the following endings best completes the context?

Choices:
A. squirts ice and zucchini in with her water as well as stir paints and pans around.
B. pours water out of the pot into the bucket as well as some detergent.
C. spreads the items out over a salad and shows off the finished salad.
D. pours water on the beans and pans back to the camera while holding another of the beans.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
29685.0,Applying sunscreen,A lady sitting in a chair gets up and walks to a table and grabs a bottle of cream. the lady,C,"Context:
""A lady sitting in a chair gets up and walks to a table and grabs a bottle of cream. the lady""

Which of the following endings best completes the context?

Choices:
A. then scrubs her hands on a cloth and wipes her hands clean with the cream.
B. puts the cream in her eyes as she rubs it on her face.
C. sits down and opens the bottle and pours some on her leg and rubs it in.
D. takes her arm and gives the lady a brush.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
31719.0,Chopping wood,A man dressed for cold weather is outside in the snow fumbling with a chain in his hands. the chain,B,"Context:
""A man dressed for cold weather is outside in the snow fumbling with a chain in his hands. the chain""

Which of the following endings best completes the context?

Choices:
A. breaks holding up his body.
B. is then placed around a tree stump and the man picks up an ax.
C. finally catches with a snap as it flings the man's snowboard back throughout the snowy area.
D. is released and the man is in the frozen lake speaking to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
19644.0,Playing water polo,The game resumes with a teammate throwing the ball to his teammate where it is taken away by an opposing teammate. the ball,A,"Context:
""The game resumes with a teammate throwing the ball to his teammate where it is taken away by an opposing teammate. the ball""

Which of the following endings best completes the context?

Choices:
A. is thrown around and one of the teams scores a goal.
B. is caught by the teammate, who kicks it over the net to catch the ball.
C. is held out to the crowd as the game resumes with more goals being made.
D. sweeps the players opponent across 17 goals out into the net.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
27325.0,Blow-drying hair,A woman is sitting in a barber chair in front of a man. The man blow dries the woman's hair using a round brush. he,D,"Context:
""A woman is sitting in a barber chair in front of a man. The man blow dries the woman's hair using a round brush. he""

Which of the following endings best completes the context?

Choices:
A. starts every so often to get certain curls out and starts to shave the women hair.
B. sits and combs the woman's hair with the brush.
C. then goes over each tangles in the woman's hair.
D. then styles it with a comb.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
994.0,Preparing pasta,The young female is standing in the kitchen talking to the camera. the female,A,"Context:
""The young female is standing in the kitchen talking to the camera. the female""

Which of the following endings best completes the context?

Choices:
A. put the pasta in boiling water, chopped the garlic and pour olive oil in the pan, she shredded the orange peel and put in the pan and added tomatoes and seafood.
B. taken woman starts removing the ingredients from the dish.
C. removed the dalmatians from the refrigerator.
D. opened the fridge and put a beer in it then take a sip.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
17921.0,Playing polo,"The horse gets up but, the man remains on the ground. The other players and a referee ride their horses away. one of the players and a woman",B,"Context:
""The horse gets up but, the man remains on the ground. The other players and a referee ride their horses away. one of the players and a woman""

Which of the following endings best completes the context?

Choices:
A. run to the field to inspect the ond horse.
B. walk over to check on the man on the ground.
C. lift up dirt to clean the horses hooves and a replay is shown of the actual hoofs.
D. walk to the man & them.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
31262.0,Removing ice from car,An older man is shown cleaning off a car in front of a home with a snow scraper. the camera,D,"Context:
""An older man is shown cleaning off a car in front of a home with a snow scraper. the camera""

Which of the following endings best completes the context?

Choices:
A. zooms in and out watching the repairs.
B. continues to pan around the inside of the car and shows moving snow that starts coming down.
C. continues to move over the man with the scraper and he licks his finger.
D. pans around the car while the older man continues to push snow off of it.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
717.0,Welding,Man is welding a machine in a dark room. Man is welding a metal pot and smoke is spreading out of the pot. man,B,"Context:
""Man is welding a machine in a dark room. Man is welding a metal pot and smoke is spreading out of the pot. man""

Which of the following endings best completes the context?

Choices:
A. is holding a rake and spreading the steel on the metal pot.
B. is wearing welding mask in a dark room welding something.
C. is welding a metal door and smoking a pipe.
D. blow the smoke through a hose and it is tied in a brown bag.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
28977.0,Shaving,Playboy and eshave presents a how-to video for shaving off a beard. First you do some extraneous sexy moves. next you,C,"Context:
""Playboy and eshave presents a how-to video for shaving off a beard. First you do some extraneous sexy moves. next you""

Which of the following endings best completes the context?

Choices:
A. show how you very well scrape the beard and shave it with lots of scissors.
B. show the shaving tools that you use to get it down below the chin.
C. place a towel over the mans face, after dripping it seductively over yourself.
D. start shaving your head with the proceeds.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
6857.0,Beach soccer,A man in a red shirt pours water over his head. Images and video clips of teams playing beach soccer in the sand. video clips,B,"Context:
""A man in a red shirt pours water over his head. Images and video clips of teams playing beach soccer in the sand. video clips""

Which of the following endings best completes the context?

Choices:
A. , aerial shots of the team's actions, and the players parking their cars.
B. of different beach soccer teams taking shots at the goal.
C. of a man slapping his feet on the sand.
D. of players jumping from a boat into the sand are shown.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
48275.0,Dodgeball,A referee walks on the floor and tells a player something. A referee walks to a person on the right and tells them they are out. a person,C,"Context:
""A referee walks on the floor and tells a player something. A referee walks to a person on the right and tells them they are out. a person""

Which of the following endings best completes the context?

Choices:
A. on the left decides to play and wins the game.
B. missed a shot.
C. in white on the right cheers and the blue team huddle up.
D. is able to hit a birdie to the right the players hit the birdie with their hands and walk.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
22270.0,Waterskiing,A man prepares himself on a dock to go water skiing. He launches into the water as the boat guns off. the man,D,"Context:
""A man prepares himself on a dock to go water skiing. He launches into the water as the boat guns off. the man""

Which of the following endings best completes the context?

Choices:
A. goes down a small waterfall at high speed.
B. runs and jumps off the dock to drink a cup of water.
C. rhythmically mounts the wide, flat-bottomed ski.
D. holds onto the rope while gliding through the water, looking very confident and skilled.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
23820.0,Canoeing,Man is sitting in a kayak next to the sidewalk. man,A,"Context:
""Man is sitting in a kayak next to the sidewalk. man""

Which of the following endings best completes the context?

Choices:
A. is taking out the kayak from the water.
B. is laying on two kayaks along a track and moving back and forth in the water.
C. is walking to the camera standing next to a alrge boat.
D. is standing in a park being a scissor grabs a spring board and start putting it in the water.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
49835.0,Snow tubing,There are some people snow tubing on a slope covered with snow. Two young children come down the slope in red and black tubes. they,D,"Context:
""There are some people snow tubing on a slope covered with snow. Two young children come down the slope in red and black tubes. they""

Which of the following endings best completes the context?

Choices:
A. slide down the wall dropping their tubes down and sliding down a hill.
B. look up into the sky, waving to the camera.
C. walk with their poles forward in the snow.
D. come down steadily and smoothly till they reach the bottom of the slope.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
32028.0,Wrapping presents,A person is seen holding a wrapped gift and begins wrapping paper around a box. The girl pushes it down on the sides and begins tapping the box. she,B,"Context:
""A person is seen holding a wrapped gift and begins wrapping paper around a box. The girl pushes it down on the sides and begins tapping the box. she""

Which of the following endings best completes the context?

Choices:
A. pulls back the paper and throws the box on the floor.
B. finishes tapping all around the box and ends by presenting it to the camera.
C. continues wrapping the box and holding it up.
D. then uses a paintbrush and wrapping paper onto a gift.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
31575.0,Tennis serve with ball bouncing,". a man in a baseball cap, shorts and a blue short sleeved shirt",B,"Context:
"". a man in a baseball cap, shorts and a blue short sleeved shirt""

Which of the following endings best completes the context?

Choices:
A. grets a wooden pole with a spray bottle and hacks a straight piece of wood.
B. serves three tennis balls across a tennis net on a tennis court by himself.
C. practices on a jungle gym and jumps rope followed by another man practice, and after, the courts play sports on the jungle gym.
D. skis at the top of a hill.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
355.0,Grooming dog,A shot of a board is shown followed by various groomers grooming dogs on tables. the people,C,"Context:
""A shot of a board is shown followed by various groomers grooming dogs on tables. the people""

Which of the following endings best completes the context?

Choices:
A. holding a treat and waiting around the dogs are shown in more shots pulling out paper and handing it off to a girl.
B. continue to brush the dogs and pretend to chairs and treat them.
C. continue grooming the dogs on tables and the video ends with text across the screen.
D. in the graph travel around the area speaking to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
325.0,Hanging wallpaper,Then he shows how to use fans to ventilate the room. He takes a scour and begins to scour the wall paper. he,C,"Context:
""Then he shows how to use fans to ventilate the room. He takes a scour and begins to scour the wall paper. he""

Which of the following endings best completes the context?

Choices:
A. shows how to detail and process paper paper.
B. then puts a towel on the back of the wall paper and wipes it off with his hand.
C. uses a paint roller to soak the wall paper for easy removal.
D. straightens it out and removes the wax paper.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
15701.0,Raking leaves,A boy is using a large rake to move leaves across the yard. he,C,"Context:
""A boy is using a large rake to move leaves across the yard. he""

Which of the following endings best completes the context?

Choices:
A. picks up a handful of leaves, handing them to the dog.
B. stretches out the rake into a pile and moves it to another part of the yard.
C. continues raking, then moves them into a pile at the base of a tree.
D. rakes in a large circle, using a wooden ladder to push the leaves.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
44843.0,Playing drums,"A young girl with a ponytail plays a drumkit, she appears to a trained musician. The girl focuses on one particular drum. the girl",B,"Context:
""A young girl with a ponytail plays a drumkit, she appears to a trained musician. The girl focuses on one particular drum. the girl""

Which of the following endings best completes the context?

Choices:
A. looks up and sits still.
B. continues to play different parts of the drumkit.
C. enters the stage to show her school uniform consisting of shorts, a hat and slippers.
D. continues playing the drum kit, the musician looks at her blankly.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
31897.0,Putting on makeup,There's a young girl standing in her bathroom doing a tutorial on how to apply lipstick. She opens her mirror cabinet and takes her lipstick out. she,B,"Context:
""There's a young girl standing in her bathroom doing a tutorial on how to apply lipstick. She opens her mirror cabinet and takes her lipstick out. she""

Which of the following endings best completes the context?

Choices:
A. puts it on her upper and lower lips and begins applying it all around her lips and feeling each button.
B. begins applying the lipstick on her lips.
C. applies it to her lips then her teeth.
D. begins to brush her lips and then puts it back in the cabinet.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
