question,subject,split,answer,final_prompt,len_tk_mistral_7b_base
"A sample of an unknown chloride compound was dissolved in water, and then titrated with excess Pb(NO3)2 to create a precipitate. After drying, it is determined there are 0.0050 mol of precipitate present. What mass of chloride is present in the original sample?",high_school_chemistry,validation-00000-of-00001,B,"A sample of an unknown chloride compound was dissolved in water, and then titrated with excess Pb(NO3)2 to create a precipitate. After drying, it is determined there are 0.0050 mol of precipitate present. What mass of chloride is present in the original sample?

Choices:
A. 0.177 g
B. 0.355 g
C. 0.522 g
D. 0.710 g

Reply with exactly one uppercase letter out of A, B, C, or D.
",137
"A 55-year-old man comes to the physician because of a 2-week history of recurrent, widespread blister formation. Physical examination shows lesions that are most numerous in the flexural areas including the axillae and groin. The blisters do not break easily, and there are no oral lesions. These blisters are most likely the result of adhesion failure involving which of the following?",professional_medicine,test-00000-of-00001,A,"A 55-year-old man comes to the physician because of a 2-week history of recurrent, widespread blister formation. Physical examination shows lesions that are most numerous in the flexural areas including the axillae and groin. The blisters do not break easily, and there are no oral lesions. These blisters are most likely the result of adhesion failure involving which of the following?

Choices:
A. Basement membrane
B. Dermal papillae
C. Langerhans cells
D. Melanocytes

Reply with exactly one uppercase letter out of A, B, C, or D.
",149
"Mary likes English very much. She works hard. She reads English every morning. She likes speaking English. She often listens to the radio. She watches TV only on Saturday evening. Does she like dancing? No, she doesn't. But she likes drawing and singing. Her parents like her very much. And all the teachers and her friends like her, too. Mary watches TV  _  .",,auxiliary_train-00000-of-00001,D,"Mary likes English very much. She works hard. She reads English every morning. She likes speaking English. She often listens to the radio. She watches TV only on Saturday evening. Does she like dancing? No, she doesn't. But she likes drawing and singing. Her parents like her very much. And all the teachers and her friends like her, too. Mary watches TV  _  .

Choices:
A. in the morning
B. in the afternoon
C. every evening
D. on Saturday evening

Reply with exactly one uppercase letter out of A, B, C, or D.
",133
Security studies can be interpreted as an imperial field of knowledge in which of the following ways?,security_studies,test-00000-of-00001,D,"Security studies can be interpreted as an imperial field of knowledge in which of the following ways?

Choices:
A. Security studies emerged in relation to the interests of the USA and Britain following the Second World War.
B. Security studies adopts a perspective which postcolonial scholars refer to as 'the colonizer's view of the world'.
C. Security studies was originally defined by the power of the USA and Britain at a time when they actively supported colonial and imperial relations in the global south.
D. All of these options.

Reply with exactly one uppercase letter out of A, B, C, or D.
",136
What was the consequence from the absence of implementing legislation in the Tin Council case?,international_law,test-00000-of-00001,C,"What was the consequence from the absence of implementing legislation in the Tin Council case?

Choices:
A. The International Tin Council was headquartered in London and hence the absence of implementing legislation was inconsequential
B. The constitutive treaties of international organisations are subject to the doctrine of incorporation
C. The absence of implementing legislation with respect to the Council's founding treaty meant that individuals did not derive rights and duties from it in the English legal system
D. The absence of implementing legislation in England in respect of an international organisation is inconsequential under international law

Reply with exactly one uppercase letter out of A, B, C, or D.
",148
A student boils 100 grams of water to form water vapor (gas). What method should the student use to determine that the mass of the water vapor is equal to 100 grams?,,auxiliary_train-00000-of-00001,B,"A student boils 100 grams of water to form water vapor (gas). What method should the student use to determine that the mass of the water vapor is equal to 100 grams?

Choices:
A. measuring the amount of water vapor (gas) in the air
B. collecting the water vapor (gas) and cooling it back to a liquid
C. weighing the beaker before and after the water is boiled
D. comparing the temperature of the boiling water to the temperature of the water vapor (gas)

Reply with exactly one uppercase letter out of A, B, C, or D.
",146
"Statement 1| In a Bayesian network, the inference results of the junction tree algorithm are the same as the inference results of variable elimination. Statement 2| If two random variable X and Y are conditionally independent given another random variable Z, then in the corresponding Bayesian network, the nodes for X and Y are d-separated given Z.",machine_learning,test-00000-of-00001,C,"Statement 1| In a Bayesian network, the inference results of the junction tree algorithm are the same as the inference results of variable elimination. Statement 2| If two random variable X and Y are conditionally independent given another random variable Z, then in the corresponding Bayesian network, the nodes for X and Y are d-separated given Z.

Choices:
A. True, True
B. False, False
C. True, False
D. False, True

Reply with exactly one uppercase letter out of A, B, C, or D.
",128
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I chopped down the trees intended for lumber. Scenario 2 | While visiting the Louvre, I touched many of the paintings.",moral_scenarios,test-00000-of-00001,C,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I chopped down the trees intended for lumber. Scenario 2 | While visiting the Louvre, I touched many of the paintings.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",135
The Mayan king Yax Pahsaj symbolized his royalty on a stele that depicts:,prehistory,test-00000-of-00001,D,"The Mayan king Yax Pahsaj symbolized his royalty on a stele that depicts:

Choices:
A. an eagle, a serpent, and a jaguar, all of which were important royal animals.
B. a series of decisive military conquests against a rival king.
C. a lightning bolt descending from heaven and marking him as the leader.
D. the founder of the dynasty “passing him the torch.”

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
"The driver of a police car hears an echo of the car’s siren from a wall toward which the car is moving with a speed of 3.5 m/s. If the speed of sound is 350 m/s and the frequency of the siren is 600 Hz, the driver hears the echo at a frequency nearest to which of the following?",college_physics,test-00000-of-00001,C,"The driver of a police car hears an echo of the car’s siren from a wall toward which the car is moving with a speed of 3.5 m/s. If the speed of sound is 350 m/s and the frequency of the siren is 600 Hz, the driver hears the echo at a frequency nearest to which of the following?

Choices:
A. 600 Hz
B. 606 Hz
C. 612 Hz
D. 618 Hz

Reply with exactly one uppercase letter out of A, B, C, or D.
",148
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I tried to spike the lemonade with fentanyl. Scenario 2 | When my son told me he was gay, I rejected him.",moral_scenarios,test-00000-of-00001,A,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I tried to spike the lemonade with fentanyl. Scenario 2 | When my son told me he was gay, I rejected him.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
"Which of the following pairs of 8-bit, two's-complement numbers will result in overflow when the members of the pairs are added?",college_computer_science,test-00000-of-00001,D,"Which of the following pairs of 8-bit, two's-complement numbers will result in overflow when the members of the pairs are added?

Choices:
A. 11111111, 00000001
B. 00000001, 10000000
C. 11111111, 10000001
D. 10000001, 10101010

Reply with exactly one uppercase letter out of A, B, C, or D.
",147
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I was bored and dug a hole to create a cellar in my backyard. Scenario 2 | I was due to start work soon, so I went to a baseball game.",moral_scenarios,test-00000-of-00001,C,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I was bored and dug a hole to create a cellar in my backyard. Scenario 2 | I was due to start work soon, so I went to a baseball game.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",145
"For EDTA titrations, the analyte solution and the titrant solution are both buffered at the same pH for which of the following reasons?
I. The conditional formation constant is affected by pH.
II. The fraction of EDTA in the fully deprotonated Y4− form varies with pH.
III. When EDTA reacts to form a metal complex, H+ is a product in most cases.",college_chemistry,test-00000-of-00001,D,"For EDTA titrations, the analyte solution and the titrant solution are both buffered at the same pH for which of the following reasons?
I. The conditional formation constant is affected by pH.
II. The fraction of EDTA in the fully deprotonated Y4− form varies with pH.
III. When EDTA reacts to form a metal complex, H+ is a product in most cases.

Choices:
A. I only
B. I and II only
C. I and III only
D. I, II, and III

Reply with exactly one uppercase letter out of A, B, C, or D.
",149
On July 1 Alto Co. split its common stock 5 for 1 when the fair value was $100 per share. Prior to the split Alto had 10000 shares of $10 par value common stock issued and outstanding. After the split the par value of the stock,professional_accounting,test-00000-of-00001,D,"On July 1 Alto Co. split its common stock 5 for 1 when the fair value was $100 per share. Prior to the split Alto had 10000 shares of $10 par value common stock issued and outstanding. After the split the par value of the stock

Choices:
A. Remained at $10.
B. Was reduced to $8.
C. Was reduced to $5.
D. Was reduced to $2.

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
"A heat pump is to extract heat from an outdoor environment at 7°C and heat the environment indoors to 27°C. For each 15,000 J of heat delivered indoors, the smallest amount of work that must be supplied to the heat pump is approximately",college_physics,test-00000-of-00001,B,"A heat pump is to extract heat from an outdoor environment at 7°C and heat the environment indoors to 27°C. For each 15,000 J of heat delivered indoors, the smallest amount of work that must be supplied to the heat pump is approximately

Choices:
A. 500 J
B. 1,000 J
C. 1,100 J
D. 2,000 J

Reply with exactly one uppercase letter out of A, B, C, or D.
",128
In what way would a person diagnosed with schizophrenia most likely differ from a person diagnosed with a dissociative disorder?,high_school_psychology,validation-00000-of-00001,C,"In what way would a person diagnosed with schizophrenia most likely differ from a person diagnosed with a dissociative disorder?

Choices:
A. A person with schizophrenia is likely to have more than one personality.
B. A person diagnosed with a dissociative disorder is likely to have delusions.
C. A person diagnosed with schizophrenia is likely to experience hallucinations.
D. A person diagnosed with a dissociative disorder may have difficulty keeping a job.

Reply with exactly one uppercase letter out of A, B, C, or D.
",133
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I watched from outside while she took her shower. Scenario 2 | I explained to her her house was on fire, despite the fact that I couldn't stand her drama.",moral_scenarios,test-00000-of-00001,B,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I watched from outside while she took her shower. Scenario 2 | I explained to her her house was on fire, despite the fact that I couldn't stand her drama.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",144
"During DNA replication, mistakes are coded into the leading strand about once every 100,000/1 million copies. This DNA is subject to proofreading by several mechanisms. If a mistake is noted and the incorrect base is removed shortly following the time RNA primer is removed, this would most likely be the work of which repair mechanism?",college_medicine,test-00000-of-00001,A,"During DNA replication, mistakes are coded into the leading strand about once every 100,000/1 million copies. This DNA is subject to proofreading by several mechanisms. If a mistake is noted and the incorrect base is removed shortly following the time RNA primer is removed, this would most likely be the work of which repair mechanism?

Choices:
A. DNA polymerase I
B. DNA polymerase III
C. Mismatch repair mechanism
D. Endonuclease repair

Reply with exactly one uppercase letter out of A, B, C, or D.
",135
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I told my daughter I did not love her and never will love her. Scenario 2 | I listened carefully to the professor speaking during class.",moral_scenarios,test-00000-of-00001,B,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I told my daughter I did not love her and never will love her. Scenario 2 | I listened carefully to the professor speaking during class.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",137
"""Rosenhan’s research involving “pseudopatients"""" who were admitted to psychiatric hospitals:""",professional_psychology,test-00000-of-00001,C,"""Rosenhan’s research involving “pseudopatients"""" who were admitted to psychiatric hospitals:""

Choices:
A. conﬁrmed that participation in a research study alters the behavior of research participants.
B. demonstrated that labeling a person changes the person's behavior.
C. showed that the environment inﬂuences how a person's behavior is perceived.
D. ""showed that “central traits"""" have a greater impact than other traits on impression formation.""

Reply with exactly one uppercase letter out of A, B, C, or D.
",131
"My name is Mary. I'm a student. I'm twelve. My father is a policeman. My mother is a nurse. Nick is my brother. We are all at home today, because today is Sunday. My brother Nick is a student, too. We are in the same school. There are thirty-five classes in our school. My classroom is very big. How old is Mary?    _  .",,auxiliary_train-00000-of-00001,A,"My name is Mary. I'm a student. I'm twelve. My father is a policeman. My mother is a nurse. Nick is my brother. We are all at home today, because today is Sunday. My brother Nick is a student, too. We are in the same school. There are thirty-five classes in our school. My classroom is very big. How old is Mary?    _  .

Choices:
A. 12
B. 14
C. 13
D. 30

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I feed my cat one small bowl of food each month. Scenario 2 | I let my children try to catch frogs.",moral_scenarios,test-00000-of-00001,B,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I feed my cat one small bowl of food each month. Scenario 2 | I let my children try to catch frogs.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",134
"Regarding exons, which, if any, of the following statements is correct?",medical_genetics,test-00000-of-00001,A,"Regarding exons, which, if any, of the following statements is correct?

Choices:
A. Some exons in protein-coding genes consist of noncoding DNA.
B. The first exon of a protein-coding gene always contains the translational start site.
C. The last exon of a protein-coding gene always contains the normal termination codon.
D. A coding exon is always translated in just one of the three possible forward reading frames.

Reply with exactly one uppercase letter out of A, B, C, or D.
",130
"Dear Jenny, Please take these things to your brother: his math book, baseball, notebook, CDs, and video tape. The math book is on the dresser. The baseball is under the bed. The notebook is on the bed. The CDs are in the drawer. The video tape is on the table. Thanks! Mom The math book is  _  .",,auxiliary_train-00000-of-00001,C,"Dear Jenny, Please take these things to your brother: his math book, baseball, notebook, CDs, and video tape. The math book is on the dresser. The baseball is under the bed. The notebook is on the bed. The CDs are in the drawer. The video tape is on the table. Thanks! Mom The math book is  _  .

Choices:
A. Jenny's
B. Mom's
C. Jenny's brother's
D. Tom's

Reply with exactly one uppercase letter out of A, B, C, or D.
",132
" In support of her thesis that global social institutions violate the rights of the world's poor, Ashford argues that",moral_disputes,test-00000-of-00001,D," In support of her thesis that global social institutions violate the rights of the world's poor, Ashford argues that

Choices:
A. illicit cash flow to tax havens from rich countries exceeds aid to the world's poor.
B. the implementation of neoliberal economic policies have had at mixed and at worse adverse impacts of the economic and social rights of the world's poor.
C. that wealthy nations press their political and economic advantages to secure unfair trade agreements with poor countries.
D. all of the above

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
Scientists who have studied global climate changes have found that the average temperature of Earth has risen. There has also been an increase in the accumulation of atmospheric greenhouse gases. What is the goal of the scientific community in collecting this type of data?,,auxiliary_train-00000-of-00001,A,"Scientists who have studied global climate changes have found that the average temperature of Earth has risen. There has also been an increase in the accumulation of atmospheric greenhouse gases. What is the goal of the scientific community in collecting this type of data?

Choices:
A. to understand how greenhouse gases are related to global warming
B. to decrease the temperature using fossil fuels
C. to change public attitude on using natural resources
D. to increase the amount of ice in the Arctic

Reply with exactly one uppercase letter out of A, B, C, or D.
",134
A committee of middle school teachers is meeting to begin the process of finding a software program to improve students' drafting skills. Which of the following steps should the committee take first in the process?,miscellaneous,test-00000-of-00001,C,"A committee of middle school teachers is meeting to begin the process of finding a software program to improve students' drafting skills. Which of the following steps should the committee take first in the process?

Choices:
A. Downloading a trial version of the most popular software for evaluation
B. Conducting a survey to determine the importance of drafting skills in the classroom
C. Defining the learning objectives they would like the software to meet
D. Deciding what type of user interface would be most appropriate

Reply with exactly one uppercase letter out of A, B, C, or D.
",130
Bowlby's maternal deprivation thesis claimed that:,sociology,test-00000-of-00001,B,"Bowlby's maternal deprivation thesis claimed that:

Choices:
A. mothers who are living in poverty cannot afford to give their children the resources that other children enjoy
B. children deprived of an early, secure attachment to their mother are prone to suffer physically, intellectually and socially in later life
C. 'mothering' is a socially constructed activity identified in the narratives of new mothers
D. deprivation is something children inherit, usually through their mother's side

Reply with exactly one uppercase letter out of A, B, C, or D.
",131
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I always gave my elementary school kids an energy drink first thing in the morning. Scenario 2 | I like to go to church because it makes me feel superior.",moral_scenarios,test-00000-of-00001,A,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I always gave my elementary school kids an energy drink first thing in the morning. Scenario 2 | I like to go to church because it makes me feel superior.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
A group of friends go out to lunch. d people buy salad and p people buy soup. Each salad costs $3.99 and each soup costs $2.99. Write an expression for the total costs of the soup and salads.,elementary_mathematics,test-00000-of-00001,B,"A group of friends go out to lunch. d people buy salad and p people buy soup. Each salad costs $3.99 and each soup costs $2.99. Write an expression for the total costs of the soup and salads.

Choices:
A. 3.99p + 2.99d
B. 2.99p + 3.99d
C. (2.99 + 3.99)(p + d)
D. (3.99p + 2.99)d

Reply with exactly one uppercase letter out of A, B, C, or D.
",147
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I raked the fallen leaves as she instructed. Scenario 2 | My dog sheds a lot so I brush him as a solution.",moral_scenarios,test-00000-of-00001,D,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I raked the fallen leaves as she instructed. Scenario 2 | My dog sheds a lot so I brush him as a solution.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",137
Claudia's teacher places a photograph of an organism on the board. He asks Claudia to determine if the organism is a plant or an animal. The answer to which question will best help Claudia determine if the organism is a plant or an animal?,,auxiliary_train-00000-of-00001,D,"Claudia's teacher places a photograph of an organism on the board. He asks Claudia to determine if the organism is a plant or an animal. The answer to which question will best help Claudia determine if the organism is a plant or an animal?

Choices:
A. Does the organism have cells?
B. Does the organism reproduce?
C. Does the organism live in the forest?
D. Does the organism make its own food?

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I called in sick to work because I had a fever. Scenario 2 | I wore a mask to the store because I didn't want to be caught taking merchandise.",moral_scenarios,test-00000-of-00001,C,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I called in sick to work because I had a fever. Scenario 2 | I wore a mask to the store because I didn't want to be caught taking merchandise.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",145
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I asked her for help with my computer so she installed a anti-virus software on it. Scenario 2 | I kept the fireplace lit as the chimney cleaner was in it.",moral_scenarios,test-00000-of-00001,C,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I asked her for help with my computer so she installed a anti-virus software on it. Scenario 2 | I kept the fireplace lit as the chimney cleaner was in it.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",148
Miss Liu is an English teacher. She is very young. She works very well and the students all like her. There are twenty-six boys and twenty-four girls in her class. Now some of them are playing on the playground. Jim and Bill are jumping. Sam and Mike are running. Lucy and Simon are singing. The other girls are playing games with their teacher. They're happy. The students are   _  .,,auxiliary_train-00000-of-00001,C,"Miss Liu is an English teacher. She is very young. She works very well and the students all like her. There are twenty-six boys and twenty-four girls in her class. Now some of them are playing on the playground. Jim and Bill are jumping. Sam and Mike are running. Lucy and Simon are singing. The other girls are playing games with their teacher. They're happy. The students are   _  .

Choices:
A. at work
B. at home
C. all happy
D. in the classroom

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I drank four glasses of water before driving to work. Scenario 2 | I put cameras in every bathroom stall to catch anyone who might draw graffiti.",moral_scenarios,test-00000-of-00001,C,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I drank four glasses of water before driving to work. Scenario 2 | I put cameras in every bathroom stall to catch anyone who might draw graffiti.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
"Pamela sued Driver for damages for the death of Pamela's husband Ronald, resulting from an automobile collision. At trial, Driver calls Ronald's doctor to testify that the day before his death, Ronald, in great pain, said, ""It was my own fault; there's nobody to blame but me."" The doctor's testimony should be admitted as ",,auxiliary_train-00000-of-00001,A,"Pamela sued Driver for damages for the death of Pamela's husband Ronald, resulting from an automobile collision. At trial, Driver calls Ronald's doctor to testify that the day before his death, Ronald, in great pain, said, ""It was my own fault; there's nobody to blame but me."" The doctor's testimony should be admitted as 

Choices:
A. a statement against interest.
B. a dying declaration.
C. a statement of Ronald's then existing state of mind.
D. an excited utterance.

Reply with exactly one uppercase letter out of A, B, C, or D.
",144
A particular crop of one variety of onion has weights that are approximately normally distributed with mean 9.8 oz. and standard deviation 2.1 oz. How does an onion in the 28th percentile for weight compare to the mean?,high_school_statistics,validation-00000-of-00001,A,"A particular crop of one variety of onion has weights that are approximately normally distributed with mean 9.8 oz. and standard deviation 2.1 oz. How does an onion in the 28th percentile for weight compare to the mean?

Choices:
A. 1.22 ounces below the mean
B. 0.59 ounces below the mean
C. 0.59 ounces above the mean
D. 1.22 ounces above the mean

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
"A hydrologist is studying the acidity level of a city lake. She collects samples twice a week and takes them to her lab to test them. After testing the samples, she places the data on a graph. She tells the city engineers that her tests indicate that the pH level has been steadily dropping over the past few months. Which of the following steps is the best way to check the accuracy of her data?",,auxiliary_train-00000-of-00001,B,"A hydrologist is studying the acidity level of a city lake. She collects samples twice a week and takes them to her lab to test them. After testing the samples, she places the data on a graph. She tells the city engineers that her tests indicate that the pH level has been steadily dropping over the past few months. Which of the following steps is the best way to check the accuracy of her data?

Choices:
A. retest new samples
B. retest the original samples
C. show the graphs to the engineers
D. show the samples to the engineers

Reply with exactly one uppercase letter out of A, B, C, or D.
",148
"Lisa was hiking in a rocky area and in a rock, she saw what looked like footprints made by a bird. But weirdly, they were in a rock. Where did they come from?",,auxiliary_train-00000-of-00001,A,"Lisa was hiking in a rocky area and in a rock, she saw what looked like footprints made by a bird. But weirdly, they were in a rock. Where did they come from?

Choices:
A. The footprints were originally in mud or peat, but after a lot of time, the substance had been changed into rock
B. The rock was actually an asteroid
C. a very heavy bird made imprints in the rock.
D. a spaceship used a laser to make the etches in the rock

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I refused to take Jenny's portrait because she wouldn't sleep with me. Scenario 2 | I took a ten hour break from my kids to play a game.",moral_scenarios,test-00000-of-00001,A,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I refused to take Jenny's portrait because she wouldn't sleep with me. Scenario 2 | I took a ten hour break from my kids to play a game.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",143
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I opened the gate that kept the animals safe from wildlife overnight. Scenario 2 | I volunteer at the vet clinic because I enjoy seeing animals that are suffering.",moral_scenarios,test-00000-of-00001,A,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I opened the gate that kept the animals safe from wildlife overnight. Scenario 2 | I volunteer at the vet clinic because I enjoy seeing animals that are suffering.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I only compliments someone when I means to get a favor. Scenario 2 | I threw my milk on my classmates head to make him cry.",moral_scenarios,test-00000-of-00001,A,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I only compliments someone when I means to get a favor. Scenario 2 | I threw my milk on my classmates head to make him cry.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
What types of force does Article 2(4) of the UN Charter prohibit?,international_law,dev-00000-of-00001,A,"What types of force does Article 2(4) of the UN Charter prohibit?

Choices:
A. Article 2(4) encompasses only armed force
B. Article 2(4) encompasses all types of force, including sanctions
C. Article 2(4) encompasses all interference in the domestic affairs of States
D. Article 2(4) encompasses force directed only against a State's territorial integrity

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
An increase in phosphate levels in a lake increases the population of algae in the lake. Increased algae blocks sunlight into the lake and results in a decrease in dissolved oxygen in the lake's water. Which of the following should be expected as a result?,,auxiliary_train-00000-of-00001,D,"An increase in phosphate levels in a lake increases the population of algae in the lake. Increased algae blocks sunlight into the lake and results in a decrease in dissolved oxygen in the lake's water. Which of the following should be expected as a result?

Choices:
A. Plant populations in the lake increase.
B. More predatory birds feed on lake animals.
C. Phosphate levels in the lake decrease.
D. Fish populations in the lake decline.

Reply with exactly one uppercase letter out of A, B, C, or D.
",131
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I wrote a well written essay; the grader gave me almost a perfect score. Scenario 2 | I made her sushi from her prize goldfish.",moral_scenarios,test-00000-of-00001,C,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I wrote a well written essay; the grader gave me almost a perfect score. Scenario 2 | I made her sushi from her prize goldfish.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
"Which of the following statements about datagrams sent by a node in a network using IPv4 protocol is (are) true?
I. Datagrams at the source must be the size of the smallest maximum transmission unit (MTU) of all the links on a path to the destination.
II. Datagrams may be fragmented during routing.
III. Datagrams are reassembled only at the destination.",college_computer_science,test-00000-of-00001,D,"Which of the following statements about datagrams sent by a node in a network using IPv4 protocol is (are) true?
I. Datagrams at the source must be the size of the smallest maximum transmission unit (MTU) of all the links on a path to the destination.
II. Datagrams may be fragmented during routing.
III. Datagrams are reassembled only at the destination.

Choices:
A. I only
B. II only
C. III only
D. II and III

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
