question,question_concept,_split,answer,final_prompt,len_tk_gemma2_9b_base
Where does litter end up when it's tossed from a car?,litter,train-00000-of-00001,A,"Question:
Where does litter end up when it's tossed from a car?

Which of the following is the best response to the question?

Choices:
A. roadsides
B. street corner
C. not in the garbage
D. park
E. ground

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
If proof is found of someone killing people they will likely receive a long what?,killing people,train-00000-of-00001,E,"Question:
If proof is found of someone killing people they will likely receive a long what?

Which of the following is the best response to the question?

Choices:
A. going to jail
B. jailed
C. punishment
D. feelings of guilt
E. prison sentence

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
"After the bald eagle was caught, where did it spend the rest of its life?",bald eagle,train-00000-of-00001,B,"Question:
After the bald eagle was caught, where did it spend the rest of its life?

Which of the following is the best response to the question?

Choices:
A. cliff
B. captivity
C. colorado
D. texas
E. utah

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
"Competing can lead to great highs, and also great lows when suffering what?",competing,validation-00000-of-00001,D,"Question:
Competing can lead to great highs, and also great lows when suffering what?

Which of the following is the best response to the question?

Choices:
A. winning or losing
B. aggression
C. gain
D. defeat
E. sweat

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
Where would you find an armoire when you retire at the end of the day?,armoire,train-00000-of-00001,A,"Question:
Where would you find an armoire when you retire at the end of the day?

Which of the following is the best response to the question?

Choices:
A. bedroom
B. clothes
C. living room
D. furniture store
E. bathroom

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
What is likely to happen to a person in Washington State found guilty of stabbing someone to death?,stabbing to death,train-00000-of-00001,A,"Question:
What is likely to happen to a person in Washington State found guilty of stabbing someone to death?

Which of the following is the best response to the question?

Choices:
A. imprisonment
B. capital punishment
C. killing
D. hurt
E. enlightenment

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"She was processing the wool, she kept her leg bouncing to operate the what?",leg,train-00000-of-00001,C,"Question:
She was processing the wool, she kept her leg bouncing to operate the what?

Which of the following is the best response to the question?

Choices:
A. hospital bed
B. legroom
C. spinning wheel
D. grand piano
E. rhythm

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"Dave didn't mind that Josh was punishing him, because he was experiencing what emotion?",punishing,train-00000-of-00001,C,"Question:
Dave didn't mind that Josh was punishing him, because he was experiencing what emotion?

Which of the following is the best response to the question?

Choices:
A. feel sorry for
B. hatred
C. feel guilty
D. retribution
E. worried

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
Why did his eyes close and he begin to snore while listening to music that was quiet?,listening to music,train-00000-of-00001,B,"Question:
Why did his eyes close and he begin to snore while listening to music that was quiet?

Which of the following is the best response to the question?

Choices:
A. relaxation
B. fall asleep
C. deafness
D. resting
E. calm

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
Where would you put a ficus if you do not want it to damage your floor?,ficus,train-00000-of-00001,D,"Question:
Where would you put a ficus if you do not want it to damage your floor?

Which of the following is the best response to the question?

Choices:
A. dictionary
B. middle east
C. earth
D. container
E. tropical forest

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
What is likely to happen to someone's speech after becoming inebriated?,becoming inebriated,train-00000-of-00001,D,"Question:
What is likely to happen to someone's speech after becoming inebriated?

Which of the following is the best response to the question?

Choices:
A. regret
B. automobile accidents
C. drunk driving
D. talking nonsense
E. talk intelligently

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
Where would you go to learn how to play a french horn?,french horn,train-00000-of-00001,C,"Question:
Where would you go to learn how to play a french horn?

Which of the following is the best response to the question?

Choices:
A. music store
B. concert hall
C. music class
D. france
E. on top of a mountain

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
How is a child eager to be going to play likely to get there?,going to play,validation-00000-of-00001,B,"Question:
How is a child eager to be going to play likely to get there?

Which of the following is the best response to the question?

Choices:
A. slowly
B. rush
C. being entertained
D. have fun
E. enjoyment

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
"The doctor told the man to eat vegetables, he promised it would help him what?",eat vegetables,train-00000-of-00001,D,"Question:
The doctor told the man to eat vegetables, he promised it would help him what?

Which of the following is the best response to the question?

Choices:
A. good for
B. wash
C. starve
D. lose weight
E. fibre

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
"After the guy is successful in cashing in his check, what does he feel?",cashing in,train-00000-of-00001,D,"Question:
After the guy is successful in cashing in his check, what does he feel?

Which of the following is the best response to the question?

Choices:
A. sad
B. quitting
C. extra money
D. great joy
E. leave

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
What is a good place for a potato to mix with other veggies?,potato,train-00000-of-00001,A,"Question:
What is a good place for a potato to mix with other veggies?

Which of the following is the best response to the question?

Choices:
A. beef stew
B. restaurants
C. garden
D. steak house
E. cooking pot

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
By the end of one field the sharp scythe wasn't cutting because it had become what?,sharp,train-00000-of-00001,A,"Question:
By the end of one field the sharp scythe wasn't cutting because it had become what?

Which of the following is the best response to the question?

Choices:
A. blunt
B. ocean
C. flat
D. unobservant
E. dim

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
Where is a monkey likely to be found in the rainforest?,monkey,train-00000-of-00001,A,"Question:
Where is a monkey likely to be found in the rainforest?

Which of the following is the best response to the question?

Choices:
A. tree tops
B. rain forest
C. zoological gardens
D. great outdoors
E. zoo

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
"They were surprised that he enjoy rap, but he explained that every genre has what?",rap,train-00000-of-00001,E,"Question:
They were surprised that he enjoy rap, but he explained that every genre has what?

Which of the following is the best response to the question?

Choices:
A. classical
B. country music
C. hip hop
D. rock
E. good music

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"John was my neighbor, it was easy to talk to him. He was never what?",neighbour,validation-00000-of-00001,B,"Question:
John was my neighbor, it was easy to talk to him. He was never what?

Which of the following is the best response to the question?

Choices:
A. away
B. distant
C. remote person
D. bore
E. foe

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
Humans who want a sweet snack can do this instead of having candy?,humans,train-00000-of-00001,B,"Question:
Humans who want a sweet snack can do this instead of having candy?

Which of the following is the best response to the question?

Choices:
A. compete with each other
B. eat fruit
C. lay eggs
D. eat burgers
E. draw pictures

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
What is something children do at home that is very addictive?,children,train-00000-of-00001,E,"Question:
What is something children do at home that is very addictive?

Which of the following is the best response to the question?

Choices:
A. draw
B. listen to music
C. play chess
D. play basketball
E. watch television

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
What may you feel if your listening to your mother tell childhood stories to your date?,listening,train-00000-of-00001,E,"Question:
What may you feel if your listening to your mother tell childhood stories to your date?

Which of the following is the best response to the question?

Choices:
A. learning
B. embarrassment
C. empathy
D. fatigue
E. anxiety

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
"When you experience boredom, what can you do on television?",boredom,train-00000-of-00001,A,"Question:
When you experience boredom, what can you do on television?

Which of the following is the best response to the question?

Choices:
A. watch film
B. play cards
C. play chess
D. read news papers
E. surf net

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
If you socialize by having trivial conversations it is called what?,socialize,train-00000-of-00001,D,"Question:
If you socialize by having trivial conversations it is called what?

Which of the following is the best response to the question?

Choices:
A. make friends
B. mingle
C. meet people
D. small talk
E. meet new people

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
"A lawyer is taking care of proposals, what are they trying to do?",taking care of proposals,train-00000-of-00001,B,"Question:
A lawyer is taking care of proposals, what are they trying to do?

Which of the following is the best response to the question?

Choices:
A. paperwork
B. getting work done
C. results
D. finishing up
E. marriage

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
"The couple explained they were having trouble communicating, it seemed every conversation took great what?",communicating,validation-00000-of-00001,B,"Question:
The couple explained they were having trouble communicating, it seemed every conversation took great what?

Which of the following is the best response to the question?

Choices:
A. thinking
B. effort
C. laugh
D. force
E. medium

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
What are children in uniforms and helmets about to do?,children,train-00000-of-00001,D,"Question:
What are children in uniforms and helmets about to do?

Which of the following is the best response to the question?

Choices:
A. throw things
B. watch tv
C. sit down
D. play sports
E. play with toys

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
"Something had the nerve to break into the garbage last night, what did it?",nerve,validation-00000-of-00001,B,"Question:
Something had the nerve to break into the garbage last night, what did it?

Which of the following is the best response to the question?

Choices:
A. eyes
B. animal
C. fingertips
D. brainstem
E. human body

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
Because of dangers you don't always see shop as an option in what anymore?,shop,train-00000-of-00001,E,"Question:
Because of dangers you don't always see shop as an option in what anymore?

Which of the following is the best response to the question?

Choices:
A. downtown area
B. container
C. ocean floor
D. roadway
E. high school

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"If you were Greek and saw a shark here, where are you?",shark,train-00000-of-00001,B,"Question:
If you were Greek and saw a shark here, where are you?

Which of the following is the best response to the question?

Choices:
A. pool hall
B. mediterranean sea
C. seafood restaurant
D. gulf of mexico
E. south pacific

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
When you're away on a business trip where can you take a bath?,bath,train-00000-of-00001,A,"Question:
When you're away on a business trip where can you take a bath?

Which of the following is the best response to the question?

Choices:
A. hotel room
B. own home
C. public fountain
D. greece
E. house

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
Because of his beliefs he knew that if he were to kill he would suffer what?,kill,train-00000-of-00001,C,"Question:
Because of his beliefs he knew that if he were to kill he would suffer what?

Which of the following is the best response to the question?

Choices:
A. shoot
B. commit crime
C. damnation
D. charming
E. think twice

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
It was tradition for the team to enter what through the central passage?,central passage,train-00000-of-00001,B,"Question:
It was tradition for the team to enter what through the central passage?

Which of the following is the best response to the question?

Choices:
A. access rooms
B. arena
C. public building
D. access carrers
E. tomb

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
What may a person want to buy at a carnival for a sweet treat?,person,train-00000-of-00001,B,"Question:
What may a person want to buy at a carnival for a sweet treat?

Which of the following is the best response to the question?

Choices:
A. own house
B. cotton candy
C. kitchen
D. english house
E. meaningful work

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
"A person wanted a seafood dinner, so what did he decide to do?",person,train-00000-of-00001,A,"Question:
A person wanted a seafood dinner, so what did he decide to do?

Which of the following is the best response to the question?

Choices:
A. fish lake
B. gain respect
C. plant flowers
D. wish really hard
E. cross street

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
What can happen after doing housework that does not involve pain?,doing housework,train-00000-of-00001,A,"Question:
What can happen after doing housework that does not involve pain?

Which of the following is the best response to the question?

Choices:
A. become tired
B. stress
C. put on shoes
D. backache
E. low pay

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
This is a great way to move across water in one of its more popular states.,water,train-00000-of-00001,D,"Question:
This is a great way to move across water in one of its more popular states.

Which of the following is the best response to the question?

Choices:
A. ocean
B. ice cube
C. humidifier
D. skating rink
E. rowboat

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
What is likely to happen immediately a rash killing?,killing,train-00000-of-00001,D,"Question:
What is likely to happen immediately a rash killing?

Which of the following is the best response to the question?

Choices:
A. go to the store
B. going to jail
C. being imprisoned
D. feeling of guilt
E. no longer live

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
A post office is always located in what kind of structure?,post office,train-00000-of-00001,D,"Question:
A post office is always located in what kind of structure?

Which of the following is the best response to the question?

Choices:
A. center of town
B. town or city
C. deliveries
D. building
E. business district

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
When someone is having fun how can you physically see it on their face?,having fun,train-00000-of-00001,C,"Question:
When someone is having fun how can you physically see it on their face?

Which of the following is the best response to the question?

Choices:
A. being happy
B. pleasure
C. smiling
D. injuries
E. inner joy

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
You might head to the locker room after getting a green drink here.,locker room,train-00000-of-00001,A,"Question:
You might head to the locker room after getting a green drink here.

Which of the following is the best response to the question?

Choices:
A. health club
B. jocks
C. fitness centre
D. stadium
E. gymnasium

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
Where do you buy your birth control pills?,birth control pill,train-00000-of-00001,C,"Question:
Where do you buy your birth control pills?

Which of the following is the best response to the question?

Choices:
A. woman's purse
B. riley's
C. drug store
D. medicine cabinet
E. bedroom

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
what is likely the fate of a lying employee?,lying,train-00000-of-00001,E,"Question:
what is likely the fate of a lying employee?

Which of the following is the best response to the question?

Choices:
A. the lie will haunt them forever
B. being found out
C. feeling guilty
D. problems
E. being fired

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
"I was creating art while angry, what did my painting convey inadvertently?",creating art,train-00000-of-00001,E,"Question:
I was creating art while angry, what did my painting convey inadvertently?

Which of the following is the best response to the question?

Choices:
A. work of art
B. feeling of accomplishment
C. making love
D. pleasure
E. strong emotion

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
He waited far to long before beginning work. What is his immediate state of mind?,beginning work,train-00000-of-00001,D,"Question:
He waited far to long before beginning work. What is his immediate state of mind?

Which of the following is the best response to the question?

Choices:
A. stress
B. excitement
C. eagerness
D. panic
E. working

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
If a student is failing what should they try to achieve?,student,train-00000-of-00001,A,"Question:
If a student is failing what should they try to achieve?

Which of the following is the best response to the question?

Choices:
A. better grade
B. read book
C. pass course
D. study history
E. write on books

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
What has happened if you agree with someone?,agree with,train-00000-of-00001,D,"Question:
What has happened if you agree with someone?

Which of the following is the best response to the question?

Choices:
A. asking them did we just become best friends?
B. nodding
C. become closer
D. concordance
E. shake hands

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
When people are overly drunk how do the seem to others?,drunk,train-00000-of-00001,B,"Question:
When people are overly drunk how do the seem to others?

Which of the following is the best response to the question?

Choices:
A. disoriented
B. appear ridiculous
C. walk off
D. throw up
E. raise hell

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
"When I have rest, what does that mean happened earlier?",have rest,train-00000-of-00001,B,"Question:
When I have rest, what does that mean happened earlier?

Which of the following is the best response to the question?

Choices:
A. took it easy
B. worked all day
C. exhausted
D. were very tired
E. feel better

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
What is likely to be the feeling for  future ideas after seeing idea become reality?,seeing idea become reality,train-00000-of-00001,C,"Question:
What is likely to be the feeling for  future ideas after seeing idea become reality?

Which of the following is the best response to the question?

Choices:
A. fulfilling
B. virtual living
C. inspiration
D. make money
E. very nice

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
What is a positive feeling that you might get after going jogging?,going jogging,train-00000-of-00001,E,"Question:
What is a positive feeling that you might get after going jogging?

Which of the following is the best response to the question?

Choices:
A. heart rate increases
B. heart attacks
C. sweating
D. sore feet
E. feel pride

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
Eating breakfast with a large family leads to a pile of what in the sink?,eating breakfast,train-00000-of-00001,E,"Question:
Eating breakfast with a large family leads to a pile of what in the sink?

Which of the following is the best response to the question?

Choices:
A. fullness
B. underwear
C. bad breath
D. better day
E. dirty dishes

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
If the though of performing makes you anxious what do you suffer from?,performing,train-00000-of-00001,D,"Question:
If the though of performing makes you anxious what do you suffer from?

Which of the following is the best response to the question?

Choices:
A. being appreciated
B. get attention
C. terror
D. stage fright
E. fear

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
Where are you if a cow you've raised gets an award?,cow,train-00000-of-00001,A,"Question:
Where are you if a cow you've raised gets an award?

Which of the following is the best response to the question?

Choices:
A. county fair
B. stable
C. barnyard
D. sheepfold
E. farmyard

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
"The back courtyard led to a walkout basement, where was it attached to?",back courtyard,train-00000-of-00001,B,"Question:
The back courtyard led to a walkout basement, where was it attached to?

Which of the following is the best response to the question?

Choices:
A. suburbs
B. large house
C. farm house
D. palace
E. country estate

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
What are you trying to achieve when you're talking?,talking,train-00000-of-00001,D,"Question:
What are you trying to achieve when you're talking?

Which of the following is the best response to the question?

Choices:
A. opera
B. making sound
C. people to listen
D. attempting to communicate
E. dry mouth

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
What is required for someone to win when competing against someone else in ball?,competing against,train-00000-of-00001,B,"Question:
What is required for someone to win when competing against someone else in ball?

Which of the following is the best response to the question?

Choices:
A. edge
B. skill
C. luck
D. challenge
E. desire to win

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
Where are woods likely to not have evergreens?,woods,train-00000-of-00001,E,"Question:
Where are woods likely to not have evergreens?

Which of the following is the best response to the question?

Choices:
A. tract of undevolped land
B. country
C. cut trees deer
D. rural area
E. northeast

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
Where in your room would you put scissors that you will not need to use any time soon?,scissors,train-00000-of-00001,B,"Question:
Where in your room would you put scissors that you will not need to use any time soon?

Which of the following is the best response to the question?

Choices:
A. pencil case
B. cabinet
C. desk
D. drawer
E. backpack

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
What would you do if you have curiosity about something but cannot leave your house?,curiosity,train-00000-of-00001,E,"Question:
What would you do if you have curiosity about something but cannot leave your house?

Which of the following is the best response to the question?

Choices:
A. hear testimony
B. go somewhere
C. see exhibits
D. outdoor concert
E. surf net

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
"Excavation was beginning, step one was a good foundation at the what?",excavation,train-00000-of-00001,E,"Question:
Excavation was beginning, step one was a good foundation at the what?

Which of the following is the best response to the question?

Choices:
A. under ground
B. groundbreak
C. city
D. cemetary
E. construction site

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
Where would keep a saucepan when it's not in use?,saucepan,train-00000-of-00001,D,"Question:
Where would keep a saucepan when it's not in use?

Which of the following is the best response to the question?

Choices:
A. georgia
B. italian restaurant
C. pan house
D. kitchen cupboard
E. boiling water

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
"Her son scraped his knee, she fetched a bottle of peroxide from the what?",bottle,validation-00000-of-00001,E,"Question:
Her son scraped his knee, she fetched a bottle of peroxide from the what?

Which of the following is the best response to the question?

Choices:
A. supermarket
B. diaper bag
C. liquor store
D. hollow log
E. medicine cabinet

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"A beaver is know for building prowess, their supplies come from where?",beaver,validation-00000-of-00001,C,"Question:
A beaver is know for building prowess, their supplies come from where?

Which of the following is the best response to the question?

Choices:
A. british columbia
B. body of water
C. wooded area
D. pay debts
E. zoo

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
Danny was young human.  He didn't have a job. Instead he went where?,human,train-00000-of-00001,D,"Question:
Danny was young human.  He didn't have a job. Instead he went where?

Which of the following is the best response to the question?

Choices:
A. museum
B. homes
C. workplace
D. school
E. library

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
Joe worked for the company for years.  He had connections and what?,company,train-00000-of-00001,D,"Question:
Joe worked for the company for years.  He had connections and what?

Which of the following is the best response to the question?

Choices:
A. own factory
B. ship goods
C. office
D. own resources
E. mail order

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
While you're at the store buy beer what happens to your wealth?,buying beer,train-00000-of-00001,D,"Question:
While you're at the store buy beer what happens to your wealth?

Which of the following is the best response to the question?

Choices:
A. relaxation
B. get arrested
C. wealth increases
D. losing money
E. pleasure

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
"A person notices popcorn, cotton candy on the grass, where is he likely?",grass,train-00000-of-00001,B,"Question:
A person notices popcorn, cotton candy on the grass, where is he likely?

Which of the following is the best response to the question?

Choices:
A. soccer game
B. fairgrounds
C. movie theatre
D. countryside
E. state park

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
Where could you find a bed that has been used by many people?,bed,train-00000-of-00001,C,"Question:
Where could you find a bed that has been used by many people?

Which of the following is the best response to the question?

Choices:
A. mattress store
B. rest area
C. hotel room
D. apartment
E. loft

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
What would you experience if a friend robs you after cashing in chips at a casino?,cashing in,train-00000-of-00001,A,"Question:
What would you experience if a friend robs you after cashing in chips at a casino?

Which of the following is the best response to the question?

Choices:
A. betrayal
B. resentment
C. depressed
D. leave
E. profit

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
"The program kept getting errors, the amateur end user began to what?",program,validation-00000-of-00001,E,"Question:
The program kept getting errors, the amateur end user began to what?

Which of the following is the best response to the question?

Choices:
A. get mad
B. compile
C. debug
D. write code
E. get frustrated

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
Sean stared at his door all night.  He was scared that he might see it doing what?,door,train-00000-of-00001,C,"Question:
Sean stared at his door all night.  He was scared that he might see it doing what?

Which of the following is the best response to the question?

Choices:
A. wall
B. window
C. opening
D. closet
E. exit

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"When hearing music while drinking alcohol, what are people likely to do?",alcohol,train-00000-of-00001,E,"Question:
When hearing music while drinking alcohol, what are people likely to do?

Which of the following is the best response to the question?

Choices:
A. become inebriated
B. socialize
C. eating
D. sleep at night
E. dance

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
Where can I put the bean bag chair so that everyone can use it?,bean bag chair,train-00000-of-00001,C,"Question:
Where can I put the bean bag chair so that everyone can use it?

Which of the following is the best response to the question?

Choices:
A. sofa
B. floor
C. family room
D. person's home
E. house

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
"He was having a hard time breathing, on top of the mountain it was thin what?",breathing,train-00000-of-00001,D,"Question:
He was having a hard time breathing, on top of the mountain it was thin what?

Which of the following is the best response to the question?

Choices:
A. oxygen
B. carbon monoxide
C. abdominal muscles
D. air
E. open throat

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
"The people were confused by the words being spoken, why would this be?",words,train-00000-of-00001,B,"Question:
The people were confused by the words being spoken, why would this be?

Which of the following is the best response to the question?

Choices:
A. hurt people
B. mean many things
C. hurtful
D. hurt feelings
E. unclear

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
"If you're fiddling with a slippery object, what are you likely to do?",fiddling,train-00000-of-00001,D,"Question:
If you're fiddling with a slippery object, what are you likely to do?

Which of the following is the best response to the question?

Choices:
A. make music
B. bluegrass music
C. folk
D. drop
E. discovery

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
Why would a band be performing when there are no people nearby?,band,validation-00000-of-00001,A,"Question:
Why would a band be performing when there are no people nearby?

Which of the following is the best response to the question?

Choices:
A. record album
B. play music
C. hold concert
D. blaring
E. practice

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
Sam left his muddy shoes in the entryway.  Where might he be?,entryway,train-00000-of-00001,E,"Question:
Sam left his muddy shoes in the entryway.  Where might he be?

Which of the following is the best response to the question?

Choices:
A. department store
B. school
C. garden
D. office building
E. house

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
"james loved the stars.  In the wilderness, they lit up what?",stars,train-00000-of-00001,B,"Question:
james loved the stars.  In the wilderness, they lit up what?

Which of the following is the best response to the question?

Choices:
A. outer space
B. night sky
C. universe
D. orbit
E. the ground

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
"The man was a great motivational speaker, he explained how his disability was actually his greatest what?",disability,train-00000-of-00001,D,"Question:
The man was a great motivational speaker, he explained how his disability was actually his greatest what?

Which of the following is the best response to the question?

Choices:
A. competency
B. potential
C. competence
D. strength
E. potence

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"The training explained his job was to serve customers, whatever they needed he should do what?",serve customers,train-00000-of-00001,A,"Question:
The training explained his job was to serve customers, whatever they needed he should do what?

Which of the following is the best response to the question?

Choices:
A. help
B. come back
C. smile
D. money
E. pay to

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
WHen someone is talking too much it causes what in other people?,talking,train-00000-of-00001,E,"Question:
WHen someone is talking too much it causes what in other people?

Which of the following is the best response to the question?

Choices:
A. dry mouth
B. misunderstandings
C. upset stomach
D. distraction
E. headaches

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
"If a small flying animal picks up a string, where are they taking it?",string,validation-00000-of-00001,A,"Question:
If a small flying animal picks up a string, where are they taking it?

Which of the following is the best response to the question?

Choices:
A. bird's nest
B. park
C. guitar
D. kite
E. quark

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
John got his tax refund back.  He treated it like it was what?,tax,validation-00000-of-00001,C,"Question:
John got his tax refund back.  He treated it like it was what?

Which of the following is the best response to the question?

Choices:
A. candy
B. death and
C. free money
D. discount
E. credit

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
He was beginning to regret taking the fight when he saw how what his opponent was?,regret,validation-00000-of-00001,D,"Question:
He was beginning to regret taking the fight when he saw how what his opponent was?

Which of the following is the best response to the question?

Choices:
A. fun
B. joy
C. satisfaction
D. confident
E. pride

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
Where would you find the sharpest parts of a triangle?,triangle,validation-00000-of-00001,A,"Question:
Where would you find the sharpest parts of a triangle?

Which of the following is the best response to the question?

Choices:
A. three vertices
B. point
C. 3 sides
D. three sides
E. math book

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
When people drive they usually do what to ward off boredom?,drive,train-00000-of-00001,A,"Question:
When people drive they usually do what to ward off boredom?

Which of the following is the best response to the question?

Choices:
A. listen to radio
B. check mirrors
C. pay attention
D. sleep
E. hole in one

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
Manny broke his triangle.  Where might he go to get a new one?,triangle,train-00000-of-00001,A,"Question:
Manny broke his triangle.  Where might he go to get a new one?

Which of the following is the best response to the question?

Choices:
A. music shop
B. trigonometry
C. science class
D. math book
E. music room

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
What could be happening near you if the ground is getting wet?,getting wet,train-00000-of-00001,B,"Question:
What could be happening near you if the ground is getting wet?

Which of the following is the best response to the question?

Choices:
A. solidifying
B. melting
C. getting cold
D. feeling cold
E. skin rash

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
How do you figure out who wins when you play games?,play games,train-00000-of-00001,B,"Question:
How do you figure out who wins when you play games?

Which of the following is the best response to the question?

Choices:
A. learn
B. keep score
C. try to win
D. fun
E. require time to be kept

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
Where does one wait on a bench for something on tracks?,bench,train-00000-of-00001,A,"Question:
Where does one wait on a bench for something on tracks?

Which of the following is the best response to the question?

Choices:
A. train station
B. state park
C. crosswalk
D. bus stop
E. bus depot

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
What is a good way for children to learn about dining etiquette?,children,train-00000-of-00001,E,"Question:
What is a good way for children to learn about dining etiquette?

Which of the following is the best response to the question?

Choices:
A. wrong house
B. read a book
C. watch television
D. sun themselves
E. set table

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
What can happen if you are buying products that someone else does not want you to buy?,buying products,validation-00000-of-00001,B,"Question:
What can happen if you are buying products that someone else does not want you to buy?

Which of the following is the best response to the question?

Choices:
A. joy
B. disagreements
C. agony
D. pleasure
E. owning

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
One way to please parents is to be able to do this to a house?,please parents,train-00000-of-00001,A,"Question:
One way to please parents is to be able to do this to a house?

Which of the following is the best response to the question?

Choices:
A. buy
B. graffiti it
C. liked by
D. respect
E. success

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
