ind,activity_label,ctx,answer,final_prompt,len_tk_qwen2.5_7b_base
49695.0,Having an ice cream,The light shines bright on the right and scares the baby who begins to cry hard. The light fades and the baby calms down and looks all around the car. the baby,A,"Context:
""The light shines bright on the right and scares the baby who begins to cry hard. The light fades and the baby calms down and looks all around the car. the baby""

Which of the following endings best completes the context?

Choices:
A. throws his right arm in the air.
B. laughs and it calms down and starts moving and feetfirst talking.
C. stands on the car nose to nose with the door handle and screams because her nose is broken.
D. stops crying then gets down and starts to play with the car.

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
20817.0,Making a sandwich,A close up of subway is seen and leads into a woman speaking to the camera and cutting up a piece of bread. the woman,B,"Context:
""A close up of subway is seen and leads into a woman speaking to the camera and cutting up a piece of bread. the woman""

Which of the following endings best completes the context?

Choices:
A. fills a pot with water and puts mayonnaise on the bread.
B. then lays out various ingredients on the bread and rolls it up in a wrap.
C. cuts tomatoes and trims them with an electric saw while still speaking.
D. puts dough into a bowl and puts it into loaves and mixing them all together in a bowl.

Reply with exactly one uppercase letter out of A, B, C, or D.
",130
40119.0,Laying tile,The man puts cement onto the wall and he uses a special tool to smoothen all of the paint onto the wall. next he,D,"Context:
""The man puts cement onto the wall and he uses a special tool to smoothen all of the paint onto the wall. next he""

Which of the following endings best completes the context?

Choices:
A. takes a hot iron and irons parts of the wall paper to smooth out the coloring.
B. uses a length of iron and starts to trim and push along the wall.
C. give a press broom and polish to the wall.
D. starts to put tiles onto the wall and another man comes to help.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
42579.0,Fixing the roof,A man cuts parts on a folding table outside and then installs a slate on a roof using power tools and tools from his tool belt. the man,D,"Context:
""A man cuts parts on a folding table outside and then installs a slate on a roof using power tools and tools from his tool belt. the man""

Which of the following endings best completes the context?

Choices:
A. then pulls up onto the roof and welders his porch into a shiny surface.
B. then sits on his back and blows on newly installed flooring to surface texture.
C. black paint washes the roof without same after creating sparks.
D. installs copper pieces to the slate roof that protrude from the roof.

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
28725.0,Walking the dog,A cat is on the screen with a title of the video. A dog and cat are walking along a brick sidewalk. They pass some puddles and keep walking. the dog,A,"Context:
""A cat is on the screen with a title of the video. A dog and cat are walking along a brick sidewalk. They pass some puddles and keep walking. the dog""

Which of the following endings best completes the context?

Choices:
A. stops to sniff the wall as the cat continues on.
B. and cat do occasional tricks towards each other as they pass the trash as they paw at it.
C. is pointing to the items in front of him.
D. then does off on its own on the sidewalk.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
18691.0,Baking cookies,The person uses their fingers to press the scoops of mixture down on the baking pan. The baking pan is placed in an oven. The browned treats are moved from the oven. the person,C,"Context:
""The person uses their fingers to press the scoops of mixture down on the baking pan. The baking pan is placed in an oven. The browned treats are moved from the oven. the person""

Which of the following endings best completes the context?

Choices:
A. pans the baking dish several times.
B. puts roll of folded parchment, and the raw candy is rolled in the paper on the baking pan.
C. lifts one of the treats and presses their finger on its surface.
D. then offers the melted treats on a plate.

Reply with exactly one uppercase letter out of A, B, C, or D.
",128
43226.0,Drinking beer,A man talks in the woods holding a can and key chain. then,A,"Context:
""A man talks in the woods holding a can and key chain. then""

Which of the following endings best completes the context?

Choices:
A. , the man takes the key chain and points the lower part of the can.
B. , the man cut the branches around the tree and hit with car, then he go to cut the branches with the right hand.
C. , the man attach the key chain to the bike and start to wheel around.
D. , the man tugs the chain and holds open and a blonde man sand the objects.

Reply with exactly one uppercase letter out of A, B, C, or D.
",130
24508.0,Hitting a pinata,There are many kids ranging from toddlers to teenagers enjoying themselves at a backyard birthday party. There is a disney princess pinata hanging from a tree. the kids,C,"Context:
""There are many kids ranging from toddlers to teenagers enjoying themselves at a backyard birthday party. There is a disney princess pinata hanging from a tree. the kids""

Which of the following endings best completes the context?

Choices:
A. enjoy the party and enjoy themselves with the extended family member helping them enjoy.
B. put the decorated kids on tokens and move to another end where they continue to play.
C. are enjoying hitting the pinata with a blue stick.
D. take turns quickly decorating it with assortment of ornaments.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
8102.0,Kayaking,A scene is shown of a person in rapid river water in a kayak. He is unable to keep control as he is pushed backward by the rapids. he,A,"Context:
""A scene is shown of a person in rapid river water in a kayak. He is unable to keep control as he is pushed backward by the rapids. he""

Which of the following endings best completes the context?

Choices:
A. battles hard to stay upright in the water as he trains for kayaking.
B. waves to the camera and demonstrates the proper way to stay upright and maintain your balance.
C. releases the wheel and the kayak flips over.
D. makes several jumps in the water as he struggles to stay afloat.

Reply with exactly one uppercase letter out of A, B, C, or D.
",127
38428.0,Bullfighting,A black bull chaises a group of people up some stairs and a man in a white shirt up against a metal railing. a black bull,B,"Context:
""A black bull chaises a group of people up some stairs and a man in a white shirt up against a metal railing. a black bull""

Which of the following endings best completes the context?

Choices:
A. in a stable comes up a stair case in a field and enters into the stable to onset a green craving.
B. chaises a group of people as they jump off of a ledge and onto concrete floor.
C. bull enters a house and a man on the street runs after the bull and threw it on the ground.
D. takes a swing at people and knocks a man off his horse and its meat being hosed down from the horse.

Reply with exactly one uppercase letter out of A, B, C, or D.
",152
44994.0,Playing rubik cube,A person's hands are seen holding a rube and spinning it around. The person turns the cube all over it's sides while attempting to solve the puzzle. the man,A,"Context:
""A person's hands are seen holding a rube and spinning it around. The person turns the cube all over it's sides while attempting to solve the puzzle. the man""

Which of the following endings best completes the context?

Choices:
A. connects all the sides and shows it to the camera.
B. is then seen using the pencil and forward motion to solve the puzzle and ending by smiling at the camera.
C. continues spinning the rube around and dumping it out in the end.
D. and his friends continue spinning on the puzzle.

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
957.0,Pole vault,A man stands by a pole vault rig while a series of vaulters is shown attempting the vault with varying degrees of success. A group of people wearing white uniforms walk by in the background. two people,A,"Context:
""A man stands by a pole vault rig while a series of vaulters is shown attempting the vault with varying degrees of success. A group of people wearing white uniforms walk by in the background. two people""

Which of the following endings best completes the context?

Choices:
A. walk by in the background.
B. go up to stand in front of the vault camera.
C. are shown practicing vault shooting while a group of other people watch and take pictures.
D. wearing orange uniforms pass by behind a net on a field.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
4956.0,Drinking coffee,The woman holding the bottle on the right tries to unscrew the bottle open and has a hard time so someone reaches in and opens it for her and hands it back. the women,C,"Context:
""The woman holding the bottle on the right tries to unscrew the bottle open and has a hard time so someone reaches in and opens it for her and hands it back. the women""

Which of the following endings best completes the context?

Choices:
A. claps as they all jump up and down.
B. are eventually able to open the bottle and it looks like a black substance trying to crawl out.
C. laugh, smell the contents in the bottle and the brunette tastes a little bit of it and they both laugh.
D. continue to check on facebook and twitter business and then the video ends.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
42843.0,Playing squash,The man served the ball and hit the wall but it just bounced so low that the man can't hit it. the man chase,D,"Context:
""The man served the ball and hit the wall but it just bounced so low that the man can't hit it. the man chase""

Which of the following endings best completes the context?

Choices:
A. an the ball on the screen.
B. the ball back and arrow acknowledging the crowd and walked past the camera.
C. after the ball and score, he congratulate everyone and continue winning the game from the game.
D. after the ball picke it up and hit, then a shirtless man came up to him and teach him how to serve the ball.

Reply with exactly one uppercase letter out of A, B, C, or D.
",133
4612.0,Playing accordion,There are 5 different people sitting in chairs playing accordions that has pianos attached to them. there,A,"Context:
""There are 5 different people sitting in chairs playing accordions that has pianos attached to them. there""

Which of the following endings best completes the context?

Choices:
A. are 2 women, and 3 men and all of them, look very serious about what they're doing.
B. are 2 white flags in the center of the room and along with a painted backdrop it has a large halloween themed pumpkin spinning around in the middle of the room.
C. is a shot of the person playing that has a long haired lady in the middle.
D. are also some people in the back of the bus or behind the desk, and now several white and red music boards are on the wall.

Reply with exactly one uppercase letter out of A, B, C, or D.
",163
2836.0,Breakdancing,The man stops dancing and stands in front of the camera talking to it before demonstrating basic break dance moves including using the hands and knees to perform spins from the floor. the man,B,"Context:
""The man stops dancing and stands in front of the camera talking to it before demonstrating basic break dance moves including using the hands and knees to perform spins from the floor. the man""

Which of the following endings best completes the context?

Choices:
A. continues to explain how he does this in previous scenes and kneels on the floor before stepping back several times ready and waiting for the woman to get off of the dance floor.
B. continues to demonstrate break dance moves and talk to the camera until he gives a peace sign to the camera and the screen fades to a marketing graphic.
C. finishes and stops beer.
D. demonstrates each square step for the video including steps on the knees.

Reply with exactly one uppercase letter out of A, B, C, or D.
",157
25185.0,Tango,A man and a woman are standing in front of the camera and a woman shows how to properly perform the tango. she,A,"Context:
""A man and a woman are standing in front of the camera and a woman shows how to properly perform the tango. she""

Which of the following endings best completes the context?

Choices:
A. moves her feet in arms in a particular motion while the man does the same from a different angle.
B. starts off using several of her hands in various positions but ends by landing hand first on the ground.
C. begins by dancing close and then rubbernecking straight for the camera.
D. put the baton down and head butt him and missed.

Reply with exactly one uppercase letter out of A, B, C, or D.
",131
5460.0,Playing harmonica,They are enjoying themselves as they rhythmically play their instruments and dance along to the tune. the player on the extreme right,B,"Context:
""They are enjoying themselves as they rhythmically play their instruments and dance along to the tune. the player on the extreme right""

Which of the following endings best completes the context?

Choices:
A. is showing off his abdomen while dancers on both sides of him get distracted.
B. is playing a longer harmonica while the others are playing a smaller harmonica.
C. is also enjoying herself dancing with another male and she seems very into what she's doing.
D. starts to struggle as he tries to get up, but they continue to soothe him with their hand movements.

Reply with exactly one uppercase letter out of A, B, C, or D.
",135
44589.0,Hanging wallpaper,A woman is lifting wallpaper as she tries to smooth it down without bubbles with a tool. she,D,"Context:
""A woman is lifting wallpaper as she tries to smooth it down without bubbles with a tool. she""

Which of the following endings best completes the context?

Choices:
A. then goes all the way around the striped wallpaper and the man moves the lagoes around with the tool.
B. is breathing heavy with effort when she eventually crow primes the wall and shows that there was still a seam in the wall.
C. sits back down and resumes putting the wallpaper down.
D. applies the tool smoothly, making sure to repeel and correct any mistakes as she goes along.

Reply with exactly one uppercase letter out of A, B, C, or D.
",134
29630.0,Triple jump,Russian woman is running in a race track making big steps and make a high jump while people is watching her. jamaican woman,D,"Context:
""Russian woman is running in a race track making big steps and make a high jump while people is watching her. jamaican woman""

Which of the following endings best completes the context?

Choices:
A. is in a large snowy mountain wearing onomatopoplanned shoes and is standing in a circle talking to people.
B. is running and triple jumps on her track and get to the white disk and make a high jump.
C. is running in the track in a green steada with the woman in green attempt to make make make four or more jump in one jump.
D. is running really fast in a race track and make a big jump into the dust and grets women sitting on chairs.

Reply with exactly one uppercase letter out of A, B, C, or D.
",162
40295.0,Polishing forniture,A man is seen holding up a piece of wood and rubbing it down while speaking to the camera and spraying down polish. the man,A,"Context:
""A man is seen holding up a piece of wood and rubbing it down while speaking to the camera and spraying down polish. the man""

Which of the following endings best completes the context?

Choices:
A. wipes down the polish with a rag while continuing to speak to the camera and holding up the piece of wood in the end.
B. continues to clean clothing with a brush while moving back and fourth on the wood.
C. rubs more polish all down his leg and continues pushing down the seat and speaking to the camera continuously.
D. uses the rag all over the wood as well as fingernails as well as more polish.

Reply with exactly one uppercase letter out of A, B, C, or D.
",147
48907.0,Cheerleading,Man is holding a girl with one arm and fells o the floor. Cheerleader team is in a wooden gym making a pyamid and fells to the floor. women,D,"Context:
""Man is holding a girl with one arm and fells o the floor. Cheerleader team is in a wooden gym making a pyamid and fells to the floor. women""

Which of the following endings best completes the context?

Choices:
A. in caps is reeting to the middle of the gym making throws.
B. is siting in a esis and an beings, woman is standing on stage with an oliphagus cooking the liquid.
C. are standing in batys squatting on big holes in clean tile making a kind of cheerleader style.
D. are in floor laying on a green field and girl in front is doing somersaults and slip in the field.

Reply with exactly one uppercase letter out of A, B, C, or D.
",161
40491.0,Scuba diving,The focus goes back to the snorkelers as they continue to explore the area with their flashlights. the outro video,C,"Context:
""The focus goes back to the snorkelers as they continue to explore the area with their flashlights. the outro video""

Which of the following endings best completes the context?

Choices:
A. shows the snorkeling results on the snorkelings.
B. shows the boxes added to the video to show a fun time on the snorkeling trip.
C. appears and it's the same blue picture as the intro and includes some contact information on the video and the credits begin to roll with the text scrolling from bottom to top.
D. leads into them walking around and surpassing some unfortunate individuals in the process.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
27504.0,Smoking a cigarette,"Two women are outside walking away from a blue building with the sign owen's above it. As they walk, the woman begins smoking a cigarette and looking out into the city. the younger girl",A,"Context:
""Two women are outside walking away from a blue building with the sign owen's above it. As they walk, the woman begins smoking a cigarette and looking out into the city. the younger girl""

Which of the following endings best completes the context?

Choices:
A. then grabs her cigarette and starts smoking as well and looking around.
B. finally takes a break and takes a final drag off her cigarette.
C. continues to walk out, taking another small puff off her cigarette and continuously exhaling it into the big cement crosser she just walked through.
D. just keeps slowly smoking, checking the smokes as the hand continues to hold the cigarette.

Reply with exactly one uppercase letter out of A, B, C, or D.
",152
10160.0,Doing a powerbomb,"A man is hoisted onto the shoulders of another man and is then thrown down onto a table, which breaks in half with the force of his weight. several more wrestlers",C,"Context:
""A man is hoisted onto the shoulders of another man and is then thrown down onto a table, which breaks in half with the force of his weight. several more wrestlers""

Which of the following endings best completes the context?

Choices:
A. are raised on the table and each man is replaced with a new prize.
B. appear and then jump off the table, twist and land on their knees, and stop for a moment before walking off.
C. are thrown violently onto ring floors and flat surfaces and tables, with one dark and long haired man appearing several times throughout the clip screaming in an animated way.
D. begin to try to hop onto the table as the height of the table shakes for them.

Reply with exactly one uppercase letter out of A, B, C, or D.
",162
38430.0,Bullfighting,A black bull chaises a man as he climbs onto a brown fence and is gored by the bull as the man hangs on the fence. a black bull,B,"Context:
""A black bull chaises a man as he climbs onto a brown fence and is gored by the bull as the man hangs on the fence. a black bull""

Which of the following endings best completes the context?

Choices:
A. is frouced in its body by a man in tan clothing and gored to pieces.
B. is taunted by a man in a blue shirt from behind a wooden fence as the bull leans over the fence and rams the taunter onto the ground.
C. comes running towards the man with a rock in its mouth.
D. hides in a large desert to the left.

Reply with exactly one uppercase letter out of A, B, C, or D.
",144
32706.0,Mooping floor,A bag of spill master absorbant is shown on the screen. A man stands in a warehouse talking to the camera and pours some liquid on the ground. he,D,"Context:
""A bag of spill master absorbant is shown on the screen. A man stands in a warehouse talking to the camera and pours some liquid on the ground. he""

Which of the following endings best completes the context?

Choices:
A. sprays down the sole of the shoe to protect it.
B. puts in a ladder and runs water under the circle of water using a hose.
C. then shakes a bottle full and fills it with used alcohol.
D. takes a bowl of some material and sprinkled it over the spills.

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
30389.0,Plastering,"He pointed the wall and started to spread the brown clay on the wall, she spread it by rubbing it smoothly and in half circle way. he",C,"Context:
""He pointed the wall and started to spread the brown clay on the wall, she spread it by rubbing it smoothly and in half circle way. he""

Which of the following endings best completes the context?

Choices:
A. then spread the clay around the wall, he put a square square square square square square square square square flat on the wall.
B. spread the clay that strips the smooth wall on the right wall.
C. went near the ceiling, knocked on the ceiling, pushed it, knocked on it again, smoothen it using his fingers.
D. helped the girl press the orange dough white poured on the wall in the same spot where the new white flat surface was put.

Reply with exactly one uppercase letter out of A, B, C, or D.
",158
34842.0,Making a lemonade,"A little girl is seated at a table in front of two glasses, a 7up bottle and a plate of lime slices. she",C,"Context:
""A little girl is seated at a table in front of two glasses, a 7up bottle and a plate of lime slices. she""

Which of the following endings best completes the context?

Choices:
A. is rubbing the juice of the glass with a sponge, while a woman holds the cup with a lemon on top of it.
B. is solo for the rest of the time that she is sitting at the table, dribbling the ball around the table, and hitting the pinata with a baseball bat.
C. adds the soda and lime slices to the glasses, squeezing the juice into the liquid before taking a drink.
D. does a hiding behind the food as fast as she can while pointing to the food.

Reply with exactly one uppercase letter out of A, B, C, or D.
",164
30351.0,Braiding hair,The lady in black is doing a hairstyle tutorial and demonstrating on another woman who is seated next to her. She shows the hairspray that she has used on the model. she,B,"Context:
""The lady in black is doing a hairstyle tutorial and demonstrating on another woman who is seated next to her. She shows the hairspray that she has used on the model. she""

Which of the following endings best completes the context?

Choices:
A. demonstrates why store the products so well.
B. uses the hairspray on the model's hair and sprays it.
C. spreads some more hair products throughout the hair and interacts with the dirty hair to give them a real look.
D. then demonstrates by taking a glass of ice and sprinkling some of the foam on the model's hair.

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
49165.0,Snatch,Men competes weightlifting successfully in the olympic games. then,B,"Context:
""Men competes weightlifting successfully in the olympic games. then""

Which of the following endings best completes the context?

Choices:
A. , the men lift bodybuilders by two bars and they slide down the bar and weightlift while people stands around watching the performance.
B. , an athlete wearing purple clothes staggers when the weight is above his head, but after the athlete raises the weight better.
C. the men rescues two volunteers and the participants works together in a large group.
D. , a streaker in yellow perform full somersault and the audience cheers.

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
34420.0,Installing carpet,"The group of men put the carpet on the floor, they measure it, cut it and taped it. when the new carpet",C,"Context:
""The group of men put the carpet on the floor, they measure it, cut it and taped it. when the new carpet""

Which of the following endings best completes the context?

Choices:
A. is on the floor, they start to scrub it to remove any residue.
B. is on the ground they put it in the laundry closet.
C. is properly installed, the men vacuum the carpet while the lady walked in the living room.
D. is on the floor they puts the corners together then started putting the tiles down all along the floor.

Reply with exactly one uppercase letter out of A, B, C, or D.
",130
5181.0,High jump,"The guy seems to be practicing how high he can jump by jumping over the pole many times, each time a person raises the pole higher and higher to see if the guy can jump over it. one jump the guy",C,"Context:
""The guy seems to be practicing how high he can jump by jumping over the pole many times, each time a person raises the pole higher and higher to see if the guy can jump over it. one jump the guy""

Which of the following endings best completes the context?

Choices:
A. does but the pole falls then he jumps but he fails to land very far.
B. ensure and then jumps over the pole and does somersaults once he's standing directly over it.
C. knocked the pole down when he tried to hump over it.
D. jumps from and lands parallel with the pole pole.

Reply with exactly one uppercase letter out of A, B, C, or D.
",143
40924.0,Disc dog,"There are several other people in that park with their dogs, sitting under canopies. The man is throwing a frisbee for the dog to fetch. the dog",A,"Context:
""There are several other people in that park with their dogs, sitting under canopies. The man is throwing a frisbee for the dog to fetch. the dog""

Which of the following endings best completes the context?

Choices:
A. is running around and fetching the frisbee for its owner.
B. follows the frisbee around the park.
C. has a frisbee in its mouth attached to a string.
D. is running and jumping on the dog's back as the man frisbee frisbee it and get it to also grab a frisbee.

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
15617.0,Hand washing clothes,"In the bucket directly in front of her, she has soap and water and is cleaning several clothes. as she",A,"Context:
""In the bucket directly in front of her, she has soap and water and is cleaning several clothes. as she""

Which of the following endings best completes the context?

Choices:
A. washes each item, she takes them and places them on top of the other bucket, to separate them for rinsing.
B. hands the clothes to the lady standing next to her, the lady walks away and starts putting different garments into the bucket with her other items.
C. continues, she talks to the camera as she cleans the clothes with a brush and shears.
D. is tossing around the wet clothing, the other marching band members walk by.

Reply with exactly one uppercase letter out of A, B, C, or D.
",149
11181.0,Having an ice cream,Multiple images and clips of many different people eating and showing their ice cream. the bald man and the lady inside of the ice cream parlour bus,A,"Context:
""Multiple images and clips of many different people eating and showing their ice cream. the bald man and the lady inside of the ice cream parlour bus""

Which of the following endings best completes the context?

Choices:
A. are shown working and picking up supplies as more images of patrons eat and show their ice cream treats.
B. speaks their hot eights while the bald man talks for a bit.
C. raise their mouths and raise their mouths to the camera with their own mouths.
D. then the front part of the ice cream shop and end by offering the food to one another and the closing credits flashing.

Reply with exactly one uppercase letter out of A, B, C, or D.
",143
46220.0,Sharpening knives,We see a title screen and a lady take a mug and throws the water on the ground and uses the bottom to sharpen her knife. we,C,"Context:
""We see a title screen and a lady take a mug and throws the water on the ground and uses the bottom to sharpen her knife. we""

Which of the following endings best completes the context?

Choices:
A. see a pink bowling lane and a lady teaming with a bunch of dresses.
B. see the lady sharpening her knife on a ladian sharpener.
C. then see the lady slice her tomato with ease.
D. see the lady's knife and she points it between her legs and shows it's deeper then normal from aiming straight down between her legs.

Reply with exactly one uppercase letter out of A, B, C, or D.
",135
10253.0,Putting in contact lenses,"The contact falls out of his eye and he puts it back in, but it falls out over and over. finally he",A,"Context:
""The contact falls out of his eye and he puts it back in, but it falls out over and over. finally he""

Which of the following endings best completes the context?

Choices:
A. gets it to stay and he gives the camera close up and some moves.
B. puts it on, the contact is back in, a little bit on his finger.
C. scrapes the contacts out on one by one.
D. reaches for a black eye plain with a contact glass attachment, touches the glass, rubs his eye and picks it back up.

Reply with exactly one uppercase letter out of A, B, C, or D.
",132
28738.0,Trimming branches or hedges,A couple of men are using long tools to cut branches off a tree in an orchard. they,B,"Context:
""A couple of men are using long tools to cut branches off a tree in an orchard. they""

Which of the following endings best completes the context?

Choices:
A. hang the branches with tools and continue raking them up until they are finished.
B. work their way around the tree before we see a video of a cloudy sky and the orchard, overlain with words describing what to do to successfully trim the trees.
C. place limbs from the branches onto trunks.
D. are making a canvas out of them.

Reply with exactly one uppercase letter out of A, B, C, or D.
",127
4690.0,Camel ride,Two young children are seen riding on a camel past a group of people and a man leading them along. the man,B,"Context:
""Two young children are seen riding on a camel past a group of people and a man leading them along. the man""

Which of the following endings best completes the context?

Choices:
A. then puts food on the people's legs while they wrap their legs around their back and walk.
B. continues to lead the camel around with the children on top and ends with them climbing down and others walking up.
C. leads the camels while the children play in the sand and move around.
D. closes the gate leading the camel and leads the kids again.

Reply with exactly one uppercase letter out of A, B, C, or D.
",132
24266.0,Playing lacrosse,A man is seen speaking to the camera in a large field while holding a lacrosse stick. he,C,"Context:
""A man is seen speaking to the camera in a large field while holding a lacrosse stick. he""

Which of the following endings best completes the context?

Choices:
A. lines up a shot and throws the stick several times as well as continuing to speak to the camera.
B. points to several spots on a field in front of him where he hits a ball and walks away.
C. points to himself while holding up the stick and continues to speak to the camera and how to properly hold the stick.
D. shows off the ball in the end and begins hitting it into a goal.

Reply with exactly one uppercase letter out of A, B, C, or D.
",138
35313.0,Javelin throw,An intro of text leads into several clips of athletes throwing javelins off into the distance. the video,D,"Context:
""An intro of text leads into several clips of athletes throwing javelins off into the distance. the video""

Which of the following endings best completes the context?

Choices:
A. contains different clips of the athletes scoring impressive points and more clips of them failing to score.
B. continues with many more athletes throwing a javelins onto a field of onlookers.
C. ends with the coach hitting a pinata and then a graphic naming the event.
D. continues with several more athletes being shown performing impressive throws with the javelin.

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
22360.0,River tubing,A man in a red wet suit is sitting on a float talking casually. next,A,"Context:
""A man in a red wet suit is sitting on a float talking casually. next""

Which of the following endings best completes the context?

Choices:
A. to hime are many other people on their own floats, just relaxing.
B. , he begins floating on a water tower in circular motion that moves between several smaller divers.
C. , the person is shown in yellow and white mini hockey shorts playing the game while words are shown at the bottom of the screen.
D. , two people are part of the floating surf board and then everyone is standing in a circle as people stand in and around them watching meters and the man.

Reply with exactly one uppercase letter out of A, B, C, or D.
",146
32673.0,Ping-pong,"As they both rise we see that they are actually heading to a table tennis game, the table on an actual tennis court. they",A,"Context:
""As they both rise we see that they are actually heading to a table tennis game, the table on an actual tennis court. they""

Which of the following endings best completes the context?

Choices:
A. being their match, one in a white tank top and green shorts, the other in an orange shirt and white shorts.
B. take their key cards and go over to join other players.
C. begin to go through the game and a white ball lands in a net while the single tennis player in pinata style stands over it with his hands up.
D. are playing doubles doubles, and using two sticks to hit balls.

Reply with exactly one uppercase letter out of A, B, C, or D.
",146
41238.0,Playing congas,A man is talking and playing drums in a split screen. as he,D,"Context:
""A man is talking and playing drums in a split screen. as he""

Which of the following endings best completes the context?

Choices:
A. rocks back and forth, the camera goes side to side in several lunges as he plays.
B. continues, he and his band moves closer together and show an occasional vocalist stepping in or out of frame.
C. talks, the drums begin to move and the words on the screen begin to flicker with different shades of purple or something.
D. explains the process, he uses his hands to beat out a tune.

Reply with exactly one uppercase letter out of A, B, C, or D.
",133
813.0,Cleaning shoes,First she adds water pours a little bit of baby powder into the small bowl and she mixes it up using the toothbrush. she,A,"Context:
""First she adds water pours a little bit of baby powder into the small bowl and she mixes it up using the toothbrush. she""

Which of the following endings best completes the context?

Choices:
A. puts the baby powder soaked toothbrush onto the shoe and starts to rub it there.
B. then puts it in her mouth and shares it with the baby.
C. then opens the cabinet and pulls out the glove box and retrieves the bottle of baby powder that's in there.
D. then adds a little bit of sugar to the other bowl to create swirl.

Reply with exactly one uppercase letter out of A, B, C, or D.
",134
18476.0,Preparing salad,"Theman mix all the ingredients in a bowl to make the dressing, put plastic wrap as a lid. Man cutts the lettuce and in a pan put oil with garlic and stir fry the croutons. the man",D,"Context:
""Theman mix all the ingredients in a bowl to make the dressing, put plastic wrap as a lid. Man cutts the lettuce and in a pan put oil with garlic and stir fry the croutons. the man""

Which of the following endings best completes the context?

Choices:
A. finishes the salad and use a gun to blow the lettuce.
B. pour the batter, then put in a bowl to mix.
C. finished which is it is done and gave a head start.
D. put the dressing on the lettuces and add the croutons in the bowl and mix them all together.

Reply with exactly one uppercase letter out of A, B, C, or D.
",144
45449.0,Sailing,The man is now standing on the boat and is pulling on ropes that move on the boat and then is shown once again as the boat is moving. the outro,D,"Context:
""The man is now standing on the boat and is pulling on ropes that move on the boat and then is shown once again as the boat is moving. the outro""

Which of the following endings best completes the context?

Choices:
A. appears and swoops in 3 different stages and with different cities and scenery.
B. screen then appears with family pictures overlaid.
C. appears and it seems the car is in a different location as he continues to slide along in the wakeboard while part of the car is being driven by a cop and another window is shown that has front and back view.
D. appears and it's a white screen with a picture of the boat and the words "" multihull central "".

Reply with exactly one uppercase letter out of A, B, C, or D.
",164
3788.0,Long jump,A female athlete is standing in a field and takes off running and does a long jump in to the pit. after,B,"Context:
""A female athlete is standing in a field and takes off running and does a long jump in to the pit. after""

Which of the following endings best completes the context?

Choices:
A. , she slams back down onto it gearing up and is congratulated by her coaches.
B. , she walks off and her jump is measures as they show her replay.
C. , the woman stands up and runs in to the crowd with the arm in the air and the crowd applauds.
D. , she turns her body and execute shoulder aces in the air and also down straight while trying to keep her body straight.

Reply with exactly one uppercase letter out of A, B, C, or D.
",144
33290.0,Breakdancing,A young child is seen standing on a stage with others and one begins dancing in the middle. The young boy then moves in the middle taking turns with others dancing around. another man,D,"Context:
""A young child is seen standing on a stage with others and one begins dancing in the middle. The young boy then moves in the middle taking turns with others dancing around. another man""

Which of the following endings best completes the context?

Choices:
A. finally sneaks up and pushes him to the center demonstrating his tango routine.
B. is seen skating around on the side while the boy walks past.
C. sits next to him while dancing as well.
D. moves to the middle to dance while others watch on the side.

Reply with exactly one uppercase letter out of A, B, C, or D.
",127
11455.0,Preparing pasta,"Next, the chef adds to the pan the garlic, tomatoes, basil, salt, pepper and the cooked pasta and mix. after",C,"Context:
""Next, the chef adds to the pan the garlic, tomatoes, basil, salt, pepper and the cooked pasta and mix. after""

Which of the following endings best completes the context?

Choices:
A. , plates are added, two women add plums, garlic and a conch salad inside the pasta bowl.
B. , the cook wrap with white paper and puts the colorful paper on the top, then she wrap the bottom with white tape.
C. , the chef adds the parmesan cheese on top the pasta and serves in a dish.
D. , the chef puts the pasta into a strainer and pours the sauce on the pan and weld it.

Reply with exactly one uppercase letter out of A, B, C, or D.
",154
29456.0,Ice fishing,"He finds a little hole in the ice and sets up to fish, moving around here and there before finally settling in his chair. he",B,"Context:
""He finds a little hole in the ice and sets up to fish, moving around here and there before finally settling in his chair. he""

Which of the following endings best completes the context?

Choices:
A. looks around at all the gear strung up along the ceiling and a small smile appears on his face before he starts to turn off his camera.
B. starts to move his rod around in the water and pulls up a little fish.
C. shows how to use the bow to catch a fish.
D. gets out of his chair and stands up in front of the hole and feels for it.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
