question,subject,split,answer,final_prompt,len_tk_gemma2_9b_it
"Let R be a ring and let U and V be (two-sided) ideals of R. Which of the following must also be ideals of R ?
I. {u + v : u \in and v \in V}
II. {uv : u \in U and v \in V}
III. {x : x \in U and x \in V}",college_mathematics,test-00000-of-00001,D,"Let R be a ring and let U and V be (two-sided) ideals of R. Which of the following must also be ideals of R ?
I. {u + v : u \in and v \in V}
II. {uv : u \in U and v \in V}
III. {x : x \in U and x \in V}

Choices:
A. II only
B. III only
C. I and II only
D. I and III only

Reply with exactly one uppercase letter out of A, B, C, or D.
",127
"Peter and I are good friends. Peter is an American boy. I am a Japanese girl. He is thirteen. I am twelve. We are in the same class,Class Two. Peter has a nice clock. He likes it very much. He puts it on his desk. Every morning it wakes him up . I have a new watch. It looks beautiful. I wear it every day. It tells  me the time. Peter and I are   _  .",,auxiliary_train-00000-of-00001,C,"Peter and I are good friends. Peter is an American boy. I am a Japanese girl. He is thirteen. I am twelve. We are in the same class,Class Two. Peter has a nice clock. He likes it very much. He puts it on his desk. Every morning it wakes him up . I have a new watch. It looks beautiful. I wear it every day. It tells  me the time. Peter and I are   _  .

Choices:
A. sisters
B. teachers
C. friends
D. brothers

Reply with exactly one uppercase letter out of A, B, C, or D.
",133
The shift from 'civil religion' to 'common religion' means that:,sociology,dev-00000-of-00001,B,"The shift from 'civil religion' to 'common religion' means that:

Choices:
A. the increasing bureaucracy of the state has made religion only a marginal part of our lives
B. despite the weakening of traditional authority, our everyday lives and 'common sense' remain shaped by religious beliefs and values
C. religious participation in collective worship may have declined, but people still practise their faiths in private
D. people are much more likely to discuss their religious beliefs in public, informal settings

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
"What are entitlements to food?
",nutrition,validation-00000-of-00001,B,"What are entitlements to food?


Choices:
A. The term refers to social welfare programmes, e.g. the Fair Price food shops in India.
B. It means the pathways through which people access food, whether by production, purchase, social protection programmes or other means.
C. When countries enact right-to-food legislation, then people are entitled to food.
D. The term is a reference to agrarian reform programmes that provide farmers with land titles.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I knew my overweight teacher was dieting, so I offered her a big sundae. Scenario 2 | I found a wallet in the park and became its new owner.",moral_scenarios,test-00000-of-00001,A,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I knew my overweight teacher was dieting, so I offered her a big sundae. Scenario 2 | I found a wallet in the park and became its new owner.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",130
"In Osman v UK (1998), the European Court laid down a test, which can be used to apply a general positive obligation on a state. Which of the following statements is not part of the Osman test?",international_law,test-00000-of-00001,A,"In Osman v UK (1998), the European Court laid down a test, which can be used to apply a general positive obligation on a state. Which of the following statements is not part of the Osman test?

Choices:
A. The risk must emanate from a state agent
B. If a real and imminent risk (of death/harm)
C. A state should take reasonable steps to prevent death/harm occurring
D. A state knows or ought to have known

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
The backward bending supply curve is characterized by which of the following?,high_school_microeconomics,test-00000-of-00001,C,"The backward bending supply curve is characterized by which of the following?

Choices:
A. As wage rates rise, the quantity of labor supplied continues to rise at every wage rate increase.
B. The labor-leisure trade-off continues to favor the supply of more jobs, or the substitution effect.
C. The labor-leisure trade-off favors the income effect or more leisure at higher wage rates.
D. inexperienced, low-income, younger workers at the backward bending portion.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
Why did Ptolemy have the planets orbiting Earth on ‘circles upon circles’ in his model of the universe?,astronomy,test-00000-of-00001,B,"Why did Ptolemy have the planets orbiting Earth on ‘circles upon circles’ in his model of the universe?

Choices:
A. To explain why more distant planets take longer to make a circuit through the constellations of the zodiac.
B. To explain the fact that planets sometimes appear to move westward rather than eastward relative to the stars in our sky.
C. To explain why the Greeks were unable to detect stellar paralax.
D. To properly account for the varying distances of the planets from Earth.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I found the answer to the test problem by looking at what I wrote on my hand earlier. Scenario 2 | I fired the gun at the child's eye at the shooting range.",moral_scenarios,test-00000-of-00001,A,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I found the answer to the test problem by looking at what I wrote on my hand earlier. Scenario 2 | I fired the gun at the child's eye at the shooting range.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",134
"Consider the following equations concerning a stack module that has the operations Push, Pop, Top, and IsEmpty. Which of the equations does NOT represent the conventional semantics of a stack?",college_computer_science,test-00000-of-00001,A,"Consider the following equations concerning a stack module that has the operations Push, Pop, Top, and IsEmpty. Which of the equations does NOT represent the conventional semantics of a stack?

Choices:
A. IsEmpty(Push(Stack,Elem)) = true
B. Pop(Push(Stack,Elem)) = Stack
C. Top(Push(Stack,Elem)) = Elem
D. IsEmpty(Push(Push(Stack,Elem1),Elem2)) = false

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
"A 1 meter tall jug of water, while sitting on a countertop 2 meters high with its lid open, springs a leak from a weak spot in the plastic at the very bottom of the side. How fast will water empty from the jug?",college_medicine,validation-00000-of-00001,A,"A 1 meter tall jug of water, while sitting on a countertop 2 meters high with its lid open, springs a leak from a weak spot in the plastic at the very bottom of the side. How fast will water empty from the jug?

Choices:
A. 4.47 m/s
B. 6.25 m/s
C. 8.26 m/s
D. 2.22 m/s

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | As my kids laid in their own bed, I took tooth from under their pillow. Scenario 2 | During our vacation, I taped my wife having fun on the beach.",moral_scenarios,test-00000-of-00001,D,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | As my kids laid in their own bed, I took tooth from under their pillow. Scenario 2 | During our vacation, I taped my wife having fun on the beach.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",131
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I went to the bank to cash a check with my own name on it. Scenario 2 | Whenever I hear the pleas to help children starving in Africa, I always change the channel.",moral_scenarios,test-00000-of-00001,D,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I went to the bank to cash a check with my own name on it. Scenario 2 | Whenever I hear the pleas to help children starving in Africa, I always change the channel.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",134
"A researcher grows a population of ferns in her laboratory. She notices, after a few generations, a new variant that has a distinct phenotype. When she tries to breed the original phenotype with the new one, no offspring are produced. When she breeds the new variants, however, offspring that look like the new variant result. What originally caused the change in the variant?",high_school_biology,test-00000-of-00001,C,"A researcher grows a population of ferns in her laboratory. She notices, after a few generations, a new variant that has a distinct phenotype. When she tries to breed the original phenotype with the new one, no offspring are produced. When she breeds the new variants, however, offspring that look like the new variant result. What originally caused the change in the variant?

Choices:
A. Karyotyping
B. Balance polymorphism
C. Mutation
D. Polyploidy

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
"I'm Kate. I'm an American girl. I am thirteen. I'm in a middle school in Shanghai. My English teacher is a Chinese girl. My good friend is Mary. She is an English girl. She is thirteen, too. She is in Wuhan. I'm in Grade Eight. But she is in Grade Nine. We often have a talk by E-mail. We are both good students. Kate is from the   _  .",,auxiliary_train-00000-of-00001,C,"I'm Kate. I'm an American girl. I am thirteen. I'm in a middle school in Shanghai. My English teacher is a Chinese girl. My good friend is Mary. She is an English girl. She is thirteen, too. She is in Wuhan. I'm in Grade Eight. But she is in Grade Nine. We often have a talk by E-mail. We are both good students. Kate is from the   _  .

Choices:
A. UK
B. HK
C. USA
D. UN

Reply with exactly one uppercase letter out of A, B, C, or D.
",134
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I charged the father for surgery that I did perform. Scenario 2 | I proposed that my school celebrate the KKK's founding date.",moral_scenarios,test-00000-of-00001,C,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I charged the father for surgery that I did perform. Scenario 2 | I proposed that my school celebrate the KKK's founding date.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
Which statement below is the least consistent with the argument that judges in an unjust legal system ought to resign?,jurisprudence,test-00000-of-00001,D,"Which statement below is the least consistent with the argument that judges in an unjust legal system ought to resign?

Choices:
A. Judges are under a duty to act justly.
B. Since they also prop up the unjust system, lawyers should also resign.
C. If a moral judge resigns, he or she may be replaced by a less moral judge.
D. Judges do not make the law, hence they cannot be held responsible for applying unjust legislation.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
"The average distance between Earth and the Sun is 149,600,000 kilometers. Which of the following is the correct scientific notation for this distance?",,auxiliary_train-00000-of-00001,D,"The average distance between Earth and the Sun is 149,600,000 kilometers. Which of the following is the correct scientific notation for this distance?

Choices:
A. 1.496 x 10^3 km
B. 1496 x 10^5
C. 149.6 x 10^6 km
D. 1.496 x 10^8 km

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
Which of the following concerning self-disclosure in relationships is supported by research?,human_sexuality,test-00000-of-00001,B,"Which of the following concerning self-disclosure in relationships is supported by research?

Choices:
A. when one partner in a relationship self-discloses, the other is unlikely to do so
B. self-disclosure on the part of one partner often leads to self-disclosure on the part of the other
C. there is a negative correlation between amount of self-disclosure and relationship satisfaction
D. there is no relationship between amount of self-disclosure and relationship satisfaction

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
"What seems to be the case when the folk saying ""opposites attract"" (i.e., dissimilar attitudes tend to cause liking) when it is considered in light of current research?",human_sexuality,test-00000-of-00001,A,"What seems to be the case when the folk saying ""opposites attract"" (i.e., dissimilar attitudes tend to cause liking) when it is considered in light of current research?

Choices:
A. It does not seem to be true.
B. It seems to be true for heterosexuals but not for homosexuals.
C. It seems to be true for homosexuals but not for heterosexuals.
D. It seems to be true for women but not for men

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
"Identify the conclusion of the following argument. We shouldn't abolish capital punishment. If we do, prisons will become more crowded. If prisons become more crowded, then we will have to build more prisons. And we don't want to build more prisons.",formal_logic,test-00000-of-00001,A,"Identify the conclusion of the following argument. We shouldn't abolish capital punishment. If we do, prisons will become more crowded. If prisons become more crowded, then we will have to build more prisons. And we don't want to build more prisons.

Choices:
A. We shouldn't abolish capital punishment.
B. If we do, prisons will become more crowded.
C. If prisons become more crowded, then we will have to build more prisons.
D. We will have to build more prisons.

Reply with exactly one uppercase letter out of A, B, C, or D.
",128
Consider the following list. - Assembly language - Block-based programming language - Logic gate - Machine language Which of the following arranges the list in order from highest level of abstraction to lowest level of abstraction?,high_school_computer_science,validation-00000-of-00001,A,"Consider the following list. - Assembly language - Block-based programming language - Logic gate - Machine language Which of the following arranges the list in order from highest level of abstraction to lowest level of abstraction?

Choices:
A. Block-based programming language, assembly language, machine language, logic gate
B. Block-based programming language, machine language, assembly language, logic gate
C. Block-based programming language, machine language, logic gate, assembly language
D. Machine language, block-based programming language, assembly language, logic gate

Reply with exactly one uppercase letter out of A, B, C, or D.
",131
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took pictures of her was she was in the shower. Scenario 2 | I knocked over a standing stone at Stonehenge.",moral_scenarios,test-00000-of-00001,A,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took pictures of her was she was in the shower. Scenario 2 | I knocked over a standing stone at Stonehenge.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | When I play cards, I palm the aces. Scenario 2 | I filled up the gas tank with gasoline.",moral_scenarios,test-00000-of-00001,B,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | When I play cards, I palm the aces. Scenario 2 | I filled up the gas tank with gasoline.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
A particular crop of one variety of onion has weights that are approximately normally distributed with mean 9.8 oz. and standard deviation 2.1 oz. How does an onion in the 28th percentile for weight compare to the mean?,high_school_statistics,validation-00000-of-00001,A,"A particular crop of one variety of onion has weights that are approximately normally distributed with mean 9.8 oz. and standard deviation 2.1 oz. How does an onion in the 28th percentile for weight compare to the mean?

Choices:
A. 1.22 ounces below the mean
B. 0.59 ounces below the mean
C. 0.59 ounces above the mean
D. 1.22 ounces above the mean

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | At the dinner party, I served undercooked chicken. Scenario 2 | My dog sheds a lot so I bring him to the pound as a solution.",moral_scenarios,test-00000-of-00001,A,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | At the dinner party, I served undercooked chicken. Scenario 2 | My dog sheds a lot so I bring him to the pound as a solution.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",127
The ticket prices to a play are $5.00 for teachers and $3.00 for students. How much will it cost for a group of 71 students and 5 teachers to see the play?,elementary_mathematics,validation-00000-of-00001,B,"The ticket prices to a play are $5.00 for teachers and $3.00 for students. How much will it cost for a group of 71 students and 5 teachers to see the play?

Choices:
A. $228.00 
B. $238.00 
C. $370.00 
D. $380.00 

Reply with exactly one uppercase letter out of A, B, C, or D.
",112
"Hello, I'm Frank. What's this? It's a pen. It's my red pen. My black pen is in my bag  . My bag is orange. And my key is in it. It's blue. This is my ruler. It's white. It's on my desk  . And my orange is on the desk, too. Where   is the orange?",,auxiliary_train-00000-of-00001,B,"Hello, I'm Frank. What's this? It's a pen. It's my red pen. My black pen is in my bag  . My bag is orange. And my key is in it. It's blue. This is my ruler. It's white. It's on my desk  . And my orange is on the desk, too. Where   is the orange?

Choices:
A. in my bag
B. on my desk
C. on the chair
D. in the desk

Reply with exactly one uppercase letter out of A, B, C, or D.
",132
"On January 1, a company enters into an operating lease for office space and receives control of the property to make leasehold improvements. The company begins alterations to the property on March 1 and the company’s staff moves into the property on May 1. The monthly rental payments begin on July 1. The recognition of rental expense for the new offices should begin in which of the following months?",professional_accounting,test-00000-of-00001,A,"On January 1, a company enters into an operating lease for office space and receives control of the property to make leasehold improvements. The company begins alterations to the property on March 1 and the company’s staff moves into the property on May 1. The monthly rental payments begin on July 1. The recognition of rental expense for the new offices should begin in which of the following months?

Choices:
A. January.
B. March.
C. May.
D. July.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
A 55-year-old man who is a business executive is admitted to the hospital for evaluation of abdominal pain. He is polite to the physician but berates the nurses and other staff. The patient's wife and two of his three adult children arrive for a visit. The patient says with disgust that the missing child is and always has been worthless. Which of the following is the most likely explanation for this patient's behavior?,professional_medicine,test-00000-of-00001,D,"A 55-year-old man who is a business executive is admitted to the hospital for evaluation of abdominal pain. He is polite to the physician but berates the nurses and other staff. The patient's wife and two of his three adult children arrive for a visit. The patient says with disgust that the missing child is and always has been worthless. Which of the following is the most likely explanation for this patient's behavior?

Choices:
A. Projection
B. Projective identification
C. Reaction formation
D. Splitting

Reply with exactly one uppercase letter out of A, B, C, or D.
",132
What is the role of non-governmental organisations (NGOs) in the global defence trade?,security_studies,test-00000-of-00001,C,"What is the role of non-governmental organisations (NGOs) in the global defence trade?

Choices:
A. Non-governmental organisations are the primary actors in modern arms control measures.
B. Non-governmental agencies are unable to access the resources and information needed to develop effective policy or action on arms control.
C. Non-governmental groups have played a significant and effective role in developing arms control measures in recent years.
D. There is a serious lack of involvement by non-governmental actors in controlling the global defence trade.

Reply with exactly one uppercase letter out of A, B, C, or D.
",130
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I know what Carla's dealing with at home with her father, so I'm going to overlook her bad attitude. Scenario 2 | I decided to start a fire in the furnace.",moral_scenarios,test-00000-of-00001,D,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I know what Carla's dealing with at home with her father, so I'm going to overlook her bad attitude. Scenario 2 | I decided to start a fire in the furnace.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",135
Is extra-territorial abduction a ground for refusal of otherwise lawful jurisdiction by English courts?,international_law,test-00000-of-00001,A,"Is extra-territorial abduction a ground for refusal of otherwise lawful jurisdiction by English courts?

Choices:
A. Such abduction constitutes abuse of process and leads to a stay of proceedings
B. Such abduction gives rise to the abductor's liability but does not lead to a stay of proceedings
C. The stay of proceedings under such circumstances would prevent the administration of justice in respect of international criminals
D. The courts may, but will seldom, stay proceedings in cases of extra-territorial abduction

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
"Toward the end of the Pleistocene, between 28,000 and 18,000 years ago, worldwide sea level was much lower than present day, resulting in the exposure of a landmass east of Siberia called __________. This period is called the _______.",prehistory,test-00000-of-00001,C,"Toward the end of the Pleistocene, between 28,000 and 18,000 years ago, worldwide sea level was much lower than present day, resulting in the exposure of a landmass east of Siberia called __________. This period is called the _______.

Choices:
A. Beringia; Late Beringian Period
B. Sundaland; McKenzie Maximum
C. Beringia; Late Glacial Maximum
D. Wallacea; Late Laurentide Period

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
"The position of an object is given by the equations x = 2.0t^3 + 4.0t + 6.25, where x is in meters and t is in seconds. What is the acceleration of the object at t = 1.50 s?",high_school_physics,test-00000-of-00001,C,"The position of an object is given by the equations x = 2.0t^3 + 4.0t + 6.25, where x is in meters and t is in seconds. What is the acceleration of the object at t = 1.50 s?

Choices:
A. 6 m/s^2
B. 12 m/s^2
C. 18 m/s^2
D. 24 m/s^2

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
"During a hurricane, a 1,200 Hz warning siren on the town hall sounds. The wind is blowing at 55 m/s in a direction from the siren toward a person 1 km away. With what frequency does the sound wave reach the person? (The speed of sound in air is 330 m/s.)",college_physics,validation-00000-of-00001,C,"During a hurricane, a 1,200 Hz warning siren on the town hall sounds. The wind is blowing at 55 m/s in a direction from the siren toward a person 1 km away. With what frequency does the sound wave reach the person? (The speed of sound in air is 330 m/s.)

Choices:
A. 1,000 Hz
B. 1,030 Hz
C. 1,200 Hz
D. 1,400 Hz

Reply with exactly one uppercase letter out of A, B, C, or D.
",135
Prochaska and DiClemente’s (1992) transtheoretical model is based on the assumption that an intervention is most effective when:,professional_psychology,validation-00000-of-00001,A,"Prochaska and DiClemente’s (1992) transtheoretical model is based on the assumption that an intervention is most effective when:

Choices:
A. it matches the client’s stage of change.
B. it matches the client’s diagnosis and symptom severity.
C. the therapist adopts the behavioral and affective style of the client.
D. the client sets his/her own therapy goals and evaluates his/her own progress.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
"Which of the following statements about the nutritional status of older people is correct?
",nutrition,test-00000-of-00001,A,"Which of the following statements about the nutritional status of older people is correct?


Choices:
A. The risk of high iron stores is greater than the risk of iron deficiency in older people.
B. All older people living in Western countries have low vitamin D status.
C. There is strong evidence that vitamin C supplements lower the risk of cancer in older people.
D. Low dietary intake of vitamin B12 is the main cause of vitamin B12 deficiency in older people.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
Which of the following statements about the House of Representatives is true?,high_school_government_and_politics,test-00000-of-00001,D,"Which of the following statements about the House of Representatives is true?

Choices:
A. All revenue bills must originate in the Senate before moving to the House.
B. Representation in the House is allocated equally among the states, while representation in the Senate is allocated proportional to population.
C. The Speaker of the House wields less power than the president pro tempore of the Senate.
D. The House has a Committee on Ways and Means, while the Senate does not.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
A basketball player scored 18 points in his first game. This is 4 points fewer than he scored in his second game. Write and solve an equation to find p the number of points he scored in his second game.,elementary_mathematics,test-00000-of-00001,B,"A basketball player scored 18 points in his first game. This is 4 points fewer than he scored in his second game. Write and solve an equation to find p the number of points he scored in his second game.

Choices:
A. 18 = p − 4; 14
B. 18 = p − 4; 22
C. 18 − 4 = p; 14
D. 18 − p = 4; 22

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
"When marginal cost equals price in a perfectly competitive product market at long run equilibrium, which of the following is NOT correct?",high_school_microeconomics,validation-00000-of-00001,C,"When marginal cost equals price in a perfectly competitive product market at long run equilibrium, which of the following is NOT correct?

Choices:
A. There is a socially optimal or efficient output and price.
B. Other product markets are inefficient by contrast.
C. It is a sign of high concentration among sellers.
D. The value placed on the product by the buyer is equal to the cost of production of the seller at the margin of an additional sale.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
"Do you eat good food every day? It's important ! You need oranges and bananas, but you don't need ice cream. You need salad and broccoli, but you don't need French fries. Write a list of the food you eat. Is it good food? Do you eat right? (Like an egg. )Every day? Do you need broccoli ,French fries or  ice cream?  _",,auxiliary_train-00000-of-00001,A,"Do you eat good food every day? It's important ! You need oranges and bananas, but you don't need ice cream. You need salad and broccoli, but you don't need French fries. Write a list of the food you eat. Is it good food? Do you eat right? (Like an egg. )Every day? Do you need broccoli ,French fries or  ice cream?  _

Choices:
A. Broccoli
B. French fries
C. ice cream
D. I don't know

Reply with exactly one uppercase letter out of A, B, C, or D.
",130
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I turned off the music when my neighbors complained about the noise in my apartment. Scenario 2 | I have lice in my hair, so I won't lend my sister my hair brush.",moral_scenarios,test-00000-of-00001,D,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I turned off the music when my neighbors complained about the noise in my apartment. Scenario 2 | I have lice in my hair, so I won't lend my sister my hair brush.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",135
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I closed the gate that kept the animals safe from wildlife overnight. Scenario 2 | I loaned my stepsister the fur coat I inherited because I knew she was going to a ball.",moral_scenarios,test-00000-of-00001,D,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I closed the gate that kept the animals safe from wildlife overnight. Scenario 2 | I loaned my stepsister the fur coat I inherited because I knew she was going to a ball.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",133
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took a cab home after drinking 3 bottles of wine at the winery. Scenario 2 | I hit on her at the party.",moral_scenarios,test-00000-of-00001,D,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took a cab home after drinking 3 bottles of wine at the winery. Scenario 2 | I hit on her at the party.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I wanted to catch the predator of little kids. Scenario 2 | I ripped a page out of a library book to write a message on.",moral_scenarios,test-00000-of-00001,C,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I wanted to catch the predator of little kids. Scenario 2 | I ripped a page out of a library book to write a message on.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
"A 7-year-old male is brought to the office for evaluation of school problems. The mother says that the teacher has told her that the patient is inattentive, has difficulty following sequential instructions, and often seems to drift off to sleep during class. A polysomnogram reveals obstructive sleep apnea. The most appropriate management is",professional_medicine,test-00000-of-00001,D,"A 7-year-old male is brought to the office for evaluation of school problems. The mother says that the teacher has told her that the patient is inattentive, has difficulty following sequential instructions, and often seems to drift off to sleep during class. A polysomnogram reveals obstructive sleep apnea. The most appropriate management is

Choices:
A. elevation of the head of the bed
B. heart rate and apnea monitoring
C. imipramine
D. surgical evaluation

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I saw that the girl was crying so I brought her a milkshake. Scenario 2 | I home school my kids so they don't get smarter than me.",moral_scenarios,test-00000-of-00001,C,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I saw that the girl was crying so I brought her a milkshake. Scenario 2 | I home school my kids so they don't get smarter than me.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took my wife on a romantic cruise to the Bahamas. Scenario 2 | I drove the filled schoolbus into the lake and jumped out at the last minute.",moral_scenarios,test-00000-of-00001,C,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I took my wife on a romantic cruise to the Bahamas. Scenario 2 | I drove the filled schoolbus into the lake and jumped out at the last minute.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
