question,question_concept,_split,answer,final_prompt,len_tk_gemma2_9b_base
What are you contemplating taking when you need to get something done?,contemplating,train-00000-of-00001,D,"Question:
What are you contemplating taking when you need to get something done?

Which of the following is the best response to the question?

Choices:
A. revelations
B. thinking
C. understanding
D. action
E. discovery

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What can be done with a product on a table?,table,train-00000-of-00001,B,"Question:
What can be done with a product on a table?

Which of the following is the best response to the question?

Choices:
A. apartment
B. demonstration
C. tablecloth
D. dining room
E. furniture store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where can someone purchase a contraceptive device without a prescription?,contraceptive device,train-00000-of-00001,C,"Question:
Where can someone purchase a contraceptive device without a prescription?

Which of the following is the best response to the question?

Choices:
A. pharmacy
B. person
C. drugstore
D. bedroom
E. mcdonalds

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What is a philosopher waiting for to eventually gain through his studies?,waiting for,validation-00000-of-00001,E,"Question:
What is a philosopher waiting for to eventually gain through his studies?

Which of the following is the best response to the question?

Choices:
A. job
B. boredom
C. anxiety
D. impatience
E. wisdom

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where is a good place to keep a butcher knife?,knife,train-00000-of-00001,E,"Question:
Where is a good place to keep a butcher knife?

Which of the following is the best response to the question?

Choices:
A. fishing boat
B. backpack
C. shelf
D. pocket
E. kitchen drawer

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
The bald eagle serves as what for America?,bald eagle,train-00000-of-00001,C,"Question:
The bald eagle serves as what for America?

Which of the following is the best response to the question?

Choices:
A. high tree
B. tree
C. national emblem
D. in washington
E. tree top

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What would someone do after attacking me?,kill,train-00000-of-00001,E,"Question:
What would someone do after attacking me?

Which of the following is the best response to the question?

Choices:
A. defend yourself
B. attacked
C. call home
D. of hatred
E. get rid of

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
How does a planet usually move around the sun?,planet,validation-00000-of-00001,E,"Question:
How does a planet usually move around the sun?

Which of the following is the best response to the question?

Choices:
A. writing
B. universe
C. outer space
D. outerspace
E. orbit

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
How might someone relieve stress with friends?,stress,train-00000-of-00001,A,"Question:
How might someone relieve stress with friends?

Which of the following is the best response to the question?

Choices:
A. hang out at bar
B. running
C. drink alcohol
D. clean house
E. dream

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What is the main purpose of farmers?,farmers,validation-00000-of-00001,E,"Question:
What is the main purpose of farmers?

Which of the following is the best response to the question?

Choices:
A. raise cattle
B. grow corn
C. farm land
D. drive tractors
E. supply food

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where could there be more than one college?,college,train-00000-of-00001,B,"Question:
Where could there be more than one college?

Which of the following is the best response to the question?

Choices:
A. electrical circuit
B. big town
C. big city
D. building
E. fraternity house

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where do you head to travel to a star?,star,validation-00000-of-00001,C,"Question:
Where do you head to travel to a star?

Which of the following is the best response to the question?

Choices:
A. night sky
B. galaxy
C. outer space
D. hollywood
E. eat cake

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What drinking vessel can overflow if filled with too much water?,overflow,train-00000-of-00001,E,"Question:
What drinking vessel can overflow if filled with too much water?

Which of the following is the best response to the question?

Choices:
A. riverbed
B. sewer
C. drain
D. creek
E. glass

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What will someone like be if they receive a surprising bill?,surprising,train-00000-of-00001,E,"Question:
What will someone like be if they receive a surprising bill?

Which of the following is the best response to the question?

Choices:
A. annoyance
B. happy
C. humor
D. might scare
E. irritated

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What does a person use to smell things?,person,train-00000-of-00001,C,"Question:
What does a person use to smell things?

Which of the following is the best response to the question?

Choices:
A. hair
B. do dishes
C. nose
D. headache
E. eat food to live

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What do you end up with after cooking?,cooking,train-00000-of-00001,B,"Question:
What do you end up with after cooking?

Which of the following is the best response to the question?

Choices:
A. full feast
B. cooked food
C. having dinner
D. get food
E. pride

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
How bad is the punishment for someone who is over indulgent?,indulgent,train-00000-of-00001,A,"Question:
How bad is the punishment for someone who is over indulgent?

Which of the following is the best response to the question?

Choices:
A. severe
B. harsh
C. hard
D. strict
E. self denying

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"The employee was stocking product, where did he put it?",product,train-00000-of-00001,E,"Question:
The employee was stocking product, where did he put it?

Which of the following is the best response to the question?

Choices:
A. display case
B. demonstration
C. market
D. store
E. shelf

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"The cars were all fully loaded, and had spacious whats?",cars,train-00000-of-00001,D,"Question:
The cars were all fully loaded, and had spacious whats?

Which of the following is the best response to the question?

Choices:
A. bumpers
B. windows
C. seat belts
D. trunks
E. heavy

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where do you go to see a religious statue?,statue,train-00000-of-00001,A,"Question:
Where do you go to see a religious statue?

Which of the following is the best response to the question?

Choices:
A. church
B. new york city
C. museum
D. cathedral
E. central park

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What do people feel when they have a bit of hunger?,hunger,train-00000-of-00001,A,"Question:
What do people feel when they have a bit of hunger?

Which of the following is the best response to the question?

Choices:
A. discomfort
B. have lunch
C. starvation
D. eating
E. anger

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where would you be unlikely to find a freezer?,freezer,train-00000-of-00001,C,"Question:
Where would you be unlikely to find a freezer?

Which of the following is the best response to the question?

Choices:
A. own home
B. office building
C. garage
D. appliance store
E. flat

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What would be built on a foundation of rock?,rock,train-00000-of-00001,C,"Question:
What would be built on a foundation of rock?

Which of the following is the best response to the question?

Choices:
A. pillars
B. mountains
C. bridge
D. mountain range
E. surface of earth

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What might someone be trying to achieve by getting wet?,getting wet,train-00000-of-00001,D,"Question:
What might someone be trying to achieve by getting wet?

Which of the following is the best response to the question?

Choices:
A. could
B. get cold
C. shrinking
D. cool off
E. shower

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
To become great at fiddling you need lots of?,fiddling,train-00000-of-00001,E,"Question:
To become great at fiddling you need lots of?

Which of the following is the best response to the question?

Choices:
A. knowledge of music
B. skill
C. candy
D. dexterity
E. practice

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Many people have a mailbox where near the road?,mailbox,train-00000-of-00001,B,"Question:
Many people have a mailbox where near the road?

Which of the following is the best response to the question?

Choices:
A. downtown area
B. front yard
C. porch
D. basement
E. hardware store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where in town could you find most banks?,bank,train-00000-of-00001,A,"Question:
Where in town could you find most banks?

Which of the following is the best response to the question?

Choices:
A. main street
B. city
C. financial center
D. subway station
E. grocery store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What is a good place for a grumpy cat?,cat,train-00000-of-00001,D,"Question:
What is a good place for a grumpy cat?

Which of the following is the best response to the question?

Choices:
A. sand box
B. back yard
C. ground
D. warm bed
E. shelf

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where does a lounge lizard likes to hang out?,lizard,train-00000-of-00001,A,"Question:
Where does a lounge lizard likes to hang out?

Which of the following is the best response to the question?

Choices:
A. jazz club
B. dessert
C. tropical rainforest
D. mountain
E. rocky places

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where can I drink beer or any other alcoholic beverage?,beer,train-00000-of-00001,A,"Question:
Where can I drink beer or any other alcoholic beverage?

Which of the following is the best response to the question?

Choices:
A. bar
B. vending machine
C. bottle
D. refrigerator
E. hockey game

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where would you use a folding chair but not store one?,folding chair,validation-00000-of-00001,A,"Question:
Where would you use a folding chair but not store one?

Which of the following is the best response to the question?

Choices:
A. beach
B. city hall
C. closet
D. garage
E. school

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where can one obtain a bass fiddle?,bass fiddle,validation-00000-of-00001,E,"Question:
Where can one obtain a bass fiddle?

Which of the following is the best response to the question?

Choices:
A. jazz band
B. string quartet
C. group band
D. nursery rhyme
E. music store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What is a flirty person known for?,person,train-00000-of-00001,C,"Question:
What is a flirty person known for?

Which of the following is the best response to the question?

Choices:
A. good looking
B. pleasure
C. playfulness
D. own house
E. new experiences

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
When meeting a friend what are you likely to do over coffee?,meeting friend,train-00000-of-00001,A,"Question:
When meeting a friend what are you likely to do over coffee?

Which of the following is the best response to the question?

Choices:
A. talk
B. excitement
C. joy
D. abuse
E. panic

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What do you take fish off of when fishing?,fish,train-00000-of-00001,A,"Question:
What do you take fish off of when fishing?

Which of the following is the best response to the question?

Choices:
A. end of line
B. ocean
C. pet shop
D. boat
E. pond

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where would a person put an automobile when not using it?,automobile,train-00000-of-00001,A,"Question:
Where would a person put an automobile when not using it?

Which of the following is the best response to the question?

Choices:
A. garage
B. highway
C. fast lane
D. freeway
E. street

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where can you get a stray small dog?,small dog,train-00000-of-00001,B,"Question:
Where can you get a stray small dog?

Which of the following is the best response to the question?

Choices:
A. living room
B. animal shelter
C. georgia
D. pet shop
E. dog show

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where could you find hundreds of thousands of mailbox?,mailbox,train-00000-of-00001,E,"Question:
Where could you find hundreds of thousands of mailbox?

Which of the following is the best response to the question?

Choices:
A. porch
B. hardware store
C. front yard
D. diner
E. downtown area

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What is a beaver likely to chew up?,beaver,train-00000-of-00001,A,"Question:
What is a beaver likely to chew up?

Which of the following is the best response to the question?

Choices:
A. american forests
B. great outdoors
C. rocks
D. canada
E. pair of pants

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
When you express  this emotion you can be hurting someone else?,hurting else,train-00000-of-00001,C,"Question:
When you express  this emotion you can be hurting someone else?

Which of the following is the best response to the question?

Choices:
A. happiness
B. punishment
C. anger
D. tears
E. suffering

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"By laughing while playing, what were the children doing?",playing,train-00000-of-00001,D,"Question:
By laughing while playing, what were the children doing?

Which of the following is the best response to the question?

Choices:
A. learning
B. getting tired
C. injuries
D. having fun
E. winning

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where would you put a vase on your wall?,vase,train-00000-of-00001,E,"Question:
Where would you put a vase on your wall?

Which of the following is the best response to the question?

Choices:
A. cabinet
B. windowsill
C. table
D. fall off shelf
E. shelf

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What group of musicians will include someone playing the cello?,cello,train-00000-of-00001,B,"Question:
What group of musicians will include someone playing the cello?

Which of the following is the best response to the question?

Choices:
A. ocean
B. symphony
C. band
D. music store
E. music shop

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What happens to most people after playing tennis all day?,playing tennis,train-00000-of-00001,B,"Question:
What happens to most people after playing tennis all day?

Which of the following is the best response to the question?

Choices:
A. championship
B. becoming tired
C. tennis elbow
D. victory
E. friends

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What is likely to happen if humans act carelessly?,humans,train-00000-of-00001,D,"Question:
What is likely to happen if humans act carelessly?

Which of the following is the best response to the question?

Choices:
A. sit down
B. war
C. reproduce
D. make mistakes
E. have sex

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What is a useful activity when experiencing loneliness?,loneliness,train-00000-of-00001,D,"Question:
What is a useful activity when experiencing loneliness?

Which of the following is the best response to the question?

Choices:
A. meet people
B. meet friend
C. make people laugh
D. socialize
E. liquor

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What does a virus primarily do to a person?,virus,train-00000-of-00001,A,"Question:
What does a virus primarily do to a person?

Which of the following is the best response to the question?

Choices:
A. infect
B. reproduce
C. mutate
D. eat food
E. make computer malfunction

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"Despite the large crowds, how did the depressed man feel?",crowd,validation-00000-of-00001,C,"Question:
Despite the large crowds, how did the depressed man feel?

Which of the following is the best response to the question?

Choices:
A. small group
B. alone
C. solitary
D. solitude
E. panic

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What can machines do that humans cannot?,machines,validation-00000-of-00001,E,"Question:
What can machines do that humans cannot?

Which of the following is the best response to the question?

Choices:
A. fail to work
B. perform work
C. answering questions
D. see work
E. fly

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What is the hope of going fishing?,fishing,train-00000-of-00001,D,"Question:
What is the hope of going fishing?

Which of the following is the best response to the question?

Choices:
A. getting food
B. wet clothes
C. getting drunk
D. catching fish
E. wetness

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where is there typically small unpaved lanes?,lane,train-00000-of-00001,B,"Question:
Where is there typically small unpaved lanes?

Which of the following is the best response to the question?

Choices:
A. city
B. rural countryside
C. bowling alley
D. highway
E. estonia

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
If your hair gel stinks it is too what?,hair gel,train-00000-of-00001,D,"Question:
If your hair gel stinks it is too what?

Which of the following is the best response to the question?

Choices:
A. barbers
B. messy
C. beauty salon
D. perfumery
E. bathroom

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Why would someone bring suit against a total stranger?,bringing suit,train-00000-of-00001,B,"Question:
Why would someone bring suit against a total stranger?

Which of the following is the best response to the question?

Choices:
A. aggravation
B. randomness
C. going to court
D. tensions
E. anger

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where is an expressway likely to be crowded?,expressway,train-00000-of-00001,E,"Question:
Where is an expressway likely to be crowded?

Which of the following is the best response to the question?

Choices:
A. country
B. canada
C. michigan
D. michigan
E. large city

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where can you find many musician with people listening to them?,musician,train-00000-of-00001,E,"Question:
Where can you find many musician with people listening to them?

Which of the following is the best response to the question?

Choices:
A. studio
B. music store
C. stage
D. symphony
E. orchestra

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where might one be unrestricted on a superhighway?,superhighway,train-00000-of-00001,C,"Question:
Where might one be unrestricted on a superhighway?

Which of the following is the best response to the question?

Choices:
A. semi-truck
B. city
C. germany
D. america
E. computer network

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where is someone likely to purchase a double edged razor?,double edged razor,train-00000-of-00001,D,"Question:
Where is someone likely to purchase a double edged razor?

Which of the following is the best response to the question?

Choices:
A. shower
B. pharmacist
C. chemist
D. drug store
E. shaving kit

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Going to bed would help someone to do what?,going to bed,train-00000-of-00001,D,"Question:
Going to bed would help someone to do what?

Which of the following is the best response to the question?

Choices:
A. relax
B. dreaming of
C. falling asleep
D. rest
E. making love

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Being able to forgive is a way to be what?,forgive,train-00000-of-00001,D,"Question:
Being able to forgive is a way to be what?

Which of the following is the best response to the question?

Choices:
A. learn
B. give hug
C. happiness
D. nice to
E. sex

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Sally was afraid of danger and always double checked what?,danger,validation-00000-of-00001,D,"Question:
Sally was afraid of danger and always double checked what?

Which of the following is the best response to the question?

Choices:
A. fight enemy
B. secure
C. being safe
D. safety
E. vicinity

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where is the best place to use a curling iron?,curling iron,train-00000-of-00001,B,"Question:
Where is the best place to use a curling iron?

Which of the following is the best response to the question?

Choices:
A. drawer
B. bathroom
C. bed room
D. use
E. girls room

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
what is a characteristic of one who want to give assistance?,give assistance,train-00000-of-00001,B,"Question:
what is a characteristic of one who want to give assistance?

Which of the following is the best response to the question?

Choices:
A. help one
B. helpful
C. listen
D. prepared
E. humanity

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"When you feed food to animals, you are at a petting?",food,train-00000-of-00001,B,"Question:
When you feed food to animals, you are at a petting?

Which of the following is the best response to the question?

Choices:
A. kitchen
B. zoo
C. spoon
D. restaurant
E. bowl

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What kind of flight cannot be taken to s foreign country?,foreign,train-00000-of-00001,E,"Question:
What kind of flight cannot be taken to s foreign country?

Which of the following is the best response to the question?

Choices:
A. imaginary flight
B. american
C. native
D. indigenous
E. domestic

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Metal is taken from what which is pulled from the ground?,metal,validation-00000-of-00001,C,"Question:
Metal is taken from what which is pulled from the ground?

Which of the following is the best response to the question?

Choices:
A. dirt
B. instruments
C. ore
D. car
E. junkyard

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where would you find a public amphitheatre in a city?,amphitheatre,train-00000-of-00001,C,"Question:
Where would you find a public amphitheatre in a city?

Which of the following is the best response to the question?

Choices:
A. greece
B. movie house
C. park
D. italy
E. outside

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
A reaching advantage can help a boxer achieve what?,reaching advantage,train-00000-of-00001,D,"Question:
A reaching advantage can help a boxer achieve what?

Which of the following is the best response to the question?

Choices:
A. being ahead
B. fall
C. speed.
D. victory
E. new option

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What covers the largest percentage of the pacific northwest?,pacific northwest,train-00000-of-00001,B,"Question:
What covers the largest percentage of the pacific northwest?

Which of the following is the best response to the question?

Choices:
A. united states
B. united states
C. washington
D. oregon
E. british columbia

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
If you exercise intensely what can happen to your respiration?,exercise,train-00000-of-00001,B,"Question:
If you exercise intensely what can happen to your respiration?

Which of the following is the best response to the question?

Choices:
A. tiredness
B. shortness of breath
C. injury
D. fitness
E. thirst

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where do people sometimes use an eraser?,eraser,train-00000-of-00001,C,"Question:
Where do people sometimes use an eraser?

Which of the following is the best response to the question?

Choices:
A. rain forest
B. office supply store
C. schools
D. desk drawer
E. pencil box

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What can eating hamburger cause immediately after eating it?,eating hamburger,validation-00000-of-00001,D,"Question:
What can eating hamburger cause immediately after eating it?

Which of the following is the best response to the question?

Choices:
A. tasty
B. health problems
C. eat cake
D. indigestion
E. gain weight

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What is done to wood to attach something to it?,wood,train-00000-of-00001,A,"Question:
What is done to wood to attach something to it?

Which of the following is the best response to the question?

Choices:
A. nailed
B. carved
C. polished
D. eat cake
E. petrify

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where are you not likely to find an apple tree?,apple tree,train-00000-of-00001,A,"Question:
Where are you not likely to find an apple tree?

Which of the following is the best response to the question?

Choices:
A. new york
B. washington state
C. valley
D. rainforest
E. park

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where would a cat sit to soak up sunlight?,cat,train-00000-of-00001,C,"Question:
Where would a cat sit to soak up sunlight?

Which of the following is the best response to the question?

Choices:
A. barn
B. house
C. window sill
D. humane society
E. comfortable chair

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Why would we handle glass with care ?,glass,train-00000-of-00001,C,"Question:
Why would we handle glass with care ?

Which of the following is the best response to the question?

Choices:
A. many different colors
B. cut vegetables
C. break easily
D. melt
E. hold water

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
A super ball is a popular what that children enjoy?,ball,train-00000-of-00001,A,"Question:
A super ball is a popular what that children enjoy?

Which of the following is the best response to the question?

Choices:
A. toy
B. park
C. earball
D. play with
E. bounces

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where might a small dog spend a nice day?,small dog,train-00000-of-00001,A,"Question:
Where might a small dog spend a nice day?

Which of the following is the best response to the question?

Choices:
A. backyard
B. own home
C. basket
D. bed room
E. dog show

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What usually happens to citizens when there is waging war?,waging war,train-00000-of-00001,B,"Question:
What usually happens to citizens when there is waging war?

Which of the following is the best response to the question?

Choices:
A. defeat
B. suffering
C. people dying
D. evil
E. confusion

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"The picture was clear,. Obviously, there had been a what?",clear,train-00000-of-00001,E,"Question:
The picture was clear,. Obviously, there had been a what?

Which of the following is the best response to the question?

Choices:
A. murky
B. dirty
C. confusing
D. invisible
E. misunderstood

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where is a good place to store a saw?,saw,train-00000-of-00001,E,"Question:
Where is a good place to store a saw?

Which of the following is the best response to the question?

Choices:
A. hardware store
B. tool shed
C. storage
D. tool kit
E. toolbox

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where would footprints be left on a man made item?,footprints,train-00000-of-00001,E,"Question:
Where would footprints be left on a man made item?

Which of the following is the best response to the question?

Choices:
A. roof
B. carpet
C. ground
D. surface of earth
E. rug

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What area are theaters typically located?,theater,train-00000-of-00001,B,"Question:
What area are theaters typically located?

Which of the following is the best response to the question?

Choices:
A. shopping mall
B. downtown area
C. in buildings
D. new york city
E. populated area

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What can you use to get a jellyfish?,jellyfish,validation-00000-of-00001,C,"Question:
What can you use to get a jellyfish?

Which of the following is the best response to the question?

Choices:
A. adriatic sea
B. mediterranean sea
C. hand
D. see
E. atlantic ocean

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What might learning about science cause in someone?,learning about science,train-00000-of-00001,E,"Question:
What might learning about science cause in someone?

Which of the following is the best response to the question?

Choices:
A. scientific knowledge
B. intimidation
C. boring
D. become educated
E. sense of wonder

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What are you hoping to do when listening to an expert speak?,listening,train-00000-of-00001,A,"Question:
What are you hoping to do when listening to an expert speak?

Which of the following is the best response to the question?

Choices:
A. learning
B. fatigue
C. mercy
D. empathy
E. anxiety

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where would you bring a picnic basket filled with food?,picnic basket,train-00000-of-00001,A,"Question:
Where would you bring a picnic basket filled with food?

Which of the following is the best response to the question?

Choices:
A. country
B. supermarket
C. kitchen
D. deli
E. bringing to picnic

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where is a stool likely to be found?,stool,train-00000-of-00001,D,"Question:
Where is a stool likely to be found?

Which of the following is the best response to the question?

Choices:
A. internet cafe
B. blacksmith's shop
C. office
D. bar
E. building

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where do you need to use a fan?,fan,train-00000-of-00001,A,"Question:
Where do you need to use a fan?

Which of the following is the best response to the question?

Choices:
A. hot room
B. sports stadium
C. appliance store
D. hockey game
E. sauna

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What city will likely have many parking structures?,parking structure,validation-00000-of-00001,A,"Question:
What city will likely have many parking structures?

Which of the following is the best response to the question?

Choices:
A. chicago
B. big city
C. large city building
D. environment
E. college campus

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where would you get some maps that you own?,maps,validation-00000-of-00001,D,"Question:
Where would you get some maps that you own?

Which of the following is the best response to the question?

Choices:
A. bookstore
B. library
C. electrical circuit
D. cabinet
E. important when traveling

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What is a person that is able to create art called?,create art,train-00000-of-00001,C,"Question:
What is a person that is able to create art called?

Which of the following is the best response to the question?

Choices:
A. take class
B. thought
C. artist
D. inspired
E. imagine

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What is key to a student's ability to learn?,learning,train-00000-of-00001,D,"Question:
What is key to a student's ability to learn?

Which of the following is the best response to the question?

Choices:
A. learn more
B. distress
C. dysfunction
D. effectiveness
E. intelligence

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"I want my wine stored in darkness, where should it go?",darkness,validation-00000-of-00001,E,"Question:
I want my wine stored in darkness, where should it go?

Which of the following is the best response to the question?

Choices:
A. movies
B. bed
C. moon
D. vault
E. cellar

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What event would soldiers be trained to use explosive devices?,explosive,train-00000-of-00001,E,"Question:
What event would soldiers be trained to use explosive devices?

Which of the following is the best response to the question?

Choices:
A. bomb
B. construction site
C. landmine
D. emergency
E. war

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
A violin and three other instruments play in what?,violin,train-00000-of-00001,D,"Question:
A violin and three other instruments play in what?

Which of the following is the best response to the question?

Choices:
A. orchestra
B. rock band
C. school
D. string quartet
E. music room

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
The carotid is a main artery susceptible to damage where?,main artery,train-00000-of-00001,A,"Question:
The carotid is a main artery susceptible to damage where?

Which of the following is the best response to the question?

Choices:
A. neck
B. face
C. busy city
D. torso
E. human body

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
One reason to keep going to work is what?,going to work,train-00000-of-00001,A,"Question:
One reason to keep going to work is what?

Which of the following is the best response to the question?

Choices:
A. promotions
B. stress
C. bad mood
D. for a party
E. exhaustion

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where do you use a ball to knock things down?,ball,train-00000-of-00001,A,"Question:
Where do you use a ball to knock things down?

Which of the following is the best response to the question?

Choices:
A. bowling alley
B. pool table
C. gymnasium
D. playground
E. golf

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
