question,question_concept,_split,answer,final_prompt,len_tk_gemma2_9b_it
"The athlete was competing in a race and saw the finish line, what did he feel as a result?",competing,train-00000-of-00001,D,"Question:
The athlete was competing in a race and saw the finish line, what did he feel as a result?

Which of the following is the best response to the question?

Choices:
A. strength
B. increased effort
C. vain thoughts
D. adrenaline rush
E. winning or losing

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
Sarah did all of it.  She was the best saleswoman in the city.  But she was never acknowledge for her what?,ali,train-00000-of-00001,A,"Question:
Sarah did all of it.  She was the best saleswoman in the city.  But she was never acknowledge for her what?

Which of the following is the best response to the question?

Choices:
A. work hard
B. sell products
C. field question
D. slow down
E. productivity

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
During the brainstorming session there was a lot of talking and what?,talking,train-00000-of-00001,B,"Question:
During the brainstorming session there was a lot of talking and what?

Which of the following is the best response to the question?

Choices:
A. obtaining information
B. exchange of ideas
C. sharing information
D. conversation
E. gathhering of information

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
John wanted to clean all of the dust out of his place before settling down to watch his favorite shows.  What might he hardest do dust?,dust,validation-00000-of-00001,D,"Question:
John wanted to clean all of the dust out of his place before settling down to watch his favorite shows.  What might he hardest do dust?

Which of the following is the best response to the question?

Choices:
A. closet
B. under the bed
C. television
D. attic
E. most buildings

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"The weasel ran up away from danger, somebody joked only our first president could get him down from the what?",weasel,validation-00000-of-00001,D,"Question:
The weasel ran up away from danger, somebody joked only our first president could get him down from the what?

Which of the following is the best response to the question?

Choices:
A. washington dc
B. ladder
C. natural history museum
D. cherry tree
E. chicken coop

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"The lab results had been compiled, the scientist began analysing the data because he wanted what?",analysing,train-00000-of-00001,E,"Question:
The lab results had been compiled, the scientist began analysing the data because he wanted what?

Which of the following is the best response to the question?

Choices:
A. learn more about
B. headache
C. do math
D. enlightened
E. better understanding

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"If you have a lot of money after cashing in your chips at a casino, what would the casino owner feel towards you?",cashing in,train-00000-of-00001,B,"Question:
If you have a lot of money after cashing in your chips at a casino, what would the casino owner feel towards you?

Which of the following is the best response to the question?

Choices:
A. betrayal
B. resentment
C. get money
D. revenge
E. leave

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"The friends enjoyed getting together to play cards, even though one of them always won because he was what?",play cards,train-00000-of-00001,E,"Question:
The friends enjoyed getting together to play cards, even though one of them always won because he was what?

Which of the following is the best response to the question?

Choices:
A. winning
B. bored
C. have fun
D. excellent
E. good at

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
"The child wanted his cereal bowl and knew he could reach it, where would he find it?",cereal bowl,train-00000-of-00001,C,"Question:
The child wanted his cereal bowl and knew he could reach it, where would he find it?

Which of the following is the best response to the question?

Choices:
A. breakfast food
B. china shop
C. kitchen cabinet
D. refrigerator
E. cupboard

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"The person knew what he had to do to achieve his dreams, so what did he do?",person,train-00000-of-00001,A,"Question:
The person knew what he had to do to achieve his dreams, so what did he do?

Which of the following is the best response to the question?

Choices:
A. spring into action
B. accept his fate
C. cross street
D. feel upset
E. travel to europe

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
The item didn't sound right because one of it's legs were uneven.  What might the item be?,leg,train-00000-of-00001,B,"Question:
The item didn't sound right because one of it's legs were uneven.  What might the item be?

Which of the following is the best response to the question?

Choices:
A. spinning wheel
B. grand piano
C. legroom
D. hospital bed
E. office chair

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"If a phoneless person needs to make a call from a public phone, where might they find one?",phone,train-00000-of-00001,E,"Question:
If a phoneless person needs to make a call from a public phone, where might they find one?

Which of the following is the best response to the question?

Choices:
A. office
B. desktop
C. neighbor's house
D. movie theater
E. rest area

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
"Where are you if you're buying whiskey, grain, and saddles at the general store?",general store,train-00000-of-00001,D,"Question:
Where are you if you're buying whiskey, grain, and saddles at the general store?

Which of the following is the best response to the question?

Choices:
A. salt
B. checkers
C. shopping mall
D. old west
E. meat store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"Plenty of love, candy and a small dog always awaited them, so the children always loved visiting where?",small dog,train-00000-of-00001,C,"Question:
Plenty of love, candy and a small dog always awaited them, so the children always loved visiting where?

Which of the following is the best response to the question?

Choices:
A. own home
B. basket
C. grandmother's house
D. apartment complex
E. trailer park

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
Joe works in an establishment that is filled with stacks of small cardboard boxes with removable lids.  Where does Joe work?,cardboard box,train-00000-of-00001,B,"Question:
Joe works in an establishment that is filled with stacks of small cardboard boxes with removable lids.  Where does Joe work?

Which of the following is the best response to the question?

Choices:
A. back alley
B. shoe store
C. storage area
D. storage
E. warehouse

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"The living conditions were poor, but the building wasn't condemned as they were still barely what?",poor,train-00000-of-00001,A,"Question:
The living conditions were poor, but the building wasn't condemned as they were still barely what?

Which of the following is the best response to the question?

Choices:
A. adequate
B. poormouth
C. rich
D. enough
E. good

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Why is waiting for the doctor difficult for people who need to do work?,waiting for,train-00000-of-00001,D,"Question:
Why is waiting for the doctor difficult for people who need to do work?

Which of the following is the best response to the question?

Choices:
A. having appointements
B. being late
C. have time to think
D. time consuming
E. impatience

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"His first big break wasn't with his band, but he played his musical instrument for the soundtrack of a what?",musical instrument,train-00000-of-00001,D,"Question:
His first big break wasn't with his band, but he played his musical instrument for the soundtrack of a what?

Which of the following is the best response to the question?

Choices:
A. magazine
B. case
C. concert hall
D. movie
E. orchestra

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"The investor seemed shady, he kept insisting his client had to spend money to what?",spend money,train-00000-of-00001,B,"Question:
The investor seemed shady, he kept insisting his client had to spend money to what?

Which of the following is the best response to the question?

Choices:
A. obtain money
B. make money
C. go shopping
D. buy things
E. steal money

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
John loved plants because of how they look.  What part does John like best?,plant,train-00000-of-00001,A,"Question:
John loved plants because of how they look.  What part does John like best?

Which of the following is the best response to the question?

Choices:
A. flower petals
B. cut off limbs
C. bloom
D. grow in garden
E. have roots

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
"The child pretended he was reading newspaper, he couldn't actually do it without what?",reading newspaper,validation-00000-of-00001,E,"Question:
The child pretended he was reading newspaper, he couldn't actually do it without what?

Which of the following is the best response to the question?

Choices:
A. patience
B. falling down
C. literacy
D. buying
E. knowing how to read

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"Because it was only two bedroom, one of the three roommates slept on the couch in the where?",couch,train-00000-of-00001,E,"Question:
Because it was only two bedroom, one of the three roommates slept on the couch in the where?

Which of the following is the best response to the question?

Choices:
A. rest area
B. party
C. bathroom
D. waiting room
E. apartment

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What is likely to someone in a skiing accident likely to have in more than one place?,skiing,train-00000-of-00001,B,"Question:
What is likely to someone in a skiing accident likely to have in more than one place?

Which of the following is the best response to the question?

Choices:
A. frost bite
B. broken bones
C. chapped lips
D. healthy body
E. broken legs

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
The teachers needed to get their classrooms ready for the school year.  What is one thing they might do?,teachers,train-00000-of-00001,C,"Question:
The teachers needed to get their classrooms ready for the school year.  What is one thing they might do?

Which of the following is the best response to the question?

Choices:
A. talk too much
B. teach children
C. open boxes
D. answering questions
E. giving homework

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"In the city the family didn't have a back yard, but now they did since they lived in a what?",back yard,train-00000-of-00001,B,"Question:
In the city the family didn't have a back yard, but now they did since they lived in a what?

Which of the following is the best response to the question?

Choices:
A. farm
B. suburb
C. property
D. neighborhood
E. yards

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
"Billy was was going on a long vacation, but before he did he got a bite to eat.  Where might he have eaten?",food,train-00000-of-00001,B,"Question:
Billy was was going on a long vacation, but before he did he got a bite to eat.  Where might he have eaten?

Which of the following is the best response to the question?

Choices:
A. space shuttle
B. friend's house
C. disneyland
D. supermarket
E. gas station

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
"James slamed into someone playing football, and not for the first time.  He was concerned about the consequences of many what?",playing football,validation-00000-of-00001,C,"Question:
James slamed into someone playing football, and not for the first time.  He was concerned about the consequences of many what?

Which of the following is the best response to the question?

Choices:
A. exhilaration
B. interactions
C. head injuries
D. death
E. having fun

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"More people should lower the guard and just have fun, we don't got long just what?",have fun,validation-00000-of-00001,A,"Question:
More people should lower the guard and just have fun, we don't got long just what?

Which of the following is the best response to the question?

Choices:
A. enjoy living
B. happy
C. enjoyable
D. get laid
E. do enjoy

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
"The catwalk was five stories up and exposed, everybody had to wear helmets and harnesses at the where?",catwalk,train-00000-of-00001,B,"Question:
The catwalk was five stories up and exposed, everybody had to wear helmets and harnesses at the where?

Which of the following is the best response to the question?

Choices:
A. mountain
B. construction site
C. theatre
D. fieldhouse
E. fashion show

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
"The host lit up as the doorbell finally rang, he was to obviously what?",host,train-00000-of-00001,A,"Question:
The host lit up as the doorbell finally rang, he was to obviously what?

Which of the following is the best response to the question?

Choices:
A. expect company
B. mount a horse
C. offer food to guests
D. head table
E. welcome guests

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
"John was very annoyed by the infidelity of his sound system.  He had paid a premium for it, so he expected what?",infidelity,train-00000-of-00001,C,"Question:
John was very annoyed by the infidelity of his sound system.  He had paid a premium for it, so he expected what?

Which of the following is the best response to the question?

Choices:
A. end marriage
B. loyalty
C. fidelity
D. faithfulness
E. mean shooting

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"They had room for many bedrooms, an office, a study, even a playroom; They certain had a what?",playroom,train-00000-of-00001,D,"Question:
They had room for many bedrooms, an office, a study, even a playroom; They certain had a what?

Which of the following is the best response to the question?

Choices:
A. building
B. nursery school
C. preschool
D. big house
E. small house

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"The tourists swam in a swimming pool, isolated from the rest of the country, where were they?",swimming pool,train-00000-of-00001,C,"Question:
The tourists swam in a swimming pool, isolated from the rest of the country, where were they?

Which of the following is the best response to the question?

Choices:
A. in a jungle.
B. ymca
C. resort hotel
D. california
E. motel

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"Animals suffer from some of the same things man does, it isn't uncommon for a pet to what?",animals,train-00000-of-00001,D,"Question:
Animals suffer from some of the same things man does, it isn't uncommon for a pet to what?

Which of the following is the best response to the question?

Choices:
A. bathe
B. copulate
C. lick on face
D. die of cancer
E. bite

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"The fox walked from the city into the forest, what was it looking for?",fox,train-00000-of-00001,C,"Question:
The fox walked from the city into the forest, what was it looking for?

Which of the following is the best response to the question?

Choices:
A. pretty flowers.
B. hen house
C. natural habitat
D. storybook
E. dense forest

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"He was getting advice for the job interview, they told him when talking to the interviewer always make what?",talking to,validation-00000-of-00001,C,"Question:
He was getting advice for the job interview, they told him when talking to the interviewer always make what?

Which of the following is the best response to the question?

Choices:
A. get tired of
B. small talk
C. eye contact
D. friendship
E. social life

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
"Sam liked procreating.   He didn't care about the children, but he loved a specific part of it.  What did he enjoy?",procreating,train-00000-of-00001,C,"Question:
Sam liked procreating.   He didn't care about the children, but he loved a specific part of it.  What did he enjoy?

Which of the following is the best response to the question?

Choices:
A. naked
B. cum
C. orgasm
D. in bed
E. penetration

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
Where is a good place to keep a saucer you don't use but want to look at?,saucer,train-00000-of-00001,C,"Question:
Where is a good place to keep a saucer you don't use but want to look at?

Which of the following is the best response to the question?

Choices:
A. kitchen
B. tea room
C. china cabinet
D. kitchen cabinet
E. cup

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
If you believe something but then you begin getting and understanding new information you may come to a what?,getting,train-00000-of-00001,B,"Question:
If you believe something but then you begin getting and understanding new information you may come to a what?

Which of the following is the best response to the question?

Choices:
A. disappointment
B. new realization
C. heat wave
D. joy
E. wanting more

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
Sally was watching from near the orchestra pit as the players came on stage.  What sort of building is she in?,orchestra pit,train-00000-of-00001,E,"Question:
Sally was watching from near the orchestra pit as the players came on stage.  What sort of building is she in?

Which of the following is the best response to the question?

Choices:
A. opera house
B. butt
C. auditorium
D. music hall
E. theatre

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
When he couldn't hear the sickness in her voice over the phone anymore he told the object of his love you what?,object,train-00000-of-00001,B,"Question:
When he couldn't hear the sickness in her voice over the phone anymore he told the object of his love you what?

Which of the following is the best response to the question?

Choices:
A. appear
B. sound well
C. become broken
D. belong to person
E. gain speed

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"When James flew to see his sister across the country, the first thing he looked for was a bar.   Where might Jame's sister have lived?",bar,train-00000-of-00001,C,"Question:
When James flew to see his sister across the country, the first thing he looked for was a bar.   Where might Jame's sister have lived?

Which of the following is the best response to the question?

Choices:
A. airport
B. salon
C. michigan
D. nightclub
E. public house

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
"He was receiving workman's compensation, he had tripped over a metal rod while building where?",metal rod,train-00000-of-00001,B,"Question:
He was receiving workman's compensation, he had tripped over a metal rod while building where?

Which of the following is the best response to the question?

Choices:
A. factory
B. construction site
C. engine
D. insides of skyscraper's walls
E. shops

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
James was planning a vacation. he was doing this because he worked hard and needed something. What did he need?,planning vacation,train-00000-of-00001,D,"Question:
James was planning a vacation. he was doing this because he worked hard and needed something. What did he need?

Which of the following is the best response to the question?

Choices:
A. stock options
B. arguments
C. spending money
D. relaxation
E. enjoying

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Bill is setting his cup on a table.  He puts a napkin under it to avoid leaving what?,setting cup on table,train-00000-of-00001,E,"Question:
Bill is setting his cup on a table.  He puts a napkin under it to avoid leaving what?

Which of the following is the best response to the question?

Choices:
A. noise
B. knocking over
C. put down
D. doesn
E. water mark

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
"Sailors drive many different types of boats, what type of boat involves their namesake.",sailor,validation-00000-of-00001,E,"Question:
Sailors drive many different types of boats, what type of boat involves their namesake.

Which of the following is the best response to the question?

Choices:
A. coming home
B. row boat
C. board ship
D. inflatable raft
E. sail boat

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
The projector displayed slides on the wall as the presenter talked to the audience.  Billy wished he didn't come to this event.  Where was he?,projector,train-00000-of-00001,C,"Question:
The projector displayed slides on the wall as the presenter talked to the audience.  Billy wished he didn't come to this event.  Where was he?

Which of the following is the best response to the question?

Choices:
A. movies
B. meeting
C. conference
D. theatre
E. show films

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
"Bobby worked in a kosher deli, but all delis were kosher where he lived.   Where might he live?",kosher deli,train-00000-of-00001,B,"Question:
Bobby worked in a kosher deli, but all delis were kosher where he lived.   Where might he live?

Which of the following is the best response to the question?

Choices:
A. germany
B. jerusalem
C. town
D. new york city
E. food court

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"If a person wants to put some excitement into his routine, he learn how to do what?",excitement,train-00000-of-00001,C,"Question:
If a person wants to put some excitement into his routine, he learn how to do what?

Which of the following is the best response to the question?

Choices:
A. play hockey
B. basketball
C. dance
D. go somewhere
E. express information

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"There's few places where a skyscraper just blends in, a panorama of what dense island is one of them?",skyscraper,train-00000-of-00001,B,"Question:
There's few places where a skyscraper just blends in, a panorama of what dense island is one of them?

Which of the following is the best response to the question?

Choices:
A. big city
B. manhattan
C. metropolis
D. large city
E. village

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"The nightclub owner wasn't a very good businessperson, but the club still did well thanks to its prime location where?",nightclub,train-00000-of-00001,A,"Question:
The nightclub owner wasn't a very good businessperson, but the club still did well thanks to its prime location where?

Which of the following is the best response to the question?

Choices:
A. downtown area
B. building
C. drink and dance
D. manhattan
E. indoors

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"The house wasn't connected to anything but rather was randomly plopped down in the woods, what did it need to have visitors?",house,train-00000-of-00001,D,"Question:
The house wasn't connected to anything but rather was randomly plopped down in the woods, what did it need to have visitors?

Which of the following is the best response to the question?

Choices:
A. city
B. residential area
C. milk man
D. street
E. subdivision

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"John wanted to hunt blowfish, but he didn't want to leave America.  Where might he search?",blowfish,train-00000-of-00001,C,"Question:
John wanted to hunt blowfish, but he didn't want to leave America.  Where might he search?

Which of the following is the best response to the question?

Choices:
A. tropical sea
B. south pacific ocean
C. hawaiian waters
D. sushi store
E. fish market

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
The siblings fought so much it seemed like the mother had to make a rule for every what?,rule,train-00000-of-00001,C,"Question:
The siblings fought so much it seemed like the mother had to make a rule for every what?

Which of the following is the best response to the question?

Choices:
A. everything
B. text book
C. family situation
D. lawbook
E. dinner time

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
"When you want to eat lunch, you need to have what for it?",have lunch,train-00000-of-00001,E,"Question:
When you want to eat lunch, you need to have what for it?

Which of the following is the best response to the question?

Choices:
A. eat food
B. shopping for food
C. prepare food
D. find food
E. have time for

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"The goal was to hit the target, but a projectile ball can't hit anything if it isn't in what?",projectile ball,validation-00000-of-00001,A,"Question:
The goal was to hit the target, but a projectile ball can't hit anything if it isn't in what?

Which of the following is the best response to the question?

Choices:
A. motion
B. ocean
C. flintlock
D. arcade
E. tennis court

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
One way to relieve your hunger if you live near the coast is to do what?,hunger,train-00000-of-00001,C,"Question:
One way to relieve your hunger if you live near the coast is to do what?

Which of the following is the best response to the question?

Choices:
A. grill
B. go to market
C. bring home fish
D. eat hamburger
E. make bread

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
Dan said that getting in line was the best choice because it would lead to what?,getting in line,train-00000-of-00001,B,"Question:
Dan said that getting in line was the best choice because it would lead to what?

Which of the following is the best response to the question?

Choices:
A. being ordered
B. less confusion
C. boredom
D. standing in line
E. have to wait for

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
After procreating what can't some people handle that makes them turn to the government?,procreating,train-00000-of-00001,C,"Question:
After procreating what can't some people handle that makes them turn to the government?

Which of the following is the best response to the question?

Choices:
A. triplets
B. having children
C. added responsibilities
D. quintuplets
E. large family

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
"The person was having a difficult time understanding the computer program, they were beginning to what?",program,train-00000-of-00001,C,"Question:
The person was having a difficult time understanding the computer program, they were beginning to what?

Which of the following is the best response to the question?

Choices:
A. stare at computer screen
B. compile
C. get frustrated
D. write code
E. think logically

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
"Sarah was celebrating with way too many beers.  Even so, she succeeded in doing what?",celebrating,train-00000-of-00001,A,"Question:
Sarah was celebrating with way too many beers.  Even so, she succeeded in doing what?

Which of the following is the best response to the question?

Choices:
A. have fun
B. drinking
C. alcoholics anonymous
D. drunkenness
E. hang over

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
"Through the colorful pages the koala went on quite the adventure, the parent thought it made for a good what?",koala,train-00000-of-00001,A,"Question:
Through the colorful pages the koala went on quite the adventure, the parent thought it made for a good what?

Which of the following is the best response to the question?

Choices:
A. child's book
B. movie
C. australian outback
D. bamboo grove
E. wilderness

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"John hated mosquitoes.  It wasn't the bloodsucking that he disliked, it was that the insects made what?",insects,train-00000-of-00001,B,"Question:
John hated mosquitoes.  It wasn't the bloodsucking that he disliked, it was that the insects made what?

Which of the following is the best response to the question?

Choices:
A. fly
B. buzz
C. move
D. honey
E. help flowers pollenate

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"A person and his friends had a wonderful weekend trip, what did they create together that will last a lifetime?",person,train-00000-of-00001,D,"Question:
A person and his friends had a wonderful weekend trip, what did they create together that will last a lifetime?

Which of the following is the best response to the question?

Choices:
A. know truth
B. own house
C. friendship braclets
D. wonderful memories
E. intelligent children

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
Gary bought stock in a fortune 500 company before going off to the tournament.   He also bought a new what?,stock,train-00000-of-00001,A,"Question:
Gary bought stock in a fortune 500 company before going off to the tournament.   He also bought a new what?

Which of the following is the best response to the question?

Choices:
A. fishing rod
B. machine gun
C. hatred
D. artillery
E. double in value

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
Little sarah didn't think that anyone should be kissing boys.  She thought that boys had what?,kissing,train-00000-of-00001,E,"Question:
Little sarah didn't think that anyone should be kissing boys.  She thought that boys had what?

Which of the following is the best response to the question?

Choices:
A. arousal
B. disease
C. sweet
D. halatosis
E. cooties

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
"If you wanted a license to catch crabs, what government office would you go to?",crab,validation-00000-of-00001,B,"Question:
If you wanted a license to catch crabs, what government office would you go to?

Which of the following is the best response to the question?

Choices:
A. most offices
B. fish department
C. fancy restaurant
D. government submarine
E. chesapeake bay

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
"The teacher told all the students that listening was key, it was the main way they would gain what?",listening,train-00000-of-00001,C,"Question:
The teacher told all the students that listening was key, it was the main way they would gain what?

Which of the following is the best response to the question?

Choices:
A. empathy
B. anxiety
C. knowlege
D. falling down
E. hear things

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
"Dan didn't like what he was seeing, so he turned the control know and flipped it to Andy.  What is the knob on?",knob,train-00000-of-00001,C,"Question:
Dan didn't like what he was seeing, so he turned the control know and flipped it to Andy.  What is the knob on?

Which of the following is the best response to the question?

Choices:
A. doorway
B. control panel
C. television
D. drawer
E. opening doors

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
Where would you run in to a niece you only see every one and a while?,niece,validation-00000-of-00001,A,"Question:
Where would you run in to a niece you only see every one and a while?

Which of the following is the best response to the question?

Choices:
A. family reunion
B. brother's house
C. family picture book
D. family tree
E. party

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
"The small dog was something of a homebody, it loved naps on the couch where?",small dog,train-00000-of-00001,E,"Question:
The small dog was something of a homebody, it loved naps on the couch where?

Which of the following is the best response to the question?

Choices:
A. big house
B. dog show
C. small apartment
D. limousine
E. living room

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
If you are drowning and people think you may not live they will be convinced otherwise when you start doing what again?,live,train-00000-of-00001,B,"Question:
If you are drowning and people think you may not live they will be convinced otherwise when you start doing what again?

Which of the following is the best response to the question?

Choices:
A. go to school
B. breathing
C. breathe
D. work yourself to death
E. read book

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"What chore might a child have to do after breakfast, before getting on the bus?",student,train-00000-of-00001,D,"Question:
What chore might a child have to do after breakfast, before getting on the bus?

Which of the following is the best response to the question?

Choices:
A. drop out of school
B. ask questions
C. enter school
D. wash dishes
E. read book

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
"If the captain of a crew was going to an arena, what type of crew would he be in?",captain,train-00000-of-00001,D,"Question:
If the captain of a crew was going to an arena, what type of crew would he be in?

Which of the following is the best response to the question?

Choices:
A. battleship
B. airplane cabin
C. military
D. basketball team
E. solider

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
"He always traveled up the mountain when winter arrived, he had a passion and desire to do what?",winter,train-00000-of-00001,C,"Question:
He always traveled up the mountain when winter arrived, he had a passion and desire to do what?

Which of the following is the best response to the question?

Choices:
A. play volleyball
B. play hockey
C. ski
D. knit
E. skate

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"She was a human in America who wanted to live well, what was a given for her situation?",human,train-00000-of-00001,B,"Question:
She was a human in America who wanted to live well, what was a given for her situation?

Which of the following is the best response to the question?

Choices:
A. think critically
B. need money
C. say hello
D. think critically
E. drink tea

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"You have to a lot of thinking while studying a new subject, but it is how you gain what?",thinking,validation-00000-of-00001,E,"Question:
You have to a lot of thinking while studying a new subject, but it is how you gain what?

Which of the following is the best response to the question?

Choices:
A. fatigue
B. depression
C. best way
D. weight
E. knowledge

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"Rocks can be found on many planets and moons, but we know of the widest variety of them on the what?",rocks,train-00000-of-00001,C,"Question:
Rocks can be found on many planets and moons, but we know of the widest variety of them on the what?

Which of the following is the best response to the question?

Choices:
A. ground
B. waterfall
C. surface of earth
D. museum
E. atmosphere

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
You need to press down and twist the top of this to get your pill out. What is it?,pill,train-00000-of-00001,D,"Question:
You need to press down and twist the top of this to get your pill out. What is it?

Which of the following is the best response to the question?

Choices:
A. medicine cabinet
B. pharmacy
C. jar
D. medicine bottle
E. box

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
"It is a lovely day, let's go outside and skate instead of doing what?",skate,train-00000-of-00001,D,"Question:
It is a lovely day, let's go outside and skate instead of doing what?

Which of the following is the best response to the question?

Choices:
A. really
B. put on helmet
C. sing
D. not work so hard
E. falling down

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
"their dad told the kids to play games, he didn't like seeing them all just sitting around looking what?",play games,train-00000-of-00001,D,"Question:
their dad told the kids to play games, he didn't like seeing them all just sitting around looking what?

Which of the following is the best response to the question?

Choices:
A. challenge
B. entertaining
C. have fun
D. bored
E. lazy

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
John saw a billboard every day on his way to work.  The billboard was visible from where?,billboard,train-00000-of-00001,C,"Question:
John saw a billboard every day on his way to work.  The billboard was visible from where?

Which of the following is the best response to the question?

Choices:
A. texas
B. las vegas
C. street
D. football ground
E. countryside

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"James bought an ipod so that he could listen to music.  It was delicate electronics, so he didn't plan to take it where?",other people,train-00000-of-00001,D,"Question:
James bought an ipod so that he could listen to music.  It was delicate electronics, so he didn't plan to take it where?

Which of the following is the best response to the question?

Choices:
A. meeting
B. mall
C. concert
D. water
E. work

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
James's hammer bent while he was driving nails. He needed a new one.  Where might he go to find one?,hammer,train-00000-of-00001,D,"Question:
James's hammer bent while he was driving nails. He needed a new one.  Where might he go to find one?

Which of the following is the best response to the question?

Choices:
A. repair shop
B. carpenter's toolbox
C. tool box
D. hardware store
E. tool shop

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
"The class got to tour the launch pad, one student looked up imagining all the shuttle launches from where?",launch pad,train-00000-of-00001,E,"Question:
The class got to tour the launch pad, one student looked up imagining all the shuttle launches from where?

Which of the following is the best response to the question?

Choices:
A. nasa
B. space center
C. movie
D. florida
E. cape kennedy

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
