ind,activity_label,ctx,answer,final_prompt,len_tk_llama3.1_8b_base
26934.0,Tumbling,. a young man dressed in a blue and white uniform,A,"Context:
"". a young man dressed in a blue and white uniform""

Which of the following endings best completes the context?

Choices:
A. is standing on a red runway preparing for his routine.
B. is putting ankle watch on he a black down spf the grass, parked on a driveway.
C. with white gloves is standing in front of a brick building holding a dust mop and holding two large metal buckets of dirty dirt to making small splashes.
D. is just hitting a stick with a bell strapped to it.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
40261.0,Raking leaves,There is a black dog and a white dog jumping around the person raking the leaves. The white dog is trying to bite off the rake. both the dogs,C,"Context:
""There is a black dog and a white dog jumping around the person raking the leaves. The white dog is trying to bite off the rake. both the dogs""

Which of the following endings best completes the context?

Choices:
A. are walking on the grass and one of the dogs is falling.
B. are standing back on his hind legs trying to get out of the rake.
C. are playing around the man raking the leaves, trying to bite the rake.
D. do this trying to be very nice.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
3329.0,Putting on shoes,They take their shoes off and put a different pair of shoes on. They continue stepping on the mat in the new shoes. they,B,"Context:
""They take their shoes off and put a different pair of shoes on. They continue stepping on the mat in the new shoes. they""

Which of the following endings best completes the context?

Choices:
A. take their socks off and put the new set on.
B. take those shoes off and walk away.
C. take their socks off and put it on their foot.
D. are then shown again and a girl is standing and talking with her feet in the air showing the basics of how to make shoes.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
18703.0,Installing carpet,A man is seen kneeling on the ground holding carpet into his hands. The man then begins laying carpet down all over the floor. the man,B,"Context:
""A man is seen kneeling on the ground holding carpet into his hands. The man then begins laying carpet down all over the floor. the man""

Which of the following endings best completes the context?

Choices:
A. continues to move around continuously moving the carpet down and looking at the camera.
B. continues to lay carpet while the camera pans around the room.
C. continues taking the carpet apart and gradually laying it back down.
D. then begins putting tiles onto the floor while still laying down.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
35163.0,Fixing bicycle,Man is standing in a workshop standing in front of a bicycle talking to the camera. list of materials,D,"Context:
""Man is standing in a workshop standing in front of a bicycle talking to the camera. list of materials""

Which of the following endings best completes the context?

Choices:
A. on the floor and wood next to the man are being measured and with he is holding a knife that he is using on the wooden leg of the bicycle and pokes at the wood.
B. and clothes are in hand.
C. are in front of him and is shown in an blankly.
D. is shown in the screen.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
11242.0,Cricket,A play the is part of a cricket game is shown on the screen. They players in the cricket game are shown celebrating and interacting with one another. a replay,C,"Context:
""A play the is part of a cricket game is shown on the screen. They players in the cricket game are shown celebrating and interacting with one another. a replay""

Which of the following endings best completes the context?

Choices:
A. of the ball is shown followed by several people scoring.
B. is made over the event, with footage of the players scored by the coach.
C. is shown and stats are then shown on the screen.
D. and replays of the play is shown in slow motion after.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
2891.0,Cleaning sink,The person sprays the sink with a solution and uses a small roller paint brush to run the solution into the sink. we,C,"Context:
""The person sprays the sink with a solution and uses a small roller paint brush to run the solution into the sink. we""

Which of the following endings best completes the context?

Choices:
A. then see a person use a giant roller brush to wash the faucet.
B. see drop soap and normal soap on the sink and a person moves water with a roller brush.
C. see before and after shots of the sink.
D. see the two women wiping the sink with a towel.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
50111.0,Vacuuming floor,A kid in blue shorts is vacuuming the floor. A kid in a red shirt is playing on a banana chair. there,A,"Context:
""A kid in blue shorts is vacuuming the floor. A kid in a red shirt is playing on a banana chair. there""

Which of the following endings best completes the context?

Choices:
A. is a white dog next to the boy.
B. are two men standing in the corner of the room watching oldies and the kids are talking about the man.
C. are also kids in red shorts going down a hallway.
D. is a pole attached to the floor.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
19234.0,Clipping cat claws,"He starts on the cats feet nails, the cat doesn't seem to like it it starts to try to move away. he",A,"Context:
""He starts on the cats feet nails, the cat doesn't seem to like it it starts to try to move away. he""

Which of the following endings best completes the context?

Choices:
A. pets the cats nose and tries to get it to settle down by petting his head.
B. eventually pierces the claws of the cat.
C. tries to push the cat down and he eventually gets the claws into the nails.
D. finishes finally on the nails on the cat's paw.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
31262.0,Removing ice from car,An older man is shown cleaning off a car in front of a home with a snow scraper. the camera,D,"Context:
""An older man is shown cleaning off a car in front of a home with a snow scraper. the camera""

Which of the following endings best completes the context?

Choices:
A. zooms in and out watching the repairs.
B. continues to pan around the inside of the car and shows moving snow that starts coming down.
C. continues to move over the man with the scraper and he licks his finger.
D. pans around the car while the older man continues to push snow off of it.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
31375.0,Ice fishing,The man appears to have caught something and kneels down to pull his fishing line by hand. The man pulls a fish out of the water and poses with it. the man,D,"Context:
""The man appears to have caught something and kneels down to pull his fishing line by hand. The man pulls a fish out of the water and poses with it. the man""

Which of the following endings best completes the context?

Choices:
A. continues to stand up and pull on his fishing wire.
B. removes the fish and gives it to another man.
C. catches a fish from his pond and holds it up close as he pulls.
D. unhooks the hook from the fish's mouth.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
6266.0,Sailing,Three women and a man are gathered on a boat. as the boat,B,"Context:
""Three women and a man are gathered on a boat. as the boat""

Which of the following endings best completes the context?

Choices:
A. pulls away, three people wearing hoppers are shown bouncing up and down to music.
B. moves through the water, the women pose for pictures.
C. rises, they gather, lifting them, then lowering them the rest of the way down the rough, rock terrain.
D. mows the waters, a male goes into a deep dive under the water.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
20334.0,Clean and jerk,A close up of a score board is shown followed by a man lifting a heavy set of weights. the man,C,"Context:
""A close up of a score board is shown followed by a man lifting a heavy set of weights. the man""

Which of the following endings best completes the context?

Choices:
A. lifts the barbells over his head and off his shoulders one after the other.
B. then lifts the weight up and down on a bar and back and forth.
C. lifts it over his head and his score his shown afterwards.
D. flips the weights and walks back and fourth.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
23309.0,Drum corps,The view changes to women carrying and swinging flags on a pole and then switches back to the large band that comes to a stop and continues to play for the crowd. the band,D,"Context:
""The view changes to women carrying and swinging flags on a pole and then switches back to the large band that comes to a stop and continues to play for the crowd. the band""

Which of the following endings best completes the context?

Choices:
A. then returns back in and continues playing with reporters, activists and officials around them.
B. begins to play with another large band watching on the sidelines.
C. comes to a stop and walk off path.
D. resumes walking and so does the crowd around and behind them.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
43076.0,Kneeling,He demonstrates on how to properly do exercises on an elastic band that is attached to a fixed pole. he,D,"Context:
""He demonstrates on how to properly do exercises on an elastic band that is attached to a fixed pole. he""

Which of the following endings best completes the context?

Choices:
A. kneels and demonstrates watching his legs bounce and the fabric of the elastic band on his chest.
B. demonstrates on a prosthetic legs while speaking to the camera.
C. shows different poses, some ways of doing a long jump and using the elastic band and swing poles.
D. grabs the elastic band and pulls it towards himself.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
636.0,Vacuuming floor,They turn the vacuum on and begin vacuuming the floor. They take the attachment hose off and vacuum the base boards and stairs. they,C,"Context:
""They turn the vacuum on and begin vacuuming the floor. They take the attachment hose off and vacuum the base boards and stairs. they""

Which of the following endings best completes the context?

Choices:
A. go back and forth checking for any dents or holes.
B. not only sit on the floor vacuuming in the spot set, they work on the stairs as well.
C. take the filter out and empty it.
D. move the vacuum up and down the wooden floors.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
33628.0,Sailing,A rough ocean has large white capped waves and a sailboat traversing through it. the sailboat,B,"Context:
""A rough ocean has large white capped waves and a sailboat traversing through it. the sailboat""

Which of the following endings best completes the context?

Choices:
A. speeds along the ocean hitting large rocks moving gradually through the ocean.
B. goes over the top of large waves and lands with a splash.
C. enter the rough waters of the sea and is pulled down with the violent waves by a strong boat.
D. sails through waves, and a female surfer and a man control surfboards.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
9702.0,Vacuuming floor,We see two vacuums on a white screen. The man picks up and shows the bottom of a vacuum. the man,B,"Context:
""We see two vacuums on a white screen. The man picks up and shows the bottom of a vacuum. the man""

Which of the following endings best completes the context?

Choices:
A. vacuums the bottom of a white tub using a red cloth.
B. flips a rug then vacuums the rug.
C. grabs a bucket and powder and sprays the vacuum, drains it and puts it on a table.
D. uses the vacuum up and down the cabinets and floors.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
14469.0,Playing beach volleyball,An introduction graphic comes onto the screen presenting a volleyball championship. A man comes onto the screen announcing the competition before it begins. different girls,A,"Context:
""An introduction graphic comes onto the screen presenting a volleyball championship. A man comes onto the screen announcing the competition before it begins. different girls""

Which of the following endings best completes the context?

Choices:
A. are shown playing beach volley ball as the narrator tells the story of their road to the championship.
B. begin to compete on how to play volleyball together.
C. get thrown and the awards are displayed.
D. come onto the screen attempting to hand out the pucks after the competition started.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
39727.0,Using the rowing machine,People workout abs in a machine pulling from a handle while a man explains the machine. then,B,"Context:
""People workout abs in a machine pulling from a handle while a man explains the machine. then""

Which of the following endings best completes the context?

Choices:
A. , the man lifts the heavy machine and the cup to the waist, pull a handle and the cups upright for removal.
B. , people lift weight and exercise, also the man lift weight.
C. , the man grips the handles and walk the machine for exercise.
D. , man lifts a woman and put her waist and neck.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
46038.0,Snatch,Several men are doing dead lifting in a weight lifting competition. one by one,C,"Context:
""Several men are doing dead lifting in a weight lifting competition. one by one""

Which of the following endings best completes the context?

Choices:
A. , people are on their knees in front of a weighted rope, waiting their turn.
B. , the men fall off and "" great sport "" is tattooed onto their chests.
C. , they squat down, grab the weight, stand, and lift it over their heads before dropping it.
D. they all begin performing the dead lifting task one by one.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
20471.0,Doing a powerbomb,. a very large man wearing a black speedo,D,"Context:
"". a very large man wearing a black speedo""

Which of the following endings best completes the context?

Choices:
A. and hula hoops is holding a yellow hula hoop with the back hand standing next to it with his left hand on top of it, arm extended.
B. stands in a dusty field and throws a javelin and the red paint runs off of the dirt.
C. stands in a field next to a horse.
D. is standing in a wrestling rink huffing and puffing.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
13376.0,Tango,The man turns and walks away while the woman demonstrates the female perspective of the dance sequence by herself. the man,B,"Context:
""The man turns and walks away while the woman demonstrates the female perspective of the dance sequence by herself. the man""

Which of the following endings best completes the context?

Choices:
A. does various hand movements to get himself into the correct position.
B. rejoins the woman and talks to the camera while demonstrating the sequence of steps from the male perspective.
C. performs rapid flips and back flips out of jump rope on front other men.
D. walks away while the dance pavement moves.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
28953.0,Hopscotch,Two children are seen playing hopscotch on a paved road while one dog walks by and another lays and watches. the girl,C,"Context:
""Two children are seen playing hopscotch on a paved road while one dog walks by and another lays and watches. the girl""

Which of the following endings best completes the context?

Choices:
A. walks along the street and gives a thumbs up at the camera.
B. lowers herself down to the ground while the others continue to play in time.
C. takes her turn followed by the boy shortly after.
D. walks up and down the sides while the boy follows behind.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
16502.0,Ice fishing,A view is seen of snow covered ground and people on the ice. A man sets up a fishing line in a hole in a lake. he,A,"Context:
""A view is seen of snow covered ground and people on the ice. A man sets up a fishing line in a hole in a lake. he""

Which of the following endings best completes the context?

Choices:
A. then pulls a fish through the hole.
B. reels in the fish and catches a bigger fish.
C. reels in the hook and begins reeling in the fish.
D. stands and catches a fish and throws it in the hole with the other fish.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
9281.0,Chopping wood,A big stump is hit with an ax to make some cord wood. the chain,B,"Context:
""A big stump is hit with an ax to make some cord wood. the chain""

Which of the following endings best completes the context?

Choices:
A. part of the stump is untied and a chain is placed around the stump and tied into place with some flint.
B. is removed and split wood falls out.
C. of a door is taken off of a wall and replaced with a larger metal pole.
D. of the ax gets stuck into the wood of the stump.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
23692.0,Removing ice from car,The man begins by scraping ice and snow off of the bottom of his windshield and the hood of his car and front grill. the man,D,"Context:
""The man begins by scraping ice and snow off of the bottom of his windshield and the hood of his car and front grill. the man""

Which of the following endings best completes the context?

Choices:
A. then complies and drains ice from the sides.
B. dips a sponge into a liquid that gets in between the cars windshield.
C. then wipes the snow off his windshield and gets in his car crawling around.
D. then scrapes and kicks at ice chunks surrounding the area around the front passenger tire.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
42135.0,Powerbocking,The man jumps over a truck and over a fence losing the cops. The man runs through a skate park down a city street and up stairs. the man,A,"Context:
""The man jumps over a truck and over a fence losing the cops. The man runs through a skate park down a city street and up stairs. the man""

Which of the following endings best completes the context?

Choices:
A. opens the bag and counts his cash.
B. jumps over a barrier and falls the stairs.
C. mounts a testing tube and glides down a hill and over a hula hoop.
D. walks and plays in a park and plays flag on a boardwalk.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
18294.0,Playing rubik cube,A woman is seen standing in front of a camera holding onto a rubix cube. She begins attempting to solve the puzzle by moving her hands around. she,B,"Context:
""A woman is seen standing in front of a camera holding onto a rubix cube. She begins attempting to solve the puzzle by moving her hands around. she""

Which of the following endings best completes the context?

Choices:
A. continues the process until they come out in front of her and she speaks.
B. finishes the rubix cube and presents it to the camera.
C. continues while moving her hands and looking to the camera.
D. continues solving the puzzle and ends by dropping down onto a mat.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
15427.0,Playing drums,A young boy is seen smiling to the camera while sitting behind a drum set. another boy,C,"Context:
""A young boy is seen smiling to the camera while sitting behind a drum set. another boy""

Which of the following endings best completes the context?

Choices:
A. then begins playing a drum set while the boy in front smiles to the camera.
B. gives him the video on how to play and the boy demonstrates several different moves.
C. adjusts a microphone while the other begins playing the drums.
D. follows suit and begins pushing drums all over the city while the camera captures them from several angles.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
26497.0,Playing blackjack,A man is seen dealing cards on a table surrounded by people. The people play a game of poker while speaking to the camera. more people,B,"Context:
""A man is seen dealing cards on a table surrounded by people. The people play a game of poker while speaking to the camera. more people""

Which of the following endings best completes the context?

Choices:
A. speak to the camera as the bad players wave and pull chips.
B. are shown speaking to the camera as well as playing around the casino.
C. join in and many smile to the camera in the end.
D. watch on the side as well as playing and showing the cards.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
36548.0,Throwing darts,A woman is shown speaking to the camera while holding a dart. pictures of a man,D,"Context:
""A woman is shown speaking to the camera while holding a dart. pictures of a man""

Which of the following endings best completes the context?

Choices:
A. 's arms are shown as well as this dart.
B. with a bowflex in one ear and a dart in her other ear next to a dart board in a room.
C. playing darts appear and he is shaking in distress before returning to talking to the camera.
D. are shown and leads into her throwing darts.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
18080.0,Washing hands,A grown man is seen talking to the camera with his hands and walking down a hallway. he,A,"Context:
""A grown man is seen talking to the camera with his hands and walking down a hallway. he""

Which of the following endings best completes the context?

Choices:
A. walks into a bathroom and washes his hands while still talking to the camera, and walks back out.
B. cooks meat and sugar in large skillet while talking to the camera.
C. falls and then rises back up again.
D. walks out on the side and walks back in to give another man a haircut.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
23859.0,Shaving,A man sits in a chair while a standing man uses an electric razor on his beard. the man,A,"Context:
""A man sits in a chair while a standing man uses an electric razor on his beard. the man""

Which of the following endings best completes the context?

Choices:
A. gently shaves the other man's beard until it is gone.
B. waves and the man shakes he beard.
C. trims between the legs of the standing man and trims above the ear of the kneeling man.
D. speaks to the camera as the man scratches his beard with the beard clipper.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
32911.0,Sumo,There is a large crowd shown clapping and two hosts speaking in the beginning. A line of men are then shown wearing sumo wrestling outfits. two people,C,"Context:
""There is a large crowd shown clapping and two hosts speaking in the beginning. A line of men are then shown wearing sumo wrestling outfits. two people""

Which of the following endings best completes the context?

Choices:
A. are shown doing a felicitations routine together.
B. talk to the crowd and begin wrestling in a large gym.
C. get inside of the ring and begin fighting.
D. in sumo wrestlers playfully wrestle and one wins by smiling to the audience.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
26759.0,Playing pool,A man is seen moving a pool stick and begins hitting balls on a table. He stops to speak to the camera and continues hitting the balls around. he,B,"Context:
""A man is seen moving a pool stick and begins hitting balls on a table. He stops to speak to the camera and continues hitting the balls around. he""

Which of the following endings best completes the context?

Choices:
A. continues to serve balls all around doing various tricks.
B. hits the balls one last time.
C. moves the balls all throughout the pool and finally hits a blue cue.
D. throws the ball in the end and begins talking to another man.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
44056.0,Getting a piercing,A man with tattoed arms swabs the ear of young lady with an ear swab. the lady,C,"Context:
""A man with tattoed arms swabs the ear of young lady with an ear swab. the lady""

Which of the following endings best completes the context?

Choices:
A. stands in front of the camera before the scene changes to a closeup of her watching youtube.
B. is then shown in her karate uniform.
C. stand up and looks at herself in the mirror.
D. continue dancing while the man wraps an arm around her waist and the keep dancing.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
32062.0,Fixing the roof,A camera pans over a roof and shows several people working and a man being interviewed. a man,D,"Context:
""A camera pans over a roof and shows several people working and a man being interviewed. a man""

Which of the following endings best completes the context?

Choices:
A. speaks to the camera and rubs a matting over holes in the roof.
B. talks to the camera and dances with the women.
C. puts a wall onto the roof and applies cement on the sides.
D. sprays down a roof and shows the product used several times and the top of the roof.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
9132.0,Table soccer,People are playing a game on a foosball machine inside of their home. they,C,"Context:
""People are playing a game on a foosball machine inside of their home. they""

Which of the following endings best completes the context?

Choices:
A. hit the balls around with a wooden bat as they walk.
B. bounce the balls off the walls into the plastic cups in front of them.
C. go back and forth trying to prevent the other from scoring.
D. get a ball in their hand and shuffle a bit to get it between the legs of someone.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
29007.0,Spread mulch,We see a the tools needed in order to complete this task. We see a man till the ground and spread black mulch on the ground around the tree. we,C,"Context:
""We see a the tools needed in order to complete this task. We see a man till the ground and spread black mulch on the ground around the tree. we""

Which of the following endings best completes the context?

Choices:
A. see a still shot text on a screen.
B. see the plant is cut in half and a clip of the finished tree in the forest.
C. see the man grab a handful of mulch and pick out pieces.
D. see the house the workers just cleared.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
24448.0,Mooping floor,A man on the screen begins to describe a mop and bucket set that are used for cleaning floors. he,A,"Context:
""A man on the screen begins to describe a mop and bucket set that are used for cleaning floors. he""

Which of the following endings best completes the context?

Choices:
A. then begins to demonstrate how to use the mop and bucket set.
B. sweeps the floors once more and returns back to speaking about how to clean them correctly.
C. explains the yellow paint job he will be using on the floor.
D. shows how the mopping flows into the sink and into a bucket.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
40362.0,BMX,The bikers are going over a curbed surface at full speed. There are several other bikers doing the same activity on another curved surface. there,A,"Context:
""The bikers are going over a curbed surface at full speed. There are several other bikers doing the same activity on another curved surface. there""

Which of the following endings best completes the context?

Choices:
A. are five bikers wearing helmets standing ready to start a race.
B. are several other spectators kneeling on the curbs helping the group go over the top.
C. is a further change of event.
D. 's also a bull in a snowy area.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
14263.0,Playing kickball,There are four kids of varying ages playing kick ball in their backyard. the girl in pink,D,"Context:
""There are four kids of varying ages playing kick ball in their backyard. the girl in pink""

Which of the following endings best completes the context?

Choices:
A. shirt misses and the boy in yellow takes it out.
B. is trying to hit the ball while the younger girl is holding it.
C. runs with the ball to kick the ball, but falls into the grass to hit it.
D. kicks the ball to her brother in the orange shirt while the little kids run around and play.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
14403.0,Beach soccer,Three people are seen standing on a sandy field and lead into one scoring a goal. the men,D,"Context:
""Three people are seen standing on a sandy field and lead into one scoring a goal. the men""

Which of the following endings best completes the context?

Choices:
A. continue to play lacrosse followed by a man scoring a goal and another reacting.
B. bow to one another and walk back over to the goal with a basket and another person scoring the ball.
C. then switch and play a game of croquette as people watch on.
D. celebrate while his clip is shown again several times.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
15497.0,Mixing drinks,A man is seen speaking to the camera and pours ice into a glass. the man,A,"Context:
""A man is seen speaking to the camera and pours ice into a glass. the man""

Which of the following endings best completes the context?

Choices:
A. then begins mixing various liquors into the drink.
B. pours something into the glass and twists it around with his hand.
C. then takes an ice cube and adds ice into the glass and mixes it up _start_followed with a shot the woman.
D. then pours ice into a glass and mixes in water and various liquids to the glass.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
27498.0,Croquet,"People play croquet in a field, a man hits a ball to score. after",B,"Context:
""People play croquet in a field, a man hits a ball to score. after""

Which of the following endings best completes the context?

Choices:
A. , guy pass them and various sport is demonstrated.
B. , the man hits a yellow ball with a stick.
C. , the men takes their distance a distance of 30 meters and score a goal, after a young man scores a goal.
D. , a people also hits bounceballs to score a goal.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
994.0,Preparing pasta,The young female is standing in the kitchen talking to the camera. the female,A,"Context:
""The young female is standing in the kitchen talking to the camera. the female""

Which of the following endings best completes the context?

Choices:
A. put the pasta in boiling water, chopped the garlic and pour olive oil in the pan, she shredded the orange peel and put in the pan and added tomatoes and seafood.
B. taken woman starts removing the ingredients from the dish.
C. removed the dalmatians from the refrigerator.
D. opened the fridge and put a beer in it then take a sip.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
46762.0,Putting in contact lenses,Man is washing a contac lens and opens the eye and with the index finger put it on the right eye. man,A,"Context:
""Man is washing a contac lens and opens the eye and with the index finger put it on the right eye. man""

Which of the following endings best completes the context?

Choices:
A. is sitting in front of a table showing how to put contact lenses.
B. is washing a small clean container and the nose pick out the item.
C. is washing the palm of his hand with the hand plaster.
D. turn the lens off and cleans the lens and put it on the right eye.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
48639.0,Baton twirling,A large group of people are seen standing around a city center waiting for people to arrive. girls dancing,B,"Context:
""A large group of people are seen standing around a city center waiting for people to arrive. girls dancing""

Which of the following endings best completes the context?

Choices:
A. are seen with just their arms above their head and beams of fans showing in the end.
B. are seen walking through the parade as other people watch on the side.
C. around on the side exits and when they arrive out spots.
D. and performing performing in the streets with a band performing.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
717.0,Welding,Man is welding a machine in a dark room. Man is welding a metal pot and smoke is spreading out of the pot. man,B,"Context:
""Man is welding a machine in a dark room. Man is welding a metal pot and smoke is spreading out of the pot. man""

Which of the following endings best completes the context?

Choices:
A. is holding a rake and spreading the steel on the metal pot.
B. is wearing welding mask in a dark room welding something.
C. is welding a metal door and smoking a pipe.
D. blow the smoke through a hose and it is tied in a brown bag.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
17630.0,Getting a piercing,A young man is seen close up who then lays down on a table and looks around. a woman,C,"Context:
""A young man is seen close up who then lays down on a table and looks around. a woman""

Which of the following endings best completes the context?

Choices:
A. is then seen riding a horse and close ups of a fence is shown.
B. is seen jumping on a skateboard in various shots and other shots.
C. is seen piercings the mans lip an showing it from various angles.
D. then hits a male with a tennis racket and she spins as she does so.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
32727.0,Having an ice cream,There's a woman dressed in a sparkly golden dress is eating a magnum chocolate truffle ice cream bar. she,C,"Context:
""There's a woman dressed in a sparkly golden dress is eating a magnum chocolate truffle ice cream bar. she""

Which of the following endings best completes the context?

Choices:
A. holds both of them out towards the camera followed by crunching.
B. takes half of the ice cream, licks it with the straw, and presents it to the camera.
C. talks about her favorite flavor being chocolate.
D. is trying very hard to ignore the taste and to enjoy herself.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
37546.0,Playing pool,The man scratches the ball and takes it back out of the pocket. The person plays a game of pool by himself. the person,C,"Context:
""The man scratches the ball and takes it back out of the pocket. The person plays a game of pool by himself. the person""

Which of the following endings best completes the context?

Choices:
A. hits the ball in the pool, and misses a shot.
B. quivers and dilutes the drink in her shot glass as the scene speeds up and adjusts.
C. makes the eight ball and finishes the game.
D. spins the balls in their cup to put in a designated area.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
2624.0,Disc dog,We see the title introducing us to jesse. Jesse the dog runs and catches frisbee. we,C,"Context:
""We see the title introducing us to jesse. Jesse the dog runs and catches frisbee. we""

Which of the following endings best completes the context?

Choices:
A. see an opening title screen.
B. see a guy hold a blue frisbee in the air and tell that the dog has a pink frisbee and we see its pink feet.
C. see jesse close up in the camera.
D. see a violinist doing a piano clip.

Reply with exactly one uppercase letter out of A, B, C, or D.
",116
34514.0,Skateboarding,"A teenaged boy jumps on a skateboard, skating across a street and up a driveway before going back onto the street. he",C,"Context:
""A teenaged boy jumps on a skateboard, skating across a street and up a driveway before going back onto the street. he""

Which of the following endings best completes the context?

Choices:
A. jumps five times on a different skateboard, striking it over and over.
B. hugs a police officer, then walks around and falls down on the grass when he tries to skateboard.
C. dismounts, talking as he kicks the board.
D. then rides a skateboard down a bridge going at high speed.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
10606.0,Running a marathon,"An old woman talks before run in a marathon where there is a lot of people participate. Then, the woman cross the finish line and people help her. a cameraman",D,"Context:
""An old woman talks before run in a marathon where there is a lot of people participate. Then, the woman cross the finish line and people help her. a cameraman""

Which of the following endings best completes the context?

Choices:
A. talks standing in a car.
B. shows her how to reach the finish line.
C. reach the winner, the people laugh and compliment the woman who is unconscious on the floor.
D. films on front the finish line while people is arriving.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
19846.0,Shot put,An athletic man is seen standing ready holding a shot put and then throws the ball off into the distance. he,C,"Context:
""An athletic man is seen standing ready holding a shot put and then throws the ball off into the distance. he""

Which of the following endings best completes the context?

Choices:
A. throws again and it falls far behind him but then again it flips just in front of him.
B. lets the ball fall and weights his score on the distance.
C. then points to himself and the crowd looking confused and finally his score being shown.
D. then attempts again a second time and throws the distance again and again.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
37549.0,High jump,The female athlete is standing and then positioned. the athlete,C,"Context:
""The female athlete is standing and then positioned. the athlete""

Which of the following endings best completes the context?

Choices:
A. jumped and pulled the rope using her feet.
B. then spins and kicks with both legs, trying to throw the ball across the field.
C. ran and jumped over the pole the female athlete get off the mat and walked away.
D. jumped from a first base position and landed on the shallow field, while her teammates take turns to hit her.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
355.0,Grooming dog,A shot of a board is shown followed by various groomers grooming dogs on tables. the people,C,"Context:
""A shot of a board is shown followed by various groomers grooming dogs on tables. the people""

Which of the following endings best completes the context?

Choices:
A. holding a treat and waiting around the dogs are shown in more shots pulling out paper and handing it off to a girl.
B. continue to brush the dogs and pretend to chairs and treat them.
C. continue grooming the dogs on tables and the video ends with text across the screen.
D. in the graph travel around the area speaking to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
325.0,Hanging wallpaper,Then he shows how to use fans to ventilate the room. He takes a scour and begins to scour the wall paper. he,C,"Context:
""Then he shows how to use fans to ventilate the room. He takes a scour and begins to scour the wall paper. he""

Which of the following endings best completes the context?

Choices:
A. shows how to detail and process paper paper.
B. then puts a towel on the back of the wall paper and wipes it off with his hand.
C. uses a paint roller to soak the wall paper for easy removal.
D. straightens it out and removes the wax paper.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
