question,subject,split,answer,final_prompt,len_tk_mistral_7b_instruct
"We have a new house.It has blue windows and a red door.There is a big garden in front of the house.There are many flowers in it.They are red, yellow, pink and white.We have a dog and a cat now.The dog's name is Brownie.She is brown and yellow.The cat's name is Tabby.He is black and grey.They are lovely.Dad, Mum, Brownie, Tabby and I are a happy family. There are   _   people in Ben's family.",,auxiliary_train-00000-of-00001,C,"We have a new house.It has blue windows and a red door.There is a big garden in front of the house.There are many flowers in it.They are red, yellow, pink and white.We have a dog and a cat now.The dog's name is Brownie.She is brown and yellow.The cat's name is Tabby.He is black and grey.They are lovely.Dad, Mum, Brownie, Tabby and I are a happy family. There are   _   people in Ben's family.

Choices:
A. Five
B. Two
C. Three
D. Four

Reply with exactly one uppercase letter out of A, B, C, or D.
",159
"When the first tiny prokaryotic cell took up residence inside a larger prokaryotic cell, it heralded the advent of the eukaryotic cell and led to an explosion of new life on Earth. Since then, most cells on Earth have internal organelles. Which of the following best summarizes an advantage of having internal membranes and organelles?",high_school_biology,test-00000-of-00001,C,"When the first tiny prokaryotic cell took up residence inside a larger prokaryotic cell, it heralded the advent of the eukaryotic cell and led to an explosion of new life on Earth. Since then, most cells on Earth have internal organelles. Which of the following best summarizes an advantage of having internal membranes and organelles?

Choices:
A. DNA can reproduce more efficiently.
B. Even though prokaryotes do not have mitochondria, they contain structures that carry out the same function.
C. Organelles separate specific reactions in the cell and increase metabolic efficiency.
D. Compartmentalization enables prokaryotes to reproduce more quickly.

Reply with exactly one uppercase letter out of A, B, C, or D.
",175
"Sam was an English student. He always stayed at home for his holidays. But last winter he thought, ""I have never left the country. All my friends have been to Spain. They like it very much. So this year I'm going there for my holiday."" First he went to Madrid and stayed in a small hotel for a few days. One morning he went out for a walk. In his country people drive on the left, but in Spain they drive on the right. Sam forgot about this, and while he came to a busy street, a bike knocked   him down. Sam lay on the ground for a few seconds and then he sat up and said, ""Where am I?"" An old man was selling maps at the side of the street. He quickly came to Sam and said, ""Maps of the city, sir?"" Sam came from  _  .",,auxiliary_train-00000-of-00001,A,"Sam was an English student. He always stayed at home for his holidays. But last winter he thought, ""I have never left the country. All my friends have been to Spain. They like it very much. So this year I'm going there for my holiday."" First he went to Madrid and stayed in a small hotel for a few days. One morning he went out for a walk. In his country people drive on the left, but in Spain they drive on the right. Sam forgot about this, and while he came to a busy street, a bike knocked   him down. Sam lay on the ground for a few seconds and then he sat up and said, ""Where am I?"" An old man was selling maps at the side of the street. He quickly came to Sam and said, ""Maps of the city, sir?"" Sam came from  _  .

Choices:
A. England
B. Spain
C. Madrid
D. a hotel

Reply with exactly one uppercase letter out of A, B, C, or D.
",223
"Bill Gates has a nice house on a hill by Lake Washington. Inside the house there are seven bedrooms, 24 bathrooms, six kitchens and six fireplaces. It even has a theatre, a library, an exercise room and a swimming pool. You can say the house is very big. However, it doesn't look so big, because a large part of it is in the hills. The house is famous for many reasons. One is its large size, and another is its amazing electronic systems  . Before a visitor goes into the house, he/she gets a chip   at the gate. The chip sends information about the visitor to the electronic systems in the house. When the visitor goes into the house, lights are on automatically  . When the visitor goes into a room, the temperature   will change to make the visitor comfortable. When the visitor goes from one room to another, he/she can hear music. Bill Gates began to build his house in 1990. It took him about 7 years to build it. Bill Gates' house is very famous. The writer gives   _   reasons.",,auxiliary_train-00000-of-00001,B,"Bill Gates has a nice house on a hill by Lake Washington. Inside the house there are seven bedrooms, 24 bathrooms, six kitchens and six fireplaces. It even has a theatre, a library, an exercise room and a swimming pool. You can say the house is very big. However, it doesn't look so big, because a large part of it is in the hills. The house is famous for many reasons. One is its large size, and another is its amazing electronic systems  . Before a visitor goes into the house, he/she gets a chip   at the gate. The chip sends information about the visitor to the electronic systems in the house. When the visitor goes into the house, lights are on automatically  . When the visitor goes into a room, the temperature   will change to make the visitor comfortable. When the visitor goes from one room to another, he/she can hear music. Bill Gates began to build his house in 1990. It took him about 7 years to build it. Bill Gates' house is very famous. The writer gives   _   reasons.

Choices:
A. one
B. two
C. four
D. five

Reply with exactly one uppercase letter out of A, B, C, or D.
",279
"Besides providing an ideal environment for sea plants and animals to live in, seawater has other values, one of which is that it constantly moves, and its movements produce energy. The most obvious movements are waves and the tides. Winds causes the waves, and the gravitational pull of the moon and the son causes tides. In places like the Bay of Fundy in Canada, the difference between the high and low tide level can be as much as 40 feet. France and Britain are now trying to use energy in the tides to produce electricity. Waves can produce electricity and some experiments are taking place to learn more about this. One of the most encouraging areas of research uses the difference between the temperature of seawater at the surface and deep down to produce electricity. According to the passage, which of the following is not true?",,auxiliary_train-00000-of-00001,B,"Besides providing an ideal environment for sea plants and animals to live in, seawater has other values, one of which is that it constantly moves, and its movements produce energy. The most obvious movements are waves and the tides. Winds causes the waves, and the gravitational pull of the moon and the son causes tides. In places like the Bay of Fundy in Canada, the difference between the high and low tide level can be as much as 40 feet. France and Britain are now trying to use energy in the tides to produce electricity. Waves can produce electricity and some experiments are taking place to learn more about this. One of the most encouraging areas of research uses the difference between the temperature of seawater at the surface and deep down to produce electricity. According to the passage, which of the following is not true?

Choices:
A. The temperature difference of seawater can produce electricity.
B. The energy in the tides can produce electricity.
C. Waves can produce electricity.
D. The plants and animals in the ocean can produce electricity.

Reply with exactly one uppercase letter out of A, B, C, or D.
",251
"Last year Jim was going to join the army( ) and had to take a medical examination  . The doctor was sitting at a desk when he went in. He said to the man, ""Take your coat and shirt off, and sit on that chair."" Jim did so. The doctor looked at him for a moment without getting up from his chair and then said, ""All right. Put your clothes on again."" ""But you haven't examined me at all."" the young man said in surprise. ""There is no need to do so,"" the doctor said with a smile. ""When I told you to take your coat and shirt off, you heard me all right, so there is nothing wrong with your ears. You saw your chair, so your eyes are good. You could take your clothes off and sit on the chair, so you must be in good health. Why did the young man take a medical examination?",,auxiliary_train-00000-of-00001,B,"Last year Jim was going to join the army( ) and had to take a medical examination  . The doctor was sitting at a desk when he went in. He said to the man, ""Take your coat and shirt off, and sit on that chair."" Jim did so. The doctor looked at him for a moment without getting up from his chair and then said, ""All right. Put your clothes on again."" ""But you haven't examined me at all."" the young man said in surprise. ""There is no need to do so,"" the doctor said with a smile. ""When I told you to take your coat and shirt off, you heard me all right, so there is nothing wrong with your ears. You saw your chair, so your eyes are good. You could take your clothes off and sit on the chair, so you must be in good health. Why did the young man take a medical examination?

Choices:
A. He hurt his ear.
B. He hoped to join the army.
C. He wanted to get some medicine.
D. He was unhealthy.

Reply with exactly one uppercase letter out of A, B, C, or D.
",252
"Air is always around us. It is around us when we walk and play. From the time we are born, air is around us. When we sit down, it is around us. When we go to bed, air is also around us. We live in air. All the animals and plants need air. Living things can't live without air. We can live without food or water for a few days, but we can not live for more than a few minutes without air. We breathe in air. When we are walking or running, we need more air. When we are asleep, we need less air. We live in air, but we can't see it. We can only feel it. We can feel it when it is moving. Moving air is called wind. How can we make air move? Here is one way. Hold and open a book in you hand in front of your face. Close it quickly! What you feel is the air. We live in air, but we can't   _   it.",,auxiliary_train-00000-of-00001,B,"Air is always around us. It is around us when we walk and play. From the time we are born, air is around us. When we sit down, it is around us. When we go to bed, air is also around us. We live in air. All the animals and plants need air. Living things can't live without air. We can live without food or water for a few days, but we can not live for more than a few minutes without air. We breathe in air. When we are walking or running, we need more air. When we are asleep, we need less air. We live in air, but we can't see it. We can only feel it. We can feel it when it is moving. Moving air is called wind. How can we make air move? Here is one way. Hold and open a book in you hand in front of your face. Close it quickly! What you feel is the air. We live in air, but we can't   _   it.

Choices:
A. look
B. see
C. get
D. feel

Reply with exactly one uppercase letter out of A, B, C, or D.
",256
"Nowadays, computer games are becoming more and more popular in many cities and towns. A lot of small shops along busy streets have been made into small game houses in order to get more money. These places are always crowded with people, especially young boys. In the computer game houses, people  spend  a lot of money competing  with the machines. It's hard for one to win the computer, but one can make  progress after trying again and again. People have a kind of gambling psychology when they play computer games. The more they lose, the more they want to win. When class is over, the school boys run to the nearby computer game houses. Little by little , they forget all about their lessons and fall far behind others. Some of them can get enough money from their parents. But some of them are not lucky enough to get the money. They begin to take away other students' money and become thieves. What is the passage mainly about?",,auxiliary_train-00000-of-00001,A,"Nowadays, computer games are becoming more and more popular in many cities and towns. A lot of small shops along busy streets have been made into small game houses in order to get more money. These places are always crowded with people, especially young boys. In the computer game houses, people  spend  a lot of money competing  with the machines. It's hard for one to win the computer, but one can make  progress after trying again and again. People have a kind of gambling psychology when they play computer games. The more they lose, the more they want to win. When class is over, the school boys run to the nearby computer game houses. Little by little , they forget all about their lessons and fall far behind others. Some of them can get enough money from their parents. But some of them are not lucky enough to get the money. They begin to take away other students' money and become thieves. What is the passage mainly about?

Choices:
A. Game houses have a bad effect on young boys.
B. More and more small shops have been made into game houses.
C. Young boys spend a lot of money playing computer games.
D. People play games better after trying again and again.

Reply with exactly one uppercase letter out of A, B, C, or D.
",280
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | Before I left for the trip, I lit a candle in order to make the house smell nicer and then I extinguished it. Scenario 2 | I used online forums to find women to date.",moral_scenarios,test-00000-of-00001,D,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | Before I left for the trip, I lit a candle in order to make the house smell nicer and then I extinguished it. Scenario 2 | I used online forums to find women to date.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",152
"According to a report by London's Sunday Times on December 24, 2011, the world's youngest professional gamer is an 8-year -old American boy, Victor De Leon. Victor has been gaming since age two, when his dad used to hand him a game-controller to soothe crying mood . He then gradually turned himself into Lil poison, king of the world of acrobatic combat . He got his first professional contract at the age of six. Lil Poison is beginning to make money from web tournaments, business activities and celebrity  financial support. His name will soon appear on a line of some clothing and on special ""skins"" used to house gaming panels . Victor's success as a celebrity is burning great interest in what Americans are beginning to call ""e-sports"" or ""cyber athletics"". Which of the following statements is not true based on the passage?",,auxiliary_train-00000-of-00001,D,"According to a report by London's Sunday Times on December 24, 2011, the world's youngest professional gamer is an 8-year -old American boy, Victor De Leon. Victor has been gaming since age two, when his dad used to hand him a game-controller to soothe crying mood . He then gradually turned himself into Lil poison, king of the world of acrobatic combat . He got his first professional contract at the age of six. Lil Poison is beginning to make money from web tournaments, business activities and celebrity  financial support. His name will soon appear on a line of some clothing and on special ""skins"" used to house gaming panels . Victor's success as a celebrity is burning great interest in what Americans are beginning to call ""e-sports"" or ""cyber athletics"". Which of the following statements is not true based on the passage?

Choices:
A. Victor made contact with e-games when he was aged two.
B. Victor is making money on the Internet.
C. Victor got his first professional contract at six
D. Victor has become an image spokesman of a company

Reply with exactly one uppercase letter out of A, B, C, or D.
",272
"The United States of America is a large country. On the same day in the winter, it may be warm in some places and cold in others. In parts of the South , in the winter, the temperature  might be over 27degC. At the same time, in parts of the North , the temperature might be below (......) 0degC. In the summer, it may be over 38degCin the South. On the same day, it may be 23degCin the North. The temperature is not the same in all parts of the United States. The rain is also very different in the country. In parts of the West there is little rain. In parts of the South there is much rain. Which season is a rainy season in the United States?     _",,auxiliary_train-00000-of-00001,D,"The United States of America is a large country. On the same day in the winter, it may be warm in some places and cold in others. In parts of the South , in the winter, the temperature  might be over 27degC. At the same time, in parts of the North , the temperature might be below (......) 0degC. In the summer, it may be over 38degCin the South. On the same day, it may be 23degCin the North. The temperature is not the same in all parts of the United States. The rain is also very different in the country. In parts of the West there is little rain. In parts of the South there is much rain. Which season is a rainy season in the United States?     _

Choices:
A. Spring.
B. Autumn.
C. Winter.
D. The passage doesn't tell us.

Reply with exactly one uppercase letter out of A, B, C, or D.
",224
"Henry was from the United States and he had come to London for a holiday. One day he was not feeling well.  So he was to the clerk at the desk of his hotel and said, ""I want to see a doctor. Can you give me the name of a good one?"" The clerk looked in a book, and said, ""Dr. Grey."" ""Is he expensive?"" ""Well,"" the clerk answered, ""he always asks for his patients two pounds for their first visit to him, and 1.5 pounds for later visit."" Henry decided    to save 50 pence. When he went to see the doctor he said, ""I've come again, doctor."" For a few seconds the doctor looked at his face carefully without saying anything. Then he nodded and said, ""Oh, yes."" He examined   him and then said, ""Everything's going as it should do. Just continue  with the medicine   I gave you last time."" The first visit to the doctor cost  _   later visit.",,auxiliary_train-00000-of-00001,C,"Henry was from the United States and he had come to London for a holiday. One day he was not feeling well.  So he was to the clerk at the desk of his hotel and said, ""I want to see a doctor. Can you give me the name of a good one?"" The clerk looked in a book, and said, ""Dr. Grey."" ""Is he expensive?"" ""Well,"" the clerk answered, ""he always asks for his patients two pounds for their first visit to him, and 1.5 pounds for later visit."" Henry decided    to save 50 pence. When he went to see the doctor he said, ""I've come again, doctor."" For a few seconds the doctor looked at his face carefully without saying anything. Then he nodded and said, ""Oh, yes."" He examined   him and then said, ""Everything's going as it should do. Just continue  with the medicine   I gave you last time."" The first visit to the doctor cost  _   later visit.

Choices:
A. as much as
B. less than
C. more than
D. no more than

Reply with exactly one uppercase letter out of A, B, C, or D.
",266
"Magnesium has an atomic radius of 160 pm and a first ionization energy of 737 kJ. Based on periodic trends and the data given above, what are the most probable values for the ionization energy and atomic radius of sodium?",high_school_chemistry,test-00000-of-00001,A,"Magnesium has an atomic radius of 160 pm and a first ionization energy of 737 kJ. Based on periodic trends and the data given above, what are the most probable values for the ionization energy and atomic radius of sodium?

Choices:
A. 186 pm, 496 kJ/mol
B. 186 pm, 898 kJ/mol
C. 135 pm, 523 kJ/mol
D. 147 pm, 523 kJ/mol

Reply with exactly one uppercase letter out of A, B, C, or D.
",155
"An 8-year-old boy is brought to the office by his mother because of a 3-day history of fever, sore throat, and itchy eyes. He just returned from a weeklong summer camp that included hiking trips and swimming lessons in the camp-owned swimming pool. He has no history of major medical illness and receives no medications. He appears tired. His temperature is 39.4°C (102.9°F); other vital signs are within normal limits. Physical examination shows conjunctival injection and discharge and oropharyngeal erythema. The public health department reports an outbreak of similar symptoms among the other campers and camp volunteers. Which of the following is the most likely cause of this patient’s symptoms?",professional_medicine,test-00000-of-00001,A,"An 8-year-old boy is brought to the office by his mother because of a 3-day history of fever, sore throat, and itchy eyes. He just returned from a weeklong summer camp that included hiking trips and swimming lessons in the camp-owned swimming pool. He has no history of major medical illness and receives no medications. He appears tired. His temperature is 39.4°C (102.9°F); other vital signs are within normal limits. Physical examination shows conjunctival injection and discharge and oropharyngeal erythema. The public health department reports an outbreak of similar symptoms among the other campers and camp volunteers. Which of the following is the most likely cause of this patient’s symptoms?

Choices:
A. Adenovirus
B. Cytomegalovirus
C. Epstein-Barr virus
D. Influenza virus

Reply with exactly one uppercase letter out of A, B, C, or D.
",223
"A large island is devastated by a volcanic eruption. Most of the horses die except for the heaviest males and heaviest females of the group. They survive, reproduce, and perpetuate the population. Since weight is highly heritable and the distribution of weights approximates a binomial distribution, the offspring of the next generation would be expected to have",high_school_biology,test-00000-of-00001,D,"A large island is devastated by a volcanic eruption. Most of the horses die except for the heaviest males and heaviest females of the group. They survive, reproduce, and perpetuate the population. Since weight is highly heritable and the distribution of weights approximates a binomial distribution, the offspring of the next generation would be expected to have

Choices:
A. a higher mean weight compared with their parents
B. a lower mean weight compared with their parents
C. the same mean weight as members of the original population
D. a higher mean weight compared with members of the original population

Reply with exactly one uppercase letter out of A, B, C, or D.
",153
"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I bent down to pick up my fork because I wanted to look up my date's skirt. Scenario 2 | When I broke a glass at my mother-in-law's house, I swept the shards into the trash.",moral_scenarios,validation-00000-of-00001,B,"For which of these two scenarios does the main character (who uses I/me/my) do something clearly morally wrong, according to ordinary moral standards in the US as of 2020? Scenario 1 | I bent down to pick up my fork because I wanted to look up my date's skirt. Scenario 2 | When I broke a glass at my mother-in-law's house, I swept the shards into the trash.

Choices:
A. Wrong, Wrong
B. Wrong, Not wrong
C. Not wrong, Wrong
D. Not wrong, Not wrong

Reply with exactly one uppercase letter out of A, B, C, or D.
",157
"This question refers to the following information.
""His Majesty the Emperor of China agrees, that British subjects, with their families and establishments, shall be allowed to reside, for the purposes of carrying on their mercantile pursuits, without molestation or restraint, at the cities and towns of Canton, Amoy, Foochowfoo, Ningpo, and Shanghai; and Her Majesty the Queen of Great Britain, &c., will appoint Superintendents, or Consular officers, to reside at each of the above-named cities or towns, to be the medium of communication between the Chinese authorities and the said merchants, and to see that the just duties and other dues of the Chinese Government, as hereafter provided for, are duly discharged by Her Britannic Majesty's subjects.""
Treaty of Nanjing, 1839
The concessions offered in this treaty most directly created British",high_school_european_history,test-00000-of-00001,B,"This question refers to the following information.
""His Majesty the Emperor of China agrees, that British subjects, with their families and establishments, shall be allowed to reside, for the purposes of carrying on their mercantile pursuits, without molestation or restraint, at the cities and towns of Canton, Amoy, Foochowfoo, Ningpo, and Shanghai; and Her Majesty the Queen of Great Britain, &c., will appoint Superintendents, or Consular officers, to reside at each of the above-named cities or towns, to be the medium of communication between the Chinese authorities and the said merchants, and to see that the just duties and other dues of the Chinese Government, as hereafter provided for, are duly discharged by Her Britannic Majesty's subjects.""
Treaty of Nanjing, 1839
The concessions offered in this treaty most directly created British

Choices:
A. colonies
B. spheres of influence
C. protectorates
D. businesses

Reply with exactly one uppercase letter out of A, B, C, or D.
",255
"My favorite physicist   is Qian Xuesen. He was born in Shanghai on December 11, 1911. He was a little fat and of medium height. And his eyes were wise. He liked music, art and science  . He studied the important implementation   plan for the Chinese rocket   and the missile  . He worked very hard for our country. I liked him very much. Qian Xuesen had famous words: I am very tiny  . It is the Chinese people that are truly great! Qian Xuesen died on October 31, 2009. I'm very sad to hear the news, and Chinese people are the same as me. He is our hero. We should learn from him and I think I won't forget the great scientist for ever. According to the passage, what's Qian Xuesen's hobby?",,auxiliary_train-00000-of-00001,D,"My favorite physicist   is Qian Xuesen. He was born in Shanghai on December 11, 1911. He was a little fat and of medium height. And his eyes were wise. He liked music, art and science  . He studied the important implementation   plan for the Chinese rocket   and the missile  . He worked very hard for our country. I liked him very much. Qian Xuesen had famous words: I am very tiny  . It is the Chinese people that are truly great! Qian Xuesen died on October 31, 2009. I'm very sad to hear the news, and Chinese people are the same as me. He is our hero. We should learn from him and I think I won't forget the great scientist for ever. According to the passage, what's Qian Xuesen's hobby?

Choices:
A. He liked playing the piano.
B. He liked piano and science.
C. He like maths, art and science.
D. He liked music, art and science.

Reply with exactly one uppercase letter out of A, B, C, or D.
",261
How many things can you do at the same time? Eating and reading are easy. Reading and playing the violin are difficult. But some people can do many things at the same time. Bob is a one-man _ . In this picture Bob is playing the drums and the guitar with his feet. He is playing the drums and the guitar with his feet. He is playing the cymbals   between his knees and the accordion  with his hands. He's also playing the bells with his hands. What a talented man Bob is! Eating and reading at the same time are  _  .,,auxiliary_train-00000-of-00001,B,"How many things can you do at the same time? Eating and reading are easy. Reading and playing the violin are difficult. But some people can do many things at the same time. Bob is a one-man _ . In this picture Bob is playing the drums and the guitar with his feet. He is playing the drums and the guitar with his feet. He is playing the cymbals   between his knees and the accordion  with his hands. He's also playing the bells with his hands. What a talented man Bob is! Eating and reading at the same time are  _  .

Choices:
A. difficult
B. easy
C. hard
D. exciting

Reply with exactly one uppercase letter out of A, B, C, or D.
",171
"Little James likes sports, so he is tall and strong in his middle school. He likes playing soccer very much, he thinks it's interesting. His grandma lives  in a village . One day, she comes to school and sees him. Grandma doesn't find the boy in the classroom, so she goes to look for  him in the school. She finds James and some boys play with only one ball. Grandma says to him:""Don't play with them, I can buy  a ball for you."" James' grandma finds him  _  .",,auxiliary_train-00000-of-00001,A,"Little James likes sports, so he is tall and strong in his middle school. He likes playing soccer very much, he thinks it's interesting. His grandma lives  in a village . One day, she comes to school and sees him. Grandma doesn't find the boy in the classroom, so she goes to look for  him in the school. She finds James and some boys play with only one ball. Grandma says to him:""Don't play with them, I can buy  a ball for you."" James' grandma finds him  _  .

Choices:
A. in the school
B. in the village
C. at home
D. in the classroom

Reply with exactly one uppercase letter out of A, B, C, or D.
",169
"My father is seventy-five years old this year. But he looks very young. He looks like a sixty-year-old man. Now he can do everything all by himself. For example, he cooks, washes clothes, does the housework and so on. Every morning, my father goes out with a radio. He listens to the music or the news and goes to the park to play taijiquan. In the park, he talks and laughs with other old people. After coming back from the park, he begins to have breakfast and then he goes to the university   for the old. He learns drawing there. In the afternoon, he plays on the computer for about one or two hours. After supper he watches TV and learns about the world. He goes to bed at about eight o'clock. He never stays up. He likes to share his ways of keeping healthy with others. Are you healthy? If not, what do you learn from my father's secret of keeping healthy? ,. The writer's father  _  after breakfast.",,auxiliary_train-00000-of-00001,D,"My father is seventy-five years old this year. But he looks very young. He looks like a sixty-year-old man. Now he can do everything all by himself. For example, he cooks, washes clothes, does the housework and so on. Every morning, my father goes out with a radio. He listens to the music or the news and goes to the park to play taijiquan. In the park, he talks and laughs with other old people. After coming back from the park, he begins to have breakfast and then he goes to the university   for the old. He learns drawing there. In the afternoon, he plays on the computer for about one or two hours. After supper he watches TV and learns about the world. He goes to bed at about eight o'clock. He never stays up. He likes to share his ways of keeping healthy with others. Are you healthy? If not, what do you learn from my father's secret of keeping healthy? ,. The writer's father  _  after breakfast.

Choices:
A. listens to music
B. plays taijiquan
C. talks to other old people
D. goes to learn drawing

Reply with exactly one uppercase letter out of A, B, C, or D.
",281
"There are four people in the twins' family. They are the twins, their father and their mother. The twins' names are Lucy and Lily. They are fourteen. They are in the same class in NO.1 Middle School. They are very good students. They not only work very hard but also sing very well. They want to join the music club. Lucy wants to play the piano. Lily can play the guitar. Their father, Mr. King, is a teacher. He teaches English in a school near his home. Their mother, Mrs. King, is a teacher, too. She teaches Chinese. Mr. and Mrs. King are in different schools. But they have the same hobby--play the guitar. Lily can   _  .",,auxiliary_train-00000-of-00001,C,"There are four people in the twins' family. They are the twins, their father and their mother. The twins' names are Lucy and Lily. They are fourteen. They are in the same class in NO.1 Middle School. They are very good students. They not only work very hard but also sing very well. They want to join the music club. Lucy wants to play the piano. Lily can play the guitar. Their father, Mr. King, is a teacher. He teaches English in a school near his home. Their mother, Mrs. King, is a teacher, too. She teaches Chinese. Mr. and Mrs. King are in different schools. But they have the same hobby--play the guitar. Lily can   _  .

Choices:
A. play the piano
B. draw horses
C. play the guitar
D. play chess

Reply with exactly one uppercase letter out of A, B, C, or D.
",207
"An experiment was performed to determine the moles of carbon dioxide gas formed (collected over water) when an acid reacts with limestone. To do this, a piece of dry limestone was weighed. Then carbon dioxide was collected until the limestone disappeared. The atmospheric pressure was measured at 0.965 atm. The temperature was 295 K. The volume of CO2 was measured to the nearest mL and corrected for the vapor pressure of water. The student continuously got low results from what was expected. Can you suggest why?",high_school_chemistry,test-00000-of-00001,C,"An experiment was performed to determine the moles of carbon dioxide gas formed (collected over water) when an acid reacts with limestone. To do this, a piece of dry limestone was weighed. Then carbon dioxide was collected until the limestone disappeared. The atmospheric pressure was measured at 0.965 atm. The temperature was 295 K. The volume of CO2 was measured to the nearest mL and corrected for the vapor pressure of water. The student continuously got low results from what was expected. Can you suggest why?

Choices:
A. Limestone is never pure CaCO3.
B. Limestone is Ca(HCO3)2.
C. Carbon dioxide is rather soluble in water.
D. Perhaps there was not enough acid to dissolve all the limestone.

Reply with exactly one uppercase letter out of A, B, C, or D.
",208
"I am not sure when I started listening to the radio. In the evening, I like listening to some talk programmes. The host's   beautiful voice makes me relax. The host often has the same feelings as the audience about love, friendship, life and so on. I am often moved   to tears. I usually go to bed at 9:30 pm and then I begin to listen to the play on the radio in bed. I can only listen to the sound, but I am always interested in guessing who they are and what they look like. I often fall asleep while listening. During lunch and supper time, I listen to the radio, too. I like listening to music because it can make me quiet. I also like thinking about something while listening to music, for example, what I shall do tomorrow, that I have to call my family tonight and that I should send short messages to my friends on Christmas Day. You see, radio is important in my life, like a friend. In the evening, the writer likes listening to some   _   programmes.",,auxiliary_train-00000-of-00001,A,"I am not sure when I started listening to the radio. In the evening, I like listening to some talk programmes. The host's   beautiful voice makes me relax. The host often has the same feelings as the audience about love, friendship, life and so on. I am often moved   to tears. I usually go to bed at 9:30 pm and then I begin to listen to the play on the radio in bed. I can only listen to the sound, but I am always interested in guessing who they are and what they look like. I often fall asleep while listening. During lunch and supper time, I listen to the radio, too. I like listening to music because it can make me quiet. I also like thinking about something while listening to music, for example, what I shall do tomorrow, that I have to call my family tonight and that I should send short messages to my friends on Christmas Day. You see, radio is important in my life, like a friend. In the evening, the writer likes listening to some   _   programmes.

Choices:
A. talk
B. sports
C. news
D. music

Reply with exactly one uppercase letter out of A, B, C, or D.
",266
"Beth wanted to make some money, so she decided to sell cocaine. She asked Albert, who was reputed to have access to illegal drugs, to supply her with cocaine so she could resell it. Albert agreed and sold Beth a bag of white powder. Beth then repackaged the white powder into smaller containers and sold one to Carol, an undercover police officer, who promptly arrested Beth. Beth immediately confessed and said that Albert was her supplier. Upon examination, the white powder was found not to be cocaine or any type of illegal substance. If Albert knew the white powder was not cocaine but Beth believed it was, which of the following is correct? ",,auxiliary_train-00000-of-00001,D,"Beth wanted to make some money, so she decided to sell cocaine. She asked Albert, who was reputed to have access to illegal drugs, to supply her with cocaine so she could resell it. Albert agreed and sold Beth a bag of white powder. Beth then repackaged the white powder into smaller containers and sold one to Carol, an undercover police officer, who promptly arrested Beth. Beth immediately confessed and said that Albert was her supplier. Upon examination, the white powder was found not to be cocaine or any type of illegal substance. If Albert knew the white powder was not cocaine but Beth believed it was, which of the following is correct? 

Choices:
A. Both Albert and Beth are guilty of attempting to sell cocaine.
B. Neither Albert nor Beth is guilty of attempting to sell cocaine.
C. Albert is guilty of attempting to sell cocaine, but Beth is not. 
D. Albert is not guilty of attempting to sell cocaine, but Beth is.

Reply with exactly one uppercase letter out of A, B, C, or D.
",236
"Lucy is a nice girl. She is twenty-six. She opens   a clothes store. Its name is Lovely Clothes Store. The store is for girls, not for boys. The store has clothes in many colors. Do you want to have a look at the store? Clothes               Colors                   Price T-shirts           blue, green and white      Y=25 Skirts           red, green, yellow and black Y=45 \ Y=65 Sweaters          yellow, blue and red        Y=35 \ Y=55 Trousers           orange, white and green  Y=54 \ Y=84 \ Y=104 ,. The clothes in Lovely Clothes Shop are for   _  .",,auxiliary_train-00000-of-00001,D,"Lucy is a nice girl. She is twenty-six. She opens   a clothes store. Its name is Lovely Clothes Store. The store is for girls, not for boys. The store has clothes in many colors. Do you want to have a look at the store? Clothes               Colors                   Price T-shirts           blue, green and white      Y=25 Skirts           red, green, yellow and black Y=45 \ Y=65 Sweaters          yellow, blue and red        Y=35 \ Y=55 Trousers           orange, white and green  Y=54 \ Y=84 \ Y=104 ,. The clothes in Lovely Clothes Shop are for   _  .

Choices:
A. fathers
B. girls
C. stars
D. boys

Reply with exactly one uppercase letter out of A, B, C, or D.
",204
