question,subject,split,answer,final_prompt,len_tk_mistral_7b_instruct
"In 1989 scientists from Norway discovered that there are far more viruses in oceans lakes, and streams than previously believed. How many viruses did they find that a milliliter of natural water might contain?",miscellaneous,test-00000-of-00001,D,"In 1989 scientists from Norway discovered that there are far more viruses in oceans lakes, and streams than previously believed. How many viruses did they find that a milliliter of natural water might contain?

Choices:
A. up to 250
B. up to 25000
C. up to 2500000
D. up to 250000000

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
"Statement 1| The SVM learning algorithm is guaranteed to find the globally optimal hypothesis with respect to its object function. Statement 2| After being mapped into feature space Q through a radial basis kernel function, a Perceptron may be able to achieve better classification performance than in its original space (though we can’t guarantee this).",machine_learning,test-00000-of-00001,A,"Statement 1| The SVM learning algorithm is guaranteed to find the globally optimal hypothesis with respect to its object function. Statement 2| After being mapped into feature space Q through a radial basis kernel function, a Perceptron may be able to achieve better classification performance than in its original space (though we can’t guarantee this).

Choices:
A. True, True
B. False, False
C. True, False
D. False, True

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
"Dear Jenny, Please take these things to your brother: his math book, baseball, notebook, CDs, and video tape. The math book is on the dresser. The baseball is under the bed. The notebook is on the bed. The CDs are in the drawer. The video tape is on the table. Thanks! Mom The  _  are in the drawer.",,auxiliary_train-00000-of-00001,C,"Dear Jenny, Please take these things to your brother: his math book, baseball, notebook, CDs, and video tape. The math book is on the dresser. The baseball is under the bed. The notebook is on the bed. The CDs are in the drawer. The video tape is on the table. Thanks! Mom The  _  are in the drawer.

Choices:
A. rulers
B. books
C. CDs
D. pens

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
"A teacher buys the folders listed below.
* 5 boxes of red folders with 36 folders in each box
* 6 boxes of blue folders with 32 folders in each box
Which number is closest to the total number of red and blue folders that the teacher buys?",elementary_mathematics,test-00000-of-00001,B,"A teacher buys the folders listed below.
* 5 boxes of red folders with 36 folders in each box
* 6 boxes of blue folders with 32 folders in each box
Which number is closest to the total number of red and blue folders that the teacher buys?

Choices:
A. 275
B. 380
C. 440
D. 550

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
"A study is designed to evaluate the feasibility of acupuncture in children with chronic headaches. Sixty children with chronic headaches are recruited for the study. In addition to their usual therapy, all children are treated with acupuncture three times a week for 2 months. Which of the following best describes this study design?",professional_medicine,test-00000-of-00001,B,"A study is designed to evaluate the feasibility of acupuncture in children with chronic headaches. Sixty children with chronic headaches are recruited for the study. In addition to their usual therapy, all children are treated with acupuncture three times a week for 2 months. Which of the following best describes this study design?

Choices:
A. Case-control
B. Case series
C. Crossover
D. Cross-sectional

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
"If v is an eigenvector of an invertible matrix A, then which of the following is I are necessarily
true?
I. v is also an eigenvector of 2A.
II. v is also an eigenvector of A^2.
III. v is also an eigenvector of A^(-1).",college_mathematics,test-00000-of-00001,D,"If v is an eigenvector of an invertible matrix A, then which of the following is I are necessarily
true?
I. v is also an eigenvector of 2A.
II. v is also an eigenvector of A^2.
III. v is also an eigenvector of A^(-1).

Choices:
A. I only
B. II only
C. III only
D. I, II, and III

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
"Jennifer is competing in a marathon, which is a 26.2-mile race. If Jennifer runs the first half of the race at 8 mph and the second half of the race at 6 mph, approximately how many hours does it take for her to complete the race?",high_school_mathematics,test-00000-of-00001,C,"Jennifer is competing in a marathon, which is a 26.2-mile race. If Jennifer runs the first half of the race at 8 mph and the second half of the race at 6 mph, approximately how many hours does it take for her to complete the race?

Choices:
A. 2.62
B. 3.74
C. 3.82
D. 4.12

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
"In one metropolitan region, technical writers have an annual salary that is approximately normally distributed with a mean of $55,800. The first quartile of salaries is $48,815. What is the standard deviation?",high_school_statistics,test-00000-of-00001,B,"In one metropolitan region, technical writers have an annual salary that is approximately normally distributed with a mean of $55,800. The first quartile of salaries is $48,815. What is the standard deviation?

Choices:
A. $6,984 
B. $10,356 
C. $10,476 
D. $13,968 

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
"Rain forests contain more species of trees than any other biome. However, scientists have found that the soil of the forest floor is relatively nutrient poor. What could most likely account for this?",,auxiliary_train-00000-of-00001,B,"Rain forests contain more species of trees than any other biome. However, scientists have found that the soil of the forest floor is relatively nutrient poor. What could most likely account for this?

Choices:
A. The lack of weathering reduces the availability of the minerals.
B. The nutrients are being utilized by the plant life.
C. The forest floor does not get enough sunlight.
D. The animals eat the nutrients.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
Collin spent 7 hours volunteering last month. Vanessa spent 21 hours volunteering last month. Which equation correctly shows how many times more hours Vanessa spent volunteering last month than Collin?,elementary_mathematics,validation-00000-of-00001,A,"Collin spent 7 hours volunteering last month. Vanessa spent 21 hours volunteering last month. Which equation correctly shows how many times more hours Vanessa spent volunteering last month than Collin?

Choices:
A. 7 × 3 = 21
B. 7 × 14 = 21
C. 21 × 3 = 63
D. 21 × 7 = 147

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
" Which of the following is a problem for Kant's principle of equality and an ""eye for an eye"" according to Nathanson?",moral_disputes,test-00000-of-00001,D," Which of the following is a problem for Kant's principle of equality and an ""eye for an eye"" according to Nathanson?

Choices:
A. It fails to tell us what the appropriate punishment would be for all cases of criminal action.
B. It does not provide an adequate measure of moral desert.
C. It requires that we punish criminals in ways that are morally unacceptable.
D. all of the above

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
"In transactions between merchants, what is not true about additional terms proposed in the acceptance?",professional_law,test-00000-of-00001,B,"In transactions between merchants, what is not true about additional terms proposed in the acceptance?

Choices:
A. They become part of the contract unless they materially alter the agreement.
B. Additional terms always become part of the contract.
C. They become part of the contract unless the offer expressly limits acceptance to the terms of the offer.
D. They become part of the contract unless the offeror objects within a reasonable time to the additional terms.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
Which of the following is a special feature of the rabies vaccine?,virology,test-00000-of-00001,B,"Which of the following is a special feature of the rabies vaccine?

Choices:
A. The vaccine has not changed since the time of L. Pasteur
B. The original air dried spinal cord of infected rabbits was a killed vaccine
C. The vaccine still needs 16 doses given into the peritoneal cavity
D. The modern rabies vaccine is grown in human diploid cells from an aborted embryo

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
"When imbalances occur in the sex ratio of sexual species that have two sexes (i.e., other than a 50:50 ratio), the members of the minority sex often receive a greater proportion of care and resources from parents than do the offspring of the majority sex. This is most clearly an example of",high_school_biology,test-00000-of-00001,D,"When imbalances occur in the sex ratio of sexual species that have two sexes (i.e., other than a 50:50 ratio), the members of the minority sex often receive a greater proportion of care and resources from parents than do the offspring of the majority sex. This is most clearly an example of

Choices:
A. sexual selection.
B. disruptive selection.
C. balancing selection.
D. frequency-dependent selection.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
The possibility that Homo erectus possessed an aesthetic sense and may have created “art” is suggested by:,prehistory,test-00000-of-00001,C,"The possibility that Homo erectus possessed an aesthetic sense and may have created “art” is suggested by:

Choices:
A. the size of their brains, with a mean brain size slightly larger than modern humans.
B. cave paintings and elaborate burials with numerous grave goods at the Trinil site.
C. recovery of a shell at the Trinil site with an intentionally engraved series of lines.
D. all of the above.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
"A student notices dogs have more fleas in the summer than in the winter. Based on these observations, which is the most logical question for the student to investigate?",,auxiliary_train-00000-of-00001,D,"A student notices dogs have more fleas in the summer than in the winter. Based on these observations, which is the most logical question for the student to investigate?

Choices:
A. How does wind affect the amount of fleas on dogs?
B. How does diet affect the amount of fleas on dogs?
C. How does rain affect the amount of fleas on dogs?
D. How does temperature affect the amount of fleas on dogs?

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
You buy 100 shares in XYZ Corporation on the Internet and your broker charges you $29.95.,high_school_macroeconomics,test-00000-of-00001,C,"You buy 100 shares in XYZ Corporation on the Internet and your broker charges you $29.95.

Choices:
A. This will increase the investment component of GDP and therefore overall GDP.
B. This has no effect on GDP.
C. This will increase GDP by $29.95.
D. This will increase GDP by the cost of the shares minus $29.95.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
"Consider the following segment of code.
 String word = ""conflagration"";
 int x = word.indexOf(""flag"");
 String s = word.substring(0, x);
 What will be the result of executing the above segment?",high_school_computer_science,validation-00000-of-00001,D,"Consider the following segment of code.
 String word = ""conflagration"";
 int x = word.indexOf(""flag"");
 String s = word.substring(0, x);
 What will be the result of executing the above segment?

Choices:
A. String s will be the empty string.
B. String s will contain ""flag"".
C. String s will contain ""conf"".
D. String s will contain ""con"".

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
"A student is asked to make soil using the following substances: water, ore, humus, crystal, weathered rock, and metamorphic rock. Which combination of these substances should the student choose?",,auxiliary_train-00000-of-00001,B,"A student is asked to make soil using the following substances: water, ore, humus, crystal, weathered rock, and metamorphic rock. Which combination of these substances should the student choose?

Choices:
A. humus, crystal, and ore
B. water, weathered rock, and humus
C. water, metamorphic rock, and crystal
D. metamorphic rock, ore, and weathered rock

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
Which of the following types of information would be included in total net assets in the statement of financial position for a nongovernmental not-for-profit organization?,professional_accounting,test-00000-of-00001,C,"Which of the following types of information would be included in total net assets in the statement of financial position for a nongovernmental not-for-profit organization?

Choices:
A. Total current net assets and total other assets.
B. Total current assets and restricted assets.
C. Unrestricted net assets, temporarily restricted net assets, and permanently restricted net assets.
D. Unrestricted net assets, restricted net assets, and total current assets.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
" According to Sinnott-Armstrong, if we cannot find any moral principle to back up our intuition that wasteful driving (of the sort mentioned in his article) is wrong, then",moral_disputes,test-00000-of-00001,C," According to Sinnott-Armstrong, if we cannot find any moral principle to back up our intuition that wasteful driving (of the sort mentioned in his article) is wrong, then

Choices:
A. we know that wasteful driving is morally permissible.
B. we know that particularism is true.
C. we do not know whether wasteful driving is wrong.
D. we know that wasteful driving is not wrong.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
A student gives a red toy car a push on a wooden floor. The student then pushes the same red toy car on a cement floor. Which question is the student most likely investigating?,,auxiliary_train-00000-of-00001,C,"A student gives a red toy car a push on a wooden floor. The student then pushes the same red toy car on a cement floor. Which question is the student most likely investigating?

Choices:
A. How fast does a toy car usually roll?
B. What is the best way to make a toy car roll?
C. Which surface allows a toy car to roll farther?
D. Does color have an effect on the distance a toy car rolls?

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
What is a web proxy?,computer_security,test-00000-of-00001,A,"What is a web proxy?

Choices:
A. A piece of software that intercepts and possibly modifies requests (and responses) between a web browser and web server
B. An agent that makes decisions on the client's behalf when interacting with web applications
C. A piece of software that makes a web application look like a standalone application, making it easier to test
D. A simulator for the web, for use when off-line

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
_______ and _______ are both examples of _______ -based theories which are based on basic universal principles of right and wrong.,business_ethics,test-00000-of-00001,A,"_______ and _______ are both examples of _______ -based theories which are based on basic universal principles of right and wrong.

Choices:
A. Ethics of duty, Ethics of rights and justice, Principle
B. Utilitarianism, Egoism, Principle
C. Ethics of duty, Utilitarianism, Consequentialist
D. Egoism, Ethics of rights and justice, Consequentialist

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
What do we know about the people who built Stonehenge based on the analysis of animal teeth from a nearby village?,prehistory,test-00000-of-00001,B,"What do we know about the people who built Stonehenge based on the analysis of animal teeth from a nearby village?

Choices:
A. They raised livestock at the site, including cattle, sheep, and goats.
B. They brought animals to the site from outside of the region.
C. They had no domesticated animals but hunted wild animals for meat.
D. They hunted antelope, gazelle, and bear.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
The residual from a standard regression model is defined as,econometrics,test-00000-of-00001,C,"The residual from a standard regression model is defined as

Choices:
A. The difference between the actual value, y, and the mean, y-bar
B. The difference between the fitted value, y-hat, and the mean, y-bar
C. The difference between the actual value, y, and the fitted value, y-hat
D. The square of the difference between the fitted value, y-hat, and the mean, y-bar

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
"Statement 1 | If T: V -> W is a linear transformation and dim(V ) < dim(W) < 1, then T must be injective. Statement 2 | Let dim(V) = n and suppose that T: V -> V is linear. If T is injective, then it is a bijection.",abstract_algebra,test-00000-of-00001,A,"Statement 1 | If T: V -> W is a linear transformation and dim(V ) < dim(W) < 1, then T must be injective. Statement 2 | Let dim(V) = n and suppose that T: V -> V is linear. If T is injective, then it is a bijection.

Choices:
A. True, True
B. False, False
C. True, False
D. False, True

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
Suppose a nation is experiencing an annual budget surplus and uses some of this surplus to pay down part of the national debt. One potential side effect of this policy would be,high_school_macroeconomics,test-00000-of-00001,C,"Suppose a nation is experiencing an annual budget surplus and uses some of this surplus to pay down part of the national debt. One potential side effect of this policy would be

Choices:
A. increase interest rates and throw the economy into a recession.
B. increase interest rates and depreciate the nation's currency.
C. decrease interest rates and risk an inflationary period.
D. decrease interest rates and throw the economy into a recession.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
Which of the following is NOT true of the χ2 probability distribution function?,high_school_statistics,test-00000-of-00001,D,"Which of the following is NOT true of the χ2 probability distribution function?

Choices:
A. The area under the χ2 curve is 1.
B. χ2 is defined only for nonnegative values of the variable.
C. For small degrees of freedom, the curve displays strong right-skewness.
D. For the same α, as the number of degrees of freedom increases, the critical value for the rejection region decreases.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
"Which of the following statements is correct?
",nutrition,validation-00000-of-00001,C,"Which of the following statements is correct?


Choices:
A. Insulin suppresses the activity of glycogen synthase
B. Insulin mediates glucose uptake in the brain
C. ""Prediabetes"" is a condition characterized by an increased risk for the future development of type 2 diabetes
D. The rise in insulin concentration after meal ingestion is reduced in type 1 but not in type 2 diabetes

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
"To ensure the independence of the non-executive board members, they are a number of steps which can be taken, which include non-executives being drawn from _______ the company, being appointed for a _________ time period as well as being appointed _________.",business_ethics,dev-00000-of-00001,A,"To ensure the independence of the non-executive board members, they are a number of steps which can be taken, which include non-executives being drawn from _______ the company, being appointed for a _________ time period as well as being appointed _________.

Choices:
A. Outside, Limited, Independently
B. Inside, Limited, Intermittently
C. Outside, Unlimited, Intermittently
D. Inside, Unlimited, Independently

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
"A manufacturing industry has asked to relocate its plant to your town. From an environmental perspective, which question is least important to ask before deciding whether the industry may move to your town?",,auxiliary_train-00000-of-00001,D,"A manufacturing industry has asked to relocate its plant to your town. From an environmental perspective, which question is least important to ask before deciding whether the industry may move to your town?

Choices:
A. How will the plant affect wildlife of the area?
B. What kinds of pollution will the plant produce?
C. What impact will the plant have on the population of the town?
D. What are the uses of the products that the plant will manufacture?

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
"In the vibrational-rotational spectrum of a diatomic molecule, the R-branch of the spectrum is the result of which of the following transitions?",college_chemistry,test-00000-of-00001,D,"In the vibrational-rotational spectrum of a diatomic molecule, the R-branch of the spectrum is the result of which of the following transitions?

Choices:
A. ΔJ = 0; Δu = 0
B. ΔJ = 1; Δu = 0
C. ΔJ = 2; Δu = 0
D. ΔJ = 1; Δu = 1

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
"As humans travel in space, which gas is provided in the atmosphere of the spacecraft and which gas is removed from the atmosphere of the spacecraft?",,auxiliary_train-00000-of-00001,A,"As humans travel in space, which gas is provided in the atmosphere of the spacecraft and which gas is removed from the atmosphere of the spacecraft?

Choices:
A. Oxygen is provided. Carbon dioxide is removed.
B. Carbon dioxide is provided. Oxygen is removed.
C. Carbon dioxide is provided. Nitrogen is removed.
D. Oxygen is provided. Nitrogen is removed.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
Which of the following most accurately describes the right of American citizens to privacy?,high_school_government_and_politics,test-00000-of-00001,C,"Which of the following most accurately describes the right of American citizens to privacy?

Choices:
A. The right to privacy is determined entirely by the states on a case-by-case basis.
B. The right to privacy is explicitly granted in the Preamble to the Constitution.
C. The Supreme Court has ruled that the right to privacy is implied by the Bill of Rights.
D. Common law requires the government to respect citizens' right to privacy.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
The nebular theory of the formation of the solar system successfully predicts all but one of the following. Which one does the theory not predict?,astronomy,test-00000-of-00001,B,"The nebular theory of the formation of the solar system successfully predicts all but one of the following. Which one does the theory not predict?

Choices:
A. Planets orbit around the Sun in nearly circular orbits in a flattened disk.
B. the equal number of terrestrial and jovian planets
C. the craters on the Moon
D. asteroids Kuiper-belt comets and the Oort cloud

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
"A survey of 1000 registered voters revealed that 450 people would vote for candidate A in an upcoming election. If 220,000 people vote in the election, how many votes would the survey takers predict candidate A should receive?",elementary_mathematics,test-00000-of-00001,D,"A survey of 1000 registered voters revealed that 450 people would vote for candidate A in an upcoming election. If 220,000 people vote in the election, how many votes would the survey takers predict candidate A should receive?

Choices:
A. 44,500
B. 48,900
C. 95,000
D. 99,000

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
 Carens argues that a policy of exclusion does not always imply that the culture and people being protected are superior because,moral_disputes,test-00000-of-00001,B," Carens argues that a policy of exclusion does not always imply that the culture and people being protected are superior because

Choices:
A. such a policy actually implies that the protected culture is inferior.
B. the exclusion may simply reflect an attachment to what is one's own (rather than a belief in superiority).
C. superiority and inferiority are inherently subjective concepts.
D. only superior cultures have freedom of movement.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
"A car rounds a banked curve of uniform radius. Three forces act on the car: a friction force between the tires and the road, the normal force from the road, and the weight of the car. Which provides the centripetal force which keeps the car in circular motion?",high_school_physics,test-00000-of-00001,D,"A car rounds a banked curve of uniform radius. Three forces act on the car: a friction force between the tires and the road, the normal force from the road, and the weight of the car. Which provides the centripetal force which keeps the car in circular motion?

Choices:
A. the friction force alone
B. the normal force alone
C. the weight alone
D. a combination of the normal force and the friction force

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
 Hourdequin argues that one flaw of consequentialist calculation is that,moral_disputes,test-00000-of-00001,B," Hourdequin argues that one flaw of consequentialist calculation is that

Choices:
A. it fails to reconcile prima facie duties.
B. it can run counter to a person's being able to integrate her commitments at various levels.
C. it can run counter to the idea that persons are atomistic and individually rational actors.
D. it fails to recognize that possibility that the persons are best understood in relation to one another.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
Helen is preparing a presentation about objects in the solar system. She includes facts about the order of the planets and their distances from the Sun. Which statement could she include in an accurate presentation?,,auxiliary_train-00000-of-00001,D,"Helen is preparing a presentation about objects in the solar system. She includes facts about the order of the planets and their distances from the Sun. Which statement could she include in an accurate presentation?

Choices:
A. Mars is closer to the Sun than Earth.
B. Neptune is one light-year from the Sun.
C. Jupiter is farther from the Sun than Uranus.
D. Earth is one astronomical unit from the Sun.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
Four students are investigating the effect of the force of a baseball bat on a ball. They marked the four different points where each of the balls made contact on the bat after each strike by each of the four students. Which of the following describes an error in the experimental design?,,auxiliary_train-00000-of-00001,D,"Four students are investigating the effect of the force of a baseball bat on a ball. They marked the four different points where each of the balls made contact on the bat after each strike by each of the four students. Which of the following describes an error in the experimental design?

Choices:
A. failure to conduct enough trials
B. not considering the spin of the ball
C. not using balls of different masses
D. failure to define one testable variable

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
What will happen to the equilibrium price level and the equilibrium quantity of output if the aggregate demand curve shifts to the right? Assume an upward sloping aggregate supply curve.,high_school_macroeconomics,validation-00000-of-00001,C,"What will happen to the equilibrium price level and the equilibrium quantity of output if the aggregate demand curve shifts to the right? Assume an upward sloping aggregate supply curve.

Choices:
A. The equilibrium price level increases while the equilibrium quantity of output decreases.
B. The equilibrium price level decreases while the equilibrium quantity of output increases.
C. The equilibrium price level and quantity of output increase.
D. The equilibrium price level and quantity of output decrease.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
When does an illegal act of violence on the high seas fall short of qualifying as piracy?,international_law,test-00000-of-00001,D,"When does an illegal act of violence on the high seas fall short of qualifying as piracy?

Choices:
A. When it is committed against a public vessel of another State
B. When it is committed for 'private ends'
C. When it is committed by a warship even when its crew has mutinied and taken control of the ship
D. When it is not committed against another vessel and when it is not committed for 'private ends'

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
"A woman visits the same beach year after year, and begins to notice a change to a large wall of stone. Where the water touches the rock, she notices that the rock shows signs of being dissolved. After two year, there is an indent in the rock. After fifty years, the woman discovers that the rock",,auxiliary_train-00000-of-00001,A,"A woman visits the same beach year after year, and begins to notice a change to a large wall of stone. Where the water touches the rock, she notices that the rock shows signs of being dissolved. After two year, there is an indent in the rock. After fifty years, the woman discovers that the rock

Choices:
A. is now an underground chamber
B. is now solid gold
C. is now about to explode
D. is now much bigger

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
How should Security Studies be studied?,security_studies,validation-00000-of-00001,D,"How should Security Studies be studied?

Choices:
A. An examination of the social processes by which people construct a threat, taking into account the importance of ideational factors such as culture, beliefs, norms, ideas and identity.
B. Concern about the moral and ethical dimensions of international affairs.
C. The separation of fact and value to generate theoretically grounded hypotheses, which can then be tested against evidence.
D. None of the above.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).",abstract_algebra,validation-00000-of-00001,B,"Statement 1 | If a group has an element of order 10, then the number of elements of order 10 is divisible by 4. Statement 2 | If m and n are positive integers and phi is the Euler phi function, then phi(mn) = phi(m)phi(n).

Choices:
A. True, True
B. False, False
C. True, False
D. False, True

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
Male barn swallow birds with symmetrically-shaped wings find mates more quickly than males with asymmetrical wing shapes. Which statement best explains the significance of symmetry in the barn swallow population?,,auxiliary_train-00000-of-00001,A,"Male barn swallow birds with symmetrically-shaped wings find mates more quickly than males with asymmetrical wing shapes. Which statement best explains the significance of symmetry in the barn swallow population?

Choices:
A. Symmetrical wings are attractive to females.
B. Symmetrical wings indicate genetic mutations.
C. Symmetrical wings indicate that males are good predators.
D. Symmetrical wings are signs that a bird is very aggressive.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
"In preparing consolidated financial statements of a U.S. parent company with a foreign subsidiary, the foreign subsidiary’s functional currency is the currency",professional_accounting,test-00000-of-00001,D,"In preparing consolidated financial statements of a U.S. parent company with a foreign subsidiary, the foreign subsidiary’s functional currency is the currency

Choices:
A. In which the subsidiary maintains its accounting records.
B. Of the country in which the subsidiary is located.
C. Of the country in which the parent is located.
D. Of the environment in which the subsidiary primarily generates and expends cash.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
"As an airplane climbs in the sky, the pilot notices ice crystals forming on the windshield. This happens because",,auxiliary_train-00000-of-00001,D,"As an airplane climbs in the sky, the pilot notices ice crystals forming on the windshield. This happens because

Choices:
A. blizzards occur more often at higher altitudes.
B. friction with the atmosphere causes ice to develop.
C. water evaporates faster at higher altitudes, resulting in ice crystals.
D. moisture on the outside of the plane freezes due to colder air at higher altitudes.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
A lesion causing compression of the facial nerve at the stylomastoid foramen will cause ipsilateral,anatomy,test-00000-of-00001,A,"A lesion causing compression of the facial nerve at the stylomastoid foramen will cause ipsilateral

Choices:
A. paralysis of the facial muscles.
B. paralysis of the facial muscles and loss of taste.
C. paralysis of the facial muscles, loss of taste and lacrimation.
D. paralysis of the facial muscles, loss of taste, lacrimation and decreased salivation.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
"Let $M=4a^2 - 2b^2 +a$. Let $j$ be the value of $M$ when $a=5$ and $b=3$, and let $k$ be the value of $M$ when $a=-1$ and $b=4$. Calculate $j+2k$.",high_school_mathematics,test-00000-of-00001,A,"Let $M=4a^2 - 2b^2 +a$. Let $j$ be the value of $M$ when $a=5$ and $b=3$, and let $k$ be the value of $M$ when $a=-1$ and $b=4$. Calculate $j+2k$.

Choices:
A. 29
B. 28
C. 27
D. 26

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
Which of the following is a true statement about program documentation?,high_school_computer_science,test-00000-of-00001,D,"Which of the following is a true statement about program documentation?

Choices:
A. Program documentation should not be changed after it is first written.
B. Program documentation is only needed for programs in development; it is not needed after a program is completed.
C. Program documentation is useful when programmers collaborate but not when a programmer works individually on a project.
D. Program documentation is useful during initial program development and also when modifications are made to existing programs.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
"A large class is to be divided into teams and each student must be a member of exactly one team. However, each student dislikes three of their classmates. Dislike between students need not be mutual. If the teams do not need to be equally sized, how many must be created so that no student is the teammate of someone they dislike?",college_mathematics,test-00000-of-00001,B,"A large class is to be divided into teams and each student must be a member of exactly one team. However, each student dislikes three of their classmates. Dislike between students need not be mutual. If the teams do not need to be equally sized, how many must be created so that no student is the teammate of someone they dislike?

Choices:
A. 4
B. 7
C. 10
D. 13

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
"A company president is concerned about the low motivation and satisfaction of her employees and, as a result, institutes a wage and bonus (financial) incentive program for all employees. Six months later, the president finds that her efforts have not increased the employees' job motivation or satisfaction. This result is best predicted by which of the following theories?",professional_psychology,test-00000-of-00001,D,"A company president is concerned about the low motivation and satisfaction of her employees and, as a result, institutes a wage and bonus (financial) incentive program for all employees. Six months later, the president finds that her efforts have not increased the employees' job motivation or satisfaction. This result is best predicted by which of the following theories?

Choices:
A. ERG theory
B. expectancy theory
C. equity theory
D. two-factor theory

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
A 20% target contribution margin is set for Duct which is a new product with the following unit costs: Manufacturing costs Variable $12 Fixed 8 Selling & admin. Costs Variable $3 Fixed 5 What is Duct's target selling price?,professional_accounting,test-00000-of-00001,B,"A 20% target contribution margin is set for Duct which is a new product with the following unit costs: Manufacturing costs Variable $12 Fixed 8 Selling & admin. Costs Variable $3 Fixed 5 What is Duct's target selling price?

Choices:
A. $18.00
B. $18.75
C. $25.00
D. 33.6

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
Which of the following concerning uniform circular motion is true?,high_school_physics,test-00000-of-00001,D,"Which of the following concerning uniform circular motion is true?

Choices:
A. The centrifugal force is the action-reaction pair of the centripetal force.
B. The centripetal acceleration and velocity point in the same direction.
C. The velocity of the object in motion changes whereas the acceleration of the object is constant.
D. A satellite undergoing uniform circular motion is falling toward the center in a circular path.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
Which is true about Batch Normalization?,machine_learning,test-00000-of-00001,B,"Which is true about Batch Normalization?

Choices:
A. After applying batch normalization, the layer’s activations will follow a standard Gaussian distribution.
B. The bias parameter of affine layers becomes redundant if a batch normalization layer follows immediately afterward.
C. The standard weight initialization must be changed when using Batch Normalization.
D. Batch Normalization is equivalent to Layer Normalization for convolutional neural networks.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
How the consent to be bound of a State may be expressed?,international_law,dev-00000-of-00001,B,"How the consent to be bound of a State may be expressed?

Choices:
A. The consent of a State to be bound is expressed only by ratification
B. The consent of a state to be bound by a treaty may be expressed by signature, ratification, acceptance, approval or accession
C. The consent of a State to be bound is expressed by signature
D. The consent of a State to be bound is expressed by whatever means they choose

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
