question,question_concept,_split,answer,final_prompt,len_tk_glm4_9b_base
"After killing people, the murderer went to church after feeling what?",killing people,validation-00000-of-00001,B,"Question:
After killing people, the murderer went to church after feeling what?

Which of the following is the best response to the question?

Choices:
A. murder
B. remorse
C. religious
D. retaliation
E. anguish

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What could have a knob but not a display?,knob,train-00000-of-00001,B,"Question:
What could have a knob but not a display?

Which of the following is the best response to the question?

Choices:
A. television
B. control panel
C. opening doors
D. hardware store
E. hardware

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What could snoring cause in rare cases?,snoring,train-00000-of-00001,E,"Question:
What could snoring cause in rare cases?

Which of the following is the best response to the question?

Choices:
A. complaining
B. an upset partner
C. disturbed sleep
D. loud noise
E. death

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What is a wonderful place to get a cat?,cat,train-00000-of-00001,B,"Question:
What is a wonderful place to get a cat?

Which of the following is the best response to the question?

Choices:
A. comfortable chair
B. humane society
C. walmart
D. floor
E. window sill

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Why do you need faith in religion?,religion,train-00000-of-00001,A,"Question:
Why do you need faith in religion?

Which of the following is the best response to the question?

Choices:
A. unknowable
B. confusing
C. wars
D. both positive and negative
E. afterlife

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
"I'm looking for alcohol and fried foods, any suggestions?",alcohol,train-00000-of-00001,A,"Question:
I'm looking for alcohol and fried foods, any suggestions?

Which of the following is the best response to the question?

Choices:
A. pub
B. plane
C. beer
D. store
E. fraternity house

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
All avenues should be explored to maintain peace and avoid what?,peace,train-00000-of-00001,E,"Question:
All avenues should be explored to maintain peace and avoid what?

Which of the following is the best response to the question?

Choices:
A. happened
B. elusive
C. peacework
D. violent
E. war

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What do you use to pronounce parts of a letter?,letter,train-00000-of-00001,D,"Question:
What do you use to pronounce parts of a letter?

Which of the following is the best response to the question?

Choices:
A. joke
B. word
C. number
D. syllable
E. english alphabet

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
You can do knitting to get the feeling of what?,knitting,validation-00000-of-00001,A,"Question:
You can do knitting to get the feeling of what?

Which of the following is the best response to the question?

Choices:
A. relaxation
B. arthritis
C. adrenaline
D. your
E. sweater may produced

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where does a human go to be lifted and carried off?,human,train-00000-of-00001,E,"Question:
Where does a human go to be lifted and carried off?

Which of the following is the best response to the question?

Choices:
A. solar system
B. upstairs
C. workplace
D. bathroom
E. airport

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
A creek is a body of water found in what low land?,creek,validation-00000-of-00001,B,"Question:
A creek is a body of water found in what low land?

Which of the following is the best response to the question?

Choices:
A. forest
B. valley
C. outdoors
D. countryside
E. woods

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where can you buy grapes directly from their growers?,grape,train-00000-of-00001,D,"Question:
Where can you buy grapes directly from their growers?

Which of the following is the best response to the question?

Choices:
A. grocery cart
B. kitchen
C. fridge
D. fruit market
E. super market

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where is too much snow likely to cause damage?,snow,train-00000-of-00001,D,"Question:
Where is too much snow likely to cause damage?

Which of the following is the best response to the question?

Choices:
A. north pole
B. trees
C. surface of earth
D. roof
E. ground

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Several train terminals linked together is an example of what?,terminal,train-00000-of-00001,E,"Question:
Several train terminals linked together is an example of what?

Which of the following is the best response to the question?

Choices:
A. station
B. electrical device
C. battery
D. initial
E. transportation system

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Sarah opened her newspaper to the second page and sat where?,newspaper,train-00000-of-00001,D,"Question:
Sarah opened her newspaper to the second page and sat where?

Which of the following is the best response to the question?

Choices:
A. rug
B. front door
C. jail
D. porch
E. chair

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What places would have a cemetery?,cemetery,train-00000-of-00001,E,"Question:
What places would have a cemetery?

Which of the following is the best response to the question?

Choices:
A. bury loved ones
B. churchyard
C. bury corpse
D. populated area
E. most cities

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where would you get marble if you do not have any?,marble,train-00000-of-00001,D,"Question:
Where would you get marble if you do not have any?

Which of the following is the best response to the question?

Choices:
A. opaque
B. game
C. pawn shop
D. store
E. pouch

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where did the old ladies indoor only pet cat stay?,cat,train-00000-of-00001,D,"Question:
Where did the old ladies indoor only pet cat stay?

Which of the following is the best response to the question?

Choices:
A. front door
B. zoo
C. jail cell
D. residence
E. floor

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
When giving assistance to family members in need you may feel what?,giving assistance,train-00000-of-00001,B,"Question:
When giving assistance to family members in need you may feel what?

Which of the following is the best response to the question?

Choices:
A. death
B. pleasure
C. reward
D. satisfaction
E. sadness

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
People of faith believe what is a vessel for the soul?,vessel,train-00000-of-00001,D,"Question:
People of faith believe what is a vessel for the soul?

Which of the following is the best response to the question?

Choices:
A. ocean
B. head
C. port
D. human body
E. streets

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Being able to forgive is a way to be what?,forgive,train-00000-of-00001,D,"Question:
Being able to forgive is a way to be what?

Which of the following is the best response to the question?

Choices:
A. learn
B. give hug
C. happiness
D. nice to
E. sex

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where would you find a jellyfish that has not been captured?,jellyfish,train-00000-of-00001,B,"Question:
Where would you find a jellyfish that has not been captured?

Which of the following is the best response to the question?

Choices:
A. movie
B. shore
C. store
D. tank
E. river

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What does a person use to smell things?,person,train-00000-of-00001,C,"Question:
What does a person use to smell things?

Which of the following is the best response to the question?

Choices:
A. hair
B. do dishes
C. nose
D. headache
E. eat food to live

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
When is a garden the most beautiful?,garden,train-00000-of-00001,D,"Question:
When is a garden the most beautiful?

Which of the following is the best response to the question?

Choices:
A. backyard
B. own yard
C. full of mud
D. full bloom
E. back yard

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What business is likely to have few cubicles?,cubicle,train-00000-of-00001,A,"Question:
What business is likely to have few cubicles?

Which of the following is the best response to the question?

Choices:
A. bank
B. office building
C. playing
D. dividing work spaces
E. work

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Someone takes up exercising to improve their what,exercising,train-00000-of-00001,B,"Question:
Someone takes up exercising to improve their what

Which of the following is the best response to the question?

Choices:
A. losing weight
B. physical fitness
C. breathlessness
D. muscles
E. lost weight

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
How would an artist create a fox?,fox,train-00000-of-00001,A,"Question:
How would an artist create a fox?

Which of the following is the best response to the question?

Choices:
A. painting
B. england
C. wooded areas
D. ask them first
E. chicken coop

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What furniture will you normally find near a side chair?,side chair,validation-00000-of-00001,B,"Question:
What furniture will you normally find near a side chair?

Which of the following is the best response to the question?

Choices:
A. bedroom
B. table
C. wheel barrow
D. building
E. office

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What do we call a garden that is found in public?,garden,train-00000-of-00001,E,"Question:
What do we call a garden that is found in public?

Which of the following is the best response to the question?

Choices:
A. fence
B. back yard
C. ground
D. pretty
E. park

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What does a long session of procreating cause?,procreating,train-00000-of-00001,D,"Question:
What does a long session of procreating cause?

Which of the following is the best response to the question?

Choices:
A. having children
B. feeling good
C. overpopulation
D. exhaustion
E. reproduction

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Running errands with screaming kids will likely cause what?,running errands,validation-00000-of-00001,C,"Question:
Running errands with screaming kids will likely cause what?

Which of the following is the best response to the question?

Choices:
A. efficiency
B. insanity
C. aggravation
D. tiredness
E. stress

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What could silicone get stuck to and cause irritation?,silicone,train-00000-of-00001,A,"Question:
What could silicone get stuck to and cause irritation?

Which of the following is the best response to the question?

Choices:
A. contact lens
B. hardware store
C. artificial breasts
D. tube
E. home

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where can children play with animals?,animals,validation-00000-of-00001,E,"Question:
Where can children play with animals?

Which of the following is the best response to the question?

Choices:
A. meadow
B. play room
C. surface of earth
D. zoos
E. fairgrounds

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
When people get older what happens to their hair?,hair,train-00000-of-00001,C,"Question:
When people get older what happens to their hair?

Which of the following is the best response to the question?

Choices:
A. long or short
B. curled
C. very thin
D. coloured
E. lightweight

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What state is likely to have a county highway?,county highway,train-00000-of-00001,B,"Question:
What state is likely to have a county highway?

Which of the following is the best response to the question?

Choices:
A. rural areas
B. michigan
C. country
D. in town
E. map

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where could there be a battle that involves words?,battle,validation-00000-of-00001,A,"Question:
Where could there be a battle that involves words?

Which of the following is the best response to the question?

Choices:
A. court room
B. war
C. video game
D. iraq
E. church

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What can machines do that humans cannot?,machines,validation-00000-of-00001,E,"Question:
What can machines do that humans cannot?

Which of the following is the best response to the question?

Choices:
A. fail to work
B. perform work
C. answering questions
D. see work
E. fly

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where would you find trees that provide food?,trees,train-00000-of-00001,D,"Question:
Where would you find trees that provide food?

Which of the following is the best response to the question?

Choices:
A. yard
B. state park
C. market
D. orchard
E. surface of earth

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where would someone learn to play an upright piano?,upright piano,train-00000-of-00001,C,"Question:
Where would someone learn to play an upright piano?

Which of the following is the best response to the question?

Choices:
A. music room
B. music store
C. music class
D. medium
E. house

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
When did mammoth's live?,mammoth,validation-00000-of-00001,E,"Question:
When did mammoth's live?

Which of the following is the best response to the question?

Choices:
A. boscage
B. forest
C. prehistory
D. prehistoric times
E. ancient times

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
In what room would you expect to find the sugar?,sugar,train-00000-of-00001,C,"Question:
In what room would you expect to find the sugar?

Which of the following is the best response to the question?

Choices:
A. cupboard
B. container
C. kitchen
D. bedroom
E. neighbor's house

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Which door with lock do you secure when running an errand?,door with lock,train-00000-of-00001,A,"Question:
Which door with lock do you secure when running an errand?

Which of the following is the best response to the question?

Choices:
A. house
B. garage
C. automobile
D. safe
E. trunk

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What are you doing if you are fishing?,fishing,train-00000-of-00001,D,"Question:
What are you doing if you are fishing?

Which of the following is the best response to the question?

Choices:
A. anger
B. eating fish
C. getting wet
D. getting food
E. catching fish

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where is beer drank by people watching sticks and pucks?,beer,validation-00000-of-00001,C,"Question:
Where is beer drank by people watching sticks and pucks?

Which of the following is the best response to the question?

Choices:
A. bottle
B. refrigerator
C. hockey game
D. casino
E. bar

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What kind of playing game could result in you winning?,playing game,train-00000-of-00001,B,"Question:
What kind of playing game could result in you winning?

Which of the following is the best response to the question?

Choices:
A. having fun
B. competition
C. entertain
D. checkers
E. injury

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where would you find a pot with something alive in it?,pot,train-00000-of-00001,C,"Question:
Where would you find a pot with something alive in it?

Which of the following is the best response to the question?

Choices:
A. kitchen drawer
B. closet
C. greenhouse
D. cupboard
E. restaurant

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where are small grapes likely to be found?,grape,train-00000-of-00001,C,"Question:
Where are small grapes likely to be found?

Which of the following is the best response to the question?

Choices:
A. lunch box
B. food store
C. wine country
D. kitchen
E. raisins

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
How does a human solve problems?,human,train-00000-of-00001,D,"Question:
How does a human solve problems?

Which of the following is the best response to the question?

Choices:
A. say hello
B. have fever
C. better himself
D. think critically
E. have to sleep

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
If you raise vegetables where would you put a shed?,shed,train-00000-of-00001,A,"Question:
If you raise vegetables where would you put a shed?

Which of the following is the best response to the question?

Choices:
A. farm yard
B. backyard
C. coalshed
D. outside
E. ranch

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where would you be unlikely to find a freezer?,freezer,train-00000-of-00001,C,"Question:
Where would you be unlikely to find a freezer?

Which of the following is the best response to the question?

Choices:
A. own home
B. office building
C. garage
D. appliance store
E. flat

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where is required to have a single fire extinguisher?,fire extinguisher,train-00000-of-00001,B,"Question:
Where is required to have a single fire extinguisher?

Which of the following is the best response to the question?

Choices:
A. house
B. boat
C. washroom
D. stairwell
E. hospital

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What is likely the result of falling from a height?,falling,train-00000-of-00001,B,"Question:
What is likely the result of falling from a height?

Which of the following is the best response to the question?

Choices:
A. pain
B. broken bones
C. going down
D. diving
E. injuries

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Studying too intensely can cause what problem?,studying,train-00000-of-00001,E,"Question:
Studying too intensely can cause what problem?

Which of the following is the best response to the question?

Choices:
A. understand themselves
B. understanding
C. gathering information
D. knowing more
E. headaches

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
what is the goal of going jogging?,going jogging,train-00000-of-00001,D,"Question:
what is the goal of going jogging?

Which of the following is the best response to the question?

Choices:
A. heavy breathing
B. feel pride
C. getting tired
D. lose weight
E. run away

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
People often describe what as a giant wall of water?,water,train-00000-of-00001,E,"Question:
People often describe what as a giant wall of water?

Which of the following is the best response to the question?

Choices:
A. backpack
B. allen key
C. snowball
D. ocean
E. tsunami

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where is aberdeen in the US located?,aberdeen,train-00000-of-00001,A,"Question:
Where is aberdeen in the US located?

Which of the following is the best response to the question?

Choices:
A. washington
B. europe
C. scotland
D. maryland
E. south dakota

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Having lunch too many times can result in what?,having lunch,train-00000-of-00001,B,"Question:
Having lunch too many times can result in what?

Which of the following is the best response to the question?

Choices:
A. you die
B. obesity
C. feeling satisfied
D. feel full
E. digestion

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where is a good place to put a hamburger?,hamburger,validation-00000-of-00001,C,"Question:
Where is a good place to put a hamburger?

Which of the following is the best response to the question?

Choices:
A. resturant
B. fast food restaurant
C. mouth
D. kitchen
E. pizza

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where goes well beyond the world to other worlds?,world,train-00000-of-00001,B,"Question:
Where goes well beyond the world to other worlds?

Which of the following is the best response to the question?

Choices:
A. solar system
B. galaxy
C. countries
D. narnia
E. space

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where is a bad place to put a cemetery?,cemetery,train-00000-of-00001,E,"Question:
Where is a bad place to put a cemetery?

Which of the following is the best response to the question?

Choices:
A. churchyard
B. country
C. most cities
D. funeral
E. populated area

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What do you need energy to do in gym class?,energy,validation-00000-of-00001,D,"Question:
What do you need energy to do in gym class?

Which of the following is the best response to the question?

Choices:
A. work
B. tacos
C. mass
D. play sports
E. wrestle

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
what does having sex without protection lead to?,having sex,train-00000-of-00001,E,"Question:
what does having sex without protection lead to?

Which of the following is the best response to the question?

Choices:
A. sexually transmitted diseases
B. making babies
C. bliss
D. aids
E. unwanted pregnancy

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where would you find many shower curtain being used?,shower curtain,train-00000-of-00001,D,"Question:
Where would you find many shower curtain being used?

Which of the following is the best response to the question?

Choices:
A. bathtub
B. dime store
C. department store
D. hotel
E. police station

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Washing hands too often can cause what?,washing hands,train-00000-of-00001,B,"Question:
Washing hands too often can cause what?

Which of the following is the best response to the question?

Choices:
A. health
B. dry skin
C. pink hands
D. become wet
E. wet floor

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What is a health benefit of jumping rope?,jumping rope,train-00000-of-00001,A,"Question:
What is a health benefit of jumping rope?

Which of the following is the best response to the question?

Choices:
A. increased heart rate
B. get weight
C. having fun
D. sweating
E. hopping

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What leads a company to get in trouble?,company,train-00000-of-00001,C,"Question:
What leads a company to get in trouble?

Which of the following is the best response to the question?

Choices:
A. mail order
B. branch out
C. commit crime
D. liquidated
E. procure

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where is likely to have a walk in type wardrobe?,wardrobe,train-00000-of-00001,D,"Question:
Where is likely to have a walk in type wardrobe?

Which of the following is the best response to the question?

Choices:
A. recreational vehicle
B. clothes cupboard
C. house
D. mansion
E. bedroom

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where is a good place to find a plate in the home?,plate,train-00000-of-00001,A,"Question:
Where is a good place to find a plate in the home?

Which of the following is the best response to the question?

Choices:
A. cabinet
B. table
C. dishwasher
D. fridge
E. restaurant

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
"The moss was slippery because of constant moisture, what was nearby?",moss,train-00000-of-00001,C,"Question:
The moss was slippery because of constant moisture, what was nearby?

Which of the following is the best response to the question?

Choices:
A. forest
B. grass
C. waterfall
D. ground
E. bridge

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where can one find a wide variety of chocolate?,chocolate,train-00000-of-00001,A,"Question:
Where can one find a wide variety of chocolate?

Which of the following is the best response to the question?

Choices:
A. candy store
B. box
C. drug store
D. movies
E. christmas stocking

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What is the result of reaching a tentative agreement?,reach tentative agreement,train-00000-of-00001,B,"Question:
What is the result of reaching a tentative agreement?

Which of the following is the best response to the question?

Choices:
A. communicate with
B. settlement
C. shake hands
D. celebration
E. part ways

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Remembering facts is how you demonstrate what when taking a test?,remembering,train-00000-of-00001,A,"Question:
Remembering facts is how you demonstrate what when taking a test?

Which of the following is the best response to the question?

Choices:
A. knowing
B. knowledge
C. sadness
D. pleasure
E. depression

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where could you find an apple tree?,apple tree,train-00000-of-00001,C,"Question:
Where could you find an apple tree?

Which of the following is the best response to the question?

Choices:
A. bloom
B. washington state
C. new hampshire
D. around water
E. sunshine

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
To see new films you must?,see new,validation-00000-of-00001,B,"Question:
To see new films you must?

Which of the following is the best response to the question?

Choices:
A. open eyes
B. go to movies
C. kick ball
D. make art
E. look for

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where would you find a cottage that gets flooded often?,cottage,train-00000-of-00001,E,"Question:
Where would you find a cottage that gets flooded often?

Which of the following is the best response to the question?

Choices:
A. desert
B. painting
C. fairy story
D. mountains
E. rural area

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where are you if you've received bbq after paying?,bbq,train-00000-of-00001,D,"Question:
Where are you if you've received bbq after paying?

Which of the following is the best response to the question?

Choices:
A. ribs
B. backyard
C. texas
D. restaurant
E. louisiana

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where would you expect to find a hospital?,hospital,train-00000-of-00001,E,"Question:
Where would you expect to find a hospital?

Which of the following is the best response to the question?

Choices:
A. every state
B. military base
C. doctor
D. detroit
E. most cities

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What is an effect of jumping rope?,jumping rope,train-00000-of-00001,D,"Question:
What is an effect of jumping rope?

Which of the following is the best response to the question?

Choices:
A. look silly
B. ankle sprain
C. sweating
D. becoming tired
E. wining

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where would you go to get maps that cannot be bought?,maps,train-00000-of-00001,C,"Question:
Where would you go to get maps that cannot be bought?

Which of the following is the best response to the question?

Choices:
A. cabinet
B. guide drivers
C. library
D. internet
E. bookstore

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where does someone ask for refills with a meal?,refill,train-00000-of-00001,A,"Question:
Where does someone ask for refills with a meal?

Which of the following is the best response to the question?

Choices:
A. restaurant
B. cup
C. sky
D. coffee shop
E. stationary store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What body of water is typically shallow water?,shallow water,train-00000-of-00001,D,"Question:
What body of water is typically shallow water?

Which of the following is the best response to the question?

Choices:
A. lake
B. aquariums
C. swimming pool
D. pond
E. childrens pools

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
"The food was packaged for sale, where was it bound?",food,train-00000-of-00001,E,"Question:
The food was packaged for sale, where was it bound?

Which of the following is the best response to the question?

Choices:
A. bathroom
B. shelf
C. kitchen
D. refrigerators
E. shop

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Three quarters of what are covered by the ocean?,ocean,train-00000-of-00001,D,"Question:
Three quarters of what are covered by the ocean?

Which of the following is the best response to the question?

Choices:
A. waterfalls
B. underwater
C. beach
D. surface of earth
E. river

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What water feature has a pool at the bottom?,pool,train-00000-of-00001,A,"Question:
What water feature has a pool at the bottom?

Which of the following is the best response to the question?

Choices:
A. waterfall
B. hose
C. neighbor's house
D. backyard
E. at hotel

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What does someone evaluate in the dressing room?,dressing room,train-00000-of-00001,A,"Question:
What does someone evaluate in the dressing room?

Which of the following is the best response to the question?

Choices:
A. body
B. department store
C. actors and actresses
D. clothing
E. clothing store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
When you express  this emotion you can be hurting someone else?,hurting else,train-00000-of-00001,C,"Question:
When you express  this emotion you can be hurting someone else?

Which of the following is the best response to the question?

Choices:
A. happiness
B. punishment
C. anger
D. tears
E. suffering

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where can you purchase food and eat it at tables?,tables,train-00000-of-00001,B,"Question:
Where can you purchase food and eat it at tables?

Which of the following is the best response to the question?

Choices:
A. house
B. fast food restaurant
C. library
D. conference
E. paper

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What pacific northwest place has many apple trees?,apple tree,train-00000-of-00001,D,"Question:
What pacific northwest place has many apple trees?

Which of the following is the best response to the question?

Choices:
A. michigan
B. valley
C. new york
D. washington state
E. fields

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What do most people hope to achieve when having sex?,having sex,train-00000-of-00001,E,"Question:
What do most people hope to achieve when having sex?

Which of the following is the best response to the question?

Choices:
A. unwanted pregnancy
B. bliss
C. aids
D. getting pregnant
E. orgasm

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where is a note likely to indicate a melody?,note,train-00000-of-00001,E,"Question:
Where is a note likely to indicate a melody?

Which of the following is the best response to the question?

Choices:
A. fridge
B. a classroom
C. envelope
D. medical chart
E. sheet music

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where is a good place to purchase a toy balloon?,toy balloon,train-00000-of-00001,C,"Question:
Where is a good place to purchase a toy balloon?

Which of the following is the best response to the question?

Choices:
A. birthday party
B. church
C. amusement park
D. parade
E. circus

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What happens to most people after playing tennis all day?,playing tennis,train-00000-of-00001,B,"Question:
What happens to most people after playing tennis all day?

Which of the following is the best response to the question?

Choices:
A. championship
B. becoming tired
C. tennis elbow
D. victory
E. friends

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
How might a bank statement arrive at someone's house?,statement,train-00000-of-00001,E,"Question:
How might a bank statement arrive at someone's house?

Which of the following is the best response to the question?

Choices:
A. legal document
B. newspaper
C. press release
D. email
E. mail

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where is knight always portrayed as a hero?,knight,validation-00000-of-00001,D,"Question:
Where is knight always portrayed as a hero?

Which of the following is the best response to the question?

Choices:
A. middle ages
B. chess board
C. kids story
D. fairy tale
E. castle

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
How do you get good at playing guitar?,playing guitar,train-00000-of-00001,C,"Question:
How do you get good at playing guitar?

Which of the following is the best response to the question?

Choices:
A. polish your guitar regularly.
B. pick
C. practice
D. have fun
E. desire

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where might someone find many varieties of ficus?,ficus,train-00000-of-00001,C,"Question:
Where might someone find many varieties of ficus?

Which of the following is the best response to the question?

Choices:
A. a greenhouse
B. pots
C. conservatory
D. front yard
E. california

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where does a beaver leave?,beaver,train-00000-of-00001,B,"Question:
Where does a beaver leave?

Which of the following is the best response to the question?

Choices:
A. wooded area
B. body of water
C. the ocean
D. british columbia
E. zoo

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
If done correctly grooming pet's nails generally does not cause this?,grooming,train-00000-of-00001,C,"Question:
If done correctly grooming pet's nails generally does not cause this?

Which of the following is the best response to the question?

Choices:
A. training
B. satisfaction
C. injury
D. beauty
E. late

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What is an effect of playing football too carelessly?,playing,train-00000-of-00001,E,"Question:
What is an effect of playing football too carelessly?

Which of the following is the best response to the question?

Choices:
A. satisfaction
B. competitiveness
C. learning
D. making new friends
E. injuries

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where is a business restaurant likely to be located?,restaurant,train-00000-of-00001,D,"Question:
Where is a business restaurant likely to be located?

Which of the following is the best response to the question?

Choices:
A. town
B. at hotel
C. mall
D. business sector
E. yellow pages

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
