question,question_concept,_split,answer,final_prompt,len_tk_qwen3_8b_instruct
Where do I put a folding chair if I have more guests than expected in my house?,folding chair,train-00000-of-00001,D,"Question:
Where do I put a folding chair if I have more guests than expected in my house?

Which of the following is the best response to the question?

Choices:
A. auditorium
B. ocean
C. church
D. room
E. garage

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"The human wanted to give a bone as a reward, where did he put it?",bone,train-00000-of-00001,C,"Question:
The human wanted to give a bone as a reward, where did he put it?

Which of the following is the best response to the question?

Choices:
A. skeleton
B. human body
C. dog's mouth
D. fresh fish
E. barn

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
What is a good way for children to learn about dining etiquette?,children,train-00000-of-00001,E,"Question:
What is a good way for children to learn about dining etiquette?

Which of the following is the best response to the question?

Choices:
A. wrong house
B. read a book
C. watch television
D. sun themselves
E. set table

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What might happen to things that would cause an activity to stop?,things,train-00000-of-00001,E,"Question:
What might happen to things that would cause an activity to stop?

Which of the following is the best response to the question?

Choices:
A. branch out
B. happen to
C. get dressed
D. cost money
E. fall apart

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
What do people do sometimes when they find a good deal?,people,train-00000-of-00001,C,"Question:
What do people do sometimes when they find a good deal?

Which of the following is the best response to the question?

Choices:
A. race cars
B. believe in god
C. fight each other
D. fear death
E. murder each other

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"John looked for beavers but couldn't find any, because he lived where?",beaver,train-00000-of-00001,B,"Question:
John looked for beavers but couldn't find any, because he lived where?

Which of the following is the best response to the question?

Choices:
A. america
B. australia
C. countryside
D. dictionary
E. woodlands

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
Billy wanted to impress his family.  What might he do to impress people?,people,train-00000-of-00001,A,"Question:
Billy wanted to impress his family.  What might he do to impress people?

Which of the following is the best response to the question?

Choices:
A. make art
B. believe in god
C. leave
D. come home
E. go out

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
Billy set aside a block of time for having fun after work. Why might he do this?,having fun,validation-00000-of-00001,B,"Question:
Billy set aside a block of time for having fun after work. Why might he do this?

Which of the following is the best response to the question?

Choices:
A. happiness
B. stress relief
C. pleasure
D. ocean
E. may laugh

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
If you pour out garbage waste on the road to where will it wash away?,garbage waste,train-00000-of-00001,A,"Question:
If you pour out garbage waste on the road to where will it wash away?

Which of the following is the best response to the question?

Choices:
A. sewer
B. garbage dump
C. street
D. garbage can
E. school

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"The fumes weren't being well ventilated, the worker kept getting what?",getting,train-00000-of-00001,A,"Question:
The fumes weren't being well ventilated, the worker kept getting what?

Which of the following is the best response to the question?

Choices:
A. headaches
B. sidetracked
C. then have
D. disappointment
E. being happy

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
Why would you go to a bathroom after drinking alcohol?,drinking alcohol,train-00000-of-00001,C,"Question:
Why would you go to a bathroom after drinking alcohol?

Which of the following is the best response to the question?

Choices:
A. disorientation
B. having sex
C. throwing up
D. check makeup
E. frequent urination

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
"His want for more was insatiable, a what wasn't enough?",want,train-00000-of-00001,D,"Question:
His want for more was insatiable, a what wasn't enough?

Which of the following is the best response to the question?

Choices:
A. presence
B. overabundance
C. stockpile
D. plentitude
E. morman

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
What is likely to happen to a snowman that is getting wet?,getting wet,train-00000-of-00001,C,"Question:
What is likely to happen to a snowman that is getting wet?

Which of the following is the best response to the question?

Choices:
A. cool off
B. could
C. shrinking
D. get cold
E. get larger

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
The round piece of road did well to slow down traffic versus the long what to a stop?,round,train-00000-of-00001,E,"Question:
The round piece of road did well to slow down traffic versus the long what to a stop?

Which of the following is the best response to the question?

Choices:
A. square
B. roundleaf
C. flat
D. winding
E. straight

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
A monkey is native to what place that usually has no people?,monkey,train-00000-of-00001,C,"Question:
A monkey is native to what place that usually has no people?

Which of the following is the best response to the question?

Choices:
A. research laboratory
B. south africa
C. rain forest
D. playful mood
E. canada

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
What has happened to ice if it is not ice any more?,ice,train-00000-of-00001,D,"Question:
What has happened to ice if it is not ice any more?

Which of the following is the best response to the question?

Choices:
A. vaporate
B. cool off
C. form crystals
D. melt
E. keep things cold

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
What would you do if you have curiosity about something but cannot leave your house?,curiosity,train-00000-of-00001,E,"Question:
What would you do if you have curiosity about something but cannot leave your house?

Which of the following is the best response to the question?

Choices:
A. hear testimony
B. go somewhere
C. see exhibits
D. outdoor concert
E. surf net

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
The people who fly in an airplane are commonly called what?,fly in airplane,train-00000-of-00001,C,"Question:
The people who fly in an airplane are commonly called what?

Which of the following is the best response to the question?

Choices:
A. land plane
B. buy tickets
C. passenger
D. run through checklists
E. read

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
Where can you take your kids to buy things for them to play with?,kids,train-00000-of-00001,D,"Question:
Where can you take your kids to buy things for them to play with?

Which of the following is the best response to the question?

Choices:
A. disneyland
B. jungle
C. swimming pool
D. toy store
E. home

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What is the goal of a poor person having food?,having food,train-00000-of-00001,C,"Question:
What is the goal of a poor person having food?

Which of the following is the best response to the question?

Choices:
A. digesting
B. being full
C. will not starve
D. survive
E. getting fat

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
Some people will only have sex for the first time if they what?,sex,train-00000-of-00001,D,"Question:
Some people will only have sex for the first time if they what?

Which of the following is the best response to the question?

Choices:
A. see art
B. eat breakfast
C. drink milk
D. love another
E. wait for

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
John needed to find shade. He was being blinded by what?,shade,train-00000-of-00001,B,"Question:
John needed to find shade. He was being blinded by what?

Which of the following is the best response to the question?

Choices:
A. full sunlight
B. bright sunshine
C. sunny place
D. moonlight
E. tanning

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
What happens to kids when visiting museums of old dinosaur bones?,visiting museum,train-00000-of-00001,C,"Question:
What happens to kids when visiting museums of old dinosaur bones?

Which of the following is the best response to the question?

Choices:
A. crowding
B. retrospection
C. amazement
D. being bored
E. excited

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
Where can a student learn to play a triangle?,triangle,validation-00000-of-00001,E,"Question:
Where can a student learn to play a triangle?

Which of the following is the best response to the question?

Choices:
A. math class
B. math book
C. in pythagorus' band
D. orchestra
E. music class

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
While doing housework you came across a dusty corner which caused you to start doing what?,doing housework,train-00000-of-00001,A,"Question:
While doing housework you came across a dusty corner which caused you to start doing what?

Which of the following is the best response to the question?

Choices:
A. sneezing
B. tired
C. boredom
D. fatigue
E. anxiety

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"The tree had thousands of animals living in it, where was it located?",tree,train-00000-of-00001,C,"Question:
The tree had thousands of animals living in it, where was it located?

Which of the following is the best response to the question?

Choices:
A. back yard
B. university
C. rainforest
D. backyard
E. sea

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
"After eating very quickly and jumping up and down, what is likely to occur?",jumping up and down,train-00000-of-00001,B,"Question:
After eating very quickly and jumping up and down, what is likely to occur?

Which of the following is the best response to the question?

Choices:
A. getting warm
B. hiccups
C. vomiting
D. lot of noise
E. exhaustion

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
When people are overly drunk how do the seem to others?,drunk,train-00000-of-00001,B,"Question:
When people are overly drunk how do the seem to others?

Which of the following is the best response to the question?

Choices:
A. disoriented
B. appear ridiculous
C. walk off
D. throw up
E. raise hell

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
What's one characteristic that separates a person from a stuffed dummy?,person,train-00000-of-00001,C,"Question:
What's one characteristic that separates a person from a stuffed dummy?

Which of the following is the best response to the question?

Choices:
A. absorb moisture
B. cross street
C. experience pain
D. deceive himself
E. dead

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
"What does Discovery have a number of, starring a shark?",shark,train-00000-of-00001,D,"Question:
What does Discovery have a number of, starring a shark?

Which of the following is the best response to the question?

Choices:
A. open ocean
B. gulf of mexico
C. tornado
D. television program
E. coral reef

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
What do most people do when they need to relax?,most people,train-00000-of-00001,B,"Question:
What do most people do when they need to relax?

Which of the following is the best response to the question?

Choices:
A. eat whales for breakfast
B. listen to music
C. have friends
D. hug
E. eat trash

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"The car had its turn signal one, where was it stopped?",car,train-00000-of-00001,E,"Question:
The car had its turn signal one, where was it stopped?

Which of the following is the best response to the question?

Choices:
A. neighbor's house
B. in phoenix
C. repair shop
D. sidewalk
E. street corner

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
Where would you find fungus growing on something made from milk?,fungus,train-00000-of-00001,D,"Question:
Where would you find fungus growing on something made from milk?

Which of the following is the best response to the question?

Choices:
A. eyes
B. biology laboratory
C. shower stall
D. old cheese
E. decaying matter

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
When camping a home base is what?,base,train-00000-of-00001,C,"Question:
When camping a home base is what?

Which of the following is the best response to the question?

Choices:
A. camping in the to and acid is it is not suitable
B. likeable
C. desirable
D. admirable
E. top

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"Fish comes in all varieties, many people prefer the ones than can be what?",fish,train-00000-of-00001,E,"Question:
Fish comes in all varieties, many people prefer the ones than can be what?

Which of the following is the best response to the question?

Choices:
A. striped
B. colorful
C. gills
D. snakefish
E. eaten raw

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Dogs are omnivores which mean they consume plants and what?,dogs,train-00000-of-00001,C,"Question:
Dogs are omnivores which mean they consume plants and what?

Which of the following is the best response to the question?

Choices:
A. rubbish
B. drink water
C. eat meat
D. four legs
E. sleep

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
How is someone likely to feel about someone hurting someone else they love?,hurting else,train-00000-of-00001,D,"Question:
How is someone likely to feel about someone hurting someone else they love?

Which of the following is the best response to the question?

Choices:
A. kick and kiss
B. punishment
C. jail time
D. will resent
E. bad karma

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
WHat is the size of the school cafeteria?,school cafeteria,train-00000-of-00001,C,"Question:
WHat is the size of the school cafeteria?

Which of the following is the best response to the question?

Choices:
A. high school
B. all kinds of schools
C. large room
D. polytechnic
E. hall room

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"When people look to store their plastic cutlery, what do they use?",plastic,train-00000-of-00001,A,"Question:
When people look to store their plastic cutlery, what do they use?

Which of the following is the best response to the question?

Choices:
A. cupboard
B. everything
C. own home
D. clothes closet
E. store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
Where would you find a seafood restaurant in the east coast of North America?,seafood restaurant,train-00000-of-00001,A,"Question:
Where would you find a seafood restaurant in the east coast of North America?

Which of the following is the best response to the question?

Choices:
A. maine
B. boston
C. beach town
D. coastal cities
E. ocean

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
When birds are looking for a mate they're going to be doing what?,birds,train-00000-of-00001,E,"Question:
When birds are looking for a mate they're going to be doing what?

Which of the following is the best response to the question?

Choices:
A. pretty smart
B. small
C. very colorful
D. pick up prostitutes
E. singing

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
If someone is sharp and they highly qualify for a job some might say their qualifications are what?,sharp,train-00000-of-00001,B,"Question:
If someone is sharp and they highly qualify for a job some might say their qualifications are what?

Which of the following is the best response to the question?

Choices:
A. very blunt
B. above board
C. dull
D. dim
E. complimentary

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
Why could someone fall down after eating lunch?,eating lunch,train-00000-of-00001,E,"Question:
Why could someone fall down after eating lunch?

Which of the following is the best response to the question?

Choices:
A. drowsiness
B. late for work
C. feel full
D. lethargy
E. feel sleepy

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
Where will you find eggs before the farmer collects them?,eggs,train-00000-of-00001,D,"Question:
Where will you find eggs before the farmer collects them?

Which of the following is the best response to the question?

Choices:
A. supermarket
B. inside chicken
C. omletts
D. chicken coop
E. egg carton

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
Which coast are toll roads not near the pacific ocean on?,toll road,train-00000-of-00001,C,"Question:
Which coast are toll roads not near the pacific ocean on?

Which of the following is the best response to the question?

Choices:
A. delaware
B. new jersey
C. eastern united states
D. connecticut
E. good repair

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What kind of entertainment may feature a talking weasel on an adventure?,weasel,train-00000-of-00001,D,"Question:
What kind of entertainment may feature a talking weasel on an adventure?

Which of the following is the best response to the question?

Choices:
A. children's story
B. forrest
C. mulberry bush
D. animated film
E. outdoors

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"After hearing it for so long he finally gave in, he began talking to the what?",talking to,train-00000-of-00001,C,"Question:
After hearing it for so long he finally gave in, he began talking to the what?

Which of the following is the best response to the question?

Choices:
A. sound
B. listening
C. voice
D. another person
E. language

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Where can a person be paid to play a triangle?,triangle,train-00000-of-00001,C,"Question:
Where can a person be paid to play a triangle?

Which of the following is the best response to the question?

Choices:
A. math book
B. math class
C. orchestra
D. music class
E. pythagoras theorem

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
If a frog has to travel a short distance on land it will do what?,frogs,train-00000-of-00001,D,"Question:
If a frog has to travel a short distance on land it will do what?

Which of the following is the best response to the question?

Choices:
A. walk
B. jump several feet
C. swim
D. hop
E. leap

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"The advertisement appeared outside of a central Wisconsin town, where was it located?",advertisement,train-00000-of-00001,B,"Question:
The advertisement appeared outside of a central Wisconsin town, where was it located?

Which of the following is the best response to the question?

Choices:
A. web page
B. la ville
C. magazine
D. email
E. fargo

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
What is a place that sells suntan lotion but not food or medicine?,suntan lotion,train-00000-of-00001,B,"Question:
What is a place that sells suntan lotion but not food or medicine?

Which of the following is the best response to the question?

Choices:
A. mini mall
B. shop
C. grocery store
D. pharmacy
E. drugstore

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
If you socialize by having trivial conversations it is called what?,socialize,train-00000-of-00001,D,"Question:
If you socialize by having trivial conversations it is called what?

Which of the following is the best response to the question?

Choices:
A. make friends
B. mingle
C. meet people
D. small talk
E. meet new people

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"The apple tree was located outside the car factory, it was one of many where?",apple tree,train-00000-of-00001,E,"Question:
The apple tree was located outside the car factory, it was one of many where?

Which of the following is the best response to the question?

Choices:
A. maine
B. india
C. oregon
D. washington state
E. detroit

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
"As you live life you get wiser, it is a part of what?",live life,train-00000-of-00001,A,"Question:
As you live life you get wiser, it is a part of what?

Which of the following is the best response to the question?

Choices:
A. growing older
B. death
C. experience things
D. toothsome
E. breathe

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"There are laws concerning safety, therefore a fire extinguisher must be kept in every what?",fire extinguisher,train-00000-of-00001,C,"Question:
There are laws concerning safety, therefore a fire extinguisher must be kept in every what?

Which of the following is the best response to the question?

Choices:
A. most businesses
B. house
C. public building
D. vehicle
E. chemistry lab

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
"The goalie felt blood on his face after blocking a ball, where was he/",blood,train-00000-of-00001,D,"Question:
The goalie felt blood on his face after blocking a ball, where was he/

Which of the following is the best response to the question?

Choices:
A. animals
B. capillaries
C. war
D. soccer game
E. person

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"am was a pretty bad neighbour.  He was annoying, and considered to be a what?",neighbour,train-00000-of-00001,C,"Question:
am was a pretty bad neighbour.  He was annoying, and considered to be a what?

Which of the following is the best response to the question?

Choices:
A. distant
B. foe
C. bore
D. remote person
E. hermit

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
Being tired makes humans decide to go to this object?,being tired,train-00000-of-00001,A,"Question:
Being tired makes humans decide to go to this object?

Which of the following is the best response to the question?

Choices:
A. go to bed
B. have rest
C. go to the gym
D. snore
E. watch tv

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What might one use to figure out the best route for travelling?,route,train-00000-of-00001,C,"Question:
What might one use to figure out the best route for travelling?

Which of the following is the best response to the question?

Choices:
A. atlas
B. post office
C. map
D. get to specific place
E. phone

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
"His shot was bad and he found himself stabbing to death the buck, it was what everywhere?",stabbing to death,train-00000-of-00001,A,"Question:
His shot was bad and he found himself stabbing to death the buck, it was what everywhere?

Which of the following is the best response to the question?

Choices:
A. bleeding
B. killing
C. coughing
D. imprisonment
E. mess

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
What would a christian student do if they are not good at learning?,christian,train-00000-of-00001,A,"Question:
What would a christian student do if they are not good at learning?

Which of the following is the best response to the question?

Choices:
A. fail
B. believe in jesus christ
C. give up
D. commit sin
E. rebel

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
What is important in a car when you are driving fast and come to a light?,cars,train-00000-of-00001,C,"Question:
What is important in a car when you are driving fast and come to a light?

Which of the following is the best response to the question?

Choices:
A. stripes
B. seat belts
C. breaks to help stop
D. tires
E. radios

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
"Sam tried to go to sleep, but he couldn't.  He suffered from what?",sleep,train-00000-of-00001,D,"Question:
Sam tried to go to sleep, but he couldn't.  He suffered from what?

Which of the following is the best response to the question?

Choices:
A. stay awake
B. exhausted
C. being awake
D. wakefulness
E. bed

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
"The family wanted to adopt for enviro-ethical reasons, what did they abhor?",adopt,validation-00000-of-00001,B,"Question:
The family wanted to adopt for enviro-ethical reasons, what did they abhor?

Which of the following is the best response to the question?

Choices:
A. orphan
B. biological child
C. give away
D. foster child
E. abandon

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
What would you do with your plumbing to a plumber if it is broken?,plumbing,train-00000-of-00001,C,"Question:
What would you do with your plumbing to a plumber if it is broken?

Which of the following is the best response to the question?

Choices:
A. synagogue
B. water fountain
C. show
D. central
E. oil refineries

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
Eating breakfast with a large family leads to a pile of what in the sink?,eating breakfast,train-00000-of-00001,E,"Question:
Eating breakfast with a large family leads to a pile of what in the sink?

Which of the following is the best response to the question?

Choices:
A. fullness
B. underwear
C. bad breath
D. better day
E. dirty dishes

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
The planet Mercury is unsuitable for human life or what?,mercury,validation-00000-of-00001,B,"Question:
The planet Mercury is unsuitable for human life or what?

Which of the following is the best response to the question?

Choices:
A. toxic
B. uninhabitable
C. mercury sulphide
D. poisonous
E. jupiter

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
Where in your office would you store a highlight that you don't use often?,highlighter,train-00000-of-00001,C,"Question:
Where in your office would you store a highlight that you don't use often?

Which of the following is the best response to the question?

Choices:
A. office supply store
B. case
C. desk drawer
D. campus book store
E. lamp

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
Lance loved playing simulations on his computer.  He spent his time building an entire what?,computers,train-00000-of-00001,B,"Question:
Lance loved playing simulations on his computer.  He spent his time building an entire what?

Which of the following is the best response to the question?

Choices:
A. university
B. large city
C. mit
D. post office
E. paper

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
If you put a newspaper on the floor and walk on it what is it taking the place of?,newspaper,train-00000-of-00001,C,"Question:
If you put a newspaper on the floor and walk on it what is it taking the place of?

Which of the following is the best response to the question?

Choices:
A. front door
B. jail
C. rug
D. porch
E. towel

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
"If you want to find a small dog, perhaps wearing a white coat, where might it be?",small dog,train-00000-of-00001,A,"Question:
If you want to find a small dog, perhaps wearing a white coat, where might it be?

Which of the following is the best response to the question?

Choices:
A. laboratory
B. movies
C. photograph
D. dog pound
E. backyard

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
"The demand from people was high, how can chaos be avoided?",people,train-00000-of-00001,C,"Question:
The demand from people was high, how can chaos be avoided?

Which of the following is the best response to the question?

Choices:
A. bank money
B. call police
C. wait in line
D. believe in god
E. suffer pain

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
Where are you if you're hearing a bass clarinet accompanying people singing in German?,bass clarinet,train-00000-of-00001,D,"Question:
Where are you if you're hearing a bass clarinet accompanying people singing in German?

Which of the following is the best response to the question?

Choices:
A. orchestra
B. school band
C. music store
D. opera house
E. symphony

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
A gazelle needs to run and jump when it's on what sort of terrain?,gazelle,train-00000-of-00001,C,"Question:
A gazelle needs to run and jump when it's on what sort of terrain?

Which of the following is the best response to the question?

Choices:
A. wildlife refuge
B. open field
C. steppe
D. encyclopedia
E. field

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"Though the negotiation was hard, the two sides found a solution that was what?",hard,train-00000-of-00001,D,"Question:
Though the negotiation was hard, the two sides found a solution that was what?

Which of the following is the best response to the question?

Choices:
A. hexachord
B. bearable
C. food
D. agreeable
E. easy

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"If you're releasing energy through running, what will you likely find on your skin?",releasing energy,train-00000-of-00001,A,"Question:
If you're releasing energy through running, what will you likely find on your skin?

Which of the following is the best response to the question?

Choices:
A. sweat
B. movement
C. exercising
D. sex
E. moist

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
What single race must a horse win to head to a championship goal?,horse,train-00000-of-00001,B,"Question:
What single race must a horse win to head to a championship goal?

Which of the following is the best response to the question?

Choices:
A. charriott
B. kentucky derby
C. race track
D. painting
E. triple crown

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
How would you express information if you do not have a pen or pencil?,express information,validation-00000-of-00001,D,"Question:
How would you express information if you do not have a pen or pencil?

Which of the following is the best response to the question?

Choices:
A. may disagree
B. close mouth
C. write down
D. talk
E. eyes

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"The competition contestant had simply run out of steam, it seemed she was doing what?",run out of steam,train-00000-of-00001,B,"Question:
The competition contestant had simply run out of steam, it seemed she was doing what?

Which of the following is the best response to the question?

Choices:
A. dying
B. quitting
C. you'll sleep
D. rest
E. pause

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"When enjoying flowers in a recreation area run by local government, where are you?",flowers,train-00000-of-00001,E,"Question:
When enjoying flowers in a recreation area run by local government, where are you?

Which of the following is the best response to the question?

Choices:
A. countryside
B. surface of earth
C. anthology
D. observatory
E. state park

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
Where could a marmot go to try to escape from you?,marmot,train-00000-of-00001,E,"Question:
Where could a marmot go to try to escape from you?

Which of the following is the best response to the question?

Choices:
A. in wild
B. north america
C. colorado
D. hide
E. tree

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
"A person notices popcorn, cotton candy on the grass, where is he likely?",grass,train-00000-of-00001,B,"Question:
A person notices popcorn, cotton candy on the grass, where is he likely?

Which of the following is the best response to the question?

Choices:
A. soccer game
B. fairgrounds
C. movie theatre
D. countryside
E. state park

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"The child was politely waiting for dessert, he was eventually rewarded for his what?",waiting for,validation-00000-of-00001,E,"Question:
The child was politely waiting for dessert, he was eventually rewarded for his what?

Which of the following is the best response to the question?

Choices:
A. timing
B. expenditure of time
C. getting bored
D. anger
E. patience

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What is the one thing you cannot do if you're on the move?,move,train-00000-of-00001,D,"Question:
What is the one thing you cannot do if you're on the move?

Which of the following is the best response to the question?

Choices:
A. sit still
B. stationary
C. running
D. stand still
E. stay still

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
A bus line is an example of a public what?,line,train-00000-of-00001,E,"Question:
A bus line is an example of a public what?

Which of the following is the best response to the question?

Choices:
A. electromagnetic spectrum
B. difnner
C. stanza
D. add information on spreadsheet
E. transportation system

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"He was trying to eat more green, as in simple ingredients rather than what foods?",green,train-00000-of-00001,D,"Question:
He was trying to eat more green, as in simple ingredients rather than what foods?

Which of the following is the best response to the question?

Choices:
A. ripe
B. greenweed
C. yellow
D. processed
E. cloy

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"The man was riding bike very quickly, clearly he had to what?",riding bike,train-00000-of-00001,B,"Question:
The man was riding bike very quickly, clearly he had to what?

Which of the following is the best response to the question?

Choices:
A. run away
B. get somewhere
C. falling down
D. accident
E. pleasure

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
Reaching advantage position in a competitin puts me in what position as compared to others?,reaching advantage,train-00000-of-00001,C,"Question:
Reaching advantage position in a competitin puts me in what position as compared to others?

Which of the following is the best response to the question?

Choices:
A. determination
B. upper hand
C. superior
D. higher position
E. skill

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
Why is it necessary for someone to be going to bed?,going to bed,train-00000-of-00001,B,"Question:
Why is it necessary for someone to be going to bed?

Which of the following is the best response to the question?

Choices:
A. pregnancy
B. feeling refreshed
C. mowing lawn
D. might dream
E. good sleep

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
"The brothers were punching angrily, why would they do that?",punching,train-00000-of-00001,A,"Question:
The brothers were punching angrily, why would they do that?

Which of the following is the best response to the question?

Choices:
A. cause pain
B. to defend themselves.
C. broken bones
D. bruise
E. pain for

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
While he had great disdain for the King and his knights he still respected their what?,disdain,train-00000-of-00001,C,"Question:
While he had great disdain for the King and his knights he still respected their what?

Which of the following is the best response to the question?

Choices:
A. reverence
B. respect
C. honor
D. admiration
E. kindness

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
"I as a person don't kill others, why do I not?",person,train-00000-of-00001,C,"Question:
I as a person don't kill others, why do I not?

Which of the following is the best response to the question?

Choices:
A. experience pleasure
B. laws
C. value life
D. thank god
E. go into debt

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
The two conglomerates decided to reach  tentative agreement to what?,reach tentative agreement,train-00000-of-00001,A,"Question:
The two conglomerates decided to reach  tentative agreement to what?

Which of the following is the best response to the question?

Choices:
A. do business
B. accomplish
C. stop arguing
D. make progress
E. digging holes

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
The rowdy frat boys shouted they would have fun and do what tonight?,have fun,train-00000-of-00001,B,"Question:
The rowdy frat boys shouted they would have fun and do what tonight?

Which of the following is the best response to the question?

Choices:
A. do enjoy
B. get laid
C. enjoyable
D. work less
E. enjoy living

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
The police didn't arrest Bo. They thought he was just where?,police,train-00000-of-00001,A,"Question:
The police didn't arrest Bo. They thought he was just where?

Which of the following is the best response to the question?

Choices:
A. wrong place
B. donut shop
C. direct traffic
D. town
E. home

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
Must people get up and live life because they?,live life,train-00000-of-00001,D,"Question:
Must people get up and live life because they?

Which of the following is the best response to the question?

Choices:
A. help people
B. all know
C. was given to
D. have no other choice
E. can't help it

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
