question,subject,split,answer,final_prompt,len_tk_glm4_9b_chat
"People faint when the normal blood supply to the brain is suddenly cut down. This can happen if they are surprised or shocked by sudden news or by something they see suddenly. Some people faint if they see others hurt .Some people faint in crowds. Others faint if they are in a room that is hot and stuffy. If a person faints while standing, lay him down. If his face is pale, lift his feet .If he is sitting down when he faints, place his head between his knees, loosen any tight clothing that might keep him from breathing easily .If possible, place a wet cloth on his forehead. In this passage, the writer explains  _  .",,auxiliary_train-00000-of-00001,A,"People faint when the normal blood supply to the brain is suddenly cut down. This can happen if they are surprised or shocked by sudden news or by something they see suddenly. Some people faint if they see others hurt .Some people faint in crowds. Others faint if they are in a room that is hot and stuffy. If a person faints while standing, lay him down. If his face is pale, lift his feet .If he is sitting down when he faints, place his head between his knees, loosen any tight clothing that might keep him from breathing easily .If possible, place a wet cloth on his forehead. In this passage, the writer explains  _  .

Choices:
A. why people faint and how we help them
B. when people faint and when we help them
C. why people faint and where we help them
D. how people faint and why we help them

Reply with exactly one uppercase letter out of A, B, C, or D.
",202
"Mr. and Mrs. Jones never go out in the evening, but last Saturday Mrs. Jones said to her husband , ""There is a good film at the cinema tonight. Shall we go and see it?"" Mr. Jones was quite happy about it. So they went, and both of them enjoyed the film very much. When they came out of the cinema, it was 11 o'clock. They got into their car and began driving home. It was quite dark. Mrs. Jones said,"" Look, a woman is running along the road very fast and a man is running after her. Can you see them?"" Mr. Jones said, ""Yes, I can."" He drove the car slowly near the woman and said to her, ""Can I help you?"" ""No, thanks,"" said the woman, but she did not stop running. ""My husband and I always run home after the cinema. Because whoever  gets home late are going to do the dishes."" On their way home, they saw   _  .",,auxiliary_train-00000-of-00001,A,"Mr. and Mrs. Jones never go out in the evening, but last Saturday Mrs. Jones said to her husband , ""There is a good film at the cinema tonight. Shall we go and see it?"" Mr. Jones was quite happy about it. So they went, and both of them enjoyed the film very much. When they came out of the cinema, it was 11 o'clock. They got into their car and began driving home. It was quite dark. Mrs. Jones said,"" Look, a woman is running along the road very fast and a man is running after her. Can you see them?"" Mr. Jones said, ""Yes, I can."" He drove the car slowly near the woman and said to her, ""Can I help you?"" ""No, thanks,"" said the woman, but she did not stop running. ""My husband and I always run home after the cinema. Because whoever  gets home late are going to do the dishes."" On their way home, they saw   _  .

Choices:
A. a man running after a woman
B. two men running together
C. a woman running after a man
D. two women running

Reply with exactly one uppercase letter out of A, B, C, or D.
",258
"American schools begin in September after a long summer vacation . There are two terms  in a school year: the first term is from September to January, and the second is from February to June. Most American children go to public schools . High school students take only four or five subjects at a time. They usually go to the same classes every day, and they have homework for every class. After class they have many activities. After high school, many students go to college. Most American children start school life in   _  .",,auxiliary_train-00000-of-00001,A,"American schools begin in September after a long summer vacation . There are two terms  in a school year: the first term is from September to January, and the second is from February to June. Most American children go to public schools . High school students take only four or five subjects at a time. They usually go to the same classes every day, and they have homework for every class. After class they have many activities. After high school, many students go to college. Most American children start school life in   _  .

Choices:
A. September
B. February
C. June
D. January

Reply with exactly one uppercase letter out of A, B, C, or D.
",143
"A young man is lying in hospital sadly. The 24-year-old lost his right leg. The doctor said that his long history of smoking was the reason. ""I first smoked when I was 14. _ made me feel like a man and I thought it looked cool. Now I know I was wrong,"" said the young man. It is a mistake many young people make. According to the survey, 40 million of China's 130 million young people aged between 13 and 18 smoke. Fifteen million of them are addicted  . The survey also found that about 68% of young smokers first smoked before the age of 13. Many young people see people smoke in the movies, but in real life, stars like Jackie Chan think smoking is a bad thing and not cool at all. Doctors say that if a person starts smoking very young, he or she may live 22 years less than those who don't smoke. What did the young man think of smoking when he first smoked?",,auxiliary_train-00000-of-00001,D,"A young man is lying in hospital sadly. The 24-year-old lost his right leg. The doctor said that his long history of smoking was the reason. ""I first smoked when I was 14. _ made me feel like a man and I thought it looked cool. Now I know I was wrong,"" said the young man. It is a mistake many young people make. According to the survey, 40 million of China's 130 million young people aged between 13 and 18 smoke. Fifteen million of them are addicted  . The survey also found that about 68% of young smokers first smoked before the age of 13. Many young people see people smoke in the movies, but in real life, stars like Jackie Chan think smoking is a bad thing and not cool at all. Doctors say that if a person starts smoking very young, he or she may live 22 years less than those who don't smoke. What did the young man think of smoking when he first smoked?

Choices:
A. It was wrong.
B. It was bad.
C. It was boring.
D. It was cool.

Reply with exactly one uppercase letter out of A, B, C, or D.
",248
"""Tomorrow is my mother's birthday,"" Ellen thinks. She wants to buy a gift for her mother, but she doesn't have any money. ""What should I do?"" She thinks and thinks. Suddenly  she has a good idea. She can make a gift by herself. So she uses a piece of paper  to make a card. She draws a beautiful picture with birds and flowers. Then she writes, ""To my dear mom. Happy birthday!"" The next day, Ellen gives her mother the card. When her mother sees the card, tears   run down her face . ""Why are you crying ?"" Ellen asks. ""You don't like it, right? Her mother says, ""I love it very much. I'm very happy."" What does Ellen do for her mother?",,auxiliary_train-00000-of-00001,B,"""Tomorrow is my mother's birthday,"" Ellen thinks. She wants to buy a gift for her mother, but she doesn't have any money. ""What should I do?"" She thinks and thinks. Suddenly  she has a good idea. She can make a gift by herself. So she uses a piece of paper  to make a card. She draws a beautiful picture with birds and flowers. Then she writes, ""To my dear mom. Happy birthday!"" The next day, Ellen gives her mother the card. When her mother sees the card, tears   run down her face . ""Why are you crying ?"" Ellen asks. ""You don't like it, right? Her mother says, ""I love it very much. I'm very happy."" What does Ellen do for her mother?

Choices:
A. She writes a letter.
B. She makes a card.
C. She does her homework.
D. She draws a house.

Reply with exactly one uppercase letter out of A, B, C, or D.
",209
"People say that George Washington, the first president of the United States, never told a lie. But it seems that the president was not without faults. A New York library recently found that Washington borrowed two books from the library in 1789. He didn't return them. If he were still alive, he would have to pay the library $300,000 for being 220 years late. On October 5, 1789, when the first president borrowed the books form the New York Society Library, he didn't sign his name in the borrower's book. He just wrote ""president"" to show who had taken them out. The two books should have been brought back a month later but were never returned. Workers at the library realized the books were missing. The New York Society Library doesn't expect anyone to pay the fine. But it hopes that someone will return the books. The library hopes   _  .",,auxiliary_train-00000-of-00001,C,"People say that George Washington, the first president of the United States, never told a lie. But it seems that the president was not without faults. A New York library recently found that Washington borrowed two books from the library in 1789. He didn't return them. If he were still alive, he would have to pay the library $300,000 for being 220 years late. On October 5, 1789, when the first president borrowed the books form the New York Society Library, he didn't sign his name in the borrower's book. He just wrote ""president"" to show who had taken them out. The two books should have been brought back a month later but were never returned. Workers at the library realized the books were missing. The New York Society Library doesn't expect anyone to pay the fine. But it hopes that someone will return the books. The library hopes   _  .

Choices:
A. Gorge Washington will return the book.
B. Gorge Washington will pay the fine
C. someone will find the book and return it
D. someone will pay the fine for the president

Reply with exactly one uppercase letter out of A, B, C, or D.
",249
"In the bushes of Northern Africa, a baby lies warm and safe in a cave . He lies among baby wolves , next to Mother Wolf, and he is not afraid. Outside the cave, Shere Khan, the man-eating tiger, shouts angrily, wanting to kill. ""No!"" says Mother Wolf. ""He belongs to me. He will live to run with the other wolves and be like my son. And I will call him Mowgli."" The years pass, and Mowgli--the man's baby, grows up with the wolves. He learns the Law of the Jungle  from his teachers, Baloo, an old brown bear and Bagheera, a white elephant. He has many adventures , and many friends among the animals of the jungle. But he still has an enemy. Shere Khan the tiger has not forgotten him. He waits for the day when he can catch the man's child--and kill him. If you want to know more about the story, just read The Jungle Book! Shere Kham is   _  .",,auxiliary_train-00000-of-00001,B,"In the bushes of Northern Africa, a baby lies warm and safe in a cave . He lies among baby wolves , next to Mother Wolf, and he is not afraid. Outside the cave, Shere Khan, the man-eating tiger, shouts angrily, wanting to kill. ""No!"" says Mother Wolf. ""He belongs to me. He will live to run with the other wolves and be like my son. And I will call him Mowgli."" The years pass, and Mowgli--the man's baby, grows up with the wolves. He learns the Law of the Jungle  from his teachers, Baloo, an old brown bear and Bagheera, a white elephant. He has many adventures , and many friends among the animals of the jungle. But he still has an enemy. Shere Khan the tiger has not forgotten him. He waits for the day when he can catch the man's child--and kill him. If you want to know more about the story, just read The Jungle Book! Shere Kham is   _  .

Choices:
A. a wolf
B. a tiger
C. a bear
D. an elephant

Reply with exactly one uppercase letter out of A, B, C, or D.
",256
"A new study has found that the best way to make yourself feel happier is to think of something good that happened to you the day before. Volunteers who were asked to remember a pleasant event from past 24 hours began to feel happier right away.Other activities such as saying ""Thank you"" and smiling also made volunteers feel happier, but not as much. Professor Richard Wiseman of Hertfordshire University planned the study.He got 26,000 people to go online to try out a few different activities to make them feel happier.They were told to be nice, remember a pleasant event from the day before, give thanks or smile for 15 seconds twice a day.The volunteers did these activities for one week. The result showed that thinking about one good thing that had happened the day before worked the best for making people happier.(146 words) Volunteers who   _   began to feel happier right away.",,auxiliary_train-00000-of-00001,B,"A new study has found that the best way to make yourself feel happier is to think of something good that happened to you the day before. Volunteers who were asked to remember a pleasant event from past 24 hours began to feel happier right away.Other activities such as saying ""Thank you"" and smiling also made volunteers feel happier, but not as much. Professor Richard Wiseman of Hertfordshire University planned the study.He got 26,000 people to go online to try out a few different activities to make them feel happier.They were told to be nice, remember a pleasant event from the day before, give thanks or smile for 15 seconds twice a day.The volunteers did these activities for one week. The result showed that thinking about one good thing that had happened the day before worked the best for making people happier.(146 words) Volunteers who   _   began to feel happier right away.

Choices:
A. thought of something good that happened the day before
B. were asked to remember a pleasant event from the past 24 hours
C. did other activities like saying ""thank you"" and smiling
D. went online to try out a few different activities

Reply with exactly one uppercase letter out of A, B, C, or D.
",254
"Many people like to travel by plane, but I don't like it because the airport is usually far from the city. You have to get there early and wait for hours for the plane to take off. You can't open the windows. You can't choose the food. Planes are fast, but it still takes hours to get out of the airport and into the city. I like travelling by train. I think trains are safe. Railway stations are usually good in cities. When you are late for a train, you can catch another one. You can walk around in the train and open the window. You can see many interesting things on your way, though it takes a little more time. I also like cars. You can start your journey whenever you want to, and you don't need to get to a railway station or a bus stop. Also you can carry many things with you in a car. But sometimes there are too many cars on the road. ,. If you want to take a lot of things with you, what kind of transportation will you take for travelling?",,auxiliary_train-00000-of-00001,B,"Many people like to travel by plane, but I don't like it because the airport is usually far from the city. You have to get there early and wait for hours for the plane to take off. You can't open the windows. You can't choose the food. Planes are fast, but it still takes hours to get out of the airport and into the city. I like travelling by train. I think trains are safe. Railway stations are usually good in cities. When you are late for a train, you can catch another one. You can walk around in the train and open the window. You can see many interesting things on your way, though it takes a little more time. I also like cars. You can start your journey whenever you want to, and you don't need to get to a railway station or a bus stop. Also you can carry many things with you in a car. But sometimes there are too many cars on the road. ,. If you want to take a lot of things with you, what kind of transportation will you take for travelling?

Choices:
A. A plane
B. A car
C. A train
D. A bus

Reply with exactly one uppercase letter out of A, B, C, or D.
",259
"I can't remember when I fell in love with music. Maybe it happened when I was feeling blue sometime long ago. I can't tell you exactly how music makes me feel better. But while listening to music, especially light music, it makes me feel calm and peaceful. Now I am listening to a song named Moon River. It is really a fantastic song. I didn't like this song at the beginning, but later I found its slow melody and beautiful lyrics deeply touching. ""Oh, dream maker, you heart breaker. Wherever you're going I'm going your way. Two drifters  are off  to see the world. There's such a lot of world to see."" Yes. Although there is a long way to go for the drifters and maybe there are many troubles ahead, he seems afraid of nothing. I like music. Music reminds me that human beings have a lot in common even if they come from different countries or backgrounds, because we all have the same feeling or understanding of melodies and words. From the song, we know that the drifters seem afraid of  _  .",,auxiliary_train-00000-of-00001,D,"I can't remember when I fell in love with music. Maybe it happened when I was feeling blue sometime long ago. I can't tell you exactly how music makes me feel better. But while listening to music, especially light music, it makes me feel calm and peaceful. Now I am listening to a song named Moon River. It is really a fantastic song. I didn't like this song at the beginning, but later I found its slow melody and beautiful lyrics deeply touching. ""Oh, dream maker, you heart breaker. Wherever you're going I'm going your way. Two drifters  are off  to see the world. There's such a lot of world to see."" Yes. Although there is a long way to go for the drifters and maybe there are many troubles ahead, he seems afraid of nothing. I like music. Music reminds me that human beings have a lot in common even if they come from different countries or backgrounds, because we all have the same feeling or understanding of melodies and words. From the song, we know that the drifters seem afraid of  _  .

Choices:
A. everything
B. police
C. dogs
D. nothing

Reply with exactly one uppercase letter out of A, B, C, or D.
",260
"Li Ping is going to England. He wants to know something about English people. One day he sees an English girl in the street. Then he comes up to her. ""Excuse me, may I ask you some questions?"" ""Of course you may.""answers the girl politely. ""I'll go to London. What should I notice when I'm talking with English people in London? ""asks Li Ping. ""Well, don't ask a woman how old she is and..."" ""But how old are you? ""Li Ping stops the girl and asks suddenly. ""I...""The girl gets angry. ""Why do you get so angry?""asks Li Ping. ""Now we are in China, not in England, you see"" Why does the girl become angry?",,auxiliary_train-00000-of-00001,B,"Li Ping is going to England. He wants to know something about English people. One day he sees an English girl in the street. Then he comes up to her. ""Excuse me, may I ask you some questions?"" ""Of course you may.""answers the girl politely. ""I'll go to London. What should I notice when I'm talking with English people in London? ""asks Li Ping. ""Well, don't ask a woman how old she is and..."" ""But how old are you? ""Li Ping stops the girl and asks suddenly. ""I...""The girl gets angry. ""Why do you get so angry?""asks Li Ping. ""Now we are in China, not in England, you see"" Why does the girl become angry?

Choices:
A. Because Li Ping wants to go to London.
B. Because Li Ping wants to know how old she is.
C. Because Li Ping wants to know her name.
D. Because Li Ping calls her name.

Reply with exactly one uppercase letter out of A, B, C, or D.
",220
"David Beckham, a well-known football player, was born in London on May 2nd, 1975. He is about 1.8 metres tall. He is very strong and big. He is very quite a good football player. He scored a lot of goals for his old team---- the National Football Team of England  . He joined the Real Madrid   after he left  his old team. He wants to play football in Pairs in the next World Cup. Where does David Beckham come from?   _",,auxiliary_train-00000-of-00001,B,"David Beckham, a well-known football player, was born in London on May 2nd, 1975. He is about 1.8 metres tall. He is very strong and big. He is very quite a good football player. He scored a lot of goals for his old team---- the National Football Team of England  . He joined the Real Madrid   after he left  his old team. He wants to play football in Pairs in the next World Cup. Where does David Beckham come from?   _

Choices:
A. France
B. the UK
C. the USA
D. Japan

Reply with exactly one uppercase letter out of A, B, C, or D.
",145
"English Students' Education English schools begin in September after a long summer holiday. There are two terms in a school year. The first term is from September to January, and the second term is from February to June. Most English children begin to go to school when they are five years old. When they finish high school, they are seventeen or eighteen years old. High school students take only five or six subjects each term. They usually go the the same class every day, and they have homework for every class. After class, they do a lot of interesting things. After high school, many students go to college1. They usually have to pay a lot of money. So they have to work after class to get money for their studies. Notes:1. go to college High school students  _  after class.",,auxiliary_train-00000-of-00001,D,"English Students' Education English schools begin in September after a long summer holiday. There are two terms in a school year. The first term is from September to January, and the second term is from February to June. Most English children begin to go to school when they are five years old. When they finish high school, they are seventeen or eighteen years old. High school students take only five or six subjects each term. They usually go the the same class every day, and they have homework for every class. After class, they do a lot of interesting things. After high school, many students go to college1. They usually have to pay a lot of money. So they have to work after class to get money for their studies. Notes:1. go to college High school students  _  after class.

Choices:
A. do housework
B. go to work
C. play sports
D. do interesting things

Reply with exactly one uppercase letter out of A, B, C, or D.
",208
"Homer conveyed his home to his wife, Wanda, for life, remainder to his daughter, Dixie. There was a $20,000 mortgage on the home requiring monthly payments, each covering interest to date plus a portion of the principal. Which of the following statements about the monthly payment is correct?",,auxiliary_train-00000-of-00001,C,"Homer conveyed his home to his wife, Wanda, for life, remainder to his daughter, Dixie. There was a $20,000 mortgage on the home requiring monthly payments, each covering interest to date plus a portion of the principal. Which of the following statements about the monthly payment is correct?

Choices:
A. Wanda must pay the full monthly payment.
B. Wanda must pay a portion of the monthly payment based on an apportionment of the value between Wanda's life estate and Dixie's remainder.
C. Wanda must pay the portion of the monthly payment which represents interest.
D. Dixie must pay the full monthly payment

Reply with exactly one uppercase letter out of A, B, C, or D.
",154
"The sun is a star of average size and brightness. From Earth, the sun appears as a round, yellow object in the daytime sky. At night, we see other stars. They appear as tiny points of light. Why does the sun appear larger than stars that we see at night?",,auxiliary_train-00000-of-00001,C,"The sun is a star of average size and brightness. From Earth, the sun appears as a round, yellow object in the daytime sky. At night, we see other stars. They appear as tiny points of light. Why does the sun appear larger than stars that we see at night?

Choices:
A. Daylight brightens the sun, making it appear larger.
B. Starlight bends as it passes planets, making the stars appear smaller.
C. The sun is closer to Earth than other stars, making the sun appear larger.
D. Earth's atmosphere filters out light from other stars, making them appear smaller.

Reply with exactly one uppercase letter out of A, B, C, or D.
",144
"A young woman was at the cinema,and she was enjoying the film very much.In the next seat there was an old man,and he began looking on the floor under him.The woman was angry and whispered ,""What are you doing now? What are you looking for?"" ""A piece of chocolate ,""the man whispered to her,""I've dropped it on the floor."" ""A piece of chocolate? ""the woman said angrily,""It s dirty now! Take this and be quiet, please! I'm listening to the film!""She gave the man a big piece of chocolate. ""But.""the man said,""my teeth are in the piece on the floor!"" This story took place at the cinema   _  .",,auxiliary_train-00000-of-00001,A,"A young woman was at the cinema,and she was enjoying the film very much.In the next seat there was an old man,and he began looking on the floor under him.The woman was angry and whispered ,""What are you doing now? What are you looking for?"" ""A piece of chocolate ,""the man whispered to her,""I've dropped it on the floor."" ""A piece of chocolate? ""the woman said angrily,""It s dirty now! Take this and be quiet, please! I'm listening to the film!""She gave the man a big piece of chocolate. ""But.""the man said,""my teeth are in the piece on the floor!"" This story took place at the cinema   _  .

Choices:
A. when the film was on
B. when the film was over
C. when the old man was looking for the chocolate
D. when the woman was whispering to the man

Reply with exactly one uppercase letter out of A, B, C, or D.
",203
"The first ting we do is to put an APB and this goes to all the police stations in the country. Next we telephone the hospitals. Often the person we are looking for has been in an accident. Then we might try parents, friends or relatives they might be with. We try to follow their movements and to find the last person they saw in local or national papers--especially papers they might read. There are other things we can do: put posters in places where they might be, go on television. Here in America there is a magazine in which there are photographs of missing children. This is often the last hope. Of course, with nearly two million missing children every year, we can't do all these things for everyone. We haven't got the time, or the money , or the people who work for it. Who do they look for?",,auxiliary_train-00000-of-00001,D,"The first ting we do is to put an APB and this goes to all the police stations in the country. Next we telephone the hospitals. Often the person we are looking for has been in an accident. Then we might try parents, friends or relatives they might be with. We try to follow their movements and to find the last person they saw in local or national papers--especially papers they might read. There are other things we can do: put posters in places where they might be, go on television. Here in America there is a magazine in which there are photographs of missing children. This is often the last hope. Of course, with nearly two million missing children every year, we can't do all these things for everyone. We haven't got the time, or the money , or the people who work for it. Who do they look for?

Choices:
A. Criminals.
B. The drivers who have caused accidents.
C. News reports.
D. Missing children.

Reply with exactly one uppercase letter out of A, B, C, or D.
",218
"An electron (mass = m, charge = -E) is rotated with speed V upwards, in the plane of the page, into a region containing a uniform magnetic field B, that is directed into the plane of the page. Describe the electron's subsequent circular motion.",high_school_physics,test-00000-of-00001,A,"An electron (mass = m, charge = -E) is rotated with speed V upwards, in the plane of the page, into a region containing a uniform magnetic field B, that is directed into the plane of the page. Describe the electron's subsequent circular motion.

Choices:
A. Clockwise rotation; radius of path = mv/(eB)
B. Counterclockwise rotation; radius of path = mv/(eB)
C. Clockwise rotation; radius of path = eB/(mv)
D. Counterclockwise rotation; radius of path = eB/(mv)

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
"Tom likes chocolates very much,but his mother doesn't give him chocolates , because they're bad for his teeth,she thinks. But Tom has a very nice grandfather. The old man loves his grandson very much and sometimes he buys Tom some chocolates. Then his mother lets him eat them,because she wants to make the old man happy. On Sunday evening,it is Tom's birthday. He says,""Please,God ,let them give me a big box of chocolates for my birthday.""His mother says,""God can't hear you. Don't shout.""""I know,""says the clever boy with a smile.""But Grandfather is in the next room,and he can."" Why does Tom's mother let him eat chocolates sometimes?",,auxiliary_train-00000-of-00001,D,"Tom likes chocolates very much,but his mother doesn't give him chocolates , because they're bad for his teeth,she thinks. But Tom has a very nice grandfather. The old man loves his grandson very much and sometimes he buys Tom some chocolates. Then his mother lets him eat them,because she wants to make the old man happy. On Sunday evening,it is Tom's birthday. He says,""Please,God ,let them give me a big box of chocolates for my birthday.""His mother says,""God can't hear you. Don't shout.""""I know,""says the clever boy with a smile.""But Grandfather is in the next room,and he can."" Why does Tom's mother let him eat chocolates sometimes?

Choices:
A. Because Tom studies hard.
B. Because Tom's grandma buys him some chocolates.
C. Because she is happy.
D. Because she wants to make Tom's grandpa happy.

Reply with exactly one uppercase letter out of A, B, C, or D.
",203
"In America, almost every book shop sells books about food and cooking. Most newspapers and magazines talk about Americans' eating habits. .Many books write about where to eat. So we can see eating is very important to every American. Salads are very popular and they have them all year round .Americans enjoy coffee. Most of them drink coffee or tea before or after every meal. Many Americans have coffee or tea with their meals. The main food in American meals is usually meat, fish or chicken, but people don't eat them together at the same meal. Seafood is something they eat as the first course . Most Americans eat breakfast and lunch quickly, but the evening meal is longer and a time for the family to get together. This is main meal in a day. On Sundays or holidays, Americans like to _ . They get up very late in the morning, so they have to eat their brunch(.) Which statement do you think is right?",,auxiliary_train-00000-of-00001,A,"In America, almost every book shop sells books about food and cooking. Most newspapers and magazines talk about Americans' eating habits. .Many books write about where to eat. So we can see eating is very important to every American. Salads are very popular and they have them all year round .Americans enjoy coffee. Most of them drink coffee or tea before or after every meal. Many Americans have coffee or tea with their meals. The main food in American meals is usually meat, fish or chicken, but people don't eat them together at the same meal. Seafood is something they eat as the first course . Most Americans eat breakfast and lunch quickly, but the evening meal is longer and a time for the family to get together. This is main meal in a day. On Sundays or holidays, Americans like to _ . They get up very late in the morning, so they have to eat their brunch(.) Which statement do you think is right?

Choices:
A. To all of Americans eating is very important.
B. All magazines always talk about Americans' eating habits.
C. People in America don't mind where to eat.
D. Most of Americans like hot food very much.

Reply with exactly one uppercase letter out of A, B, C, or D.
",257
"A woman was having some trouble  with her heart, so she went to see a doctor. He was a new doctor, and did not know her, so he first asked some questions about her, and one of them was, ""How old are you?"" ""Well,"" she said, ""I don't remember, doctor, but I will try to think."" She thought for a moment and said, ""Yes, I remember now, doctor! When I married , I was eighteen years old, and my husband  was thirty. Now my husband is sixty, I know, and that is twice thirty. So I am twice eighteen. I think I am thirty-six,is it right?"" Which is the best title  for the passage?",,auxiliary_train-00000-of-00001,C,"A woman was having some trouble  with her heart, so she went to see a doctor. He was a new doctor, and did not know her, so he first asked some questions about her, and one of them was, ""How old are you?"" ""Well,"" she said, ""I don't remember, doctor, but I will try to think."" She thought for a moment and said, ""Yes, I remember now, doctor! When I married , I was eighteen years old, and my husband  was thirty. Now my husband is sixty, I know, and that is twice thirty. So I am twice eighteen. I think I am thirty-six,is it right?"" Which is the best title  for the passage?

Choices:
A. A Maths Problem.
B. A Woman and Her husband.
C. How Old Is She?
D. A Clever Doctor.

Reply with exactly one uppercase letter out of A, B, C, or D.
",197
"Hello, I'm Linda. This is Jen. She's my mum. She's 38 years old. She's wearing a red coat, a pair of red shoes and a pair of blue pants. She often wears a big hat, too. She is a teacher. And the students in her school like her very much. She likes singing  . But she doesn't like   playing sports. On Sundays, she goes shopping with me. ,. Jen is a  _  .",,auxiliary_train-00000-of-00001,C,"Hello, I'm Linda. This is Jen. She's my mum. She's 38 years old. She's wearing a red coat, a pair of red shoes and a pair of blue pants. She often wears a big hat, too. She is a teacher. And the students in her school like her very much. She likes singing  . But she doesn't like   playing sports. On Sundays, she goes shopping with me. ,. Jen is a  _  .

Choices:
A. nurse
B. doctor
C. teacher
D. manager

Reply with exactly one uppercase letter out of A, B, C, or D.
",135
"A city sent a certified notice by U.S. mail to a homeowner telling the owner that the property was listed for a foreclosure sale for failure to pay real estate property taxes. The post office quickly returned the notice to the city as being ""unclaimed."" The city decided that the notice was sufficient, and sold the property. The owner had been out of the country and did not claim his certified mail. When he found out he sued the city on the basis that there was insufficient notice. Will the owner succeed in having the foreclosure declared void by the court?",professional_law,test-00000-of-00001,C,"A city sent a certified notice by U.S. mail to a homeowner telling the owner that the property was listed for a foreclosure sale for failure to pay real estate property taxes. The post office quickly returned the notice to the city as being ""unclaimed."" The city decided that the notice was sufficient, and sold the property. The owner had been out of the country and did not claim his certified mail. When he found out he sued the city on the basis that there was insufficient notice. Will the owner succeed in having the foreclosure declared void by the court?

Choices:
A. No, because the sending of certified notice to the property's address was reasonably calculated to reach him, which satisfies due process concerns.
B. No, because the owner knew that he wasn't paying his taxes and that constituted de facto notice that that his property was subject to governmental taking.
C. Yes, because in most circumstances an ""unclaimed"" notification is insufficient to satisfy the demands of due process.
D. No, because the city had a right to expect that an owner will leave his property in the hands of someone who will notify him if his interest is in jeopardy.

Reply with exactly one uppercase letter out of A, B, C, or D.
",251
"I am a boy from the USA. Now I go to school in China. I have Chinese food now, I like it. I usually have porridge and milk for breakfast at home with my parents. Sometimes I have some small cakes, too. But I don't have lunch at home. I have it at school with my classmates . I usually have meat or fish, rice and vegetables for lunch. After lunch I have some fruit. I get home at half past four in the afternoon. So I have supper with my parents again. Sometimes we go out for supper. My mother often cooks supper. Sometimes my sister does it. We usually have rice, fish, meat, vegetables and fruit juice for supper. We sometimes have noodles and dumplings. After supper, I often have some fruit. I like apples very much. ,. How many people are there in the boy's family?",,auxiliary_train-00000-of-00001,B,"I am a boy from the USA. Now I go to school in China. I have Chinese food now, I like it. I usually have porridge and milk for breakfast at home with my parents. Sometimes I have some small cakes, too. But I don't have lunch at home. I have it at school with my classmates . I usually have meat or fish, rice and vegetables for lunch. After lunch I have some fruit. I get home at half past four in the afternoon. So I have supper with my parents again. Sometimes we go out for supper. My mother often cooks supper. Sometimes my sister does it. We usually have rice, fish, meat, vegetables and fruit juice for supper. We sometimes have noodles and dumplings. After supper, I often have some fruit. I like apples very much. ,. How many people are there in the boy's family?

Choices:
A. Three
B. Four
C. Five
D. Six

Reply with exactly one uppercase letter out of A, B, C, or D.
",216
"A-DTom, Betty, Sophia, Jane.  A. This book will help you understand how to stay well and avoid sickness. You'll learn some things that you might use at home to avoid catching a cold. B. This book has useful information about how to prevent common accidents. It's about safety both indoors and outdoors. C. This book will tell you something about how to keep healthy by doing exercises. You'll learn not only the importance of doing exercises, but also the ways of doing exercises. D. Do you have difficulties to communicate with others? Do you often say something wrong when you talk to others? This book will teach you how to say proper things to people. Kate wants to keep thinner and healthier. Maybe she can borrow the book from   _  .",,auxiliary_train-00000-of-00001,B,"A-DTom, Betty, Sophia, Jane.  A. This book will help you understand how to stay well and avoid sickness. You'll learn some things that you might use at home to avoid catching a cold. B. This book has useful information about how to prevent common accidents. It's about safety both indoors and outdoors. C. This book will tell you something about how to keep healthy by doing exercises. You'll learn not only the importance of doing exercises, but also the ways of doing exercises. D. Do you have difficulties to communicate with others? Do you often say something wrong when you talk to others? This book will teach you how to say proper things to people. Kate wants to keep thinner and healthier. Maybe she can borrow the book from   _  .

Choices:
A. Tom
B. Betty
C. Sophia
D. Jane

Reply with exactly one uppercase letter out of A, B, C, or D.
",195
"Mr.Brown is 80 years old.Every morning he goes for a walk in the park.And he comes home at twelve thirty for lunch.But today a car stops at his house.At twelve,two policemen help him get out.One of them says to Mr.Brown's daughter,""The old man can't find his way in the park.He asks us to take him home by car.""The daughter thanks the policemen and they leave.Then she asks her father,""Dad,you go to that park every day.But today,you can't find the way.What's wrong with you?""The old man smiles like a child and says,""I can find my way.I don't want to walk home."" Every morning,Mr.Brown often comes home at   _  .",,auxiliary_train-00000-of-00001,C,"Mr.Brown is 80 years old.Every morning he goes for a walk in the park.And he comes home at twelve thirty for lunch.But today a car stops at his house.At twelve,two policemen help him get out.One of them says to Mr.Brown's daughter,""The old man can't find his way in the park.He asks us to take him home by car.""The daughter thanks the policemen and they leave.Then she asks her father,""Dad,you go to that park every day.But today,you can't find the way.What's wrong with you?""The old man smiles like a child and says,""I can find my way.I don't want to walk home."" Every morning,Mr.Brown often comes home at   _  .

Choices:
A. twelve
B. eleven thirty
C. half past twelve
D. twelve fifteen

Reply with exactly one uppercase letter out of A, B, C, or D.
",194
