ind,activity_label,ctx,answer,final_prompt,len_tk_glm4_9b_base
46465.0,Futsal,"Words on screen present ""ricardinho 5 anos de magia"" appear. Ricardinho appears running on several fields of play both indoors and out. he",A,"Context:
""Words on screen present ""ricardinho 5 anos de magia"" appear. Ricardinho appears running on several fields of play both indoors and out. he""

Which of the following endings best completes the context?

Choices:
A. scores several goals into the nets at different games.
B. basically runs on the field, chasing a ball, backflips, and turns.
C. at the top of a slope performing several tumbling jumps, including acrobatics.
D. discusses the technique used inside the field and with players holding racquets and occasionally dancing.

Reply with exactly one uppercase letter out of A, B, C, or D.
",137
32187.0,Grooming dog,We see a lady in a nurse shirt talking and two dogs in a kitchen. The lady has a small wet dog she is vacuuming on table and is brushing the dog. we,D,"Context:
""We see a lady in a nurse shirt talking and two dogs in a kitchen. The lady has a small wet dog she is vacuuming on table and is brushing the dog. we""

Which of the following endings best completes the context?

Choices:
A. see the ladies shirt with a pink disc on it and the dog is standing in it.
B. see the dog's leg up close.
C. see the lady near the cleaning equipment like a game and cleaning and spraying a dog.
D. see the dogs running around on the kitchen floor.

Reply with exactly one uppercase letter out of A, B, C, or D.
",131
8133.0,Wakeboarding,A person is seen moving along a flooded road when a car takes off and he rides behind on a board. the person,C,"Context:
""A person is seen moving along a flooded road when a car takes off and he rides behind on a board. the person""

Which of the following endings best completes the context?

Choices:
A. continues driving along the roads while others help along both sides.
B. moves continuously with the wheel on a small boat while other people ride on the back.
C. rides in the water all along the street and ends with him waving his arms up into the air.
D. continues riding through the area and shows off a bottle of soap while others watch.

Reply with exactly one uppercase letter out of A, B, C, or D.
",131
25058.0,Bathing dog,The woman is using a hand held shower to wash the dog. The woman is holding the dog with its two front legs. she,B,"Context:
""The woman is using a hand held shower to wash the dog. The woman is holding the dog with its two front legs. she""

Which of the following endings best completes the context?

Choices:
A. then slides the dog's front leg into the shower before it's soaked.
B. continues to wash the dog with the shower.
C. was using the paw in the shower.
D. is showing watch how to wash after clean himself using the water, by getting into the water, ending with the dog's clothes and wet clothes.

Reply with exactly one uppercase letter out of A, B, C, or D.
",129
37230.0,Tumbling,Several boys in an indoor gymnastic gym performs extensive and complicated tumbles on bouncy floors in front of coaches and fellow gymnast and students. a boy,C,"Context:
""Several boys in an indoor gymnastic gym performs extensive and complicated tumbles on bouncy floors in front of coaches and fellow gymnast and students. a boy""

Which of the following endings best completes the context?

Choices:
A. with the gymnastic training platform to his name performs on the parallel bars different bounces between trampoline and gym floor where girls are sitting or standing watching him perform on parallel bars.
B. in a black, red and white tank top spins around becomes airborne and allows another boy from the athletic competition to land on his feet.
C. performs a tumbler routine with high kicks and tumbles.
D. begins jump roping in a specialty square in the gymnasium tiles.

Reply with exactly one uppercase letter out of A, B, C, or D.
",165
957.0,Pole vault,A man stands by a pole vault rig while a series of vaulters is shown attempting the vault with varying degrees of success. A group of people wearing white uniforms walk by in the background. two people,A,"Context:
""A man stands by a pole vault rig while a series of vaulters is shown attempting the vault with varying degrees of success. A group of people wearing white uniforms walk by in the background. two people""

Which of the following endings best completes the context?

Choices:
A. walk by in the background.
B. go up to stand in front of the vault camera.
C. are shown practicing vault shooting while a group of other people watch and take pictures.
D. wearing orange uniforms pass by behind a net on a field.

Reply with exactly one uppercase letter out of A, B, C, or D.
",127
4956.0,Drinking coffee,The woman holding the bottle on the right tries to unscrew the bottle open and has a hard time so someone reaches in and opens it for her and hands it back. the women,C,"Context:
""The woman holding the bottle on the right tries to unscrew the bottle open and has a hard time so someone reaches in and opens it for her and hands it back. the women""

Which of the following endings best completes the context?

Choices:
A. claps as they all jump up and down.
B. are eventually able to open the bottle and it looks like a black substance trying to crawl out.
C. laugh, smell the contents in the bottle and the brunette tastes a little bit of it and they both laugh.
D. continue to check on facebook and twitter business and then the video ends.

Reply with exactly one uppercase letter out of A, B, C, or D.
",143
29402.0,Cheerleading,"Several blocks fall, forming a black and white picture of two girls. The girls are shown in a gymnasium. one",B,"Context:
""Several blocks fall, forming a black and white picture of two girls. The girls are shown in a gymnasium. one""

Which of the following endings best completes the context?

Choices:
A. of the girls matches herself up to the other, and feet together.
B. does several back flips, then a group begins throwing girls into the air, practicing flips.
C. girl runs from one end of the gym to the other, throwing all of her weight to the other end.
D. climbs up a wall while the other follows.

Reply with exactly one uppercase letter out of A, B, C, or D.
",131
4612.0,Playing accordion,There are 5 different people sitting in chairs playing accordions that has pianos attached to them. there,A,"Context:
""There are 5 different people sitting in chairs playing accordions that has pianos attached to them. there""

Which of the following endings best completes the context?

Choices:
A. are 2 women, and 3 men and all of them, look very serious about what they're doing.
B. are 2 white flags in the center of the room and along with a painted backdrop it has a large halloween themed pumpkin spinning around in the middle of the room.
C. is a shot of the person playing that has a long haired lady in the middle.
D. are also some people in the back of the bus or behind the desk, and now several white and red music boards are on the wall.

Reply with exactly one uppercase letter out of A, B, C, or D.
",165
2836.0,Breakdancing,The man stops dancing and stands in front of the camera talking to it before demonstrating basic break dance moves including using the hands and knees to perform spins from the floor. the man,B,"Context:
""The man stops dancing and stands in front of the camera talking to it before demonstrating basic break dance moves including using the hands and knees to perform spins from the floor. the man""

Which of the following endings best completes the context?

Choices:
A. continues to explain how he does this in previous scenes and kneels on the floor before stepping back several times ready and waiting for the woman to get off of the dance floor.
B. continues to demonstrate break dance moves and talk to the camera until he gives a peace sign to the camera and the screen fades to a marketing graphic.
C. finishes and stops beer.
D. demonstrates each square step for the video including steps on the knees.

Reply with exactly one uppercase letter out of A, B, C, or D.
",159
28861.0,Playing harmonica,"As he plays, more of the young kids gather around to watch him play as he switches the two harmonicas. when he",A,"Context:
""As he plays, more of the young kids gather around to watch him play as he switches the two harmonicas. when he""

Which of the following endings best completes the context?

Choices:
A. is finished, the young boys begin smiling and start to clap in amazement.
B. finishes, the young kids gives each other high five.
C. is done, the dog is ready for the final dish as that is tagged with pins, and trophies.
D. is done, all of the previews are shown and they are all laughing and enjoying themselves in his bedroom.

Reply with exactly one uppercase letter out of A, B, C, or D.
",137
19084.0,Layup drill in basketball,A young team of girls is getting coached during a practice for basketball and the girls are working on their shots. A coach is standing talking to a small group of girls who are playing basket ball. the coach,B,"Context:
""A young team of girls is getting coached during a practice for basketball and the girls are working on their shots. A coach is standing talking to a small group of girls who are playing basket ball. the coach""

Which of the following endings best completes the context?

Choices:
A. showed the team and the girls scored several baskets.
B. gets the ball passed to her.
C. shoots baskets at the girls in front of her and then scores scores for the team, and her teammates applaud.
D. connects a string then cuts the ball in half in the air and give a high ten.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
44535.0,Playing water polo,"There are a few spectators looking on from the sides of the pool, while a referee is following the actions to stay in control of the match. It is quiet other than the young kids that are involved in the game. they",A,"Context:
""There are a few spectators looking on from the sides of the pool, while a referee is following the actions to stay in control of the match. It is quiet other than the young kids that are involved in the game. they""

Which of the following endings best completes the context?

Choices:
A. are having a great time and are very involved in what they are doing.
B. are playing a game of various games, as they all have their arms thrown up in triumph.
C. have one swimmer swimmer get out of the water and swim towards the other swimmer while the referee continues his instruction from the side shots.
D. move around freely in an attempt to keep score thrived by the kids.

Reply with exactly one uppercase letter out of A, B, C, or D.
",165
41843.0,Long jump,"Then she starts to try from further back, sprinting and jumping into the sand. She starts to jump over little stands next and then another man joins in to practice with her. then",A,"Context:
""Then she starts to try from further back, sprinting and jumping into the sand. She starts to jump over little stands next and then another man joins in to practice with her. then""

Which of the following endings best completes the context?

Choices:
A. , an actual race begins and everyone is racing along.
B. the video cuts to the clips of people performing with one another and a slight title progression shown over the eyes.
C. another woman join in and they begin to climb over different trees trying to jump.
D. once more from further back and above she does the jump the mbles across the sand.

Reply with exactly one uppercase letter out of A, B, C, or D.
",147
11386.0,Plataform diving,Man is on the 10 m trampoline and make a hand stand to make the jump to the pool. Woman is impressed siting by the pool and have her hands on her face. presentator,D,"Context:
""Man is on the 10 m trampoline and make a hand stand to make the jump to the pool. Woman is impressed siting by the pool and have her hands on her face. presentator""

Which of the following endings best completes the context?

Choices:
A. is talking about the argument between mike tyson of swansboro and smith of egg plants.
B. is sitting thng a round table.
C. is want to talk about the important part of this ad invest cyou and one person makes the jump to the pool.
D. is interviewing the man.

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
20144.0,Calf roping,"Men are standing against the fence, the gates are up and a rider is waiting to start. once the gate",B,"Context:
""Men are standing against the fence, the gates are up and a rider is waiting to start. once the gate""

Which of the following endings best completes the context?

Choices:
A. is down, the man is riding across the field and is very high up, then stopped, dismounted and the man with a stick prepares to start riding.
B. opens a little cow comes running out and the horse chases after.
C. loose, the man gets off of the horse to start racing along the dirt.
D. is down, the man goes over the jump and it is awesome.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
45940.0,Blowing leaves,A person is walking along green grass that is surrounded by water. Suddenly a leaf blower begins and the person blows all of the leaves into a large pile. the person,B,"Context:
""A person is walking along green grass that is surrounded by water. Suddenly a leaf blower begins and the person blows all of the leaves into a large pile. the person""

Which of the following endings best completes the context?

Choices:
A. continues sifting the leaves.
B. walks away from the pile and blows the leaves into another direction and goes to another pile and blows the leaves from the smaller pile over to the area with the bigger pile.
C. then blows it like a wind machine as the leaves end up blowing on each other.
D. then comes apart on the other end of the leaf blower and leaves are taken out.

Reply with exactly one uppercase letter out of A, B, C, or D.
",151
38615.0,Pole vault,The woman stands up when she sees a person running wiht a stick preparing to land on the blue beam. when the person,A,"Context:
""The woman stands up when she sees a person running wiht a stick preparing to land on the blue beam. when the person""

Which of the following endings best completes the context?

Choices:
A. lands on the blue beam, a few people clap for him.
B. lands, two men are interviewed on one of the playing fields in front of the coconut tree and there's a ball, three men are walking while the woman is filming and there are two boys walking next to her.
C. lands she does a flip to land inside of a triangle styled object.
D. lands, he walks towards the point where a woman is sitting who stands up.

Reply with exactly one uppercase letter out of A, B, C, or D.
",153
21307.0,Polishing forniture,A man is seen speaking to the camera while pointing to various tools and wooden objects in front of him. The man unhooks the side followed by sanding it down on the side. the man,D,"Context:
""A man is seen speaking to the camera while pointing to various tools and wooden objects in front of him. The man unhooks the side followed by sanding it down on the side. the man""

Which of the following endings best completes the context?

Choices:
A. continues to move all over and smiling with the camera as well.
B. continues speaking yelling at the camera while taking the tools apart in go.
C. spins the tool all along the knife the entire time.
D. then takes a screwdriver and drills in holes while stopping to sand it and show it to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
19326.0,Archery,A man is seen speaking to the camera while showing various tools to the camera as well as a close up of a bow and arrow. the man,B,"Context:
""A man is seen speaking to the camera while showing various tools to the camera as well as a close up of a bow and arrow. the man""

Which of the following endings best completes the context?

Choices:
A. then begins using the bow on several targets and continues explaining around them while moving all around.
B. shoots the bow while showing it to the camera several times and shooting more.
C. then sharpens the bow and begins to shoot it while others walk in and out of frame in the back.
D. then draws a face with a whetstone over and over on the wall while moving the sharpening stone around.

Reply with exactly one uppercase letter out of A, B, C, or D.
",149
25620.0,Making a cake,"A round piece of styrofoam is on a cake platter, strips of the dough are placed on the foam. the person",A,"Context:
""A round piece of styrofoam is on a cake platter, strips of the dough are placed on the foam. the person""

Which of the following endings best completes the context?

Choices:
A. works with purple dough and cuts it into strips.
B. pulls off the hard sheet, puts frosting on the sheet, wraps it in bows, puts the cake on top and takes off the covering.
C. lays the lay up colorful cellophane paper paper over the top of the package.
D. peels the the lines away from the cake.

Reply with exactly one uppercase letter out of A, B, C, or D.
",135
36618.0,Hurling,"There is an intro with fire in the background and a picture of fangoers, that says cork v wexford all ireland semi final 2003. men",C,"Context:
""There is an intro with fire in the background and a picture of fangoers, that says cork v wexford all ireland semi final 2003. men""

Which of the following endings best completes the context?

Choices:
A. are seen in a canoe meeting in a river and following a boat past.
B. is playing beer pong with throwing cups and the tv is running an ad for him.
C. are shown playing a game on a large field.
D. appear on the screen and they are all sitting around a table and they all begin doing various hand stands and poses.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
18775.0,Archery,He then shows how to stretch the hand to extend the bow by pulling the string towards him. He also shows how to release the string in order to shoot the arrow straight across. then he,C,"Context:
""He then shows how to stretch the hand to extend the bow by pulling the string towards him. He also shows how to release the string in order to shoot the arrow straight across. then he""

Which of the following endings best completes the context?

Choices:
A. shows how to concentrate on hitting the target on the tree.
B. stops to adjust the bow.
C. shows the correct stance and the anchoring of the arrow to accurately aim and shoot the target.
D. explains how to release the arrow and a variety of arrows are released.

Reply with exactly one uppercase letter out of A, B, C, or D.
",131
38425.0,Ice fishing,"A woman is interviewing a man inside a tent. They drill a hole in the ice, and use their gear to fish. she",B,"Context:
""A woman is interviewing a man inside a tent. They drill a hole in the ice, and use their gear to fish. she""

Which of the following endings best completes the context?

Choices:
A. harps and sings along, and looks to the camera.
B. continues interviewing the people onsite.
C. marks what she is doing with the fishing pole, while holding the fishing pole.
D. swims in a hole towards the camera, grabbing a fish, poking it in the hole, then kissing the catch and fishing in the ice.

Reply with exactly one uppercase letter out of A, B, C, or D.
",130
44374.0,Brushing teeth,"The girl turns on the faucet to wet her toothbrush. The girl turns off the faucet, unscrews the toothpaste, and puts some toothpaste on her toothbrush. the girl",D,"Context:
""The girl turns on the faucet to wet her toothbrush. The girl turns off the faucet, unscrews the toothpaste, and puts some toothpaste on her toothbrush. the girl""

Which of the following endings best completes the context?

Choices:
A. throws her toothbrush in the hand that is standing on the sink counter.
B. brushes her teeth as the run the toothbrush through her mouth.
C. sits on the bathroom floor, spits an object into her hand, and then wipes her mouth with a towel.
D. brushes her teeth and spit in the sink.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
586.0,Applying sunscreen,More and more people begin talking and each of them has a bottle of sun screen and starts to squirt it on their arms in effort to protect their skin. a small blue bottle of the sun screen,C,"Context:
""More and more people begin talking and each of them has a bottle of sun screen and starts to squirt it on their arms in effort to protect their skin. a small blue bottle of the sun screen""

Which of the following endings best completes the context?

Choices:
A. appears and then different people carry it to a table where they mix the liquid with a straw with a straw and take turns squirting the liquid into their skin.
B. appears near each of their hair as they continue to talk but no bottle at all appear.
C. is then shown and several more people begin talking about the product.
D. zooms in on sheers that they have on the floor.

Reply with exactly one uppercase letter out of A, B, C, or D.
",158
42479.0,Doing motocross,"The man then puts on a helmet, the bar is let down and he begins jumping over a hill. as the video",A,"Context:
""The man then puts on a helmet, the bar is let down and he begins jumping over a hill. as the video""

Which of the following endings best completes the context?

Choices:
A. continues, you are following the man racing through the trail and doing tricks and riding at side angles to ensure that the tricks are landed and he doesn't fall off.
B. ends he is seen sitting behind a bar holding a drink and belly dancing.
C. ends, a woman has on an apron and is wiping a snow off of her windshield.
D. ends, a young woman is shown with a minnie mouse necklace and singing with a man who has a black hat.

Reply with exactly one uppercase letter out of A, B, C, or D.
",157
39940.0,Grooming dog,A woman is seen walking into frame with a dog and leads into her brushing the dog while speaking to the camera. the dog,C,"Context:
""A woman is seen walking into frame with a dog and leads into her brushing the dog while speaking to the camera. the dog""

Which of the following endings best completes the context?

Choices:
A. walks into frame standing next to her and waving.
B. attempts to help a man brush the dog and the man continues speaking to the camera.
C. rolls over as the woman continues brushing and ends by petting the dog on its sides.
D. brushes off the spit and other things as well as a person's head as well as several neck and followed by more shots of different clips of the woman and her dog.

Reply with exactly one uppercase letter out of A, B, C, or D.
",146
20887.0,Getting a piercing,"The girl is in a piercing shop, then a man rubs her nose with a tissue and put a mark. after",C,"Context:
""The girl is in a piercing shop, then a man rubs her nose with a tissue and put a mark. after""

Which of the following endings best completes the context?

Choices:
A. , the girl appears again with more piercing that the man rubbed on her nose.
B. , he put a tattoo on the girl's nose, then it takes time.
C. , the man pierce the nose of the girl and puts a tip.
D. , the woman puts a set of rings under the girl's eyes to increase the damage.

Reply with exactly one uppercase letter out of A, B, C, or D.
",131
11198.0,Doing karate,A girl is standing in her home with her hands behind her back and her legs shoulder width apart. the girl,D,"Context:
""A girl is standing in her home with her hands behind her back and her legs shoulder width apart. the girl""

Which of the following endings best completes the context?

Choices:
A. starts spinning around in circles on her shoulders.
B. then starts playing a clarinet, while holding the instrument, by moving her hand to the front not at all provoking the girl's advances.
C. jumps on the bed and begins perform arts.
D. then firmly drops her hands to her side, brings her feet together and does a bow and continues to do a routine of various karate moves.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
46220.0,Sharpening knives,We see a title screen and a lady take a mug and throws the water on the ground and uses the bottom to sharpen her knife. we,C,"Context:
""We see a title screen and a lady take a mug and throws the water on the ground and uses the bottom to sharpen her knife. we""

Which of the following endings best completes the context?

Choices:
A. see a pink bowling lane and a lady teaming with a bunch of dresses.
B. see the lady sharpening her knife on a ladian sharpener.
C. then see the lady slice her tomato with ease.
D. see the lady's knife and she points it between her legs and shows it's deeper then normal from aiming straight down between her legs.

Reply with exactly one uppercase letter out of A, B, C, or D.
",137
10252.0,Putting in contact lenses,A kid is sitting on the bed and waves to the camera. He is explaining his daily routine to the camera. He is putting red contacts in his eyes. the contact,D,"Context:
""A kid is sitting on the bed and waves to the camera. He is explaining his daily routine to the camera. He is putting red contacts in his eyes. the contact""

Which of the following endings best completes the context?

Choices:
A. lenses are around his nose and eye, in place.
B. holder is removed from the contacts.
C. ators are inserted and the boy starts doing the whole electrode thing with his left hand, first in his eye and then in the side.
D. falls out of his eye and he puts it back in, but it falls out over and over.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
12751.0,Playing violin,"Some is carrying an instrument case walking around outside, they put the case down on the ground and take out a violin. The woman plays the violin everywhere she goes and she dances while she plays too. she",B,"Context:
""Some is carrying an instrument case walking around outside, they put the case down on the ground and take out a violin. The woman plays the violin everywhere she goes and she dances while she plays too. she""

Which of the following endings best completes the context?

Choices:
A. stops to stop and grab a change of clothes and start playing.
B. does some movements of her body making her back bend down almost touching the ground while still jamming out on the violin.
C. continues singing as she pulls the violin across as she plays, and her face appears showing awe at the sight of the instrument.
D. stops to play all around and act really silly.

Reply with exactly one uppercase letter out of A, B, C, or D.
",155
4690.0,Camel ride,Two young children are seen riding on a camel past a group of people and a man leading them along. the man,B,"Context:
""Two young children are seen riding on a camel past a group of people and a man leading them along. the man""

Which of the following endings best completes the context?

Choices:
A. then puts food on the people's legs while they wrap their legs around their back and walk.
B. continues to lead the camel around with the children on top and ends with them climbing down and others walking up.
C. leads the camels while the children play in the sand and move around.
D. closes the gate leading the camel and leads the kids again.

Reply with exactly one uppercase letter out of A, B, C, or D.
",134
30132.0,Making a cake,A camera pans over several ingredients laid out and leads into a person mixing them into a bowl. the person,D,"Context:
""A camera pans over several ingredients laid out and leads into a person mixing them into a bowl. the person""

Which of the following endings best completes the context?

Choices:
A. uses liquid soap to spread it around all around the bowl and leads to more ingredients being mixed.
B. continuously plays with a paste out of near boiling water.
C. stirs up the mixture and holding it in their hands as they pan around ingredients.
D. continues adding ingredients and blending them together, followed by putting them into a pan and baking in an over.

Reply with exactly one uppercase letter out of A, B, C, or D.
",131
38557.0,Hand car wash,Man is cleaning the car holding a hosepipe. Car enteres in a parking lo and a man is polishing and waxing the car. man,D,"Context:
""Man is cleaning the car holding a hosepipe. Car enteres in a parking lo and a man is polishing and waxing the car. man""

Which of the following endings best completes the context?

Choices:
A. is filling the car with water and hosepipe.
B. start new car carwash of the new car, while the man tries to wear the making gloves.
C. take a tube into the car and puts lube, then he gets some medicine.
D. is cleaning the leather of the seats.

Reply with exactly one uppercase letter out of A, B, C, or D.
",127
44128.0,Playing ice hockey,Player 4 on the orange team takes the puck down the ice passing once to himself passed defenders. player 4,A,"Context:
""Player 4 on the orange team takes the puck down the ice passing once to himself passed defenders. player 4""

Which of the following endings best completes the context?

Choices:
A. takes a shot on the goal and scores.
B. takes advantage of the action and folds the puck which just goes behind his back row jumping back and forth.
C. takes the puck with his toes knocking the puck from the goalie's hand before continuing to play.
D. and the other team play lacrosse against each other alternating sides.

Reply with exactly one uppercase letter out of A, B, C, or D.
",128
14730.0,Futsal,A group of people are seen standing on a soccer field and leads into one falling down and being helped back up. the same shot,D,"Context:
""A group of people are seen standing on a soccer field and leads into one falling down and being helped back up. the same shot""

Which of the following endings best completes the context?

Choices:
A. is shown again in slow motion and ends with more shots of the people throwing up.
B. is shown several more time with people helping another one up as well as speaking to people.
C. is shown to the camera and the two return to play several more times while people walk around.
D. is shown again in slow motion and leads into one scoring a goal with others not paying attention.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
24430.0,Preparing pasta,First she puts the sausage on a baking sheet that has aluminum foil on it and she puts it in the oven. next she,A,"Context:
""First she puts the sausage on a baking sheet that has aluminum foil on it and she puts it in the oven. next she""

Which of the following endings best completes the context?

Choices:
A. pours tomatoes into a small blender and she blends them up.
B. flips a plate of food onto it and puts it in the oven.
C. fills the pan with water and she adds the sausage to the heated pan and smells it up.
D. puts a cake pan in the oven, and then the cake baking sheet is put into the oven and she begins baking the cake.

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
813.0,Cleaning shoes,First she adds water pours a little bit of baby powder into the small bowl and she mixes it up using the toothbrush. she,A,"Context:
""First she adds water pours a little bit of baby powder into the small bowl and she mixes it up using the toothbrush. she""

Which of the following endings best completes the context?

Choices:
A. puts the baby powder soaked toothbrush onto the shoe and starts to rub it there.
B. then puts it in her mouth and shares it with the baby.
C. then opens the cabinet and pulls out the glove box and retrieves the bottle of baby powder that's in there.
D. then adds a little bit of sugar to the other bowl to create swirl.

Reply with exactly one uppercase letter out of A, B, C, or D.
",136
42971.0,Making a cake,A smiling black man is in a residential kitchen and he's wearing a santa hat and pouring ingredients into a large bowl. a hand,C,"Context:
""A smiling black man is in a residential kitchen and he's wearing a santa hat and pouring ingredients into a large bowl. a hand""

Which of the following endings best completes the context?

Choices:
A. bowl is then filled with chopped potato salad from a cast iron pot and then put into the santa claus bowl.
B. 's started mixing ingredients into the mixture and he put syrup all over her ingredients.
C. pushes a clear bowl filled with dark figs and a cutting board appears immediately afterwards and the instructions on the screen say to cut the stems off of 1 lb of figs and quarter them.
D. vacuums snow from the sidewalk outside and the person is vacuuming the snow from the sidewalk.

Reply with exactly one uppercase letter out of A, B, C, or D.
",167
49205.0,Dodgeball,The other team then approaches the line and a boy points to a person that was tagged with the dodge ball but doesn't want to get out. there,B,"Context:
""The other team then approaches the line and a boy points to a person that was tagged with the dodge ball but doesn't want to get out. there""

Which of the following endings best completes the context?

Choices:
A. are two players from the same team, one of them does a trick and the other boy plays with him from behind.
B. is a big discrepancy on the court and a person in a grey jackets comes out blowing their whistle between the two.
C. are several more games of games played in more winnable settings.
D. is an elongated pause between the two teams when they eye each other and give a thumbs up and the other team wins the game.

Reply with exactly one uppercase letter out of A, B, C, or D.
",159
3788.0,Long jump,A female athlete is standing in a field and takes off running and does a long jump in to the pit. after,B,"Context:
""A female athlete is standing in a field and takes off running and does a long jump in to the pit. after""

Which of the following endings best completes the context?

Choices:
A. , she slams back down onto it gearing up and is congratulated by her coaches.
B. , she walks off and her jump is measures as they show her replay.
C. , the woman stands up and runs in to the crowd with the arm in the air and the crowd applauds.
D. , she turns her body and execute shoulder aces in the air and also down straight while trying to keep her body straight.

Reply with exactly one uppercase letter out of A, B, C, or D.
",146
12632.0,Clipping cat claws,"A man has a tool he uses to trim cat claws, he messes around with it a little bit and then he gets up to find his cat. He pets the cat a little bit as to not make it so suspicious and scared. he",A,"Context:
""A man has a tool he uses to trim cat claws, he messes around with it a little bit and then he gets up to find his cat. He pets the cat a little bit as to not make it so suspicious and scared. he""

Which of the following endings best completes the context?

Choices:
A. gets the kitty in a good position and starts feeling for her claws and one by one starts to clip them.
B. sits back down and rests for a little bit more.
C. continues to do this as he buffs and scratches the cat.
D. then smells the cat to make sure it's really clean.

Reply with exactly one uppercase letter out of A, B, C, or D.
",148
38495.0,Capoeira,Two people are seen facing one another in a ring and lead into them performing various flips and kicks around one another. the men,C,"Context:
""Two people are seen facing one another in a ring and lead into them performing various flips and kicks around one another. the men""

Which of the following endings best completes the context?

Choices:
A. continue throwing and kicking around one another and ends with one speaking and taking it into interviews.
B. keep flipping and kicking all around one another and two other people come onto the screen to help them and end with them flipping.
C. continue kicking and jumping around one another while many watch on the sides and one man knocks the other down.
D. continue performing a dance as well as punching and kicking around one another and performing more moves, ending by flashing a picture of them.

Reply with exactly one uppercase letter out of A, B, C, or D.
",158
41631.0,Preparing salad,"A woman talks in kitchen, then come two boys and talk whiles showing the fruits on the counter. then",B,"Context:
""A woman talks in kitchen, then come two boys and talk whiles showing the fruits on the counter. then""

Which of the following endings best completes the context?

Choices:
A. , the boy tithe with nuts on the stick, and that the dog eat, then the boy eat nuts from the stick.
B. , a man comes and puts all the fruits in a large bowl while explaining.
C. , a man stands on the kitchen and look at the fruits.
D. , se woman walks over the table, and the boys presents the fruits to the woman and a man to get ice cream.

Reply with exactly one uppercase letter out of A, B, C, or D.
",144
25808.0,Tumbling,"She starts off by showing a handstand as she stands on her two hands and thrusts her body up. Then she demonstrates the cartwheel, followed by the power hurdle round off. she",B,"Context:
""She starts off by showing a handstand as she stands on her two hands and thrusts her body up. Then she demonstrates the cartwheel, followed by the power hurdle round off. she""

Which of the following endings best completes the context?

Choices:
A. goes very slowly after her final step.
B. also bends backwards and throw herself over to do the back walkover and then the front walkover as she makes a one hundred eighty degree flip over.
C. stops and throws the stick in the air and one hand back behind her neck.
D. completes her flip as she stands in the middle of the court.

Reply with exactly one uppercase letter out of A, B, C, or D.
",147
6998.0,Playing pool,The opponent takes his turn but the stripe nine doesn't enter into the pocket and someone ends up pushing it in the hole. after the two,B,"Context:
""The opponent takes his turn but the stripe nine doesn't enter into the pocket and someone ends up pushing it in the hole. after the two""

Which of the following endings best completes the context?

Choices:
A. men take their turn, they both bump into each other, fall down and when they're done they wipe their sweat down on each other.
B. take more turns, the guy bags up his pool stick and walks away from the table.
C. players hit the blue cup in their section and the crowd goes crazy.
D. children masked the winner by scoring a goal.

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
28380.0,Mooping floor,He puts down the swiffer and grabs a bottle and pours a liquid into a bucket. He grabs a mop and dips it into the bucket and rings out excess water. the mop,B,"Context:
""He puts down the swiffer and grabs a bottle and pours a liquid into a bucket. He grabs a mop and dips it into the bucket and rings out excess water. the mop""

Which of the following endings best completes the context?

Choices:
A. moves to wipe the floor and the man begins vacuuming the carpet again.
B. is wet and he uses it to clean the living room.
C. is cleaned by a hand and goes in the bucket.
D. runs across the floor, soaks it up and spills it on to the floor.

Reply with exactly one uppercase letter out of A, B, C, or D.
",133
8228.0,Trimming branches or hedges,It begins with a title showing the trimmer's name and the various equipment that comes with the trimmer. The man climbs a ladder and starts hedging. the video,C,"Context:
""It begins with a title showing the trimmer's name and the various equipment that comes with the trimmer. The man climbs a ladder and starts hedging. the video""

Which of the following endings best completes the context?

Choices:
A. sections out and the person shows the tool from several angles in red and yellow.
B. ends with the man laying down another ladder and trimming a large patch of wood.
C. then cuts to various other ways the man is using the trimmer.
D. then shows a man using trimmers while he plays the drums and cymbals.

Reply with exactly one uppercase letter out of A, B, C, or D.
",139
9431.0,Getting a haircut,"Then, the man cuts the hair on top the head with scissors helped with a comb. After, the man sprays the hair and cuts the ends of the hair. next",C,"Context:
""Then, the man cuts the hair on top the head with scissors helped with a comb. After, the man sprays the hair and cuts the ends of the hair. next""

Which of the following endings best completes the context?

Choices:
A. , the man uses a curling stone to wrap the hair under the hair.
B. , the man uses products that the man is singing with, and ends by stating the parts of the man that are tattooed.
C. , the man rubs his hands with cream and give form to the hair, also sprays the hair.
D. , the man applies hair products with a blow dryer and it fades.

Reply with exactly one uppercase letter out of A, B, C, or D.
",156
