question,question_concept,_split,answer,final_prompt,len_tk_phi3_mini_4k_instruct
Where are you likely to to find a marmot other than the zoo?,marmot,train-00000-of-00001,A,"Question:
Where are you likely to to find a marmot other than the zoo?

Which of the following is the best response to the question?

Choices:
A. wilderness
B. south america
C. jungle
D. in its den.
E. new zealand

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
Where could you find some plumbing that would be able to help you if you are thirsty?,plumbing,train-00000-of-00001,E,"Question:
Where could you find some plumbing that would be able to help you if you are thirsty?

Which of the following is the best response to the question?

Choices:
A. show
B. oil refineries
C. bathroom
D. hardware store
E. water fountain

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
When watching a movie in a theater it is important to listen to the dialogue so the crowd in the theater must be what?,listen,train-00000-of-00001,D,"Question:
When watching a movie in a theater it is important to listen to the dialogue so the crowd in the theater must be what?

Which of the following is the best response to the question?

Choices:
A. understand
B. able to hear
C. pay attention
D. very quiet
E. shut up

Reply with exactly one uppercase letter out of A, B, C, D or E.
",99
"He was a trivia hound and loved being able to answer anything, he loved studying to do what?",studying,train-00000-of-00001,C,"Question:
He was a trivia hound and loved being able to answer anything, he loved studying to do what?

Which of the following is the best response to the question?

Choices:
A. better grades
B. higher intelligence
C. increasing knowledge
D. inspiration
E. strain eyes

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
"It is a teachers job to help students commit to memory new skills, what is the teachers main job in the classroom to help students do?",commit to memory,train-00000-of-00001,E,"Question:
It is a teachers job to help students commit to memory new skills, what is the teachers main job in the classroom to help students do?

Which of the following is the best response to the question?

Choices:
A. make tape
B. memorize
C. never forget
D. concentrate
E. learn

Reply with exactly one uppercase letter out of A, B, C, D or E.
",100
John was an aristocratic fox hunter.  Where might he live?,fox,validation-00000-of-00001,B,"Question:
John was an aristocratic fox hunter.  Where might he live?

Which of the following is the best response to the question?

Choices:
A. england
B. new hampshire
C. street
D. arkansas
E. north dakota

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
How can a person destroy a car after becoming inebriated?,becoming inebriated,train-00000-of-00001,E,"Question:
How can a person destroy a car after becoming inebriated?

Which of the following is the best response to the question?

Choices:
A. being high on drugs
B. drunkenness
C. talking nonsense
D. drunk driving
E. automobile accidents

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
"Some times I have trouble expressing myself, but I use clothing, sometimes even ugly clothing as a form of this.",expressing yourself,train-00000-of-00001,D,"Question:
Some times I have trouble expressing myself, but I use clothing, sometimes even ugly clothing as a form of this.

Which of the following is the best response to the question?

Choices:
A. fun
B. fashion
C. pain
D. communication
E. embarrassment

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
"Boredom led him to go out to the bar, there were many characters there and he what?",boredom,train-00000-of-00001,A,"Question:
Boredom led him to go out to the bar, there were many characters there and he what?

Which of the following is the best response to the question?

Choices:
A. meet interesting people
B. play games
C. field
D. skateboard
E. listen to music

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
John is drinking down the highway and he's quite lost.  Where might he go to buy a map?,map,train-00000-of-00001,B,"Question:
John is drinking down the highway and he's quite lost.  Where might he go to buy a map?

Which of the following is the best response to the question?

Choices:
A. taco bell
B. truck stop
C. amusement park
D. atlas
E. classroom

Reply with exactly one uppercase letter out of A, B, C, D or E.
",98
"If I have a soapy sponge and a place to use it further away, how should I use it at that moment?",sponge,train-00000-of-00001,E,"Question:
If I have a soapy sponge and a place to use it further away, how should I use it at that moment?

Which of the following is the best response to the question?

Choices:
A. wet surface
B. collect water
C. hold it
D. clean dishes
E. hold water

Reply with exactly one uppercase letter out of A, B, C, D or E.
",99
John climbed a terrace from his balcony in order to sneak out and get an authentic pizza.   Where might John be?,terrace,train-00000-of-00001,E,"Question:
John climbed a terrace from his balcony in order to sneak out and get an authentic pizza.   Where might John be?

Which of the following is the best response to the question?

Choices:
A. ocean
B. southern europe
C. japan
D. rice paddy
E. italy

Reply with exactly one uppercase letter out of A, B, C, D or E.
",102
Jim's grass didn't get any sunlight because he parked his car over it.  The grass began to do what?,grass,train-00000-of-00001,B,"Question:
Jim's grass didn't get any sunlight because he parked his car over it.  The grass began to do what?

Which of the following is the best response to the question?

Choices:
A. continue to grow
B. turn brown
C. changes color with seasons
D. dry
E. burn

Reply with exactly one uppercase letter out of A, B, C, D or E.
",101
"Billy wants to learn how to socialize, but he doesn't know where to start.  He calls his best friend and asks for what?",socialize,train-00000-of-00001,D,"Question:
Billy wants to learn how to socialize, but he doesn't know where to start.  He calls his best friend and asks for what?

Which of the following is the best response to the question?

Choices:
A. have friends
B. meet new people
C. entertainment
D. input
E. friendship

Reply with exactly one uppercase letter out of A, B, C, D or E.
",101
"The man needed representation for arbitration, and a professional decided on giving assistance, what are they trying to avoid?",giving assistance,train-00000-of-00001,B,"Question:
The man needed representation for arbitration, and a professional decided on giving assistance, what are they trying to avoid?

Which of the following is the best response to the question?

Choices:
A. death
B. law suits
C. out of pocket
D. feel loved
E. surgery

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
"He didn't like the walk up, but living on the top floor meant there was nobody above him in the what?",top floor,train-00000-of-00001,A,"Question:
He didn't like the walk up, but living on the top floor meant there was nobody above him in the what?

Which of the following is the best response to the question?

Choices:
A. apartment building
B. tall building
C. go down
D. garden
E. office building

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
"They had room for many bedrooms, an office, a study, even a playroom; They certain had a what?",playroom,train-00000-of-00001,D,"Question:
They had room for many bedrooms, an office, a study, even a playroom; They certain had a what?

Which of the following is the best response to the question?

Choices:
A. building
B. nursery school
C. preschool
D. big house
E. small house

Reply with exactly one uppercase letter out of A, B, C, D or E.
",98
"If you aren't experiencing curiosity and want to ensure viewing enjoyment, what may you watch?",curiosity,train-00000-of-00001,E,"Question:
If you aren't experiencing curiosity and want to ensure viewing enjoyment, what may you watch?

Which of the following is the best response to the question?

Choices:
A. examine thing
B. stare into a mirror
C. go somewhere
D. hear news
E. see favorite show

Reply with exactly one uppercase letter out of A, B, C, D or E.
",97
"The paper towels are usually in plain sight in the kitchen, where did the dad go next to find them?",paper towels,train-00000-of-00001,A,"Question:
The paper towels are usually in plain sight in the kitchen, where did the dad go next to find them?

Which of the following is the best response to the question?

Choices:
A. pantry
B. cabinet
C. grocery store
D. waste bin
E. market

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
"The rooms in the experimental home were quite unique, they weren't the traditional what?",rooms,train-00000-of-00001,E,"Question:
The rooms in the experimental home were quite unique, they weren't the traditional what?

Which of the following is the best response to the question?

Choices:
A. posessions in
B. high walls
C. doors and windows
D. triangles
E. square shape

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"The robot could do lots of things, but unlike a human when presented with new situations it could not what?",human,train-00000-of-00001,C,"Question:
The robot could do lots of things, but unlike a human when presented with new situations it could not what?

Which of the following is the best response to the question?

Choices:
A. torture
B. be clear
C. think and reason
D. think critically
E. have fever

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
If you're going to a party held at work you are there to make what?,going to party,train-00000-of-00001,B,"Question:
If you're going to a party held at work you are there to make what?

Which of the following is the best response to the question?

Choices:
A. having fun
B. new contacts
C. meet new people
D. making new friends
E. doing drugs

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"I need to pick up a balloon after getting some snacks and a cake, where can I get all these things at once?",balloon,train-00000-of-00001,E,"Question:
I need to pick up a balloon after getting some snacks and a cake, where can I get all these things at once?

Which of the following is the best response to the question?

Choices:
A. fair
B. child's hand
C. sky
D. birthday party
E. grocery store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",103
"Mal would cover the whole at night, but he always left a what for his cats?",cover,train-00000-of-00001,B,"Question:
Mal would cover the whole at night, but he always left a what for his cats?

Which of the following is the best response to the question?

Choices:
A. underneath
B. opening
C. closing pots and pans
D. medium
E. leave open

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
"The christian Sunday school teacher gave out a punishment, this happened when the students did what to her orders?",christian,train-00000-of-00001,C,"Question:
The christian Sunday school teacher gave out a punishment, this happened when the students did what to her orders?

Which of the following is the best response to the question?

Choices:
A. stumble
B. rebel
C. disobey
D. go astray
E. commit sin

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
"Billy wasn't a stranger, but they hadn't spoken to him often, either.  How would you describe him?",stranger,train-00000-of-00001,B,"Question:
Billy wasn't a stranger, but they hadn't spoken to him often, either.  How would you describe him?

Which of the following is the best response to the question?

Choices:
A. family
B. known person
C. friend
D. relative
E. crowd

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
"The child was complaining of boredom, so his dad began to goof around to do what?",boredom,train-00000-of-00001,A,"Question:
The child was complaining of boredom, so his dad began to goof around to do what?

Which of the following is the best response to the question?

Choices:
A. entertain
B. listen to music
C. play chess
D. knit sweaters
E. meet interesting people

Reply with exactly one uppercase letter out of A, B, C, D or E.
",98
"A person and his friends had a wonderful weekend trip, what did they create together that will last a lifetime?",person,train-00000-of-00001,D,"Question:
A person and his friends had a wonderful weekend trip, what did they create together that will last a lifetime?

Which of the following is the best response to the question?

Choices:
A. know truth
B. own house
C. friendship braclets
D. wonderful memories
E. intelligent children

Reply with exactly one uppercase letter out of A, B, C, D or E.
",98
Janet likes dancing.   The swaying and the music gives her a feeling of what?,dancing,train-00000-of-00001,C,"Question:
Janet likes dancing.   The swaying and the music gives her a feeling of what?

Which of the following is the best response to the question?

Choices:
A. rhythmic movement
B. moving body
C. euphoria
D. sore feet
E. fatigue

Reply with exactly one uppercase letter out of A, B, C, D or E.
",97
"The iphone can do many things.  If you threw away your iPod, you probably use your iPhone to do what?",iphone,train-00000-of-00001,E,"Question:
The iphone can do many things.  If you threw away your iPod, you probably use your iPhone to do what?

Which of the following is the best response to the question?

Choices:
A. show time
B. use calendar
C. display time
D. display position on map
E. play music

Reply with exactly one uppercase letter out of A, B, C, D or E.
",98
"Billy's disability prevented him from moving, but it didn't alter his mind or what?",disability,train-00000-of-00001,D,"Question:
Billy's disability prevented him from moving, but it didn't alter his mind or what?

Which of the following is the best response to the question?

Choices:
A. activity
B. potence
C. qualification
D. competency
E. strength

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"If being bored was a problem and you wanted to quickly read the latest news, you could do so by doing what?",being bored,train-00000-of-00001,A,"Question:
If being bored was a problem and you wanted to quickly read the latest news, you could do so by doing what?

Which of the following is the best response to the question?

Choices:
A. surf net
B. allen key
C. use television
D. make patchwork quilt
E. play chess

Reply with exactly one uppercase letter out of A, B, C, D or E.
",101
"The gardener was famous for his rosebush, the roses were used all over America and up north where?",rosebush,train-00000-of-00001,C,"Question:
The gardener was famous for his rosebush, the roses were used all over America and up north where?

Which of the following is the best response to the question?

Choices:
A. park
B. maine
C. canada
D. california
E. indiana

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
Bill is a customer of an electric company.  He calls his electric company. Why might he be calling?,customer,train-00000-of-00001,D,"Question:
Bill is a customer of an electric company.  He calls his electric company. Why might he be calling?

Which of the following is the best response to the question?

Choices:
A. order dinner
B. demand better service
C. questions
D. pay bills
E. wait in line

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
Sam was a short distance runner. He couldn't do long distances.  What might happen if he tried long distances?,runner,train-00000-of-00001,C,"Question:
Sam was a short distance runner. He couldn't do long distances.  What might happen if he tried long distances?

Which of the following is the best response to the question?

Choices:
A. gain ground
B. trip over
C. get tired
D. enter marathon
E. go to sleeping

Reply with exactly one uppercase letter out of A, B, C, D or E.
",99
"The calm seas weren't going to stay that way long, their sails filled as it got what?",calm,train-00000-of-00001,D,"Question:
The calm seas weren't going to stay that way long, their sails filled as it got what?

Which of the following is the best response to the question?

Choices:
A. disturbed
B. stressed
C. give up
D. windy
E. flustered

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
"You'd find a metal rod or two in welding, home improvement, and manufacturing whats?",metal rod,train-00000-of-00001,C,"Question:
You'd find a metal rod or two in welding, home improvement, and manufacturing whats?

Which of the following is the best response to the question?

Choices:
A. broken bone
B. construction site
C. shops
D. cars
E. engine

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
"If I'm at the doctor's office looking for a good title, what sort of story am I looking to read?",title,train-00000-of-00001,B,"Question:
If I'm at the doctor's office looking for a good title, what sort of story am I looking to read?

Which of the following is the best response to the question?

Choices:
A. book
B. magazine article
C. safe deposit box
D. hotel menu book
E. library

Reply with exactly one uppercase letter out of A, B, C, D or E.
",98
"The barn was torn to shreds and all the pieces of board became one projectile after another flying through the air, it was a powerful what?",projectile,train-00000-of-00001,A,"Question:
The barn was torn to shreds and all the pieces of board became one projectile after another flying through the air, it was a powerful what?

Which of the following is the best response to the question?

Choices:
A. tornado
B. weapon
C. baseball
D. air
E. canon

Reply with exactly one uppercase letter out of A, B, C, D or E.
",99
Movies which contain unusual or unexpected events which are lighthearted in tone are trying to be what?,movies,train-00000-of-00001,D,"Question:
Movies which contain unusual or unexpected events which are lighthearted in tone are trying to be what?

Which of the following is the best response to the question?

Choices:
A. clever
B. entertaining
C. watched by people
D. funny
E. excellent

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"He set up his cart all over the city, but the hot dogs always sold best where people were active like at the what?",hot dogs,train-00000-of-00001,E,"Question:
He set up his cart all over the city, but the hot dogs always sold best where people were active like at the what?

Which of the following is the best response to the question?

Choices:
A. stadium
B. hockey game
C. disneyland
D. sporting event
E. park

Reply with exactly one uppercase letter out of A, B, C, D or E.
",98
"The coach decided to make a lineup change, the team's effort was suffering from what?",change,validation-00000-of-00001,B,"Question:
The coach decided to make a lineup change, the team's effort was suffering from what?

Which of the following is the best response to the question?

Choices:
A. stagnant
B. stagnation
C. tradition
D. hunger
E. paper money

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"A natural starting fire from lighting raged on for the second week, the governor declared it the biggest what he had seen?",starting fire,train-00000-of-00001,C,"Question:
A natural starting fire from lighting raged on for the second week, the governor declared it the biggest what he had seen?

Which of the following is the best response to the question?

Choices:
A. news report
B. unpredictable
C. disaster
D. explosion
E. burns

Reply with exactly one uppercase letter out of A, B, C, D or E.
",98
"He explained the differences between a town and township, the latter of which were common in which of the fifty?",town,train-00000-of-00001,B,"Question:
He explained the differences between a town and township, the latter of which were common in which of the fifty?

Which of the following is the best response to the question?

Choices:
A. valley
B. michigan
C. train station
D. executive suites.
E. state

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
"The general didn't like it, but sometimes it is something you have to do, what did he do?",something you,train-00000-of-00001,B,"Question:
The general didn't like it, but sometimes it is something you have to do, what did he do?

Which of the following is the best response to the question?

Choices:
A. make haste
B. make war
C. take time
D. make peace
E. urinate

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
"Her son scraped his knee, she fetched a bottle of peroxide from the what?",bottle,validation-00000-of-00001,E,"Question:
Her son scraped his knee, she fetched a bottle of peroxide from the what?

Which of the following is the best response to the question?

Choices:
A. supermarket
B. diaper bag
C. liquor store
D. hollow log
E. medicine cabinet

Reply with exactly one uppercase letter out of A, B, C, D or E.
",97
"When people eat more food than they need on a daily basis, what tends to happen?",people,train-00000-of-00001,C,"Question:
When people eat more food than they need on a daily basis, what tends to happen?

Which of the following is the best response to the question?

Choices:
A. become angry
B. obesity
C. gain weight
D. agree or disagree
E. pay bills

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
What would someone be if he or she did not see a sharp object falling in front of him or her?,sharp,train-00000-of-00001,A,"Question:
What would someone be if he or she did not see a sharp object falling in front of him or her?

Which of the following is the best response to the question?

Choices:
A. unobservant
B. inaccurate
C. dull
D. blind
E. above board

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
"The men talked at length and found they were agreeing with a lot of things, how would they describe their feeling toward one another?",agreeing with,train-00000-of-00001,E,"Question:
The men talked at length and found they were agreeing with a lot of things, how would they describe their feeling toward one another?

Which of the following is the best response to the question?

Choices:
A. problem
B. peace
C. love
D. contract
E. like

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
David watched some nesting birds using his binoculars while on vacation.  Where might David be?.,birds,validation-00000-of-00001,C,"Question:
David watched some nesting birds using his binoculars while on vacation.  Where might David be?.

Which of the following is the best response to the question?

Choices:
A. sky
B. vaccation
C. forest
D. countryside
E. roof

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
"He put in a mighty effort to his solution, but a better one was discovered making his what?",mighty,train-00000-of-00001,A,"Question:
He put in a mighty effort to his solution, but a better one was discovered making his what?

Which of the following is the best response to the question?

Choices:
A. unimportant
B. innovative
C. insignificant
D. helpless
E. powerless

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
Sometimes the wealth of another country will cause the greed of the leadership to attempt to do what?,greed,train-00000-of-00001,C,"Question:
Sometimes the wealth of another country will cause the greed of the leadership to attempt to do what?

Which of the following is the best response to the question?

Choices:
A. make friends
B. fight unfairly
C. conquer opponent
D. lie
E. play poker

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
Sally offered James Dinner but James couldn't stand the idea of having food.  What did he have?,having food,train-00000-of-00001,B,"Question:
Sally offered James Dinner but James couldn't stand the idea of having food.  What did he have?

Which of the following is the best response to the question?

Choices:
A. gas
B. upset stomach
C. digesting
D. not hungry
E. feeling of fullness

Reply with exactly one uppercase letter out of A, B, C, D or E.
",101
"The nurse had to grade severity of each wound during the emergency, that way the doctor could treat each what in the best order?",wound,train-00000-of-00001,B,"Question:
The nurse had to grade severity of each wound during the emergency, that way the doctor could treat each what in the best order?

Which of the following is the best response to the question?

Choices:
A. battle
B. injured person
C. body
D. food
E. emergency room

Reply with exactly one uppercase letter out of A, B, C, D or E.
",99
"The man flew his airplane over the city and saw pollution visibly in the sky, what was polluted?",pollution,validation-00000-of-00001,C,"Question:
The man flew his airplane over the city and saw pollution visibly in the sky, what was polluted?

Which of the following is the best response to the question?

Choices:
A. forest
B. street
C. air
D. caused by humans
E. car show

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
"The sloth was quite the sight, it moved quite slow while in what from one vine to another?",sloth,train-00000-of-00001,E,"Question:
The sloth was quite the sight, it moved quite slow while in what from one vine to another?

Which of the following is the best response to the question?

Choices:
A. tropical jungle
B. work
C. jars
D. dictionary
E. transit

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
"The man had been entertaining his whole life, being in his nineties now doing a show can lead to what?",entertaining,train-00000-of-00001,D,"Question:
The man had been entertaining his whole life, being in his nineties now doing a show can lead to what?

Which of the following is the best response to the question?

Choices:
A. suicide
B. fulfillment
C. embarrassment
D. fatigue
E. laughter

Reply with exactly one uppercase letter out of A, B, C, D or E.
",98
James wanted to find an old underground map from the 50s.  Where might he look for one?,underground map,validation-00000-of-00001,A,"Question:
James wanted to find an old underground map from the 50s.  Where might he look for one?

Which of the following is the best response to the question?

Choices:
A. library
B. subway station
C. county engineer's office
D. super market
E. home

Reply with exactly one uppercase letter out of A, B, C, D or E.
",97
Sam felt that he only had the power to destroy.  He was scared when he learned that Jane was pregnant.  He was surprised that he could do what?,destroy,train-00000-of-00001,A,"Question:
Sam felt that he only had the power to destroy.  He was scared when he learned that Jane was pregnant.  He was surprised that he could do what?

Which of the following is the best response to the question?

Choices:
A. create
B. rebuild
C. repair
D. draw
E. construct

Reply with exactly one uppercase letter out of A, B, C, D or E.
",103
"James uses television l;ate in the day, after work.  It does so because his work is hard and he wants to be what?",using television,train-00000-of-00001,C,"Question:
James uses television l;ate in the day, after work.  It does so because his work is hard and he wants to be what?

Which of the following is the best response to the question?

Choices:
A. laziness
B. falling asleep
C. entertained
D. visual
E. conformity

Reply with exactly one uppercase letter out of A, B, C, D or E.
",102
John didn't enjoy procreating.  He had a hangup.  He didn't like to be what?,procreating,train-00000-of-00001,C,"Question:
John didn't enjoy procreating.  He had a hangup.  He didn't like to be what?

Which of the following is the best response to the question?

Choices:
A. orgasm
B. cum
C. naked
D. in bed
E. wearing his birthday suit

Reply with exactly one uppercase letter out of A, B, C, D or E.
",100
"He chuckled as he knocked on the door, here he was actually needing to borrow a cup of sugar from where?",door,train-00000-of-00001,A,"Question:
He chuckled as he knocked on the door, here he was actually needing to borrow a cup of sugar from where?

Which of the following is the best response to the question?

Choices:
A. neighbor's house
B. office
C. theater
D. gas station
E. wall

Reply with exactly one uppercase letter out of A, B, C, D or E.
",98
"She was worried about driving car, she was worried what might flare up during a long drive?",driving car,train-00000-of-00001,D,"Question:
She was worried about driving car, she was worried what might flare up during a long drive?

Which of the following is the best response to the question?

Choices:
A. michigan
B. car crash
C. automobile accidents
D. backache
E. getting tired

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
"He often got thirsty at night and needed a drink, so he always had a night table everywhere he had lived in all his what?",night table,train-00000-of-00001,E,"Question:
He often got thirsty at night and needed a drink, so he always had a night table everywhere he had lived in all his what?

Which of the following is the best response to the question?

Choices:
A. furniture store
B. life
C. hallway
D. hotel
E. homes

Reply with exactly one uppercase letter out of A, B, C, D or E.
",98
"People needed to find a red telephone box in the country side, where are they looking?",telephone box,train-00000-of-00001,B,"Question:
People needed to find a red telephone box in the country side, where are they looking?

Which of the following is the best response to the question?

Choices:
A. restaurant
B. england
C. city on street corner
D. the doctor
E. london

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
"It seems weird to have a fast food restaurant with all the local choices, but with all the people what have plenty of them?",fast food restaurant,train-00000-of-00001,B,"Question:
It seems weird to have a fast food restaurant with all the local choices, but with all the people what have plenty of them?

Which of the following is the best response to the question?

Choices:
A. shopping mall
B. big cities
C. america
D. new york
E. los angelos

Reply with exactly one uppercase letter out of A, B, C, D or E.
",102
"The crab realized that it was in danger at the Tokyo fish market, where did it run away to?",crab,train-00000-of-00001,D,"Question:
The crab realized that it was in danger at the Tokyo fish market, where did it run away to?

Which of the following is the best response to the question?

Choices:
A. cold water
B. aquarium
C. tidepools
D. pacific ocean
E. boiling water

Reply with exactly one uppercase letter out of A, B, C, D or E.
",97
"If I wanted to thank someone for saying I have done a good job, what would I do?",thank,train-00000-of-00001,D,"Question:
If I wanted to thank someone for saying I have done a good job, what would I do?

Which of the following is the best response to the question?

Choices:
A. smile
B. shake hands
C. express gratitude
D. say you're welcome
E. appreciate compliment

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
"Getting up early was new for her, she needed some drops to clear up her what?",getting up early,train-00000-of-00001,E,"Question:
Getting up early was new for her, she needed some drops to clear up her what?

Which of the following is the best response to the question?

Choices:
A. restlessness
B. starting early
C. tiredness
D. feeling tired
E. bloodshot eyes

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
"Bobby worked in a kosher deli, but all delis were kosher where he lived.   Where might he live?",kosher deli,train-00000-of-00001,B,"Question:
Bobby worked in a kosher deli, but all delis were kosher where he lived.   Where might he live?

Which of the following is the best response to the question?

Choices:
A. germany
B. jerusalem
C. town
D. new york city
E. food court

Reply with exactly one uppercase letter out of A, B, C, D or E.
",101
"The man got a pail to catch the draining motor oil, where was he likely doing this at home?",pail,validation-00000-of-00001,A,"Question:
The man got a pail to catch the draining motor oil, where was he likely doing this at home?

Which of the following is the best response to the question?

Choices:
A. garage
B. hardware store
C. utility room
D. wishing well
E. laundry

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
James loved to surf but he wasn't good at it. He would always do what?,surf,validation-00000-of-00001,A,"Question:
James loved to surf but he wasn't good at it. He would always do what?

Which of the following is the best response to the question?

Choices:
A. wipe out
B. enjoy yourself
C. start fighting
D. get wet
E. drown

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"She was famous for her needlepoint, this one was going to be round so she grabbed her round wooden what?",needlepoint,train-00000-of-00001,D,"Question:
She was famous for her needlepoint, this one was going to be round so she grabbed her round wooden what?

Which of the following is the best response to the question?

Choices:
A. livingroom
B. artscraft store
C. sewing
D. frame
E. artefact

Reply with exactly one uppercase letter out of A, B, C, D or E.
",97
"The writer began to contemplate the purpose of his story that he had lost along the way, soon he began to finally what?",contemplate,train-00000-of-00001,A,"Question:
The writer began to contemplate the purpose of his story that he had lost along the way, soon he began to finally what?

Which of the following is the best response to the question?

Choices:
A. get ideas
B. daydream
C. headache
D. become distracted
E. gave up

Reply with exactly one uppercase letter out of A, B, C, D or E.
",101
"I couldn't find anybody who recalled the event, what were they adroit at doing?",anybody,validation-00000-of-00001,E,"Question:
I couldn't find anybody who recalled the event, what were they adroit at doing?

Which of the following is the best response to the question?

Choices:
A. question authority
B. act fool
C. wash dishes
D. act innocent
E. forget

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
"After building his fire, the camper tried washing his hands, what was the immediate result?",washing hands,train-00000-of-00001,E,"Question:
After building his fire, the camper tried washing his hands, what was the immediate result?

Which of the following is the best response to the question?

Choices:
A. dry skin
B. health
C. dry hands
D. skin irritation
E. become wet

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"Johnny's behavior was a bigger problem.  Even if the original incident wasn't intentional, his actions afterward are completely what?",bigger,train-00000-of-00001,B,"Question:
Johnny's behavior was a bigger problem.  Even if the original incident wasn't intentional, his actions afterward are completely what?

Which of the following is the best response to the question?

Choices:
A. accidental
B. detestable
C. effusive
D. enabled
E. shocking

Reply with exactly one uppercase letter out of A, B, C, D or E.
",102
What tpye of building would you be most likley to hear bells at on Sunday morning?,bell,train-00000-of-00001,A,"Question:
What tpye of building would you be most likley to hear bells at on Sunday morning?

Which of the following is the best response to the question?

Choices:
A. church
B. stove
C. school
D. reindeer coller
E. front door

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
The table wasn't level.  some parts were higher and some were lower with no rhyme or reason.   It was very what?,level,validation-00000-of-00001,C,"Question:
The table wasn't level.  some parts were higher and some were lower with no rhyme or reason.   It was very what?

Which of the following is the best response to the question?

Choices:
A. electrical circuit
B. build evenly
C. uneven
D. unbalanced
E. tilted

Reply with exactly one uppercase letter out of A, B, C, D or E.
",104
John wanted to play tennis.  He thought he might be able to find a tennis court somewhere. Where might he look?,tennis court,train-00000-of-00001,A,"Question:
John wanted to play tennis.  He thought he might be able to find a tennis court somewhere. Where might he look?

Which of the following is the best response to the question?

Choices:
A. park
B. town
C. venus williams
D. wimbledon
E. michigan

Reply with exactly one uppercase letter out of A, B, C, D or E.
",98
Sally had a throat injury.  She can't talk because she is unable to do what?,talk,train-00000-of-00001,D,"Question:
Sally had a throat injury.  She can't talk because she is unable to do what?

Which of the following is the best response to the question?

Choices:
A. swallow food
B. will listen
C. open mouth
D. make sound
E. dry mouth

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
If you have a small dog you can have it ride in what instead of walking?,small dog,train-00000-of-00001,B,"Question:
If you have a small dog you can have it ride in what instead of walking?

Which of the following is the best response to the question?

Choices:
A. barbeque
B. baby carriage
C. carseat
D. grandma's house
E. basket

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"The bell rang, and the congregation began to what in to the church?",bell,validation-00000-of-00001,C,"Question:
The bell rang, and the congregation began to what in to the church?

Which of the following is the best response to the question?

Choices:
A. run away
B. wind instrument
C. funnel
D. blunderbuss
E. associated with telephones

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
"If a lawyer had to explain committing perjury, they might explain it as simply telling what?",committing perjury,train-00000-of-00001,E,"Question:
If a lawyer had to explain committing perjury, they might explain it as simply telling what?

Which of the following is the best response to the question?

Choices:
A. guilt
B. testify
C. commit crime
D. joining a jury
E. lies

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
"He had a hard time finding the room on his schedule, it was on the second floor and he got lost in the very large what?",second floor,train-00000-of-00001,A,"Question:
He had a hard time finding the room on his schedule, it was on the second floor and he got lost in the very large what?

Which of the following is the best response to the question?

Choices:
A. school
B. office building
C. house
D. hotel
E. centre

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
