question,question_concept,_split,answer,final_prompt,len_tk_phi3_mini_4k_instruct
What does a birthday do to someone?,person,train-00000-of-00001,C,"Question:
What does a birthday do to someone?

Which of the following is the best response to the question?

Choices:
A. regret
B. indoor plumbing
C. feel special
D. own house
E. electricity

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What can you do in your house during the winter?,winter,train-00000-of-00001,E,"Question:
What can you do in your house during the winter?

Which of the following is the best response to the question?

Choices:
A. ski
B. skate
C. play hockey
D. blaze it
E. knit

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where can you find many musician with people listening to them?,musician,train-00000-of-00001,E,"Question:
Where can you find many musician with people listening to them?

Which of the following is the best response to the question?

Choices:
A. studio
B. music store
C. stage
D. symphony
E. orchestra

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What can instituting civil action be preceded by?,instituting civil action,train-00000-of-00001,E,"Question:
What can instituting civil action be preceded by?

Which of the following is the best response to the question?

Choices:
A. law
B. trial
C. going to court
D. hurt feelings
E. bad feelings

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
A great singers voice is going to be?,voice,train-00000-of-00001,B,"Question:
A great singers voice is going to be?

Which of the following is the best response to the question?

Choices:
A. loud
B. beautiful
C. sound
D. george michael
E. commmunicating

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What has someone who had finished their undergraduate done?,undergraduate,validation-00000-of-00001,A,"Question:
What has someone who had finished their undergraduate done?

Which of the following is the best response to the question?

Choices:
A. graduated
B. masters
C. postgraduate
D. phd
E. professor

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where are you likely to find many a bench?,bench,train-00000-of-00001,A,"Question:
Where are you likely to find many a bench?

Which of the following is the best response to the question?

Choices:
A. bus depot
B. state park
C. bus stop
D. train station
E. school

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where does a potato become softer?,potato,train-00000-of-00001,E,"Question:
Where does a potato become softer?

Which of the following is the best response to the question?

Choices:
A. optical device
B. garden patch
C. blender
D. pantry
E. vegetable stew

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"The evening was supposed to be cold, but it was warm when?",evening,train-00000-of-00001,B,"Question:
The evening was supposed to be cold, but it was warm when?

Which of the following is the best response to the question?

Choices:
A. night
B. afternoon
C. day time
D. desert
E. early morning

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
WHat leads to an early death?,death,validation-00000-of-00001,B,"Question:
WHat leads to an early death?

Which of the following is the best response to the question?

Choices:
A. poisonous gas
B. homicide
C. cinder
D. nuclear weapons
E. cyanide

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where is dirty clothing likely to be put?,clothing,train-00000-of-00001,E,"Question:
Where is dirty clothing likely to be put?

Which of the following is the best response to the question?

Choices:
A. closet
B. trunk
C. drawer
D. suitcase
E. washing machine

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where is one likely to find many lawns?,lawn,train-00000-of-00001,C,"Question:
Where is one likely to find many lawns?

Which of the following is the best response to the question?

Choices:
A. golf course
B. front yard
C. suburbia
D. neighborhood
E. michigan

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What do people do for food?,people,validation-00000-of-00001,D,"Question:
What do people do for food?

Which of the following is the best response to the question?

Choices:
A. talk to each other
B. complete job
C. wear hats
D. kill animals
E. believe in god

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What type of building is a bank?,bank,train-00000-of-00001,D,"Question:
What type of building is a bank?

Which of the following is the best response to the question?

Choices:
A. main street
B. secure place
C. pool of currency
D. financial center
E. grocery store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
If you fall when going for run you most likely did what?,going for run,train-00000-of-00001,A,"Question:
If you fall when going for run you most likely did what?

Which of the following is the best response to the question?

Choices:
A. trip
B. sweating
C. satisfaction
D. working out
E. better health

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
The speaker did what with the new product for the others?,speaker,train-00000-of-00001,C,"Question:
The speaker did what with the new product for the others?

Which of the following is the best response to the question?

Choices:
A. hatred
B. desk
C. demonstration
D. shelf
E. conference

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where do most people keep their curling iron stored?,curling iron,train-00000-of-00001,E,"Question:
Where do most people keep their curling iron stored?

Which of the following is the best response to the question?

Choices:
A. bathroom
B. walkway
C. use
D. hair salon
E. drawer

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Metal is taken from what which is pulled from the ground?,metal,validation-00000-of-00001,C,"Question:
Metal is taken from what which is pulled from the ground?

Which of the following is the best response to the question?

Choices:
A. dirt
B. instruments
C. ore
D. car
E. junkyard

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What could happen if someone isn't playing basketball carefully?,playing basketball,train-00000-of-00001,B,"Question:
What could happen if someone isn't playing basketball carefully?

Which of the following is the best response to the question?

Choices:
A. lose
B. knee injury
C. having fun
D. sweating
E. pain

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What do you do to get ready to compete in body building?,compete,train-00000-of-00001,C,"Question:
What do you do to get ready to compete in body building?

Which of the following is the best response to the question?

Choices:
A. smart
B. sign up
C. train
D. good at
E. start

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where would explosive devices be used to build and demolish things?,explosive,train-00000-of-00001,E,"Question:
Where would explosive devices be used to build and demolish things?

Which of the following is the best response to the question?

Choices:
A. bomb
B. army
C. war
D. workplace
E. construction site

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
The fingers do this with the hand. What is it?,hands,train-00000-of-00001,C,"Question:
The fingers do this with the hand. What is it?

Which of the following is the best response to the question?

Choices:
A. sign language
B. scratch
C. articulate
D. cup water
E. soft

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What business uses lots of potatoes?,potato,train-00000-of-00001,A,"Question:
What business uses lots of potatoes?

Which of the following is the best response to the question?

Choices:
A. fast food restaurant
B. vegetable market
C. ireland
D. produce market
E. dessert spot

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where would you put tin after you buy it?,tin,train-00000-of-00001,C,"Question:
Where would you put tin after you buy it?

Which of the following is the best response to the question?

Choices:
A. hardware store
B. antique store
C. shopping bag
D. shed
E. landfill

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where is the best place to use a curling iron?,curling iron,train-00000-of-00001,B,"Question:
Where is the best place to use a curling iron?

Which of the following is the best response to the question?

Choices:
A. drawer
B. bathroom
C. bed room
D. use
E. girls room

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where is a rosebush unlikely to be?,rosebush,train-00000-of-00001,E,"Question:
Where is a rosebush unlikely to be?

Which of the following is the best response to the question?

Choices:
A. backyard
B. jungle
C. outdoors
D. flower bed
E. park

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What do you need the most to be living life?,living life,train-00000-of-00001,A,"Question:
What do you need the most to be living life?

Which of the following is the best response to the question?

Choices:
A. breathe
B. learning
C. sorrow
D. wear a mullet
E. marriage

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What is a teacher trying to impart to their class?,teacher,train-00000-of-00001,E,"Question:
What is a teacher trying to impart to their class?

Which of the following is the best response to the question?

Choices:
A. group students
B. state facts
C. time test
D. suffering
E. better knowledge

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What will friends in elementary school likely do?,friends,train-00000-of-00001,D,"Question:
What will friends in elementary school likely do?

Which of the following is the best response to the question?

Choices:
A. go somewhere
B. tell story
C. going out at night
D. jump rope
E. teach

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"The employee was stocking product, where did he put it?",product,train-00000-of-00001,E,"Question:
The employee was stocking product, where did he put it?

Which of the following is the best response to the question?

Choices:
A. display case
B. demonstration
C. market
D. store
E. shelf

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where is a control room needed to prevent wide spread disaster?,control room,validation-00000-of-00001,D,"Question:
Where is a control room needed to prevent wide spread disaster?

Which of the following is the best response to the question?

Choices:
A. airbase
B. prison
C. mill
D. nuclear plant
E. recording studio

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What does a person who is a gardener have?,person,train-00000-of-00001,E,"Question:
What does a person who is a gardener have?

Which of the following is the best response to the question?

Choices:
A. own house
B. contribution to society
C. food
D. ride horses
E. green thumb

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"If I needed help with answering questions, what would help me?",answering questions,train-00000-of-00001,C,"Question:
If I needed help with answering questions, what would help me?

Which of the following is the best response to the question?

Choices:
A. getting tired
B. better grade
C. sharing information
D. interesting
E. teaching

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What kind of computer is not a laptop?,computer,train-00000-of-00001,B,"Question:
What kind of computer is not a laptop?

Which of the following is the best response to the question?

Choices:
A. library
B. desktop
C. microwave oven
D. space shuttle
E. table

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What could have tens of thousands of paper clips?,paper clips,train-00000-of-00001,A,"Question:
What could have tens of thousands of paper clips?

Which of the following is the best response to the question?

Choices:
A. university
B. work
C. desktop
D. fashioned into simple tools
E. drawer

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What often has an automated ticket booth?,ticket booth,train-00000-of-00001,C,"Question:
What often has an automated ticket booth?

Which of the following is the best response to the question?

Choices:
A. baby store
B. train station
C. subway
D. auditorium
E. clerk

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where are you likely to get very fresh fruit?,fruit,train-00000-of-00001,D,"Question:
Where are you likely to get very fresh fruit?

Which of the following is the best response to the question?

Choices:
A. sand
B. market
C. san francisco
D. tree
E. refrigerator

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where is a front yard likely to be small?,front yard,train-00000-of-00001,A,"Question:
Where is a front yard likely to be small?

Which of the following is the best response to the question?

Choices:
A. suburb
B. gardening
C. slip and slides
D. grass
E. neighborhood

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where might you find a map on an outside wall?,map,train-00000-of-00001,C,"Question:
Where might you find a map on an outside wall?

Which of the following is the best response to the question?

Choices:
A. posession
B. suitcase
C. rest area
D. bus station
E. atlas

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What would someone wear to protect themselves from a cannon?,cannon,train-00000-of-00001,C,"Question:
What would someone wear to protect themselves from a cannon?

Which of the following is the best response to the question?

Choices:
A. ungulate
B. bomber
C. body armor
D. tank
E. hat

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What do you need to have before you can begin reading?,reading,train-00000-of-00001,B,"Question:
What do you need to have before you can begin reading?

Which of the following is the best response to the question?

Choices:
A. concentrating
B. written material
C. acculturation
D. memory
E. concentration

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What do facts enable a person to do ?,person,train-00000-of-00001,E,"Question:
What do facts enable a person to do ?

Which of the following is the best response to the question?

Choices:
A. intelligent children
B. have confidence
C. acknowledgment
D. wonderful memories
E. know truth

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
In what area is the use of an air conditioner more common?,air conditioner,train-00000-of-00001,B,"Question:
In what area is the use of an air conditioner more common?

Which of the following is the best response to the question?

Choices:
A. shower
B. south
C. house
D. home
E. office building

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where is a white mouse likely to be found?,mouse,train-00000-of-00001,A,"Question:
Where is a white mouse likely to be found?

Which of the following is the best response to the question?

Choices:
A. research laboratory
B. field
C. old barn
D. computer lab
E. cupboard

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where could a star be walking?,star,train-00000-of-00001,A,"Question:
Where could a star be walking?

Which of the following is the best response to the question?

Choices:
A. press conference
B. globular cluster
C. on the milky way
D. heavens
E. night sky

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where does a beaver leave?,beaver,train-00000-of-00001,B,"Question:
Where does a beaver leave?

Which of the following is the best response to the question?

Choices:
A. wooded area
B. body of water
C. the ocean
D. british columbia
E. zoo

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where could you find a passageway with many people in it?,passageway,train-00000-of-00001,B,"Question:
Where could you find a passageway with many people in it?

Which of the following is the best response to the question?

Choices:
A. gate
B. airport
C. building
D. jungle
E. cave

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What were southern institutions where slaves do the labor called?,slave,train-00000-of-00001,E,"Question:
What were southern institutions where slaves do the labor called?

Which of the following is the best response to the question?

Choices:
A. farm
B. ancient rome
C. history book
D. poor countries
E. plantation

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
When someone doesn't have beauty they have?,beauty,train-00000-of-00001,E,"Question:
When someone doesn't have beauty they have?

Which of the following is the best response to the question?

Choices:
A. ugly
B. beast
C. waterfall
D. waterfall
E. ugliness

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What does the D in DRC stand for?,republic,train-00000-of-00001,E,"Question:
What does the D in DRC stand for?

Which of the following is the best response to the question?

Choices:
A. dictatorship
B. democracy
C. democracy
D. state
E. democratic

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What place of worship often has a lot of candles?,candle,train-00000-of-00001,C,"Question:
What place of worship often has a lot of candles?

Which of the following is the best response to the question?

Choices:
A. dark
B. shelf
C. church
D. birthday cake
E. bar

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Dry and cracked heels are found on?,heel,train-00000-of-00001,D,"Question:
Dry and cracked heels are found on?

Which of the following is the best response to the question?

Choices:
A. boot
B. the desert
C. loaf of bread
D. foot
E. hock

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What might happen to a person with a tumor?,person,train-00000-of-00001,B,"Question:
What might happen to a person with a tumor?

Which of the following is the best response to the question?

Choices:
A. travel
B. die of cancer
C. cross street
D. meet friends
E. say words

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Behind what small door are canned goods usually kept in?,canned goods,train-00000-of-00001,D,"Question:
Behind what small door are canned goods usually kept in?

Which of the following is the best response to the question?

Choices:
A. cabinet
B. pantry
C. kitchen
D. cupboard
E. shelf

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"I want my wine stored in darkness, where should it go?",darkness,validation-00000-of-00001,E,"Question:
I want my wine stored in darkness, where should it go?

Which of the following is the best response to the question?

Choices:
A. movies
B. bed
C. moon
D. vault
E. cellar

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where could you make a hole with your fist?,hole,train-00000-of-00001,E,"Question:
Where could you make a hole with your fist?

Which of the following is the best response to the question?

Choices:
A. swiss cheese
B. football ground
C. ground
D. golf course
E. wall

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Going to bed would help someone to do what?,going to bed,train-00000-of-00001,D,"Question:
Going to bed would help someone to do what?

Which of the following is the best response to the question?

Choices:
A. relax
B. dreaming of
C. falling asleep
D. rest
E. making love

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where is a good place to have a fireplace in a house?,fireplace,validation-00000-of-00001,D,"Question:
Where is a good place to have a fireplace in a house?

Which of the following is the best response to the question?

Choices:
A. big house
B. train
C. cabin
D. living room
E. home

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What do you do when you meet people for the first time?,meet people,train-00000-of-00001,D,"Question:
What do you do when you meet people for the first time?

Which of the following is the best response to the question?

Choices:
A. friendly
B. smile
C. greeting
D. introduce yourself
E. look over

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Accidents involving cars affect who?,accidents,train-00000-of-00001,C,"Question:
Accidents involving cars affect who?

Which of the following is the best response to the question?

Choices:
A. hurt people
B. happen anywhere
C. happen to people
D. happen anytime
E. happen to kids

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What creatures performing pollination are loved my millions?,performing,train-00000-of-00001,C,"Question:
What creatures performing pollination are loved my millions?

Which of the following is the best response to the question?

Choices:
A. birds
B. action
C. butterflies
D. happiness
E. anxiety

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
When you plant a garden you can harvest what to eat?,plant,train-00000-of-00001,D,"Question:
When you plant a garden you can harvest what to eat?

Which of the following is the best response to the question?

Choices:
A. flower
B. animal
C. flower petals
D. vegetable
E. alive

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What  is likely to happen to ice in the sun?,ice,train-00000-of-00001,E,"Question:
What  is likely to happen to ice in the sun?

Which of the following is the best response to the question?

Choices:
A. cool water
B. cool drink
C. cool off
D. nothing
E. become water

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What type of person typically contracts illness?,illness,train-00000-of-00001,D,"Question:
What type of person typically contracts illness?

Which of the following is the best response to the question?

Choices:
A. hospital
B. head
C. sick person
D. elderly person
E. doctor's office

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"While waiting for this appointment, people often read magazines.",magazines,validation-00000-of-00001,A,"Question:
While waiting for this appointment, people often read magazines.

Which of the following is the best response to the question?

Choices:
A. doctor
B. train station
C. newsagent
D. market
E. table

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where would you put a dictionary while you're using it?,dictionary,train-00000-of-00001,C,"Question:
Where would you put a dictionary while you're using it?

Which of the following is the best response to the question?

Choices:
A. library
B. study area
C. table
D. classroom
E. shelf

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What is likely to happen from eating too much regularly?,eating,train-00000-of-00001,E,"Question:
What is likely to happen from eating too much regularly?

Which of the following is the best response to the question?

Choices:
A. getting full
B. getting fat
C. gas
D. satisfaction
E. gaining weight

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where are animals avoided by people?,animals,train-00000-of-00001,B,"Question:
Where are animals avoided by people?

Which of the following is the best response to the question?

Choices:
A. laboratory
B. state park
C. fairgrounds
D. the grocery store
E. zoos

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where would be the most likely place to find gamblers?,gamblers,train-00000-of-00001,C,"Question:
Where would be the most likely place to find gamblers?

Which of the following is the best response to the question?

Choices:
A. race track
B. building
C. casino
D. bar
E. back horses

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Who is it important to pay attention to when attending school?,attending school,train-00000-of-00001,D,"Question:
Who is it important to pay attention to when attending school?

Which of the following is the best response to the question?

Choices:
A. falling down
B. time
C. stupidity
D. teachers
E. patience

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What is the hope of going fishing?,fishing,train-00000-of-00001,D,"Question:
What is the hope of going fishing?

Which of the following is the best response to the question?

Choices:
A. getting food
B. wet clothes
C. getting drunk
D. catching fish
E. wetness

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where would you put a wedding ring before proposing?,wedding ring,train-00000-of-00001,A,"Question:
Where would you put a wedding ring before proposing?

Which of the following is the best response to the question?

Choices:
A. box
B. church
C. finger
D. friend's wedding
E. beach

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"The story had hit its climax, it was what?",story,train-00000-of-00001,B,"Question:
The story had hit its climax, it was what?

Which of the following is the best response to the question?

Choices:
A. floor
B. near end
C. falling down
D. entertainment
E. end badly

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
After washing clothes in what condition are they?,washing clothes,train-00000-of-00001,B,"Question:
After washing clothes in what condition are they?

Which of the following is the best response to the question?

Choices:
A. cold cloth
B. wet clothes
C. shrinkage
D. wear out
E. get wet

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"The vessel was taking in water, where did it need to go?",vessel,train-00000-of-00001,B,"Question:
The vessel was taking in water, where did it need to go?

Which of the following is the best response to the question?

Choices:
A. harbor
B. port
C. deeper
D. human body
E. ocean

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What would a rock form in nature above the treeline?,rock,train-00000-of-00001,D,"Question:
What would a rock form in nature above the treeline?

Which of the following is the best response to the question?

Choices:
A. surface of earth
B. pit
C. bridge
D. mountains
E. minerals

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where do young people read about weasels?,weasel,train-00000-of-00001,C,"Question:
Where do young people read about weasels?

Which of the following is the best response to the question?

Choices:
A. songs
B. corn fields
C. children's story
D. animated film
E. forrest

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
In what room would you expect to find the sugar?,sugar,train-00000-of-00001,C,"Question:
In what room would you expect to find the sugar?

Which of the following is the best response to the question?

Choices:
A. cupboard
B. container
C. kitchen
D. bedroom
E. neighbor's house

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What prevents someone from getting sleep at night?,sleep at night,train-00000-of-00001,D,"Question:
What prevents someone from getting sleep at night?

Which of the following is the best response to the question?

Choices:
A. relax
B. dreams
C. have nightmares
D. restlessness
E. snore

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where is the first place someone leaving the planet ends up?,planet,validation-00000-of-00001,C,"Question:
Where is the first place someone leaving the planet ends up?

Which of the following is the best response to the question?

Choices:
A. pay debts
B. galaxy
C. outer space
D. orbit
E. universe

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What does killing people not usually lead to?,killing people,train-00000-of-00001,A,"Question:
What does killing people not usually lead to?

Which of the following is the best response to the question?

Choices:
A. joy
B. vengeance
C. going to jail
D. anguish
E. happiness

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where would you likely find a spa alongside similar services?,spa,train-00000-of-00001,B,"Question:
Where would you likely find a spa alongside similar services?

Which of the following is the best response to the question?

Choices:
A. sweden
B. health centre
C. backyard
D. house
E. country club

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where is the best place to get cheese?,cheese,train-00000-of-00001,C,"Question:
Where is the best place to get cheese?

Which of the following is the best response to the question?

Choices:
A. the moon
B. fridge
C. market
D. pizza
E. refrigerator

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Why does someone flirt with many people at once?,flirt,validation-00000-of-00001,D,"Question:
Why does someone flirt with many people at once?

Which of the following is the best response to the question?

Choices:
A. have sex
B. get laid
C. were lonely
D. attract attention
E. dance

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where is a crowded motorway likely to be?,motorway,train-00000-of-00001,B,"Question:
Where is a crowded motorway likely to be?

Which of the following is the best response to the question?

Choices:
A. europe
B. city
C. england
D. garage
E. new jersey

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
When people get older what happens to their hair?,hair,train-00000-of-00001,C,"Question:
When people get older what happens to their hair?

Which of the following is the best response to the question?

Choices:
A. long or short
B. curled
C. very thin
D. coloured
E. lightweight

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where would you get some maps that you own?,maps,validation-00000-of-00001,D,"Question:
Where would you get some maps that you own?

Which of the following is the best response to the question?

Choices:
A. bookstore
B. library
C. electrical circuit
D. cabinet
E. important when traveling

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where would a corpse be covered by a blanket?,blanket,validation-00000-of-00001,C,"Question:
Where would a corpse be covered by a blanket?

Which of the following is the best response to the question?

Choices:
A. bath store
B. bedroom
C. hospital
D. flower garden
E. michigan

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What do you receive a new credit card in?,credit card,train-00000-of-00001,D,"Question:
What do you receive a new credit card in?

Which of the following is the best response to the question?

Choices:
A. wallet
B. resturant
C. wallet
D. envelope
E. purse

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where are horses found in fields?,horses,train-00000-of-00001,D,"Question:
Where are horses found in fields?

Which of the following is the best response to the question?

Choices:
A. field
B. kept in barn stalls
C. race track
D. countryside
E. fair

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What do many people believe happens after you die?,die,train-00000-of-00001,C,"Question:
What do many people believe happens after you die?

Which of the following is the best response to the question?

Choices:
A. stop moving
B. nothing
C. go to heaven
D. stop living
E. stop breathing

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What does reckless driving lead to on a person?,driving,train-00000-of-00001,A,"Question:
What does reckless driving lead to on a person?

Which of the following is the best response to the question?

Choices:
A. injuries
B. fatigue
C. traffic jams
D. tired
E. accidents

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where is mountain marmot likely ot live?,marmot,train-00000-of-00001,D,"Question:
Where is mountain marmot likely ot live?

Which of the following is the best response to the question?

Choices:
A. north america
B. northern hemisphere
C. tree
D. colorado
E. in wild

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Why would someone light a fire?,fire,train-00000-of-00001,D,"Question:
Why would someone light a fire?

Which of the following is the best response to the question?

Choices:
A. to burn down a house
B. help people
C. warm hands
D. warm room
E. cleansing

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where would you find pencils and young people?,pencils,train-00000-of-00001,A,"Question:
Where would you find pencils and young people?

Which of the following is the best response to the question?

Choices:
A. classroom
B. store
C. backpack
D. school
E. bowling alley

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where is a good place to keep personal money?,money,train-00000-of-00001,C,"Question:
Where is a good place to keep personal money?

Which of the following is the best response to the question?

Choices:
A. supermarket
B. cash register
C. pocket
D. bucket of water
E. art show

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
What might a kid do with his friend before going to play?,going to play,train-00000-of-00001,E,"Question:
What might a kid do with his friend before going to play?

Which of the following is the best response to the question?

Choices:
A. laugh
B. sit
C. being entertained
D. math
E. meet

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Where would you bring a picnic basket filled with food?,picnic basket,train-00000-of-00001,A,"Question:
Where would you bring a picnic basket filled with food?

Which of the following is the best response to the question?

Choices:
A. country
B. supermarket
C. kitchen
D. deli
E. bringing to picnic

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
