question,question_concept,_split,answer,final_prompt,len_tk_phi3_mini_4k_instruct
Where would you put some ham if you want to cook it?,ham,validation-00000-of-00001,B,"Question:
Where would you put some ham if you want to cook it?

Which of the following is the best response to the question?

Choices:
A. hamshackle
B. pizza
C. fridge
D. refrigerator
E. part of meal

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"The man was a great motivational speaker, he explained how his disability was actually his greatest what?",disability,train-00000-of-00001,D,"Question:
The man was a great motivational speaker, he explained how his disability was actually his greatest what?

Which of the following is the best response to the question?

Choices:
A. competency
B. potential
C. competence
D. strength
E. potence

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
Colorado became one of the first to legalize recreational marijuana in the what?,colorado,train-00000-of-00001,E,"Question:
Colorado became one of the first to legalize recreational marijuana in the what?

Which of the following is the best response to the question?

Choices:
A. mexico
B. america
C. texas
D. arizona
E. united states

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
If a person is on vacation what are they likely to achieve?,person,train-00000-of-00001,A,"Question:
If a person is on vacation what are they likely to achieve?

Which of the following is the best response to the question?

Choices:
A. feel pleasure
B. look attractive
C. interesting experiences
D. compliments
E. relaxation

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
"The college student wanted to meet people, but he didn't really like to what?",meet people,train-00000-of-00001,C,"Question:
The college student wanted to meet people, but he didn't really like to what?

Which of the following is the best response to the question?

Choices:
A. take class
B. friendly
C. go to parties
D. go outside
E. go outside

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
Where would you put something after an iron has been used on it?,iron,train-00000-of-00001,C,"Question:
Where would you put something after an iron has been used on it?

Which of the following is the best response to the question?

Choices:
A. ironing board
B. house
C. linen closet
D. laundry room
E. kitchen

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
What would you be unable to do on a mountain if there is not good weather?,good weather,train-00000-of-00001,E,"Question:
What would you be unable to do on a mountain if there is not good weather?

Which of the following is the best response to the question?

Choices:
A. travel
B. go somewhere
C. ride bike
D. play frisbee
E. climb

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
You can read a magazine where while waiting for your transportation on rails to arrive?,magazine,train-00000-of-00001,A,"Question:
You can read a magazine where while waiting for your transportation on rails to arrive?

Which of the following is the best response to the question?

Choices:
A. train station
B. bookstore
C. newsstand
D. waiting room
E. airport

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
He borrowed a metal detector to try to find his ring that he what while pulling weeds?,find,train-00000-of-00001,B,"Question:
He borrowed a metal detector to try to find his ring that he what while pulling weeds?

Which of the following is the best response to the question?

Choices:
A. found
B. lost
C. loose
D. lose
E. hide

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"At a university, what sort of building is likely to be called a hall?",hall,train-00000-of-00001,D,"Question:
At a university, what sort of building is likely to be called a hall?

Which of the following is the best response to the question?

Choices:
A. conference
B. small classroom
C. large building
D. dormitory
E. inside

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"If I wanted to play poker, where should I put the table?",table,train-00000-of-00001,B,"Question:
If I wanted to play poker, where should I put the table?

Which of the following is the best response to the question?

Choices:
A. demonstration
B. card room
C. rug
D. neighbor's house
E. middle of the road

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
If you rent a condominium in a glove-shaped state where are you?,condominium,train-00000-of-00001,B,"Question:
If you rent a condominium in a glove-shaped state where are you?

Which of the following is the best response to the question?

Choices:
A. great lake state
B. michigan
C. community
D. towels
E. complex

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
Where would you put refuse if you do not want it to exist any more?,refuse,train-00000-of-00001,E,"Question:
Where would you put refuse if you do not want it to exist any more?

Which of the following is the best response to the question?

Choices:
A. basement
B. dump
C. wastebasket
D. garbage can
E. incinerator

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"After the magic show they returned to their hotel, there was lots to see where?",hotel,train-00000-of-00001,C,"Question:
After the magic show they returned to their hotel, there was lots to see where?

Which of the following is the best response to the question?

Choices:
A. touristic area
B. different country
C. las vegas
D. resort
E. city

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"A gentleman is trying to relax, where is he likely to be able to do that?",gentleman,train-00000-of-00001,C,"Question:
A gentleman is trying to relax, where is he likely to be able to do that?

Which of the following is the best response to the question?

Choices:
A. meeting
B. club
C. meditation center
D. church
E. in bed

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
Where could you find a weasel that is not alive?,weasel,train-00000-of-00001,D,"Question:
Where could you find a weasel that is not alive?

Which of the following is the best response to the question?

Choices:
A. court room
B. cherry tree
C. chicken coop
D. natural history museum
E. zoo

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
What is it called when people are suspicious of their leaders?,people,train-00000-of-00001,E,"Question:
What is it called when people are suspicious of their leaders?

Which of the following is the best response to the question?

Choices:
A. fingers crossed
B. share things
C. sail boats
D. learn from each other
E. question authority

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
"Bob lights a fire in the wood stove in the winter, what does he want?",fire,train-00000-of-00001,E,"Question:
Bob lights a fire in the wood stove in the winter, what does he want?

Which of the following is the best response to the question?

Choices:
A. emits light
B. warm hands
C. boil water
D. emit light
E. warm house

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
Where could you put some olives to keep them fresh?,olives,train-00000-of-00001,E,"Question:
Where could you put some olives to keep them fresh?

Which of the following is the best response to the question?

Choices:
A. jar
B. pressed for thier oil
C. ice box
D. pizza
E. refrigerator

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
From where do you buy a train ticket in person?,train ticket,train-00000-of-00001,A,"Question:
From where do you buy a train ticket in person?

Which of the following is the best response to the question?

Choices:
A. ticket booth
B. train depot
C. purse
D. manual
E. conductor's hand

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
What do you do when you're going to market?,going to market,validation-00000-of-00001,A,"Question:
What do you do when you're going to market?

Which of the following is the best response to the question?

Choices:
A. buy food
B. see other people
C. buying vegetables
D. buy a fat pig
E. traveling

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
What do kids have to do before they can go outside a house?,kids,train-00000-of-00001,B,"Question:
What do kids have to do before they can go outside a house?

Which of the following is the best response to the question?

Choices:
A. distracting
B. open door
C. wonder about
D. take shoes off
E. become adults

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"He finished installing a swinging hinge on both parts, she had always wanted a fancy what?",hinge,train-00000-of-00001,C,"Question:
He finished installing a swinging hinge on both parts, she had always wanted a fancy what?

Which of the following is the best response to the question?

Choices:
A. swing door
B. gate
C. french door
D. car door
E. exterior door

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"The flooring was a good bargain, you got a bigger discount the bigger the what?",flooring,train-00000-of-00001,A,"Question:
The flooring was a good bargain, you got a bigger discount the bigger the what?

Which of the following is the best response to the question?

Choices:
A. bundle
B. loft
C. charming
D. home depot
E. house

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
What happens at the first opening of a business if it's not succesful?,opening business,train-00000-of-00001,D,"Question:
What happens at the first opening of a business if it's not succesful?

Which of the following is the best response to the question?

Choices:
A. making money
B. grand opening
C. wealth
D. lose money
E. get rich

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"The all star was still playing ball in the championship, he wasn't one hundred percent because of a what?",playing ball,train-00000-of-00001,D,"Question:
The all star was still playing ball in the championship, he wasn't one hundred percent because of a what?

Which of the following is the best response to the question?

Choices:
A. having fun
B. pleasure
C. trauma
D. injury
E. throwing

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
A flashing LED might indicate a serious problem with your computer if it is on your what?,led,train-00000-of-00001,D,"Question:
A flashing LED might indicate a serious problem with your computer if it is on your what?

Which of the following is the best response to the question?

Choices:
A. electronic equipment
B. screen
C. electronic devices
D. pc board
E. electrical machine

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
What kind of cold storage could you find in your house?,cold storage,validation-00000-of-00001,E,"Question:
What kind of cold storage could you find in your house?

Which of the following is the best response to the question?

Choices:
A. ice pack
B. freezer
C. laboratory
D. warehouse
E. refrigerator

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
The teacher told the choir that they might faint and fall if they locked their knees while what?,fall,train-00000-of-00001,D,"Question:
The teacher told the choir that they might faint and fall if they locked their knees while what?

Which of the following is the best response to the question?

Choices:
A. getting hurt
B. ocean
C. stand up
D. standing
E. summer

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
What do you do after you reproduce?,reproduce,train-00000-of-00001,C,"Question:
What do you do after you reproduce?

Which of the following is the best response to the question?

Choices:
A. accidently got pregnant somehow
B. have children
C. raise children
D. offspring
E. extra copies for gang

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
"A fertilizer is making a flower grow, what is likely to happen next?",making grow,train-00000-of-00001,E,"Question:
A fertilizer is making a flower grow, what is likely to happen next?

Which of the following is the best response to the question?

Choices:
A. more of
B. flowering
C. leaves
D. harvesting
E. blooms

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
What are you using if there are speakers strapped on your ears?,speakers,validation-00000-of-00001,B,"Question:
What are you using if there are speakers strapped on your ears?

Which of the following is the best response to the question?

Choices:
A. take it all in
B. headphones
C. desktop
D. conference
E. concert

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
If you have rotten food when eating breakfast in bed what will you be doing?,eating breakfast in bed,train-00000-of-00001,C,"Question:
If you have rotten food when eating breakfast in bed what will you be doing?

Which of the following is the best response to the question?

Choices:
A. mess
B. joy
C. vomiting
D. contentment
E. pleasure

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
Where does an audience come every week to listen to a person speaking?,audience,train-00000-of-00001,B,"Question:
Where does an audience come every week to listen to a person speaking?

Which of the following is the best response to the question?

Choices:
A. hockey game
B. church
C. sporting event
D. movie theater
E. phone call

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
Some celebrities find going public useful after being caught at what?,going public,train-00000-of-00001,B,"Question:
Some celebrities find going public useful after being caught at what?

Which of the following is the best response to the question?

Choices:
A. high heel shoes
B. getting high
C. problems
D. press coverage
E. wide acceptance

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
Where areas are there likely to be many nightclubs?,nightclub,validation-00000-of-00001,D,"Question:
Where areas are there likely to be many nightclubs?

Which of the following is the best response to the question?

Choices:
A. manhattan
B. drink and dance
C. alcohol
D. major city
E. downtown area

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
What city would you find a temple containing men with shaved heads?,temple,train-00000-of-00001,B,"Question:
What city would you find a temple containing men with shaved heads?

Which of the following is the best response to the question?

Choices:
A. jewish community
B. nepal
C. middle east
D. timbuktu
E. india

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"If two men are competing, why don't they like each other?",competing,train-00000-of-00001,A,"Question:
If two men are competing, why don't they like each other?

Which of the following is the best response to the question?

Choices:
A. rivalry
B. winning or losing
C. accomplishment
D. achievements
E. death

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"There was a test tomorrow, what did the guy need to do?",test,train-00000-of-00001,A,"Question:
There was a test tomorrow, what did the guy need to do?

Which of the following is the best response to the question?

Choices:
A. practice
B. school grade
C. study for subject
D. homework
E. ignore

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
When would there be someone sitting on a chair that you cannot see?,chair,train-00000-of-00001,D,"Question:
When would there be someone sitting on a chair that you cannot see?

Which of the following is the best response to the question?

Choices:
A. office
B. auditorium
C. circus
D. confession
E. synagogue

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
"There are many cubicles in the office, they all have computers for employees to what?",computers,train-00000-of-00001,C,"Question:
There are many cubicles in the office, they all have computers for employees to what?

Which of the following is the best response to the question?

Choices:
A. teach
B. cost money
C. do work
D. be productive
E. help people

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
The bulky man enjoyed to eat hamburger or anything else high in what?,eat hamburger,train-00000-of-00001,A,"Question:
The bulky man enjoyed to eat hamburger or anything else high in what?

Which of the following is the best response to the question?

Choices:
A. protein
B. crack
C. cook one
D. satisfy hunger
E. good to eat

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
What would someone be if he or she is not massive?,massive,train-00000-of-00001,A,"Question:
What would someone be if he or she is not massive?

Which of the following is the best response to the question?

Choices:
A. dwarf
B. massless
C. inconsequential
D. lame
E. insubstantial

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"In a barbershop, what is the most important tool the barber uses?",barbershop,train-00000-of-00001,B,"Question:
In a barbershop, what is the most important tool the barber uses?

Which of the following is the best response to the question?

Choices:
A. commercial area
B. razor
C. water
D. city
E. scissors

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"Most humans by shoes in pairs, this is because they happen to have what?",humans,train-00000-of-00001,E,"Question:
Most humans by shoes in pairs, this is because they happen to have what?

Which of the following is the best response to the question?

Choices:
A. two ears
B. lay eggs
C. one head
D. a bad day
E. two feet

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
What is the large-sclae  general result of waging war?,waging war,train-00000-of-00001,A,"Question:
What is the large-sclae  general result of waging war?

Which of the following is the best response to the question?

Choices:
A. death and destruction
B. killing people
C. defeat
D. people die
E. evil

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
What is someone likely to do to someone accused of killing people they love?,killing people,train-00000-of-00001,C,"Question:
What is someone likely to do to someone accused of killing people they love?

Which of the following is the best response to the question?

Choices:
A. go home
B. sadness
C. retaliation
D. remorse
E. going to jail

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"When a leader has committed crimes against their people, what should they do?",leader,train-00000-of-00001,E,"Question:
When a leader has committed crimes against their people, what should they do?

Which of the following is the best response to the question?

Choices:
A. rule nation
B. die
C. direct people
D. control population
E. step down

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
Where is the lawnmower I hear from across the street?,lawn mower,train-00000-of-00001,E,"Question:
Where is the lawnmower I hear from across the street?

Which of the following is the best response to the question?

Choices:
A. shed
B. garage
C. cutting grass
D. lawn
E. neighbor's house

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
Where may you be if you're buying pork chops at a corner shop?,corner shop,validation-00000-of-00001,E,"Question:
Where may you be if you're buying pork chops at a corner shop?

Which of the following is the best response to the question?

Choices:
A. england
B. town
C. desert
D. kentucky
E. iowa

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
When you niece is a child what relation of your would she live with?,niece,train-00000-of-00001,D,"Question:
When you niece is a child what relation of your would she live with?

Which of the following is the best response to the question?

Choices:
A. family reunion
B. adoption
C. family tree
D. brother's house
E. family picture book

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
What might someone want to be if he or she is thick?,thick,train-00000-of-00001,A,"Question:
What might someone want to be if he or she is thick?

Which of the following is the best response to the question?

Choices:
A. slender
B. free flowing
C. sparse
D. unacquainted
E. diet

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
If you have to read a book that is very dry and long you may become what?,read book,validation-00000-of-00001,E,"Question:
If you have to read a book that is very dry and long you may become what?

Which of the following is the best response to the question?

Choices:
A. have time
B. boring
C. learn new
D. enjoyable
E. bored

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
What does a farmer wanting to make a maze do?,farmers,train-00000-of-00001,C,"Question:
What does a farmer wanting to make a maze do?

Which of the following is the best response to the question?

Choices:
A. farm land
B. grow chinese gooseberries
C. grow corn
D. raise cattle
E. supply food

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"When someone is talking a lot and being lively, they are said to be?",talking,train-00000-of-00001,D,"Question:
When someone is talking a lot and being lively, they are said to be?

Which of the following is the best response to the question?

Choices:
A. speaking from mouth
B. voice
C. blabbering
D. being alive
E. speech

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
Where will you find eggs before the farmer collects them?,eggs,train-00000-of-00001,D,"Question:
Where will you find eggs before the farmer collects them?

Which of the following is the best response to the question?

Choices:
A. supermarket
B. inside chicken
C. omletts
D. chicken coop
E. egg carton

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
The part of a computer that holds the memory and processing chips is called what?,chips,train-00000-of-00001,B,"Question:
The part of a computer that holds the memory and processing chips is called what?

Which of the following is the best response to the question?

Choices:
A. pantry
B. motherboard
C. bar
D. casino
E. supermarket

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
What does having to obtain lunch at a restaurant result in?,having lunch,train-00000-of-00001,B,"Question:
What does having to obtain lunch at a restaurant result in?

Which of the following is the best response to the question?

Choices:
A. dining
B. spending money
C. heartburn
D. digestion
E. obesity

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
Where would be the closest place you would find a piece of literature you own?,literature,train-00000-of-00001,B,"Question:
Where would be the closest place you would find a piece of literature you own?

Which of the following is the best response to the question?

Choices:
A. under the bed
B. own home
C. books and magazines
D. meeting
E. public library

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"The storm was surprising, where didn't it show up for meteorologists?",storm,train-00000-of-00001,C,"Question:
The storm was surprising, where didn't it show up for meteorologists?

Which of the following is the best response to the question?

Choices:
A. train
B. tropical seas
C. weather report
D. america
E. caribbean

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
Starting a fire is a terrible idea because flames move in what pattern?,starting fire,train-00000-of-00001,B,"Question:
Starting a fire is a terrible idea because flames move in what pattern?

Which of the following is the best response to the question?

Choices:
A. explosion
B. unpredictable
C. disaster
D. warmth
E. everywhere

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"If I keep getting crumbs under my table, what should I put under it?",table,validation-00000-of-00001,C,"Question:
If I keep getting crumbs under my table, what should I put under it?

Which of the following is the best response to the question?

Choices:
A. conference
B. neighbor's house
C. rug
D. net
E. card room

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
What does someone do when there are dishes astray in the kitchen?,person,train-00000-of-00001,E,"Question:
What does someone do when there are dishes astray in the kitchen?

Which of the following is the best response to the question?

Choices:
A. gain weight
B. wait patiently
C. stand erect
D. promise to do
E. washing dishes

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
What might someone jogging be trying to achieve long term?,jogging,train-00000-of-00001,D,"Question:
What might someone jogging be trying to achieve long term?

Which of the following is the best response to the question?

Choices:
A. foot pain
B. shin splints
C. increased heart rate
D. being healthy
E. knee pain

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
Where can a lady store a writing instrument while away from home?,writing instrument,train-00000-of-00001,D,"Question:
Where can a lady store a writing instrument while away from home?

Which of the following is the best response to the question?

Choices:
A. office supply store
B. in her shoe
C. classroom
D. purse
E. stationery store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
If you believe something but then you begin getting and understanding new information you may come to a what?,getting,train-00000-of-00001,B,"Question:
If you believe something but then you begin getting and understanding new information you may come to a what?

Which of the following is the best response to the question?

Choices:
A. disappointment
B. new realization
C. heat wave
D. joy
E. wanting more

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
Jan wasn't very good at studying.  What might help him study better?,studying,train-00000-of-00001,D,"Question:
Jan wasn't very good at studying.  What might help him study better?

Which of the following is the best response to the question?

Choices:
A. having a bigger brain
B. headaches
C. inspiration
D. more intelligence
E. understanding

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"The fight enemy choice had led him to a grave injury, he was now what?",fight enemy,train-00000-of-00001,A,"Question:
The fight enemy choice had led him to a grave injury, he was now what?

Which of the following is the best response to the question?

Choices:
A. dying
B. victory
C. casualties
D. protect yourself
E. death

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
What burning  feeling is eating hamburger in large amunts likely to cause?,eating hamburger,train-00000-of-00001,D,"Question:
What burning  feeling is eating hamburger in large amunts likely to cause?

Which of the following is the best response to the question?

Choices:
A. gas
B. being full
C. death
D. heartburn
E. food poisoning

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"Curiosity got him out of his small hometown, he simply wanted to what?",curiosity,train-00000-of-00001,C,"Question:
Curiosity got him out of his small hometown, he simply wanted to what?

Which of the following is the best response to the question?

Choices:
A. analyse
B. die
C. go somewhere
D. see favorite show
E. read book

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"If a person does something to hurt someone else, they might do what?",person,train-00000-of-00001,A,"Question:
If a person does something to hurt someone else, they might do what?

Which of the following is the best response to the question?

Choices:
A. feel sorry
B. trust god
C. cross street
D. ride a bike
E. lend money

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
What is likely to happen to someone who hurts someone else without regret?,hurting else,train-00000-of-00001,E,"Question:
What is likely to happen to someone who hurts someone else without regret?

Which of the following is the best response to the question?

Choices:
A. feel happy
B. feel remorse
C. will resent
D. punishment
E. bad karma

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
Where would you put a teaspoon if you are not using it?,teaspoon,train-00000-of-00001,C,"Question:
Where would you put a teaspoon if you are not using it?

Which of the following is the best response to the question?

Choices:
A. in mouth
B. eating
C. kitchen drawer
D. cup of coffee
E. coffee cup

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
Why is a person likely to be satisfied when using an auto shop?,person,train-00000-of-00001,E,"Question:
Why is a person likely to be satisfied when using an auto shop?

Which of the following is the best response to the question?

Choices:
A. have enough food
B. knowledgable
C. compliments
D. goals
E. meet expectations

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"More people should lower the guard and just have fun, we don't got long just what?",have fun,validation-00000-of-00001,A,"Question:
More people should lower the guard and just have fun, we don't got long just what?

Which of the following is the best response to the question?

Choices:
A. enjoy living
B. happy
C. enjoyable
D. get laid
E. do enjoy

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
When you have a lot of anger and someone talks you down you're much more what?,anger,train-00000-of-00001,B,"Question:
When you have a lot of anger and someone talks you down you're much more what?

Which of the following is the best response to the question?

Choices:
A. sweetness
B. calm
C. destroy enemy
D. happiness
E. madness

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"There was a sign telling picnickers not to feed squirrels, where was this sign likely placed?",squirrel,train-00000-of-00001,A,"Question:
There was a sign telling picnickers not to feed squirrels, where was this sign likely placed?

Which of the following is the best response to the question?

Choices:
A. park
B. forest
C. tree
D. roof
E. yard

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
Sean liked analyzing information.  He felt that he helped him learn what?,analysing,train-00000-of-00001,A,"Question:
Sean liked analyzing information.  He felt that he helped him learn what?

Which of the following is the best response to the question?

Choices:
A. new knowledge
B. enlightened
C. facts
D. discovering truth
E. learn more about

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
There are many dance clubs and higher rates of obesity where?,dance club,train-00000-of-00001,A,"Question:
There are many dance clubs and higher rates of obesity where?

Which of the following is the best response to the question?

Choices:
A. united states
B. ohio
C. toun
D. michigan
E. fast food restaurants

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
Where are you likely to find a bald eagle on a floating bridge?,bald eagle,train-00000-of-00001,A,"Question:
Where are you likely to find a bald eagle on a floating bridge?

Which of the following is the best response to the question?

Choices:
A. pacific northwest
B. river
C. canada
D. northern california
E. washington state

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
How could being someones taxi for the day while they run errands be good for the world?,run errands,train-00000-of-00001,D,"Question:
How could being someones taxi for the day while they run errands be good for the world?

Which of the following is the best response to the question?

Choices:
A. gain
B. supplies
C. helpful
D. help people
E. add to

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"I really want a keyboard instrument, where should I go to try some out?",keyboard instrument,train-00000-of-00001,A,"Question:
I really want a keyboard instrument, where should I go to try some out?

Which of the following is the best response to the question?

Choices:
A. music store
B. band
C. orchestra
D. accompany singer
E. museum

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
"Some people really loved beer, they call it what gold?",beer,train-00000-of-00001,C,"Question:
Some people really loved beer, they call it what gold?

Which of the following is the best response to the question?

Choices:
A. alcohol in
B. intoxicating
C. liquid
D. hair of the dog
E. harmful

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"i like to examine different things,why do books the chapters on the back",curiosity,train-00000-of-00001,D,"Question:
i like to examine different things,why do books the chapters on the back

Which of the following is the best response to the question?

Choices:
A. examine thing
B. go somewhere
C. knit
D. read book
E. see particular program

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"Being fat is unhealthy, one who is should probably exercise to what?",being fat,train-00000-of-00001,B,"Question:
Being fat is unhealthy, one who is should probably exercise to what?

Which of the following is the best response to the question?

Choices:
A. stay fit
B. get in shape
C. look better
D. run faster
E. eat healthily

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
In what place could you find air that has been breathed by many people recently?,air,train-00000-of-00001,D,"Question:
In what place could you find air that has been breathed by many people recently?

Which of the following is the best response to the question?

Choices:
A. charming
B. space shuttle
C. house
D. train station
E. surface of earth

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"When people get tired and would like to take a nap, the often go?",people,train-00000-of-00001,A,"Question:
When people get tired and would like to take a nap, the often go?

Which of the following is the best response to the question?

Choices:
A. lay down
B. speak languages
C. imagine
D. to work
E. talk to each other

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
What kind of breathing makes noise but does not indicate that you are sick?,breathing,train-00000-of-00001,A,"Question:
What kind of breathing makes noise but does not indicate that you are sick?

Which of the following is the best response to the question?

Choices:
A. sigh
B. clavicular
C. yawn
D. cough
E. live

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
What happens to the conscience of someone who has been caught committing a murder?,committing murder,train-00000-of-00001,E,"Question:
What happens to the conscience of someone who has been caught committing a murder?

Which of the following is the best response to the question?

Choices:
A. jail time
B. fear
C. going to prison
D. nothing
E. feeling of guilt

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"The poet wanted to promote his new literature to literary majors, where did he go to do so?",poet,train-00000-of-00001,C,"Question:
The poet wanted to promote his new literature to literary majors, where did he go to do so?

Which of the following is the best response to the question?

Choices:
A. classroom
B. book store
C. university
D. study
E. home

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
Where would you find a trash can while enjoying the great outdoors?,trash can,train-00000-of-00001,C,"Question:
Where would you find a trash can while enjoying the great outdoors?

Which of the following is the best response to the question?

Choices:
A. water cooler
B. alley
C. park
D. food place
E. motel

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
If you want to remember an event what should you do at it?,remember,train-00000-of-00001,A,"Question:
If you want to remember an event what should you do at it?

Which of the following is the best response to the question?

Choices:
A. take pictures
B. try
C. use a flame thrower
D. focus on
E. not forget

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
What is a student encouraged to do as they mature?,student,train-00000-of-00001,D,"Question:
What is a student encouraged to do as they mature?

Which of the following is the best response to the question?

Choices:
A. wait in line
B. do extra credit
C. cross road
D. think for himself
E. study book

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
Sally appreciated discovering the truth.  After so much worry at gave her what?,discovering truth,train-00000-of-00001,D,"Question:
Sally appreciated discovering the truth.  After so much worry at gave her what?

Which of the following is the best response to the question?

Choices:
A. enlightenment
B. happiness
C. conclusion
D. relief
E. excitement

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
If union workers go off strike it means management did what?,go off strike,train-00000-of-00001,D,"Question:
If union workers go off strike it means management did what?

Which of the following is the best response to the question?

Choices:
A. company closed
B. more money
C. complaints had been addressed
D. demands were met
E. get back to work

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
Where is a razor likely to be found on vacation?,razor,train-00000-of-00001,A,"Question:
Where is a razor likely to be found on vacation?

Which of the following is the best response to the question?

Choices:
A. suitcase
B. barber shop
C. box cutter
D. psycho's pocket
E. medicine cabinet

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
