question,question_concept,_split,answer,final_prompt,len_tk_glm4_9b_base
what does someone getting in shape want to achieve?,getting in shape,train-00000-of-00001,D,"Question:
what does someone getting in shape want to achieve?

Which of the following is the best response to the question?

Choices:
A. exercise
B. loss of muscle
C. losing weight
D. good health
E. sweat

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
Where is disease often spread but shouldn't be?,disease,train-00000-of-00001,E,"Question:
Where is disease often spread but shouldn't be?

Which of the following is the best response to the question?

Choices:
A. ghost town
B. third world country
C. human body
D. rug
E. hospital

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
"The man came home from traveling, where did he put his luggage?",luggage,train-00000-of-00001,C,"Question:
The man came home from traveling, where did he put his luggage?

Which of the following is the best response to the question?

Choices:
A. taxi
B. bus stop
C. closet
D. train station
E. trunk

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
What must someone have in order to shop?,shop,train-00000-of-00001,A,"Question:
What must someone have in order to shop?

Which of the following is the best response to the question?

Choices:
A. have money
B. sleep
C. bring flowers
D. go to market
E. get money

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
"The old saying is that taxes are inevitable, and also what?",tax,train-00000-of-00001,B,"Question:
The old saying is that taxes are inevitable, and also what?

Which of the following is the best response to the question?

Choices:
A. discount
B. death and
C. refund
D. free money
E. spend

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
What do people take when they see a pretty sky?,sky,train-00000-of-00001,E,"Question:
What do people take when they see a pretty sky?

Which of the following is the best response to the question?

Choices:
A. outdoors
B. looking up
C. place on earth
D. atmosphere
E. photo

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
What would cause a person to stop driving at a hotel?,driving,train-00000-of-00001,E,"Question:
What would cause a person to stop driving at a hotel?

Which of the following is the best response to the question?

Choices:
A. traffic accident
B. boredom
C. sleepness
D. injuries
E. fatigue

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
"When a couple is together, what does drinking alcohol lead to?",drinking alcohol,train-00000-of-00001,D,"Question:
When a couple is together, what does drinking alcohol lead to?

Which of the following is the best response to the question?

Choices:
A. death
B. sickness
C. children
D. having sex
E. disorientation

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
John and James loved making friends.  It gave them what?,making friends,train-00000-of-00001,A,"Question:
John and James loved making friends.  It gave them what?

Which of the following is the best response to the question?

Choices:
A. good feeling
B. conflict
C. happiness
D. having friends
E. problems

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
Where areas are there likely to be many nightclubs?,nightclub,validation-00000-of-00001,D,"Question:
Where areas are there likely to be many nightclubs?

Which of the following is the best response to the question?

Choices:
A. manhattan
B. drink and dance
C. alcohol
D. major city
E. downtown area

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"If you have some excess corn, where would you put it?",corn,train-00000-of-00001,A,"Question:
If you have some excess corn, where would you put it?

Which of the following is the best response to the question?

Choices:
A. silo
B. storage building
C. restaurant
D. pennsylvania
E. supermarket

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
A good interview after applying for a job may cause you to feel what?,applying for job,validation-00000-of-00001,E,"Question:
A good interview after applying for a job may cause you to feel what?

Which of the following is the best response to the question?

Choices:
A. offer
B. income
C. rejection
D. hostile
E. hope

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
How can someone use their thinking to do things a new way?,thinking,train-00000-of-00001,A,"Question:
How can someone use their thinking to do things a new way?

Which of the following is the best response to the question?

Choices:
A. new perspectives
B. knowledge
C. sense
D. best way
E. figure out

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
Where do you use a ball to knock things down?,ball,train-00000-of-00001,A,"Question:
Where do you use a ball to knock things down?

Which of the following is the best response to the question?

Choices:
A. bowling alley
B. pool table
C. gymnasium
D. playground
E. golf

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
"The pawn was hand carved, it was a fine what?",pawn,train-00000-of-00001,E,"Question:
The pawn was hand carved, it was a fine what?

Which of the following is the best response to the question?

Choices:
A. scheme
B. elephant
C. chess game
D. north carolina
E. chess set

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
If a person isn't being honest they are practicing what?,person,train-00000-of-00001,C,"Question:
If a person isn't being honest they are practicing what?

Which of the following is the best response to the question?

Choices:
A. live in poverty
B. bad feelings
C. deception
D. bipolar
E. schizophrenia

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
When a computer stops working it's called a what?,computers,train-00000-of-00001,E,"Question:
When a computer stops working it's called a what?

Which of the following is the best response to the question?

Choices:
A. do work
B. help people
C. compute
D. networked
E. crash

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
Collections of atoms called molecules make up everything you can hold in your what?,molecule,train-00000-of-00001,E,"Question:
Collections of atoms called molecules make up everything you can hold in your what?

Which of the following is the best response to the question?

Choices:
A. atom
B. anything
C. air
D. feet
E. hands

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
Why might someone have a hard time seeing through a clear medium?,clear,train-00000-of-00001,D,"Question:
Why might someone have a hard time seeing through a clear medium?

Which of the following is the best response to the question?

Choices:
A. obscure
B. see-through
C. opaque
D. thick
E. misunderstood

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
What rubber toy filled with helium will make a child happy?,child,validation-00000-of-00001,D,"Question:
What rubber toy filled with helium will make a child happy?

Which of the following is the best response to the question?

Choices:
A. loved
B. learn
C. eat cake
D. balloon
E. become adult

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
Loss of someone you love can cause what kind of feeling in your heart?,love,validation-00000-of-00001,A,"Question:
Loss of someone you love can cause what kind of feeling in your heart?

Which of the following is the best response to the question?

Choices:
A. painful
B. happy
C. blind
D. contagious
E. bring joy

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
Humans tend to have what round things that dart around?,humans,train-00000-of-00001,C,"Question:
Humans tend to have what round things that dart around?

Which of the following is the best response to the question?

Choices:
A. two arms
B. live forever
C. two eyes
D. lay eggs
E. ten fingers

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"The traveler needs a place to say, where are hotels located?",place to stay,train-00000-of-00001,C,"Question:
The traveler needs a place to say, where are hotels located?

Which of the following is the best response to the question?

Choices:
A. in a palace
B. mexico
C. every country
D. town
E. motel

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
Where is likely to not just have a kosher restaurant?,kosher restaurant,validation-00000-of-00001,D,"Question:
Where is likely to not just have a kosher restaurant?

Which of the following is the best response to the question?

Choices:
A. jerusalem
B. jewish neighborhoods
C. dining in
D. new york city
E. dining

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
What are people in a library likely doing?,people,train-00000-of-00001,C,"Question:
What are people in a library likely doing?

Which of the following is the best response to the question?

Choices:
A. talk to each other
B. board ships
C. study books
D. suffer hunger
E. playing games

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
How can a farmer get more work done?,farmer,train-00000-of-00001,E,"Question:
How can a farmer get more work done?

Which of the following is the best response to the question?

Choices:
A. plant cows
B. water plants
C. can produce
D. raise crops
E. rise early

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
"He tried communicating by radio, but what did he hearing the other end?",communicating,train-00000-of-00001,A,"Question:
He tried communicating by radio, but what did he hearing the other end?

Which of the following is the best response to the question?

Choices:
A. static
B. progress
C. collaboration
D. confusion
E. sound

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
Where is one not likely to find a ring road?,ring road,train-00000-of-00001,D,"Question:
Where is one not likely to find a ring road?

Which of the following is the best response to the question?

Choices:
A. european city
B. motorcycle
C. town
D. freeway system
E. travel around city

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
What must someone do before they shop?,shop,validation-00000-of-00001,A,"Question:
What must someone do before they shop?

Which of the following is the best response to the question?

Choices:
A. get money
B. have money
C. bring cash
D. go to market
E. bring cash

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
"The grain-seller needed dry storage, where should he put it?",dry storage,train-00000-of-00001,E,"Question:
The grain-seller needed dry storage, where should he put it?

Which of the following is the best response to the question?

Choices:
A. pantry
B. storage closet
C. building
D. wet
E. warehouse

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
What happens when applying a heat source to combustible materials?,starting fire,train-00000-of-00001,C,"Question:
What happens when applying a heat source to combustible materials?

Which of the following is the best response to the question?

Choices:
A. go to jail
B. consume
C. burns
D. damage
E. warmth

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
Where would there be an auditorium with only a single person speaking?,auditorium,validation-00000-of-00001,C,"Question:
Where would there be an auditorium with only a single person speaking?

Which of the following is the best response to the question?

Choices:
A. lights
B. crowd
C. university campus
D. theater
E. park

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
Where might one be unrestricted on a superhighway?,superhighway,train-00000-of-00001,C,"Question:
Where might one be unrestricted on a superhighway?

Which of the following is the best response to the question?

Choices:
A. semi-truck
B. city
C. germany
D. america
E. computer network

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
What do people call it when they are going for run?,going for run,train-00000-of-00001,C,"Question:
What do people call it when they are going for run?

Which of the following is the best response to the question?

Choices:
A. trip
B. running in
C. working out
D. get tired
E. falling down

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
Where should you keep a pet lizard?,lizard,train-00000-of-00001,E,"Question:
Where should you keep a pet lizard?

Which of the following is the best response to the question?

Choices:
A. desert
B. garden
C. galapagos archipelago
D. wild
E. glass cage

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
When would there be someone sitting on a chair that you cannot see?,chair,train-00000-of-00001,D,"Question:
When would there be someone sitting on a chair that you cannot see?

Which of the following is the best response to the question?

Choices:
A. office
B. auditorium
C. circus
D. confession
E. synagogue

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
Where would you usually find a freezer with food in it?,freezer,train-00000-of-00001,E,"Question:
Where would you usually find a freezer with food in it?

Which of the following is the best response to the question?

Choices:
A. appliance store
B. garage
C. freeze food
D. bedroom
E. own home

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
When you are eating a meal you normally place a cup on this.,cup,train-00000-of-00001,B,"Question:
When you are eating a meal you normally place a cup on this.

Which of the following is the best response to the question?

Choices:
A. dishwasher
B. table
C. shelf
D. coaster
E. closet

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
John cooled the steam. What did the steam become?,steam,train-00000-of-00001,D,"Question:
John cooled the steam. What did the steam become?

Which of the following is the best response to the question?

Choices:
A. condensate
B. electric smoke
C. smoke
D. liquid water
E. cold air

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
What are you waiting alongside with when you're in a reception area?,reception area,validation-00000-of-00001,D,"Question:
What are you waiting alongside with when you're in a reception area?

Which of the following is the best response to the question?

Choices:
A. motel
B. chair
C. hospital
D. people
E. hotels

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
What is ti called when people at work get together to exchange information?,information,train-00000-of-00001,D,"Question:
What is ti called when people at work get together to exchange information?

Which of the following is the best response to the question?

Choices:
A. online
B. internet
C. break
D. meeting
E. manual

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
What kind of explosive device has a fuse or timer?,explosive,train-00000-of-00001,D,"Question:
What kind of explosive device has a fuse or timer?

Which of the following is the best response to the question?

Choices:
A. war
B. fireworks display
C. action film set
D. bomb
E. construction site

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
What do children like to do on a ranch?,children,train-00000-of-00001,B,"Question:
What do children like to do on a ranch?

Which of the following is the best response to the question?

Choices:
A. pet the horses
B. ride horses
C. play games
D. watch tv
E. learn together

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"Space, planets, moons and everything we can observe is part of what?",space,train-00000-of-00001,C,"Question:
Space, planets, moons and everything we can observe is part of what?

Which of the following is the best response to the question?

Choices:
A. front
B. sentence
C. universe
D. lifestyle
E. jar

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
What contains a ball to help it work efficiently?,ball,train-00000-of-00001,B,"Question:
What contains a ball to help it work efficiently?

Which of the following is the best response to the question?

Choices:
A. football field
B. bearing
C. gymnasium
D. playground
E. pool table

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
Where did a shop get the sand dollars you can buy?,shop,train-00000-of-00001,D,"Question:
Where did a shop get the sand dollars you can buy?

Which of the following is the best response to the question?

Choices:
A. high school
B. container
C. atm
D. ocean floor
E. downtown area

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
"Where can you find the meaning of ""ficus""?",ficus,validation-00000-of-00001,A,"Question:
Where can you find the meaning of ""ficus""?

Which of the following is the best response to the question?

Choices:
A. dictionary
B. apartment
C. libary
D. middle east
E. arboretum

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
The department to where vendors deliver goods for sale is called what?,deliver,validation-00000-of-00001,C,"Question:
The department to where vendors deliver goods for sale is called what?

Which of the following is the best response to the question?

Choices:
A. delivered
B. take away
C. receiving
D. pick up
E. keep

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
What do you have to clean up after a party?,dirty dishes,train-00000-of-00001,C,"Question:
What do you have to clean up after a party?

Which of the following is the best response to the question?

Choices:
A. son's room
B. dishwasher
C. party
D. dish washer
E. dining room

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
What can happen to water at different temperatures?,water,train-00000-of-00001,E,"Question:
What can happen to water at different temperatures?

Which of the following is the best response to the question?

Choices:
A. melts
B. wet clothes
C. move mountains
D. thin blood
E. take several forms

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
"James stove didn't work, so he had to cook where?",stove,train-00000-of-00001,E,"Question:
James stove didn't work, so he had to cook where?

Which of the following is the best response to the question?

Choices:
A. bathroom
B. tent
C. living room
D. apartment
E. friend's house

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"Sam thought that it was beautiful outside, even though it was what?",beautiful,train-00000-of-00001,A,"Question:
Sam thought that it was beautiful outside, even though it was what?

Which of the following is the best response to the question?

Choices:
A. rainy
B. repulsive
C. unbeautiful
D. horrible
E. bad

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
What state is Pat Roberts the senator of?,republican,train-00000-of-00001,D,"Question:
What state is Pat Roberts the senator of?

Which of the following is the best response to the question?

Choices:
A. demopublican
B. new york
C. nebraska
D. kansas
E. colorado

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"Two friends lived in different countries, how did they frequently communicate?",friends,train-00000-of-00001,C,"Question:
Two friends lived in different countries, how did they frequently communicate?

Which of the following is the best response to the question?

Choices:
A. wedding
B. fraternity house
C. internet cafe
D. smoke signals
E. movie

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
Where is a cow likely to be happy at night?,cow,train-00000-of-00001,D,"Question:
Where is a cow likely to be happy at night?

Which of the following is the best response to the question?

Choices:
A. countryside
B. slaughter house
C. barnyard
D. stable
E. grocery store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
What happens to airplanes when they hit the ground?,airplanes,train-00000-of-00001,E,"Question:
What happens to airplanes when they hit the ground?

Which of the following is the best response to the question?

Choices:
A. accelerate
B. carry freight
C. taxi
D. produce bang
E. catch on fire

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
"When trying to clean clothes, what is something that you need?",clean clothes,train-00000-of-00001,E,"Question:
When trying to clean clothes, what is something that you need?

Which of the following is the best response to the question?

Choices:
A. get dirty
B. launder
C. sort
D. bleach
E. use water

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
What does cleaning waht you eat lead to?,cleaning,train-00000-of-00001,A,"Question:
What does cleaning waht you eat lead to?

Which of the following is the best response to the question?

Choices:
A. healthy living
B. neatness
C. bad aftertaste
D. using water
E. allergies

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
What happens when people don't recycle packing materials?,people,train-00000-of-00001,E,"Question:
What happens when people don't recycle packing materials?

Which of the following is the best response to the question?

Choices:
A. change direction
B. save earth
C. travel abroad
D. believe in god
E. waste paper

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
Where would a company's committee meet for a meeting?,committee,train-00000-of-00001,E,"Question:
Where would a company's committee meet for a meeting?

Which of the following is the best response to the question?

Choices:
A. church
B. office building
C. city hall
D. zoo
E. boardroom

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
Where might I find pens with a company logo?,pens,train-00000-of-00001,A,"Question:
Where might I find pens with a company logo?

Which of the following is the best response to the question?

Choices:
A. office
B. on a pencil
C. write sentences on paper
D. school
E. backpack

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
What can you build for your puppy so he can sleep comfortably outside?,puppy,train-00000-of-00001,A,"Question:
What can you build for your puppy so he can sleep comfortably outside?

Which of the following is the best response to the question?

Choices:
A. dog house
B. home
C. kennel
D. table
E. tree

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"When you buy something new , what do you read for information?",information,train-00000-of-00001,A,"Question:
When you buy something new , what do you read for information?

Which of the following is the best response to the question?

Choices:
A. manual
B. online
C. book
D. pamphlet
E. meeting

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
Where is an apple tree likely found in abundance?,apple tree,train-00000-of-00001,D,"Question:
Where is an apple tree likely found in abundance?

Which of the following is the best response to the question?

Choices:
A. south pole
B. park
C. vineyard
D. farmland
E. orchid

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
"What events are typical, expected and not divine?",divine,train-00000-of-00001,B,"Question:
What events are typical, expected and not divine?

Which of the following is the best response to the question?

Choices:
A. undivine
B. humdrum
C. godless
D. horrible
E. cursed

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
What does a person want to get at a restaurant?,person,train-00000-of-00001,C,"Question:
What does a person want to get at a restaurant?

Which of the following is the best response to the question?

Choices:
A. self esteem
B. compliments
C. delicious food
D. easy life
E. fulfillment

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
What sort of hall do you have a large meeting in?,hall,train-00000-of-00001,B,"Question:
What sort of hall do you have a large meeting in?

Which of the following is the best response to the question?

Choices:
A. church
B. conference
C. dormitory
D. large building
E. library

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
"When Bob plugs has electricity next to his nightstand, where is he?",electricity,train-00000-of-00001,D,"Question:
When Bob plugs has electricity next to his nightstand, where is he?

Which of the following is the best response to the question?

Choices:
A. church
B. concert
C. opera
D. bedroom
E. restaurant

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
Where can you buy guns for hunting?,guns,train-00000-of-00001,E,"Question:
Where can you buy guns for hunting?

Which of the following is the best response to the question?

Choices:
A. war
B. roadblock
C. make person sick
D. military base
E. sporting goods store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
"The two teams were competing all the time, what likely developed between them?",competing,train-00000-of-00001,C,"Question:
The two teams were competing all the time, what likely developed between them?

Which of the following is the best response to the question?

Choices:
A. accomplishment
B. enemies
C. rivalry
D. friendship
E. bad blood

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"Humans often have hunting instincts, so what do they do?",humans,train-00000-of-00001,E,"Question:
Humans often have hunting instincts, so what do they do?

Which of the following is the best response to the question?

Choices:
A. excrete
B. cry
C. play piano
D. make mistakes
E. eat meat

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
A person who is well off is said to be what?,person,train-00000-of-00001,E,"Question:
A person who is well off is said to be what?

Which of the following is the best response to the question?

Choices:
A. reproduce
B. highest intelligent mammal
C. headache
D. talented
E. affluent

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
If children get confused walking home where may they go?,children,train-00000-of-00001,C,"Question:
If children get confused walking home where may they go?

Which of the following is the best response to the question?

Choices:
A. play chess
B. sun themselves
C. wrong house
D. set table
E. gettable

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
The area of land next to the ocean is called what?,ocean,train-00000-of-00001,E,"Question:
The area of land next to the ocean is called what?

Which of the following is the best response to the question?

Choices:
A. underwater
B. surface of earth
C. waterfalls
D. delta
E. beach

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
When do you bring a clock to a clockmaker?,clock,train-00000-of-00001,A,"Question:
When do you bring a clock to a clockmaker?

Which of the following is the best response to the question?

Choices:
A. stop working
B. store
C. time event
D. tell time
E. wind down

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
"A person broke up with me, what do I have now?",person,train-00000-of-00001,D,"Question:
A person broke up with me, what do I have now?

Which of the following is the best response to the question?

Choices:
A. annoyance
B. hospitalized
C. schizophrenia
D. broken heart
E. stress

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
"They opened up their picnic basket, they began constructing their sandwiches with what meat?",picnic basket,train-00000-of-00001,E,"Question:
They opened up their picnic basket, they began constructing their sandwiches with what meat?

Which of the following is the best response to the question?

Choices:
A. country
B. camper
C. kitchen
D. canned
E. deli

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
What do you have to do to learn to play violin?,play violin,train-00000-of-00001,E,"Question:
What do you have to do to learn to play violin?

Which of the following is the best response to the question?

Choices:
A. tune
B. practise
C. relaxing
D. ask questions
E. take lessons

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
You'll often find wine and crackers served by men in robes where?,wine,train-00000-of-00001,D,"Question:
You'll often find wine and crackers served by men in robes where?

Which of the following is the best response to the question?

Choices:
A. garden centre
B. bar
C. spaghetti sauce
D. church
E. basement

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
A school is necessary for every one of these. What are they?,school,train-00000-of-00001,B,"Question:
A school is necessary for every one of these. What are they?

Which of the following is the best response to the question?

Choices:
A. every city
B. community
C. playground
D. residential neighborhood
E. town

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
What does someone who has a greed for energy do?,greed,train-00000-of-00001,D,"Question:
What does someone who has a greed for energy do?

Which of the following is the best response to the question?

Choices:
A. cause businesses to grow
B. get
C. lie
D. buy food
E. win

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
"The showroom had  variety of automobiles, where was this showroom located?",showroom,train-00000-of-00001,B,"Question:
The showroom had  variety of automobiles, where was this showroom located?

Which of the following is the best response to the question?

Choices:
A. city
B. car dealership
C. bathroom
D. appliance store
E. vegas

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"When you see something rise, you are where in relation to it?",rise,validation-00000-of-00001,D,"Question:
When you see something rise, you are where in relation to it?

Which of the following is the best response to the question?

Choices:
A. sun set
B. near
C. fall
D. below
E. lower

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
"The newlyweds began copulating their marriage, they wanted many what?",copulating,validation-00000-of-00001,A,"Question:
The newlyweds began copulating their marriage, they wanted many what?

Which of the following is the best response to the question?

Choices:
A. babies
B. odors
C. sadness
D. rapport
E. ejaculation

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
What does a person who is a gardener have?,person,train-00000-of-00001,E,"Question:
What does a person who is a gardener have?

Which of the following is the best response to the question?

Choices:
A. own house
B. contribution to society
C. food
D. ride horses
E. green thumb

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
Traveling from new place to new place is likely to be what?,traveling,validation-00000-of-00001,B,"Question:
Traveling from new place to new place is likely to be what?

Which of the following is the best response to the question?

Choices:
A. going somewhere
B. exhilarating
C. diarrhea
D. relocation
E. exhausting

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
What does a child learn to do before school?,child,validation-00000-of-00001,C,"Question:
What does a child learn to do before school?

Which of the following is the best response to the question?

Choices:
A. count to ten
B. state name
C. dress herself
D. clean room
E. socialize

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
Why do I eat just enough when eating breakfast?,eating breakfast,train-00000-of-00001,C,"Question:
Why do I eat just enough when eating breakfast?

Which of the following is the best response to the question?

Choices:
A. gas
B. full stomach
C. feeling satisfied
D. have energy
E. bloated

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
What is the goal of the activities of students?,students,train-00000-of-00001,D,"Question:
What is the goal of the activities of students?

Which of the following is the best response to the question?

Choices:
A. pass exams
B. do well
C. amount to
D. better comprehension
E. read books

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
James felt the best place to install the spa would be where?,spa,train-00000-of-00001,D,"Question:
James felt the best place to install the spa would be where?

Which of the following is the best response to the question?

Choices:
A. resort
B. country club
C. attic
D. backyard
E. health centre

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
What might someone believe in if they are cleaning clothes?,cleaning clothes,validation-00000-of-00001,B,"Question:
What might someone believe in if they are cleaning clothes?

Which of the following is the best response to the question?

Choices:
A. feminism
B. sanitation
C. ruined
D. wrinkles
E. buttons to fall off

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
Where do people store cars when running errands?,cars,train-00000-of-00001,D,"Question:
Where do people store cars when running errands?

Which of the following is the best response to the question?

Choices:
A. at home
B. freeway
C. race track
D. parking lot
E. car show

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
What draws ground water away from your and your neighbor's yard?,neighbor,train-00000-of-00001,D,"Question:
What draws ground water away from your and your neighbor's yard?

Which of the following is the best response to the question?

Choices:
A. house next door
B. next house
C. suburbs
D. ditch
E. trees

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
What would happen if you are having a good time while chatting with friends?,chatting with friends,train-00000-of-00001,D,"Question:
What would happen if you are having a good time while chatting with friends?

Which of the following is the best response to the question?

Choices:
A. agreement
B. communication
C. love
D. happiness
E. discord

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
What do people try to avoid?,people,train-00000-of-00001,A,"Question:
What do people try to avoid?

Which of the following is the best response to the question?

Choices:
A. suffer pain
B. talk to each other
C. believe in god
D. bank money
E. wait in line

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
A dance is a great way to do what?,dance,train-00000-of-00001,C,"Question:
A dance is a great way to do what?

Which of the following is the best response to the question?

Choices:
A. was happy
B. like dancing
C. express yourself
D. am happy
E. use the bathroom

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
A motorcycle is quicker because it isn't as what as a car?,car,train-00000-of-00001,A,"Question:
A motorcycle is quicker because it isn't as what as a car?

Which of the following is the best response to the question?

Choices:
A. heavy
B. shiny
C. red
D. obesity
E. expensive

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
What midwestern area is likely to have a marmot running free?,marmot,train-00000-of-00001,E,"Question:
What midwestern area is likely to have a marmot running free?

Which of the following is the best response to the question?

Choices:
A. zoo
B. encyclopedia
C. jungle
D. countryside
E. great plains

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
Where would you find isopropol alcohol and safety glasses?,alcohol,train-00000-of-00001,E,"Question:
Where would you find isopropol alcohol and safety glasses?

Which of the following is the best response to the question?

Choices:
A. pub
B. restaurants
C. in a park
D. supermarket
E. chemistry lab

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
What kind of performance has lions and elephants and acrobats?,performance,train-00000-of-00001,C,"Question:
What kind of performance has lions and elephants and acrobats?

Which of the following is the best response to the question?

Choices:
A. theatre
B. television
C. circus
D. movie
E. concert hall

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
Where would you find a passageway that is mainly used by visitors?,passageway,train-00000-of-00001,B,"Question:
Where would you find a passageway that is mainly used by visitors?

Which of the following is the best response to the question?

Choices:
A. building
B. hotel
C. cave
D. house
E. office

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
How do single cell animals create new generations?,animals,train-00000-of-00001,A,"Question:
How do single cell animals create new generations?

Which of the following is the best response to the question?

Choices:
A. reproduce asexually
B. procreate
C. need to eat
D. bite
E. feel pain

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
What does a person miss when a tree hits power lines?,person,train-00000-of-00001,C,"Question:
What does a person miss when a tree hits power lines?

Which of the following is the best response to the question?

Choices:
A. indoor plumbing
B. feel special
C. electricity
D. headache
E. forest

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
