question,subject,split,answer,final_prompt,len_tk_glm4_9b_base
"Here is nine o' clock news Prime Minister Abdul Krim of Tyrea has said that the danger in the Middle East is greater now than for the past two years. His country does not want war, he says, but the Tyrean people have waited too long for an end to the troubles with their neighbours. If war comes, says Mr King, Tyrea will be ready. Ben Kitson, the writer of stories and plays for children, has died at his home in California. Mr Kitson was 82. His most famous book of stories, The Gentleman's House, sells all over the world, in more than twenty-five languages. Policeman in New York have stopped work. Their leader , Mr Paulo Angeli, says that they will return to work only when they receive more money for working long hours and doing what Mr Angel calls ""the most dangerous job in the city."" It has been a good year on the farm. The warm, wet spring, and the fine summer have been very good for all kinds of food plants. This means that fruit and vegetables will cost less in the shops this year. And now it's time for ""Morning Music"". . Mr Ben Kitson wrote  _  .",,auxiliary_train-00000-of-00001,A,"Here is nine o' clock news Prime Minister Abdul Krim of Tyrea has said that the danger in the Middle East is greater now than for the past two years. His country does not want war, he says, but the Tyrean people have waited too long for an end to the troubles with their neighbours. If war comes, says Mr King, Tyrea will be ready. Ben Kitson, the writer of stories and plays for children, has died at his home in California. Mr Kitson was 82. His most famous book of stories, The Gentleman's House, sells all over the world, in more than twenty-five languages. Policeman in New York have stopped work. Their leader , Mr Paulo Angeli, says that they will return to work only when they receive more money for working long hours and doing what Mr Angel calls ""the most dangerous job in the city."" It has been a good year on the farm. The warm, wet spring, and the fine summer have been very good for all kinds of food plants. This means that fruit and vegetables will cost less in the shops this year. And now it's time for ""Morning Music"". . Mr Ben Kitson wrote  _  .

Choices:
A. children 's stories and plays
B. in more than twenty - five languages
C. 82 stories about his hometown
D. books, then sold them all over the world

Reply with exactly one uppercase letter out of A, B, C, or D.
",308
"Each Indian was supposed to keep his birth name until he was old enough to earn one for himself.But his playmates would always give him a name of their own.No matter what his parents called him, his childhood friends would use the name they had chosen.Often it was not pleasing, such as Bow Legs or Bad Boy.But sometimes a name fit so well that the youngster found it difficult to shake it off.If he could not earn a better one from a war later, he could be stuck with a name like Bow Legs for the rest of his life. The Indian earned his real name when he was old enough for his first fight against the enemy.His life name depended on how he acted during this first battle.When he returned from the war, the whole tribe would gather and observe the ceremony in which he would be given his name by the chief.If he had done well, he would get a good name.Otherwise he might be called Crazy Wolf or Man-Afraid-Of-a-Horse.So an Indian's name told his record or described the kind of man he was. A man was given many chances to improve his name, however.If in a later battle he was brave in fighting against the enemy, he was given a better name.Some of our great fighters had as many as twelve names--all good and each better than the last. An Indian's names belonged to him for the rest of his life.No one else could use them.Even he himself could not give them away because names were assigned by the tribe, not the family.So no man could pass on his name unless the chief and the tribe asked him to do so. Sometimes an Indian would be asked to give his name to a son who had performed a noticeable deed.I know of only three of four times when this happened.It is the rarest honor for a person--the honor of assuming  his father's name. The greatest honor an Indian could earn was   _   .",,auxiliary_train-00000-of-00001,D,"Each Indian was supposed to keep his birth name until he was old enough to earn one for himself.But his playmates would always give him a name of their own.No matter what his parents called him, his childhood friends would use the name they had chosen.Often it was not pleasing, such as Bow Legs or Bad Boy.But sometimes a name fit so well that the youngster found it difficult to shake it off.If he could not earn a better one from a war later, he could be stuck with a name like Bow Legs for the rest of his life. The Indian earned his real name when he was old enough for his first fight against the enemy.His life name depended on how he acted during this first battle.When he returned from the war, the whole tribe would gather and observe the ceremony in which he would be given his name by the chief.If he had done well, he would get a good name.Otherwise he might be called Crazy Wolf or Man-Afraid-Of-a-Horse.So an Indian's name told his record or described the kind of man he was. A man was given many chances to improve his name, however.If in a later battle he was brave in fighting against the enemy, he was given a better name.Some of our great fighters had as many as twelve names--all good and each better than the last. An Indian's names belonged to him for the rest of his life.No one else could use them.Even he himself could not give them away because names were assigned by the tribe, not the family.So no man could pass on his name unless the chief and the tribe asked him to do so. Sometimes an Indian would be asked to give his name to a son who had performed a noticeable deed.I know of only three of four times when this happened.It is the rarest honor for a person--the honor of assuming  his father's name. The greatest honor an Indian could earn was   _   .

Choices:
A. a victory in his first battle against the enemy
B. a name given by the chief
C. a ceremony to get his real name
D. the right to use his father's name

Reply with exactly one uppercase letter out of A, B, C, or D.
",453
"On October 15, an aspiring young actress entered into a written contract with a nationally famous photographer. Their contractual agreement provided that the photographer was to supply the actress with twelve glossy prints ""designed to capture and convey the actress as a gifted dramatic actress with varied talents. "" Their contract further stipulated ""said twelve prints to be delivered on or before November 15; with payment of $1,500 thirty days thereafter. "" Another contractual provision recited that the photographer ""guarantees that the prints will be fully satisfactory and delivered on time. ""The following day, the photographer accidentally fell down a flight of stairs, and sustained a broken leg. As a result of his injury, the photographer was unable to photograph the actress until October 31. At that time he informed the actress that because of the delay, ""I am going to need a few more days beyond November 15 to make delivery. "" The actress responded, ""Please hurry with the pictures, because I need to submit my promotional portfolio for the leading role in an upcoming movie. ""The photographer diligently worked to speed production and delivered the prints to the actress's manager on November 18. After the manager looked over the photographs, she told the photographer, ""I'm sure these will be acceptable to my client. "" However, the following day the photographer received a telephone call from the actress, who said, ""These prints are just awful. They make me look horrible. I'm sending them back to you and not paying anything. Besides, these prints were two days late. ""If the actress initiates an action against the photographer for breach of contract, which of the following would be the photographer's best defense?",professional_law,test-00000-of-00001,D,"On October 15, an aspiring young actress entered into a written contract with a nationally famous photographer. Their contractual agreement provided that the photographer was to supply the actress with twelve glossy prints ""designed to capture and convey the actress as a gifted dramatic actress with varied talents. "" Their contract further stipulated ""said twelve prints to be delivered on or before November 15; with payment of $1,500 thirty days thereafter. "" Another contractual provision recited that the photographer ""guarantees that the prints will be fully satisfactory and delivered on time. ""The following day, the photographer accidentally fell down a flight of stairs, and sustained a broken leg. As a result of his injury, the photographer was unable to photograph the actress until October 31. At that time he informed the actress that because of the delay, ""I am going to need a few more days beyond November 15 to make delivery. "" The actress responded, ""Please hurry with the pictures, because I need to submit my promotional portfolio for the leading role in an upcoming movie. ""The photographer diligently worked to speed production and delivered the prints to the actress's manager on November 18. After the manager looked over the photographs, she told the photographer, ""I'm sure these will be acceptable to my client. "" However, the following day the photographer received a telephone call from the actress, who said, ""These prints are just awful. They make me look horrible. I'm sending them back to you and not paying anything. Besides, these prints were two days late. ""If the actress initiates an action against the photographer for breach of contract, which of the following would be the photographer's best defense?

Choices:
A. The photographs, if subjectively viewed, were not satisfactory.
B. The photographs, if objectively viewed, were not satisfactory.
C. The photographs were not delivered on time, thereby resulting in a failure of condition precedent to the actress's liability.
D. The photographer's injury constituted a temporary impracticability of performance, which excused his duty to perform for a reasonableperiod of time.

Reply with exactly one uppercase letter out of A, B, C, or D.
",441
"It is often said that you cannot ""teach an old dog new tricks"", but three New Zealand dogs have decided to prove otherwise by learning a skill --- driving a car! What's even more impressive is that the three who have become skilled in just eight weeks are not special dogs that belong to some rich owners, but abandoned ones at New Zealand's SPCA. To get their training started, 10-month old Porter, 18-month-old Monty and one-year-old Ginny were selected from a pool of seven potential candidates and moved to Animal Q, a talent agency that teaches animals tricks for movies and television shows. The driving classes began with teaching the dogs some basic driving techniques like turning the steering wheels and applying the brakes. After that the dogs practiced everything they had learnt behind the wheels of a motorized car. Then finally, it was time for the big test--- driving a real car! Human cars are not really built for four-legged animals, so the car they drove was adjusted so that the dogs could sit comfortably and easily reach the steering wheel with their paws. Though they all seemed to do very well, the real test came on Monday night when Monty, the best driver of the three, showed his great driving skill on live television. Why would the SPCA go through so much trouble to highlight the skills of homeless dogs?  The reason is to show that adopting a dog from a shelter does not mean owners are getting a pet that is worse than one purchased from a keeper. The CEO of the SPCA is hoping that this unusual event will be enough to convince the residents of New Zealand to consider them, when searching for a pet. We surely hope so, meanwhile we are almost certain that these three pioneers have at least landed their names in the Guinness World Records, creating a category that probably does not even exist today! What can we learn from the passage?",,auxiliary_train-00000-of-00001,A,"It is often said that you cannot ""teach an old dog new tricks"", but three New Zealand dogs have decided to prove otherwise by learning a skill --- driving a car! What's even more impressive is that the three who have become skilled in just eight weeks are not special dogs that belong to some rich owners, but abandoned ones at New Zealand's SPCA. To get their training started, 10-month old Porter, 18-month-old Monty and one-year-old Ginny were selected from a pool of seven potential candidates and moved to Animal Q, a talent agency that teaches animals tricks for movies and television shows. The driving classes began with teaching the dogs some basic driving techniques like turning the steering wheels and applying the brakes. After that the dogs practiced everything they had learnt behind the wheels of a motorized car. Then finally, it was time for the big test--- driving a real car! Human cars are not really built for four-legged animals, so the car they drove was adjusted so that the dogs could sit comfortably and easily reach the steering wheel with their paws. Though they all seemed to do very well, the real test came on Monday night when Monty, the best driver of the three, showed his great driving skill on live television. Why would the SPCA go through so much trouble to highlight the skills of homeless dogs?  The reason is to show that adopting a dog from a shelter does not mean owners are getting a pet that is worse than one purchased from a keeper. The CEO of the SPCA is hoping that this unusual event will be enough to convince the residents of New Zealand to consider them, when searching for a pet. We surely hope so, meanwhile we are almost certain that these three pioneers have at least landed their names in the Guinness World Records, creating a category that probably does not even exist today! What can we learn from the passage?

Choices:
A. A new Guinness category for driving dogs will probably be created.
B. Abandoned dogs are much cleverer than house-kept ones.
C. All the dogs at New Zealand's SPCA will soon be adopted.
D. New Zealand has the most homeless dogs among all countries

Reply with exactly one uppercase letter out of A, B, C, or D.
",457
"The church seems cold this morning, even after all the people, friends and family, fill the benches. I sit here in silence, in shock and denial. This was not supposed to happen. What about our dreams, or our plans? We were going to raise our children, travel the world, and grow old together. I'm only 37, a typical housewife. I don't know if I can do all this alone--two children, no father. What do I do or say? The faces of so many people confuse me as they come to pay their last respects. Some have real sorrow; I can see it in their eyes. The others seem to just say, ""I told you so."" Those famous last words: I-told-you-so. How I can't stand them. And the pointing fingers as so-called family and so-called friends pick me out of the crowd for others to see. I want to scream and wake up but I can't do anything but sit there. How can they be so blind? I fell in love with a man. Love knows no boundaries . He was a good man, hardworking, caring and kind. He was retired from the Navy and a gentleman. He was sensitive to others' needs, the kind of man that knew what to do or say, how to humor any situation and calm everyone's fears. I remember our first child was a big surprise to both of us. I remember when I told him the news. He fell off his chair, saying over and over in disbelief, ""But I'm almost sixty."" After a few months he started planning our next and even doing his famous little dance whenever he discussed the idea. A man, thirty years older than I, lies in a coffin. Flowers, the American flag and his VFW comrades surround him, paying tribute to him as the man he really was. And I sit alone here, with our two children, in silence, praying that this cold morning at church is only a nightmare and I will awake to his loving arms again. What can we know from the passage about the writer?",,auxiliary_train-00000-of-00001,A,"The church seems cold this morning, even after all the people, friends and family, fill the benches. I sit here in silence, in shock and denial. This was not supposed to happen. What about our dreams, or our plans? We were going to raise our children, travel the world, and grow old together. I'm only 37, a typical housewife. I don't know if I can do all this alone--two children, no father. What do I do or say? The faces of so many people confuse me as they come to pay their last respects. Some have real sorrow; I can see it in their eyes. The others seem to just say, ""I told you so."" Those famous last words: I-told-you-so. How I can't stand them. And the pointing fingers as so-called family and so-called friends pick me out of the crowd for others to see. I want to scream and wake up but I can't do anything but sit there. How can they be so blind? I fell in love with a man. Love knows no boundaries . He was a good man, hardworking, caring and kind. He was retired from the Navy and a gentleman. He was sensitive to others' needs, the kind of man that knew what to do or say, how to humor any situation and calm everyone's fears. I remember our first child was a big surprise to both of us. I remember when I told him the news. He fell off his chair, saying over and over in disbelief, ""But I'm almost sixty."" After a few months he started planning our next and even doing his famous little dance whenever he discussed the idea. A man, thirty years older than I, lies in a coffin. Flowers, the American flag and his VFW comrades surround him, paying tribute to him as the man he really was. And I sit alone here, with our two children, in silence, praying that this cold morning at church is only a nightmare and I will awake to his loving arms again. What can we know from the passage about the writer?

Choices:
A. She married a man much older than she.
B. She is going to give birth to their second child.
C. She lost her husband, who was as old as she.
D. She lost her father, whom she loved deeply.

Reply with exactly one uppercase letter out of A, B, C, or D.
",496
"Paperback: 264 pages Publisher:. Sams (March 29,2005) ISBN: 0672327627 Product Dimensions: 8.4x5.5x0.6 inches OVERVIEW This book offers straightforward practical answers when you need fast results. By working through each 10-minute lesson, you'll learn what you need to begin to use the PHP scripting language to make your websites interactive and dynamic. REVIEW When I first laid eyes on this book and its title, Teach Yourself PHP in 10 minutes, my first thought was that I was going to see this!  So I opened it up and figured I'd look through it for ten minutes and see what would hit me. Well, 10 minutes turned into 20, 20 into 30 and 30 into a valuable resource that sits on my desk. Not only are the lessons within brief, but they are very easy to understand, well presented and very easy to understand for the beginner. Each lesson comes with tips to point out shortcuts, cautions to help you avoid common mistakes and notes to additional infomation. This book can be used in two ways, as a reference or as a complete tutorial on PHP basics. That alone is something that is very rare in teaching type books these days. Some of the more valuable and informative lessons will take you into the areas of: --Strings and variables --Processing HTML forms --Controlling and filtering data --User authentication --Cookies and sessions --Security practices --Configuring PHP and more!!! The book is pretty basic for experienced PHP coders, but for new or intermediate users this book is worth more than the small $19.99 CAN suggested price. Although the cover suggests it covers PHP 5.0, the coding found within also applies to PHP 4.X CONCLUSION This book completely surprised me with its value and does indeed teach you in ten minutes what other books claim to do in 24 hours. Full marks to author Chris Newman for this handy guide. What is the purpose of the passage?",,auxiliary_train-00000-of-00001,C,"Paperback: 264 pages Publisher:. Sams (March 29,2005) ISBN: 0672327627 Product Dimensions: 8.4x5.5x0.6 inches OVERVIEW This book offers straightforward practical answers when you need fast results. By working through each 10-minute lesson, you'll learn what you need to begin to use the PHP scripting language to make your websites interactive and dynamic. REVIEW When I first laid eyes on this book and its title, Teach Yourself PHP in 10 minutes, my first thought was that I was going to see this!  So I opened it up and figured I'd look through it for ten minutes and see what would hit me. Well, 10 minutes turned into 20, 20 into 30 and 30 into a valuable resource that sits on my desk. Not only are the lessons within brief, but they are very easy to understand, well presented and very easy to understand for the beginner. Each lesson comes with tips to point out shortcuts, cautions to help you avoid common mistakes and notes to additional infomation. This book can be used in two ways, as a reference or as a complete tutorial on PHP basics. That alone is something that is very rare in teaching type books these days. Some of the more valuable and informative lessons will take you into the areas of: --Strings and variables --Processing HTML forms --Controlling and filtering data --User authentication --Cookies and sessions --Security practices --Configuring PHP and more!!! The book is pretty basic for experienced PHP coders, but for new or intermediate users this book is worth more than the small $19.99 CAN suggested price. Although the cover suggests it covers PHP 5.0, the coding found within also applies to PHP 4.X CONCLUSION This book completely surprised me with its value and does indeed teach you in ten minutes what other books claim to do in 24 hours. Full marks to author Chris Newman for this handy guide. What is the purpose of the passage?

Choices:
A. To tell us something about a new book.
B. To tell us something about PHP.
C. To make an ad for the book to sell it.
D. To tell us how to use the book.

Reply with exactly one uppercase letter out of A, B, C, or D.
",477
"Let's Learn More about Each Other Are the lives of city kids the same as those in villages? In many ways, they are very different. But what are the differences? Hu Peng of Wuhan and four friends decided to find them out. Earlier this month, they lived for a week in Caidian, a village near Wuhan. Hu and his friends went door to door in Caidian and asked the kids there lots of questions. They wanted to learn more about village kids' everyday lives, so they asked these questions like --Do your parents teach you how to do housework? How much money do you usually spend on dinner? What would you do if a thief   came into your house? They also asked 150 city kids the same questions.What's the Difference? Last week the team gave a report to their class. There are lots of differences between children's lives in cities and those in villages. The biggest difference is independence. Hu's team said that 60 percent of city kids couldn't do much housework, but 90 percent of village kids could care for themselves. City kids told Hu they cared about school a lot, and they had no time for washing clothes or making their beds. Village kids said they helped their parents with housework a lot. They cooked, did some cleaning and fed animals. Hu's team also found that village kids had less pocket money  . Many never used computers. They played in rivers or on mountains. Some didn't really like to make new friends. Hu and his friends said their trip gave them more self-confidence   because they were doing something by themselves. But _ also made them a little worried because they saw they still had a lot to learn. ""When we grow up, our parents can't take care of us,"" said Hu. ""We have to learn to take care of ourselves."" Shen Guanquan, one of Hu's friends said, ""When children learn to care for themselves, they learn to do lots of things."" They found that most village kids   _  .",,auxiliary_train-00000-of-00001,C,"Let's Learn More about Each Other Are the lives of city kids the same as those in villages? In many ways, they are very different. But what are the differences? Hu Peng of Wuhan and four friends decided to find them out. Earlier this month, they lived for a week in Caidian, a village near Wuhan. Hu and his friends went door to door in Caidian and asked the kids there lots of questions. They wanted to learn more about village kids' everyday lives, so they asked these questions like --Do your parents teach you how to do housework? How much money do you usually spend on dinner? What would you do if a thief   came into your house? They also asked 150 city kids the same questions.What's the Difference? Last week the team gave a report to their class. There are lots of differences between children's lives in cities and those in villages. The biggest difference is independence. Hu's team said that 60 percent of city kids couldn't do much housework, but 90 percent of village kids could care for themselves. City kids told Hu they cared about school a lot, and they had no time for washing clothes or making their beds. Village kids said they helped their parents with housework a lot. They cooked, did some cleaning and fed animals. Hu's team also found that village kids had less pocket money  . Many never used computers. They played in rivers or on mountains. Some didn't really like to make new friends. Hu and his friends said their trip gave them more self-confidence   because they were doing something by themselves. But _ also made them a little worried because they saw they still had a lot to learn. ""When we grow up, our parents can't take care of us,"" said Hu. ""We have to learn to take care of ourselves."" Shen Guanquan, one of Hu's friends said, ""When children learn to care for themselves, they learn to do lots of things."" They found that most village kids   _  .

Choices:
A. had no time for their study
B. didn't care much about school
C. helped their parents with housework a lot
D. had much pocket money

Reply with exactly one uppercase letter out of A, B, C, or D.
",470
"New York Times--A gunman killed eight people at a mall in Omaha this afternoon and then killed himself, setting off panic among holiday shoppers, the police said.      ""The person who we believe to be the shooter has died from self-inflicted gunshot wounds,"" Sgt. Teresa Negron of the Omaha Police Department said at televised news. ""We have been able to clear the mall,"" she said. ""We don't believe we have any other shooters."" The police said that at least five other people had been injured in the shootings.      She did not give the shooter's identity. ""We are still conducting the investigation,"" Sergeant Negron said, adding that the city's mayor, who was out of town, was on his way back to Omaha. She said the police received a 911 call from someone inside the Westroads Mall on the west side of Omaha, and shots could be heard in the background. The first police officers arrived at the mall six minutes after the first call, she said, but by then the shootings were over.      It is reported that the gunman left a suicide note that was found at his home by  s. A law  enforcement official who spoke on condition of anonymity   said the note indicated that the gunman wanted to ""go out in style"".       The shootings broke the usually banal routine of holiday shopping. The gunman was said by some witnesses to have fired about 20 shots into a crowd. Some customers and workers ran screaming from the mall, while others dived into dressing rooms to hide from the shooter.      Shoppers and store workers were trapped inside the mall, which has roughly 135 stores. Others streamed out of mall exits with their hands raised. The president was in Omaha this morning to deliver a speech, but he had left the city by the time the shootings took place. Which of the following is TRUE according to the passage?",,auxiliary_train-00000-of-00001,B,"New York Times--A gunman killed eight people at a mall in Omaha this afternoon and then killed himself, setting off panic among holiday shoppers, the police said.      ""The person who we believe to be the shooter has died from self-inflicted gunshot wounds,"" Sgt. Teresa Negron of the Omaha Police Department said at televised news. ""We have been able to clear the mall,"" she said. ""We don't believe we have any other shooters."" The police said that at least five other people had been injured in the shootings.      She did not give the shooter's identity. ""We are still conducting the investigation,"" Sergeant Negron said, adding that the city's mayor, who was out of town, was on his way back to Omaha. She said the police received a 911 call from someone inside the Westroads Mall on the west side of Omaha, and shots could be heard in the background. The first police officers arrived at the mall six minutes after the first call, she said, but by then the shootings were over.      It is reported that the gunman left a suicide note that was found at his home by  s. A law  enforcement official who spoke on condition of anonymity   said the note indicated that the gunman wanted to ""go out in style"".       The shootings broke the usually banal routine of holiday shopping. The gunman was said by some witnesses to have fired about 20 shots into a crowd. Some customers and workers ran screaming from the mall, while others dived into dressing rooms to hide from the shooter.      Shoppers and store workers were trapped inside the mall, which has roughly 135 stores. Others streamed out of mall exits with their hands raised. The president was in Omaha this morning to deliver a speech, but he had left the city by the time the shootings took place. Which of the following is TRUE according to the passage?

Choices:
A. Nobody knows why the shooter did so and nothing was found at his home.
B. The city's mayor happened not to be in the city when the shooting took place.
C. The police arrived at the mall before the shootings were over and rescued customers.
D. The official who showed what the note meant had no request of his own identity.

Reply with exactly one uppercase letter out of A, B, C, or D.
",471
"We live in an amazing world, reading the following news and you will find it yourself. News 1: Bao Xishun is the tallest man in the world. He is 2.36 metres tall. He Pingping is the shortest man in the world. He is only 0.73 metres tall. They are Chinese. On July 13th, Bao Xishun married   a girl and He Pingping took part in their wedding ceremony  . News 2: In the USA, a seventh-grader, Aidan Murray Medley went fishing in the sea one morning. The 12-year-old boy caught a 250-kilogram shark! It took Aidan 28 minutes to catch the shark. It was so hard that his body lost all feeling. Aidan now has the Florida  record  . He beat   a 232-kilogram catch from 1981. News 3: A young sheep climbs a tree to feed on leaves in a park in the southern Swedish town of Lund. The sheep climbed to a height   of seven metres and spent an hour and a half in the tree before returning to the ground. Which can be the best title?",,auxiliary_train-00000-of-00001,B,"We live in an amazing world, reading the following news and you will find it yourself. News 1: Bao Xishun is the tallest man in the world. He is 2.36 metres tall. He Pingping is the shortest man in the world. He is only 0.73 metres tall. They are Chinese. On July 13th, Bao Xishun married   a girl and He Pingping took part in their wedding ceremony  . News 2: In the USA, a seventh-grader, Aidan Murray Medley went fishing in the sea one morning. The 12-year-old boy caught a 250-kilogram shark! It took Aidan 28 minutes to catch the shark. It was so hard that his body lost all feeling. Aidan now has the Florida  record  . He beat   a 232-kilogram catch from 1981. News 3: A young sheep climbs a tree to feed on leaves in a park in the southern Swedish town of Lund. The sheep climbed to a height   of seven metres and spent an hour and a half in the tree before returning to the ground. Which can be the best title?

Choices:
A. The Tallest Man's Wedding Ceremony
B. The Amazing World
C. A Boy Caught the Biggest Fish
D. A Sheep Climbed a Tree

Reply with exactly one uppercase letter out of A, B, C, or D.
",298
"In 1909 an English newspaper offered PS 1,000 to the first man to fly across the English Channel in an aeroplane. Today, modern jets cross it in minutes. But at that time it still seemed a good distance. The race to win the money soon became a race between two men. Both were very colourful. One was Louis Bleriot. He owned a factory in France that made motor car lamps. He was already well known as a pilot because he had had accidents several times. Some people laughed at him. One man said, ""He may not be the first to fly across the Channel but he will certainly be the first to die in an accident!"" But Bleriot was really a good and brave pilot. He also had many good ideas about aeroplane design. The other man was Hubert Latham. He was half French and half English. He took up flying when his doctors told him he had only a year to live. ""Oh, well,"" he said, ""if I' m going to die soon, I think I shall have a dangerous and interesting life now."" Latham was the first to try the flight  across the Channel. Ten kilometres from the French coast, his plane had some trouble. It fell down into the water and began to sink under the water. A boat reached Latham just in time. He was sitting calmly on the wing and was coolly lighting a cigarette. Bleriot took off six days later. He flew into some very bad weather and very low cloud. He somehow got to the English side and landed in a farmer's field. When he did so, a customs   officer rushed up to his plane. Planes have changed since then, but customs officers have not. ""Have you anything to declare ?"" The officer demanded. Why did Hubert Latham want to fly across the Channel?",,auxiliary_train-00000-of-00001,C,"In 1909 an English newspaper offered PS 1,000 to the first man to fly across the English Channel in an aeroplane. Today, modern jets cross it in minutes. But at that time it still seemed a good distance. The race to win the money soon became a race between two men. Both were very colourful. One was Louis Bleriot. He owned a factory in France that made motor car lamps. He was already well known as a pilot because he had had accidents several times. Some people laughed at him. One man said, ""He may not be the first to fly across the Channel but he will certainly be the first to die in an accident!"" But Bleriot was really a good and brave pilot. He also had many good ideas about aeroplane design. The other man was Hubert Latham. He was half French and half English. He took up flying when his doctors told him he had only a year to live. ""Oh, well,"" he said, ""if I' m going to die soon, I think I shall have a dangerous and interesting life now."" Latham was the first to try the flight  across the Channel. Ten kilometres from the French coast, his plane had some trouble. It fell down into the water and began to sink under the water. A boat reached Latham just in time. He was sitting calmly on the wing and was coolly lighting a cigarette. Bleriot took off six days later. He flew into some very bad weather and very low cloud. He somehow got to the English side and landed in a farmer's field. When he did so, a customs   officer rushed up to his plane. Planes have changed since then, but customs officers have not. ""Have you anything to declare ?"" The officer demanded. Why did Hubert Latham want to fly across the Channel?

Choices:
A. He thought he could manage it easily.
B. He wanted to be the first one to cross the Channel.
C. He knew he only had a year to live.
D. He had always been interested in flying.

Reply with exactly one uppercase letter out of A, B, C, or D.
",445
"Katherine Com male is an 11-year-old girl from Pennsylvania. At the age of five she began raising money to buy nets for children in Africa to help stop the spread of malaria . When she was five, Katherine learnt about malaria in Africa. She learnt that every 30 seconds a child died from this disease. She, also learnt that people wouldn't get that disease if they had enough bed nets. ""I was really sad to learn that a child died every half a minute because of malaria."" Says Katherine, ""I wanted to send nets right away, so that's what I did."" Five-year-old Katherine made presentations at churches and schools. She told students and others how important bed nets were for Africans. After people heard the presentations, many of them donated money. Katherine sent the money to NBN. NBN is an organization that sends bed nets to Africa. Besides,every holiday Katherine makes something called "" net gift certificate"" with the help of her friends and brothers. On each l0-dollar certificate there is a message. It explains that a bed net would be sent to Africa. When more certificate orders come, Katherine gets help from students in her school. Katherine has helped to raise $200,000 for NBN. ""It makes me proud to help African children. I won't stop working until everyone in Africa has a bed net."" says Katherine. From the passage we know Katherine did the following EXCEPT     _  .",,auxiliary_train-00000-of-00001,D,"Katherine Com male is an 11-year-old girl from Pennsylvania. At the age of five she began raising money to buy nets for children in Africa to help stop the spread of malaria . When she was five, Katherine learnt about malaria in Africa. She learnt that every 30 seconds a child died from this disease. She, also learnt that people wouldn't get that disease if they had enough bed nets. ""I was really sad to learn that a child died every half a minute because of malaria."" Says Katherine, ""I wanted to send nets right away, so that's what I did."" Five-year-old Katherine made presentations at churches and schools. She told students and others how important bed nets were for Africans. After people heard the presentations, many of them donated money. Katherine sent the money to NBN. NBN is an organization that sends bed nets to Africa. Besides,every holiday Katherine makes something called "" net gift certificate"" with the help of her friends and brothers. On each l0-dollar certificate there is a message. It explains that a bed net would be sent to Africa. When more certificate orders come, Katherine gets help from students in her school. Katherine has helped to raise $200,000 for NBN. ""It makes me proud to help African children. I won't stop working until everyone in Africa has a bed net."" says Katherine. From the passage we know Katherine did the following EXCEPT     _  .

Choices:
A. raisinga great deal of money for NBN
B. givingpresentations at churches and schools
C. explainingthe importance of nets for Africans
D. ordering people to learn to use the nets well

Reply with exactly one uppercase letter out of A, B, C, or D.
",356
