ind,activity_label,ctx,answer,final_prompt,len_tk_mistral_7b_base
49807.0,Health,"[header] How to calculate market share [title] Determine the period you want to examine for each company you are investigating. [step] In order to make sure you are making an apples-to-apples comparison, you must examine sales in a specific time period. You can examine the sales over the length of a quarter, a year, or over several years.",A,"Context:
""[header] How to calculate market share [title] Determine the period you want to examine for each company you are investigating. [step] In order to make sure you are making an apples-to-apples comparison, you must examine sales in a specific time period. You can examine the sales over the length of a quarter, a year, or over several years.""

Which of the following endings best completes the context?

Choices:
A. [title] Calculate the company's total revenue (also called total sales). [step] All publicly-traded companies must release quarterly or annual financial statements.
B. [substeps] Market studies report that you can calculate market share by dividing your total market share by the number of shares sold. That number represents the total number of shares you need for the company to successfully manage its profit margin.
C. You will then extrapolate your thoughts into the time period to make sure it is reasonable. [substeps] If you are examining sales in a specific period, write down this information.
D. [substeps] You can multiply these two numbers by two to determine a year's time period. For example, assume you are analyzing a roughly 120% increase in sales from the years before january 1 , 2014.

Reply with exactly one uppercase letter out of A, B, C, or D.
",312
12053.0,Family Life,"[header] How to feather your hair [title] Learn what feathering is. [step] A feathered hairstyle is a look that is created with layered hair, with smooth layers that flip out and back looking almost like the overlapping feathers on a bird. The hair is usually parted down the middle and then curled back away from the face.",C,"Context:
""[header] How to feather your hair [title] Learn what feathering is. [step] A feathered hairstyle is a look that is created with layered hair, with smooth layers that flip out and back looking almost like the overlapping feathers on a bird. The hair is usually parted down the middle and then curled back away from the face.""

Which of the following endings best completes the context?

Choices:
A. [substeps] Feathered hair includes two feathers if you have spiky or layered hair, two feathers if you are long, and two feathers if you are short. Try to use a feather that fades fairly easily after you use it.
B. However, it can also be teased or knotted around one side of the head or clipped at the front. [title] Wear feather skirts, headbands, hats, and gloves.
C. It requires a finely-textured layered hairstyle and can be created from short and smooth hair or long and curly. However, if you feather curly hair, the feathers will only be visible when you straighten your hair.
D. The feathered parts of the hair are pinned back with clip in at the temples, and are often worn with aviator sunglasses. In actuality, feathered hair is made up of softer hairs located on the top layer of hair about half an inch larger than the previous layer.

Reply with exactly one uppercase letter out of A, B, C, or D.
",353
26140.0,Food and Entertaining,[header] How to make nduja paste [title] Cut the pork and fat into slices or strips. [step] Place 2.2 pounds (1.00 kg) of pork meat such as pancetta or guanciale and 2.2 pounds (1.00 kg) of pork fat on your work surface. Cut the meat and fat into 2 in (5 cm) wide slices.,B,"Context:
""[header] How to make nduja paste [title] Cut the pork and fat into slices or strips. [step] Place 2.2 pounds (1.00 kg) of pork meat such as pancetta or guanciale and 2.2 pounds (1.00 kg) of pork fat on your work surface. Cut the meat and fat into 2 in (5 cm) wide slices.""

Which of the following endings best completes the context?

Choices:
A. [substeps] The slices should be quarter-inch (6.4 cm) thick. [title] Coat each slice or strips with oil.
B. [substeps] The size of the slices doesn't really matter as long as you can easily fit them into your grinder. [title] Grind the meat and fat 2 times.
C. [substeps] Make sure you trim back any stringy pieces. [title] Dice the pork into rotisserie strips for fillings and potato bits.
D. Next, use a meat tenderizer, such as a hammer or knife to round out the pork pieces. [title] Place the pork on the cutting board.

Reply with exactly one uppercase letter out of A, B, C, or D.
",296
11408.0,Throwing darts,"The man turns away from the camera, standing at a profile view and facing a dartboard attached to a wall, he starts aiming at the dartboard with the darts in his hand. the man",B,"Context:
""The man turns away from the camera, standing at a profile view and facing a dartboard attached to a wall, he starts aiming at the dartboard with the darts in his hand. the man""

Which of the following endings best completes the context?

Choices:
A. is suddenly pitched backwards as he flies across the dartboard and lands on a dartboard, screaming out in pain.
B. then throws three darts against the dartboard, two of which stick to the board, the man goes to retrieve a dart from the board and gestures with his fist and a smile.
C. accidentally shoots a dart at the dartboard.
D. turns to split his shot, after playing hard, instead he throws the darts over the dartboard with an arrow.

Reply with exactly one uppercase letter out of A, B, C, or D.
",205
4778.0,Pets and Animals,"[header] How to take care of a friend's dog [title] Make sure you have the time and space to care for a dog. [step] If a friend asks you to watch their dog, only agree to do so if you have the time and space in your life. If you live in a tiny apartment and already have two dogs, adding a third might be stressful and overwhelming.",B,"Context:
""[header] How to take care of a friend's dog [title] Make sure you have the time and space to care for a dog. [step] If a friend asks you to watch their dog, only agree to do so if you have the time and space in your life. If you live in a tiny apartment and already have two dogs, adding a third might be stressful and overwhelming.""

Which of the following endings best completes the context?

Choices:
A. Make sure you can commit to caring for both dogs at one time. You don't need more than a couple of hours if you can budget it.
B. If you work a 60 hour week and barely have any spare time, you might not be the best dog sitting candidate for your friend. [substeps] Consider the dog's activity level.
C. Both dogs need to be included in your lifestyle and find homes in the same community. [substeps] You won't be able to manage two dogs if you feel overwhelmed.
D. Only let someone else watch it until they've got it at home. [substeps] Make sure you have enough space to work with the dog each week and pay for monthly expenses.

Reply with exactly one uppercase letter out of A, B, C, or D.
",286
38885.0,Home and Garden,"[header] How to decorate a laundry room [title] Group cleaning supplies together. [step] Separate your must-have cleaning items into different types, like pre-wash or treatment items, stain-removing items, and post-wash items. Organize them in their own containers for quick access and to prevent damage if something leaks out.",B,"Context:
""[header] How to decorate a laundry room [title] Group cleaning supplies together. [step] Separate your must-have cleaning items into different types, like pre-wash or treatment items, stain-removing items, and post-wash items. Organize them in their own containers for quick access and to prevent damage if something leaks out.""

Which of the following endings best completes the context?

Choices:
A. [substeps] If you're in a rush, only make the mess you need later on. Plan ahead and allow yourself a portion to have to work with when you're rearranging your laundry for safe cleaning purposes.
B. [title] Transfer bulk items to manageable sizes. [step] Buying in bulk can ease the financial strain associated with your chores, so divide dry items into smaller, refillable containers.
C. [substeps] Keep larger items in a separate container for instance, dividers with lids or cardboard boxes with spaces between them for protection. Keep smaller items and piles of smaller items in separate containers for maximum durability.
D. Start by working one cleaning pile at a time and organizing the chemicals and rubbing alcohol into each layer. Once all the cleaning and treatment materials are together, take your cleaning (er) bucket and hot water (for regular use), or load your laundry.

Reply with exactly one uppercase letter out of A, B, C, or D.
",321
1143.0,Home and Garden,"[header] How to keep wooden window frame paintwork in good shape [title] Use quality paint whenever you repaint windows. [title] Expect to have to repaint your windows every second year. [step] In between, it may be necessary to retouch the paintwork.",C,"Context:
""[header] How to keep wooden window frame paintwork in good shape [title] Use quality paint whenever you repaint windows. [title] Expect to have to repaint your windows every second year. [step] In between, it may be necessary to retouch the paintwork.""

Which of the following endings best completes the context?

Choices:
A. [title] Especially ask for a specialty paint that is varnish resistant. [step] This paint will not damage the painted surfaces even more than it already is.
B. Paint your windows another color and repaint with and same colors, but be sure to apply white on dark ones, to keep it from fading. [title] Use a paint thinner gun for vertical vertical and horizontal boards.
C. [substeps] If you use exterior primer before you paint, the paint will last 10 years or more. I painted a building 10 years ago with exterior behr primer and exterior behr paint and it still has not peeled.
D. You may need to paint the top and bottom panels of your window frame to match up. [title] Clean your frames after repainting.

Reply with exactly one uppercase letter out of A, B, C, or D.
",279
23738.0,Computers and Electronics,"[header] How to contact lyft [title] Submit a ride complaint through the lyft app. [step] Open your lyft app and tap your profile photo in the top left corner of the screen. Select the "" ride history "" option, then locate the ride in question and tap on it.",B,"Context:
""[header] How to contact lyft [title] Submit a ride complaint through the lyft app. [step] Open your lyft app and tap your profile photo in the top left corner of the screen. Select the "" ride history "" option, then locate the ride in question and tap on it.""

Which of the following endings best completes the context?

Choices:
A. When you have successfully submitted your ride for the day at which you want to contact lyft, tap "" finish "". From the contact list, tap the "" add "" button next to your option.
B. Scroll down to the bottom of the ride information page, tap the button marked either "" get help "" or "" request review, "" and follow the on-screen instructions to submit your complaint. [substeps] This is the easiest way to deal with things like false charges, discount or promotional issues, and poor driver behavior.
C. Tap "" submit "" on the pop-up and details window to proceed. [substeps] If you are still having problems with finding your ride to lyft app, you can call lyft from a cell phone, message message, or email.
D. [substeps] The ride list will display the ride information about the vehicle in question. Tap the "" submit "" button to pursue the purchase.

Reply with exactly one uppercase letter out of A, B, C, or D.
",308
3156.0,Cars & Other Vehicles,"[header] How to dispute a speeding ticket in california [title] Remember what you told the police officer. [step] Before you can craft a defense, you need to remember what you told the officer when you were pulled over. If you in any way admitted that you were speeding, then it will be very difficult for you to dispute the speeding ticket.",A,"Context:
""[header] How to dispute a speeding ticket in california [title] Remember what you told the police officer. [step] Before you can craft a defense, you need to remember what you told the officer when you were pulled over. If you in any way admitted that you were speeding, then it will be very difficult for you to dispute the speeding ticket.""

Which of the following endings best completes the context?

Choices:
A. [substeps] You can admit that you were speeding in various ways. For example, the officer may have asked if you were speeding.
B. Therefore, defend yourself by writing down all the details you remember about the incident, such as your phone number and contact information. [substeps] For example, you might write: "" i pulled you over for speeding when you were under the influence of alcohol and drugs.
C. [substeps] Some situations are, at this stage, more complex. Start by arguing that you saw the officer try to crank in the lights.
D. [substeps] If you can't remember anything from what was said in conversation between you and the officer, then you could still argue that you intentionally stopped the car when it was blue. [title] Allege that you were pulled for vandalizing a house.

Reply with exactly one uppercase letter out of A, B, C, or D.
",306
15465.0,Relationships,[header] How to talk to the resistant parent of a gay child [title] Talk with them. [step] Talking with the parents of a gay child has to be done very delicately to determine if they want to discuss the situation. Determine if the parents are even willing to have dialog.,D,"Context:
""[header] How to talk to the resistant parent of a gay child [title] Talk with them. [step] Talking with the parents of a gay child has to be done very delicately to determine if they want to discuss the situation. Determine if the parents are even willing to have dialog.""

Which of the following endings best completes the context?

Choices:
A. This is the most critical step to resolving this matter and if they are willing to talk about the matter politely (without being tactless). [substeps] Calmly approach the parents or step outside.
B. If they discuss it privately, they'll likely move into the conversation cautiously. [substeps] Stay calm and casual when you're talking to the parents.
C. If the parents don't want to talk to you or they may be afraid of confronting you, then communication may be the best option for them. [substeps] Don't force your way in.
D. If they are not willing, then there is simply nothing that anyone can do. [title] If the parents are willing, then do your best to reassure without being condescending.

Reply with exactly one uppercase letter out of A, B, C, or D.
",281
35733.0,Finance and Business,[header] How to back out of an online purchase [title] Cancel online immediately. [step] Quickly navigate to the website. Then find the manage orders or customer service tab.,B,"Context:
""[header] How to back out of an online purchase [title] Cancel online immediately. [step] Quickly navigate to the website. Then find the manage orders or customer service tab.""

Which of the following endings best completes the context?

Choices:
A. Use the text field to quickly fill in all required information. Click the toggle continue button; this will confirm the cancellation.
B. In this section, you'll be able to navigate to a list of your online purchases. Look for the specific purchase and cancel it.
C. [title] Click on the "" submit "" button. [step] This will prompt a confirmation pop-up telling you you have successfully backed-out of the online purchase.
D. Click on the link that says "" cancel subscription "" or "" right click and select the debit or credit card payment method. "" [substeps] Fill out the form next to "" cancel subscription.

Reply with exactly one uppercase letter out of A, B, C, or D.
",224
20063.0,Relationships,"[header] How to plan a date [title] Select a date activity. [step] In general, the person who asks for a date also chooses the activities--however, it is perfectly appropriate (and advisable) to ask the other person's input. If you do not know your date very well, (especially on a first date) you might want to choose an activity with broad appeal that most people enjoy.",A,"Context:
""[header] How to plan a date [title] Select a date activity. [step] In general, the person who asks for a date also chooses the activities--however, it is perfectly appropriate (and advisable) to ask the other person's input. If you do not know your date very well, (especially on a first date) you might want to choose an activity with broad appeal that most people enjoy.""

Which of the following endings best completes the context?

Choices:
A. That way chances are high that the two of you will have a great time. Try one of these typical date night venues : [substeps] Be tourists in your own city.
B. Choose one you find comfortable with based on your personal interests. [substeps] Meeting up with a friend who drives a slightly different car than you doesn't seem appropriate on a first date.
C. Here are some good ideas for date activities : [substeps] Go to a pastry shop. Get your parents' permission to try out little pastries or cakes.
D. For example, if you're going out to dinner, planning a dinner party might be appropriate. If you're out thinking about a movie, going out for pizza might not be.

Reply with exactly one uppercase letter out of A, B, C, or D.
",295
24625.0,Home and Garden,[header] How to remove acrylic paint from hair [title] Wet your hair with warm water or take a warm shower. [step] Massage the painted parts of your hair with your fingertips to soften any hardened sections. You could also take a bath to allow your hair to soak in the warm water for several minutes.,A,"Context:
""[header] How to remove acrylic paint from hair [title] Wet your hair with warm water or take a warm shower. [step] Massage the painted parts of your hair with your fingertips to soften any hardened sections. You could also take a bath to allow your hair to soak in the warm water for several minutes.""

Which of the following endings best completes the context?

Choices:
A. [title] Apply a liberal amount of shampoo to your hair and massage gently. [step] No special shampoo is required-you can just use your normal product.
B. [substeps] Be sure to check the areas where the paint is discolored. The dye does not penetrate latex, which means it won't react with latex once removed.
C. [substeps] If your hair feels quite slick or overly oil-free, cool the wet parts of your hair with an olive oil bath. This will soften the paint, but the hair still needs to feel wet.
D. [substeps] The hotter you water temperature, the easier it will be to peel off the paint. If you must use water in your hair, use lukewarm water.

Reply with exactly one uppercase letter out of A, B, C, or D.
",295
25495.0,Home and Garden,[header] How to make vermicast [title] Set up a feeding system. [substeps] Wind row system. Place food on the right hand side of the row and keep it moist.,C,"Context:
""[header] How to make vermicast [title] Set up a feeding system. [substeps] Wind row system. Place food on the right hand side of the row and keep it moist.""

Which of the following endings best completes the context?

Choices:
A. Water may flow out of the feeder or bowl. Feed the fish 3-5 times daily.
B. Place the other side on dry and are warm. Cold row system, place food in the middle row.
C. Scrape vermicast off the opposite side because the worms will gravitate towards the direction that you feed them on. Therefore you are able to remove the vermicast from the left and it won't contain any of the worms.
D. Germination trays are used in place of a feeding container. Allow for drain: ® to have watering.

Reply with exactly one uppercase letter out of A, B, C, or D.
",217
42483.0,Finance and Business,"[header] How to get cheap car insurance for young drivers [title] Be a safe driver [step] . Driving safely is the first step to keeping insurance rates low. This means driving defensively, maintaining speeds within stated limits, never driving under the influence, and obeying all traffic laws.",A,"Context:
""[header] How to get cheap car insurance for young drivers [title] Be a safe driver [step] . Driving safely is the first step to keeping insurance rates low. This means driving defensively, maintaining speeds within stated limits, never driving under the influence, and obeying all traffic laws.""

Which of the following endings best completes the context?

Choices:
A. Below are a few other considerations to improve driving habits : [substeps] Stay focused. Don't text and drive, don't be on the phone with friends.
B. Without enough drivers, you risk becoming an accident hazard and losing the insurance benefits. [title] Make sure that your vehicle is up to date.
C. Even a relatively minor license violation can have serious negative effects on the economy of the vehicle you are driving, so make sure the rules apply before trying to drive the vehicle yourself. [substeps] Be careful when driving the vehicle! Always be careful and always read licensing documents first before exceeding the limits.
D. Always put the car in park before attempting to accelerate and not drive while you are parked. Try to be as logical about your intentions as possible while also being aware of when you are driving.

Reply with exactly one uppercase letter out of A, B, C, or D.
",286
23123.0,Relationships,[header] How to get your ex to like you [title] Take some time away from one another. [step] The best friendship you can have with your ex will likely come when both of you have had the chance to move on. You both need time to heal from the hurt your breakup has caused.,C,"Context:
""[header] How to get your ex to like you [title] Take some time away from one another. [step] The best friendship you can have with your ex will likely come when both of you have had the chance to move on. You both need time to heal from the hurt your breakup has caused.""

Which of the following endings best completes the context?

Choices:
A. Just like you need time to grieve, you need to have time to heal too. Some good ways to take time away from each other can include : [substeps] Going on a date or two to hang out somewhere new at a new place.
B. [substeps] It is important to nurture the friendship without beating around the bush. This can be done by giving your ex time to think over what has happened, and then breaking the ice with a casual conversation.
C. To get your ex to like you, you need to like yourself first. [substeps] If you have the same friends, or work close together, some interaction will be unavoidable.
D. [substeps] Devote time away from one another to something, especially if you have a lingering sweet spot that you both have in common. Whether that means having a mini reunion or an evening out with friends from work, just spend some time away from him, away from where your ex might be and what he's up to.

Reply with exactly one uppercase letter out of A, B, C, or D.
",328
22670.0,Computers and Electronics,[header] How to cope with perfectionist parents [title] Learn to spot perfectionist expectations. [step] Let your parents know how their unrealistic expectations make you feel. They may not know how their behavior is affecting you.,A,"Context:
""[header] How to cope with perfectionist parents [title] Learn to spot perfectionist expectations. [step] Let your parents know how their unrealistic expectations make you feel. They may not know how their behavior is affecting you.""

Which of the following endings best completes the context?

Choices:
A. [substeps] Be as tactful as you can, especially if you think your parents aren't intentionally making you feel bad. For instance, say something like, "" dad, it really means a lot to me that you always come to watch me play soccer, but when you compare me to my teammates, i have a hard time enjoying the game.
B. If they are harsh about the way they approach you, they may not even realize how your perfectionist personality affects you in some way. Finding a new environment and coping mechanism can help you minimize and overcome the reality of perfectionism.
C. [substeps] If your parents reinforce perfectionist expectations you will feel like you are a failure and have no control over your life or clothing choices. Your parents may yell at you and ask why you haven't done your chores.
D. If they are forcing you to change work or school expectations, you may develop perfectionist personality disorder. [substeps] Defer to their judgement by not setting unrealistic expectations.

Reply with exactly one uppercase letter out of A, B, C, or D.
",315
42501.0,Computers and Electronics,[header] How to auto update google chrome [title] Launch google chrome. [step] Look for google chrome on your computer and open it. The web browser will load.,A,"Context:
""[header] How to auto update google chrome [title] Launch google chrome. [step] Look for google chrome on your computer and open it. The web browser will load.""

Which of the following endings best completes the context?

Choices:
A. [title] Click on the button with three horizontal bars on the upper right corner of the browser. [step] This will bring down the main menu.
B. [title] Log in with your google account if prompted. [step] Enter your google username and password into the required fields, and click on "" log in "" to continue.
C. [title] Navigate to the chrome history menu (ie : [step] Chrome main menu). Click on "" reminders "" and on the sidebar, under "" updates "".
D. Tap the address bar at the upper-right corner of the screen to expand the navigation menu. Tap the magnifying glass at the upper left corner of the screen to reveal the navigation menu.

Reply with exactly one uppercase letter out of A, B, C, or D.
",243
29279.0,Health,"[header] How to communicate with autistic people [title] Find out what you have in common. [step] Sharing interests can be a powerful communication tool. [substeps] See if you have interests in common, especially special interests.",B,"Context:
""[header] How to communicate with autistic people [title] Find out what you have in common. [step] Sharing interests can be a powerful communication tool. [substeps] See if you have interests in common, especially special interests.""

Which of the following endings best completes the context?

Choices:
A. Listen to your friends often and ask questions about yours. If you're unsure if your interests are similar to your friend's, say, "" some of our special interests are science, chemistry, and music.
B. Many autistic people are used to others being unenthusiastic about their passions, so if you share the same passion and talk about it with them, it can feel truly magical. [title] Talk where there are minimal distractions or sources of stress around the individual.
C. If your inclination is to read fiction or science fiction, find out why. Likewise, if you are a writer, check this out.
D. Maybe you spend plenty of time with each other and you both went to the same school. Share your interests if you just exchange earrings.

Reply with exactly one uppercase letter out of A, B, C, or D.
",267
44221.0,Relationships,"[header] How to play fight with your girlfriend [title] Initiate the fight. [step] Start by playfully pushing or bumping into your partner on purpose. Whether she's concentrating profusely on a task, or just simply standing idle, approach her and nudge her gently.",B,"Context:
""[header] How to play fight with your girlfriend [title] Initiate the fight. [step] Start by playfully pushing or bumping into your partner on purpose. Whether she's concentrating profusely on a task, or just simply standing idle, approach her and nudge her gently.""

Which of the following endings best completes the context?

Choices:
A. Lightly tap her shoulder or shoulder to gently gesture that you're interested. As soon as she notices, she has trouble fighting off the teasing.
B. Carry on with this action until she responds with either pushing you away and telling her to leave her be, or she joins in on the fun. Either way, do this in a style that shows you're only clowning around and want her to participate-she'll hopefully get the gist and engage.
C. Touch her shoulder and tell her that you desire to capture her attention. You could say, "" i know you've been thinking we've been talking about this, but let's get your mind on the night "".
D. Initiate the fight by turning on your lights. Walk up to her and strike her on the arm you want her to exit the room.

Reply with exactly one uppercase letter out of A, B, C, or D.
",292
13529.0,Pets and Animals,"[header] How to keep dogs out of gardens [title] Put up a fence. [step] Perhaps the most obvious way to keep dogs out of your garden is to put up a fence. You can pay to have a fence installed professionally (which can be expensive), or consider.",D,"Context:
""[header] How to keep dogs out of gardens [title] Put up a fence. [step] Perhaps the most obvious way to keep dogs out of your garden is to put up a fence. You can pay to have a fence installed professionally (which can be expensive), or consider.""

Which of the following endings best completes the context?

Choices:
A. But obviously, it is recommended to make sure that your dog is not poking their face through the wall to sniff it. [substeps] If you do not have a fence, you could use a tall line as a barrier between your yard and the backyard.
B. The more expensive an fence, the less expensive the recourse will be. [substeps] If you want to put up a fence, estimate the amount of pedestrian access and space you need to accommodate dogs, and add or remove it in time.
C. It can provide some protection from hazards and keep dogs away from the garden. After all, you don't want your gardener to fall off his horse and stab you! [title] Hold your dog in a similar position.
D. You may choose a fence made from wood, wire, or mesh, which can all be found at your local home repair store. [substeps] For small dogs, a 16 "" fence should be adequate.

Reply with exactly one uppercase letter out of A, B, C, or D.
",313
32771.0,Food and Entertaining,"[header] How to make a child's birthday list a little more fun [title] Sit down with your child and ask him/her what they want for their birthday. [step] If your child can write and spell properly, skip to step 2. As your child tells you what they want, write each item down on a separate post-it.",D,"Context:
""[header] How to make a child's birthday list a little more fun [title] Sit down with your child and ask him/her what they want for their birthday. [step] If your child can write and spell properly, skip to step 2. As your child tells you what they want, write each item down on a separate post-it.""

Which of the following endings best completes the context?

Choices:
A. [title] Pick things that are easy to read. [step] Giving your child five minutes to read each item will make them feel like they have been evaluated.
B. You can get these items at stores like walmart or kmart or target for free. [substeps] After the reading part is over, make sure to ask your child which parts of the child's birthday list are the most fun.
C. That way, you can add/subtract as many items as needed from the list. Don't forget to include a picture! [title] Let your child make the list.
D. [title] If your child can write and spell properly, ask them to write down each thing they want on a separate post-it. [title] Put all the post-its (folded in half) in the container.

Reply with exactly one uppercase letter out of A, B, C, or D.
",300
47605.0,Home and Garden,"[header] How to skip trowel texture [title] Protect yourself. [step] This will be a messy project, so prepare to get dirty. Wear old "" work clothes "" that you won't mind messing up and avoid wearing any fine jewelry.",C,"Context:
""[header] How to skip trowel texture [title] Protect yourself. [step] This will be a messy project, so prepare to get dirty. Wear old "" work clothes "" that you won't mind messing up and avoid wearing any fine jewelry.""

Which of the following endings best completes the context?

Choices:
A. When you have bare hands, rinse them with soap and water and dry them with a towel. [title] After your ten steps, do the reverse.
B. [title] Do so with a stiff wrist and a firm handle. [step] This will prevent splinters when you're working.
C. [substeps] It can also be a good idea to wear safety goggles, especially as you prepare the wall and joint compound. Dust and other small particles can easily break away and may cause irritation if they get into your eyes.
D. [title] Use gloves, lots of elbow grease and quick clean-up products. [title] Place the trowel in a hot oven or an open oven.

Reply with exactly one uppercase letter out of A, B, C, or D.
",261
8550.0,Work World,"[header] How to get to work on time [title] Plan your working day in advance. [step] Prepare and organise everything you'll need for it the night before. This includes clothes, documents, food and meeting preparation.",A,"Context:
""[header] How to get to work on time [title] Plan your working day in advance. [step] Prepare and organise everything you'll need for it the night before. This includes clothes, documents, food and meeting preparation.""

Which of the following endings best completes the context?

Choices:
A. This will prevent you rushing to get everything ready in the morning. [title] Set your alarm the night before and use it as a wake up call.
B. Why not avoid the hassle of preparing instead to be at the post right after your shift? [substeps] This is probably the less time intensive method of getting up and running around. If you have to drive to work using the subway, take the time to map out route routes so you can get there at a later time.
C. If you're going to work, know in advance where you'll be and a place to eat, if you're planning on running errands or picking dinner up from your job. [substeps] Make sure you get in a good driving mood on your commute.
D. You should also have a spare bag packed in your car so you can be prepared at work in case you run late. There are many websites geared towards this purpose.

Reply with exactly one uppercase letter out of A, B, C, or D.
",299
3946.0,Cars & Other Vehicles,[header] How to install led accent lights on a motorcycle [title] Purchase an led accent light kit. [step] These kits can be found online or at a local motorcycle or atv dealership. [title] Place the lights where you want them on the bike.,B,"Context:
""[header] How to install led accent lights on a motorcycle [title] Purchase an led accent light kit. [step] These kits can be found online or at a local motorcycle or atv dealership. [title] Place the lights where you want them on the bike.""

Which of the following endings best completes the context?

Choices:
A. [step] Each bike has a color wheel; some may have different widths and shapes for different bikes. Be sure to include a tube of led light coil for the wires that should be visible as the lights are connecting.
B. [step] Most of the lights come in the form of strips or pods with adhesive on the back of them. Place the lights on the bike any way you want but try to keep it symmetrical on either side of the bike to make the lights have an even effect when illuminated.
C. [step] You can place one led accent light on each side to mimic the effects of street lights. [title] Clear smoke out of the lamp to conceal the shape of the led accent light.
D. [step] Consider placing them in a radial configuration on 1 side of the bike or a rotary orientation on the other side. Make sure to select a display over the rear wheels because you do not want to be visible in both directions without headlights.

Reply with exactly one uppercase letter out of A, B, C, or D.
",323
21391.0,Finance and Business,[header] How to increase followers on social media for beautician businesses [title] Add social media links to your website and encourage clients to follow you. [step] Your social media posts should be the best information and insights you have to offer about beauty. [title] Plan a consistent stream of posts about beauty and spa products and trends.,B,"Context:
""[header] How to increase followers on social media for beautician businesses [title] Add social media links to your website and encourage clients to follow you. [step] Your social media posts should be the best information and insights you have to offer about beauty. [title] Plan a consistent stream of posts about beauty and spa products and trends.""

Which of the following endings best completes the context?

Choices:
A. [substeps] Mastering your skills as a beautician goes hand in hand with providing a constant level of engagement on your website and blog. [title] Hold rallies where customers can share articles about beauty and spa products.
B. [step] It's important to keep the posts flowing every day so that patrons do not forget about your business. You want the posts to be interesting and relevant to your clients and their friends/family.
C. [step] Send users to all of your posts with questions ("" are you fascinated by these products? "") and keep two trackers on your page (one reminder of each product). This way, users won't get bored and their views is more superficial.
D. [step] These are qualities of a good entrepreneur and a great web user. [title] Post positive reviews on your social media pages.

Reply with exactly one uppercase letter out of A, B, C, or D.
",302
25544.0,Finance and Business,[header] How to get proof of earnings for a self employed person [title] Know what lenders and creditors are looking for. [step] Creditors will want to make sure you are credit worthy. [substeps] Creditors will want to lend money to a person who has a good credit history.,D,"Context:
""[header] How to get proof of earnings for a self employed person [title] Know what lenders and creditors are looking for. [step] Creditors will want to make sure you are credit worthy. [substeps] Creditors will want to lend money to a person who has a good credit history.""

Which of the following endings best completes the context?

Choices:
A. A credit score that is less than positive will help show a creditor that you are good enough to qualify for a loan. Even if you don't have a history of paying off the debt, there is still a risk of the creditor getting a lawsuit.
B. Creditors will want to make sure you have a stable, honest credit history. Creditors will also want to ensure you have a secure, legitimate bank account where you can make monthly payments on time, in order to secure the loan.
C. Creditors will want to make sure you have a stable savings account and want to make sure your credit score isn't diminished by borrowing. The creditor will be looking for debt taken from someone with a good credit history.
D. They will want to know what your monthly or yearly income is, as they will want to make sure you can handle your monthly payments. They will look into whether or not you have something as collateral, such as a house or car that can be used against the debt if you cannot manage payments.

Reply with exactly one uppercase letter out of A, B, C, or D.
",336
15058.0,Food and Entertaining,[header] How to make a cookie shot glass [title] Make cookie dough. [step] Follow the recipe or directions on the box to create cookie dough. Be sure you use a cookie dough that can be rolled and cut with a cookie cutter.,B,"Context:
""[header] How to make a cookie shot glass [title] Make cookie dough. [step] Follow the recipe or directions on the box to create cookie dough. Be sure you use a cookie dough that can be rolled and cut with a cookie cutter.""

Which of the following endings best completes the context?

Choices:
A. To make the right sized and quarter-sized cookie dough, you can : [substeps] Measure about 7 to 8 teaspoons (13 to 14 grams) of flour. The recipe or instructions will help you get the amounts correct.
B. Drop cookies don't work as well with this method. [substeps] Refrigerate for at least 30 minutes to firm dough.
C. [substeps] The cookie dough should be small enough to easily fit in the glass. To cut the dough, use a cookie cutter to cut it in to half.
D. [substeps] Roll the cookie dough in icing or parchment paper. Keep placing it horizontally so that each section is covered.

Reply with exactly one uppercase letter out of A, B, C, or D.
",262
14448.0,Uncategorized,[header] How to break up a dog fight [title] Stay calm. [step] Most dogfights only last for seconds. Your greatest advantage in this situation is a clear head.,D,"Context:
""[header] How to break up a dog fight [title] Stay calm. [step] Most dogfights only last for seconds. Your greatest advantage in this situation is a clear head.""

Which of the following endings best completes the context?

Choices:
A. If you act quickly and strongly, your dog won't be able to stop fighting any longer. Your dog's attention will be on his owner, not you.
B. Your dog is in a different state of mind than that of the other dog, and its anger will take over when you and the dog begin to fight. [substeps] Ignore the other dog, and immediately leave the area.
C. Talk to the dog, respond calmly, and don't yell out at it, or otherwise inflate your anger at it. ( dogs understand that yelling will only make it worse, and will thus make the fight more aggressive).
D. The best thing you can do is to startle the dogs enough to distract them. [substeps] Resist the urge to grab your dog by the collar.

Reply with exactly one uppercase letter out of A, B, C, or D.
",260
