ind,activity_label,ctx,answer,final_prompt,len_tk_mistral_7b_base
36869.0,Walking the dog,A black poodle is walking down a concrete sidewalk on a red leash. as the dog,B,"Context:
""A black poodle is walking down a concrete sidewalk on a red leash. as the dog""

Which of the following endings best completes the context?

Choices:
A. walks past a parked car and looks around, two men are seen that resemble fencers.
B. continues walking down the sidewalk, he stops at every set of bricks and begin to smell around them.
C. comes closer, the heel of the leash is pressed against the walkway.
D. walks, the dog zooms in and out to check on the walking dog.

Reply with exactly one uppercase letter out of A, B, C, or D.
",153
32571.0,Doing motocross,They are dressed in biking gear with protective helmets and clothing. They are going on hilly slopes and uneven terrain on their motorbikes. they,C,"Context:
""They are dressed in biking gear with protective helmets and clothing. They are going on hilly slopes and uneven terrain on their motorbikes. they""

Which of the following endings best completes the context?

Choices:
A. use an intertube and continue riding through hilly, wooded areas.
B. are going down the hill through tall hilly hills.
C. go through extremely steep and dangerous dirt roads at high speed.
D. continue wheeling and adjusting with the use of their paddles and the pedals, making progress with speed.

Reply with exactly one uppercase letter out of A, B, C, or D.
",156
39167.0,Walking the dog,A dog is seen walking along the street on a leash as well as a persons hand holding the leash. the dog,A,"Context:
""A dog is seen walking along the street on a leash as well as a persons hand holding the leash. the dog""

Which of the following endings best completes the context?

Choices:
A. continues to wander along the street while stopping to smell various objects around the area.
B. lays back down as the woman begins clipping the dogs toenails.
C. leads the man adjusting the leash and moving the camera in various spots as well.
D. is seen walking through the neighborhood while waving to the passerby.

Reply with exactly one uppercase letter out of A, B, C, or D.
",150
32499.0,Sailing,A camera follows around a small boat that is moving along the water as well as landscapes. the camera,A,"Context:
""A camera follows around a small boat that is moving along the water as well as landscapes. the camera""

Which of the following endings best completes the context?

Choices:
A. zooms in on the boat and shows people riding inside.
B. also capture several birds flying on the water as well as tourists.
C. captures in sharp detail a large group of sand bikers running around the trail behind the boat as well as people and scenery when exiting the shore into the water.
D. switches on one more time and the shop is seen once again.

Reply with exactly one uppercase letter out of A, B, C, or D.
",156
29154.0,Playing pool,A man is seen paying pool on a table and pausing to point to the balls and table. several people,C,"Context:
""A man is seen paying pool on a table and pausing to point to the balls and table. several people""

Which of the following endings best completes the context?

Choices:
A. are seen going around the room hitting the balls in the table while others keep cue and shoot at them.
B. watch as the guy plays in the pool and continues to shoot the ball back and fourth to the person holding a stick.
C. watch him on the side while he demonstrates how to shoot and ends by shooting several balls at once and cheering.
D. slide pool balls back and forth to the same spot.

Reply with exactly one uppercase letter out of A, B, C, or D.
",162
28066.0,Shuffleboard,The women are now the focus and they are playing at a shuffleboard taking turns hitting the disc. a close up shot of one of the women,D,"Context:
""The women are now the focus and they are playing at a shuffleboard taking turns hitting the disc. a close up shot of one of the women""

Which of the following endings best completes the context?

Choices:
A. immediately causes her to fall down.
B. bouncing with the ball is shown and she never misses it.
C. and she is throwing the disc in the air to signal she has scored.
D. begins as she's talking and the banner indicates she's a shuffleboard player by the name of frieda gallaway.

Reply with exactly one uppercase letter out of A, B, C, or D.
",155
45357.0,Making a lemonade,They are juicing a lemon on an electric juicer that is placed on the kitchen counter near the sink. The boy seems excited to help his grandmother juice the lemon. he,C,"Context:
""They are juicing a lemon on an electric juicer that is placed on the kitchen counter near the sink. The boy seems excited to help his grandmother juice the lemon. he""

Which of the following endings best completes the context?

Choices:
A. stands up and takes the lemon out of the glass.
B. grabs the container of water, soaking it in water and then cleaning the juicer.
C. puts his hand over her hand while she is juicing the lemon.
D. pours more juice into three glasses and adds sugar and chocolate chips to it.

Reply with exactly one uppercase letter out of A, B, C, or D.
",154
48314.0,Shoveling snow,A girl is shoveling snow of a driveway using a large shovel while talk to herself. then,A,"Context:
""A girl is shoveling snow of a driveway using a large shovel while talk to herself. then""

Which of the following endings best completes the context?

Choices:
A. , she tap the snow with the back of the shovel, then continues shoveling.
B. , she throws the snow mixture in the other, then turns to the camera and continue shoveling.
C. , the girl turns to the right and pass another dark building and continue shoveling.
D. , a man put large snow in the snow line of the driveway using a wooden pole.

Reply with exactly one uppercase letter out of A, B, C, or D.
",160
42841.0,Playing congas,"Once he is done talking, the man begins to play and hits the congas back and forth. In between his performance, he takes briefs breaks and talks before continuing playing. now",B,"Context:
""Once he is done talking, the man begins to play and hits the congas back and forth. In between his performance, he takes briefs breaks and talks before continuing playing. now""

Which of the following endings best completes the context?

Choices:
A. there is two teams on a field of dirt, the sled shown on the back and the audiences begin to cheer along.
B. , he has on head phones and starts to play the congas straight through with no interruptions.
C. they are kicking his congas all around the court.
D. it's time to leave the building and he adjusts his gear and flashes across the screen to timer down his play time.

Reply with exactly one uppercase letter out of A, B, C, or D.
",180
27334.0,Ice fishing,One man is on his knees peering deeply into the hole while the other man has a fishing line submerged in the hole. the two men,B,"Context:
""One man is on his knees peering deeply into the hole while the other man has a fishing line submerged in the hole. the two men""

Which of the following endings best completes the context?

Choices:
A. then drill the hole and reel it in while the fish is near.
B. put gloves on and go into the hole to try to retrieve, then they use a wire, and then finally, they are able to wrangle a wriggling, large and long fish out of the water from under the ice.
C. fill a clay pot with water and wash the mud off as the older man sprays the bowl with water.
D. then slowly swim under the hole until they reach the bottom.

Reply with exactly one uppercase letter out of A, B, C, or D.
",186
5417.0,Carving jack-o-lanterns,The boy's dad comes over to help him get the insides out of the pumpkin. They begin to use a marker to draw a face on the pumpkin. next,B,"Context:
""The boy's dad comes over to help him get the insides out of the pumpkin. They begin to use a marker to draw a face on the pumpkin. next""

Which of the following endings best completes the context?

Choices:
A. they show the yellowish liquid in the sink and add it to the pumpkin.
B. , they use a knife to cut the face into the pumpkin.
C. they fold up the ends and put them over the top lid.
D. we see the pumpkin made from paint so black the orange doesn't take very long to make the shape.

Reply with exactly one uppercase letter out of A, B, C, or D.
",162
34178.0,High jump,Two young girls are in a gym and they do a side ways hurtles over a bar in the middle of the gym. the video,C,"Context:
""Two young girls are in a gym and they do a side ways hurtles over a bar in the middle of the gym. the video""

Which of the following endings best completes the context?

Choices:
A. showed a group of girls climbing a balance beam and they did all the simple exercises and then they start doing more.
B. rolls back high and the three girls still go up and over the bar and there is still no sign of the girl who did the top spin.
C. is then replayed in slow motion and once again in a faster speed.
D. is black and white including some different titles.

Reply with exactly one uppercase letter out of A, B, C, or D.
",163
39408.0,Calf roping,A man is seen riding a horse onto a field while swinging a rope and a young calf running in front of him. the man,A,"Context:
""A man is seen riding a horse onto a field while swinging a rope and a young calf running in front of him. the man""

Which of the following endings best completes the context?

Choices:
A. then throws the rope onto the calf and ties to animal up then walking away.
B. rides the horse around while the calf catches up and runs away.
C. throws the rope towards the calf and the calf runs after it.
D. competes several tricks on the horse and ends by holding the calf down and marching him off the field.

Reply with exactly one uppercase letter out of A, B, C, or D.
",158
45277.0,BMX,Several dirt bikers are standing under a garage behind a stand preparing to race. Someone calls a mark and they all stand up on their pedals preparing to be released. the bar,D,"Context:
""Several dirt bikers are standing under a garage behind a stand preparing to race. Someone calls a mark and they all stand up on their pedals preparing to be released. the bar""

Which of the following endings best completes the context?

Choices:
A. falls and the bikers continue racing.
B. goes up, one biker catches and poles all the bikers onto the road, until a female biker was released.
C. breaks behind the bikers as they get ready to race.
D. is finally let down and the boys begin racing throughout the track that's covered in hills as people stand throughout it to watch them.

Reply with exactly one uppercase letter out of A, B, C, or D.
",175
15474.0,Shaving legs,A close up of a person's legs are shown with other people putting on shaving cream. The people then begin shaving the other person legs. they,B,"Context:
""A close up of a person's legs are shown with other people putting on shaving cream. The people then begin shaving the other person legs. they""

Which of the following endings best completes the context?

Choices:
A. reappear with a blue razor and begin shaving his legs while more shots of them's are shown and ends with the people putting toothpaste on.
B. continue to shave while others move in and out frame.
C. continue putting on the shaving cream and rinsing off the hair.
D. rinse off with their hands and stand up together to finish.

Reply with exactly one uppercase letter out of A, B, C, or D.
",166
28612.0,Welding,A man is seen walking into frame wearing a helmet and putting gloves on. The man then grabs a tool and begins torching an area. he,C,"Context:
""A man is seen walking into frame wearing a helmet and putting gloves on. The man then grabs a tool and begins torching an area. he""

Which of the following endings best completes the context?

Choices:
A. pauses for a moment then continues torching and moving down the area while the pictures play back.
B. holds a leaf blower up to blow away some leaves.
C. pauses for a moment and continues torching followed by grabbing the camera and showing off his work.
D. continues torching and shows other people helping on the end.

Reply with exactly one uppercase letter out of A, B, C, or D.
",154
16057.0,Removing ice from car,A woman wearing a hajib stands outside in snowy weather next to a car. She scrapes the car window off with a small blue scraper. a man,A,"Context:
""A woman wearing a hajib stands outside in snowy weather next to a car. She scrapes the car window off with a small blue scraper. a man""

Which of the following endings best completes the context?

Choices:
A. walks up, salutes the camera and finishes the other side of the window as the woman says goodbye to the viewers.
B. in winter gear sits inside the car with clothing laid out.
C. with his back turned shower towel cornering a white car, turns around, and leaves.
D. named jason in a red hajib sees the incident in slow motion.

Reply with exactly one uppercase letter out of A, B, C, or D.
",165
5574.0,Hitting a pinata,"She takes off the blind fold and puts it back on, leading into her attempting to hit the pinata. she",A,"Context:
""She takes off the blind fold and puts it back on, leading into her attempting to hit the pinata. she""

Which of the following endings best completes the context?

Choices:
A. hits it a few times then walks away in the end.
B. shoots it at the pinata but it doesn't part.
C. brings the ball away from the pinata, lets it go and the blindfolded girl tries her strike.
D. sits on the ground outside doing various things with her hands and getting ready to hit the pinata.

Reply with exactly one uppercase letter out of A, B, C, or D.
",150
35749.0,Brushing teeth,A small boy brushes his teeth at a bathroom sink. The boy stops brushing his teeth and starts manipulating the buttons on the electric toothbrush. the boy,A,"Context:
""A small boy brushes his teeth at a bathroom sink. The boy stops brushing his teeth and starts manipulating the buttons on the electric toothbrush. the boy""

Which of the following endings best completes the context?

Choices:
A. rinses the toothbrush and his mouth with running tap water.
B. returns to brushing the buttons and stops to glower at the camera.
C. then picks up the razor and blows toothpaste down his chin.
D. then stops brushing and turns the savetop back off.

Reply with exactly one uppercase letter out of A, B, C, or D.
",152
32.0,Getting a haircut,He then combs it and blow dries his hair after styling it with gel. He uses an electric clipper to groom the sideburns and the temples. he,B,"Context:
""He then combs it and blow dries his hair after styling it with gel. He uses an electric clipper to groom the sideburns and the temples. he""

Which of the following endings best completes the context?

Choices:
A. places six screws on the front of the hair then runs the electric clipper through his hair and snips it for results.
B. also trims the back and sides of his head with the clippers.
C. gently sprays product over the hair, shaving it so it seems like a long flowing bob.
D. then sections his hair off and applies the gel.

Reply with exactly one uppercase letter out of A, B, C, or D.
",166
49061.0,Longboarding,A 5th boy suddenly appears and takes the stick to take his turn in filming. It briefly shows a boy skateboarding down a different street all alone. the view,A,"Context:
""A 5th boy suddenly appears and takes the stick to take his turn in filming. It briefly shows a boy skateboarding down a different street all alone. the view""

Which of the following endings best completes the context?

Choices:
A. then returns to the boys skateboarding together again as they pass homes on each sides of the road and they continue to pass the stick to one another to take turns taking the video.
B. cuts to a third boy skateboarding up very long and then spins around back to skate.
C. returns to the beginning of the video.
D. fades to red as the boy takes a few more turns and loses control slowly.

Reply with exactly one uppercase letter out of A, B, C, or D.
",182
43457.0,Using the pommel horse,"A teen performs pommel horse spinning around, then jumps on the floor and goes to get power from a container. After, the teen gets again on the pommel horse and spins many times, while the jury observes. people",A,"Context:
""A teen performs pommel horse spinning around, then jumps on the floor and goes to get power from a container. After, the teen gets again on the pommel horse and spins many times, while the jury observes. people""

Which of the following endings best completes the context?

Choices:
A. walk behind the jury.
B. are also practicing on both the mps and pommel horse.
C. continue participating in the exercise until the end.
D. watch the teen perform his tricks before he dismounts and his bike has an electrical cord attached and it gives information about the tricks.

Reply with exactly one uppercase letter out of A, B, C, or D.
",161
41532.0,Rock climbing,A camera is seen zooming in on a building and leads into a man climbing up a large rock. the man,A,"Context:
""A camera is seen zooming in on a building and leads into a man climbing up a large rock. the man""

Which of the following endings best completes the context?

Choices:
A. continuously climbs up the rock while looking around and finally makes it to the top while the camera pans around.
B. donates and enjoys climbing all around the area and dogs helping to bring him more supplies.
C. holds himself up throughout the act dancing while grabbing and hopping and ends by jumping down and walking away.
D. is seen pushing himself up and looking down at the bottom.

Reply with exactly one uppercase letter out of A, B, C, or D.
",158
21959.0,Playing drums,"A boy in blue shirt hit the drum, but the big drum keeps moving, then it fell. A boy with earphones is drumming and the stick got stuck in the instrument. the band",B,"Context:
""A boy in blue shirt hit the drum, but the big drum keeps moving, then it fell. A boy with earphones is drumming and the stick got stuck in the instrument. the band""

Which of the following endings best completes the context?

Choices:
A. stopped drumming and the tall boy named cuanspwe was smiling and tapping his left foot as the drummer continue to drum.
B. is playing, while the man is singing, the drummer fell off the his chair.
C. stopped playing, one of the boys put the earphones on the drums.
D. pass the road, then cars are passing by the hill.

Reply with exactly one uppercase letter out of A, B, C, or D.
",171
1807.0,Hand car wash,"A person vacuum the inside of a car, while other men clean by hand the car with detergent and water. then",B,"Context:
""A person vacuum the inside of a car, while other men clean by hand the car with detergent and water. then""

Which of the following endings best completes the context?

Choices:
A. , a man tops small metal bin, cover it with rubber tape and throw it on the side, then the men polish and clean and polish the car outside in the grass around.
B. , a man dry the car with clothes.
C. , the men applies soap and ties the hair, after they dry with asian cloth.
D. , the man goes peolpe on the road.

Reply with exactly one uppercase letter out of A, B, C, or D.
",159
41272.0,Snatch,A man is seen speaking to the camera while standing behind a set of weights and pointing to his body. The man then bends down and grabs the bar while still speaking to the camera. the man,B,"Context:
""A man is seen speaking to the camera while standing behind a set of weights and pointing to his body. The man then bends down and grabs the bar while still speaking to the camera. the man""

Which of the following endings best completes the context?

Choices:
A. then lifts his body up in the air with the bar before dropping his body to the ground.
B. lifts the bar up then back down again while still speaking to the camera.
C. then wrestles the bar up and spins around while speaking to the camera.
D. then leans backwards over the bar using the weight bar to hoist himself up.

Reply with exactly one uppercase letter out of A, B, C, or D.
",169
31981.0,Welding,A man wearing protective clothing and a metal welding hat stands in front of a piece of metal missing a long strip on the face of it. the man,A,"Context:
""A man wearing protective clothing and a metal welding hat stands in front of a piece of metal missing a long strip on the face of it. the man""

Which of the following endings best completes the context?

Choices:
A. begins to weld creating large sparks of white light.
B. uses part of metal to push off the rest of tissue on the damaged part of the welding helmet, releasing drips of foam around the edges and sealing it in place.
C. uses a wrench along the metal pieces.
D. places tool tips to the edge of the metal.

Reply with exactly one uppercase letter out of A, B, C, or D.
",157
25094.0,Hopscotch,A father and daughter are playing hop scotch on their tiled porch. the girl,D,"Context:
""A father and daughter are playing hop scotch on their tiled porch. the girl""

Which of the following endings best completes the context?

Choices:
A. lets go of the machine and let it fall back in the foot as the father proceeds to curl the treats into balls, as the daughter watches him.
B. stops her jump scotch and hops to the ground.
C. gets the high jump next to the dad.
D. is wearing a blue sleeveless shirt and shorts and the father is wearing a gray shirt and shorts.

Reply with exactly one uppercase letter out of A, B, C, or D.
",151
44641.0,Pole vault,"The camera cuts to a man wiping his face with a towel, then a quick shot of the last vault attempt, then a quick shot of another man walking away from the camera. another man",A,"Context:
""The camera cuts to a man wiping his face with a towel, then a quick shot of the last vault attempt, then a quick shot of another man walking away from the camera. another man""

Which of the following endings best completes the context?

Choices:
A. in white and blue vaults and is successful.
B. enters the vault room and the man resets a sheet over the vault area, then removes nails, layers, and clamps.
C. approaches a pit near the goalie and begins throwing a ball across onto the field.
D. stands by the starting line and says a quick goodbye to the crowd.

Reply with exactly one uppercase letter out of A, B, C, or D.
",167
11533.0,Using uneven bars,A young girl stands on top of the trampoline in preparation to jump. She jumps on the bar and begins to do several flips between two bars. she,C,"Context:
""A young girl stands on top of the trampoline in preparation to jump. She jumps on the bar and begins to do several flips between two bars. she""

Which of the following endings best completes the context?

Choices:
A. jumps from the trampoline onto a mattress and begins moving around in a circular motion towards the end.
B. leaves the trampoline afterwards and decides to relax for a little bit.
C. then jumps to the padded area and throws up her hands, and a man gives her a hug.
D. jumps in the air and mounts the bar.

Reply with exactly one uppercase letter out of A, B, C, or D.
",163
25572.0,Long jump,A man at a track and field competition prepares to take off on a long jump. He takes off and makes the job which he did celebrates vigorously with the crowd. a man,D,"Context:
""A man at a track and field competition prepares to take off on a long jump. He takes off and makes the job which he did celebrates vigorously with the crowd. a man""

Which of the following endings best completes the context?

Choices:
A. in a blue t-shirt then puts on the same jump.
B. stands stands in front of a box and interviews and endorses his jump.
C. at a tower watch him perform from the top of the tower with about 2 other people.
D. comes behind him from the usa and makes a shorter jump in the competition.

Reply with exactly one uppercase letter out of A, B, C, or D.
",163
41224.0,Beer pong,"They all start throwing ping pong balls in attempt to get them to land in a red solo cup. Suddenly, one of them falls backwards into the table and the table falls. all the men",D,"Context:
""They all start throwing ping pong balls in attempt to get them to land in a red solo cup. Suddenly, one of them falls backwards into the table and the table falls. all the men""

Which of the following endings best completes the context?

Choices:
A. begin to practice throwing balls and play.
B. try to score out of the red solo cups like the loser by flunk out.
C. join in for a game of pool until the cups are empty.
D. start laughing, pull the table off of the man, and only one of the men go to help the person up.

Reply with exactly one uppercase letter out of A, B, C, or D.
",162
39375.0,Surfing,Several clips are shown of people surfing while the boy speaks as well as shows clips of him on the beach. the man,C,"Context:
""Several clips are shown of people surfing while the boy speaks as well as shows clips of him on the beach. the man""

Which of the following endings best completes the context?

Choices:
A. then holds a start line off and onto the kid and teaches him how to surf.
B. continues to speak and shows off the subject as well as the ocean being calm and the boys moving through the water and the man backing off once the man is done.
C. continues surfing as more shots are shown of him speaking.
D. continues talking and more clips are shown of the surfers jumping over falls and still to speak.

Reply with exactly one uppercase letter out of A, B, C, or D.
",170
41734.0,Making a sandwich,"A red bowl contains a spoon and tuna fish in chunks. Someone pours mayonnaise into the tuna, as well as seasoning. the substance",B,"Context:
""A red bowl contains a spoon and tuna fish in chunks. Someone pours mayonnaise into the tuna, as well as seasoning. the substance""

Which of the following endings best completes the context?

Choices:
A. is mixed together, being removed after dipping.
B. is mixed together, then spread onto the bread to make a sandwich.
C. is mixed together in a bowl until melted butter and be drenched in a recipe of milk, eggs and baking soda.
D. is sprinkled liberally over the fish, while the person places the fish in a plastic bowl.

Reply with exactly one uppercase letter out of A, B, C, or D.
",163
44660.0,Long jump,The florida gator long jumper begins his run with a gradual forward walk then a skip and a fast sprint to the sand pit jumping marker. The florida gator long jumper jumps and flies through the air and lands in the sand. the camera,A,"Context:
""The florida gator long jumper begins his run with a gradual forward walk then a skip and a fast sprint to the sand pit jumping marker. The florida gator long jumper jumps and flies through the air and lands in the sand. the camera""

Which of the following endings best completes the context?

Choices:
A. pans to the score board showing the long jumpers results.
B. man records the event in slow motion.
C. man shows the outcome of the marathon right before it ends.
D. pans out and then returns to the ocean.

Reply with exactly one uppercase letter out of A, B, C, or D.
",159
48971.0,Playing kickball,"Three children run on the street followed by the teen, then she stands on the street holding a ball. Then, the teen throws the ball to a child who throws back it and runs away. after",A,"Context:
""Three children run on the street followed by the teen, then she stands on the street holding a ball. Then, the teen throws the ball to a child who throws back it and runs away. after""

Which of the following endings best completes the context?

Choices:
A. , the teen throws again the ball to a girl who kicks back the ball and runs.
B. , the toddler keeps celebrating on the street.
C. , the teen play basketball with other children and make small things while other children watch them.
D. , the teen ball on the street and run and throw the ball to other children on the street.

Reply with exactly one uppercase letter out of A, B, C, or D.
",168
4567.0,Bullfighting,"People in stands watch as two bulls walk around in a bullfighting ring, other people walk around in the ring taking pictures. The bulls lock horns, and are aggressive toward one another. one bull",A,"Context:
""People in stands watch as two bulls walk around in a bullfighting ring, other people walk around in the ring taking pictures. The bulls lock horns, and are aggressive toward one another. one bull""

Which of the following endings best completes the context?

Choices:
A. walks away from the other one, and then quickly turns to reengage in the fight.
B. runs off and is trampled by another.
C. fall down and _start_peace sign is shown.
D. knocks the other man down to the ground.

Reply with exactly one uppercase letter out of A, B, C, or D.
",153
16845.0,Smoking hookah,"A young man is sitting down on a brown couch blowing out smoke from a hookah. After the smoke clears, he begins talking excessively and making several hand motions. when he",C,"Context:
""A young man is sitting down on a brown couch blowing out smoke from a hookah. After the smoke clears, he begins talking excessively and making several hand motions. when he""

Which of the following endings best completes the context?

Choices:
A. 's done, he tries to aim the smoke in the air, but can't get the cigarette back into his mouth.
B. finally finishes, he looks at the camera as he smokes the cigarette and talks.
C. removes his hand from his throat, he takes another puff of the hookah and blows it out again.
D. calms down, it takes him a long while to continue talking but he eventually solves his puzzle.

Reply with exactly one uppercase letter out of A, B, C, or D.
",186
45764.0,Disc dog,"Two men play frisbee with dogs in a competition, the men hold several frisbees that throw the for the dogs to catch. a man",A,"Context:
""Two men play frisbee with dogs in a competition, the men hold several frisbees that throw the for the dogs to catch. a man""

Which of the following endings best completes the context?

Choices:
A. bends and the dog jumps on the back, and then the men continue playing with the dogs.
B. ducks behind and then stands with one dog.
C. balance a black frisbee for the dogs, toss the frisbee this way then it is returned flash and the dog catches it.
D. throw a frisbee and catch two frisbees for two dogs.

Reply with exactly one uppercase letter out of A, B, C, or D.
",166
14384.0,Getting a haircut,"Then, he starts at the back cut and combing back there. After that he uses some clippers to clip some of the harder areas. finally",B,"Context:
""Then, he starts at the back cut and combing back there. After that he uses some clippers to clip some of the harder areas. finally""

Which of the following endings best completes the context?

Choices:
A. , the list of title and logo images is shown.
B. using the comb to style it a bit and give it finishing touches.
C. , the hairdressing is over, and the last item put into vanity a towel.
D. , he leaves a little white spot to show the color when he is done.

Reply with exactly one uppercase letter out of A, B, C, or D.
",150
32932.0,Longboarding,Walking down the street holding onto a skate board the boy puts his board down and begins to skate. then three friends,A,"Context:
""Walking down the street holding onto a skate board the boy puts his board down and begins to skate. then three friends""

Which of the following endings best completes the context?

Choices:
A. join him and they skate down the road.
B. come out onto the street and pick him up in a high engulfed hug as they watch him skate across the streets.
C. join him and they continue walking around the sidewalk until a person cuts them off.
D. own skateboards and start to perform tricks on them going down the roads.

Reply with exactly one uppercase letter out of A, B, C, or D.
",153
47996.0,Waterskiing,Three people are seen riding in the back of a boat and leads into a person riding skis on the back. the man,A,"Context:
""Three people are seen riding in the back of a boat and leads into a person riding skis on the back. the man""

Which of the following endings best completes the context?

Choices:
A. falls in the water while the camera stops and picks up again and the skier follows from behind.
B. then then rides himself on the back while looking into the camera and the boat taking off.
C. then speaks to the camera while more shots are shown of people sitting in the water and doing tricks moves.
D. machines around while another films him on a phone.

Reply with exactly one uppercase letter out of A, B, C, or D.
",154
41745.0,Preparing salad,A man and a woman are standing in a kitchen behind an island with fruits on them. once the male,B,"Context:
""A man and a woman are standing in a kitchen behind an island with fruits on them. once the male""

Which of the following endings best completes the context?

Choices:
A. has the fruit in an iron, he irons it over a cutting board.
B. finishes talking, the woman begins grating a vegetable and cutting an orange in half.
C. wins, he steps on a blade and it cuts skin and all of the components are picked clean.
D. is done shaving, he lays down on the counter and they begin to make a complete omelette.

Reply with exactly one uppercase letter out of A, B, C, or D.
",158
49905.0,Decorating the Christmas tree,"His brother grabs a parrot from its cage, he puts the parrot on his hand and points to the star on the tree whenever he puts his hand out and another one flies towards him. He and his brother begin putting lights on and decorating the entire christmas tree. the birds",B,"Context:
""His brother grabs a parrot from its cage, he puts the parrot on his hand and points to the star on the tree whenever he puts his hand out and another one flies towards him. He and his brother begin putting lights on and decorating the entire christmas tree. the birds""

Which of the following endings best completes the context?

Choices:
A. soar high into the sky with the played with their own hands and the lights are on that are visible.
B. seem like a very big part of the family and are very well trained.
C. are exhibiting their work black magic and the man and his brother continue decorating the tree.
D. keep struggling to go near the christmas tree, and the lights sapping their strength.

Reply with exactly one uppercase letter out of A, B, C, or D.
",192
10894.0,Rock climbing,A man is shown speaking to the camera excitedly and shows several shots of the man climbing a rock wall and various locations. then man,C,"Context:
""A man is shown speaking to the camera excitedly and shows several shots of the man climbing a rock wall and various locations. then man""

Which of the following endings best completes the context?

Choices:
A. continues to explain the various positions of the climbing tube as well as shooting it up high in the air.
B. is shown climbing a horse back into the room and changing to riding a horse while performing tricks.
C. then continues speaking to the camera and demonstrates how to properly climb the wall while still speaking.
D. is shown in front of a large green opening and speaks to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",160
30408.0,Hand car wash,"The car is dried and vacuumed, then on to the next car. The customer is handed his keys and he is on his way with a clean car. two men",B,"Context:
""The car is dried and vacuumed, then on to the next car. The customer is handed his keys and he is on his way with a clean car. two men""

Which of the following endings best completes the context?

Choices:
A. are at the gate talking to a camera and they are talking about the car tires.
B. are messing around while cleaning the car.
C. opsure to wax new cars throughout lawknapenoil dealerships and then board the luxury cars while they are being cleaned.
D. are talking on the dark street.

Reply with exactly one uppercase letter out of A, B, C, or D.
",153
3684.0,Tango,A large group of people are sitting around while two men bring out a table and a man and woman stand on it. the man and woman,C,"Context:
""A large group of people are sitting around while two men bring out a table and a man and woman stand on it. the man and woman""

Which of the following endings best completes the context?

Choices:
A. then begin drinking coffee while an audience watches and other people take their turns, waiting their turn.
B. then begin boxing with one another in the middle of a large gymnasium and take turns using the hammer punches and kicks.
C. speak to the crowd and perform a tango routine while standing on the table the entire time.
D. both jump onto the table and tie a shoe and everyone laughs and claps.

Reply with exactly one uppercase letter out of A, B, C, or D.
",170
44903.0,Waterskiing,The sailboat continues to pull the woman and she balances perfectly on the surfs as she twists and turns and spins on the surfs. she,D,"Context:
""The sailboat continues to pull the woman and she balances perfectly on the surfs as she twists and turns and spins on the surfs. she""

Which of the following endings best completes the context?

Choices:
A. gets to the end and smiles at the camera, flashing her goggles.
B. turns over in the water and pops her head up triumphant.
C. turns and twists and she's powerful and elegant as she continues to splendor in the choppy waters.
D. goes in a zig zag pattern making foamy waves in the water as the boats speeds up.

Reply with exactly one uppercase letter out of A, B, C, or D.
",166
33249.0,Mowing the lawn,A close up of a house is seen when a person walks into frame. The person is seen grabbing lawn mower and pulling it to the side. the person,A,"Context:
""A close up of a house is seen when a person walks into frame. The person is seen grabbing lawn mower and pulling it to the side. the person""

Which of the following endings best completes the context?

Choices:
A. then pushes the lawn mower all around the house.
B. continues moving the lawn mowers along the ground.
C. then pokes holes in the grass around the side as well as passing the things off to the camera.
D. continues to mow while the camera captures him in the end.

Reply with exactly one uppercase letter out of A, B, C, or D.
",150
46073.0,Hanging wallpaper,The woman measure the wallpaper and cut it. The woman is marking the wallpaper and plum the level of the wallpapers. then,B,"Context:
""The woman measure the wallpaper and cut it. The woman is marking the wallpaper and plum the level of the wallpapers. then""

Which of the following endings best completes the context?

Choices:
A. she push the wallpaper along the wall to make an image on it creating a detailed picture.
B. paste the wallpaper with a brush in the back part and soak it.
C. , the woman cut around the detachable edges and stripes to building up the wallpaper.
D. , the woman puts on wallpaper the stairs.

Reply with exactly one uppercase letter out of A, B, C, or D.
",154
20387.0,Tai chi,She then puts her legs and hands out and begins to move like a ninja throughout the field. after she,D,"Context:
""She then puts her legs and hands out and begins to move like a ninja throughout the field. after she""

Which of the following endings best completes the context?

Choices:
A. aims herself to disorient or distract a person with shoe kicks, she does her best but her throw is blocked.
B. finishes she starts with the jump rope, then she starts to disconnect her jump ropes but instead of jumping even a single rope, she starts jump roping.
C. is finished, she walks around the field to her group to help them and claps to the crowd after a few times.
D. has moved left and right across the field, she then comes back to the middle of the field and stands still to complete her routine.

Reply with exactly one uppercase letter out of A, B, C, or D.
",191
5405.0,Doing karate,He begins to show several different clips from the show. He also comments about different aspects of the show while being interviewed. he,A,"Context:
""He begins to show several different clips from the show. He also comments about different aspects of the show while being interviewed. he""

Which of the following endings best completes the context?

Choices:
A. closes the video with a quick goodbye and the closing credits are shown on the screen.
B. is also seen sitting on a bench speaking to a woman who begins to pass the pitcher back and fourth.
C. seems to know the routines as he talks about the ropes that he uses.
D. alternate health issues and hairstyle on the show, providing some very detailed advice on what's to come.

Reply with exactly one uppercase letter out of A, B, C, or D.
",166
