question,question_concept,_split,answer,final_prompt,len_tk_llama3.1_8b_base
What can occur in fencing when it is really hot?,fencing,train-00000-of-00001,C,"Question:
What can occur in fencing when it is really hot?

Which of the following is the best response to the question?

Choices:
A. puncture wound
B. drinking
C. perspiration
D. severe injuries
E. competition

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
A beaver builds structures to block what sort of feature?,beaver,train-00000-of-00001,C,"Question:
A beaver builds structures to block what sort of feature?

Which of the following is the best response to the question?

Choices:
A. books
B. zoo
C. body of water
D. wooded area
E. animals

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
"The show was done live, but what were the producers worried about?",live,train-00000-of-00001,E,"Question:
The show was done live, but what were the producers worried about?

Which of the following is the best response to the question?

Choices:
A. audio
B. neutral
C. being dead
D. recorded
E. broadcast

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
James wanted to socialize more because he felt he lacked what?,socialize,train-00000-of-00001,E,"Question:
James wanted to socialize more because he felt he lacked what?

Which of the following is the best response to the question?

Choices:
A. free time
B. entertainment
C. input
D. meet people
E. friendship

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
Where would you find a basement with children playing in it?,basement,train-00000-of-00001,D,"Question:
Where would you find a basement with children playing in it?

Which of the following is the best response to the question?

Choices:
A. closet
B. office building
C. church
D. own house
E. downstairs

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
"While chatting with friends for hours, what did the formerly lonely man feel?",chatting with friends,train-00000-of-00001,A,"Question:
While chatting with friends for hours, what did the formerly lonely man feel?

Which of the following is the best response to the question?

Choices:
A. happiness
B. tiredness
C. communication
D. agreement
E. answers

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
Where would it be too cold for a marmoset?,marmoset,train-00000-of-00001,D,"Question:
Where would it be too cold for a marmoset?

Which of the following is the best response to the question?

Choices:
A. snow
B. rainforest
C. france
D. mountains
E. colorado

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
"The predator was committing murder, what was his intention to his victim?",committing murder,train-00000-of-00001,A,"Question:
The predator was committing murder, what was his intention to his victim?

Which of the following is the best response to the question?

Choices:
A. kill
B. distress
C. strangle
D. die
E. dead

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
What would easily hide a snake?,snake,train-00000-of-00001,D,"Question:
What would easily hide a snake?

Which of the following is the best response to the question?

Choices:
A. living room of a house
B. kew gardens
C. terrarium
D. thick forest
E. tropical forest

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
Where could you find a marmoset in a zoo?,marmoset,train-00000-of-00001,B,"Question:
Where could you find a marmoset in a zoo?

Which of the following is the best response to the question?

Choices:
A. rainforest
B. colorado
C. underground
D. dictionary
E. new york

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
"The baby came unexpectedly, what did it do?",baby,train-00000-of-00001,E,"Question:
The baby came unexpectedly, what did it do?

Which of the following is the best response to the question?

Choices:
A. died
B. boy or girl
C. learn to walk
D. talk nonsense
E. arrive early

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
What kind of heart test might you have while having a check up?,having checkup,train-00000-of-00001,B,"Question:
What kind of heart test might you have while having a check up?

Which of the following is the best response to the question?

Choices:
A. anxiety
B. stress
C. trouble
D. uncertainty
E. a bug bite

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
Why do people start to play sports at the gym?,play sports,train-00000-of-00001,D,"Question:
Why do people start to play sports at the gym?

Which of the following is the best response to the question?

Choices:
A. practice
B. compete
C. to have fun
D. get in shape
E. stretch

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
Where is plumbing likely to be clogged by food?,plumbing,train-00000-of-00001,C,"Question:
Where is plumbing likely to be clogged by food?

Which of the following is the best response to the question?

Choices:
A. bathroom
B. wall
C. kitchen
D. oil refineries
E. water park

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What would a test be if it is not hard?,hard,train-00000-of-00001,C,"Question:
What would a test be if it is not hard?

Which of the following is the best response to the question?

Choices:
A. tricky
B. agreeable
C. easy
D. bearable
E. tryhard

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
what does someone getting in shape want to achieve?,getting in shape,train-00000-of-00001,D,"Question:
what does someone getting in shape want to achieve?

Which of the following is the best response to the question?

Choices:
A. exercise
B. loss of muscle
C. losing weight
D. good health
E. sweat

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What do people call it when they are going for run?,going for run,train-00000-of-00001,C,"Question:
What do people call it when they are going for run?

Which of the following is the best response to the question?

Choices:
A. trip
B. running in
C. working out
D. get tired
E. falling down

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
Where can you get in shape and drink at a juice bar?,juice,train-00000-of-00001,D,"Question:
Where can you get in shape and drink at a juice bar?

Which of the following is the best response to the question?

Choices:
A. fridge
B. limejuice
C. square
D. gym
E. refrigerator

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
"A cat wants to sleep, how will it lay?",cat,train-00000-of-00001,A,"Question:
A cat wants to sleep, how will it lay?

Which of the following is the best response to the question?

Choices:
A. comfortable position
B. floor
C. residential area
D. family room
E. upside down

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
"The support team landed in the disaster zone, they hoped to provide what?",support,train-00000-of-00001,D,"Question:
The support team landed in the disaster zone, they hoped to provide what?

Which of the following is the best response to the question?

Choices:
A. family
B. let down
C. marriage
D. aid
E. neglect

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
Loss of someone you love can cause what kind of feeling in your heart?,love,validation-00000-of-00001,A,"Question:
Loss of someone you love can cause what kind of feeling in your heart?

Which of the following is the best response to the question?

Choices:
A. painful
B. happy
C. blind
D. contagious
E. bring joy

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
Colorado is two states away from the border with what nation?,colorado,train-00000-of-00001,B,"Question:
Colorado is two states away from the border with what nation?

Which of the following is the best response to the question?

Choices:
A. arizona
B. mexico
C. utah
D. united states
E. texas

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
"When people are drinking alcohol, what state are they in?",drinking alcohol,train-00000-of-00001,D,"Question:
When people are drinking alcohol, what state are they in?

Which of the following is the best response to the question?

Choices:
A. having sex
B. death
C. arousal
D. disorientation
E. sickness

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where would you get a toothpick if you do not have any?,toothpick,validation-00000-of-00001,B,"Question:
Where would you get a toothpick if you do not have any?

Which of the following is the best response to the question?

Choices:
A. box
B. grocery store
C. eyes
D. chewing
E. mouth

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
What does a person who is a gardener have?,person,train-00000-of-00001,E,"Question:
What does a person who is a gardener have?

Which of the following is the best response to the question?

Choices:
A. own house
B. contribution to society
C. food
D. ride horses
E. green thumb

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
Where would you put some pennies that you plan to use soon?,pennies,train-00000-of-00001,A,"Question:
Where would you put some pennies that you plan to use soon?

Which of the following is the best response to the question?

Choices:
A. pocket
B. jar
C. water fountain
D. drawer
E. trunk

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
Where would you go if you want to see a beautiful thunderstorm?,beautiful,train-00000-of-00001,E,"Question:
Where would you go if you want to see a beautiful thunderstorm?

Which of the following is the best response to the question?

Choices:
A. house
B. wet
C. bad
D. dull
E. plain

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where do you put a salad bowl after it's been used?,salad bowl,train-00000-of-00001,B,"Question:
Where do you put a salad bowl after it's been used?

Which of the following is the best response to the question?

Choices:
A. salad bar
B. dishwasher
C. trash can
D. buffet
E. cupboard

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
What bad habit do adults have that can cause lung cancer?,adults,train-00000-of-00001,B,"Question:
What bad habit do adults have that can cause lung cancer?

Which of the following is the best response to the question?

Choices:
A. count
B. smoke cigarettes
C. drive vehicle
D. drink beer
E. dress themselves

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
How does a bishop move from one place to another?,bishop,train-00000-of-00001,A,"Question:
How does a bishop move from one place to another?

Which of the following is the best response to the question?

Choices:
A. chess game
B. church
C. in a car
D. queen
E. cathedral

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What group is likely to contain a human weasel?,weasel,train-00000-of-00001,B,"Question:
What group is likely to contain a human weasel?

Which of the following is the best response to the question?

Choices:
A. farmer
B. congress
C. washington d.c
D. children's song
E. chicken coop

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
Where would there be an auditorium with only a single person speaking?,auditorium,validation-00000-of-00001,C,"Question:
Where would there be an auditorium with only a single person speaking?

Which of the following is the best response to the question?

Choices:
A. lights
B. crowd
C. university campus
D. theater
E. park

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
What are tables sometimes necessary for when a variety of thoughts are needed?,tables,train-00000-of-00001,C,"Question:
What are tables sometimes necessary for when a variety of thoughts are needed?

Which of the following is the best response to the question?

Choices:
A. picnic
B. fast food restaurant
C. conference
D. house
E. wedding

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
How may one feel after playing games for a long time?,playing games,train-00000-of-00001,A,"Question:
How may one feel after playing games for a long time?

Which of the following is the best response to the question?

Choices:
A. fatigue
B. happiness
C. bournout
D. learning
E. losing

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What has happened if you are dancing and you smell bad?,dancing,train-00000-of-00001,E,"Question:
What has happened if you are dancing and you smell bad?

Which of the following is the best response to the question?

Choices:
A. becoming tired
B. fatigue
C. sore feet
D. break up
E. sweat

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
"If I wanted to grow plants, where could I put a lot of dirt?",dirt,validation-00000-of-00001,D,"Question:
If I wanted to grow plants, where could I put a lot of dirt?

Which of the following is the best response to the question?

Choices:
A. corner
B. street
C. closet
D. garden
E. bathtub

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
Where could there by tens of thousands of people playing baseball?,baseball,train-00000-of-00001,A,"Question:
Where could there by tens of thousands of people playing baseball?

Which of the following is the best response to the question?

Choices:
A. america
B. canada
C. pitchers mitt
D. park
E. sporting goods store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
Where would you give something other than money to a clerk?,clerk,train-00000-of-00001,E,"Question:
Where would you give something other than money to a clerk?

Which of the following is the best response to the question?

Choices:
A. ticket booth
B. at hotel
C. shop
D. bookstore
E. post office

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
What type of word do you use as a preposition to someone?,preposition,train-00000-of-00001,A,"Question:
What type of word do you use as a preposition to someone?

Which of the following is the best response to the question?

Choices:
A. pronoun
B. adjective
C. position
D. interjection
E. conjunction

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
Lighting a match in a dark tunnel is most likely for what?,lighting match,train-00000-of-00001,B,"Question:
Lighting a match in a dark tunnel is most likely for what?

Which of the following is the best response to the question?

Choices:
A. starting fire
B. illumination
C. heat
D. make fire
E. frustration

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
What is ti called when people at work get together to exchange information?,information,train-00000-of-00001,D,"Question:
What is ti called when people at work get together to exchange information?

Which of the following is the best response to the question?

Choices:
A. online
B. internet
C. break
D. meeting
E. manual

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What is the main purpose of having a bath?,having bath,validation-00000-of-00001,A,"Question:
What is the main purpose of having a bath?

Which of the following is the best response to the question?

Choices:
A. cleanness
B. wetness
C. exfoliation
D. use water
E. hygiene

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
What do children like to do on a ranch?,children,train-00000-of-00001,B,"Question:
What do children like to do on a ranch?

Which of the following is the best response to the question?

Choices:
A. pet the horses
B. ride horses
C. play games
D. watch tv
E. learn together

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
What could have a knob and emits light and sound?,knob,train-00000-of-00001,A,"Question:
What could have a knob and emits light and sound?

Which of the following is the best response to the question?

Choices:
A. television
B. doorway
C. uncle fred
D. hardware store
E. control panel

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
The bookend was on a shelf in what location?,bookend,train-00000-of-00001,E,"Question:
The bookend was on a shelf in what location?

Which of the following is the best response to the question?

Choices:
A. bookshelf
B. pair
C. school cafeteria
D. library book
E. school library

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
What type of building has the most top floor?,top floor,validation-00000-of-00001,C,"Question:
What type of building has the most top floor?

Which of the following is the best response to the question?

Choices:
A. go down
B. apartment building
C. tall building
D. office building
E. cabin

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
"James was a stranger to them, but to me he was what?",stranger,train-00000-of-00001,A,"Question:
James was a stranger to them, but to me he was what?

Which of the following is the best response to the question?

Choices:
A. friend
B. family
C. park
D. known person
E. yellow

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
Why would a person like to have a large house?,person,validation-00000-of-00001,E,"Question:
Why would a person like to have a large house?

Which of the following is the best response to the question?

Choices:
A. have choice
B. mentally challenged
C. own house
D. obesity
E. lots of space

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
"The man was going fishing instead of work, what is he seeking?",going fishing,validation-00000-of-00001,B,"Question:
The man was going fishing instead of work, what is he seeking?

Which of the following is the best response to the question?

Choices:
A. food
B. relaxation
C. killing
D. missing morning cartoons
E. boredom

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
Where would you buy an icebox built a hundred years ago?,icebox,train-00000-of-00001,B,"Question:
Where would you buy an icebox built a hundred years ago?

Which of the following is the best response to the question?

Choices:
A. kitchen
B. antique store
C. junk yard
D. walmart
E. homes

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
What can happen when you contemplate alone for a long time?,contemplate,validation-00000-of-00001,A,"Question:
What can happen when you contemplate alone for a long time?

Which of the following is the best response to the question?

Choices:
A. daydream
B. headache
C. get ideas
D. sleep
E. become distracted

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
As the counterweight began to rise the elevator began to what into the mine?,rise,train-00000-of-00001,C,"Question:
As the counterweight began to rise the elevator began to what into the mine?

Which of the following is the best response to the question?

Choices:
A. park
B. reduce
C. descend
D. fall
E. set

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
What do teachers encourage a child to do?,child,train-00000-of-00001,E,"Question:
What do teachers encourage a child to do?

Which of the following is the best response to the question?

Choices:
A. fight
B. become adult
C. play video games
D. wave goodbye
E. ask many questions

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
Dancing or walking too much will lead to what on your feet?,dancing,train-00000-of-00001,D,"Question:
Dancing or walking too much will lead to what on your feet?

Which of the following is the best response to the question?

Choices:
A. humiliation
B. fatigue
C. skin
D. blisters
E. exhaustion

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
What is best for a rosebush?,rosebush,train-00000-of-00001,A,"Question:
What is best for a rosebush?

Which of the following is the best response to the question?

Choices:
A. temperate climate
B. botanical gardens
C. flower garden
D. front lawn
E. hedgerow

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
Exercising by lifting weights will give you large what?,exercising,train-00000-of-00001,C,"Question:
Exercising by lifting weights will give you large what?

Which of the following is the best response to the question?

Choices:
A. breaths
B. shortness of breath
C. muscles
D. effort
E. discipline

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
What do you call the feet on a dog?,dog,train-00000-of-00001,B,"Question:
What do you call the feet on a dog?

Which of the following is the best response to the question?

Choices:
A. two ears
B. paws
C. one mouth
D. big heart
E. tail

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
"The farmer is making grow a tomato, what does he specialize?",making grow,train-00000-of-00001,D,"Question:
The farmer is making grow a tomato, what does he specialize?

Which of the following is the best response to the question?

Choices:
A. flowering
B. barn
C. growth
D. plants
E. more of

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What do you use to catch a mouse?,mouse,train-00000-of-00001,E,"Question:
What do you use to catch a mouse?

Which of the following is the best response to the question?

Choices:
A. disneyland
B. cupboard
C. sewer
D. a large bottle of valium
E. trap

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
Where is a snake likely to startle a farmer?,snake,train-00000-of-00001,E,"Question:
Where is a snake likely to startle a farmer?

Which of the following is the best response to the question?

Choices:
A. tropical forest
B. tree
C. pet shops
D. book store
E. feild

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
Finding information in an old library requires what in a card catalog?,finding information,train-00000-of-00001,B,"Question:
Finding information in an old library requires what in a card catalog?

Which of the following is the best response to the question?

Choices:
A. chewing
B. searching for
C. ask questions
D. logic
E. time

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
Other than a refrigerator or a market where would you find fish?,fish,train-00000-of-00001,B,"Question:
Other than a refrigerator or a market where would you find fish?

Which of the following is the best response to the question?

Choices:
A. mirach
B. stream
C. refrigerator
D. market
E. aquarium

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
"When you buy something new , what do you read for information?",information,train-00000-of-00001,A,"Question:
When you buy something new , what do you read for information?

Which of the following is the best response to the question?

Choices:
A. manual
B. online
C. book
D. pamphlet
E. meeting

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What do you need to have before you can begin reading?,reading,train-00000-of-00001,B,"Question:
What do you need to have before you can begin reading?

Which of the following is the best response to the question?

Choices:
A. concentrating
B. written material
C. acculturation
D. memory
E. concentration

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
"He said he also wanted in, he threatened to tattle what?",also,train-00000-of-00001,D,"Question:
He said he also wanted in, he threatened to tattle what?

Which of the following is the best response to the question?

Choices:
A. differently
B. mere
C. only
D. otherwise
E. anyway

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Graphite is referred to as lead in what writing implement?,lead,train-00000-of-00001,A,"Question:
Graphite is referred to as lead in what writing implement?

Which of the following is the best response to the question?

Choices:
A. lead pencil
B. black
C. very heavy
D. news article
E. card game

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
What may jogging make you feel like?,jogging,train-00000-of-00001,E,"Question:
What may jogging make you feel like?

Which of the following is the best response to the question?

Choices:
A. increased heart rate
B. improved health
C. frightened
D. shin splints
E. being tired

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where areas are there likely to be many nightclubs?,nightclub,validation-00000-of-00001,D,"Question:
Where areas are there likely to be many nightclubs?

Which of the following is the best response to the question?

Choices:
A. manhattan
B. drink and dance
C. alcohol
D. major city
E. downtown area

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
Where are you not likely to find a bed?,bed,train-00000-of-00001,B,"Question:
Where are you not likely to find a bed?

Which of the following is the best response to the question?

Choices:
A. hotel room
B. rest area
C. hospital
D. neighbor's house
E. loft

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
"He was finding information through meditation and yoga, what was he seeking?",finding information,train-00000-of-00001,A,"Question:
He was finding information through meditation and yoga, what was he seeking?

Which of the following is the best response to the question?

Choices:
A. happiness
B. ulcers
C. power
D. get answers
E. respect

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
"If a person is unhappy, what would be the opposite of that?",unhappy,train-00000-of-00001,D,"Question:
If a person is unhappy, what would be the opposite of that?

Which of the following is the best response to the question?

Choices:
A. joyful
B. exuberant
C. glad
D. happy
E. fat

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
What is someone who enjoys to give assistance likely to do?,give assistance,train-00000-of-00001,C,"Question:
What is someone who enjoys to give assistance likely to do?

Which of the following is the best response to the question?

Choices:
A. helpful
B. prepared
C. help one
D. willing to help
E. go home

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
Where is a road known as a motorway?,motorway,train-00000-of-00001,E,"Question:
Where is a road known as a motorway?

Which of the following is the best response to the question?

Choices:
A. scotland
B. europe
C. race track
D. new jersey
E. england

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What would you do to get dirt off of yourself?,dirt,train-00000-of-00001,D,"Question:
What would you do to get dirt off of yourself?

Which of the following is the best response to the question?

Choices:
A. wash clothes
B. wipe off
C. clean clothing
D. bathe
E. clean clothes

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
"When a couple is together, what does drinking alcohol lead to?",drinking alcohol,train-00000-of-00001,D,"Question:
When a couple is together, what does drinking alcohol lead to?

Which of the following is the best response to the question?

Choices:
A. death
B. sickness
C. children
D. having sex
E. disorientation

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
Aside from water and nourishment what does your dog need?,dog,validation-00000-of-00001,D,"Question:
Aside from water and nourishment what does your dog need?

Which of the following is the best response to the question?

Choices:
A. bone
B. charm
C. petted
D. lots of attention
E. walked

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
The rural general store is a staple of the great nation called what?,general store,train-00000-of-00001,D,"Question:
The rural general store is a staple of the great nation called what?

Which of the following is the best response to the question?

Choices:
A. towns
B. salt
C. canada
D. america
E. small town

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
Where can you find a single musician that an audience is listening to?,musician,train-00000-of-00001,B,"Question:
Where can you find a single musician that an audience is listening to?

Which of the following is the best response to the question?

Choices:
A. studio
B. stage
C. band
D. symphony
E. orchestra

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
Where do people store cars when running errands?,cars,train-00000-of-00001,D,"Question:
Where do people store cars when running errands?

Which of the following is the best response to the question?

Choices:
A. at home
B. freeway
C. race track
D. parking lot
E. car show

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Exercise seems foreign to those who are just plain what?,exercise,train-00000-of-00001,C,"Question:
Exercise seems foreign to those who are just plain what?

Which of the following is the best response to the question?

Choices:
A. sloth
B. condition heart
C. lazy
D. work out
E. couch potato

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
James felt the best place to install the spa would be where?,spa,train-00000-of-00001,D,"Question:
James felt the best place to install the spa would be where?

Which of the following is the best response to the question?

Choices:
A. resort
B. country club
C. attic
D. backyard
E. health centre

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
"Unlike a spider and his many sight seers, people only have what?",people,validation-00000-of-00001,E,"Question:
Unlike a spider and his many sight seers, people only have what?

Which of the following is the best response to the question?

Choices:
A. tongues
B. names
C. brains
D. feelings
E. two eyes

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
Where is north carolina located?,north carolina,train-00000-of-00001,D,"Question:
Where is north carolina located?

Which of the following is the best response to the question?

Choices:
A. south
B. north of south carolina
C. south of virginia
D. united states
E. carolina

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
After he got hired he hoped for success at his what?,success,validation-00000-of-00001,B,"Question:
After he got hired he hoped for success at his what?

Which of the following is the best response to the question?

Choices:
A. vocation
B. new job
C. michigan
D. working hard
E. manual

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
Where can you find a musician that no one is listening to?,musician,train-00000-of-00001,C,"Question:
Where can you find a musician that no one is listening to?

Which of the following is the best response to the question?

Choices:
A. subway station
B. symphony
C. studio
D. orchestra
E. stage

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
Traveling from new place to new place is likely to be what?,traveling,validation-00000-of-00001,B,"Question:
Traveling from new place to new place is likely to be what?

Which of the following is the best response to the question?

Choices:
A. going somewhere
B. exhilarating
C. diarrhea
D. relocation
E. exhausting

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
What might a kind person do?,person,validation-00000-of-00001,C,"Question:
What might a kind person do?

Which of the following is the best response to the question?

Choices:
A. cross street
B. talk to themselves
C. open doors
D. throw away
E. study greek

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where do you dip a spoon into?,spoon,train-00000-of-00001,E,"Question:
Where do you dip a spoon into?

Which of the following is the best response to the question?

Choices:
A. hole
B. glass of iced tea
C. kitchen drawer
D. table setting
E. bowl of soup

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
What is a salesman responsible to do at work?,salesman,validation-00000-of-00001,D,"Question:
What is a salesman responsible to do at work?

Which of the following is the best response to the question?

Choices:
A. traveling to chicago
B. get fired
C. books
D. sell products
E. service account

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
When cooking sheep meat a lot of people might want to be well?,sheep,validation-00000-of-00001,C,"Question:
When cooking sheep meat a lot of people might want to be well?

Which of the following is the best response to the question?

Choices:
A. ram
B. lamb
C. done
D. ram
E. wolf

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What popular clothing retailer often has a fitting room to try on clothing?,fitting room,train-00000-of-00001,A,"Question:
What popular clothing retailer often has a fitting room to try on clothing?

Which of the following is the best response to the question?

Choices:
A. gap
B. car dealership
C. department store
D. mall
E. appropriate

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
Where is your condo if you're drinking Schlitz?,condo,train-00000-of-00001,C,"Question:
Where is your condo if you're drinking Schlitz?

Which of the following is the best response to the question?

Choices:
A. residential area
B. city
C. milwaukee
D. suburbia
E. schlitztown

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
How could excessive heat do to cause you to fall down?,heat,train-00000-of-00001,B,"Question:
How could excessive heat do to cause you to fall down?

Which of the following is the best response to the question?

Choices:
A. apples
B. thin ice
C. sterilize
D. kill bacteria
E. blue metal

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
What does someone feel after running twenty six miles?,running twenty six miles,train-00000-of-00001,D,"Question:
What does someone feel after running twenty six miles?

Which of the following is the best response to the question?

Choices:
A. sore feet
B. death
C. twenty six
D. feel tired
E. short breath

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
What do you wear on the bridge of your nose?,bridge,train-00000-of-00001,D,"Question:
What do you wear on the bridge of your nose?

Which of the following is the best response to the question?

Choices:
A. scar
B. tunnel
C. transportation system
D. spectacles
E. stringed instrument

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
Where will a book being read by one person be kept?,book,train-00000-of-00001,C,"Question:
Where will a book being read by one person be kept?

Which of the following is the best response to the question?

Choices:
A. school room
B. university
C. bedside table
D. pantry
E. discount store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
What might happen to a person after falling?,person,train-00000-of-00001,E,"Question:
What might happen to a person after falling?

Which of the following is the best response to the question?

Choices:
A. get up
B. receive letters
C. cross street
D. give gifts
E. feel embarrassed

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Where would you bring a picnic basket filled with food?,picnic basket,train-00000-of-00001,A,"Question:
Where would you bring a picnic basket filled with food?

Which of the following is the best response to the question?

Choices:
A. country
B. supermarket
C. kitchen
D. deli
E. bringing to picnic

Reply with exactly one uppercase letter out of A, B, C, D or E.
",69
Collections of atoms called molecules make up everything you can hold in your what?,molecule,train-00000-of-00001,E,"Question:
Collections of atoms called molecules make up everything you can hold in your what?

Which of the following is the best response to the question?

Choices:
A. atom
B. anything
C. air
D. feet
E. hands

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
Colorado became one of the first to legalize recreational marijuana in the what?,colorado,train-00000-of-00001,E,"Question:
Colorado became one of the first to legalize recreational marijuana in the what?

Which of the following is the best response to the question?

Choices:
A. mexico
B. america
C. texas
D. arizona
E. united states

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
You can hang laundry in the sun to do what?,sun,train-00000-of-00001,B,"Question:
You can hang laundry in the sun to do what?

Which of the following is the best response to the question?

Choices:
A. warm room
B. dry clothes
C. warm house
D. fade color
E. brown skin

Reply with exactly one uppercase letter out of A, B, C, D or E.
",71
What place could you go to and find an apple tree there?,apple tree,train-00000-of-00001,D,"Question:
What place could you go to and find an apple tree there?

Which of the following is the best response to the question?

Choices:
A. washington state
B. paradise
C. farm
D. south africa
E. dirt

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
What does a person do when he or she shows excitement?,excitement,train-00000-of-00001,B,"Question:
What does a person do when he or she shows excitement?

Which of the following is the best response to the question?

Choices:
A. library
B. express information
C. music festival
D. dance
E. go somewhere

Reply with exactly one uppercase letter out of A, B, C, D or E.
",70
