question,question_concept,_split,answer,final_prompt,len_tk_mistral_7b_base
"When a man is watching tv and a nude women comes on, they tend to get?",watching tv,train-00000-of-00001,B,"Question:
When a man is watching tv and a nude women comes on, they tend to get?

Which of the following is the best response to the question?

Choices:
A. sad
B. erections
C. entertainment
D. boredom
E. get fat

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
What to kids do for boredom on a ramp?,boredom,validation-00000-of-00001,E,"Question:
What to kids do for boredom on a ramp?

Which of the following is the best response to the question?

Choices:
A. watch film
B. fire game
C. hang out at bar
D. go skiing
E. skateboard

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
Where is a bunch of grapes likely to be carried in?,grape,train-00000-of-00001,D,"Question:
Where is a bunch of grapes likely to be carried in?

Which of the following is the best response to the question?

Choices:
A. fruit cocktail
B. wine press
C. a box
D. picnic basket
E. kitchen

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"Humans enjoy sitting while expressing themselves artistically, so what did they invent?",humans,train-00000-of-00001,B,"Question:
Humans enjoy sitting while expressing themselves artistically, so what did they invent?

Which of the following is the best response to the question?

Choices:
A. sit down
B. play piano
C. excrete
D. eat meat
E. catch fish

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"If one is contemplating during meditation, what does one strive for?",contemplating,train-00000-of-00001,D,"Question:
If one is contemplating during meditation, what does one strive for?

Which of the following is the best response to the question?

Choices:
A. deep thoughts
B. action
C. new discovery
D. clear thought
E. sense of fulfillment

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
Where is the most likely place for more than one stadium?,stadium,train-00000-of-00001,B,"Question:
Where is the most likely place for more than one stadium?

Which of the following is the best response to the question?

Choices:
A. college town
B. large city
C. conducting olympic games
D. greece
E. rome

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
"The loquacious man needed to listen, what should he do?",listen,train-00000-of-00001,A,"Question:
The loquacious man needed to listen, what should he do?

Which of the following is the best response to the question?

Choices:
A. stop talking
B. pay attention
C. able to hear
D. shut up
E. concentrate

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
What did the friendly man do when meeting knew people to show he was happy?,meeting people,train-00000-of-00001,E,"Question:
What did the friendly man do when meeting knew people to show he was happy?

Which of the following is the best response to the question?

Choices:
A. say hello
B. start a conversation
C. introducing yourself
D. shake hands
E. smiling

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
How might someone feel if they were committing perjury?,committing perjury,train-00000-of-00001,B,"Question:
How might someone feel if they were committing perjury?

Which of the following is the best response to the question?

Choices:
A. embarrassment indictment
B. tension
C. going to jail
D. penalty
E. mistrial

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
"He was good at traditional science but excelled at social science, his favorite subject was what?",science,train-00000-of-00001,B,"Question:
He was good at traditional science but excelled at social science, his favorite subject was what?

Which of the following is the best response to the question?

Choices:
A. geography
B. history studies
C. math
D. religion
E. dancing

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"She had trouble remembering her happy wedding day, but when she did, what did she experience?",remembering,train-00000-of-00001,E,"Question:
She had trouble remembering her happy wedding day, but when she did, what did she experience?

Which of the following is the best response to the question?

Choices:
A. hunger
B. knowing
C. depression
D. knowledge
E. pleasure

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Mary was singing because she wasn't happen and she wanted to do what?,singing,train-00000-of-00001,D,"Question:
Mary was singing because she wasn't happen and she wanted to do what?

Which of the following is the best response to the question?

Choices:
A. being heard
B. sore throats
C. hoarse voice
D. change in mood
E. sad

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"If I want to behave with proper aplomb, what manners should I avoid?",proper,validation-00000-of-00001,A,"Question:
If I want to behave with proper aplomb, what manners should I avoid?

Which of the following is the best response to the question?

Choices:
A. inappropriate
B. incomplete
C. impolite
D. none
E. incorrect

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
What part of the life-cycle can love never conquer?,love,train-00000-of-00001,E,"Question:
What part of the life-cycle can love never conquer?

Which of the following is the best response to the question?

Choices:
A. having sex
B. pain and suffering
C. do stupid things
D. replacements
E. deaths

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
"Billy found it easy to divide 9, because 9 was a what of 3?",divide,train-00000-of-00001,B,"Question:
Billy found it easy to divide 9, because 9 was a what of 3?

Which of the following is the best response to the question?

Choices:
A. multiply
B. multiple
C. unite
D. multiplication
E. multiple

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"If I am looking for specialized medical consultation, where do I tend to travel?",hospital,train-00000-of-00001,D,"Question:
If I am looking for specialized medical consultation, where do I tend to travel?

Which of the following is the best response to the question?

Choices:
A. vermont
B. every state
C. detroit
D. major city
E. urban area

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
What might be the result if one is convicted of obstructing justice?,obstructing justice,train-00000-of-00001,E,"Question:
What might be the result if one is convicted of obstructing justice?

Which of the following is the best response to the question?

Choices:
A. injustice
B. fear
C. bad
D. criminal charges
E. going to jail

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
The man spent the weekend with his girlfriend. What is he likely to have done?,person,train-00000-of-00001,B,"Question:
The man spent the weekend with his girlfriend. What is he likely to have done?

Which of the following is the best response to the question?

Choices:
A. accomplish goals
B. get laid
C. popularity
D. headache
E. successful

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
Why might some graduates choose not to be attending school later in life?,attending school,train-00000-of-00001,E,"Question:
Why might some graduates choose not to be attending school later in life?

Which of the following is the best response to the question?

Choices:
A. detention
B. stupidity
C. overwhelmed
D. dropping out
E. much work

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"The balloon was purchased along with other weekly household essentials, where was it purchased?",balloon,train-00000-of-00001,D,"Question:
The balloon was purchased along with other weekly household essentials, where was it purchased?

Which of the following is the best response to the question?

Choices:
A. birthday party
B. child's hand
C. clown
D. grocery store
E. sky

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
If you were sitting on a curb in Cincinnati where would you be?,curb,train-00000-of-00001,A,"Question:
If you were sitting on a curb in Cincinnati where would you be?

Which of the following is the best response to the question?

Choices:
A. ohio
B. city
C. bus stop
D. street corner
E. grade

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
What do you get when procreating goes awry?,procreating,train-00000-of-00001,C,"Question:
What do you get when procreating goes awry?

Which of the following is the best response to the question?

Choices:
A. population increase
B. added responsibilities
C. quintuplets
D. multiples
E. large family

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
Where might  jellyfish stay warm?,jellyfish,train-00000-of-00001,E,"Question:
Where might  jellyfish stay warm?

Which of the following is the best response to the question?

Choices:
A. atlantic ocean
B. bikini bottom
C. japanese restaurant
D. store
E. pacific ocean

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
What might people do to protect their legs from getting dirty on the farm?,people,train-00000-of-00001,A,"Question:
What might people do to protect their legs from getting dirty on the farm?

Which of the following is the best response to the question?

Choices:
A. wear jeans
B. milk cow
C. believe in god
D. avoid mud
E. plant flowers

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
Where could you find millions of jellyfish?,jellyfish,train-00000-of-00001,A,"Question:
Where could you find millions of jellyfish?

Which of the following is the best response to the question?

Choices:
A. north sea
B. smack
C. sponge bob's house
D. store
E. sea water

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"Although the sun did rise, what did the pessimist warn everyone it would do?",rise,validation-00000-of-00001,B,"Question:
Although the sun did rise, what did the pessimist warn everyone it would do?

Which of the following is the best response to the question?

Choices:
A. lay
B. go down
C. fall
D. below
E. sundown

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"Even though he was committing murder in self defense at the time, he still had what about having had done it?",committing murder,train-00000-of-00001,E,"Question:
Even though he was committing murder in self defense at the time, he still had what about having had done it?

Which of the following is the best response to the question?

Choices:
A. killing
B. dread
C. dying
D. fear
E. regret

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"A single person is going to a party of other singles, what do they want to do?",going to party,train-00000-of-00001,C,"Question:
A single person is going to a party of other singles, what do they want to do?

Which of the following is the best response to the question?

Choices:
A. visit friends
B. race cars
C. meeting people
D. having fun
E. drinking alcohol

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"The glass ceiling was a what, that wasn't enough to defeat her opponent?",ceiling,train-00000-of-00001,E,"Question:
The glass ceiling was a what, that wasn't enough to defeat her opponent?

Which of the following is the best response to the question?

Choices:
A. building
B. leak
C. loft
D. sag
E. metaphor

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"Two friends lived in different countries, how did they frequently communicate?",friends,train-00000-of-00001,C,"Question:
Two friends lived in different countries, how did they frequently communicate?

Which of the following is the best response to the question?

Choices:
A. wedding
B. fraternity house
C. internet cafe
D. smoke signals
E. movie

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"Every Monday morning he would meet friend, they would have coffee and a good what?",meet friend,train-00000-of-00001,C,"Question:
Every Monday morning he would meet friend, they would have coffee and a good what?

Which of the following is the best response to the question?

Choices:
A. say'hi
B. have sex
C. conversation
D. handshake
E. train

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
If you keep telling many people about being a vegetarian what do you risk becoming?,telling many people about,train-00000-of-00001,A,"Question:
If you keep telling many people about being a vegetarian what do you risk becoming?

Which of the following is the best response to the question?

Choices:
A. annoyance
B. accomplish
C. intoxicated
D. emotional distress
E. notoriety

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
For a stressed out mother a baby is cutest when it is able to what?,babies,train-00000-of-00001,C,"Question:
For a stressed out mother a baby is cutest when it is able to what?

Which of the following is the best response to the question?

Choices:
A. like spinach
B. laugh
C. sleep soundly
D. giggle
E. clap hands

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"The teen was required to go to school, which made him a what?",go to school,train-00000-of-00001,A,"Question:
The teen was required to go to school, which made him a what?

Which of the following is the best response to the question?

Choices:
A. student
B. register
C. old enough
D. put on shoes
E. grouchy

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
When birds are looking for a mate they're going to be doing what?,birds,train-00000-of-00001,E,"Question:
When birds are looking for a mate they're going to be doing what?

Which of the following is the best response to the question?

Choices:
A. pretty smart
B. small
C. very colorful
D. pick up prostitutes
E. singing

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"The work was done and it was a success, it was now time to what?",success,train-00000-of-00001,E,"Question:
The work was done and it was a success, it was now time to what?

Which of the following is the best response to the question?

Choices:
A. reproduce
B. jump around
C. have party
D. hear crowd go mad
E. celebrate

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"Her voice lent her to the alto section, what group did she join?",alto,validation-00000-of-00001,C,"Question:
Her voice lent her to the alto section, what group did she join?

Which of the following is the best response to the question?

Choices:
A. symphony
B. concerto
C. choir
D. theater troupe
E. marching band

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"If you were looking for where a committee meets, where would you start?",committee,train-00000-of-00001,E,"Question:
If you were looking for where a committee meets, where would you start?

Which of the following is the best response to the question?

Choices:
A. office building
B. city hall
C. city council meeting
D. manual
E. boardroom

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
"If a person were going to bed, what would be their goal?",going to bed,validation-00000-of-00001,D,"Question:
If a person were going to bed, what would be their goal?

Which of the following is the best response to the question?

Choices:
A. lazy
B. insomnia
C. rest
D. falling asleep
E. dreaming of

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"If two men are competing, why don't they like each other?",competing,train-00000-of-00001,A,"Question:
If two men are competing, why don't they like each other?

Which of the following is the best response to the question?

Choices:
A. rivalry
B. winning or losing
C. accomplishment
D. achievements
E. death

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"Tired of his sickness, what did the man seek as he visited various doctors?",sickness,train-00000-of-00001,E,"Question:
Tired of his sickness, what did the man seek as he visited various doctors?

Which of the following is the best response to the question?

Choices:
A. being well
B. wounds
C. cause person to hoarse
D. healthy
E. healthiness

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
What do I cook on the stove when I want to make tacos?,cook,train-00000-of-00001,A,"Question:
What do I cook on the stove when I want to make tacos?

Which of the following is the best response to the question?

Choices:
A. brown meat
B. mexico
C. open can
D. bake bread
E. warm food

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"If I recieve a letter from a friend over seas, why might I read it?",reading letter,train-00000-of-00001,B,"Question:
If I recieve a letter from a friend over seas, why might I read it?

Which of the following is the best response to the question?

Choices:
A. pudding
B. get news
C. strain
D. answer
E. though

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
When an inventory gets to see idea become reality they will gather their friends together to what?,see idea become reality,train-00000-of-00001,E,"Question:
When an inventory gets to see idea become reality they will gather their friends together to what?

Which of the following is the best response to the question?

Choices:
A. pride
B. gratification
C. gamble
D. feeling of accomplishment
E. celebrate

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"The man enjoyed sitting quietly by himself, he felt it helped him come up with his best what about things?",sitting quietly,train-00000-of-00001,C,"Question:
The man enjoyed sitting quietly by himself, he felt it helped him come up with his best what about things?

Which of the following is the best response to the question?

Choices:
A. anxiety
B. happiness
C. insights
D. inspiration
E. wisdom

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
Where would you stand in a line and not need a coat if it is cold outside?,line,train-00000-of-00001,C,"Question:
Where would you stand in a line and not need a coat if it is cold outside?

Which of the following is the best response to the question?

Choices:
A. good book
B. bus stop
C. post office
D. triangle
E. graph

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"If you're releasing energy through running, what will you likely find on your skin?",releasing energy,train-00000-of-00001,A,"Question:
If you're releasing energy through running, what will you likely find on your skin?

Which of the following is the best response to the question?

Choices:
A. sweat
B. movement
C. exercising
D. sex
E. moist

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Sam's children are rambunctious.  What might they do?,children,train-00000-of-00001,E,"Question:
Sam's children are rambunctious.  What might they do?

Which of the following is the best response to the question?

Choices:
A. break things
B. play sports
C. play with toys
D. play ball
E. throw things

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"The demand from people was high, how can chaos be avoided?",people,train-00000-of-00001,C,"Question:
The demand from people was high, how can chaos be avoided?

Which of the following is the best response to the question?

Choices:
A. bank money
B. call police
C. wait in line
D. believe in god
E. suffer pain

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
If you're lighting a candle to see what are you in?,candle,train-00000-of-00001,A,"Question:
If you're lighting a candle to see what are you in?

Which of the following is the best response to the question?

Choices:
A. dimly lit room
B. synagogue
C. sunlight
D. birthday cake
E. bedroom

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
Where is a well used toy car likely to be found?,toy car,validation-00000-of-00001,A,"Question:
Where is a well used toy car likely to be found?

Which of the following is the best response to the question?

Choices:
A. child's room
B. boy's bedroom
C. own home
D. toy store
E. house

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
"The person was looking for the bus arrival time, what did he do with the station schedule?",person,train-00000-of-00001,A,"Question:
The person was looking for the bus arrival time, what did he do with the station schedule?

Which of the following is the best response to the question?

Choices:
A. read text
B. cross street
C. enjoy learning
D. throw away
E. play dumb

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
What does committing murder lead to in teh family of the murdered?,committing murder,train-00000-of-00001,D,"Question:
What does committing murder lead to in teh family of the murdered?

Which of the following is the best response to the question?

Choices:
A. bankruptcy
B. fear
C. guilty conscience
D. great sorrow
E. find god

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
"The turkey needed to be kept from spoiling, what is useful in this situation?",turkey,train-00000-of-00001,B,"Question:
The turkey needed to be kept from spoiling, what is useful in this situation?

Which of the following is the best response to the question?

Choices:
A. refrigerator
B. fridge
C. freezer
D. oven
E. bought at store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"They were hoping to attract visitors, so they installed lights, where were they installed?",lights,train-00000-of-00001,A,"Question:
They were hoping to attract visitors, so they installed lights, where were they installed?

Which of the following is the best response to the question?

Choices:
A. carnival
B. plane
C. yatch
D. turned at night
E. building

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
If you have cleaned off dust here it may be difficult to do your homework where?,dust,train-00000-of-00001,A,"Question:
If you have cleaned off dust here it may be difficult to do your homework where?

Which of the following is the best response to the question?

Choices:
A. desktop
B. closet
C. most buildings
D. surface of earth
E. stove

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
What would a person working in an office need after a system crash?,person,train-00000-of-00001,E,"Question:
What would a person working in an office need after a system crash?

Which of the following is the best response to the question?

Choices:
A. peaceful sleep
B. compliments
C. freedom from want
D. understand themselves
E. new computer

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
"When a person has lost all hope, what do they tend to do?",people,train-00000-of-00001,B,"Question:
When a person has lost all hope, what do they tend to do?

Which of the following is the best response to the question?

Choices:
A. buy a car
B. expect miracles
C. pay bills
D. think of life
E. form friendships

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"All the adults were sitting quietly in the other room watching TV, they were hoping the baby would what?",sitting quietly,train-00000-of-00001,B,"Question:
All the adults were sitting quietly in the other room watching TV, they were hoping the baby would what?

Which of the following is the best response to the question?

Choices:
A. meditate
B. fall asleep
C. join them
D. reading
E. think

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
If a soldier is directed by someone with a higher status what do they have to do?,soldiers,train-00000-of-00001,E,"Question:
If a soldier is directed by someone with a higher status what do they have to do?

Which of the following is the best response to the question?

Choices:
A. die in battle
B. coming home
C. shoot enemy
D. storm buildings
E. follow orders

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
Why is it difficult to tell what the weather might do sometimes?,weather,train-00000-of-00001,B,"Question:
Why is it difficult to tell what the weather might do sometimes?

Which of the following is the best response to the question?

Choices:
A. clear
B. unpredictable
C. important to farmers
D. hot or cold
E. mild

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"There were so many guests for Thanksgiving, where did the host put the extra table?",table,train-00000-of-00001,E,"Question:
There were so many guests for Thanksgiving, where did the host put the extra table?

Which of the following is the best response to the question?

Choices:
A. hall
B. kitchen
C. neighbor's house
D. card room
E. livingroom

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
If people have no contact with others they will experience what emotion?,people,train-00000-of-00001,A,"Question:
If people have no contact with others they will experience what emotion?

Which of the following is the best response to the question?

Choices:
A. feel lonely
B. togetherness
C. feed themselves
D. compete with each other
E. talk to each other

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"Bob stands in the grass surrounded by trees and nature, where is Bob?",grass,validation-00000-of-00001,C,"Question:
Bob stands in the grass surrounded by trees and nature, where is Bob?

Which of the following is the best response to the question?

Choices:
A. rest area
B. desert
C. state park
D. fairgrounds
E. soccer game

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
Where would you buy a brand new mandolin with a storage box?,mandolin,train-00000-of-00001,C,"Question:
Where would you buy a brand new mandolin with a storage box?

Which of the following is the best response to the question?

Choices:
A. spain
B. grocery store
C. musical instrument store
D. music store
E. instrument case

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
Too much jogging for elderly people can lead to what?,jogging,train-00000-of-00001,C,"Question:
Too much jogging for elderly people can lead to what?

Which of the following is the best response to the question?

Choices:
A. exhaustion
B. shortness of breath
C. heart attacks
D. blisters
E. diabetes

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"The place was special to them, you couldn't find it on just any what?",place,train-00000-of-00001,A,"Question:
The place was special to them, you couldn't find it on just any what?

Which of the following is the best response to the question?

Choices:
A. map
B. device
C. area
D. almost anywhere
E. location

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
How do you communicate with a friend when you are apart?,friend,train-00000-of-00001,C,"Question:
How do you communicate with a friend when you are apart?

Which of the following is the best response to the question?

Choices:
A. promise to help
B. offer to help
C. write letter
D. keep secret
E. cover up for

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
"If shark is stuffed and preserved,where might it be displayed?",shark,train-00000-of-00001,D,"Question:
If shark is stuffed and preserved,where might it be displayed?

Which of the following is the best response to the question?

Choices:
A. deep ocean
B. pope's office
C. pool hall
D. maritime museum
E. great outdoors

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
Where can you spend the night on the ground floor when you're away from home?,ground floor,train-00000-of-00001,C,"Question:
Where can you spend the night on the ground floor when you're away from home?

Which of the following is the best response to the question?

Choices:
A. brownstone
B. highrise building
C. hotel
D. subway
E. office building

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"When two people are doing the same thing, what do they tend to do?",people,train-00000-of-00001,B,"Question:
When two people are doing the same thing, what do they tend to do?

Which of the following is the best response to the question?

Choices:
A. read stories
B. compete
C. help
D. solve problems
E. give orders

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"If you want harmony, what is something you should try to do with the world?",something you,validation-00000-of-00001,D,"Question:
If you want harmony, what is something you should try to do with the world?

Which of the following is the best response to the question?

Choices:
A. take time
B. make noise
C. make war
D. make peace
E. make haste

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
What would you use if you wanted to make some columns of numbers?,column,train-00000-of-00001,C,"Question:
What would you use if you wanted to make some columns of numbers?

Which of the following is the best response to the question?

Choices:
A. roman architecture
B. whitehouse
C. spreadsheet
D. bridge
E. pantheon

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
What might make a person stop driving to work and instead take the bus?,driving to work,train-00000-of-00001,C,"Question:
What might make a person stop driving to work and instead take the bus?

Which of the following is the best response to the question?

Choices:
A. car crash
B. getting there
C. transportation cost
D. stress
E. road rage

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Where is a good place to get an old fashioned cup of coffee?,cup of coffee,train-00000-of-00001,D,"Question:
Where is a good place to get an old fashioned cup of coffee?

Which of the following is the best response to the question?

Choices:
A. electrical circuit
B. coffee shop
C. canteen
D. diner
E. mexico

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
"When a company wants to let people know about upcoming deals and offers, what do they do?",company,train-00000-of-00001,E,"Question:
When a company wants to let people know about upcoming deals and offers, what do they do?

Which of the following is the best response to the question?

Choices:
A. branch out
B. call
C. own factory
D. pay employees
E. mail clients

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
Sally brought the ball when she visited Scott so that they could do what with it?,ball,train-00000-of-00001,B,"Question:
Sally brought the ball when she visited Scott so that they could do what with it?

Which of the following is the best response to the question?

Choices:
A. bounces
B. play with
C. toy
D. charming
E. earball

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"Since we aren't immortal, people should what?",people,train-00000-of-00001,A,"Question:
Since we aren't immortal, people should what?

Which of the following is the best response to the question?

Choices:
A. expect to die
B. pay bills
C. buy pets
D. stay in
E. eat corn

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"The man put flooring in above his garagge, what was he looking to make?",flooring,train-00000-of-00001,A,"Question:
The man put flooring in above his garagge, what was he looking to make?

Which of the following is the best response to the question?

Choices:
A. loft
B. bedroom
C. house
D. kitchen
E. home depot

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
What could happen after discovering truth that you did not want to know?,discovering truth,train-00000-of-00001,A,"Question:
What could happen after discovering truth that you did not want to know?

Which of the following is the best response to the question?

Choices:
A. pain
B. relief
C. grey hair
D. understanding
E. enlightenment

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
What do you need to do so that other people can use television?,use television,train-00000-of-00001,D,"Question:
What do you need to do so that other people can use television?

Which of the following is the best response to the question?

Choices:
A. turn on electricity
B. open eyes
C. kill
D. plug in
E. watch television

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
On a hot day what can you do to enjoy something cool and sweet?,hot day,validation-00000-of-00001,E,"Question:
On a hot day what can you do to enjoy something cool and sweet?

Which of the following is the best response to the question?

Choices:
A. dive
B. cool off
C. fresh cake
D. go for swim
E. eat ice cream

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
What is a good way for children to learn about dining etiquette?,children,train-00000-of-00001,E,"Question:
What is a good way for children to learn about dining etiquette?

Which of the following is the best response to the question?

Choices:
A. wrong house
B. read a book
C. watch television
D. sun themselves
E. set table

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
What falls out of the sky but is generally well received?,sky,train-00000-of-00001,A,"Question:
What falls out of the sky but is generally well received?

Which of the following is the best response to the question?

Choices:
A. rain water
B. cloud over
C. becomes purple in evening
D. spoons
E. appear blue

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"The man needed to buy flooring, where was he looking for it?",flooring,train-00000-of-00001,D,"Question:
The man needed to buy flooring, where was he looking for it?

Which of the following is the best response to the question?

Choices:
A. walmart
B. loft
C. house
D. home depot
E. kitchen

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"While laid up in the hospital she tried remembering good times, like that massage on vacation that brought great what?",remembering,train-00000-of-00001,D,"Question:
While laid up in the hospital she tried remembering good times, like that massage on vacation that brought great what?

Which of the following is the best response to the question?

Choices:
A. dream
B. knowing
C. depression
D. pleasure
E. nostalgia

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
What could have an iron in some areas of it but not in other areas?,iron,train-00000-of-00001,C,"Question:
What could have an iron in some areas of it but not in other areas?

Which of the following is the best response to the question?

Choices:
A. hematite
B. linen closet
C. house
D. laundry room
E. chemistry lab

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"People always talked childlike to him, even though his disability was physical and didn't affect his what?",disability,train-00000-of-00001,E,"Question:
People always talked childlike to him, even though his disability was physical and didn't affect his what?

Which of the following is the best response to the question?

Choices:
A. strength
B. brain
C. potential
D. qualification
E. competence

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
A modern farmer needs many skills common for who in order to manage finances and increase sales?,farmer,train-00000-of-00001,B,"Question:
A modern farmer needs many skills common for who in order to manage finances and increase sales?

Which of the following is the best response to the question?

Choices:
A. harvesting
B. business man
C. city dweller
D. farm land
E. industrial

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
What is a person dressed as a clown hoping to accomplish?,person,train-00000-of-00001,B,"Question:
What is a person dressed as a clown hoping to accomplish?

Which of the following is the best response to the question?

Choices:
A. own house
B. make others happy
C. compliments
D. low crime
E. good lover

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Sam found a giant hole in the plain.  What might this hole be called?,plain,train-00000-of-00001,B,"Question:
Sam found a giant hole in the plain.  What might this hole be called?

Which of the following is the best response to the question?

Choices:
A. hill
B. gorge
C. sandplain
D. cliff
E. mountain

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
You can find a clothing store often at what outdoor collection of merchants?,clothing store,train-00000-of-00001,D,"Question:
You can find a clothing store often at what outdoor collection of merchants?

Which of the following is the best response to the question?

Choices:
A. ohio
B. buying clothing
C. park
D. strip mall
E. city or town

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"He was hiking for miles, what did he suffer from?",hiking,train-00000-of-00001,B,"Question:
He was hiking for miles, what did he suffer from?

Which of the following is the best response to the question?

Choices:
A. sweating
B. cramps
C. physical exertion
D. smile
E. deliriousness

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
A city like Detroit ended up with a lot of abandoned buildings when large amounts of people moved where?,city,train-00000-of-00001,D,"Question:
A city like Detroit ended up with a lot of abandoned buildings when large amounts of people moved where?

Which of the following is the best response to the question?

Choices:
A. forest
B. countryside
C. wilderness
D. suburbs
E. on vacation

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"This ice in my mouth is cold, what should i do with it?",cold,train-00000-of-00001,E,"Question:
This ice in my mouth is cold, what should i do with it?

Which of the following is the best response to the question?

Choices:
A. light fire
B. stay in bed
C. opposite of hot
D. scream
E. spit

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
