ind,activity_label,ctx,answer,final_prompt,len_tk_glm4_9b_base
5814.0,Food and Entertaining,"[header] How to get a basketball system for your kids [title] Consider where the system will be installed. [step] Will your system be installed on a driveway in the front of the house or inside one of your rooms? Choose a system that compliments and not overwhelms your home and landscape. [title] If you want an indoor basketball goal, your first preference must be a portable basketball hoop.",B,"Context:
""[header] How to get a basketball system for your kids [title] Consider where the system will be installed. [step] Will your system be installed on a driveway in the front of the house or inside one of your rooms? Choose a system that compliments and not overwhelms your home and landscape. [title] If you want an indoor basketball goal, your first preference must be a portable basketball hoop.""

Which of the following endings best completes the context?

Choices:
A. [step] The hoop should be 3 feet long and 6 feet wide. [title] If you want an indoor basketball goal, make sure the swing lifts up and down while you place the ball in the hoop.
B. [step] There are many systems designed especially for kids which can be adjusted from four feet to a maximum height of six feet. This makes the hoop easier for kids to play on and easier to get in and out of the room.
C. [step] Use nothing sturdy like a strong mattress or extra pillows. Install some plywood underneath the hoop for a solid, sturdy toppiece, if you're working on a basic hoop.
D. [step] You can purchase one at most sporting goods stores. If the playing field at your school does not have a portable basketball hoop, or if you live elsewhere, consider ordering the same one to make sure the field can run comfortably.

Reply with exactly one uppercase letter out of A, B, C, or D.
",300
15352.0,Personal Care and Style,[header] How to make brown eyes stand out [title] Try gold eye shadow. [step] Gold is a great way to add some pop to your brown eyes. Use gold eyeshadow on your eyelids to highlight the gold specks in your eyes.,B,"Context:
""[header] How to make brown eyes stand out [title] Try gold eye shadow. [step] Gold is a great way to add some pop to your brown eyes. Use gold eyeshadow on your eyelids to highlight the gold specks in your eyes.""

Which of the following endings best completes the context?

Choices:
A. Try getting to the part of your eyelids that comprises most of your brown eyes, then consider adding black. Continue to add gray eyeshadow on those areas that you would like to highlight.
B. Apply a matte gold shadow or a metallic gold shadow for some real pop. [substeps] You can also try other warm metallic shades like copper and bronze on your eyes to make them stand out.
C. Gray eye shadow colors like light gray, brown, tan, and neon blue work best. [substeps] You can also use some artificial eyeliner to darken the eyes.
D. [substeps] Consider using almond-shaped eyeshadow for blue eyes. A shimmery foundation works better for golden eyes.

Reply with exactly one uppercase letter out of A, B, C, or D.
",235
13803.0,Health,"[header] How to take levothyroxine [title] Swallow a capsule whole. [step] Don't try to cut, crush, or a chew a capsule. Take the pill with a sip of water, and don't drink beverages other than water when you take any form of levothyroxine.",A,"Context:
""[header] How to take levothyroxine [title] Swallow a capsule whole. [step] Don't try to cut, crush, or a chew a capsule. Take the pill with a sip of water, and don't drink beverages other than water when you take any form of levothyroxine.""

Which of the following endings best completes the context?

Choices:
A. [substeps] Milk, caffeinated drinks, and other beverages can prevent your body from properly absorbing levothyroxine. [title] Take a tablet with full glass of water.
B. Take you natural levothyroxine unless the instructions say otherwise. [title] Think about taking levothyroxine without a prescription.
C. Levothyroxine can throw off your nausea, but drinking something with different ingredients can lower your blood glucose levels. [title] Drink coffee if you are having major nausea.
D. Keep the tablets and capsules separate until your first dose. [substeps] If you don't feel comfortable swallowing this medication, you can take it orally in tablet form.

Reply with exactly one uppercase letter out of A, B, C, or D.
",244
17955.0,Home and Garden,"[header] How to prevent heel lift in hiking boots [title] Consider trail runners. [step] The "" right boots "" might not be boots at all. Many people who've suffered through heel blisters have found sweet relief by hiking in lighter shoes that don't wrap around the ankle.",D,"Context:
""[header] How to prevent heel lift in hiking boots [title] Consider trail runners. [step] The "" right boots "" might not be boots at all. Many people who've suffered through heel blisters have found sweet relief by hiking in lighter shoes that don't wrap around the ankle.""

Which of the following endings best completes the context?

Choices:
A. These shoes are probably suitable to hiking on, especially during hot or cloudy weather. Hiking sandals with criss-cross soles are also good to choose because they are lightweight.
B. Hiking in daywear or shorts, depending on your activity level, is another option. If you don't really do your research, consider switching to hiking boots from a hiking website, such as macexpert or maccountry camelpole.
C. Some hiking shoes have thin toes or cantaloupe soles, while others have lots of toe tread. Remember that new shoes are not a substitute for regular boots when hiking! [title] Consult a hiking guide.
D. The common reaction to this suggestion is "" but i need the ankle support! "" consider that maybe, with the right conditioning, you can strengthen your ankles and feet, and do not need heavy boots. If you'd rather wear boots, however...

Reply with exactly one uppercase letter out of A, B, C, or D.
",277
18557.0,Home and Garden,"[header] How to warm up for running [title] Take a light jog. [step] Jogging even for 10 minutes will activate your muscles, increase your resting pulse, and put you in a better condition to run. Even taking a brisk walk before you go for a run can be an effective way of warming up.",C,"Context:
""[header] How to warm up for running [title] Take a light jog. [step] Jogging even for 10 minutes will activate your muscles, increase your resting pulse, and put you in a better condition to run. Even taking a brisk walk before you go for a run can be an effective way of warming up.""

Which of the following endings best completes the context?

Choices:
A. Try going for a small walk to burn calories and get your heart pumping at a higher level. [title] Stop in the middle of a run.
B. Take a 100 mile (8.9 km) jog with five to 10 minutes of heart-pumping exercise in between. [substeps] Take enough time to wind down before you dive into a light jog.
C. [substeps] You won't be able to run without getting your blood pumping and your muscles warmed up with light cardio exercises like the ones listed in this section. If you plan on doing a walking warmup, keep your pace faster than normal and swing your arms as you would if you were really running.
D. Make sure to warm up with a cool down if you are still doing leg stretches or lunges. [substeps] Look at your running shoes and try to figure out the manufacturer's policy on cooling down any aspect of your running schedule.

Reply with exactly one uppercase letter out of A, B, C, or D.
",292
14340.0,Finance and Business,"[header] How to pay online for property tax in washington state [title] Determine if your county offers online payment. [step] You can find out whether or not online property tax payment is available in your county by visiting your county's treasurer website. If online payment is not an option, you will have to pay your property tax bill through the mail or in person.",D,"Context:
""[header] How to pay online for property tax in washington state [title] Determine if your county offers online payment. [step] You can find out whether or not online property tax payment is available in your county by visiting your county's treasurer website. If online payment is not an option, you will have to pay your property tax bill through the mail or in person.""

Which of the following endings best completes the context?

Choices:
A. [substeps] There are no statutory requirements regarding online payment. The only state that offers online payment is washington state.
B. Most counties in washington are only able to receive online taxes from online transfers. It is important to confirm that you will be driving your car all the time, as this will allow you to receive property without needing to pay your own taxes.
C. [substeps] Online payment of your land taxes may not be possible for all counties, and in some counties will offer automatic payment method. However, make sure to read the contract in the rental agreement to get an idea of what the seller will need.
D. [substeps] Links to each of washington's county websites can be found on the washington department of revenue website. Links are posted to both the assessor and treasurer pages for each county.

Reply with exactly one uppercase letter out of A, B, C, or D.
",276
42224.0,Personal Care and Style,"[header] How to remove makeup [title] Saturate a cotton pad with eye makeup remover. [step] A dual phase eye makeup remover works for most eye makeup. It combines the dissolving power of an oil-based remover with the gentle, soothing qualities of cleansing water.",A,"Context:
""[header] How to remove makeup [title] Saturate a cotton pad with eye makeup remover. [step] A dual phase eye makeup remover works for most eye makeup. It combines the dissolving power of an oil-based remover with the gentle, soothing qualities of cleansing water.""

Which of the following endings best completes the context?

Choices:
A. This is a good choice for heavy eye makeup--just make sure you shake the bottle thoroughly before use, as the formula tends to separate. [substeps] If you use waterproof mascara and liner or very stubborn eye makeup, use an oil-based cleanser.
B. Typically, the objective is to make the specific cleansing process a more pleasant experience, rather than being completely self-soothing. [substeps] Alternatively, you can simply dampen your cotton pad with a cold water solution and apply it from the corner of the eye to the inner corners.
C. Purchase a bottle of this remover at a drug store or online. [substeps] The longer you do this, the darker the outer layer of eye makeup will be.
D. [substeps] Although these products are less expensive than regular facial cleansers, they are not always foolproof. Overusing them will affect how effectively your makeup looks.

Reply with exactly one uppercase letter out of A, B, C, or D.
",276
14604.0,Finance and Business,"[header] How to get paid to brainstorm [title] Apply for a marketing job. [step] The chief duty of marketing professionals is to generate ideas that will help clients get their name out. As a marketing or advertising professional, you'll meet regularly with a team to throw out ad concepts and discuss the particulars of high-profile projects.",C,"Context:
""[header] How to get paid to brainstorm [title] Apply for a marketing job. [step] The chief duty of marketing professionals is to generate ideas that will help clients get their name out. As a marketing or advertising professional, you'll meet regularly with a team to throw out ad concepts and discuss the particulars of high-profile projects.""

Which of the following endings best completes the context?

Choices:
A. [substeps] Even if you live in a city where a career is not being established, a marketing job can help draw clients into your business. Take one step back and evaluate the technical aspects of a business.
B. [substeps] By getting an idea now, you'll develop skills you will need to lead your efforts in the future. Based on past experiences, you should be more familiar with the industry as a whole.
C. This may be just the job for you if you're outgoing and crave a fast-paced, sociable work environment. [substeps] Prepare for a future career by earning your degree in marketing, advertising or a related field like communications.
D. Those that encounter high-profile clients in your industry will benefit the most from applying for a marketing job. [substeps] Look for jobs at major retailers, radio stations and other high-demand places like furniture stores, department stores, video stores, and online.

Reply with exactly one uppercase letter out of A, B, C, or D.
",292
26302.0,Personal Care and Style,"[header] How to repair nails after a gel manicure [title] Moisturize your nails. [step] Moisture will help your nails recover after a gel manicure, which strips them of a lot of their natural moisture. You can buy nail moisturizer at a local beauty supply store or department store.",A,"Context:
""[header] How to repair nails after a gel manicure [title] Moisturize your nails. [step] Moisture will help your nails recover after a gel manicure, which strips them of a lot of their natural moisture. You can buy nail moisturizer at a local beauty supply store or department store.""

Which of the following endings best completes the context?

Choices:
A. You should apply a nail moisturizer each day. Apply it to your nails and the skin around them.
B. [title] Choose a suitable nail polish color for your nails. [step] It can be any shade of nail polish you like, but a neutral or pastel shade is a good choice.
C. [substeps] Make sure that you apply moisturizer daily. Avoid using antibacterial products, as this will actually make the nail polish growth weaker.
D. It should be applied well before you plan to have nail polish done at home. [substeps] If you've cut your nails yourself, ask a person to help you with the first step.

Reply with exactly one uppercase letter out of A, B, C, or D.
",234
40479.0,Home and Garden,"[header] How to make a moss table [title] Buy a cocktail table with a center piece of glass. [title] Buy some mood moss, sheet moss, and deer moss. [step] Having different types of moss will allow you to create a variety of colors.",D,"Context:
""[header] How to make a moss table [title] Buy a cocktail table with a center piece of glass. [title] Buy some mood moss, sheet moss, and deer moss. [step] Having different types of moss will allow you to create a variety of colors.""

Which of the following endings best completes the context?

Choices:
A. [title] Place the cocktail table in the dining room. [step] This room will be a place where you will not be disturbed.
B. [title] Select a table in a flower style that makes your moss table look brightly pigmented or colorful. [title] Lay out some moss on the table.
C. Typical colors work best, but depending on the tastes of your guests, a mix of whites and cream or beige moss may be ideal. Some companies recommend dark reds and gray moss.
D. [title] Buy some plywood for under the table, with pieces also for the sides. [step] Measure the pieces to fit under the glass-top area of the table-one base piece and four sides measuring the same length as the table.

Reply with exactly one uppercase letter out of A, B, C, or D.
",243
19345.0,Food and Entertaining,[header] How to garnish a martini [title] Choose green olives for vodka and gin martinis. [step] Olives are a classic martini garnish. Traditional olives to use include spanish queen and green barouni olives.,B,"Context:
""[header] How to garnish a martini [title] Choose green olives for vodka and gin martinis. [step] Olives are a classic martini garnish. Traditional olives to use include spanish queen and green barouni olives.""

Which of the following endings best completes the context?

Choices:
A. Table olives are also a classic garnish for martinis. [substeps] Blue olives are a common variation on american olives.
B. Black olives are an option, but only use them for a non-traditional martini recipe. [substeps] It's your choice to use olives with or without seeds and with or without something extra stuffed in them.
C. [substeps] Olive olives are especially popular as a garnish in martinis because they resemble the traditional burgundy red olives. [title] Choose melon martinis for champagne martinis.
D. Just about any type of olives from culuano to lime to cherry can go. [substeps] The olives commonly used for martinis are store-bought olives like cabernet sauvignon or more classic olives such as the tiger, sunoco-castor, triple sec, and goldenrod olives.

Reply with exactly one uppercase letter out of A, B, C, or D.
",278
44489.0,Personal Care and Style,"[header] How to choose developer for hair color [title] Use volume 10 developer to lift your color a single level. [step] Volume 10 is the weakest developer level, as it contains only 3% hydrogen peroxide. Volume 10 is a good option if you are going just a bit darker than your current hair color and you do not need to lift, or remove, any of your existing color.",A,"Context:
""[header] How to choose developer for hair color [title] Use volume 10 developer to lift your color a single level. [step] Volume 10 is the weakest developer level, as it contains only 3% hydrogen peroxide. Volume 10 is a good option if you are going just a bit darker than your current hair color and you do not need to lift, or remove, any of your existing color.""

Which of the following endings best completes the context?

Choices:
A. [substeps] It is also recommended if you have thin or fine hair, as it will not be too strong. This developer is also ideal if you are going to be using toner on your hair because it will balance out the toner.
B. [title] Decide if you want to go darker. [step] Darker hair makes your hair color reappear more abruptly.
C. Don't worry-it will be back to normal within a day or two. [title] Dilute product with developer 10 to give the product your very name.
D. It is easier to have it lifted than to straighten and restore hair without actually wanting to. Using volume 10 developer will keep it from being bleached and all of your color will be visible, even if your hair is very light.

Reply with exactly one uppercase letter out of A, B, C, or D.
",284
25541.0,Computers and Electronics,[header] How to report sexual abuse [title] Note physical signs of sexual abuse. [step] Children who are being sexually abused often have difficulty walking or sitting. They may also experience pain when going to the bathroom.,B,"Context:
""[header] How to report sexual abuse [title] Note physical signs of sexual abuse. [step] Children who are being sexually abused often have difficulty walking or sitting. They may also experience pain when going to the bathroom.""

Which of the following endings best completes the context?

Choices:
A. They may also experience mood swings or bring up mental illnesses. Additional symptoms for sexually abused children include : [substeps] Increased difficulty reaching and sitting.
B. [substeps] Adults who are being sexually abused might have unexplained bruises or scratch marks on their body. It's not your job to investigate the victim beyond what you observe by interacting with them normally.
C. These physical signs can include : [substeps] A severe head tilt. Head tilt is not always a problem, but is sometimes accompanied by difficulty walking or sitting.
D. This could mean they have been abused by someone else. [substeps] This type of pain is called bruises or cuts, and may resemble bleeding from large blood vessels.

Reply with exactly one uppercase letter out of A, B, C, or D.
",224
15670.0,Cars & Other Vehicles,"[header] How to wash your car without water [title] Determine if a waterless product is right. [step] If your car is caked in mud, a waterless car wash will not help and might even scratch the paint of your car. Only use a waterless product if you have minimal dirt or dust.",A,"Context:
""[header] How to wash your car without water [title] Determine if a waterless product is right. [step] If your car is caked in mud, a waterless car wash will not help and might even scratch the paint of your car. Only use a waterless product if you have minimal dirt or dust.""

Which of the following endings best completes the context?

Choices:
A. Otherwise, rinse your car with water to remove dry dirt, then use the waterless product. [title] Use a waterless car wash with wax for an added sheen.
B. To keep the same waterless car wash from scratching the paint, you'll need to use it twice a year to use it at least once a year. If you have dirt or grime leftover from waterless car washes, it could remove the paint on your car, if the paint is greasy and uneven.
C. The types of waterless solutions include : [substeps] Turbocharged water. If you have trapped and corroded dirt, turbocharged water can help.
D. [substeps] If your car does not have mud, it may be more dangerous to use this product. Chrome washers may come in two forms: tube or resin.

Reply with exactly one uppercase letter out of A, B, C, or D.
",273
24212.0,Health,"[header] How to get up when you want with only a few hours of sleep [title] Do not press the snooze button. [step] Wake up as soon as your alarm goes off. Reaching for the snooze button might seem like a great way to get an extra few minutes of sleep; however, hitting snooze actually results in your feeling more exhausted upon waking.",D,"Context:
""[header] How to get up when you want with only a few hours of sleep [title] Do not press the snooze button. [step] Wake up as soon as your alarm goes off. Reaching for the snooze button might seem like a great way to get an extra few minutes of sleep; however, hitting snooze actually results in your feeling more exhausted upon waking.""

Which of the following endings best completes the context?

Choices:
A. Getting up when your alarm goes off can cause further sleepiness later in the day. If you want to be able to wake up quickly, you can also keep your phone away from you during sleep.
B. Sometimes, you may encounter an alert light immediately, which can be dramatically triggering you. [substeps] A light sleep has been shown to raise the level of blood rushing to your body in response to stress.
C. Each time you don't feel sleepy, push out of bed and open your bedroom door. [substeps] If you're waking up with no type of alarm, hitting the snooze button might seem like a good choice.
D. [substeps] If you're waking up to an alarm clock, you'll often end up jerked awake in the middle of rem sleep. This is the deepest stage of your sleep cycle.

Reply with exactly one uppercase letter out of A, B, C, or D.
",285
25746.0,Computers and Electronics,"[header] How to link excel to powerpoint [title] Open the excel file you wish to link with the powerpoint presentation. [step] Select microsoft excel from the start menu to open it. Once you've launched excel, you can either choose to open an existing excel file or create a new one.",A,"Context:
""[header] How to link excel to powerpoint [title] Open the excel file you wish to link with the powerpoint presentation. [step] Select microsoft excel from the start menu to open it. Once you've launched excel, you can either choose to open an existing excel file or create a new one.""

Which of the following endings best completes the context?

Choices:
A. [substeps] If you choose to create a new document to link to a powerpoint presentation, you need to save it first as an excel file before you can do any kind of linking. [title] Open the powerpoint file you wish to have the excel file linked to.
B. The new option will allow you to connect your spreadsheet with excel and link it to the excel presentation wizard. [substeps] For an alternative file that will be linked with a new excel database, click or tap the "" create new spreadsheet "" button on the menu to create the new spreadsheet.
C. [substeps] Word processing document css java common programs (ftmp) file new file new microsoft excel cheplate. Net [title] Browse to the available powerpoint content that you want to link.
D. Make sure the file you want to link is at the top of excel. [substeps] If you wish to link the individual operating systems to the spreadsheet, click on "" updated "" in the menu at the top of excel and select "" new blank "" to create a new spreadsheet.

Reply with exactly one uppercase letter out of A, B, C, or D.
",317
2806.0,Computers and Electronics,"[header] How to get a car loan while living on disability income [title] Check your credit report 3-6 months ahead of time. [step] It is important to have the cleanest credit history possible when applying for any loan. When you're faced with the need to overcome a possible roadblock like disability income, this is even more important.",D,"Context:
""[header] How to get a car loan while living on disability income [title] Check your credit report 3-6 months ahead of time. [step] It is important to have the cleanest credit history possible when applying for any loan. When you're faced with the need to overcome a possible roadblock like disability income, this is even more important.""

Which of the following endings best completes the context?

Choices:
A. [title] Make sure your credit score reflects your age and quality of living. [step] Most lenders will not pay for adults with particular health needs, such as diabetes, who are second-generation americans.
B. When you apply for loans, you work from home. Consequently, it is best not to rely too heavily on debt to make buying a single car or opening a credit card company viable.
C. Speak to a trusted friend or family member about your particular credit history. She can point you in the direction of a good lender who will take you in.
D. By giving yourself six months of lead time, you can dispute any errors that may be marring your credit long before you apply. After all, the credit bureaus have 30 days to investigate each credit dispute.

Reply with exactly one uppercase letter out of A, B, C, or D.
",267
13218.0,Home and Garden,"[header] How to use measuring spoons and cups [title] Know the difference between liquid and dry measures, and use the appropriate one for each task. [step] While they hold the same volume, they are used differently. Measurements are labeled on each measure.",C,"Context:
""[header] How to use measuring spoons and cups [title] Know the difference between liquid and dry measures, and use the appropriate one for each task. [step] While they hold the same volume, they are used differently. Measurements are labeled on each measure.""

Which of the following endings best completes the context?

Choices:
A. If you're measuring cutlery, for example, one measuring spoon will be marked "" clarified "" and the other is marked "" untempered. "" [title] Measure the length from the middle of the handle.
B. That means they're written on the cup at its place. [title] For a measuring cup, you'll have to measure out 2.5 tablespoons (91 ml) for each pound (270 ml) of soup.
C. [title] Use a liquid measure for liquids, such as water, milk or oil. [step] Fill the cup to the appropriate line, place it on a level surface, and read it with your eye at the level of the liquid.
D. Here are the main differences from liquid measurement and dry measuring. [substeps] Liquids and cups may each have a separate serving dish or cup.

Reply with exactly one uppercase letter out of A, B, C, or D.
",263
48334.0,Personal Care and Style,"[header] How to survive a bank robbery [title] Stay calm. [step] When the robbery starts, it's likely to be chaotic and confusing. Breathe deeply and try to stay calm.",A,"Context:
""[header] How to survive a bank robbery [title] Stay calm. [step] When the robbery starts, it's likely to be chaotic and confusing. Breathe deeply and try to stay calm.""

Which of the following endings best completes the context?

Choices:
A. Being in a heightened emotional state may cause you to do things that you normally wouldn't do, so it's important that you try to relax as much as possible throughout the duration of the robbery. [substeps] Fear may temporarily immobilize you, so try to keep a clear head so you can react appropriately to the robbery.
B. That is, get easy, stay focused on the whole situation at hand. Notice everything that goes wrong-the robbery is not over yet so take a step back and take some deep breaths.
C. Remember that you're under no obligation to risk yourself by jumping around during the robbery and scaring everyone. The robber likely will become very angry if you are caught, so do not make the wait any longer.
D. It's important to stay calm because stealing money you don't need is akin to being robbed. If you panic, you may get caught.

Reply with exactly one uppercase letter out of A, B, C, or D.
",257
22227.0,Home and Garden,[header] How to construct a sandstone wall [title] Pick the location. [step] Make sure you aren't preventing natural run-off water from the position of the wall and footing. Observe the land in question for a few days prior to doing any work.,B,"Context:
""[header] How to construct a sandstone wall [title] Pick the location. [step] Make sure you aren't preventing natural run-off water from the position of the wall and footing. Observe the land in question for a few days prior to doing any work.""

Which of the following endings best completes the context?

Choices:
A. Trace the run-off the day before the project, take your measurements and cut out a path to the location. [substeps] The path may be difficult to follow, but be sure to have all your permits completed in two days.
B. Pay special attention to the area after it rains. You don't want to disrupt the flow of water so that it floods into your neighbor's property.
C. Select a location that has not been disturbed in a long time. The distance of your yard from your home is always a good place to begin for any repairs you might have to make.
D. After the initial survey, use this as a basis for final calculations. Later, you can calculate your actual cost.

Reply with exactly one uppercase letter out of A, B, C, or D.
",233
44575.0,Food and Entertaining,"[header] How to yodel [title] Identify the break between the chest and upper registers. [step] Yodeling requires you to switch between your chest register (normal voice) and upper register (falsetto). Where normal voice transitions to falsetto, there will be a break or voiceless gap in your tone.",B,"Context:
""[header] How to yodel [title] Identify the break between the chest and upper registers. [step] Yodeling requires you to switch between your chest register (normal voice) and upper register (falsetto). Where normal voice transitions to falsetto, there will be a break or voiceless gap in your tone.""

Which of the following endings best completes the context?

Choices:
A. You can identify a pause in the conversation. Switch between these two volumes, and figure out whether you will need to hum to achieve the spoken falsetto.
B. You'll have to vocally jump back-and-forth across this break when yodeling. [substeps] Your normal voice will vibrate your chest and have a mellow sound.
C. Think about what type of voice you have, what tone, and when. Thus, you might block out certain vowel sounds using the inside register (falsetto), which are the lower registers of your voice.
D. Your falsetto is the higher register, and gives you a distinctive tone. [substeps] Falsetto refers to a slow or slowing stutter-phrase.

Reply with exactly one uppercase letter out of A, B, C, or D.
",254
36292.0,Food and Entertaining,"[header] How to cook dry aged steak [title] Preheat your oven to 400 ° f (204 ° c). [step] You'll start off cooking your steak on the stovetop, but you'll need to transfer it into the oven to finish it, so get your oven preheated before you start. [title] Season your steak with salt and pepper.",A,"Context:
""[header] How to cook dry aged steak [title] Preheat your oven to 400 ° f (204 ° c). [step] You'll start off cooking your steak on the stovetop, but you'll need to transfer it into the oven to finish it, so get your oven preheated before you start. [title] Season your steak with salt and pepper.""

Which of the following endings best completes the context?

Choices:
A. [step] You'll want to use plenty of salt when you're seasoning your steak, but the amount depends on your taste. You don't want to create a salt crust, but do make sure you season both sides liberally.
B. [step] Sprinkle 6 tablespoons (120 ml) of salt and black pepper on top of your steak and season it with both. Stir the mixture together until everything comes together completely.
C. [step] Add 1 teaspoon (4 g) of salt and ½ teaspoon (2.5 g) of ground black pepper to the slow cooker. Try to pick out the best kind of seasoning.
D. [step] Sprinkle a full 5 tablespoons (113 g) of salt into each dish of cut steak while lightly sprinkling the seasonings. [title] Dredge your meat in a mixture of olive oil, garlic powder, and teriyaki sauce.

Reply with exactly one uppercase letter out of A, B, C, or D.
",301
23128.0,Home and Garden,"[header] How to check a california licensed contractor [title] Visit the cslb's website. [step] In california, a contractor needs to hold a valid cslb license if they are agreeing to do work on a project that is valued at $500 or more for combined labor and materials. The first step in finding a qualified contractor is to check their license.",C,"Context:
""[header] How to check a california licensed contractor [title] Visit the cslb's website. [step] In california, a contractor needs to hold a valid cslb license if they are agreeing to do work on a project that is valued at $500 or more for combined labor and materials. The first step in finding a qualified contractor is to check their license.""

Which of the following endings best completes the context?

Choices:
A. [substeps] On the website of the cslb, click on the "" get a california licensed contractor license. "" at the top of the window, you will see a "" fill in the blanks "" button.
B. [substeps] The cslb maintains a list of approved contractors located at http: // cslb.cbs.state. Us/offices/ecs3701115053.
C. Start by visiting the cslb website, which can be found at. [title] Use their "" check a license "" tool.
D. There is usually a person or organization, who can guide you when it comes to applying for a license as opposed to hiring an accredited contractor. [substeps] You can find the website at the united states department of labor and human resources.

Reply with exactly one uppercase letter out of A, B, C, or D.
",273
37788.0,Education and Communications,"[header] How to understand what you read [title] Eliminate distractions. [step] Get off the computer, turn off the tv, and cut out the music. It's very difficult to read, especially if you're reading something difficult, when your attention is divided.",A,"Context:
""[header] How to understand what you read [title] Eliminate distractions. [step] Get off the computer, turn off the tv, and cut out the music. It's very difficult to read, especially if you're reading something difficult, when your attention is divided.""

Which of the following endings best completes the context?

Choices:
A. Reading closely means you have to find a nice, comfortable location that's distraction-free. [substeps] Make reading fun by getting yourself a snack or a drink and getting comfortable.
B. [substeps] Cover your screen, disable the app or screen saver, and let your mind wander free for reading. If you need to take a break, try to find a way to excuse yourself without getting distracted.
C. Let music play, but turn off the media to filter out distractions. [title] Focus on the positives and negatives.
D. The first three steps you need to have are : [substeps] Identify the primary source of the distraction. This might be books, other people, or pets.

Reply with exactly one uppercase letter out of A, B, C, or D.
",234
3758.0,Youth,"[header] How to deal with a depressed parent [title] Familiarize yourself with the symptoms of depression. [step] You may notice that your parent has disengaged from activities that were previously enjoyable. Your parent may seem sad, hopeless, or act helpless.",C,"Context:
""[header] How to deal with a depressed parent [title] Familiarize yourself with the symptoms of depression. [step] You may notice that your parent has disengaged from activities that were previously enjoyable. Your parent may seem sad, hopeless, or act helpless.""

Which of the following endings best completes the context?

Choices:
A. Your parent may engage in drama with you or put you in unnecessary situations. You may be overwhelmed, lose interest in things you usually enjoy, and feel unable to do.
B. They may whine, cry, or engage in destructive behavior. Your parent may respond to these changes by seeming happier.
C. You may notice changes in weight (putting on weight or losing weight) or changes in sleep (sleeping very often or not sleeping enough). [substeps] Your parent may have different behavior, such as feeling more irritable, aggressive, or short-tempered than usual.
D. You might also recognize that their spending habits have changed. This may be because they have finally reverted to drinking.

Reply with exactly one uppercase letter out of A, B, C, or D.
",233
2609.0,Home and Garden,"[header] How to make red [title] Know that you cannot make red. [step] Red is a primary color, so you cannot create it by mixing any other colors. [substeps] Primary colors are colors that exist on their own and do not contain traces of any other color.",A,"Context:
""[header] How to make red [title] Know that you cannot make red. [step] Red is a primary color, so you cannot create it by mixing any other colors. [substeps] Primary colors are colors that exist on their own and do not contain traces of any other color.""

Which of the following endings best completes the context?

Choices:
A. Aside from red, the other primary colors are blue and yellow. Even though you cannot make pure red, you can still make other hues of red by mixing pure red with other colors.
B. An example of a red that exists on their own with other food in other colors is red, but a red cake was baked and baked wrong before a barbecue hosted black beans. [substeps] Red food coloring than food coloring is this color's primary color.
C. Black is also the primary color, but it is red through all the other color. [title] Measure and add a small amount of food coloring to your water.
D. Red is the main primary color on most food products such as milk, egg yolks, lemon juice, olive oil, and canola oil. Use this as an example when mixing food and drink, as the other known secondary colors are also known as red.

Reply with exactly one uppercase letter out of A, B, C, or D.
",275
6249.0,Food and Entertaining,"[header] How to make a shirley temple cocktail [title] Fill glass half-way with ice. [step] No one likes a cold drink! While you can use a cocktail mixer for this drink, it is usually made in the glass, as shaking can ruin your carbonation. [substeps] Typically, this drink is served in funky glasses--tom collins and hurricane glasses are the most common.",A,"Context:
""[header] How to make a shirley temple cocktail [title] Fill glass half-way with ice. [step] No one likes a cold drink! While you can use a cocktail mixer for this drink, it is usually made in the glass, as shaking can ruin your carbonation. [substeps] Typically, this drink is served in funky glasses--tom collins and hurricane glasses are the most common.""

Which of the following endings best completes the context?

Choices:
A. [title] Pour ginger ale and orange juice over ice. [step] If you don't want to use ginger ale, substitute a simple lemon-lime soda.
B. If you do not have a cocktail mixer you can also serve a third-party cocktail. You may be able to have a cocktail called a sinecatran, which serves the same function from the cocktail shaker as it does in the glass.
C. [title] Pour a lime to the rim of the glass. [step] Have the lime lifted up onto the rim before reaching for the lemon.
D. [title] Pack as much ice as you need into glass glasses. [step] One glass is enough for four people! Please only fill glasses with ice on the side, as most people only use ice panes.

Reply with exactly one uppercase letter out of A, B, C, or D.
",280
30200.0,Youth,"[header] How to persuade your parents to buy you a playstation console [title] Plan ahead. [step] Before trying to talk to your parents, do some research ahead of time. Research stores that have good prices.",D,"Context:
""[header] How to persuade your parents to buy you a playstation console [title] Plan ahead. [step] Before trying to talk to your parents, do some research ahead of time. Research stores that have good prices.""

Which of the following endings best completes the context?

Choices:
A. Look for video games stores that sell console items. Try to make sure that this store offers the best game packages for kid-only models, since the rewards of lots of games won't outweigh the costs.
B. Look online at social media sites to find their auction houses. Each auction house sells a certain set of gaming consoles, but determine the price beforehand.
C. Many have good sales clerks so it's important to buy one for every item you bought. If you need help narrowing down a list, try emailing your parents before making the request so you have the time and tools to research.
D. Oftentimes, it's the cost of a game console that is a major concern. If you can find a playstation for a lower cost, your parents may be more willing to buy you one.

Reply with exactly one uppercase letter out of A, B, C, or D.
",243
