question,subject,split,answer,final_prompt,len_tk_phi3_mini_4k_instruct
"Hello , boys and girls ! I'm Anna Green . Look ! This is my bedroom . The wall is white . And this is my bed . B-E-D , bed . It's green . What's this on the bed ? It is a quilt . It's a yellow quilt . And that's a jacket . It's green , too . What are those on the sofa ? They are my books . Oh , what's this on the wall ? It's a map of China . What color is it ? It is green . Oh , no . It's yellow . No , it's blue , yellow and brown . I like my bedroom very much . The map is   _   .",,auxiliary_train-00000-of-00001,D,"Hello , boys and girls ! I'm Anna Green . Look ! This is my bedroom . The wall is white . And this is my bed . B-E-D , bed . It's green . What's this on the bed ? It is a quilt . It's a yellow quilt . And that's a jacket . It's green , too . What are those on the sofa ? They are my books . Oh , what's this on the wall ? It's a map of China . What color is it ? It is green . Oh , no . It's yellow . No , it's blue , yellow and brown . I like my bedroom very much . The map is   _   .

Choices:
A. green
B. yellow
C. yellow and green
D. blue , yellow and brown

Reply with exactly one uppercase letter out of A, B, C, or D.
",205
"Although I am not in my childhood. I still prefer reading fairy tales. They often make me think of some special experiences and feelings. This summer I have received this kind of tales ,The Little Prince .It was Published in 1940 .It is the world-famous fairy tale by the Frenc h author Antoine. I ,the narrator   of the story ,is a pilot . His plane has something wrong and lands in the Sahara . The little prince lives on a small planet ,and he grows a flower called ROSE there . One day they have a quarrel   ,so the little prince runs away . On his all alone journey, he meets different kinds of people . From these people he gets a conclusion   that grow-ups are strange . And with the help of the man he meets , he descends in the Sahara . The book moved me a lot . It is not only a fairy tale for children and teenagers, but also for grow-ups . ,. The best title for this article is   _  .",,auxiliary_train-00000-of-00001,B,"Although I am not in my childhood. I still prefer reading fairy tales. They often make me think of some special experiences and feelings. This summer I have received this kind of tales ,The Little Prince .It was Published in 1940 .It is the world-famous fairy tale by the Frenc h author Antoine. I ,the narrator   of the story ,is a pilot . His plane has something wrong and lands in the Sahara . The little prince lives on a small planet ,and he grows a flower called ROSE there . One day they have a quarrel   ,so the little prince runs away . On his all alone journey, he meets different kinds of people . From these people he gets a conclusion   that grow-ups are strange . And with the help of the man he meets , he descends in the Sahara . The book moved me a lot . It is not only a fairy tale for children and teenagers, but also for grow-ups . ,. The best title for this article is   _  .

Choices:
A. A fair tale
B. My favourite fairy tale ---The Little Prince
C. How to choose the story
D. How I spent my childhood

Reply with exactly one uppercase letter out of A, B, C, or D.
",286
"I didn't feel well when I woke up yesterday morning. My throat hurt and _ . I also felt hot. My mother said I had a bad cold. I didn't want to get up, so she let me stay in bed all day. I don't usually like being in bed during the day, but I like it yesterday. I listened to the music and read a magazine. I slept a lot. I had all my meals in bed, though I didn't want to eat much. I had just soup and toast for lunch and some rice and chicken for dinner. By evening I was beginning to feel better. I asked my mother if I could get up and watch television but she said no. Today I feel much better, so I didn't stay in bed. I didn't go to school again, though. I'll go tomorrow if I feel well enough. The passage is probably from   _  .",,auxiliary_train-00000-of-00001,A,"I didn't feel well when I woke up yesterday morning. My throat hurt and _ . I also felt hot. My mother said I had a bad cold. I didn't want to get up, so she let me stay in bed all day. I don't usually like being in bed during the day, but I like it yesterday. I listened to the music and read a magazine. I slept a lot. I had all my meals in bed, though I didn't want to eat much. I had just soup and toast for lunch and some rice and chicken for dinner. By evening I was beginning to feel better. I asked my mother if I could get up and watch television but she said no. Today I feel much better, so I didn't stay in bed. I didn't go to school again, though. I'll go tomorrow if I feel well enough. The passage is probably from   _  .

Choices:
A. a student's diary
B. an ad in newspaper
C. a student's plan
D. a teacher's notebook

Reply with exactly one uppercase letter out of A, B, C, or D.
",260
In which of the following cases is a conviction of the named defendant for robbery LEAST likely to be upheld?,,auxiliary_train-00000-of-00001,D,"In which of the following cases is a conviction of the named defendant for robbery LEAST likely to be upheld?

Choices:
A. Johnson forced his way into a woman's home, bound her, and compelled her to tell him that her jewelry was in an adjoining room. Johnson went to the room, took the jewelry, and fled. 
B. A confederate of Brown pushed a man in order to cause him to lose his balance and drop his briefcase. Brown picked up the briefcase and ran off with it.
C. Having induced a woman to enter his hotel room, Ritter forced her to telephone her maid to tell the maid to bring certain jewelry to the hotel. Ritter locked the woman in the bathroom while he accepted the jewelry from the maid when she arrived. 
D. Hayes unbuttoned the vest of a man too drunk to notice and removed his wallet. A minute later, the victim missed his wallet and accused Hayes of taking it. Hayes pretended to be insulted, slapped the victim, and went off with the wallet.

Reply with exactly one uppercase letter out of A, B, C, or D.
",277
"My favorite month is May, because there are many events   in this month. May 1 is Labor Day . We have a three-day holiday  . We can have a trip. We have an Art Festival on May 8 in our school. We like it very much,we like to show our pictures. May 12 is my good friend Linda's birthday. We have a big birthday party for her . On May 20 , we have an English party. We often have in the evening. We have a book sale in our classroom on May 28 . It's very interesting. Linda's birthday is    _    .",,auxiliary_train-00000-of-00001,C,"My favorite month is May, because there are many events   in this month. May 1 is Labor Day . We have a three-day holiday  . We can have a trip. We have an Art Festival on May 8 in our school. We like it very much,we like to show our pictures. May 12 is my good friend Linda's birthday. We have a big birthday party for her . On May 20 , we have an English party. We often have in the evening. We have a book sale in our classroom on May 28 . It's very interesting. Linda's birthday is    _    .

Choices:
A. May 1st
B. May 4
C. May 12
D. May 20

Reply with exactly one uppercase letter out of A, B, C, or D.
",195
"We have a new house.It has blue windows and a red door.There is a big garden in front of the house.There are many flowers in it.They are red, yellow, pink and white.We have a dog and a cat now.The dog's name is Brownie.She is brown and yellow.The cat's name is Tabby.He is black and grey.They are lovely.Dad, Mum, Brownie, Tabby and I are a happy family. What color are the windows?",,auxiliary_train-00000-of-00001,A,"We have a new house.It has blue windows and a red door.There is a big garden in front of the house.There are many flowers in it.They are red, yellow, pink and white.We have a dog and a cat now.The dog's name is Brownie.She is brown and yellow.The cat's name is Tabby.He is black and grey.They are lovely.Dad, Mum, Brownie, Tabby and I are a happy family. What color are the windows?

Choices:
A. Blue
B. Yellow
C. Red
D. Brown

Reply with exactly one uppercase letter out of A, B, C, or D.
",156
"A womam owned a farm. She granted to a neighbor, the owner of an adjacent tract, an easement of way. The woman then went to Japan to live. The neighbor then moved into possession of the farm and used it openly and exclusively, paying the taxes for 23 years. He did not use his easement during that period. The woman returned and tried to evict the neighbor from the farm. The court held that the neighbor had acquired the farm by adverse possession. The neighbor then sold the farm back to the woman, who then put a chain across the easement. The neighbor has now brought an action to remove the chain. In most jurisdictions, the neighbor will",professional_law,test-00000-of-00001,C,"A womam owned a farm. She granted to a neighbor, the owner of an adjacent tract, an easement of way. The woman then went to Japan to live. The neighbor then moved into possession of the farm and used it openly and exclusively, paying the taxes for 23 years. He did not use his easement during that period. The woman returned and tried to evict the neighbor from the farm. The court held that the neighbor had acquired the farm by adverse possession. The neighbor then sold the farm back to the woman, who then put a chain across the easement. The neighbor has now brought an action to remove the chain. In most jurisdictions, the neighbor will

Choices:
A. lose, because he abandoned his easement.
B. lose, because he did not use his easement for the statutory period of 20 years.
C. lose, because, rather than using his easement, he used all of the farm.
D. win, because mere non-use of an easement does not extinguish it.

Reply with exactly one uppercase letter out of A, B, C, or D.
",254
"When you travel in Hong Kong,you must be careful of the traffic rules,because the traffic keeps to the left and it's different from that of the interior of China.Before crossing the street,you must look to the right and then to the left.If the traffic lights are red,the traffic must stop,people can go across the zebra line.If the traffic lights turn green,the traffic can go,and people mustn't cross the road. In the morning and in the evening,when people go to or come from work,the streets are very busy.The traffic is the most dangerous. When you go somewhere by bus in Hong Kong,you have to be careful,too.Always remember the traffic keeps to the left.Have a look first,or you may go the wrong way.In Hong Kong,there are a lot of big buses with two floors.You'd better sit on the second floor.From there you can watch the city very well.How interesting! In Hong Kong the traffic moves  _  .",,auxiliary_train-00000-of-00001,B,"When you travel in Hong Kong,you must be careful of the traffic rules,because the traffic keeps to the left and it's different from that of the interior of China.Before crossing the street,you must look to the right and then to the left.If the traffic lights are red,the traffic must stop,people can go across the zebra line.If the traffic lights turn green,the traffic can go,and people mustn't cross the road. In the morning and in the evening,when people go to or come from work,the streets are very busy.The traffic is the most dangerous. When you go somewhere by bus in Hong Kong,you have to be careful,too.Always remember the traffic keeps to the left.Have a look first,or you may go the wrong way.In Hong Kong,there are a lot of big buses with two floors.You'd better sit on the second floor.From there you can watch the city very well.How interesting! In Hong Kong the traffic moves  _  .

Choices:
A. on the right
B. on the left
C. in the middle
D. in the park

Reply with exactly one uppercase letter out of A, B, C, or D.
",270
"London, the capital of England, is political, economic  and commercial  centre. It stands on the Thames, extending for nearly thirty miles from north to south and for nearly thirty miles from east to west. London is divided into many administrative  units. Greater London, the largest unit, cover 1,605 square miles. The heart of this unit is the City of London. It is surrounded by a ring of 12 boroughs  called Inner London or Central London, covering 303 square miles, and itself, is again surrounded by a greater ring of 20 boroughs called Outer London with an area of 1,279 square miles. Thus, Greater London is made up of the City and 32 boroughs. Which is the best title of the article?",,auxiliary_train-00000-of-00001,D,"London, the capital of England, is political, economic  and commercial  centre. It stands on the Thames, extending for nearly thirty miles from north to south and for nearly thirty miles from east to west. London is divided into many administrative  units. Greater London, the largest unit, cover 1,605 square miles. The heart of this unit is the City of London. It is surrounded by a ring of 12 boroughs  called Inner London or Central London, covering 303 square miles, and itself, is again surrounded by a greater ring of 20 boroughs called Outer London with an area of 1,279 square miles. Thus, Greater London is made up of the City and 32 boroughs. Which is the best title of the article?

Choices:
A. Greater London
B. The Improtance of London
C. The Boroughs of London
D. London

Reply with exactly one uppercase letter out of A, B, C, or D.
",228
"My name is Bill. I'm an American boy. I'm twelve. I'm a student in a middle school. I'm in Class1, Grade 7. Li Lei is my friend. We're in different classes. He is eleven. Here is a photo of his family. Let's look at it. His father, the one behind the tree, is a policeman. His mother, the one on the bike, is a Chinese teacher.  He has two sisters. They are twins. They have a cat. Its name is Mimi. Look! It's on the floor under the table. The twins are middle school students, too. They look after  me at school. We are good friends. Who looks after Bill at school?    _  .",,auxiliary_train-00000-of-00001,B,"My name is Bill. I'm an American boy. I'm twelve. I'm a student in a middle school. I'm in Class1, Grade 7. Li Lei is my friend. We're in different classes. He is eleven. Here is a photo of his family. Let's look at it. His father, the one behind the tree, is a policeman. His mother, the one on the bike, is a Chinese teacher.  He has two sisters. They are twins. They have a cat. Its name is Mimi. Look! It's on the floor under the table. The twins are middle school students, too. They look after  me at school. We are good friends. Who looks after Bill at school?    _  .

Choices:
A. His parents
B. The twins
C. Mimi and Bill
D. His parents and Bill

Reply with exactly one uppercase letter out of A, B, C, or D.
",222
"Rose usually wakes up early in the morning. She always has her breakfast at half past six. She leaves home at about seven o'clock.. She is never late for school. She has many classes in the morning. At about twelve fifteen, she comes back for lunch. In the afternoon, she isn't so busy. After school she does her homework and plays with other children. In the evening, her parents come back from the factory. The family has supper together. After that, they usually read newspaper or listen to the radio for a little time. Sometimes, they watch TV. Rose goes to bed at half past nine. But her father often works late at night. Rose often goes to school at   _  .",,auxiliary_train-00000-of-00001,A,"Rose usually wakes up early in the morning. She always has her breakfast at half past six. She leaves home at about seven o'clock.. She is never late for school. She has many classes in the morning. At about twelve fifteen, she comes back for lunch. In the afternoon, she isn't so busy. After school she does her homework and plays with other children. In the evening, her parents come back from the factory. The family has supper together. After that, they usually read newspaper or listen to the radio for a little time. Sometimes, they watch TV. Rose goes to bed at half past nine. But her father often works late at night. Rose often goes to school at   _  .

Choices:
A. seven o'clock
B. half past seven
C. seven fifteen
D. about six thirty

Reply with exactly one uppercase letter out of A, B, C, or D.
",202
"A woman has been charged with felony murder for holding up a convenience store and shooting the clerk during the course of the robbery. The prosecutor now wishes to introduce the testimony of a bystander who was in the parking lot and saw the shooting through a nearby window. The bystander proposes to testify that he heard a customer in the store scream out, ""Knock that gun away! Don't let her do it again!""This evidence is admissible",professional_law,test-00000-of-00001,C,"A woman has been charged with felony murder for holding up a convenience store and shooting the clerk during the course of the robbery. The prosecutor now wishes to introduce the testimony of a bystander who was in the parking lot and saw the shooting through a nearby window. The bystander proposes to testify that he heard a customer in the store scream out, ""Knock that gun away! Don't let her do it again!""This evidence is admissible

Choices:
A. as non-hearsay.
B. if the bystander can be shown to have been a co-conspirator.
C. as an excited utterance.
D. as a statement made under belief of impending death.

Reply with exactly one uppercase letter out of A, B, C, or D.
",187
 Which of the following best characterizes Rachels's argument?,moral_disputes,test-00000-of-00001,C," Which of the following best characterizes Rachels's argument?

Choices:
A. Both active and passive euthanasia involve the intentional termination of a human life with dignity; therefore, both are morally wrong.
B. Neither active nor passive euthanasia involves the intentional termination of a human life with dignity; therefore, both are morally permissible.
C. There is no inherent moral difference between killing and letting die; therefore, there is no inherent moral difference between active and passive euthanasia.
D. There is no inherent moral difference between killing and letting die; therefore, both active and passive euthanasia are morally wrong.

Reply with exactly one uppercase letter out of A, B, C, or D.
",179
"Long long ago, an old scientist made a few tests on different animals to find out which was the cleverest of all the animals. In one test the old scientist put a monkey in a room. In the room there were many boxes. Some boxes were inside other boxes. The smallest box had some food in it. The scientist wanted to watch the monkey and to find out how long it would take the monkey to find the food. The scientist left the room. He waited for a few minutes outside the door. Then he put his eye to the keyhole . What did he see? To his surprise, he found himself looking into the eye of the monkey. The monkey was on the other side of the door and looked at the scientist through the keyhole. After the scientist left the room, the monkey   _  .",,auxiliary_train-00000-of-00001,A,"Long long ago, an old scientist made a few tests on different animals to find out which was the cleverest of all the animals. In one test the old scientist put a monkey in a room. In the room there were many boxes. Some boxes were inside other boxes. The smallest box had some food in it. The scientist wanted to watch the monkey and to find out how long it would take the monkey to find the food. The scientist left the room. He waited for a few minutes outside the door. Then he put his eye to the keyhole . What did he see? To his surprise, he found himself looking into the eye of the monkey. The monkey was on the other side of the door and looked at the scientist through the keyhole. After the scientist left the room, the monkey   _  .

Choices:
A. looked at the scientist through the keyhole
B. began to look for food
C. came into the boxes one after another
D. began to eat the food

Reply with exactly one uppercase letter out of A, B, C, or D.
",243
In which of the following situations is Defendant's claim of intoxication most likely to result in his being found not guilty?,,auxiliary_train-00000-of-00001,B,"In which of the following situations is Defendant's claim of intoxication most likely to result in his being found not guilty?

Choices:
A. Defendant is charged with manslaughter for a death resulting from an automobile accident. Defendant, the driver, claims he was so drunk he was unable to see the other car involved in the accident. 
B. Defendant is charged with assault with intent to kill Watts as a result of his wounding Watts by shooting him. Defendant claims he was so drunk he did not realize anyone else was around when he fired the gun.
C. Defendant is charged with armed robbery. He claims he was so drunk he did not know if the gun was loaded.
D. Defendant is charged with statutory rape after he had sexual intercourse with a girl aged 15 in a jurisdiction where the age of consent is 16. Defendant claims he was so drunk he did not realize the girl was a minor.

Reply with exactly one uppercase letter out of A, B, C, or D.
",243
"Name: Edward Scott    School: Revin Grove State High School Grade: 7 Term ending: 6 May Subjects : Mathematics He is a little weak in this, but he has tried his best to catch up with others. Science He can work out many difficulties.Well done! French He is the best in the class.Keep it up. History He is not so good at this, but has done better than before. Geography He is familiar  with the names of many places in the world. Music He doesn't like pop songs, though sings very well. Conduct: Fair No.in class: 9 Absences: 8 Remarks : Edward has the ability to do a lot better.More work is needed next term. Class teacher: Ivy Principal: M.L.Martin School reopens: 11 September Edward is NOT so good at  _  .",,auxiliary_train-00000-of-00001,B,"Name: Edward Scott    School: Revin Grove State High School Grade: 7 Term ending: 6 May Subjects : Mathematics He is a little weak in this, but he has tried his best to catch up with others. Science He can work out many difficulties.Well done! French He is the best in the class.Keep it up. History He is not so good at this, but has done better than before. Geography He is familiar  with the names of many places in the world. Music He doesn't like pop songs, though sings very well. Conduct: Fair No.in class: 9 Absences: 8 Remarks : Edward has the ability to do a lot better.More work is needed next term. Class teacher: Ivy Principal: M.L.Martin School reopens: 11 September Edward is NOT so good at  _  .

Choices:
A. science and geography
B. mathematics and history
C. history and French
D. music and English

Reply with exactly one uppercase letter out of A, B, C, or D.
",241
"There was once an animal named Eddy. He was not a dog, a bunny or a bear but a little kitten. Unlike the black, white and orange cats in his neighborhood, Eddy was a gray cat. He loved to go outside and run around the streets and the city. He liked to listen to the birds chirp and watch the children draw with chalk. He was a very smart and friendly kitten.  Eddy was good at many things. He was good at hopping, running and playing. The thing Eddy was best at was climbing! His claws gripped trees hard which made it easy for him to pull himself up. Anyone who saw Eddy climb might think he was part monkey!  Eddy also loved his family. When he wasn't outside he liked to sit with people when they would read, play with toys and eat. Eddy was a very lazy cat! He loved to sleep most of the day, at least 12 hours! His family could always count on him to be sleepy. What color was Eddy?",,auxiliary_train-00000-of-00001,D,"There was once an animal named Eddy. He was not a dog, a bunny or a bear but a little kitten. Unlike the black, white and orange cats in his neighborhood, Eddy was a gray cat. He loved to go outside and run around the streets and the city. He liked to listen to the birds chirp and watch the children draw with chalk. He was a very smart and friendly kitten.  Eddy was good at many things. He was good at hopping, running and playing. The thing Eddy was best at was climbing! His claws gripped trees hard which made it easy for him to pull himself up. Anyone who saw Eddy climb might think he was part monkey!  Eddy also loved his family. When he wasn't outside he liked to sit with people when they would read, play with toys and eat. Eddy was a very lazy cat! He loved to sleep most of the day, at least 12 hours! His family could always count on him to be sleepy. What color was Eddy?

Choices:
A. Black.
B. White.
C. Orange.
D. Gray.

Reply with exactly one uppercase letter out of A, B, C, or D.
",278
"Life in the future  is different from now. There are not any paper money in the future. People use their _ when they go shopping. There are not so many stores. At weekends, people needn't go out. They usually do some shopping at home on the Internet. Children don't get up early to go to school. They have lessons at home on the  Internet, too. Teachers teach their students and give them homework on the Internet. Children give the homework to their teachers on the Internet, too. People don't need to do much work. There are more robots . Robots do hard work for people. Parents don't cook or wash clothes. A cooking robot cooks breakfast. In fact, robots do all the housework for us. There are more holidays. Parents spend much time with their children. They spend a lot of time travelling around the world. I think life in the future is very interesting. Do you think so? How does the writer like the life in the future? He thinks it is  _  .",,auxiliary_train-00000-of-00001,C,"Life in the future  is different from now. There are not any paper money in the future. People use their _ when they go shopping. There are not so many stores. At weekends, people needn't go out. They usually do some shopping at home on the Internet. Children don't get up early to go to school. They have lessons at home on the  Internet, too. Teachers teach their students and give them homework on the Internet. Children give the homework to their teachers on the Internet, too. People don't need to do much work. There are more robots . Robots do hard work for people. Parents don't cook or wash clothes. A cooking robot cooks breakfast. In fact, robots do all the housework for us. There are more holidays. Parents spend much time with their children. They spend a lot of time travelling around the world. I think life in the future is very interesting. Do you think so? How does the writer like the life in the future? He thinks it is  _  .

Choices:
A. hard
B. easy
C. interesting
D. healthy

Reply with exactly one uppercase letter out of A, B, C, or D.
",277
Frankie’s baseball team scored 16 runs in a game. Max’s baseball team scored 8 runs in a game. Which statement about the number of runs scored by Frankie’s and Max’s baseball teams is true?,elementary_mathematics,validation-00000-of-00001,A,"Frankie’s baseball team scored 16 runs in a game. Max’s baseball team scored 8 runs in a game. Which statement about the number of runs scored by Frankie’s and Max’s baseball teams is true?

Choices:
A. Frankie’s team scored 2 times as many runs as Max’s team because 16 = 2 × 8.
B. Frankie’s team scored 2 times as many runs as Max’s team because 8 = 2 × 16.
C. Max’s team scored 2 times as many runs as Frankie’s team because 16 = 2 × 8.
D. Max’s team scored 2 times as many runs as Frankie’s team because 8 = 2 × 16.

Reply with exactly one uppercase letter out of A, B, C, or D.
",201
The kids were playing outside. They were drawing with chalk. They drew many things with the chalk. One of those things was a star. There was nothing else for them to do because it was the weekend. Then they stopped drawing with the chalk a little later. They did not want to go on because they were tired. They walked a little then started to splash by the lake that was nearby instead. They thought it was a good idea because it was a hot day. They played for hours.  They were making a lot of noise and laughing and talking. They went home. They did this because they were very tired. They all ate some bread. They were now quiet. They couldn't have anything else to eat until their mother called them for dinner. They waited and did not say a word. They were resting. Soon it would be time for the family meal. What did the kids draw?,,auxiliary_train-00000-of-00001,D,"The kids were playing outside. They were drawing with chalk. They drew many things with the chalk. One of those things was a star. There was nothing else for them to do because it was the weekend. Then they stopped drawing with the chalk a little later. They did not want to go on because they were tired. They walked a little then started to splash by the lake that was nearby instead. They thought it was a good idea because it was a hot day. They played for hours.  They were making a lot of noise and laughing and talking. They went home. They did this because they were very tired. They all ate some bread. They were now quiet. They couldn't have anything else to eat until their mother called them for dinner. They waited and did not say a word. They were resting. Soon it would be time for the family meal. What did the kids draw?

Choices:
A. Bread.
B. A lake.
C. Nothing.
D. A star.

Reply with exactly one uppercase letter out of A, B, C, or D.
",245
During the current year Cooley Co. had an unrealized gain of $100000 on a debt investment classified as available-for-sale. Cooley's corporate tax rate is 25%. What amount of the gain should be included in Cooley's net income and other comprehensive income at the end of the current year? Net income Other comprehensive income,professional_accounting,test-00000-of-00001,D,"During the current year Cooley Co. had an unrealized gain of $100000 on a debt investment classified as available-for-sale. Cooley's corporate tax rate is 25%. What amount of the gain should be included in Cooley's net income and other comprehensive income at the end of the current year? Net income Other comprehensive income

Choices:
A. $100000 $0
B. $75000 $25000
C. $25000 $75000
D. $0 $75000

Reply with exactly one uppercase letter out of A, B, C, or D.
",168
During an engagement to compile the financial statements of a nonissuer an accountant becomes aware that management had stated land at appraised value and that if GAAP had been followed both the land account and stockholders' equity would have been decreased by $1 million a material amount. The accountant decides to modify the standard compilation report because management will not revise the financial statements. Under these circumstances the accountant should,professional_accounting,test-00000-of-00001,C,"During an engagement to compile the financial statements of a nonissuer an accountant becomes aware that management had stated land at appraised value and that if GAAP had been followed both the land account and stockholders' equity would have been decreased by $1 million a material amount. The accountant decides to modify the standard compilation report because management will not revise the financial statements. Under these circumstances the accountant should

Choices:
A. Issue either an adverse opinion or a qualified opinion depending on materiality because of the departure from GAAP.
B. Add a separate paragraph to the accountant's report that restricts the distribution of the financial statements to ‚Äúinternal use only.‚Äù
C. Add a separate paragraph to the accountant's report that discloses the departure from GAAP and its effects on the financial statements.
D. Add a separate paragraph to the accountant's report that explains the underlying purpose of recording assets at historical cost.

Reply with exactly one uppercase letter out of A, B, C, or D.
",236
"Mr Black goes into his usual teashop one morning, and sits in one of the seats at the counter . Many other people also come in, but none of them stays long. About fifteen minutes later, a young man and a young woman come in. There are only two empty seats at the counter, one on Mr Black's left, and the other on his right. The woman sits on one seat, and the young man sits on the other, but Mr Black immediately  asks to change seats with the young man so that he and the young woman can be together. ""Oh, that isn't necessary,"" the young man says, but Mr Black insists . When the young man and the young woman are side by side, he says to her, ""Well, this old man is very kind. He wants us to sit together. May I introduce myself? My name is John. What's your name?"" Mr Black sits   _   of the teashop one morning.",,auxiliary_train-00000-of-00001,C,"Mr Black goes into his usual teashop one morning, and sits in one of the seats at the counter . Many other people also come in, but none of them stays long. About fifteen minutes later, a young man and a young woman come in. There are only two empty seats at the counter, one on Mr Black's left, and the other on his right. The woman sits on one seat, and the young man sits on the other, but Mr Black immediately  asks to change seats with the young man so that he and the young woman can be together. ""Oh, that isn't necessary,"" the young man says, but Mr Black insists . When the young man and the young woman are side by side, he says to her, ""Well, this old man is very kind. He wants us to sit together. May I introduce myself? My name is John. What's your name?"" Mr Black sits   _   of the teashop one morning.

Choices:
A. in the middle
B. in the centre
C. at the counter
D. in the front

Reply with exactly one uppercase letter out of A, B, C, or D.
",257
"John is a very strong man. He gets a job of cutting  trees in a forest. His boss gives him an axe and showed him the area where he should work. The first day, John cuts down 18 trees. ""Good,"" the boss says, ""keep it up!"" happily, John  tries harder the next day, but he only cuts down 15 trees. The third day he tries even harder, but he can only cut down 10 trees. Day after day he cuts down fewer and fewer trees. ""I must be losing my strength ,"" John thinks. He goes to the boss to say sorry and says that he can not know what is going on. ""When is the last time you sharpen  your axe?""  the boss asks. ""I'm busy cutting trees, so I have no time to do _ . "" The moral of this story: While John is working hard, he doesn't work ""smart"". He doesn't think about the best way to do his job. How many trees does John cut down on the second day?",,auxiliary_train-00000-of-00001,B,"John is a very strong man. He gets a job of cutting  trees in a forest. His boss gives him an axe and showed him the area where he should work. The first day, John cuts down 18 trees. ""Good,"" the boss says, ""keep it up!"" happily, John  tries harder the next day, but he only cuts down 15 trees. The third day he tries even harder, but he can only cut down 10 trees. Day after day he cuts down fewer and fewer trees. ""I must be losing my strength ,"" John thinks. He goes to the boss to say sorry and says that he can not know what is going on. ""When is the last time you sharpen  your axe?""  the boss asks. ""I'm busy cutting trees, so I have no time to do _ . "" The moral of this story: While John is working hard, he doesn't work ""smart"". He doesn't think about the best way to do his job. How many trees does John cut down on the second day?

Choices:
A. 18
B. 15
C. 14
D. 10

Reply with exactly one uppercase letter out of A, B, C, or D.
",286
"Tomorrow is Saturday. I'm not going to work, and my brother isn't going to school. We are going to play table tennis. We are going to have lunch in a restaurant. We're coming home at five. My parents are going to visit my grandparents. They are going to get home at half past five. We are going to help my mother cook the dinner. After supper, I am going to dance with my friends, and my brother is going to watch TV with my parents. My brother and I are going to_tomorrow.",,auxiliary_train-00000-of-00001,D,"Tomorrow is Saturday. I'm not going to work, and my brother isn't going to school. We are going to play table tennis. We are going to have lunch in a restaurant. We're coming home at five. My parents are going to visit my grandparents. They are going to get home at half past five. We are going to help my mother cook the dinner. After supper, I am going to dance with my friends, and my brother is going to watch TV with my parents. My brother and I are going to_tomorrow.

Choices:
A. have a picnic
B. visit our friends
C. go fishing
D. play table tennis

Reply with exactly one uppercase letter out of A, B, C, or D.
",171
"The Dragon Boat festival is very popular in China, it usually comes in May or June. On that day, people eat a special food--- rice dumplings. It is known as dragon-boat racing. Dragon-boat racing is the most popular activity during the festival. A dragon boat looks like a dragon, and is painted in red, white, yellow or black. Usually, a dragon boat is 20 to 40 metres long, and needs 20 people to row. Boatmen row the boat in cadence   with the drumbeats , and a man in the front of the boat waves a small flag to help coordinate  the rowing. Dragon-boat racing becomes a popular activity in South China. International  dragon-boat racing is held in Guangzhou and Hong Kong every year. If you want to watch international dragon-boat racing, you can go to   _  .",,auxiliary_train-00000-of-00001,C,"The Dragon Boat festival is very popular in China, it usually comes in May or June. On that day, people eat a special food--- rice dumplings. It is known as dragon-boat racing. Dragon-boat racing is the most popular activity during the festival. A dragon boat looks like a dragon, and is painted in red, white, yellow or black. Usually, a dragon boat is 20 to 40 metres long, and needs 20 people to row. Boatmen row the boat in cadence   with the drumbeats , and a man in the front of the boat waves a small flag to help coordinate  the rowing. Dragon-boat racing becomes a popular activity in South China. International  dragon-boat racing is held in Guangzhou and Hong Kong every year. If you want to watch international dragon-boat racing, you can go to   _  .

Choices:
A. Guangxi and Guangzhou
B. Guangzhou and Fujian
C. Guangzhou and Hong Kong
D. Hong Kong and Guangxi

Reply with exactly one uppercase letter out of A, B, C, or D.
",268
"One day a poor man was cutting a big piece of wood near a river. Suddenly his old axe   fell into the water. He felt very sad because he lost his only axe. Then all at once a beautiful fairy   came out and asked the man what the was matter. ""I have lost my axe."" he said, ""It fell into the water when I was cutting the wood."" The fairy showed him a gold axe and asked, ""Is that yours?"" ""No."" said the man. The fairy then showed him a silver   axe and asked again, ""Is this yours?"" ""No."" again answered the man. Then she showed him the old axe. ""Yes, that is mine."" called out the happy man. ""I know it well enough."" said the fairy, ""I only wanted to see if you would tell me the truth, and now I'll give you the gold axe and the silver axe besides   your own one."" ,. The beautiful fairy helped the poor man, because the poor man was  _  .",,auxiliary_train-00000-of-00001,D,"One day a poor man was cutting a big piece of wood near a river. Suddenly his old axe   fell into the water. He felt very sad because he lost his only axe. Then all at once a beautiful fairy   came out and asked the man what the was matter. ""I have lost my axe."" he said, ""It fell into the water when I was cutting the wood."" The fairy showed him a gold axe and asked, ""Is that yours?"" ""No."" said the man. The fairy then showed him a silver   axe and asked again, ""Is this yours?"" ""No."" again answered the man. Then she showed him the old axe. ""Yes, that is mine."" called out the happy man. ""I know it well enough."" said the fairy, ""I only wanted to see if you would tell me the truth, and now I'll give you the gold axe and the silver axe besides   your own one."" ,. The beautiful fairy helped the poor man, because the poor man was  _  .

Choices:
A. poor.
B. brave
C. rich
D. honest.

Reply with exactly one uppercase letter out of A, B, C, or D.
",272
