question,subject,split,answer,final_prompt,len_tk_gemma2_9b_it
"In nerve cells, microtubule-associated proteins (MAPs), most notably MAP2 and MAP tau, act to stabilize microtubules. In a mouse model, a mutant is developed that vastly reduced function across all families of MAPs, leading to increased microtubule degradation. Which cellular activity would likely be most affected?",college_medicine,test-00000-of-00001,D,"In nerve cells, microtubule-associated proteins (MAPs), most notably MAP2 and MAP tau, act to stabilize microtubules. In a mouse model, a mutant is developed that vastly reduced function across all families of MAPs, leading to increased microtubule degradation. Which cellular activity would likely be most affected?

Choices:
A. Cardiac muscle contraction
B. Transcription of mRNA from DNA
C. Krebs cycle
D. Meiosis

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
Which of the following statements is true concerning the population regression function (PRF) and sample regression function (SRF)?,econometrics,test-00000-of-00001,D,"Which of the following statements is true concerning the population regression function (PRF) and sample regression function (SRF)?

Choices:
A. The PRF is the estimated model
B. The PRF is used to infer likely values of the SRF
C. Whether the model is good can be determined by comparing the SRF and the PRF
D. The PRF is a description of the process thought to be generating the data.

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
Paul observes four different samples of water. He records the temperature and volume of each sample. Which of his samples contains the greatest amount of thermal energy?,,auxiliary_train-00000-of-00001,D,"Paul observes four different samples of water. He records the temperature and volume of each sample. Which of his samples contains the greatest amount of thermal energy?

Choices:
A. 100 mL of 10°C water
B. 100 mL of 25°C water
C. 5 liters of 10°C water
D. 5 liters of 25°C water

Reply with exactly one uppercase letter out of A, B, C, or D.
",109
What should a public relations media practitioner do if she does not know the answer to a reporter's question?,public_relations,dev-00000-of-00001,C,"What should a public relations media practitioner do if she does not know the answer to a reporter's question?

Choices:
A. Give the reporter other information she is certain is correct.
B. Say that the information is 'off the record' and will be disseminated later.
C. Say 'I don't know' and promise to provide the information later.
D. Say 'no comment,' rather than appear uninformed.

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
"According to the author, what did the Olmec have in common that bound them together in different territories?",prehistory,test-00000-of-00001,A,"According to the author, what did the Olmec have in common that bound them together in different territories?

Choices:
A. underlying religious beliefs, as seen in Olmec art and iconography
B. agricultural surpluses that led to the creation of economic inequalities
C. they spoke the same language and were related by kinship and marriage
D. a system of trade and exchange, as seen in tokens used as a form of money

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
"Mark Black is my good friend. He is English. He has a yellow bike. His bike number is 9075. His mother has a black car. The number is CA3566. His father has a black car, too. The number is CA3567. Mark has a  _  .",,auxiliary_train-00000-of-00001,A,"Mark Black is my good friend. He is English. He has a yellow bike. His bike number is 9075. His mother has a black car. The number is CA3566. His father has a black car, too. The number is CA3567. Mark has a  _  .

Choices:
A. yellow bike
B. yellow jeep
C. green bike
D. green jeep

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
What will happen to the equilibrium price level and the equilibrium quantity of output if consumer confidence increases? Assume an upward sloping aggregate supply curve.,high_school_macroeconomics,test-00000-of-00001,C,"What will happen to the equilibrium price level and the equilibrium quantity of output if consumer confidence increases? Assume an upward sloping aggregate supply curve.

Choices:
A. The equilibrium price level increases while the equilibrium quantity of output decreases.
B. The equilibrium price level decreases while the equilibrium quantity of output increases.
C. The equilibrium price level and quantity of output increase.
D. The equilibrium price level and quantity of output decrease.

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
"The probability that a point (x, y) in R^2 is chosen follows a uniform random distribution within the region described by the inequality 0 < |x| + |y| < 1 . What is the probability that 2(x + y) > 1?",college_mathematics,test-00000-of-00001,B,"The probability that a point (x, y) in R^2 is chosen follows a uniform random distribution within the region described by the inequality 0 < |x| + |y| < 1 . What is the probability that 2(x + y) > 1?

Choices:
A. 0
B. 1/4
C. sqrt(2)/4
D. 1/sqrt(2)

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
"Four packages are delivered to four houses, one to each house. If these packages are randomly delivered, what is the probability that exactly two of them are delivered to the correct houses? Express your answer as a common fraction.",high_school_mathematics,test-00000-of-00001,A,"Four packages are delivered to four houses, one to each house. If these packages are randomly delivered, what is the probability that exactly two of them are delivered to the correct houses? Express your answer as a common fraction.

Choices:
A. \frac{1}{4}
B. \frac{27}{128}
C. \frac{1}{2}
D. \frac{1}{9}

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
"With respect to the relationship between achievement and anxiety in schoolchildren, it appears that",professional_psychology,test-00000-of-00001,A,"With respect to the relationship between achievement and anxiety in schoolchildren, it appears that

Choices:
A. mildly anxious children are better achievers than more anxious ones
B. non-anxious children are better achievers than mildly anxious ones
C. some anxiety normally facilitates learning, and only for a few learners is there a point beyond which anxiety impedes learning
D. there is no systematic relationship; anxiety measures are of no help in predicting achievement

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
The capitalist world economy is what Wallerstein (1974) would call a 'world system'. This term refers to:,sociology,test-00000-of-00001,D,"The capitalist world economy is what Wallerstein (1974) would call a 'world system'. This term refers to:

Choices:
A. a means of transporting money between different areas of a country
B. an empire with a bureaucratic administration but no political centre
C. an awareness of risks and dangers that affect the environment as a whole
D. a unit with a division of labour that extends across ethnic and cultural groups

Reply with exactly one uppercase letter out of A, B, C, or D.
",109
Warner and Myrdal claimed that black former slaves were not joining the 'ethnic melting pot' of the North American cities because:,sociology,test-00000-of-00001,D,"Warner and Myrdal claimed that black former slaves were not joining the 'ethnic melting pot' of the North American cities because:

Choices:
A. the white population did not believe in liberty, equality, and democracy
B. they wanted to retain a strong sense of their original ethnic identity
C. they were not prepared to leave the Southern states and move to North America
D. the promise of citizenship was contradicted by continued discrimination

Reply with exactly one uppercase letter out of A, B, C, or D.
",109
Carbon has an atomic radius of 77 pm and a first ionization energy of 1086 kJ/mol.,high_school_chemistry,test-00000-of-00001,A,"Carbon has an atomic radius of 77 pm and a first ionization energy of 1086 kJ/mol.

Choices:
A. 70 pm, 1402 kJ/mol
B. 86 pm, 898 kJ/mol
C. 135 pm, 523 kJ/mol
D. 40 pm, 995 kJ/mol

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
"Before a federal court may address a case, it has to be justiciable, i.e., involve a case or controversy. Which of the following is not an additional limitation on federal court jurisdiction?",professional_law,test-00000-of-00001,A,"Before a federal court may address a case, it has to be justiciable, i.e., involve a case or controversy. Which of the following is not an additional limitation on federal court jurisdiction?

Choices:
A. It has to result in an advisory opinion
B. The issue has to be ripe
C. The issue can't be moot
D. A person must have a concrete stake in the outcome.

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
Dr. Marcos Manzetti uses a “sliding scale” that is based on a client’s current income to set his fees for therapy. Dr. Manzetti’s practice is:,professional_psychology,test-00000-of-00001,A,"Dr. Marcos Manzetti uses a “sliding scale” that is based on a client’s current income to set his fees for therapy. Dr. Manzetti’s practice is:

Choices:
A. ethically acceptable since it serves the best interests of his clients.
B. explicitly recommended in the ethical guidelines.
C. ethically unacceptable since it treats clients inequitably.
D. explicitly prohibited in the ethical guidelines.

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
Approximately how many movies are watched in homes in the United States in one year?,miscellaneous,test-00000-of-00001,C,"Approximately how many movies are watched in homes in the United States in one year?

Choices:
A. 200,000,000
B. 2,000,000,000
C. 20,000,000,000
D. 200,000,000,000

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
The equilibrium constant of a certain reaction is 2.6 × 10^8 at 25 °C. What is the value of ΔG°?,high_school_chemistry,validation-00000-of-00001,A,"The equilibrium constant of a certain reaction is 2.6 × 10^8 at 25 °C. What is the value of ΔG°?

Choices:
A. -48.0 kJ/mol
B. 20.8 J mol-1
C. 4.68 × 10^-3 kJ/mol
D. -4.03 kJ mol-1

Reply with exactly one uppercase letter out of A, B, C, or D.
",109
The general fertility rate fell between 1964 and 2000 because of:,sociology,test-00000-of-00001,A,"The general fertility rate fell between 1964 and 2000 because of:

Choices:
A. increases in the age of marriage and the age at which childbearing begins
B. there being fewer women of childbearing age than there were in the first half of the century
C. errors in the measurement of birth rates and production of statistics
D. the risk of diseases caused by poverty, poor housing and bad sanitation

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
The TRANSTHEORETICAL MODEL OF CHANGE was originally developed to treat addictive behaviors and 5 stages people pass through in the process of change. Which stage is correctly defined?,professional_psychology,test-00000-of-00001,C,"The TRANSTHEORETICAL MODEL OF CHANGE was originally developed to treat addictive behaviors and 5 stages people pass through in the process of change. Which stage is correctly defined?

Choices:
A. PRECONTEMPLATION: intend to take action in next 6 months
B. PREPARATION: consider change in next 6 months
C. ACTION: time and effort into modifying behavior
D. MAINTENANCE: behavior change lasted at least 8 months

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
Students are studying the classifications of stars and they learned that the majority of stars are similar to the Sun. What can the students conclude knowing that most of the stars in the galaxy are like the Sun?,,auxiliary_train-00000-of-00001,B,"Students are studying the classifications of stars and they learned that the majority of stars are similar to the Sun. What can the students conclude knowing that most of the stars in the galaxy are like the Sun?

Choices:
A. Most of the stars will become black holes.
B. Most of the stars are main sequence stars.
C. Most of the stars are protostars.
D. Most of the stars are red giants.

Reply with exactly one uppercase letter out of A, B, C, or D.
",109
"If Wayne considers the letter “Y” to be a vowel but Kristen does not, thinking that there are only 5 vowels, by what percent is the probability that a randomly selected letter out of the 26 letter alphabet will be a vowel greater in Wayne’s opinion than in Kristen’s opinion?",high_school_mathematics,test-00000-of-00001,C,"If Wayne considers the letter “Y” to be a vowel but Kristen does not, thinking that there are only 5 vowels, by what percent is the probability that a randomly selected letter out of the 26 letter alphabet will be a vowel greater in Wayne’s opinion than in Kristen’s opinion?

Choices:
A. 5%
B. 6%
C. 20%
D. 30%

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
"Base your answers on the information below. One hot, summer day it rained very heavily. After the rain, a plastic pan on a picnic table had 2 cm of rainwater in it. Four hours later, all the rainwater in the pan was gone. Which process caused the rainwater in the pan to disappear as it sat outside in the hot air?",,auxiliary_train-00000-of-00001,B,"Base your answers on the information below. One hot, summer day it rained very heavily. After the rain, a plastic pan on a picnic table had 2 cm of rainwater in it. Four hours later, all the rainwater in the pan was gone. Which process caused the rainwater in the pan to disappear as it sat outside in the hot air?

Choices:
A. condensation
B. evaporation
C. precipitation
D. erosion

Reply with exactly one uppercase letter out of A, B, C, or D.
",109
What is personal (ratione personae) immunity?,international_law,test-00000-of-00001,C,"What is personal (ratione personae) immunity?

Choices:
A. Personal immunity is afforded to all physical persons
B. Personal immunity is that which is afforded in a personal capacity and hence does not cover conduct of the State as such
C. Personal immunity is afforded only to particular persons irrespective if their conduct was undertaken in a private or public capacity
D. Personal immunity is afforded to State officials for conduct undertaken in a public capacity

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
"Iverson Jewelers wrote a letter to Miller, 'We have received an exceptionally fine self winding Rolox watch which we will sell to you at a very favorable price.'",jurisprudence,dev-00000-of-00001,D,"Iverson Jewelers wrote a letter to Miller, 'We have received an exceptionally fine self winding Rolox watch which we will sell to you at a very favorable price.'

Choices:
A. The letter is an offer to sell
B. A valid offer cannot be made by letter.
C. The letter contains a valid offer which will terminate within a reasonable time.
D. The letter lacks one of the essential elements of an offer.

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
"At time 0, five jobs are available for execution on a single processor, with service times of 25, 15, 5, 3, and 2 time units. Which of the following is the minimum value of the average completion time of these jobs?",college_computer_science,test-00000-of-00001,C,"At time 0, five jobs are available for execution on a single processor, with service times of 25, 15, 5, 3, and 2 time units. Which of the following is the minimum value of the average completion time of these jobs?

Choices:
A. 50
B. 208/5
C. 92/5
D. 10

Reply with exactly one uppercase letter out of A, B, C, or D.
",109
What types of force does Article 2(4) of the UN Charter prohibit?,international_law,dev-00000-of-00001,A,"What types of force does Article 2(4) of the UN Charter prohibit?

Choices:
A. Article 2(4) encompasses only armed force
B. Article 2(4) encompasses all types of force, including sanctions
C. Article 2(4) encompasses all interference in the domestic affairs of States
D. Article 2(4) encompasses force directed only against a State's territorial integrity

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
"A solution contains a mixture of four different compounds: KCl(aq), Fe(NO3)3(aq), MgSO4(aq), and N2H4(aq). Which of these compounds would be easiest to separate via distillation?",high_school_chemistry,test-00000-of-00001,D,"A solution contains a mixture of four different compounds: KCl(aq), Fe(NO3)3(aq), MgSO4(aq), and N2H4(aq). Which of these compounds would be easiest to separate via distillation?

Choices:
A. KCl(aq)
B. Fe(NO3)3(aq)
C. MgSO4 (aq)
D. N2H4(aq)

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
"Monarch butterflies use milkweed plants during all of their life stages. Milkweed plants grow in open areas, such as grasslands and wetlands. They also often grow between row crops. Given this information, which of these biotechnologies would pose the greatest threat to monarch butterflies?",,auxiliary_train-00000-of-00001,B,"Monarch butterflies use milkweed plants during all of their life stages. Milkweed plants grow in open areas, such as grasslands and wetlands. They also often grow between row crops. Given this information, which of these biotechnologies would pose the greatest threat to monarch butterflies?

Choices:
A. development of new antibiotics
B. development of new herbicides
C. development of disease-resistant crops
D. development of insect-resistant crops

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
"If an X-linked recessive disorder is in Hardy-Weinberg equilibrium and the incidence in males equals 1 in 100, then the expected incidence of affected homozygous females would be _______.",medical_genetics,test-00000-of-00001,C,"If an X-linked recessive disorder is in Hardy-Weinberg equilibrium and the incidence in males equals 1 in 100, then the expected incidence of affected homozygous females would be _______.

Choices:
A. 1 in 1000
B. 1 in 4000
C. 1 in 10 000
D. 1 in 40 000

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
" Construct a complete truth table for the following pairs of propositions. Then, using the truth tables, determine whether the statements are logically equivalent or contradictory. If neither, determine whether they are consistent or inconsistent. Justify your answers.
E ⊃ (F · E) and ~E · F",formal_logic,dev-00000-of-00001,C," Construct a complete truth table for the following pairs of propositions. Then, using the truth tables, determine whether the statements are logically equivalent or contradictory. If neither, determine whether they are consistent or inconsistent. Justify your answers.
E ⊃ (F · E) and ~E · F

Choices:
A. Logically equivalent
B. Contradictory
C. Neither logically equivalent nor contradictory, but consistent
D. Inconsistent

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
"Suppose A, B, and C are statements such that C is true if exactly one of A and B is true. If C is false, which of the following statements must be true?",college_mathematics,validation-00000-of-00001,B,"Suppose A, B, and C are statements such that C is true if exactly one of A and B is true. If C is false, which of the following statements must be true?

Choices:
A. If A is true, then B is false.
B. If A is false, then B is false.
C. If A is false, then B is true.
D. Both A and B are true.

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
It's summer movie time again.And heroes are ready to try their strength and magic on the silver screen.Check out our list of four films that look most promising to young audience. Which of the following films is set in ancient Britain?,,auxiliary_train-00000-of-00001,D,"It's summer movie time again.And heroes are ready to try their strength and magic on the silver screen.Check out our list of four films that look most promising to young audience. Which of the following films is set in ancient Britain?

Choices:
A. Harry Potter and the Prisoner of Azkaban.
B. Around the world in 80 Days.
C. Spider-Man 2
D. King Arthur

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
What is one reason why the government discourages collusion between large firms in the same industry?,high_school_microeconomics,test-00000-of-00001,D,"What is one reason why the government discourages collusion between large firms in the same industry?

Choices:
A. Collusive output levels tend to increase, driving the price above competitive levels.
B. Consumer surplus falls as the price is driven downward.
C. Collusive output levels tend to decrease, driving the price down to competitive levels.
D. Joint profit maximization costs society consumer surplus as the price rises above competitive levels.

Reply with exactly one uppercase letter out of A, B, C, or D.
",109
"Let V be the vector space, under the usual operations, of real polynomials that are of degree at most 3. Let W be the subspace of all polynomials p (x) in V such that p (0) = p(1) = p(-1) = 0. Then dim V + dim W is",college_mathematics,test-00000-of-00001,B,"Let V be the vector space, under the usual operations, of real polynomials that are of degree at most 3. Let W be the subspace of all polynomials p (x) in V such that p (0) = p(1) = p(-1) = 0. Then dim V + dim W is

Choices:
A. 4
B. 5
C. 6
D. 7

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
"The neuropsychological evaluation of a 70-year-old retired professional indicates low average intelligence with poor problem-solving, word- finding difficulty, poor visuomotor coordination, and definite memory impairment. The patient has limited awareness of these deficits. The most probable diagnosis is",professional_psychology,test-00000-of-00001,A,"The neuropsychological evaluation of a 70-year-old retired professional indicates low average intelligence with poor problem-solving, word- finding difficulty, poor visuomotor coordination, and definite memory impairment. The patient has limited awareness of these deficits. The most probable diagnosis is

Choices:
A. Dementia of the Alzheimer's Type
B. pseudodementia
C. Korsakoff’s syndrome
D. normal aging effects

Reply with exactly one uppercase letter out of A, B, C, or D.
",109
Cells in the body use oxygen (O2) for cellular respiration. Which is the result of cellular respiration?,,auxiliary_train-00000-of-00001,A,"Cells in the body use oxygen (O2) for cellular respiration. Which is the result of cellular respiration?

Choices:
A. ATP is produced and carbon dioxide (CO2) is released.
B. ATP is consumed and carbon dioxide (CO2) is released.
C. ATP is produced and carbon dioxide (CO2) is absorbed.
D. ATP is consumed and carbon dioxide (CO2) is absorbed.

Reply with exactly one uppercase letter out of A, B, C, or D.
",109
The sophisticated stone tool making industry at the Pinnacle Point site in South Africa is evidence of:,prehistory,test-00000-of-00001,B,"The sophisticated stone tool making industry at the Pinnacle Point site in South Africa is evidence of:

Choices:
A. a 250,000-year-old tradition of hand axe production and use.
B. a 71,000-year-old complex sequence of microblade production and use.
C. an adaptation to hunting in colder environments.
D. both a and c.

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
"To test whether extensive exercise lowers the resting heart rate, a study is performed by randomly selecting half of a group of volunteers to exercise 1 hour each morning, while the rest are instructed to perform no exercise. Is this study an experiment or an observational study?",high_school_statistics,test-00000-of-00001,D,"To test whether extensive exercise lowers the resting heart rate, a study is performed by randomly selecting half of a group of volunteers to exercise 1 hour each morning, while the rest are instructed to perform no exercise. Is this study an experiment or an observational study?

Choices:
A. An experiment with a control group and blinding
B. An experiment with blocking
C. An observational study with comparison and randomization
D. None of the above

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
The molar heat of vaporization of water is +43.9 kJ. What is the entropy change for the vaporization of water?,high_school_chemistry,test-00000-of-00001,D,"The molar heat of vaporization of water is +43.9 kJ. What is the entropy change for the vaporization of water?

Choices:
A. 8.49 J mol-1 K-1
B. 4.184 J mol-1 K-1
C. 2.78 J mol-1 K-1
D. 118 J mol-1 K-1

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
"In some national parks, controlled fires are maintained by firefighters. Which of these is one of the major reasons for using controlled burns to maintain certain ecosystems?",,auxiliary_train-00000-of-00001,D,"In some national parks, controlled fires are maintained by firefighters. Which of these is one of the major reasons for using controlled burns to maintain certain ecosystems?

Choices:
A. to give nonnative plants a chance to colonize the region
B. to prevent the spread of pests that cause damage to plants
C. to replace matured plants with saplings of the same species
D. to rid the forest floor of accumulated deadwood and brush

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
Inherent risk and control risk differ from detection risk in which of the following ways?,professional_accounting,test-00000-of-00001,B,"Inherent risk and control risk differ from detection risk in which of the following ways?

Choices:
A. Inherent risk and control risk are calculated by the client.
B. Inherent risk and control risk exist independently of the audit.
C. Inherent risk and control risk are controlled by the auditor.
D. Inherent risk and control risk exist as a result of the auditor’s judgment about materiality.

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
"Which of the following statements about proteolysis is correct?
",nutrition,test-00000-of-00001,A,"Which of the following statements about proteolysis is correct?


Choices:
A. The rate of tissue protein catabolism is more or less constant throughout the day.
B. All tissue proteins undergo catabolism at more or less the same rate.
C. All proteins that are to be catabolised are tagged with the peptide ubiquitin.
D. Lysosomal enzymes provide the only mechanism for tissue protein catabolism.

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
Good morning. My name is Eric. This is my schoolbag. What color is it? It's blue and white. And what's this in English? It's a pen. It is a black pen. This is a ruler. It's yellow. The schoolbag is   _  .,,auxiliary_train-00000-of-00001,C,"Good morning. My name is Eric. This is my schoolbag. What color is it? It's blue and white. And what's this in English? It's a pen. It is a black pen. This is a ruler. It's yellow. The schoolbag is   _  .

Choices:
A. black and white
B. red and yellow
C. blue and white
D. green and red

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
"Mr. Kohlberg owns a flower shop. At the beginning of the day, he had 152 roses. Mr. Kohlberg sold 96 of the roses and then wanted to separate the rest of the roses equally among 8 vases. What will be the total number of roses in each vase?",elementary_mathematics,test-00000-of-00001,A,"Mr. Kohlberg owns a flower shop. At the beginning of the day, he had 152 roses. Mr. Kohlberg sold 96 of the roses and then wanted to separate the rest of the roses equally among 8 vases. What will be the total number of roses in each vase?

Choices:
A. 7
B. 12
C. 48
D. 56

Reply with exactly one uppercase letter out of A, B, C, or D.
",109
"I don't understand why everyone thinks they belong in college. After all, everyone knows that when you are intelligent you'll succeed. But so many people that elect to attend college don't have even the most basic intelligence. How do they expect to get anywhere here?",logical_fallacies,test-00000-of-00001,C,"I don't understand why everyone thinks they belong in college. After all, everyone knows that when you are intelligent you'll succeed. But so many people that elect to attend college don't have even the most basic intelligence. How do they expect to get anywhere here?

Choices:
A. Attacking the Person (ad hominem)
B. Straw Man
C. Denying the Antecedent
D. Begging the Question

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
Cicero's conception of natural law is 'based on the idea that 'true law is right reason in agreement with Nature.' Reason is a key element because:,jurisprudence,test-00000-of-00001,B,"Cicero's conception of natural law is 'based on the idea that 'true law is right reason in agreement with Nature.' Reason is a key element because:

Choices:
A. It is a sin for humans not to apply reason.
B. The principles of natural law are discoverable by reason.
C. Natural law does not apply without good reason.
D. The law of nature is the basis of all positive law.

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
"For a connected, undirected graph G = (V, E), which of the following must be true?
I. Σ_{v∈V} degree(v) is even.
II. |E| ≥ |V| − 1
III. G has at least one vertex with degree 1.",college_computer_science,test-00000-of-00001,D,"For a connected, undirected graph G = (V, E), which of the following must be true?
I. Σ_{v∈V} degree(v) is even.
II. |E| ≥ |V| − 1
III. G has at least one vertex with degree 1.

Choices:
A. I only
B. II only
C. III only
D. I and II

Reply with exactly one uppercase letter out of A, B, C, or D.
",109
Which of the following best helps explain why volcanoes tend to form along subduction zones?,miscellaneous,test-00000-of-00001,A,"Which of the following best helps explain why volcanoes tend to form along subduction zones?

Choices:
A. Rock material carried deep below Earth's surface results in material melting and rising to the surface.
B. Two plates pull away from each other, and magma oozes out.
C. The friction resulting from the collision of two continents causes rock to melt.
D. There is a row of hot spots at these boundaries.

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
Which of the following statements best illustrates active listening on the part of a second-grade teacher who is helping a student solve a personal problem?,miscellaneous,test-00000-of-00001,D,"Which of the following statements best illustrates active listening on the part of a second-grade teacher who is helping a student solve a personal problem?

Choices:
A. I have gathered the facts, and I know what really happened.
B. I understand you, and I know what is best for you.
C. I believe you understood the class rules.
D. I respect you as a person with your own ideas and feelings.

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
What is the value of a post-structuralist critique in security studies?,security_studies,test-00000-of-00001,D,"What is the value of a post-structuralist critique in security studies?

Choices:
A. To enable us to understand the workings of political subjecthoods left out of traditional discourses on security.
B. To examine the base of power and its construction, in greater depth than traditional analysis.
C. To challenge the idea that smart weapons and technology are the active subjects determining security today.
D. All of these.

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
Which of the following conditions is characteristic of oligopoly?,high_school_microeconomics,test-00000-of-00001,A,"Which of the following conditions is characteristic of oligopoly?

Choices:
A. A rival firm matches price decreases of rivals, but fails to match any price increases of rivals.
B. A rival firm matches price increases of rivals, but fails to match any price decrease of rivals.
C. A rival firm fails to match both price increases or price decreases of rivals.
D. (I)) Rival firms act independently of each other.

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
"After observing several dogs running, students ask the following question: Do dogs with long hair run faster than dogs with short hair? How can the students best answer their question?",,auxiliary_train-00000-of-00001,B,"After observing several dogs running, students ask the following question: Do dogs with long hair run faster than dogs with short hair? How can the students best answer their question?

Choices:
A. record the weights and heights of many dogs
B. measure the speeds and hair lengths of many dogs
C. research to find the type of dog with the longest hair
D. race one long-haired dog against one short-haired dog

Reply with exactly one uppercase letter out of A, B, C, or D.
",109
"In rare cases, the residue of blood on ancient stone tools can:",prehistory,test-00000-of-00001,B,"In rare cases, the residue of blood on ancient stone tools can:

Choices:
A. prevent archaeologists from doing their research, since only forensic anthropologists can study bloody tools.
B. be used to identify the species of animals killed and likely eaten.
C. be used to predict the types of weapons that were not used for hunting.
D. none of the above; blood does not preserve and has never been identified on stone tools.

Reply with exactly one uppercase letter out of A, B, C, or D.
",111
"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.",abstract_algebra,validation-00000-of-00001,D,"Statement 1 | If f is a homomorphism from G to K and H is normal in G then f(H) is normal in K. Statement 2 | If f is a homomorphism from G to a group and H is finite subgroup of G, then |f(H)| divides |H|.

Choices:
A. True, True
B. False, False
C. True, False
D. False, True

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
 Little suggests that we should think about the abortion issue in terms of degrees and layers because,moral_disputes,test-00000-of-00001,C," Little suggests that we should think about the abortion issue in terms of degrees and layers because

Choices:
A. the fetus gains a more certain claim to the right to life over time.
B. the fetus gains more capacities over time.
C. a gestating mother is somewhere in between a mere biological mother and a mother in a thick, normative sense.
D. the gestating mother has different degrees and layers of preferences.

Reply with exactly one uppercase letter out of A, B, C, or D.
",109
 The purpose of evaluating the attractiveness of the differing market segments identified in the second stage of the market segmentation process is to:,marketing,test-00000-of-00001,C," The purpose of evaluating the attractiveness of the differing market segments identified in the second stage of the market segmentation process is to:

Choices:
A. Identify the specific members of each segment to be able to contact each of them directly.
B. Determine the level of resources that must be committed to each segment.
C. Evaluate the market potential within each segment.
D. Design marketing strategy and tactics to reinforce the firm's image.

Reply with exactly one uppercase letter out of A, B, C, or D.
",110
If the U.S. dollar and Chinese yuan are traded in flexible currency markets which of the following causes an appreciation of the dollar relative to the Chinese yuan?,high_school_macroeconomics,test-00000-of-00001,D,"If the U.S. dollar and Chinese yuan are traded in flexible currency markets which of the following causes an appreciation of the dollar relative to the Chinese yuan?

Choices:
A. Lower interest rates in the United States relative to China
B. Lower price levels in China relative to the United States
C. Growing American preference to consume more Chinese-made goods
D. Rising per capita GDP in China increasing imports from the United States

Reply with exactly one uppercase letter out of A, B, C, or D.
",109
 Which of the following is a central claim in Shapiro's argument?,moral_disputes,validation-00000-of-00001,B," Which of the following is a central claim in Shapiro's argument?

Choices:
A. With easy access to drugs, we can expect a significant increase in drug addiction.
B. Even with easy access to drugs, most drug users don't become addicts.
C. Legal restrictions on drug use are justified because illegal drugs are inherently addictive.
D. Only by restricting access to drugs can we solve the drug problem.

Reply with exactly one uppercase letter out of A, B, C, or D.
",108
"According to the theory of planned behavior, the three components of a person's behavioral intention are:",professional_psychology,test-00000-of-00001,A,"According to the theory of planned behavior, the three components of a person's behavioral intention are:

Choices:
A. attitude toward the behavior, subjective norms, and perceived behavioral control.
B. degree of Liking or attraction, beliefs, and action tendencies.
C. level of ability, degree of motivation, and extent of behavioral control.
D. attitudinal strength, social desirability, and perceived self-efficacy.

Reply with exactly one uppercase letter out of A, B, C, or D.
",109
"The pharaoh ruled a population of ________, of which _________ were farmers.",prehistory,test-00000-of-00001,C,"The pharaoh ruled a population of ________, of which _________ were farmers.

Choices:
A. 100,000; 25%
B. 1,000,000; 50%
C. 3,000,000; 75%
D. 5,000,000; 100%

Reply with exactly one uppercase letter out of A, B, C, or D.
",109
