question,question_concept,_split,answer,final_prompt,len_tk_phi3_mini_4k_instruct
How might a person address someone who is leaving?,person,train-00000-of-00001,B,"Question:
How might a person address someone who is leaving?

Which of the following is the best response to the question?

Choices:
A. further cause
B. wave goodbye
C. attempt suicide
D. insulting them
E. thank god

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Where did he put the newspaper for his new puppy's leaks?,newspaper,train-00000-of-00001,A,"Question:
Where did he put the newspaper for his new puppy's leaks?

Which of the following is the best response to the question?

Choices:
A. floor
B. jail
C. next door
D. library
E. porch

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Where is a common gathering place for adults often the football field?,football field,train-00000-of-00001,A,"Question:
Where is a common gathering place for adults often the football field?

Which of the following is the best response to the question?

Choices:
A. college campus
B. high school
C. sports
D. oklahoma
E. school campus

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Where is a monkey likely to enjoy being?,monkey,validation-00000-of-00001,A,"Question:
Where is a monkey likely to enjoy being?

Which of the following is the best response to the question?

Choices:
A. banana tree
B. sailor suit
C. theatre
D. mulberry bush
E. research laboratory

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
Where cna you find emergency dental office services?,dental office,train-00000-of-00001,A,"Question:
Where cna you find emergency dental office services?

Which of the following is the best response to the question?

Choices:
A. hospital
B. michigan
C. minnesota
D. dentist
E. office building

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
After the sun has risen what happens at the end of the day?,rise,train-00000-of-00001,E,"Question:
After the sun has risen what happens at the end of the day?

Which of the following is the best response to the question?

Choices:
A. deep dive
B. fall
C. lower
D. below
E. sun set

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
What wet vehicle do you steer with a wheel?,wheel,train-00000-of-00001,D,"Question:
What wet vehicle do you steer with a wheel?

Which of the following is the best response to the question?

Choices:
A. bicycle shop
B. medium
C. michigan
D. boat
E. trunk of car

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
Why would a person stay at their job without being paid?,person,train-00000-of-00001,E,"Question:
Why would a person stay at their job without being paid?

Which of the following is the best response to the question?

Choices:
A. thank god
B. wait in line
C. volunteer
D. offer help
E. enjoy working

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
What kind of building would you expect to find a skylight?,skylight,train-00000-of-00001,B,"Question:
What kind of building would you expect to find a skylight?

Which of the following is the best response to the question?

Choices:
A. roof
B. house
C. windowless room
D. company
E. office building

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
What is the largest group of books in North America?,book,train-00000-of-00001,C,"Question:
What is the largest group of books in North America?

Which of the following is the best response to the question?

Choices:
A. desk
B. school house
C. library of congress
D. closet
E. classroom

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
What is the last thing you do before you start sleeping?,sleeping,train-00000-of-00001,E,"Question:
What is the last thing you do before you start sleeping?

Which of the following is the best response to the question?

Choices:
A. being animal
B. somersaults
C. tired
D. darkness
E. closing eyes

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
What is the main goal of work outside of the home?,work,train-00000-of-00001,C,"Question:
What is the main goal of work outside of the home?

Which of the following is the best response to the question?

Choices:
A. have fun
B. workhour
C. earn money
D. create
E. produce goods

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
What could cause excitement due to things that can move but are not moving?,excitement,train-00000-of-00001,E,"Question:
What could cause excitement due to things that can move but are not moving?

Which of the following is the best response to the question?

Choices:
A. art show
B. hockey game
C. library
D. go somewhere
E. car show

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
What do people who are collectivist do?,people,train-00000-of-00001,D,"Question:
What do people who are collectivist do?

Which of the following is the best response to the question?

Choices:
A. sail boats
B. believe in god
C. shake hands
D. share things
E. question authority

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
When potatoes aren't raised in town where are they raised?,potatoes,train-00000-of-00001,E,"Question:
When potatoes aren't raised in town where are they raised?

Which of the following is the best response to the question?

Choices:
A. farm
B. cellar
C. restaurant
D. boiled
E. countryside

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Becoming inebriated leads to what state?,becoming inebriated,train-00000-of-00001,B,"Question:
Becoming inebriated leads to what state?

Which of the following is the best response to the question?

Choices:
A. regret
B. drunkenness
C. high energy
D. paralysis
E. arrest

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
Where does a jellyfish always live?,jellyfish,train-00000-of-00001,B,"Question:
Where does a jellyfish always live?

Which of the following is the best response to the question?

Choices:
A. cartoon
B. underwater
C. pacific ocean
D. japanese restaurant
E. red sea

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
The gimmicky low brow TV show was about animals when they what?,animals,validation-00000-of-00001,E,"Question:
The gimmicky low brow TV show was about animals when they what?

Which of the following is the best response to the question?

Choices:
A. sick
B. mammals
C. males
D. bite
E. attack

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
Where do movies often depict a subway station?,subway station,train-00000-of-00001,B,"Question:
Where do movies often depict a subway station?

Which of the following is the best response to the question?

Choices:
A. capital city
B. new york
C. toronto
D. london
E. big city

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"If there are people watching a priest, what is he doing?",priest,train-00000-of-00001,E,"Question:
If there are people watching a priest, what is he doing?

Which of the following is the best response to the question?

Choices:
A. on trial
B. drink coffee
C. believe in god
D. baptise
E. say mass

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Where might you go to buy silk?,silk,train-00000-of-00001,C,"Question:
Where might you go to buy silk?

Which of the following is the best response to the question?

Choices:
A. expensive clothing
B. garments
C. chinatown
D. downtown
E. nightgown

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
What could prevent someone from buying chistmas presents?,buying christmas presents,train-00000-of-00001,B,"Question:
What could prevent someone from buying chistmas presents?

Which of the following is the best response to the question?

Choices:
A. happiness
B. lack of money
C. stress
D. relief
E. exhiliration

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
Where can a person buy clothing and appliances?,clothing,train-00000-of-00001,B,"Question:
Where can a person buy clothing and appliances?

Which of the following is the best response to the question?

Choices:
A. shop
B. department store
C. mall
D. closet
E. garage sale

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
Why do some people choose to not own cars?,cars,train-00000-of-00001,A,"Question:
Why do some people choose to not own cars?

Which of the following is the best response to the question?

Choices:
A. cost money
B. slow down
C. move people
D. get to town
E. cars are cheap

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
Where would you go if you want to see a beautiful thunderstorm?,beautiful,train-00000-of-00001,E,"Question:
Where would you go if you want to see a beautiful thunderstorm?

Which of the following is the best response to the question?

Choices:
A. house
B. wet
C. bad
D. dull
E. plain

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
Where can you commonly find spirits within a house?,spirit,train-00000-of-00001,E,"Question:
Where can you commonly find spirits within a house?

Which of the following is the best response to the question?

Choices:
A. human being
B. cemetary
C. haunted house
D. medium
E. liquor cabinet

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
Where might you have to pay for a shopping bag now?,shopping bag,train-00000-of-00001,D,"Question:
Where might you have to pay for a shopping bag now?

Which of the following is the best response to the question?

Choices:
A. restaurant
B. closet
C. at starbucks
D. supermarket
E. home

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
Danny hated helping people.  It always brought what?,helping,train-00000-of-00001,C,"Question:
Danny hated helping people.  It always brought what?

Which of the following is the best response to the question?

Choices:
A. satisfaction
B. good feelings
C. complications
D. feel good about yourself
E. stress

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
In what location would a blowfish be most happy?,blowfish,train-00000-of-00001,D,"Question:
In what location would a blowfish be most happy?

Which of the following is the best response to the question?

Choices:
A. palm tree
B. books
C. fish market
D. coral reef
E. aquarium

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
Where would you find some swords in your house?,sword,train-00000-of-00001,C,"Question:
Where would you find some swords in your house?

Which of the following is the best response to the question?

Choices:
A. sheath
B. sword closet
C. collection
D. container called scabbard
E. museum

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
Where do kids go before they start primary school?,student,train-00000-of-00001,B,"Question:
Where do kids go before they start primary school?

Which of the following is the best response to the question?

Choices:
A. class room
B. kindergarten class
C. university
D. every aspect of life
E. high school

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Hurting someone else will result in what?,hurting else,train-00000-of-00001,E,"Question:
Hurting someone else will result in what?

Which of the following is the best response to the question?

Choices:
A. broken bones
B. legal problems
C. public outcry
D. punishment
E. hurt feelings

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
"The man needed to buy flooring, where was he looking for it?",flooring,train-00000-of-00001,D,"Question:
The man needed to buy flooring, where was he looking for it?

Which of the following is the best response to the question?

Choices:
A. walmart
B. loft
C. house
D. home depot
E. kitchen

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
What is likely the mood of those going to a party?,going to party,train-00000-of-00001,C,"Question:
What is likely the mood of those going to a party?

Which of the following is the best response to the question?

Choices:
A. stress relief
B. have fun
C. happiness
D. babies
E. laughter

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
What might someone not caught killing someone have?,killing,train-00000-of-00001,C,"Question:
What might someone not caught killing someone have?

Which of the following is the best response to the question?

Choices:
A. a conviction
B. going to jail
C. guilty conscience
D. retribution
E. criminal trial

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
Who can I play with if I know how to play an upright piano?,upright piano,train-00000-of-00001,B,"Question:
Who can I play with if I know how to play an upright piano?

Which of the following is the best response to the question?

Choices:
A. college
B. band
C. living room
D. military
E. house

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
A great teacher can be what when you are attending school?,attending school,validation-00000-of-00001,D,"Question:
A great teacher can be what when you are attending school?

Which of the following is the best response to the question?

Choices:
A. detention
B. graduate
C. follower
D. inspiration
E. boredom

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"Where is it especially important to keep a dry, clean floor?",floor,train-00000-of-00001,B,"Question:
Where is it especially important to keep a dry, clean floor?

Which of the following is the best response to the question?

Choices:
A. bed
B. restaurant
C. synagogue
D. wedding
E. all buildings

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
"If a clock is ticking, what is its likely status?",clock,train-00000-of-00001,D,"Question:
If a clock is ticking, what is its likely status?

Which of the following is the best response to the question?

Choices:
A. mechanical
B. fail to work
C. stop working
D. working correctly
E. time event

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
What is key to a student's ability to learn?,learning,train-00000-of-00001,D,"Question:
What is key to a student's ability to learn?

Which of the following is the best response to the question?

Choices:
A. learn more
B. distress
C. dysfunction
D. effectiveness
E. intelligence

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
What will happen if you get warm too much?,get warm,train-00000-of-00001,C,"Question:
What will happen if you get warm too much?

Which of the following is the best response to the question?

Choices:
A. feelin guilty
B. sleep
C. sweating
D. feel more comfortable
E. cuddle

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
Where does a potato enlarge?,potato,train-00000-of-00001,A,"Question:
Where does a potato enlarge?

Which of the following is the best response to the question?

Choices:
A. garden patch
B. ireland
C. vegetable stew
D. grocery store
E. optical device

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
How is someone in a new relationship likely to feel about kissing?,kissing,train-00000-of-00001,C,"Question:
How is someone in a new relationship likely to feel about kissing?

Which of the following is the best response to the question?

Choices:
A. like
B. hormones
C. shyness
D. happiness
E. pleasure

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
"When one sees an apple tree, where does one tend to be?",apple tree,train-00000-of-00001,D,"Question:
When one sees an apple tree, where does one tend to be?

Which of the following is the best response to the question?

Choices:
A. canada
B. spring
C. active
D. outside
E. washington state

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
Where could you find a very large amount of air?,air,train-00000-of-00001,B,"Question:
Where could you find a very large amount of air?

Which of the following is the best response to the question?

Choices:
A. park
B. surface of earth
C. train station
D. space shuttle
E. house

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
Why do people start to play sports at the gym?,play sports,train-00000-of-00001,D,"Question:
Why do people start to play sports at the gym?

Which of the following is the best response to the question?

Choices:
A. practice
B. compete
C. to have fun
D. get in shape
E. stretch

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
Where would you get a baseball if you do not have one?,baseball,train-00000-of-00001,A,"Question:
Where would you get a baseball if you do not have one?

Which of the following is the best response to the question?

Choices:
A. sporting goods store
B. america
C. park
D. sandbox
E. break window

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
What can an injury cause that is messy?,injury,train-00000-of-00001,A,"Question:
What can an injury cause that is messy?

Which of the following is the best response to the question?

Choices:
A. cause bleeding
B. become infected
C. distress
D. cause death
E. hurts

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
Why might others think a person is crazy?,person,train-00000-of-00001,C,"Question:
Why might others think a person is crazy?

Which of the following is the best response to the question?

Choices:
A. catch cold
B. yell
C. talk to themselves
D. open doors
E. study greek

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
What is killing usually thought of as?,killing,train-00000-of-00001,B,"Question:
What is killing usually thought of as?

Which of the following is the best response to the question?

Choices:
A. funeral
B. horrible
C. remorse
D. premeditated
E. going to jail

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
"The person was prevented from leaving work, what blocked him in the street?",person,train-00000-of-00001,B,"Question:
The person was prevented from leaving work, what blocked him in the street?

Which of the following is the best response to the question?

Choices:
A. building
B. demonstration
C. laugh
D. garage
E. conference

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
Where is one not likely to find a ring road?,ring road,train-00000-of-00001,D,"Question:
Where is one not likely to find a ring road?

Which of the following is the best response to the question?

Choices:
A. european city
B. motorcycle
C. town
D. freeway system
E. travel around city

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"If people are competing in dangerous events, what could happen?",competing,train-00000-of-00001,E,"Question:
If people are competing in dangerous events, what could happen?

Which of the following is the best response to the question?

Choices:
A. boredom
B. winning or losing
C. rivalry
D. accomplishment
E. death

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
What does someone typically feel when applying for a job?,applying for job,validation-00000-of-00001,B,"Question:
What does someone typically feel when applying for a job?

Which of the following is the best response to the question?

Choices:
A. horror
B. anxiety and fear
C. rejection
D. increased workload
E. being employed

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
What are you hoping will happen when talking?,talking,train-00000-of-00001,A,"Question:
What are you hoping will happen when talking?

Which of the following is the best response to the question?

Choices:
A. people to listen
B. conversation
C. attempting to communicate
D. making sound
E. getting to know people

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
How can a human cross a river and not mess up their hair?,river,validation-00000-of-00001,D,"Question:
How can a human cross a river and not mess up their hair?

Which of the following is the best response to the question?

Choices:
A. wisconsin
B. waterfall
C. hatred
D. bridge
E. valley

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
What do people do with the old song about twisting?,twist,train-00000-of-00001,C,"Question:
What do people do with the old song about twisting?

Which of the following is the best response to the question?

Choices:
A. flat
B. bend
C. and shout
D. straighten
E. unravel

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
What low area between mountains can an apple tree be typically found?,apple tree,train-00000-of-00001,A,"Question:
What low area between mountains can an apple tree be typically found?

Which of the following is the best response to the question?

Choices:
A. valley
B. washington state
C. open
D. countryside
E. fields

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"After a while playing, what was happening to the children?",playing,train-00000-of-00001,D,"Question:
After a while playing, what was happening to the children?

Which of the following is the best response to the question?

Choices:
A. fights
B. competitiveness
C. having fun
D. getting tired
E. learning

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
What would you need for running in the Olympics but not for running outside?,running,train-00000-of-00001,C,"Question:
What would you need for running in the Olympics but not for running outside?

Which of the following is the best response to the question?

Choices:
A. legs
B. more energy than walking
C. agility
D. movement
E. speed

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
What is likely the result of a small episode of falling?,falling,train-00000-of-00001,B,"Question:
What is likely the result of a small episode of falling?

Which of the following is the best response to the question?

Choices:
A. broken bones
B. pain
C. injury
D. getting hurt contact with
E. going down

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
"The text made no sense, it was just a random what?",text,train-00000-of-00001,A,"Question:
The text made no sense, it was just a random what?

Which of the following is the best response to the question?

Choices:
A. sequence of words
B. book
C. hatred
D. fade
E. analyzing

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
What do most people have five years after becoming a parent?,parents,train-00000-of-00001,B,"Question:
What do most people have five years after becoming a parent?

Which of the following is the best response to the question?

Choices:
A. speak freely
B. school child
C. understand children
D. care for children
E. toddler

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Where would you find an expensive lantern?,lantern,train-00000-of-00001,D,"Question:
Where would you find an expensive lantern?

Which of the following is the best response to the question?

Choices:
A. a collector's house
B. dark place
C. house
D. antique shop
E. street

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
At a state fair judging pigs requires careful what?,judging,train-00000-of-00001,D,"Question:
At a state fair judging pigs requires careful what?

Which of the following is the best response to the question?

Choices:
A. verdict
B. judging
C. responsibility
D. evaluating
E. prejudice

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
What area is likely to contain a large village?,village,train-00000-of-00001,D,"Question:
What area is likely to contain a large village?

Which of the following is the best response to the question?

Choices:
A. rural area
B. big city
C. suburbs
D. ohio
E. countryside

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
How does a person begin reproducing?,reproducing,validation-00000-of-00001,B,"Question:
How does a person begin reproducing?

Which of the following is the best response to the question?

Choices:
A. genetic mutation
B. have sex
C. kiss
D. flirting
E. going on a date

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
What do people break into a brownstone to steal?,brownstone,train-00000-of-00001,A,"Question:
What do people break into a brownstone to steal?

Which of the following is the best response to the question?

Choices:
A. ring
B. subdivision
C. live in
D. new york city
E. circlet

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Where is a good place for a window in a house?,window,train-00000-of-00001,C,"Question:
Where is a good place for a window in a house?

Which of the following is the best response to the question?

Choices:
A. restroom
B. building
C. wall
D. classroom
E. space shuttle

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
Where would I not want a fox?,fox,validation-00000-of-00001,A,"Question:
Where would I not want a fox?

Which of the following is the best response to the question?

Choices:
A. hen house
B. english hunt
C. mountains
D. outside bedroom window
E. england

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
Where would you be concerned about finding a cavity?,cavity,validation-00000-of-00001,E,"Question:
Where would you be concerned about finding a cavity?

Which of the following is the best response to the question?

Choices:
A. solid object
B. molar
C. dentist
D. unbrushed tooth
E. teeth

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
What does hearing someone play violin beautifully make you?,play violin,train-00000-of-00001,B,"Question:
What does hearing someone play violin beautifully make you?

Which of the following is the best response to the question?

Choices:
A. buy earplugs
B. inspiring
C. guitar
D. make music
E. like music

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
What does a person often feel about someone judging them guilty?,judging,validation-00000-of-00001,C,"Question:
What does a person often feel about someone judging them guilty?

Which of the following is the best response to the question?

Choices:
A. controversy
B. responsibility
C. resentment
D. judge feelings
E. hurt feelings

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
An American might hike a mountain north to get to what?,mountain,train-00000-of-00001,A,"Question:
An American might hike a mountain north to get to what?

Which of the following is the best response to the question?

Choices:
A. canada
B. switzerland
C. orlando
D. austria
E. surface of earth

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
What would a team be doing when a winning baseball game is imminent?,winning baseball game,train-00000-of-00001,C,"Question:
What would a team be doing when a winning baseball game is imminent?

Which of the following is the best response to the question?

Choices:
A. pride
B. recognition
C. celebrating
D. joy
E. going home

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
What always happens when you are having lunch?,having lunch,train-00000-of-00001,B,"Question:
What always happens when you are having lunch?

Which of the following is the best response to the question?

Choices:
A. talk to people
B. eat food
C. burp
D. tear a wrapper
E. choke

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
A post office is always located in what kind of structure?,post office,train-00000-of-00001,D,"Question:
A post office is always located in what kind of structure?

Which of the following is the best response to the question?

Choices:
A. center of town
B. town or city
C. deliveries
D. building
E. business district

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
"The student needed to  get some new pencils, where did he go?",pencils,train-00000-of-00001,A,"Question:
The student needed to  get some new pencils, where did he go?

Which of the following is the best response to the question?

Choices:
A. store
B. classroom
C. backpack
D. cabinet
E. teacher

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"The movie had many a song and dance, it was a what?",song,train-00000-of-00001,C,"Question:
The movie had many a song and dance, it was a what?

Which of the following is the best response to the question?

Choices:
A. bollywood
B. record
C. musical
D. jukebox
E. napster

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
What mineral is plentiful in milk and helps bone development?,milk,train-00000-of-00001,C,"Question:
What mineral is plentiful in milk and helps bone development?

Which of the following is the best response to the question?

Choices:
A. metal
B. lactose
C. calcium
D. water
E. fridge

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Where is a person doing housework likely to work?,doing housework,train-00000-of-00001,B,"Question:
Where is a person doing housework likely to work?

Which of the following is the best response to the question?

Choices:
A. house guest
B. nice home
C. boredom
D. become tired
E. low pay

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
"If a person saw wings on a helmet, where would they be?",wings,train-00000-of-00001,C,"Question:
If a person saw wings on a helmet, where would they be?

Which of the following is the best response to the question?

Choices:
A. airport
B. heaven
C. detroit
D. flight school
E. airplane

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"The support team landed in the disaster zone, they hoped to provide what?",support,train-00000-of-00001,D,"Question:
The support team landed in the disaster zone, they hoped to provide what?

Which of the following is the best response to the question?

Choices:
A. family
B. let down
C. marriage
D. aid
E. neglect

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
It is important to spend time in nature and sometimes get out of where?,nature,train-00000-of-00001,A,"Question:
It is important to spend time in nature and sometimes get out of where?

Which of the following is the best response to the question?

Choices:
A. city
B. man made
C. indoors
D. town
E. artificial

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
Where is a snake unlikely to be welcome?,snake,train-00000-of-00001,C,"Question:
Where is a snake unlikely to be welcome?

Which of the following is the best response to the question?

Choices:
A. hollow log
B. arid climate
C. petting zoo
D. ocean
E. tropical forest

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
What part of the body are lips on?,lip,train-00000-of-00001,A,"Question:
What part of the body are lips on?

Which of the following is the best response to the question?

Choices:
A. mouth
B. jars and all faces
C. kentucky fried chicken
D. hand
E. human

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
What could be moved to stop a hinged door from moving?,hinged door,train-00000-of-00001,C,"Question:
What could be moved to stop a hinged door from moving?

Which of the following is the best response to the question?

Choices:
A. doorway
B. building
C. jamb
D. pantry
E. furnace

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
What do you have to do to get something from a store?,get,train-00000-of-00001,B,"Question:
What do you have to do to get something from a store?

Which of the following is the best response to the question?

Choices:
A. steal
B. purchase
C. work hard
D. proactive
E. reach for

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
"If a human wants to harm another person, what should he join?",human,train-00000-of-00001,A,"Question:
If a human wants to harm another person, what should he join?

Which of the following is the best response to the question?

Choices:
A. battle
B. doctor
C. electrical circuit
D. mexico
E. school

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
Bob was having fun with bill.  How might Bob express his feelings?,having fun,train-00000-of-00001,D,"Question:
Bob was having fun with bill.  How might Bob express his feelings?

Which of the following is the best response to the question?

Choices:
A. accident
B. stress relief
C. happiness
D. may laugh
E. pleasure

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
What happens if you mess up while skating?,skating,train-00000-of-00001,D,"Question:
What happens if you mess up while skating?

Which of the following is the best response to the question?

Choices:
A. having fun
B. fly to the moon
C. may fall
D. can fall
E. get cold

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
What would you get if you want a painting but cannot afford the original?,original,train-00000-of-00001,A,"Question:
What would you get if you want a painting but cannot afford the original?

Which of the following is the best response to the question?

Choices:
A. reproduction
B. derivative
C. reproduction
D. simile
E. remake

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
A person achieved success and was what by his peers?,person,train-00000-of-00001,B,"Question:
A person achieved success and was what by his peers?

Which of the following is the best response to the question?

Choices:
A. critical thinking
B. congratulated
C. kick him
D. equal opportunity
E. own house

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Where might I find the names of a place to stay?,place to stay,train-00000-of-00001,B,"Question:
Where might I find the names of a place to stay?

Which of the following is the best response to the question?

Choices:
A. hotel
B. phone book
C. motel
D. in a story book
E. city

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
"The family was playing cards, what would be a reason for this?",playing cards,train-00000-of-00001,D,"Question:
The family was playing cards, what would be a reason for this?

Which of the following is the best response to the question?

Choices:
A. amusement
B. losing money
C. charmed
D. having fun
E. win money

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Where is a small dog likely to be well groomed?,small dog,train-00000-of-00001,D,"Question:
Where is a small dog likely to be well groomed?

Which of the following is the best response to the question?

Choices:
A. animal shelter
B. backyard
C. park
D. dog show
E. georgia

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
What body of water is typically shallow water?,shallow water,train-00000-of-00001,D,"Question:
What body of water is typically shallow water?

Which of the following is the best response to the question?

Choices:
A. lake
B. aquariums
C. swimming pool
D. pond
E. childrens pools

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
You can do what do share your memories of visiting a museum?,visiting museum,train-00000-of-00001,B,"Question:
You can do what do share your memories of visiting a museum?

Which of the following is the best response to the question?

Choices:
A. cry
B. take pictures
C. talk loudly
D. whisper
E. entertainment

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
What does a person want to get at a restaurant?,person,train-00000-of-00001,C,"Question:
What does a person want to get at a restaurant?

Which of the following is the best response to the question?

Choices:
A. self esteem
B. compliments
C. delicious food
D. easy life
E. fulfillment

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Where would a marmoset be unable to breathe?,marmoset,train-00000-of-00001,D,"Question:
Where would a marmoset be unable to breathe?

Which of the following is the best response to the question?

Choices:
A. latin america
B. dictionary
C. france
D. underground
E. burrow

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
While washing clothes they became what when caught on the sharp object?,washing clothes,validation-00000-of-00001,D,"Question:
While washing clothes they became what when caught on the sharp object?

Which of the following is the best response to the question?

Choices:
A. damaged
B. wet clothes
C. wear out
D. torn
E. have fun

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Bobby found the lamp beside him when he got up. Where was the lamp?,lamp,train-00000-of-00001,E,"Question:
Bobby found the lamp beside him when he got up. Where was the lamp?

Which of the following is the best response to the question?

Choices:
A. building
B. house
C. store
D. ocean
E. bedroom

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
What helps someone be a good teacher?,teacher,train-00000-of-00001,C,"Question:
What helps someone be a good teacher?

Which of the following is the best response to the question?

Choices:
A. teaching to the test
B. vacation
C. interested students
D. students to learn
E. educate students

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
What often happens to the remembering of people who are stressed?,remembering,train-00000-of-00001,B,"Question:
What often happens to the remembering of people who are stressed?

Which of the following is the best response to the question?

Choices:
A. knowledge
B. problems
C. difficult
D. nostalgia
E. depression

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
