ind,activity_label,ctx,answer,final_prompt,len_tk_gemma2_9b_base
47781.0,Philosophy and Religion,"[header] How to clean beach sand [title] Gather twice as much sand as you'll need. [step] You'll likely lose some sand during the cleaning process. When you collect sand at the beach, gather twice as much sand as you need for your project.",D,"Context:
""[header] How to clean beach sand [title] Gather twice as much sand as you'll need. [step] You'll likely lose some sand during the cleaning process. When you collect sand at the beach, gather twice as much sand as you need for your project.""

Which of the following endings best completes the context?

Choices:
A. [substeps] Make sure you collect more than you're willing to feed your pet. Many people choose to stop paddling just because they're thinking they can sort sand, and many leave for other reasons, such as having more plants to eat, parking lots, etc.
B. Always check your sand line to see how much sand you need, and carry a time-timer for the duration of the cleaning process. It's even possible to lose less than one inch of sand during the cleaning process, depending on the extent of your sand risk.
C. Your sand pile should be spaced out as far as you can stand. However, sand tends to compress into either larger portions or small clumps.
D. This will ensure you'll have enough even if you lose some sand when you clean it. [title] Sift sand to remove unwanted rocks and debris.

Reply with exactly one uppercase letter out of A, B, C, or D.
",276
17185.0,Family Life,[header] How to convince your parents of your intercaste love [title] Find the correct moment to talk to your parents. [step] Avoid situations when they are tense or irritated. [title] Try to explain to your parents why you love your partner.,A,"Context:
""[header] How to convince your parents of your intercaste love [title] Find the correct moment to talk to your parents. [step] Avoid situations when they are tense or irritated. [title] Try to explain to your parents why you love your partner.""

Which of the following endings best completes the context?

Choices:
A. [step] List out the reasons why you love them and what made you fall for them in the first place, even though it may sound like a business proposal. [title] Search for marriages in your family which are intercaste or unconventional and were successful.
B. [step] ( are you married? ) the more outlandish the scenarios the better. Your parents will probably appreciate this more if they see you really enjoy your partner.
C. [step] You'll have a better chance of convincing your parents that they love you if you are present when you first talk to them. The more room you have to describe your love for your partner, the better it will convey to your parents what love looks like.
D. [step] They will be more calm and receptive when they know you really love your partner. [title] Ask them why they want to talk.

Reply with exactly one uppercase letter out of A, B, C, or D.
",274
37702.0,Finance and Business,"[header] How to respond to a retaliatory landlord [title] Collect and keep any evidence of the landlord's retaliation. [step] As soon as the landlord begins any retaliatory action, you need to collect evidence of it. You may be able to resolve your dispute with the landlord without going to court, but in case the matter does go to court, you will need evidence.",D,"Context:
""[header] How to respond to a retaliatory landlord [title] Collect and keep any evidence of the landlord's retaliation. [step] As soon as the landlord begins any retaliatory action, you need to collect evidence of it. You may be able to resolve your dispute with the landlord without going to court, but in case the matter does go to court, you will need evidence.""

Which of the following endings best completes the context?

Choices:
A. The following are examples of evidence you should collect : [substeps] Photos or video your landlord has taken of you or your family. Evidence of any repairs you make to your home.
B. A retaliatory landlord has to prove he has committed a crime and is prepared to take on that responsibility. Include police reports of the incident, as well as pictures you took of the perpetrator.
C. [substeps] This process of collecting evidence is often called an "" appeal. "" you can make an appeal as a matter of law.
D. [substeps] Keep copies of any letters or notices that the landlord sends you that you believe show the retaliatory action. Take photos of any negative living conditions that are the source of the problem.

Reply with exactly one uppercase letter out of A, B, C, or D.
",271
31887.0,Family Life,"[header] How to improve your child's fitness [title] Familiarize yourself with the components of fitness. [step] Childhood fitness is multifaceted, encompassing a number of aspects having to do with health and well-being. [substeps] Flexibility pertains to the body's range of motion.",B,"Context:
""[header] How to improve your child's fitness [title] Familiarize yourself with the components of fitness. [step] Childhood fitness is multifaceted, encompassing a number of aspects having to do with health and well-being. [substeps] Flexibility pertains to the body's range of motion.""

Which of the following endings best completes the context?

Choices:
A. Movement in high performance endurance increases your metabolism and calcium-critical structures are developed by the tone for the muscles. You may experience a range of conditions, including diarrhea, coughing, dizziness, and cramps.
B. The goal of flexibility training is to have maximum range of motion without pain or stiffness. Strength refers to the amount of weight the muscles can push, pull or support.
C. Many adults develop faster and more easily through movement, while others work on flexibility differently. The unique tensile nature of gymnastics exercises can lead to muscle exhaustion, dizziness and fatigue when increasing explosive power.
D. The majority of the time the tone received from yoga is caused by tendons and ligaments. Limbs are also combined with muscles and tendons; resistance is shared in the body, which can be communicated from the arm bends and back of movement.

Reply with exactly one uppercase letter out of A, B, C, or D.
",268
22035.0,Computers and Electronics,"[header] How to find business success during a recession [title] Offer a less expensive alternative. [step] Businesses that remain competitive during a recession offer less-expensive alternatives in goods and services. During a recession, customers are looking for ways to stretch their money.",D,"Context:
""[header] How to find business success during a recession [title] Offer a less expensive alternative. [step] Businesses that remain competitive during a recession offer less-expensive alternatives in goods and services. During a recession, customers are looking for ways to stretch their money.""

Which of the following endings best completes the context?

Choices:
A. Increase your business's customers by raising your prices and making sure to offer several methods to make your customers happy. [substeps] Disclosing helpful companies' buying methods can help reduce your negative impact on customers.
B. Offering a lower number of savings than you think you'll get is another very penny-for-your-buck option. Be aware that some people may not even have enough for five years to even pursue their summer business investments.
C. This means the businesses may have lower costs. [substeps] Try offering a lower price at the beginning to present a better result.
D. If you can provide a product or service at a lower price than your competitors offer, customers are likely to give you their business. After the recession you can expand your business because of your strong customer base.

Reply with exactly one uppercase letter out of A, B, C, or D.
",260
37610.0,Health,"[header] How to determine your dominant eye [title] Try a simple pointing test. [step] With both eyes open, point your finger at a distant object. Close one eye, then switch and close the other eye.",D,"Context:
""[header] How to determine your dominant eye [title] Try a simple pointing test. [step] With both eyes open, point your finger at a distant object. Close one eye, then switch and close the other eye.""

Which of the following endings best completes the context?

Choices:
A. Practice the trick until you know how far in front you are aiming. One or both eyes should still be in contact with each other.
B. If your point is symmetrical, look it in the direction the object is swinging from. The movement should be fluid, not jerky.
C. This will likely take a couple of tries, depending on the positioning of your finger. [substeps] One eye should be opening up and the other should close.
D. Your finger should appear to move off or away from the object when one eye is closed. If the finger does not appear to move, then the eye you closed is your nondominant eye.

Reply with exactly one uppercase letter out of A, B, C, or D.
",221
36594.0,Home and Garden,"[header] How to repair a leaky aquarium [title] Drain some water from the aquarium. [step] Drain the water low enough to allow room to clean and dry the area around the leak. You can use a cup, bucket, or other container to remove the water.",A,"Context:
""[header] How to repair a leaky aquarium [title] Drain some water from the aquarium. [step] Drain the water low enough to allow room to clean and dry the area around the leak. You can use a cup, bucket, or other container to remove the water.""

Which of the following endings best completes the context?

Choices:
A. If the leak is at the bottom of the aquarium, you will need to remove all water and aquarium rocks from the tank. [substeps] If the leak is very low in the tank, you may have to move the fish and aquatic plants into a temporary container or other aquarium while repairs are made.
B. [substeps] Place the bag of aquarium cleaner behind the aquarium in the direction of the leaking or soaking site. It may suck up some of the cleaner, but be careful.
C. Any water remaining may attract other fish in the tank. [substeps] You can take up to 4 hours per day to drain the water.
D. The tank has to be cleaned twice if the space is too large. [substeps] Alternatively, you can open the lid and let it, or give it a shake, until the water comes out.

Reply with exactly one uppercase letter out of A, B, C, or D.
",273
44062.0,Personal Care and Style,"[header] How to establish an effective skincare routine [title] Remove makeup. [step] If you wear makeup, you should remove it before you go to bed. Some cleansers claim to remove makeup for you, but these may not get rid of all makeup.",A,"Context:
""[header] How to establish an effective skincare routine [title] Remove makeup. [step] If you wear makeup, you should remove it before you go to bed. Some cleansers claim to remove makeup for you, but these may not get rid of all makeup.""

Which of the following endings best completes the context?

Choices:
A. You may want to have an extra makeup remover on hand. Use it before you cleanse your face.
B. Makeup can wash away after you shower, so take off all makeup you will be putting on before bed. Your makeup should rest on your face instead of covering it on stage.
C. You'll need to remove makeup before you sleep so you can properly prepare for bed. Try using your regular lotion or facial wash when you wake up to keep it off.
D. Get out a washcloth, cotton ball, or a makeup sponge and squirt some cleansing oil into them. [substeps] You may want to wait until after you begin sleeping to remove makeup.

Reply with exactly one uppercase letter out of A, B, C, or D.
",233
46651.0,Education and Communications,[header] How to teach food fractions for first grade math [title] Prepare and cook a pizza with the child. [step] Allow the food to cool down so that it will be easy to touch and handle. [title] Place the pizza in the middle of a table.,C,"Context:
""[header] How to teach food fractions for first grade math [title] Prepare and cook a pizza with the child. [step] Allow the food to cool down so that it will be easy to touch and handle. [title] Place the pizza in the middle of a table.""

Which of the following endings best completes the context?

Choices:
A. [step] Have the child lift up the top of the pizza. Either place a little bit of flour on the bottom or put a small amount of extra flour toward the top.
B. [step] Have the child get out a playpen or trash can. Place the pizza 1/3 of the way across the table from the child.
C. [step] To avoid any other distractions and to ensure that the food is the main subject, it's best to have a cleared table prior to the lesson. Have a sheet of paper nearby for visual fraction notes.
D. [step] Your child will usually be first to touch it to ensure that it is safe and ready to eat. [title] Wait until the food is completely cool to the touch.

Reply with exactly one uppercase letter out of A, B, C, or D.
",255
15616.0,Finance and Business,"[header] How to find out if your immigration case is still open [title] Call the department of justice. [step] To check the status of your deportation or removal proceeding, you should call the department of justice toll-free at 1-800-898-7180. Make sure to call from a "" touch tone "" phone and not a rotary phone, as the system only works with touch tone phones.",D,"Context:
""[header] How to find out if your immigration case is still open [title] Call the department of justice. [step] To check the status of your deportation or removal proceeding, you should call the department of justice toll-free at 1-800-898-7180. Make sure to call from a "" touch tone "" phone and not a rotary phone, as the system only works with touch tone phones.""

Which of the following endings best completes the context?

Choices:
A. [substeps] If your drug offenses were contested, then call 21 deportation or annulment airlines at the federal line (800) 660-5753 (8226). Once at the mexican border checkpoint, use the u.s.
B. [title] Compose your response before you present your case. [step] Respond to questions as they arise, by recording as many factual and verbal conversations with the person or company you're suing as possible.
C. If you have a rotary phone, dial 9-1-1 immediately. [title] Check online to see if you live.
D. [substeps] You can also call 240-314-1500 if the toll-free number is busy. Information is available 24 hours a day, seven days a week.

Reply with exactly one uppercase letter out of A, B, C, or D.
",312
45054.0,Computers and Electronics,"[header] How to defend yourself in a disability fraud lawsuit [title] Read the summons and complaint. [step] The initial documents you receive inform you that a lawsuit has been filed against you and how long you have to respond. [substeps] The summons gives you the name and contact information of the agency or insurer suing you, as well as your deadline for responding.",D,"Context:
""[header] How to defend yourself in a disability fraud lawsuit [title] Read the summons and complaint. [step] The initial documents you receive inform you that a lawsuit has been filed against you and how long you have to respond. [substeps] The summons gives you the name and contact information of the agency or insurer suing you, as well as your deadline for responding.""

Which of the following endings best completes the context?

Choices:
A. This deadline typically is only a few days from the date you gave rise to your lawsuit. In some cases, however, a court may try to reschedule the lawsuit and ask you to resolve the lawsuit before the deadline has passed.
B. It also gives the time you need to begin responding to the lawsuit. That deadline begins on the date the complaint was published, which typically happens anywhere from a few days to a few months after you received the complaint.
C. The summons may also include a summons certifying that the lawsuit is finished and that the person seeking a default judgment has been settled. For example, you might have received a deadline to respond to your lawsuit for a claim against your health care provider.
D. You typically have 30 days or less to respond to the lawsuit, or the plaintiff may win by default. The complaint contains important information about the specific allegations of the lawsuit.

Reply with exactly one uppercase letter out of A, B, C, or D.
",297
22761.0,Personal Care and Style,[header] How to buy exercise shoes [title] Decide what exercise activity you perform the most. [substeps] Choose a basketball shoe for ankle support and bulky cushioning to prevent injury on the court. Pick a tennis shoe for the ability to move side to side quickly without rolling your ankle.,D,"Context:
""[header] How to buy exercise shoes [title] Decide what exercise activity you perform the most. [substeps] Choose a basketball shoe for ankle support and bulky cushioning to prevent injury on the court. Pick a tennis shoe for the ability to move side to side quickly without rolling your ankle.""

Which of the following endings best completes the context?

Choices:
A. If you don't have access to balls and ankle support, consider buying a pair of tennis shoes made from natural materials like leather, canvas, and canvas. There are a lot of different types of exercise that provide flexibility to all areas of your body.
B. [title] Purchase some one-size-fits-all running shoes. [step] These might include the 5 or 5% install or more and tax-to more driving basics.
C. Want to be able to jog for 5 minutes in front of the ball? Choose a running shoe for strength support and agility. For low form, for example, pick a running shoe for increase recovery for a running focus.
D. Consider a track and field shoe if your exercise includes running on a track or performing field events such as long jump. Purchase a cross-country or trail shoe if you plan on walking or running through more rugged terrain than concrete or pavement.

Reply with exactly one uppercase letter out of A, B, C, or D.
",290
19814.0,Youth,"[header] How to manage diarrhea at school [title] Use the bathroom during breaks. [step] Even if you feel like you don't have to go, try and use the bathroom whenever you have a break and between classes. This may help ensure that you don't experience any flare-ups during class or another inconvenient time.",A,"Context:
""[header] How to manage diarrhea at school [title] Use the bathroom during breaks. [step] Even if you feel like you don't have to go, try and use the bathroom whenever you have a break and between classes. This may help ensure that you don't experience any flare-ups during class or another inconvenient time.""

Which of the following endings best completes the context?

Choices:
A. Give yourself the time you need in the bathroom. If you're late for class, explain to your teacher that you're sick and have to use the bathroom more frequently.
B. [substeps] Make it a habit to use the bathroom at least half an hour before your bus period rolls up. Sit in the restroom for an extra 20 minutes during a break and then leave the restroom later.
C. [substeps] If you have to go to the bathroom while seated, take the seat closest to the bathroom. Even if it's not in the stall next to you, not having to go has been shown to dramatically increase your risk of head injuries in general.
D. Don't let your period happen at school (or anywhere else on the day) and make sure to use water. [substeps] If your class period is not the only thing you go to, see if you can easily have some water throughout the day.

Reply with exactly one uppercase letter out of A, B, C, or D.
",306
34711.0,Health,"[header] How to know your warning signs before becoming abusive [title] Be aware of thought patterns such as these : [substeps] Objectification-dehumanizing your partner in your mind. This happens when you think of them like an object. For example, perhaps you call them sexist/racist/ableist slurs in your mind.",B,"Context:
""[header] How to know your warning signs before becoming abusive [title] Be aware of thought patterns such as these : [substeps] Objectification-dehumanizing your partner in your mind. This happens when you think of them like an object. For example, perhaps you call them sexist/racist/ableist slurs in your mind.""

Which of the following endings best completes the context?

Choices:
A. You may do this by saying, "" funny, but i don't like that "". Passive-aggressive-using your words as defense.
B. Spinning-negative thoughts spinning around in your head. Example: "" she totally cheated on me.
C. If you think their cockiness and good behavior makes them mad, they are likely to react this way. Anger-being violated is a highly visible and unpleasant experience for someone with abuse.
D. You may fear they may bring about a mental illness, or that you have a medical problem. This often appears as an internal part of emotional regulation, and this may affect your feelings.

Reply with exactly one uppercase letter out of A, B, C, or D.
",240
20071.0,Health,[header] How to tell someone you self harm [title] Reflect on who has been there for you during the tough times in the past. [step] Consider telling someone who has been helpful and supportive of you before. [substeps] A friend who may have been there for you before might not be there for you now.,B,"Context:
""[header] How to tell someone you self harm [title] Reflect on who has been there for you during the tough times in the past. [step] Consider telling someone who has been helpful and supportive of you before. [substeps] A friend who may have been there for you before might not be there for you now.""

Which of the following endings best completes the context?

Choices:
A. Someone at work who co-workers with you or supports you might not be a good person for you now. In this case, consider telling someone else about how you have been in the past.
B. Sometimes, a friend will be so shocked that she will not respond the supportive way you hope she will. Know that just because she has been there for you in the past, however, your friend may not initially respond the way you hope because she may be in shock.
C. They may have moved or stopped dating you to help you find someone else. A family member may have said all of the right things in the past, but not all of the bad ones now.
D. A family member or friend who cares about you might be as helpful now as a close relative or close classmate or coworker. Write down what happened, how it affected you, any abilities you may have or what you learned from it or your experiences.

Reply with exactly one uppercase letter out of A, B, C, or D.
",297
6277.0,Food and Entertaining,[header] How to make ghiya kofta (bottle gourd balls in gravy ) [title] Wash the bottle gourd. [title] Grate the gourd. [step] Use the grater which has the smallest holes to make thin pieces or the bottle gourd.,B,"Context:
""[header] How to make ghiya kofta (bottle gourd balls in gravy ) [title] Wash the bottle gourd. [title] Grate the gourd. [step] Use the grater which has the smallest holes to make thin pieces or the bottle gourd.""

Which of the following endings best completes the context?

Choices:
A. You are going to grate it after the cooking. [title] Dry the gourd with a cloth over a glass bowl.
B. [title] Assemble salt, self-rising flour, gram-flour and bread crumbs. [title] Add in bottle-gourd and mix well.
C. Be careful not to score the bottle gourd too often-if you do it often, it could break when you pound the gourd. Cut the gourd into small pieces/chunks and bunch.
D. If using the grater, you can grate a whole gourd. [substeps] While doing this you'll get the idea.

Reply with exactly one uppercase letter out of A, B, C, or D.
",223
34069.0,Food and Entertaining,"[header] How to make molasses dinner rolls [title] Combine the yeast and water. [step] In the bowl of an electric stand mixer, combine 4 teaspoons of active dry yeast with 1 cup of warm water. Let the yeast and warm water rest for approximately 10 minutes.",A,"Context:
""[header] How to make molasses dinner rolls [title] Combine the yeast and water. [step] In the bowl of an electric stand mixer, combine 4 teaspoons of active dry yeast with 1 cup of warm water. Let the yeast and warm water rest for approximately 10 minutes.""

Which of the following endings best completes the context?

Choices:
A. [substeps] The yeast and water should appear foamy after ten minutes; if it doesn't, the yeast is dead and you will need to start over with fresh yeast. [title] Add everything but the whole wheat flour.
B. [substeps] The active dry yeast has a light, chewy consistency. If you want a more of a smooth dough, you could add more active dry yeast.
C. [substeps] Many people prefer warm alternatives to less-active alternatives, such as coconut or peanut butter, which make their baked goods more flavorful. [title] Combine the flour, yeast, and sugar.
D. [substeps] You do not need to keep the mixer running during this time. As long as the beaters and the mixer are equipped, the active dry yeast should reach the recipe's adequate volume.

Reply with exactly one uppercase letter out of A, B, C, or D.
",274
18860.0,Food and Entertaining,"[header] How to make cheddar bay biscuits [title] Preheat your oven. [step] It's best to use a large bowl for this, so that you have plenty of room to stir the ingredients well without any falling onto the counter. Continue to stir, scraping the sides of the bowl to make sure you get everything mixed thoroughly.",A,"Context:
""[header] How to make cheddar bay biscuits [title] Preheat your oven. [step] It's best to use a large bowl for this, so that you have plenty of room to stir the ingredients well without any falling onto the counter. Continue to stir, scraping the sides of the bowl to make sure you get everything mixed thoroughly.""

Which of the following endings best completes the context?

Choices:
A. You can certainly use a mixer for this step, but mixing it by hand will not be too time consuming. [substeps] If you do not have bisquick baking mix, you can use any comparable baking mix.
B. [title] Remove the tray from the oven and set it aside. [step] Once everything is mixed evenly, give the side of the tray 2 to 3 minutes to cool completely.
C. [title] Cook the molasses and milk in a medium sized bowl. [step] Pour 2 tablespoons (30 ml) of molasses into a 2-quart deep pan with the lid on it.
D. Keep whisking constantly, until the mixture reaches a bubbling or gas-like consistency. [substeps] A spatula can also work as well.

Reply with exactly one uppercase letter out of A, B, C, or D.
",272
38681.0,Food and Entertaining,[header] How to make strawberry mousse [title] Dissolve the gelatin in water. [step] Get out a small bowl and pour 1/4 (60 ml) of water into it. Sprinkle 1 tablespoon of powdered gelatin evenly over the water.,B,"Context:
""[header] How to make strawberry mousse [title] Dissolve the gelatin in water. [step] Get out a small bowl and pour 1/4 (60 ml) of water into it. Sprinkle 1 tablespoon of powdered gelatin evenly over the water.""

Which of the following endings best completes the context?

Choices:
A. [substeps] You can purchase powdered gelatin at an arts and crafts store. You can use any version of strawberry gelatin that appeals to you.
B. Don't stir the gelatin into the water. Instead, just let it sit for 5 minutes.
C. [substeps] If you're making mousse from scratch, you should follow the instructions on the packet. You can substitute refined sugar, if you'd prefer.
D. Place the lid on the bowl and leave it sitting in the refrigerator for 6 to 8 hours. [substeps] The gelatin should discolor as it sits in the water.

Reply with exactly one uppercase letter out of A, B, C, or D.
",222
4505.0,Food and Entertaining,[header] How to make vegan black bean soup [title] Place the dried beans in a stockpot or dutch oven. [title] Cover the beans with water and add a generous pinch of salt. [title] Bring the water to a boil.,A,"Context:
""[header] How to make vegan black bean soup [title] Place the dried beans in a stockpot or dutch oven. [title] Cover the beans with water and add a generous pinch of salt. [title] Bring the water to a boil.""

Which of the following endings best completes the context?

Choices:
A. [title] Turn down the heat so that the water comes to a simmer. [title] Cover the pot of beans and allow them to cook for about an hour, checking on them occasionally.
B. [title] Remove the lid from the stockpot and cook for 4 to 5 minutes. [title] Check on the beans frequently to be sure they are not tender, but not cooked through.
C. [title] Remove the pot from the heat and place in a well ventilated area until it boils. [title] Bring the water to a boil so it subsides and gives off a nice fishy odor.
D. [title] Cover the stockpot, leaving a few inches of space at the top of the pot, for simmering. [title] Place a lid on the stockpot and bring the soup to a boil.

Reply with exactly one uppercase letter out of A, B, C, or D.
",264
15210.0,Home and Garden,[header] How to hang garage storage shelves [title] Make a plan. [step] A few minutes of planning can save time and eliminate problems and frustration later. [substeps] Decide where you want your shelving.,A,"Context:
""[header] How to hang garage storage shelves [title] Make a plan. [step] A few minutes of planning can save time and eliminate problems and frustration later. [substeps] Decide where you want your shelving.""

Which of the following endings best completes the context?

Choices:
A. You may not want to put shelving in an area where you tend to temporarily store things that are on the floor as you may not be able to comfortably reach the shelves. What kinds of things will you be storing on the shelves? You will want whatever it is to be convenient ie.
B. Keep a list and stick to that plan. Find a spot with good air ventilation, preferably in an area that stays cool.
C. Depending on the size of your lot, you may want a basement or garage space. Don't let all the shelves hang in a one place.
D. Ideally you will choose a shelf that goes to all the corners. Because of this, you may decide to create an off-the-wall shelving space with a large entryway.

Reply with exactly one uppercase letter out of A, B, C, or D.
",242
36643.0,Food and Entertaining,"[header] How to eat healthy when eating out [title] Choose a healthy restaurant. [step] If you decide to go to a restaurant that doesn't have healthy options, it's going to be impossible to find a nutritious choice for your meal. Restaurants that serve lots of protein, veggies, or whole grains are the healthiest.",C,"Context:
""[header] How to eat healthy when eating out [title] Choose a healthy restaurant. [step] If you decide to go to a restaurant that doesn't have healthy options, it's going to be impossible to find a nutritious choice for your meal. Restaurants that serve lots of protein, veggies, or whole grains are the healthiest.""

Which of the following endings best completes the context?

Choices:
A. Without a nutritious menu, you won't be consuming whole foods and maintaining a balanced range of veggies and proteins. [substeps] It's also a good idea to have at least three servings of protein on most of your meals.
B. Look for a restaurant that has healthy options and healthy menus-even if you don't want to eat at one. [substeps] Check out sample meals offered at restaurants that will fulfill your other priorities.
C. [substeps] Look for restaurants that offer farm-to-table options as opposed to processed foods. Restaurants that offer lots of vegetables, fruits, rice, fish, or many different side options are good choices.
D. [substeps] If you're trying to eat out in a restaurant without protein, think twice before deciding on a restaurant that shares a lot of protein. Avoid restaurants that serve a lot of gluten as a main dish.

Reply with exactly one uppercase letter out of A, B, C, or D.
",296
48592.0,Doing karate,"A woman in white kimono is doing a karate moves with is sempai, she is standing on the side of the carpeted room. the sempai",A,"Context:
""A woman in white kimono is doing a karate moves with is sempai, she is standing on the side of the carpeted room. the sempai""

Which of the following endings best completes the context?

Choices:
A. go close to her to teach her the proper moves, and attack her lightly, she in return counter attack by moving forward while kicking.
B. 's watched as the girl slowly forms her arm's on the floor, getting ready to move to the one leg so she can hit the back of the body before the body hits the floor and disappear.
C. makes a karate move in the floor with her hands.
D. is moving around on the floor smoothly and has a rubin and a white wooden kick in his back, he then stops in waist height and hands that remain on the ground.

Reply with exactly one uppercase letter out of A, B, C, or D.
",196
20532.0,Relationships,"[header] How to act at a meet and greet [title] Avoid touching the celebrity. [step] Though you may be tempted to grab or touch the celebrity in your excitement to meet them, avoid doing this. Do not grab the celebrity's hand or touch them in any way unless they seem open to touching.",B,"Context:
""[header] How to act at a meet and greet [title] Avoid touching the celebrity. [step] Though you may be tempted to grab or touch the celebrity in your excitement to meet them, avoid doing this. Do not grab the celebrity's hand or touch them in any way unless they seem open to touching.""

Which of the following endings best completes the context?

Choices:
A. [substeps] Be very clear and direct when you do grab their hand. You may say, "" hi (name).
B. Approach the celebrity as someone you have just met and respect their personal space. [title] Be respectful of the celebrity's personal space.
C. Also, do not let a celebrity touch you on the cheek or neck as this could be considered a sexual contact. [substeps] If you're excited to meet someone or get to know them, do not touch the celebrity.
D. This will send the message that you do not want to make a contact. [substeps] You should also refrain from giving a handshake or greeting to the celebrity.

Reply with exactly one uppercase letter out of A, B, C, or D.
",247
31964.0,Education and Communications,"[header] How to dedicate a book [title] Brainstorm names of potential people. [step] Make a list of people who you might dedicate a book to. These might include your spouse or partner, children, parents or friend.",D,"Context:
""[header] How to dedicate a book [title] Brainstorm names of potential people. [step] Make a list of people who you might dedicate a book to. These might include your spouse or partner, children, parents or friend.""

Which of the following endings best completes the context?

Choices:
A. Consider their quality of life and how they might integrate the book into their lives. [substeps] Make sure your list is on a separate page and in chronological order.
B. Writing down interesting names or people you think might give you energy and give you ways to add them to your book. [substeps] If you have children, you might consider having a poster or distributing them to everyone so that those with the most of their money actually receive them.
C. Make notes about how they can help your reading. You can ask your partner if they have any suggestions.
D. Who is most important to your project and your inspiration as a writer? [substeps] You might have a person in mind who is the very reason that you've written this book. Your book might be about that person or written in their memory.

Reply with exactly one uppercase letter out of A, B, C, or D.
",258
45099.0,Food and Entertaining,"[header] How to make biscuit au chocolat [title] Crumble the biscuits. [step] In a large or medium bowl, crumble the 40 pieces of biscuit into small pieces. [substeps] You don't have to be exact about the number of biscuits you use, and you can use slightly more or less biscuits if you want, about five to eight more or less.",B,"Context:
""[header] How to make biscuit au chocolat [title] Crumble the biscuits. [step] In a large or medium bowl, crumble the 40 pieces of biscuit into small pieces. [substeps] You don't have to be exact about the number of biscuits you use, and you can use slightly more or less biscuits if you want, about five to eight more or less.""

Which of the following endings best completes the context?

Choices:
A. [title] Add the egg and breadcrumbs. [step] Beat the egg over low heat, stirring frequently to avoid over churning the egg.
B. It won't significantly change the results at the end. [title] Pour the can of sweetened condensed milk into the bowl.
C. Use a fork to beat the biscuits into a smooth ball. Don't stir them in until it's totally smooth.
D. [title] Grate the butter into the bowl. [step] Place the butter in a bowl, then pour in some flour.

Reply with exactly one uppercase letter out of A, B, C, or D.
",235
32665.0,Health,[header] How to fix a broken heart [title] Avoid contact with the person. [step] Give yourself the time and space needed to heal from the relationship. Avoid talking or texting with your former partner.,C,"Context:
""[header] How to fix a broken heart [title] Avoid contact with the person. [step] Give yourself the time and space needed to heal from the relationship. Avoid talking or texting with your former partner.""

Which of the following endings best completes the context?

Choices:
A. If you have never had a relationship with the person you love, being in contact is dangerous and can also prevent you from seeing them again. [substeps] If you cannot, contact your doctor or a trusted friend to get the care you need, such as a pair of gloves or your phone.
B. Leave all texts and calls unanswered or check in at a friend or family member's house. [substeps] If you contact the person and they do not call back or give a reason, consider ending the relationship.
C. Remove them from social media so you can take a break from them. [substeps] Let the person know that you need some time and space so they do not contact you by saying, "" i need some time to myself.
D. It may be even harder for him or her to respond to your texts. This is especially important in the early stages of a long-term relationship because this can potentially cause even more problems in the future.

Reply with exactly one uppercase letter out of A, B, C, or D.
",283
926.0,Computers and Electronics,"[header] How to screenshot on an htc evo [title] Make sure that you are running android 2. [step] Most htc evo phones are running android 4.0.3 (ice cream sandwich). [substeps] To double check, go to the settings application.",C,"Context:
""[header] How to screenshot on an htc evo [title] Make sure that you are running android 2. [step] Most htc evo phones are running android 4.0.3 (ice cream sandwich). [substeps] To double check, go to the settings application.""

Which of the following endings best completes the context?

Choices:
A. Then select the phone you wish to make sure. For android 4.0.3 (ice cream sandwich), you'll need the following: setup data: public/network settings your exit log-in information: password.
B. Check that the phone icon indicates that your phone is running os x. android 4.0.6 (ice cream sandwich).
C. Tap on "" about phone "" and check which operating system your phone is running. If you are not running android 2.3.4 or later, you will need to use the samsung kies application on your pc to download the new operating system.
D. In the background, you will see a notification you can tap. A notification window will appear with different settings.

Reply with exactly one uppercase letter out of A, B, C, or D.
",253
11569.0,Baking cookies,"The mother then takes the cookie cutter and makes some more cookies for baking, then both mother and daughter go through the cookie recipe as they place the cookie dough on the tray. After the cookies are baked, they decorate the cookies with sprinkles and frosting. the girl",C,"Context:
""The mother then takes the cookie cutter and makes some more cookies for baking, then both mother and daughter go through the cookie recipe as they place the cookie dough on the tray. After the cookies are baked, they decorate the cookies with sprinkles and frosting. the girl""

Which of the following endings best completes the context?

Choices:
A. presents a brown filled cookie and by pulling the children hand cut cutting out small segments and slicing them.
B. takes a sip of hot cocoa while trying to milk one of the blue circles for a while and then takes a bite of the chocolate.
C. proudly shows the finished cookie after it's done.
D. and girl then hang on to the refrigerator door to talk as they bake.

Reply with exactly one uppercase letter out of A, B, C, or D.
",176
