ind,activity_label,ctx,answer,final_prompt,len_tk_llama3.1_8b_instruct
22488.0,Hitting a pinata,Children swings a broom handle at a pinata in a backyard. the boy,A,"Context:
""Children swings a broom handle at a pinata in a backyard. the boy""

Which of the following endings best completes the context?

Choices:
A. breaks the pinata open and candy spills on the ground.
B. smiles, then hops on the broom handle.
C. sits on a swing set and mows the patch of grass where the boy sits.
D. swings a mop handle at the pinata too then goes to get a different mop.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
18414.0,Playing accordion,A woman is seen speaking to the camera while holding an accordion and and moving her hands around. she,D,"Context:
""A woman is seen speaking to the camera while holding an accordion and and moving her hands around. she""

Which of the following endings best completes the context?

Choices:
A. continues moving her hands around while still speaking back and fourth.
B. continues moving the instrument around and ends by flipping it over.
C. continues playing the instrument and ends by walking off the stage.
D. demonstrates how to play the instrument while still speaking to the camera and moving all around.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
43485.0,Shoveling snow,We we an opening screen for a product. We see a person shoveling their sidewalk. the man,C,"Context:
""We we an opening screen for a product. We see a person shoveling their sidewalk. the man""

Which of the following endings best completes the context?

Choices:
A. stands on a ladder.
B. tilts his face up towards the camera and gets a good look at the shovel.
C. reaches the house and turns to finish the other side of the walkway.
D. goes over the snow once then uses his shovel to clean the gutters.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
8716.0,Hitting a pinata,Little kid is standing on a park holding a pole hitting a pinata. People are standing behind the kid. anothe kids,D,"Context:
""Little kid is standing on a park holding a pole hitting a pinata. People are standing behind the kid. anothe kids""

Which of the following endings best completes the context?

Choices:
A. are playing in a playground hanging jump rope.
B. go indoors, play on a bowline and play street soccer.
C. are standing on a sidewalk watching the pinata gathering money to to give to the kid.
D. are standing behind th kid holding bags.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
326.0,Hanging wallpaper,He takes a scour and begins to scour the wall paper. He uses a paint roller to soak the wall paper for easy removal. he,C,"Context:
""He takes a scour and begins to scour the wall paper. He uses a paint roller to soak the wall paper for easy removal. he""

Which of the following endings best completes the context?

Choices:
A. points to several things on the wall and sprays the wall paper.
B. takes scissors and measures the wall paper closely.
C. then demonstrates how steam can be used too to loosen the wall paper.
D. wipes the wall paper down against the wall.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
39025.0,Playing congas,Three men perform conga drums inside of a room. They are very into it and there are wine barrels behind them. various shots and angles of them performing,A,"Context:
""Three men perform conga drums inside of a room. They are very into it and there are wine barrels behind them. various shots and angles of them performing""

Which of the following endings best completes the context?

Choices:
A. are shown, while others look on.
B. are shown as the drums beat and the man in the microphone tape the men.
C. are shown as they are properly choreographed.
D. are shown through the microphones.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
45552.0,Powerbocking,The credits of the clip are shown. People are walking and jumping a heighten hurdle with leg extensions. a girl,A,"Context:
""The credits of the clip are shown. People are walking and jumping a heighten hurdle with leg extensions. a girl""

Which of the following endings best completes the context?

Choices:
A. falls and messes up the heighten hurdle.
B. moves as far towards the side as normal, but then the hurdle goes up, and it drops her.
C. walks up to a balance beam and does an adult handstand.
D. is doing hand stands and splits.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
25855.0,Long jump,A man is seen running down a long track in slow motion. The man then leaps into the air and jumps into a sand pit. people,C,"Context:
""A man is seen running down a long track in slow motion. The man then leaps into the air and jumps into a sand pit. people""

Which of the following endings best completes the context?

Choices:
A. is seen running around the arena and a close up of the man.
B. run in and out of frame as he runs.
C. watch his jump on the side.
D. are seen standing around, cheering and the man tossing a javelin.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
14234.0,Blowing leaves,There's a man coming out of his garage with an electrical leaf blower. he,D,"Context:
""There's a man coming out of his garage with an electrical leaf blower. he""

Which of the following endings best completes the context?

Choices:
A. gets the pilot of the car started using the leaf blower.
B. opens the screen door and he's using a small, portable a mower to move the leaves on the walkway.
C. demonstrates how to put it on center.
D. begins blowing the leaves off of his yard for fall cleanup.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
16417.0,Putting in contact lenses,A woman holds up a bottle and contact lens to the camera. she,D,"Context:
""A woman holds up a bottle and contact lens to the camera. she""

Which of the following endings best completes the context?

Choices:
A. uses a clear contact lens between two fingers, then uses the glasses to demonstrate how to use them.
B. then brushes her teeth in front of the lens.
C. gives the lens to a boy holding a toy bat and takes a hold of the lens screen.
D. then puts in the contacts and stares at the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
31191.0,Getting a haircut,A young girl shows his long hair until the waist. then,B,"Context:
""A young girl shows his long hair until the waist. then""

Which of the following endings best completes the context?

Choices:
A. , the boy continues shaving his long hair.
B. , a hairdresser cuts short the hair of the the young girl.
C. , the boy looks to the camera and speaks long sentence.
D. , the girl cut cotton balls, then she takes the hair and give a comb to the boy whom she combs.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
36527.0,Canoeing,A man is in a raft on rough waters. The man begins paddling profusely. the water,A,"Context:
""A man is in a raft on rough waters. The man begins paddling profusely. the water""

Which of the following endings best completes the context?

Choices:
A. eventually calms and the man paddles at regular speed.
B. begins flowing and a person is gliding in the river.
C. gets very choppy and then it becomes calm.
D. is hot and he is starting to get a burns on his face from the sun.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
34447.0,Shuffleboard,Man is talking to the camera standing next to a box. Man is assembling a shuffleboard court in a sidewalk. man,C,"Context:
""Man is talking to the camera standing next to a box. Man is assembling a shuffleboard court in a sidewalk. man""

Which of the following endings best completes the context?

Choices:
A. is showing jumbles of a shuffleboard court going down the sidewalk.
B. is standing in a court holding the shuffleboard.
C. start playing the suffleboard hitting the pucks.
D. is on the paper croating the pad on the construction.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
33548.0,Sharpening knives,We see a man and the intro scene. A man in a kitchen has knifes and a sharpening block. the man,C,"Context:
""We see a man and the intro scene. A man in a kitchen has knifes and a sharpening block. the man""

Which of the following endings best completes the context?

Choices:
A. grinds the knifes through a rod.
B. begins sharpening the arm of a woman and releases.
C. wets the block and runs a knife across two different blocks.
D. then gets to chopping vegetables mainly in front of a counter with other scenes working.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
23792.0,Sailing,A group of sail boats sail together through choppy water on a windy day. two men,A,"Context:
""A group of sail boats sail together through choppy water on a windy day. two men""

Which of the following endings best completes the context?

Choices:
A. pull on the rigging seated on the small sailboat.
B. , one in gray shirt and one in red are sailing on a calm day.
C. wearing sunglasses are seen rowing as the camera pans around.
D. talk to the camera while they row on a calm body of water.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
4822.0,Fixing bicycle,We see a man talking in a bike shop. The man touches the handle bars of a bike then grabs a wire off a table. the man,B,"Context:
""We see a man talking in a bike shop. The man touches the handle bars of a bike then grabs a wire off a table. the man""

Which of the following endings best completes the context?

Choices:
A. applies some product to the bike using some pliers.
B. strings the wire through the bikes brake system.
C. puts the bicycle up against the bike and adjusts it.
D. grabs a rod and holds it while he lines up a bolt.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
47316.0,BMX,People are standing next to bmx bikes in an indoor field. The guys then mount their bikes behind the start line. all of the guys,A,"Context:
""People are standing next to bmx bikes in an indoor field. The guys then mount their bikes behind the start line. all of the guys""

Which of the following endings best completes the context?

Choices:
A. then race across a track of hills and sharp turns.
B. finish and an audience is watching them finish.
C. take off their helmets, split down the middle, and start racing.
D. begin to dirt bike using their bmx bikes cell phones.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
9751.0,Installing carpet,A man sits on carpeted stairs and talks to a camera while pointing to the creases in the stairs. the man,C,"Context:
""A man sits on carpeted stairs and talks to a camera while pointing to the creases in the stairs. the man""

Which of the following endings best completes the context?

Choices:
A. starts ironing a yellow shirt while walking to the bed.
B. counts them and clears them before starting to climb.
C. pulls out a knife and starts pulling the carpet away from the stairs with his gloved hands.
D. puts his shoes on the stairs.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
32338.0,Hanging wallpaper,"A man rolls out a sheet of wallpaper from a tube, then a large photo. he",A,"Context:
""A man rolls out a sheet of wallpaper from a tube, then a large photo. he""

Which of the following endings best completes the context?

Choices:
A. applies the sheet and photos to the wall, creating a real life photography mural.
B. then cuts the wallpaper and fortints it and smooths it out.
C. uses an iron to iron ironed wallpaper.
D. then rolls out a sheet of tatty paper and lays it on the floor.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
7056.0,Getting a haircut,Several clips are shown of men getting a hair cut followed by a man speaking to the camera. the man,D,"Context:
""Several clips are shown of men getting a hair cut followed by a man speaking to the camera. the man""

Which of the following endings best completes the context?

Choices:
A. rolls up a paper while another shaves behind him.
B. then sits in a barber chair with his hair cut and stands up.
C. also applies shaving cream to his head while still speaking to the camera.
D. then begins cutting the hair of a man sitting in a chair.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
27287.0,Running a marathon,A group of people are seen wandering around as well as a man speaking to the camera. a close up of a person running,C,"Context:
""A group of people are seen wandering around as well as a man speaking to the camera. a close up of a person running""

Which of the following endings best completes the context?

Choices:
A. is seen as well as people playing a game up on the horse's back.
B. down a track is shown as well as the man adjusting clothing and other outdoors tasks.
C. is shown in a public place.
D. bungee jumps into the pool.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
38907.0,Having an ice cream,A little girl is in the back seat of a vehicle while eating an ice cream cone. ice cream,B,"Context:
""A little girl is in the back seat of a vehicle while eating an ice cream cone. ice cream""

Which of the following endings best completes the context?

Choices:
A. is now on her cone which is also being eaten by another child.
B. gets on her nose as she's licking the cone.
C. is being poured from a dish onto her cone.
D. is then shown on a cart, then a full bag is placed inside of the cart.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
12956.0,Making a cake,She places the bowl in a cookie sheet and places it on the oven rack. She bakes the cake and pulls it out when it's done. she,B,"Context:
""She places the bowl in a cookie sheet and places it on the oven rack. She bakes the cake and pulls it out when it's done. she""

Which of the following endings best completes the context?

Choices:
A. puts the cookies on a plate and moves it away from the oven.
B. also shows some other baked goodies that she has prepared.
C. puts frosting in a cookie sheet she has on the stove.
D. beams at the end.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
26984.0,Using the pommel horse,An american gymanst and the colt logo appear. a young boy,C,"Context:
""An american gymanst and the colt logo appear. a young boy""

Which of the following endings best completes the context?

Choices:
A. , standing in front of the camera, while holding a gi and a practice barrel.
B. looks through a low haze surprised.
C. was circling in pommel horse in a living room, then in a gym with spectators.
D. is standing on a mat holding on to the massive weight.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
4467.0,Playing lacrosse,"Two men talk to the camera, interspersed with action footage of them playing lacrosse. The man dressed in orange talks to the camera. the man in orange",B,"Context:
""Two men talk to the camera, interspersed with action footage of them playing lacrosse. The man dressed in orange talks to the camera. the man in orange""

Which of the following endings best completes the context?

Choices:
A. returns the ball to the man dressed wearing orange and tells him to hit the ball.
B. demonstrates passing the lacrosse ball against the wall.
C. continue talking to the camera.
D. kicks some balls around the court.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
35319.0,Waterskiing,"Scientist writes a formula on a board, then the scientists run and jumps in the water. Then, people water ski in the water pulling by a boat. a woman water ski",A,"Context:
""Scientist writes a formula on a board, then the scientists run and jumps in the water. Then, people water ski in the water pulling by a boat. a woman water ski""

Which of the following endings best completes the context?

Choices:
A. while two men explains the movements made by the girl.
B. under thesand the boat pass a boat in the water.
C. and jumps underneath the boat.
D. in a lake that has waterfalls.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
45840.0,Slacklining,Two men meet to compete in a slack line competition. a bald headed man,D,"Context:
""Two men meet to compete in a slack line competition. a bald headed man""

Which of the following endings best completes the context?

Choices:
A. passes the slack line to continue practiccing heavy materials to build a wooden structure while yelling.
B. shows how things can be done in an elliptical machine.
C. enters knife throwing still be face and the other two tag teamed in a ring and jump rope.
D. performs tricks on a yellow trick line.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
30072.0,Playing blackjack,She points at the next set of cards. She pulls a card out and sets that on top of the cards. she,A,"Context:
""She points at the next set of cards. She pulls a card out and sets that on top of the cards. she""

Which of the following endings best completes the context?

Choices:
A. pulls another card out to add to hers.
B. pulls the yellow card out and puts both cards onto the white.
C. then takes a third one to take a turn making sure the cards are all lined up.
D. repeats the move in the next set of cards.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
37105.0,Putting on shoes,Some feet with ballerina shoes on are seen in front of cabinets and a fridge. The person steps back and ties the shoe on the left. then she,A,"Context:
""Some feet with ballerina shoes on are seen in front of cabinets and a fridge. The person steps back and ties the shoe on the left. then she""

Which of the following endings best completes the context?

Choices:
A. ties the shoe on the right.
B. irons the shoes while still looking into the camera.
C. rubs lotion into the left hand.
D. continues dealing the cards to the person with ballerina shoes on.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
23604.0,BMX,The men wait then take off riding around the track. A man falls off his bike and the bike slides. another man,D,"Context:
""The men wait then take off riding around the track. A man falls off his bike and the bike slides. another man""

Which of the following endings best completes the context?

Choices:
A. climbs off his bike and they go back and forth as they ride around.
B. watches the men goes around the track track.
C. is seen slow down and walk on the track, talking and adjusting the bike.
D. falls off his bike and is almost run over.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
3604.0,Scuba diving,We see the water and a boat full of people riding on the water and put on wet suits and enter the water. we,C,"Context:
""We see the water and a boat full of people riding on the water and put on wet suits and enter the water. we""

Which of the following endings best completes the context?

Choices:
A. see the skyline and fish swimming around.
B. see a man on a lean-to and another laying down and getting dressed.
C. see the people underwater swimming around.
D. see a man with a board in his hands and sitting in a raft stopping at the bottom.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
9133.0,Table soccer,People are playing a game on a foosball machine inside of their home. They go back and forth trying to prevent the other from scoring. someone,C,"Context:
""People are playing a game on a foosball machine inside of their home. They go back and forth trying to prevent the other from scoring. someone""

Which of the following endings best completes the context?

Choices:
A. knocks the machine down.
B. knocks over a queen game which dealer puts the loser in the bottom.
C. puts their hand in the way to put the ball back in the game.
D. makes a mistake and the screen goes black.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
44295.0,Plastering,We see the opening title screens. A man walks into a room and grabs a bucket and returns with it. we,B,"Context:
""We see the opening title screens. A man walks into a room and grabs a bucket and returns with it. we""

Which of the following endings best completes the context?

Choices:
A. see him give instructions, and we see the task complete.
B. see a man in a bright shirt mix plaster in a bucket and spread it on a wall.
C. see the man wipe off the floor off.
D. see the man shake and laugh and leaves the room.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
26278.0,Shaving legs,Two young men are sitting inside a garage. One is applying wax to the other boy's leg. they,C,"Context:
""Two young men are sitting inside a garage. One is applying wax to the other boy's leg. they""

Which of the following endings best completes the context?

Choices:
A. scrape the wax onto the soles of the shoes.
B. begin to do several wearing within black a small metal box.
C. rip off the wax, removing the hair from his leg.
D. get up and walk out, leaving the boy to sink his teeth into a seal.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
36930.0,Kneeling,A text intro leads into a picture of a chair. several more pictures of the chair,A,"Context:
""A text intro leads into a picture of a chair. several more pictures of the chair""

Which of the following endings best completes the context?

Choices:
A. are shown one after the other.
B. are shown followed by the person tapping his nose and blowing smoke.
C. are shown followed by an intro of all the accessories needed and instructions showing how to make everything look nice.
D. are shown as well as scenes of the chair and a red nowhere graphic.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
35317.0,Waterskiing,Two scientist throws stones in the water while talking. scientist,C,"Context:
""Two scientist throws stones in the water while talking. scientist""

Which of the following endings best completes the context?

Choices:
A. holds a dog on a leash and pets the dog, then the dogs play tug of war.
B. helps the man twist grans stone to dry.
C. writes a formula on a board, then the scientists run and jumps in the water.
D. sets a watch on points and aims towards the rocks while still talking.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
24874.0,Blow-drying hair,"A woman is standing in the sunlight, posing and modeling for the camera. she",D,"Context:
""A woman is standing in the sunlight, posing and modeling for the camera. she""

Which of the following endings best completes the context?

Choices:
A. smokes a cigarette, dancing and bobbing her head.
B. is making a puppet of skin around the jack-o-lantern.
C. is shown shirtless, as well as some work out in a gym.
D. shows off her natural hair, then demonstrates how to style it using a blow out.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
7167.0,Ballet,Ballet dancer is stretching in a bathroom wearing pointe shoes. the girl,D,"Context:
""Ballet dancer is stretching in a bathroom wearing pointe shoes. the girl""

Which of the following endings best completes the context?

Choices:
A. stands up on her toes and performs ballet moves with toes then put her hand on the floor.
B. reach into her cleavage and removes a diamond haft from her nipple while keeping her arms down.
C. jumps and then do some hand springs.
D. makes a pointe stand and is practiing ballet movements.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
40983.0,Rock climbing,"We see men climbing indoors on a climbing wall, and outdoors in the woods. We see two men outdoors at night then day. We see men climbing a cliff. a man",A,"Context:
""We see men climbing indoors on a climbing wall, and outdoors in the woods. We see two men outdoors at night then day. We see men climbing a cliff. a man""

Which of the following endings best completes the context?

Choices:
A. waves from the top.
B. slams into a slanted rock wall and then lays down.
C. falls back to the ground.
D. in a suit stands, holds his arms out, and pictures and discs.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
47225.0,Sailing,A field with many racing sail boats being rigged for a competition. a boy,C,"Context:
""A field with many racing sail boats being rigged for a competition. a boy""

Which of the following endings best completes the context?

Choices:
A. is shown seated with several close ups of dart board exhibits.
B. stands with two playboys and hold a banner, tying a knot.
C. rolls his sail boat to the water and begins sailing in a competition.
D. rides his boat in a racing row boat doing jumps and tricks in pool decks during a race.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
29266.0,Discus throw,Several men are shown one after the other on a field. They stand in a circle at one end of the field. Then they spin in circles several times. they,C,"Context:
""Several men are shown one after the other on a field. They stand in a circle at one end of the field. Then they spin in circles several times. they""

Which of the following endings best completes the context?

Choices:
A. then throw the ball to each other.
B. then make a normal flip into the grass.
C. let go of a disc, letting it fly across the field for measured distance.
D. finish, showing their score.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
23880.0,Blowing leaves,A man is outside in his yard. He is using a pressure washer to wash the leaves off his lawn. he,D,"Context:
""A man is outside in his yard. He is using a pressure washer to wash the leaves off his lawn. he""

Which of the following endings best completes the context?

Choices:
A. is spraying the leaves with the spray hose.
B. starts to have some feet sticking straight up out of a dirt barrel.
C. leaves them there up high as he stops to talk occasionally.
D. sprays them up and down, pushing them down an incline.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
30786.0,Skiing,The man in the orange jacket skis down the hill. The man holding the camera follows. They ski down the snowy hill. the man in the orange jacket,C,"Context:
""The man in the orange jacket skis down the hill. The man holding the camera follows. They ski down the snowy hill. the man in the orange jacket""

Which of the following endings best completes the context?

Choices:
A. pretends to ski very fast.
B. shows a silver ski for people to ski out of a car while wearing a helmet.
C. can be seen in front of him skiing.
D. pulls the skier with him.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
20766.0,Hopscotch,The younger woman in shorts jumps on the squares and an older woman wearing a dress also jumps on the squares. The young girl falls over. the older woman,D,"Context:
""The younger woman in shorts jumps on the squares and an older woman wearing a dress also jumps on the squares. The young girl falls over. the older woman""

Which of the following endings best completes the context?

Choices:
A. puts her silver gymnasium gym shoes on and jumps.
B. in red finished and back on the squares starts doing the same thing.
C. starts dancing on the squares with the younger girl.
D. walks and celebrates raising her arms.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
27137.0,Playing guitarra,A man in a classroom sitting down on a stool playing a guitar in from of adult students. the man,C,"Context:
""A man in a classroom sitting down on a stool playing a guitar in from of adult students. the man""

Which of the following endings best completes the context?

Choices:
A. demonstrates a guitar on his lap and then begins to play.
B. are playing the guitar while microphones are on as he spins and stands up.
C. stands up from the stool and the people clapping can be heard.
D. picks up the guitar with the hand signs.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
37765.0,Playing piano,A man is seated at a piano by a curbside. he,A,"Context:
""A man is seated at a piano by a curbside. he""

Which of the following endings best completes the context?

Choices:
A. is playing the piano as people are walking by.
B. plays a song that has an edge in its middle.
C. is playing the piano with his hands in front of him, avoiding any contact with the strings as he plays.
D. plays the piano enthusiastically, moving the keys with his hands and playing with his shoulders.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
21489.0,Using the rowing machine,A man speaks to the camera while another man sits on a piece of exercise equipment behind him. the instructor,D,"Context:
""A man speaks to the camera while another man sits on a piece of exercise equipment behind him. the instructor""

Which of the following endings best completes the context?

Choices:
A. waves to the camera and the man hits a wall repeatedly.
B. speaks the man while moving the man around and his feet work.
C. continues talking about the exercise and showing martial arts moves.
D. continues moving around near the man and has him show how to machine works.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
41239.0,Playing congas,"A man is talking and playing drums in a split screen. As he explains the process, he uses his hands to beat out a tune. he",C,"Context:
""A man is talking and playing drums in a split screen. As he explains the process, he uses his hands to beat out a tune. he""

Which of the following endings best completes the context?

Choices:
A. moves his hands up and down and ends by taking off his glasses.
B. then trips up and falls to the ground.
C. continues talking and playing until it switches exclusively to him playing the drums.
D. stops and starts again to explain.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
9428.0,Horseback riding,People ride horses in the shallow waters of the sea. People ride the horses in the water along the shore. A horse defecates in the water. people,A,"Context:
""People ride horses in the shallow waters of the sea. People ride the horses in the water along the shore. A horse defecates in the water. people""

Which of the following endings best completes the context?

Choices:
A. form a line with the horses while riding in the ocean.
B. swim in the choppy water.
C. stand on the horses giving the people water water when children stand on the sides.
D. assist the horses in the water.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
23484.0,Playing kickball,"A young boy and a small boy are on a fenced field. They kick a ball, then try to chase it down. the kids",C,"Context:
""A young boy and a small boy are on a fenced field. They kick a ball, then try to chase it down. the kids""

Which of the following endings best completes the context?

Choices:
A. run out onto a grass field.
B. try to catch the ball from the ground but the ball falls to the ground.
C. continue playing as a man joins, fighting over the ball.
D. walk around the field in front of the house.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
18176.0,Skateboarding,A police officer is shown performing spins and tricks on a skateboard in the middle of a street. another man,B,"Context:
""A police officer is shown performing spins and tricks on a skateboard in the middle of a street. another man""

Which of the following endings best completes the context?

Choices:
A. is shown performing tricks from the skateboard at a park.
B. walks up and gives him a high five.
C. is also shown performing tricks on a skateboard inside a christmas house.
D. is on the skateboard performing several flips and turns while a host pours milk and water over him.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
17832.0,Removing curlers,A little girl crouches down on the carpeted floor and is placing sponge curlers on the carpet. a lady with a black blouse,D,"Context:
""A little girl crouches down on the carpeted floor and is placing sponge curlers on the carpet. a lady with a black blouse""

Which of the following endings best completes the context?

Choices:
A. takes a tissue and wipes her eyes.
B. kneels down in front of her and lifts up the girl on her shoulders.
C. is also playing along.
D. sits next to the child and begins placing the curlers in the little girls hair.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
48953.0,Fixing the roof,"We see a house with a new roof, and a close up of a man using a power washer to clean the tiles. He sprays the shingles all over the roof. we",A,"Context:
""We see a house with a new roof, and a close up of a man using a power washer to clean the tiles. He sprays the shingles all over the roof. we""

Which of the following endings best completes the context?

Choices:
A. then see the freshly cleaned and repaired roof.
B. see the perfect hardwood floor in the end.
C. see a flashlight in the light and the washing machine with a bucket.
D. see the ending screen.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
43041.0,Playing badminton,"A man introduces the topic of the video, which is how to do a smash shot in badminton. he",A,"Context:
""A man introduces the topic of the video, which is how to do a smash shot in badminton. he""

Which of the following endings best completes the context?

Choices:
A. slowly demonstrates the necessary approach and form of the shot.
B. teaches the basics of badminton as he teaches the talk.
C. introduces different techniques to the camera as well as footwork and dances.
D. pans the camera to show who he is talking about.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
50109.0,Discus throw,"A man holds a disc on his right hand, then he spins and throw the disc. then",D,"Context:
""A man holds a disc on his right hand, then he spins and throw the disc. then""

Which of the following endings best completes the context?

Choices:
A. , the man spins twice and throw the disc.
B. , the man throws the disc, after he spin and throw again.
C. , the man throw the disc, while a woman assist to throw the disc.
D. , he talks to somebody, while people watch under a tent.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
49560.0,Doing fencing,We then see several jousters with swords and gear standing to one side. The news people begin speaking with them and interviewing them. the jousters,D,"Context:
""We then see several jousters with swords and gear standing to one side. The news people begin speaking with them and interviewing them. the jousters""

Which of the following endings best completes the context?

Choices:
A. begin to demonstrate martial arts moves.
B. , dressed in red and white armor, dismount and we see their names flash on the screen.
C. jump rope while the host narrates the event.
D. explain how their equipment works.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
42031.0,Snow tubing,A group of people are sitting down at the top of a snow slide in a tube. the person holding the camera,C,"Context:
""A group of people are sitting down at the top of a snow slide in a tube. the person holding the camera""

Which of the following endings best completes the context?

Choices:
A. takes various pictures and gets their own part of the slide and falls off.
B. takes turns up and down the slide doing tricks.
C. starts his journey and he is off down the slopes of snow.
D. is standing up and begins snowboarding down the slide.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
7153.0,Walking the dog,A series of unrelated still images are shown. Brief scenes related to dogs are shown. a man,A,"Context:
""A series of unrelated still images are shown. Brief scenes related to dogs are shown. a man""

Which of the following endings best completes the context?

Choices:
A. walks and takes care of a large group of dogs while occasionally interacting with others or talking to the camera.
B. walks into frame one last time.
C. in a large kitchen, with cookies pan and different products before him, begins speaking.
D. in winter gear puts on a workshop mask.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
27000.0,Laying tile,A man in a hardhat and goggles stands in a tiled room talking then we see the man cutting tiles with tools. we,A,"Context:
""A man in a hardhat and goggles stands in a tiled room talking then we see the man cutting tiles with tools. we""

Which of the following endings best completes the context?

Choices:
A. see a man tiling and another man looking at blueprints.
B. switch to scenes of different people working outdoors.
C. see the ending sequence and some shots of the man making a template with a piece of wood.
D. see a foot on screen.

Reply with exactly one uppercase letter out of A, B, C, or D.
",113
35648.0,River tubing,There are some people water tubing down a river. one of the tubers,B,"Context:
""There are some people water tubing down a river. one of the tubers""

Which of the following endings best completes the context?

Choices:
A. makes it up onto the higher rocks where he joins another tuber on the lower rocks.
B. comes on a blue tube wearing a yellow helmet and blue vest is followed by several tubers also on blue tubes.
C. falls off of one of his boards.
D. almost goes over a high bar while going down.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
35014.0,Playing blackjack,There are several tokens stacked up on the table. He is explaining how to play the gambling game to maximize one's money. he,C,"Context:
""There are several tokens stacked up on the table. He is explaining how to play the gambling game to maximize one's money. he""

Which of the following endings best completes the context?

Choices:
A. carves up the tokens and then puts them back down.
B. shows how to play hula hoops using simple club rules.
C. puts more cards on the table and takes a hand to earn more tokens.
D. instructs on how to play team.

Reply with exactly one uppercase letter out of A, B, C, or D.
",114
27832.0,Cricket,A score being shown leads into a game of people playing cricket and reacting positively and negatively. more clips of the game,D,"Context:
""A score being shown leads into a game of people playing cricket and reacting positively and negatively. more clips of the game""

Which of the following endings best completes the context?

Choices:
A. are shown as well as people playing and if the winner takes their turn.
B. are shown as well as other players and participants.
C. are shown as well as people scoring and more trophies being won.
D. are shown back to back as well as players cheering and celebrating.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
33440.0,Playing pool,It flashes back to the pool table. The man and woman continue talking and the woman laughs at what the man is saying. the man,A,"Context:
""It flashes back to the pool table. The man and woman continue talking and the woman laughs at what the man is saying. the man""

Which of the following endings best completes the context?

Choices:
A. is now teaching the woman how to shoot the pool ball while standing behind her.
B. then gestures towards the people sitting in his pool.
C. 's shot is showcased and minor mistakes are made.
D. walks towards the camera and faces is talking again.

Reply with exactly one uppercase letter out of A, B, C, or D.
",115
