question,question_concept,_split,answer,final_prompt,len_tk_phi3_mini_4k_instruct
"John moved away from his family.  He was a bit upset that he had to do it, but he needed the job.  Still, he would have preferred it if the job were what?",away,train-00000-of-00001,C,"Question:
John moved away from his family.  He was a bit upset that he had to do it, but he needed the job.  Still, he would have preferred it if the job were what?

Which of the following is the best response to the question?

Choices:
A. present
B. stay here
C. closer
D. available
E. come here

Reply with exactly one uppercase letter out of A, B, C, D or E.
",109
James and Jenny are good friends.  They spend a lot of time together and usually get home late.   Jenny is very smart and James likes to hear her doing something. What might James like to hear Jenny do?,friends,train-00000-of-00001,A,"Question:
James and Jenny are good friends.  They spend a lot of time together and usually get home late.   Jenny is very smart and James likes to hear her doing something. What might James like to hear Jenny do?

Which of the following is the best response to the question?

Choices:
A. tell story
B. sing
C. clean room
D. going out at night
E. jump rope

Reply with exactly one uppercase letter out of A, B, C, D or E.
",121
"Billy emptied his trash can into the big dumpster.  Housekeeping was supposed to do it, but it was easy for him, and this place was cheap.  Where is Billy?",trash can,train-00000-of-00001,C,"Question:
Billy emptied his trash can into the big dumpster.  Housekeeping was supposed to do it, but it was easy for him, and this place was cheap.  Where is Billy?

Which of the following is the best response to the question?

Choices:
A. dump
B. office
C. motel
D. park
E. corner

Reply with exactly one uppercase letter out of A, B, C, D or E.
",110
Sarah couldn't make the afternoon meeting and had to reschedule. She promised to .skip dinner and go to sleep earlier that night so that she could make it.  When might the meeting have been rescheduled to?,afternoon,train-00000-of-00001,C,"Question:
Sarah couldn't make the afternoon meeting and had to reschedule. She promised to .skip dinner and go to sleep earlier that night so that she could make it.  When might the meeting have been rescheduled to?

Which of the following is the best response to the question?

Choices:
A. before noon
B. after
C. morning
D. evening
E. before lunch

Reply with exactly one uppercase letter out of A, B, C, D or E.
",119
"She was there for for just one location and one pair of jeans, but she spent hours looking at everything and anything in the what?",jeans,train-00000-of-00001,C,"Question:
She was there for for just one location and one pair of jeans, but she spent hours looking at everything and anything in the what?

Which of the following is the best response to the question?

Choices:
A. clothing store
B. shopping plaza
C. shopping mall
D. laundromat
E. thrift store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",107
"Randy was not doing housework.   His wife was raising two children, and this only increased her workload. It put her under a lot of stress.  What might this lead to?",doing housework,train-00000-of-00001,E,"Question:
Randy was not doing housework.   His wife was raising two children, and this only increased her workload. It put her under a lot of stress.  What might this lead to?

Which of the following is the best response to the question?

Choices:
A. asthma
B. more
C. boredom
D. headache
E. arguments

Reply with exactly one uppercase letter out of A, B, C, D or E.
",111
James was caught committing perjury in a mock trial for his law class. Everyone laughed at his inept lies.  He couldn't stand the what?,committing perjury,train-00000-of-00001,B,"Question:
James was caught committing perjury in a mock trial for his law class. Everyone laughed at his inept lies.  He couldn't stand the what?

Which of the following is the best response to the question?

Choices:
A. indictment
B. embarrassment
C. penalty
D. go to jail
E. jail time

Reply with exactly one uppercase letter out of A, B, C, D or E.
",111
The aboriginal people ended up being displaced by settlers who justified themselves with the fact that the displaced people didn't have a formal system to do what?,people,train-00000-of-00001,E,"Question:
The aboriginal people ended up being displaced by settlers who justified themselves with the fact that the displaced people didn't have a formal system to do what?

Which of the following is the best response to the question?

Choices:
A. fight back
B. spend time
C. own home
D. talk to each other
E. own land

Reply with exactly one uppercase letter out of A, B, C, D or E.
",110
"Sean was an honest person, but his married June, who wasn't honest at all. In fact, who was very what?",honest,train-00000-of-00001,E,"Question:
Sean was an honest person, but his married June, who wasn't honest at all. In fact, who was very what?

Which of the following is the best response to the question?

Choices:
A. untruthful
B. liar
C. untrustworthy
D. disloyal
E. deceitful

Reply with exactly one uppercase letter out of A, B, C, D or E.
",106
"Joe was there to meet a large number of people.  As he filed though the entrance hall, he saw many strangers who came from far away.  What sort of building is he probably in?",entrance hall,validation-00000-of-00001,C,"Question:
Joe was there to meet a large number of people.  As he filed though the entrance hall, he saw many strangers who came from far away.  What sort of building is he probably in?

Which of the following is the best response to the question?

Choices:
A. person
B. box
C. convention center
D. public building
E. large building

Reply with exactly one uppercase letter out of A, B, C, D or E.
",112
John knows what environment he can find marmosets in but doesn't know how to find that environment.    What areas of the Americas has the environment he's looking for?,marmoset,train-00000-of-00001,C,"Question:
John knows what environment he can find marmosets in but doesn't know how to find that environment.    What areas of the Americas has the environment he's looking for?

Which of the following is the best response to the question?

Choices:
A. texas
B. grassy field
C. south and central america
D. american tropics
E. wilderness

Reply with exactly one uppercase letter out of A, B, C, D or E.
",116
"John loved his snake.  It was the only ting he loved. He hated everyone else and was abrasive to most people, but he loved his snake.   How might you describe the snake?",snake,validation-00000-of-00001,C,"Question:
John loved his snake.  It was the only ting he loved. He hated everyone else and was abrasive to most people, but he loved his snake.   How might you describe the snake?

Which of the following is the best response to the question?

Choices:
A. sun itself
B. tropical forest
C. pet
D. rude
E. sharp

Reply with exactly one uppercase letter out of A, B, C, D or E.
",115
"James wanted to add space for an extra guest, so he bought a hide bed sofa.  With that he'd be able to have two people stay over, one in the guest room, and one on the sofa.  Where might he have been?",hide bed sofa,train-00000-of-00001,E,"Question:
James wanted to add space for an extra guest, so he bought a hide bed sofa.  With that he'd be able to have two people stay over, one in the guest room, and one on the sofa.  Where might he have been?

Which of the following is the best response to the question?

Choices:
A. hotel
B. guest room
C. office
D. apartment
E. house

Reply with exactly one uppercase letter out of A, B, C, D or E.
",122
James worked at a Kosher Deli in a Jewish  neighborhood in the same city where his grandparents came over from Europe in the 40s. He could see the big green torch from his bedroom.  Where might he live?,kosher deli,train-00000-of-00001,E,"Question:
James worked at a Kosher Deli in a Jewish  neighborhood in the same city where his grandparents came over from Europe in the 40s. He could see the big green torch from his bedroom.  Where might he live?

Which of the following is the best response to the question?

Choices:
A. jerusalem
B. miami
C. food court
D. town
E. new york city

Reply with exactly one uppercase letter out of A, B, C, D or E.
",125
Joe was thrown from his boat into the water.  The water was cold because it was the middle of winter and he cried out to his crew for help.  They couldn't hear him over the sound of the what?,water,validation-00000-of-00001,D,"Question:
Joe was thrown from his boat into the water.  The water was cold because it was the middle of winter and he cried out to his crew for help.  They couldn't hear him over the sound of the what?

Which of the following is the best response to the question?

Choices:
A. surface of earth
B. teardrops
C. snowflake
D. typhoon
E. motor

Reply with exactly one uppercase letter out of A, B, C, D or E.
",123
Danny is having fun just dancing and singing with his friends. He wasn't concerned with things that weren't fun. For him having fun is the same as what?,having fun,validation-00000-of-00001,C,"Question:
Danny is having fun just dancing and singing with his friends. He wasn't concerned with things that weren't fun. For him having fun is the same as what?

Which of the following is the best response to the question?

Choices:
A. injuries
B. smiling
C. being happy
D. glee
E. jump

Reply with exactly one uppercase letter out of A, B, C, D or E.
",108
"Billy often eat hamburgers, but he did not always have then with cheese.  Billy are cheeseburgers more often than some people, but less often than others.  You could say that it was something he did only when?",often,train-00000-of-00001,A,"Question:
Billy often eat hamburgers, but he did not always have then with cheese.  Billy are cheeseburgers more often than some people, but less often than others.  You could say that it was something he did only when?

Which of the following is the best response to the question?

Choices:
A. occasionally
B. seldom
C. hardly ever
D. infrequently
E. never

Reply with exactly one uppercase letter out of A, B, C, D or E.
",125
James tripped while running in the house.   His mother had repeatedly warned him to put his toys away but he did not listen. Where might his toys have been?,toys,train-00000-of-00001,B,"Question:
James tripped while running in the house.   His mother had repeatedly warned him to put his toys away but he did not listen. Where might his toys have been?

Which of the following is the best response to the question?

Choices:
A. slippery
B. floor
C. store
D. drawer
E. basement

Reply with exactly one uppercase letter out of A, B, C, D or E.
",107
"Sam didn't want to join a union, but he had no choice.  He was employed at a union shop. If he didn't want to join, he's have to leave what?",union,train-00000-of-00001,B,"Question:
Sam didn't want to join a union, but he had no choice.  He was employed at a union shop. If he didn't want to join, he's have to leave what?

Which of the following is the best response to the question?

Choices:
A. province
B. workplace
C. construction business
D. law
E. club

Reply with exactly one uppercase letter out of A, B, C, D or E.
",110
The children loved their pet weasel.  The teacher came every weekend to make sure it was fed and watered and exercised.  Children from all over the school came to visit the weasel.  Where did they come?,weasel,train-00000-of-00001,A,"Question:
The children loved their pet weasel.  The teacher came every weekend to make sure it was fed and watered and exercised.  Children from all over the school came to visit the weasel.  Where did they come?

Which of the following is the best response to the question?

Choices:
A. classroom
B. law firm
C. pet store
D. terrarium
E. chicken coop

Reply with exactly one uppercase letter out of A, B, C, D or E.
",124
"Shane was supposed to speak at his fathers funeral.  He was a clown, and acted very ridiculous.  This cheerfulness turned off people who expected the funeral to be what?",ridiculous,train-00000-of-00001,D,"Question:
Shane was supposed to speak at his fathers funeral.  He was a clown, and acted very ridiculous.  This cheerfulness turned off people who expected the funeral to be what?

Which of the following is the best response to the question?

Choices:
A. solemn
B. compete
C. serious
D. somber
E. straightforward

Reply with exactly one uppercase letter out of A, B, C, D or E.
",113
"John bought a small butane stove.  He knew that he couldn't use it inside because of the fumes, but he could use it outside.  What structure would John most likely use the stove outside of?",stove,train-00000-of-00001,E,"Question:
John bought a small butane stove.  He knew that he couldn't use it inside because of the fumes, but he could use it outside.  What structure would John most likely use the stove outside of?

Which of the following is the best response to the question?

Choices:
A. community kitchen
B. the post office
C. apartment
D. friend's house
E. tent

Reply with exactly one uppercase letter out of A, B, C, D or E.
",120
John didn't know why it was called blowing. You didn't blow.  There was no blowing.  What was done instead of blowing?,blow,train-00000-of-00001,A,"Question:
John didn't know why it was called blowing. You didn't blow.  There was no blowing.  What was done instead of blowing?

Which of the following is the best response to the question?

Choices:
A. sucking
B. breathe in
C. inhale
D. breathing in
E. sucking

Reply with exactly one uppercase letter out of A, B, C, D or E.
",111
"John is sitting in a toilet stall in a bathroom, outside he can hear cars going around in circles.  What is the function of the place he is most likely at?",bathroom,validation-00000-of-00001,C,"Question:
John is sitting in a toilet stall in a bathroom, outside he can hear cars going around in circles.  What is the function of the place he is most likely at?

Which of the following is the best response to the question?

Choices:
A. eating food
B. public place
C. race track
D. at hotel
E. public building

Reply with exactly one uppercase letter out of A, B, C, D or E.
",111
"Dave wants to build a new ranch house, but he's worried about mudslides, fires, earthquakes,  and restrictive zoning codes.  Where might he live?",ranch house,train-00000-of-00001,C,"Question:
Dave wants to build a new ranch house, but he's worried about mudslides, fires, earthquakes,  and restrictive zoning codes.  Where might he live?

Which of the following is the best response to the question?

Choices:
A. montana
B. west
C. california
D. outback
E. texas

Reply with exactly one uppercase letter out of A, B, C, D or E.
",113
The faucet on the wall sprayed water high into the air.  It caught the light from the window and made a rainbow.  It was very annoying and gross to people who came into this what?,faucet,train-00000-of-00001,A,"Question:
The faucet on the wall sprayed water high into the air.  It caught the light from the window and made a rainbow.  It was very annoying and gross to people who came into this what?

Which of the following is the best response to the question?

Choices:
A. restroom
B. rainstorm
C. water fountain
D. sink
E. directing flow of water

Reply with exactly one uppercase letter out of A, B, C, D or E.
",121
"The lizard startled the vacationer, he then joked it was one thing that hadn't disappeared in the mysterious triangle where?",lizard,train-00000-of-00001,D,"Question:
The lizard startled the vacationer, he then joked it was one thing that hadn't disappeared in the mysterious triangle where?

Which of the following is the best response to the question?

Choices:
A. south america
B. south carolina
C. utah
D. bermuda
E. new mexico

Reply with exactly one uppercase letter out of A, B, C, D or E.
",106
"The architect thought that a mezzanine would look good, but the planning committee rejected it.  They told the architect that they felt it was a potential hazard given the ages of the people who would be using it.  What might they be designing?",mezzanine,validation-00000-of-00001,E,"Question:
The architect thought that a mezzanine would look good, but the planning committee rejected it.  They told the architect that they felt it was a potential hazard given the ages of the people who would be using it.  What might they be designing?

Which of the following is the best response to the question?

Choices:
A. actors
B. theater
C. concert hall
D. floors
E. school

Reply with exactly one uppercase letter out of A, B, C, D or E.
",124
"John wanted to keep his food fresh, she he bought something that would let him suck the air it, leaving empty space inside.   This would keep food fresh.  This item was a type of what?",space,train-00000-of-00001,B,"Question:
John wanted to keep his food fresh, she he bought something that would let him suck the air it, leaving empty space inside.   This would keep food fresh.  This item was a type of what?

Which of the following is the best response to the question?

Choices:
A. front
B. jar
C. baggie
D. box
E. universe

Reply with exactly one uppercase letter out of A, B, C, D or E.
",110
"James didn't know what to do.  He felt that he'd ruin his relationship with Jen if he took it further, and he didn't want to do that.  At the same time,  He fight that pushing farther might do what to something good?",ruin,train-00000-of-00001,E,"Question:
James didn't know what to do.  He felt that he'd ruin his relationship with Jen if he took it further, and he didn't want to do that.  At the same time,  He fight that pushing farther might do what to something good?

Which of the following is the best response to the question?

Choices:
A. found
B. destroy
C. construct
D. fix
E. produce

Reply with exactly one uppercase letter out of A, B, C, D or E.
",123
"James got a teabag and boiled some tea, he then poured it into a container, put it away, and went back to his computer.  Where did he put the tea?",tea,train-00000-of-00001,E,"Question:
James got a teabag and boiled some tea, he then poured it into a container, put it away, and went back to his computer.  Where did he put the tea?

Which of the following is the best response to the question?

Choices:
A. cup
B. internet cafe
C. cupboard
D. teapot
E. refrigerator

Reply with exactly one uppercase letter out of A, B, C, D or E.
",114
"Sally bought tickets to the event and headed out.  She was a fan, though some people found it boring and loud.  She liked watching them go around.  Where is Sally going?",tickets,train-00000-of-00001,E,"Question:
Sally bought tickets to the event and headed out.  She was a fan, though some people found it boring and loud.  She liked watching them go around.  Where is Sally going?

Which of the following is the best response to the question?

Choices:
A. train station
B. opera
C. show
D. dance
E. race track

Reply with exactly one uppercase letter out of A, B, C, D or E.
",112
"Dan was a farmer with just one heifer.  But that was okay, he only kept her for milk, and he didn't think he'd find good farmland in a place as cold as where?",heifer,validation-00000-of-00001,C,"Question:
Dan was a farmer with just one heifer.  But that was okay, he only kept her for milk, and he didn't think he'd find good farmland in a place as cold as where?

Which of the following is the best response to the question?

Choices:
A. arizona
B. farm yard
C. michigan
D. german field
E. dairy farm

Reply with exactly one uppercase letter out of A, B, C, D or E.
",119
Sarah was very good with a brass drum.  Her friend Jane was performing at a concert and asked Sarah to join her.  What did Jane ask Sarah to join?,bass drum,train-00000-of-00001,D,"Question:
Sarah was very good with a brass drum.  Her friend Jane was performing at a concert and asked Sarah to join her.  What did Jane ask Sarah to join?

Which of the following is the best response to the question?

Choices:
A. manual
B. marching band
C. drum set
D. rock band
E. orchestra

Reply with exactly one uppercase letter out of A, B, C, D or E.
",108
"Suzan is fiddling while Johnny, Jerry, and the rest are having some wild fun with not particular rhyme or pattern.  What might they be doing?",fiddling,train-00000-of-00001,B,"Question:
Suzan is fiddling while Johnny, Jerry, and the rest are having some wild fun with not particular rhyme or pattern.  What might they be doing?

Which of the following is the best response to the question?

Choices:
A. shuffle
B. dancing about
C. troubles
D. square dancing
E. discovery

Reply with exactly one uppercase letter out of A, B, C, D or E.
",106
"He just needed to pick up one more thing off his list and fill his cart, he grabbed some coffee on his way to checking out of where?",coffee,train-00000-of-00001,D,"Question:
He just needed to pick up one more thing off his list and fill his cart, he grabbed some coffee on his way to checking out of where?

Which of the following is the best response to the question?

Choices:
A. curch
B. fast food restaurant
C. friend's house
D. grocery store
E. internet cafe

Reply with exactly one uppercase letter out of A, B, C, D or E.
",109
"Sam lives in a ranch house, which is a bit of a sterotype where he lives.  Everyone from out of state thinks he's a cowboy.  Where might he live?",ranch house,train-00000-of-00001,D,"Question:
Sam lives in a ranch house, which is a bit of a sterotype where he lives.  Everyone from out of state thinks he's a cowboy.  Where might he live?

Which of the following is the best response to the question?

Choices:
A. west
B. california
C. hawaii
D. texas
E. montana

Reply with exactly one uppercase letter out of A, B, C, D or E.
",115
"John couldn't find an affordable place to stay so he decided to splurge.  He picked a place that was fancy and upscale, expensive.  Where might he be staying?",place to stay,train-00000-of-00001,E,"Question:
John couldn't find an affordable place to stay so he decided to splurge.  He picked a place that was fancy and upscale, expensive.  Where might he be staying?

Which of the following is the best response to the question?

Choices:
A. city
B. mexico
C. motel
D. restaraunt
E. hotel

Reply with exactly one uppercase letter out of A, B, C, D or E.
",112
"James spent his days at his cottage trying to capture the beauty of the landscape, but he wasn't good at it. He was never good at it.  What isn't he good at?",cottage,train-00000-of-00001,E,"Question:
James spent his days at his cottage trying to capture the beauty of the landscape, but he wasn't good at it. He was never good at it.  What isn't he good at?

Which of the following is the best response to the question?

Choices:
A. mountains
B. dense areas
C. village
D. countryside
E. painting

Reply with exactly one uppercase letter out of A, B, C, D or E.
",113
"The show was live,  and there was no tape delay.  The station decided that they weren't going to have any censorship, and would remain what regarding the issues?",live,train-00000-of-00001,A,"Question:
The show was live,  and there was no tape delay.  The station decided that they weren't going to have any censorship, and would remain what regarding the issues?

Which of the following is the best response to the question?

Choices:
A. neutral
B. animated
C. broadcast
D. biased
E. recorded

Reply with exactly one uppercase letter out of A, B, C, D or E.
",107
"After jumping up and down on the floor, the child's mother yelled after she was told she was distracting her downstairs neighbors because of making what?",jumping up and down,train-00000-of-00001,C,"Question:
After jumping up and down on the floor, the child's mother yelled after she was told she was distracting her downstairs neighbors because of making what?

Which of the following is the best response to the question?

Choices:
A. exercise
B. tantrums
C. lot of noise
D. hiccups
E. getting warm

Reply with exactly one uppercase letter out of A, B, C, D or E.
",111
"John lives in a farhouse well away from anyone. He doesn't farm himself, the farm shut down long ago.  How would you describe the area where he lives?",farmhouse,train-00000-of-00001,B,"Question:
John lives in a farhouse well away from anyone. He doesn't farm himself, the farm shut down long ago.  How would you describe the area where he lives?

Which of the following is the best response to the question?

Choices:
A. farming community
B. rural area
C. cow's shed
D. michigan
E. housing farmer and family

Reply with exactly one uppercase letter out of A, B, C, D or E.
",113
"Johnny build a house somewhere on the planet.  He wanted to do so away from the city, but still close enough.  But he gave up that dream and settled for building it inside the city limits.  Where might he have built it?",house,train-00000-of-00001,C,"Question:
Johnny build a house somewhere on the planet.  He wanted to do so away from the city, but still close enough.  But he gave up that dream and settled for building it inside the city limits.  Where might he have built it?

Which of the following is the best response to the question?

Choices:
A. suburbs
B. in the pond
C. residential area
D. newspaper
E. surface of earth

Reply with exactly one uppercase letter out of A, B, C, D or E.
",126
Billy was opening a new Deli. He wanted to open it in a place that gets a lot of traffic.  Where might he open it?,deli,train-00000-of-00001,C,"Question:
Billy was opening a new Deli. He wanted to open it in a place that gets a lot of traffic.  Where might he open it?

Which of the following is the best response to the question?

Choices:
A. new york city
B. strip mall
C. shopping center
D. hamburg
E. office building

Reply with exactly one uppercase letter out of A, B, C, D or E.
",107
Billy is stumbling about because he has little light.  There's a rolled up map of stars in the corner.  The floor creaks with every step.  His flashlight is fading.  Where might she be?,light,train-00000-of-00001,B,"Question:
Billy is stumbling about because he has little light.  There's a rolled up map of stars in the corner.  The floor creaks with every step.  His flashlight is fading.  Where might she be?

Which of the following is the best response to the question?

Choices:
A. restaurant
B. attic
C. fridge
D. ocean
E. universe

Reply with exactly one uppercase letter out of A, B, C, D or E.
",118
"James and Judy are preparing to copulate.  In order to ensure that things go smoothly, they engage in foreplay.  What might they start by doing?",copulate,train-00000-of-00001,A,"Question:
James and Judy are preparing to copulate.  In order to ensure that things go smoothly, they engage in foreplay.  What might they start by doing?

Which of the following is the best response to the question?

Choices:
A. kiss
B. lubricate
C. sleep
D. procreation
E. sexual release

Reply with exactly one uppercase letter out of A, B, C, D or E.
",108
"Bobby sat on the examination table.  Happy that this was a simple procedure, and he could do it here instead of staying overnight some place else.  Where might he be?",examination table,train-00000-of-00001,D,"Question:
Bobby sat on the examination table.  Happy that this was a simple procedure, and he could do it here instead of staying overnight some place else.  Where might he be?

Which of the following is the best response to the question?

Choices:
A. hospital
B. school
C. obituary
D. doctor's office
E. vets office

Reply with exactly one uppercase letter out of A, B, C, D or E.
",113
"Polly didn't know her way around, so she navigated by landmark.  She used statues, stores, and distinctive building.  Where might she be?",landmark,train-00000-of-00001,E,"Question:
Polly didn't know her way around, so she navigated by landmark.  She used statues, stores, and distinctive building.  Where might she be?

Which of the following is the best response to the question?

Choices:
A. countryside
B. national park
C. map
D. neighbourhood
E. city

Reply with exactly one uppercase letter out of A, B, C, D or E.
",107
"Sally didn't know what she planned to do.  She was going to remodel her front garden, but she couldn't because of zoning rules.  Such was the perils of living where?",front garden,train-00000-of-00001,B,"Question:
Sally didn't know what she planned to do.  She was going to remodel her front garden, but she couldn't because of zoning rules.  Such was the perils of living where?

Which of the following is the best response to the question?

Choices:
A. outside of house
B. urban area
C. town hall
D. front yard
E. michigan

Reply with exactly one uppercase letter out of A, B, C, D or E.
",116
"James is apply for a job that he really wants. He knows that it will be a good fit and he has experience, but he doesn't have all the qualifications that they're asking for, so he's worried about what?",applying for job,train-00000-of-00001,B,"Question:
James is apply for a job that he really wants. He knows that it will be a good fit and he has experience, but he doesn't have all the qualifications that they're asking for, so he's worried about what?

Which of the following is the best response to the question?

Choices:
A. acceptance
B. rejection
C. hope
D. less sleep
E. employment

Reply with exactly one uppercase letter out of A, B, C, D or E.
",121
"John prepared a written sex contract.  It wouldn't hold up in court, but it gave him piece of mind, and he had it signed before he allowed his newest BDSM partner to perform what on him?",written,train-00000-of-00001,C,"Question:
John prepared a written sex contract.  It wouldn't hold up in court, but it gave him piece of mind, and he had it signed before he allowed his newest BDSM partner to perform what on him?

Which of the following is the best response to the question?

Choices:
A. torture
B. verbal
C. oral
D. unwritten
E. aforewritten

Reply with exactly one uppercase letter out of A, B, C, D or E.
",118
Two basketball teams were on the court playing ball. The first team had over 100 points while the second team trailed by more than 50. It was almost certain that the second team would do what to the game?,playing ball,train-00000-of-00001,B,"Question:
Two basketball teams were on the court playing ball. The first team had over 100 points while the second team trailed by more than 50. It was almost certain that the second team would do what to the game?

Which of the following is the best response to the question?

Choices:
A. competition
B. lose
C. throwing
D. having fun
E. running

Reply with exactly one uppercase letter out of A, B, C, D or E.
",115
"Sally was looking for a saltshaker.  She looked where she ate, and it wasn't there. She looked in storage, and it wasn't there.   She searched every corner, eventually she found it wedged beside a counter.   Where did she find the saltshaker?",saltshaker,train-00000-of-00001,A,"Question:
Sally was looking for a saltshaker.  She looked where she ate, and it wasn't there. She looked in storage, and it wasn't there.   She searched every corner, eventually she found it wedged beside a counter.   Where did she find the saltshaker?

Which of the following is the best response to the question?

Choices:
A. own kitchen
B. denny's restaurant
C. dinner table
D. kitchen cupboard
E. cabinet

Reply with exactly one uppercase letter out of A, B, C, D or E.
",137
"Curiosity caused a cat to jump on john's table, and knock over his lunch.  It was ruined.  He needed to get more, by doing what?",curiosity,train-00000-of-00001,C,"Question:
Curiosity caused a cat to jump on john's table, and knock over his lunch.  It was ruined.  He needed to get more, by doing what?

Which of the following is the best response to the question?

Choices:
A. find truth
B. examine thing
C. go to market
D. attend school
E. cooking

Reply with exactly one uppercase letter out of A, B, C, D or E.
",111
"John's took his appointment book with him to a checkup but couldn't find it anywhere. He looked and he looked but he didn't know where it was.  It wasn't until he bought a new one, went home, took a shower that he found it.  Where was it?",appointment book,train-00000-of-00001,E,"Question:
John's took his appointment book with him to a checkup but couldn't find it anywhere. He looked and he looked but he didn't know where it was.  It wasn't until he bought a new one, went home, took a shower that he found it.  Where was it?

Which of the following is the best response to the question?

Choices:
A. office supply store
B. wallet
C. doctor's office
D. handbag
E. pocket

Reply with exactly one uppercase letter out of A, B, C, D or E.
",138
"John was stuck in his house.  He couldn't get out the door.  He was very frightened when the smoke detectors went off, but luckily it was a false alarm.  Why might he be stuck?",house,train-00000-of-00001,C,"Question:
John was stuck in his house.  He couldn't get out the door.  He was very frightened when the smoke detectors went off, but luckily it was a false alarm.  Why might he be stuck?

Which of the following is the best response to the question?

Choices:
A. fire
B. belong to
C. winter storm
D. face south
E. burn down

Reply with exactly one uppercase letter out of A, B, C, D or E.
",117
The referee wasn't specialized in one thing. He refereed many games.  He was offered a job but wasn't sure what it would be.  What did he know it would be?,referee,train-00000-of-00001,E,"Question:
The referee wasn't specialized in one thing. He refereed many games.  He was offered a job but wasn't sure what it would be.  What did he know it would be?

Which of the following is the best response to the question?

Choices:
A. side with opponent
B. football
C. hockey game
D. part two boxers
E. sporting event

Reply with exactly one uppercase letter out of A, B, C, D or E.
",119
"Billy thought that there wasn't any point to hunting foxes. Besides, it was too dry to find many.  Where might he have been?",fox,train-00000-of-00001,E,"Question:
Billy thought that there wasn't any point to hunting foxes. Besides, it was too dry to find many.  Where might he have been?

Which of the following is the best response to the question?

Choices:
A. hen house
B. florida
C. new hampshire
D. north dakota
E. arkansas

Reply with exactly one uppercase letter out of A, B, C, D or E.
",108
John plays brass instruments in a band that has a lot of diverse people in it and many different instruments.   They mostly play at clubs.  What sort of band might he be in.,brass instrument,train-00000-of-00001,E,"Question:
John plays brass instruments in a band that has a lot of diverse people in it and many different instruments.   They mostly play at clubs.  What sort of band might he be in.

Which of the following is the best response to the question?

Choices:
A. rubber band
B. annoy mom
C. brass band
D. marching band
E. jazz band

Reply with exactly one uppercase letter out of A, B, C, D or E.
",114
If there are a lot of people waiting to order at the fast food restaurant where you decided to have lunch what must you do before you get to order?,have lunch,train-00000-of-00001,D,"Question:
If there are a lot of people waiting to order at the fast food restaurant where you decided to have lunch what must you do before you get to order?

Which of the following is the best response to the question?

Choices:
A. grab the food
B. get full
C. pouring coffee
D. getting in line
E. eath

Reply with exactly one uppercase letter out of A, B, C, D or E.
",106
Lilly wanted to go about procreating but what no desire to have sex with a man.  So she went to a clinic and bought something.  What did she buy?,procreating,train-00000-of-00001,D,"Question:
Lilly wanted to go about procreating but what no desire to have sex with a man.  So she went to a clinic and bought something.  What did she buy?

Which of the following is the best response to the question?

Choices:
A. partner
B. in bed
C. orgasm
D. cum
E. naked

Reply with exactly one uppercase letter out of A, B, C, D or E.
",107
Billy is grooming himself in his bedroom because he wanted to be handsome for the dance.  He can't find his comb. He rushes to the store to do what with a comb?,grooming,train-00000-of-00001,D,"Question:
Billy is grooming himself in his bedroom because he wanted to be handsome for the dance.  He can't find his comb. He rushes to the store to do what with a comb?

Which of the following is the best response to the question?

Choices:
A. beauty
B. prepare
C. positive
D. get
E. looking pretty

Reply with exactly one uppercase letter out of A, B, C, D or E.
",111
"Sarah was watching a film, but she missed the middle.   She closed her eyes in the beginning and when she opened them the credits were rolling.  What did she do?",watching film,train-00000-of-00001,D,"Question:
Sarah was watching a film, but she missed the middle.   She closed her eyes in the beginning and when she opened them the credits were rolling.  What did she do?

Which of the following is the best response to the question?

Choices:
A. entertainment
B. die
C. crying
D. falling asleep
E. masturbate

Reply with exactly one uppercase letter out of A, B, C, D or E.
",112
Miss Grady took a stick from Bob because he was playing with it during class.  She wanted to make sure that he couldn't get to it so she put it where?,glue stick,validation-00000-of-00001,A,"Question:
Miss Grady took a stick from Bob because he was playing with it during class.  She wanted to make sure that he couldn't get to it so she put it where?

Which of the following is the best response to the question?

Choices:
A. desk drawer
B. kitchen drawer
C. classroom
D. pocket
E. office

Reply with exactly one uppercase letter out of A, B, C, D or E.
",109
John had his appointment book with him when he got a medical checkup but he lost it somewhere. Where is the first place that he'd look for it?,appointment book,train-00000-of-00001,E,"Question:
John had his appointment book with him when he got a medical checkup but he lost it somewhere. Where is the first place that he'd look for it?

Which of the following is the best response to the question?

Choices:
A. handbag
B. office supply store
C. wallet
D. pocket
E. doctor's office

Reply with exactly one uppercase letter out of A, B, C, D or E.
",106
"The bathroom was dirty and messy.  It was cleaned every day, but it was always full of water and pee by morning.  Where is the bathroom located?",bathroom,train-00000-of-00001,A,"Question:
The bathroom was dirty and messy.  It was cleaned every day, but it was always full of water and pee by morning.  Where is the bathroom located?

Which of the following is the best response to the question?

Choices:
A. school
B. at hotel
C. neighbor's house
D. college
E. flat

Reply with exactly one uppercase letter out of A, B, C, D or E.
",108
"Joe suffered many consequences from stabbing a stranger to death.   Among them, the family of the victim did something to him. What was that?",stabbing to death,train-00000-of-00001,E,"Question:
Joe suffered many consequences from stabbing a stranger to death.   Among them, the family of the victim did something to him. What was that?

Which of the following is the best response to the question?

Choices:
A. knife wounds
B. buy a gun
C. bleeding
D. jail time
E. law suit

Reply with exactly one uppercase letter out of A, B, C, D or E.
",107
