question,question_concept,_split,answer,final_prompt,len_tk_llama3.1_8b_instruct
"When learning language, people often don' t know which word to use, or pick the wrong ones by accident.  This can cause what?",learning language,train-00000-of-00001,C,"Question:
When learning language, people often don' t know which word to use, or pick the wrong ones by accident.  This can cause what?

Which of the following is the best response to the question?

Choices:
A. frustration
B. problems
C. misunderstandings
D. headaches
E. nausea

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
How would you show someone that you are agreeing with them without getting close or speaking?,agreeing with,train-00000-of-00001,D,"Question:
How would you show someone that you are agreeing with them without getting close or speaking?

Which of the following is the best response to the question?

Choices:
A. standing with them
B. handshake
C. nod and smile
D. nodding
E. shaking hand

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
Lisa was driving down the highway when she saw a billboard telling her that she was near the border.  Where might she be?,billboard,train-00000-of-00001,C,"Question:
Lisa was driving down the highway when she saw a billboard telling her that she was near the border.  Where might she be?

Which of the following is the best response to the question?

Choices:
A. street
B. in the usa
C. texas
D. every city
E. countryside

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
"Everybody seemed to be crying at the holy site, the tour guide explained that this was what?",holy,validation-00000-of-00001,D,"Question:
Everybody seemed to be crying at the holy site, the tour guide explained that this was what?

Which of the following is the best response to the question?

Choices:
A. profane
B. halibut
C. damaged
D. common
E. halibut

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
"If a teacher wants to punish a student by not allowing them to go to recess, what are they doing to them?",punish,train-00000-of-00001,D,"Question:
If a teacher wants to punish a student by not allowing them to go to recess, what are they doing to them?

Which of the following is the best response to the question?

Choices:
A. restrict freedom
B. showing mercy
C. send to room
D. deny
E. put in jail

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
james wanted to fight inflation because he didn't like losing value when he did what?,fight inflation,train-00000-of-00001,B,"Question:
james wanted to fight inflation because he didn't like losing value when he did what?

Which of the following is the best response to the question?

Choices:
A. more money
B. save money
C. can
D. costs money
E. pay less

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
"She asked to swallow semen, he shrugged and replied it was fine if that's what?",swallow semen,train-00000-of-00001,A,"Question:
She asked to swallow semen, he shrugged and replied it was fine if that's what?

Which of the following is the best response to the question?

Choices:
A. you're into
B. prostitute
C. in a porn movie
D. pornstar
E. you're curious

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
Billy put the product on display.  He thought that he was a great attraction that would bring people where?,product,train-00000-of-00001,D,"Question:
Billy put the product on display.  He thought that he was a great attraction that would bring people where?

Which of the following is the best response to the question?

Choices:
A. ship on schedule
B. demonstration
C. draw attention to itself
D. store
E. shelf

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"If you were looking for a grape, where is one place where you probably wouldn't find one?",grape,train-00000-of-00001,C,"Question:
If you were looking for a grape, where is one place where you probably wouldn't find one?

Which of the following is the best response to the question?

Choices:
A. kitchen
B. plate
C. field
D. winery
E. fruit stand

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
David watched some nesting birds using his binoculars while on vacation.  Where might David be?.,birds,validation-00000-of-00001,C,"Question:
David watched some nesting birds using his binoculars while on vacation.  Where might David be?.

Which of the following is the best response to the question?

Choices:
A. sky
B. vaccation
C. forest
D. countryside
E. roof

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
James wanted to know the truth because questions were weighing on him.  Learning would give him what?,truth,train-00000-of-00001,B,"Question:
James wanted to know the truth because questions were weighing on him.  Learning would give him what?

Which of the following is the best response to the question?

Choices:
A. lies
B. free mind
C. work to advantage
D. further knowledge
E. matter to

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
Sally knows a person who works at a distillery.  He takes public transportation to his job every day. What is his job?,person,train-00000-of-00001,E,"Question:
Sally knows a person who works at a distillery.  He takes public transportation to his job every day. What is his job?

Which of the following is the best response to the question?

Choices:
A. catch cold
B. wear jeans
C. take bus
D. eat cake
E. make wine

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"I needed my jeans washed when my electricity was cut off, where did I go?",jeans,train-00000-of-00001,E,"Question:
I needed my jeans washed when my electricity was cut off, where did I go?

Which of the following is the best response to the question?

Choices:
A. thrift store
B. clothing store
C. costume shop
D. shopping mall
E. laundromat

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
"They were marked up in price but he didn't want to go to the department store, so he just got a disposable razor where?",disposable razor,train-00000-of-00001,C,"Question:
They were marked up in price but he didn't want to go to the department store, so he just got a disposable razor where?

Which of the following is the best response to the question?

Choices:
A. hotel room
B. garbage
C. supermarket
D. medicine cabinet
E. restaurant

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
"He had a hard time finding the room on his schedule, it was on the second floor and he got lost in the very large what?",second floor,train-00000-of-00001,A,"Question:
He had a hard time finding the room on his schedule, it was on the second floor and he got lost in the very large what?

Which of the following is the best response to the question?

Choices:
A. school
B. office building
C. house
D. hotel
E. centre

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
Where in the U.S. do many ships from the pacific ocean unload their wares?,pacific ocean,train-00000-of-00001,A,"Question:
Where in the U.S. do many ships from the pacific ocean unload their wares?

Which of the following is the best response to the question?

Choices:
A. san francisco bay
B. northwest
C. southern hemisphere
D. west
E. atlas

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
"She couldn't wait to see the performance, she stood in the line for the box office where?",box office,train-00000-of-00001,A,"Question:
She couldn't wait to see the performance, she stood in the line for the box office where?

Which of the following is the best response to the question?

Choices:
A. theatre
B. venue
C. theater district
D. movie theater
E. ballpark

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
"Everybody seemed to have a horse not just the regular gamblers, which event always brings out the biggest crowds to the sport?",horse,train-00000-of-00001,B,"Question:
Everybody seemed to have a horse not just the regular gamblers, which event always brings out the biggest crowds to the sport?

Which of the following is the best response to the question?

Choices:
A. race track
B. kentucky derby
C. american southwest
D. triple crown
E. horse derby

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
"The family TV personality was dressed as a weasel, and he began to play a what?",weasel,train-00000-of-00001,A,"Question:
The family TV personality was dressed as a weasel, and he began to play a what?

Which of the following is the best response to the question?

Choices:
A. children's song
B. washington d.c
C. chicken coop
D. dead
E. used car lot

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
John didn't know why it was called blowing. You didn't blow.  There was no blowing.  What was done instead of blowing?,blow,train-00000-of-00001,A,"Question:
John didn't know why it was called blowing. You didn't blow.  There was no blowing.  What was done instead of blowing?

Which of the following is the best response to the question?

Choices:
A. sucking
B. breathe in
C. inhale
D. breathing in
E. sucking

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"Sarah tried to manage the evacuation, but it was difficult.  She needed special supplies because all around them was what?",excavation,train-00000-of-00001,E,"Question:
Sarah tried to manage the evacuation, but it was difficult.  She needed special supplies because all around them was what?

Which of the following is the best response to the question?

Choices:
A. egypt
B. work area
C. hospitals
D. city
E. desert

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
Johnny was looking for blowfish in places that weren't near America.  Where would he look?,blowfish,train-00000-of-00001,E,"Question:
Johnny was looking for blowfish in places that weren't near America.  Where would he look?

Which of the following is the best response to the question?

Choices:
A. fish market
B. hawaiian waters
C. gulf of mexico
D. tropical sea
E. south pacific ocean

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
"If a person wants to get coffee without leaving their car, where might they stop?",coffee,train-00000-of-00001,E,"Question:
If a person wants to get coffee without leaving their car, where might they stop?

Which of the following is the best response to the question?

Choices:
A. gas station
B. grocery store
C. friend's house
D. supermarket
E. fast food restaurant

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
"The woman picked from an apple tree while surrounded by other trees, where was she?",apple tree,train-00000-of-00001,B,"Question:
The woman picked from an apple tree while surrounded by other trees, where was she?

Which of the following is the best response to the question?

Choices:
A. illinois
B. woods
C. new york
D. indiana
E. farmer's market

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
Debbie noticed that there was a ficus decorating the room while she was getting a perm.  Where was this plant?,ficus,train-00000-of-00001,B,"Question:
Debbie noticed that there was a ficus decorating the room while she was getting a perm.  Where was this plant?

Which of the following is the best response to the question?

Choices:
A. arboretum
B. hair salon
C. family room
D. flower garden
E. in the sink

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"If I wanted to find out the hours that Marmot was open, I might look where?",marmot,train-00000-of-00001,E,"Question:
If I wanted to find out the hours that Marmot was open, I might look where?

Which of the following is the best response to the question?

Choices:
A. hiding place
B. ocean
C. high mountains
D. north america
E. yellow pages

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
"The bird is young and still nesting, what does it need to do soon to move on?",bird,train-00000-of-00001,C,"Question:
The bird is young and still nesting, what does it need to do soon to move on?

Which of the following is the best response to the question?

Choices:
A. spread wings
B. squawk
C. learn to fly
D. attempt to fly
E. catch food

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
"The field general began to write out a letter to the king, he was told to send what when the enemy was near?",letter,validation-00000-of-00001,C,"Question:
The field general began to write out a letter to the king, he was told to send what when the enemy was near?

Which of the following is the best response to the question?

Choices:
A. syllable
B. english alphabet
C. word
D. email
E. invitation

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"The narrator explained the behaviors of the gazelle, sitting on the couch he was enjoying the what?",gazelle,train-00000-of-00001,B,"Question:
The narrator explained the behaviors of the gazelle, sitting on the couch he was enjoying the what?

Which of the following is the best response to the question?

Choices:
A. window
B. television program
C. open plain
D. great outdoors
E. eastern hemisphere

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
Bill did not revere the holy man but he also didn't disdain him.  Bill had what for the man?,disdain,train-00000-of-00001,D,"Question:
Bill did not revere the holy man but he also didn't disdain him.  Bill had what for the man?

Which of the following is the best response to the question?

Choices:
A. reverence
B. honor
C. admire
D. respect
E. thankfulness

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"The fat man refused to accept what was possible, he complained that he what the simplest activities?",possible,train-00000-of-00001,D,"Question:
The fat man refused to accept what was possible, he complained that he what the simplest activities?

Which of the following is the best response to the question?

Choices:
A. no go
B. unlikely
C. unable
D. cant do
E. impossibility

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
I'm naked in the snow.  I need some method of getting warm.  What mightI try?,getting warm,train-00000-of-00001,B,"Question:
I'm naked in the snow.  I need some method of getting warm.  What mightI try?

Which of the following is the best response to the question?

Choices:
A. jump in a swimming pool
B. starting fire
C. pleasure
D. increase of temperature
E. feeling comfortable

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"I framed the picture so I could look at it while I ate dinner, so where did I put it?",picture,train-00000-of-00001,E,"Question:
I framed the picture so I could look at it while I ate dinner, so where did I put it?

Which of the following is the best response to the question?

Choices:
A. newspaper
B. desktop
C. art show
D. art museum
E. table

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
"If somebody buys something and gives it to me as a free gift, what is the cost status of the gift?",free,validation-00000-of-00001,C,"Question:
If somebody buys something and gives it to me as a free gift, what is the cost status of the gift?

Which of the following is the best response to the question?

Choices:
A. deadly
B. imprisoned
C. paid for
D. expensive
E. in prison

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"Dan didn't like what he was seeing, so he turned the control know and flipped it to Andy.  What is the knob on?",knob,train-00000-of-00001,C,"Question:
Dan didn't like what he was seeing, so he turned the control know and flipped it to Andy.  What is the knob on?

Which of the following is the best response to the question?

Choices:
A. doorway
B. control panel
C. television
D. drawer
E. opening doors

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"It was a rowdy group, he even smashed his guitar at the end of the what?",guitar,train-00000-of-00001,C,"Question:
It was a rowdy group, he even smashed his guitar at the end of the what?

Which of the following is the best response to the question?

Choices:
A. nil
B. rock band
C. concert
D. toy store
E. music room

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
Joe works in an establishment that is filled with stacks of small cardboard boxes with removable lids.  Where does Joe work?,cardboard box,train-00000-of-00001,B,"Question:
Joe works in an establishment that is filled with stacks of small cardboard boxes with removable lids.  Where does Joe work?

Which of the following is the best response to the question?

Choices:
A. back alley
B. shoe store
C. storage area
D. storage
E. warehouse

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
A night owl is what you'd head at sunset and you'd hear a what at sunrise?,night owl,train-00000-of-00001,C,"Question:
A night owl is what you'd head at sunset and you'd hear a what at sunrise?

Which of the following is the best response to the question?

Choices:
A. morning person
B. early bird
C. lark
D. early riser
E. rooster

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"The bee had to be shipped down south to avoid the cold winter, where was it originally from?",bee,train-00000-of-00001,A,"Question:
The bee had to be shipped down south to avoid the cold winter, where was it originally from?

Which of the following is the best response to the question?

Choices:
A. michigan
B. united states
C. sky
D. china
E. apiary

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
"I as a person like to enjoy expensive things, why do I do that?",person,train-00000-of-00001,A,"Question:
I as a person like to enjoy expensive things, why do I do that?

Which of the following is the best response to the question?

Choices:
A. experience pleasure
B. cross street
C. value life
D. go into debt
E. to be sad

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
"Billy wants to learn how to socialize, but he doesn't know where to start.  He calls his best friend and asks for what?",socialize,train-00000-of-00001,D,"Question:
Billy wants to learn how to socialize, but he doesn't know where to start.  He calls his best friend and asks for what?

Which of the following is the best response to the question?

Choices:
A. have friends
B. meet new people
C. entertainment
D. input
E. friendship

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"There's many places such as clerks, businesses, and more that a human can visit in a what?",human,train-00000-of-00001,B,"Question:
There's many places such as clerks, businesses, and more that a human can visit in a what?

Which of the following is the best response to the question?

Choices:
A. surface of earth
B. office block
C. nearest house
D. theatre
E. school

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
"Sally wanted to buy a house close to a city, but not too far away.  Where did Sally look for a home?",house,train-00000-of-00001,B,"Question:
Sally wanted to buy a house close to a city, but not too far away.  Where did Sally look for a home?

Which of the following is the best response to the question?

Choices:
A. residential area
B. suburbs
C. outskirts of city
D. surface of earth
E. street

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"The mosquitoes were about to be crushed by a fly swatter, what would they do to survive?",mosquitoes,train-00000-of-00001,E,"Question:
The mosquitoes were about to be crushed by a fly swatter, what would they do to survive?

Which of the following is the best response to the question?

Choices:
A. spread disease
B. swamp
C. buzz off
D. bug campers
E. fly away

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"The dairy cow farm was special, it provided all the milk for the big chocolate company from where?",cow,train-00000-of-00001,D,"Question:
The dairy cow farm was special, it provided all the milk for the big chocolate company from where?

Which of the following is the best response to the question?

Choices:
A. ranch
B. tennessee
C. barnyard
D. switzerland
E. antarctica

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
James's nice asked him about her grandfather. She was interested in learning about what?,niece,validation-00000-of-00001,A,"Question:
James's nice asked him about her grandfather. She was interested in learning about what?

Which of the following is the best response to the question?

Choices:
A. family tree
B. family reunion
C. babysitting
D. brother's house
E. heirlooms

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
Dan's job was talking phone calls.  That was his only job.  He didn't get to do what?,taking phone call,train-00000-of-00001,B,"Question:
Dan's job was talking phone calls.  That was his only job.  He didn't get to do what?

Which of the following is the best response to the question?

Choices:
A. car accident
B. decisions
C. draw pictures
D. irritation
E. regret

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
"Sally wanted a stuffed animal for her birth day, so her father took her some place to pick one out. Where might they have gone?",stuffed animal,train-00000-of-00001,E,"Question:
Sally wanted a stuffed animal for her birth day, so her father took her some place to pick one out. Where might they have gone?

Which of the following is the best response to the question?

Choices:
A. children's room
B. kindergarten
C. hall
D. amusement park
E. toy store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"The idiots in the front row would not stop banging on the glass, there's always at least one of them at a what?",idiots,train-00000-of-00001,E,"Question:
The idiots in the front row would not stop banging on the glass, there's always at least one of them at a what?

Which of the following is the best response to the question?

Choices:
A. bar
B. sporting event
C. internet cafe
D. garage sale
E. hockey game

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"The aging rockstar had to finally stop playing guitar, his hands just wouldn't cooperate because of the what?",playing guitar,train-00000-of-00001,B,"Question:
The aging rockstar had to finally stop playing guitar, his hands just wouldn't cooperate because of the what?

Which of the following is the best response to the question?

Choices:
A. singing
B. arthritis
C. listening to music
D. making music
E. playing music

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
"If I have a reception with many people attending, where should I be sure to hold it?",reception,train-00000-of-00001,B,"Question:
If I have a reception with many people attending, where should I be sure to hold it?

Which of the following is the best response to the question?

Choices:
A. grand casino
B. large room
C. restaurant
D. country club
E. lobby

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
"The child had never seen a jellyfish in real life, he had only seen them in a what?",jellyfish,train-00000-of-00001,D,"Question:
The child had never seen a jellyfish in real life, he had only seen them in a what?

Which of the following is the best response to the question?

Choices:
A. pacific ocean
B. shore
C. tank
D. movie
E. sea

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
"Sam was against Allison's decision.  Joe was the opposite.  What was Joe, regarding that decision?",against,train-00000-of-00001,A,"Question:
Sam was against Allison's decision.  Joe was the opposite.  What was Joe, regarding that decision?

Which of the following is the best response to the question?

Choices:
A. being for
B. away from
C. combined
D. for or
E. conjunction

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"Though he believed in the underdog the odds were not good enough, he instead pointed his money towards the what?",underdog,train-00000-of-00001,C,"Question:
Though he believed in the underdog the odds were not good enough, he instead pointed his money towards the what?

Which of the following is the best response to the question?

Choices:
A. sure bet
B. top dog
C. favourite
D. favorite
E. safe bet

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
"If I I see a heifer looking pleased with herself, where might I be?",heifer,train-00000-of-00001,E,"Question:
If I I see a heifer looking pleased with herself, where might I be?

Which of the following is the best response to the question?

Choices:
A. texas
B. dairy farm
C. new hampshire
D. butter farm
E. county fair

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
Diving into backyard pools can be very dangerous and can lead to serious head and what?,diving,validation-00000-of-00001,E,"Question:
Diving into backyard pools can be very dangerous and can lead to serious head and what?

Which of the following is the best response to the question?

Choices:
A. going somewhere
B. splats
C. cancer
D. getting wet
E. spinal injuries

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
"If you're chopping fuel for a fire, when you see a marmot, where would you put it?",marmot,train-00000-of-00001,E,"Question:
If you're chopping fuel for a fire, when you see a marmot, where would you put it?

Which of the following is the best response to the question?

Choices:
A. north america
B. petting zoo
C. mountainous area
D. animal
E. wood pile

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
"His dryer was on the fritz and not drying clothes all they, so he pointed an electric fan at his clothes after he hung up in the what?",electric fan,train-00000-of-00001,D,"Question:
His dryer was on the fritz and not drying clothes all they, so he pointed an electric fan at his clothes after he hung up in the what?

Which of the following is the best response to the question?

Choices:
A. dining room
B. home
C. hardware store
D. closet
E. computer

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"George checked the rotor of the Apache, which wasn't powered by internal combustion, but by what?",rotor,validation-00000-of-00001,A,"Question:
George checked the rotor of the Apache, which wasn't powered by internal combustion, but by what?

Which of the following is the best response to the question?

Choices:
A. jet engine
B. helicopter
C. electric motor
D. rotator
E. electrical circuit

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
Josh was experiencing hunger so he took his keys and his wallet and did what?,hunger,train-00000-of-00001,C,"Question:
Josh was experiencing hunger so he took his keys and his wallet and did what?

Which of the following is the best response to the question?

Choices:
A. went to restaurant
B. bring home fish
C. go to market
D. make bread
E. cook dinner

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
"The trucker plopped on the bench with a sense of relief, where did he arrive?",bench,validation-00000-of-00001,B,"Question:
The trucker plopped on the bench with a sense of relief, where did he arrive?

Which of the following is the best response to the question?

Choices:
A. bordello
B. rest area
C. garden
D. bus stop
E. state park

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
"It seems weird to have a fast food restaurant with all the local choices, but with all the people what have plenty of them?",fast food restaurant,train-00000-of-00001,B,"Question:
It seems weird to have a fast food restaurant with all the local choices, but with all the people what have plenty of them?

Which of the following is the best response to the question?

Choices:
A. shopping mall
B. big cities
C. america
D. new york
E. los angelos

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
"He explained the differences between a town and township, the latter of which were common in which of the fifty?",town,train-00000-of-00001,B,"Question:
He explained the differences between a town and township, the latter of which were common in which of the fifty?

Which of the following is the best response to the question?

Choices:
A. valley
B. michigan
C. train station
D. executive suites.
E. state

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
Erin struggled to be entertaining.  She didn't have many friends and wanted people to do what to her?,entertaining,train-00000-of-00001,A,"Question:
Erin struggled to be entertaining.  She didn't have many friends and wanted people to do what to her?

Which of the following is the best response to the question?

Choices:
A. like
B. happiness
C. favors
D. fulfillment
E. laughter

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
James was planning a vacation. he was doing this because he worked hard and needed something. What did he need?,planning vacation,train-00000-of-00001,D,"Question:
James was planning a vacation. he was doing this because he worked hard and needed something. What did he need?

Which of the following is the best response to the question?

Choices:
A. stock options
B. arguments
C. spending money
D. relaxation
E. enjoying

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"It was impossible to find a parking garage, so James took a bus whenever he wanted to go where?",garage,train-00000-of-00001,E,"Question:
It was impossible to find a parking garage, so James took a bus whenever he wanted to go where?

Which of the following is the best response to the question?

Choices:
A. neighbor's house
B. car
C. building
D. restaurant
E. downtown

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
"Brad tried to arise from bed but he could not.  Instead, he just continued to do what?",arise,validation-00000-of-00001,C,"Question:
Brad tried to arise from bed but he could not.  Instead, he just continued to do what?

Which of the following is the best response to the question?

Choices:
A. go down
B. fall down
C. lie down
D. lie to himself
E. sit down

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"Talking to others can make you feel better, but when the people you talk to are mean, then can cause what?",talking,train-00000-of-00001,C,"Question:
Talking to others can make you feel better, but when the people you talk to are mean, then can cause what?

Which of the following is the best response to the question?

Choices:
A. dry mouth
B. changing behavior
C. hurt feelings
D. communicating with others
E. anger

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
What could a driver do that could distract him or her while he or she is in a driving car?,driving car,train-00000-of-00001,C,"Question:
What could a driver do that could distract him or her while he or she is in a driving car?

Which of the following is the best response to the question?

Choices:
A. use mobile phone
B. car crash
C. smoke
D. backache
E. automobile accidents

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
"If I want a horse from New England, what state should I look in?",horse,train-00000-of-00001,D,"Question:
If I want a horse from New England, what state should I look in?

Which of the following is the best response to the question?

Choices:
A. in kentucky
B. canada
C. engraving
D. new hampshire
E. new england

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
"He felt pride when he saw his team walk out and when he sized op the opposing team, what was he about to do?",pride,train-00000-of-00001,D,"Question:
He felt pride when he saw his team walk out and when he sized op the opposing team, what was he about to do?

Which of the following is the best response to the question?

Choices:
A. pass class
B. paint house
C. improve yourself
D. compete against
E. hopscotch

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"Computers were important in John's work, but they were useless if they weren't what?",computers,train-00000-of-00001,B,"Question:
Computers were important in John's work, but they were useless if they weren't what?

Which of the following is the best response to the question?

Choices:
A. help people
B. networked
C. crash
D. enable
E. do work

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
"The painter started to edge the room with tape, he always took extra care to make the lines clean and crisp when working with an what?",edge,validation-00000-of-00001,E,"Question:
The painter started to edge the room with tape, he always took extra care to make the lines clean and crisp when working with an what?

Which of the following is the best response to the question?

Choices:
A. triangle
B. middle
C. corner
D. center
E. interior

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
Sammy was a union member.   He had to be.  It was the only way to advance in his profession.  What was his profession?,union,train-00000-of-00001,E,"Question:
Sammy was a union member.   He had to be.  It was the only way to advance in his profession.  What was his profession?

Which of the following is the best response to the question?

Choices:
A. workplace
B. science
C. algebra
D. province
E. construction business

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"If I want to make my cup of water colder, how would I go about it?",water,train-00000-of-00001,E,"Question:
If I want to make my cup of water colder, how would I go about it?

Which of the following is the best response to the question?

Choices:
A. liquid nitrogen
B. steam room
C. tidal waves
D. ocean
E. crushed ice

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
"He used his hands to mold the clay, what was hoping to make his clay more like?",hands,train-00000-of-00001,C,"Question:
He used his hands to mold the clay, what was hoping to make his clay more like?

Which of the following is the best response to the question?

Choices:
A. cup chin
B. hard
C. articulate
D. sign language
E. cup water

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
Going in an air conditioned room to cool off is a good way to get what from hot weather?,cool off,train-00000-of-00001,C,"Question:
Going in an air conditioned room to cool off is a good way to get what from hot weather?

Which of the following is the best response to the question?

Choices:
A. rest
B. go swimming
C. relief
D. calm down
E. change

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
"Jack saw little point to communicating beyond the basics.  To him, it was just a means to do what?",communicating,train-00000-of-00001,C,"Question:
Jack saw little point to communicating beyond the basics.  To him, it was just a means to do what?

Which of the following is the best response to the question?

Choices:
A. go swimming
B. making friends
C. exchange information
D. people to think
E. confusion

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
How could being someones taxi for the day while they run errands be good for the world?,run errands,train-00000-of-00001,D,"Question:
How could being someones taxi for the day while they run errands be good for the world?

Which of the following is the best response to the question?

Choices:
A. gain
B. supplies
C. helpful
D. help people
E. add to

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
"Because it was only two bedroom, one of the three roommates slept on the couch in the where?",couch,train-00000-of-00001,E,"Question:
Because it was only two bedroom, one of the three roommates slept on the couch in the where?

Which of the following is the best response to the question?

Choices:
A. rest area
B. party
C. bathroom
D. waiting room
E. apartment

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
"Brother Mike escaped the collapsed mine.  Ever since, he was afraid of what?",escape,train-00000-of-00001,E,"Question:
Brother Mike escaped the collapsed mine.  Ever since, he was afraid of what?

Which of the following is the best response to the question?

Choices:
A. be imprisoned
B. captured
C. stay in
D. being caught
E. being trapped

Reply with exactly one uppercase letter out of A, B, C, D or E.
",77
"James hates his rug but his wife insisted he display it.  As a compromise, he put it under something. What might have he put it under?",rug,train-00000-of-00001,C,"Question:
James hates his rug but his wife insisted he display it.  As a compromise, he put it under something. What might have he put it under?

Which of the following is the best response to the question?

Choices:
A. bedroom
B. place
C. table
D. persia
E. his wife

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"If somebody had a great love of music, they probably do what in the car?",love of music,train-00000-of-00001,D,"Question:
If somebody had a great love of music, they probably do what in the car?

Which of the following is the best response to the question?

Choices:
A. sing
B. play piano
C. attend classical concert
D. listen to radio
E. play violin

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
"The book had deep meaning to the businessman, he always kept a copy of it beneath all his work in his what?",book,train-00000-of-00001,D,"Question:
The book had deep meaning to the businessman, he always kept a copy of it beneath all his work in his what?

Which of the following is the best response to the question?

Choices:
A. shoe box
B. suitcase
C. synagogue
D. briefcase
E. backpack

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
"If a fried egg was runny and there was no toast to sop it up, after the meal there'd be a messy what?",egg,validation-00000-of-00001,C,"Question:
If a fried egg was runny and there was no toast to sop it up, after the meal there'd be a messy what?

Which of the following is the best response to the question?

Choices:
A. henhouse
B. garden
C. plate
D. supermarket
E. bird's nest

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
