question,question_concept,_split,answer,final_prompt,len_tk_qwen3_8b_instruct
"Bill was on a diet, but that didn't matter.  He cared most about his audio quality.  He had to turn up the gain because the high-impedance equipment he used cause what to volume?",gain,train-00000-of-00001,C,"Question:
Bill was on a diet, but that didn't matter.  He cared most about his audio quality.  He had to turn up the gain because the high-impedance equipment he used cause what to volume?

Which of the following is the best response to the question?

Choices:
A. lost
B. lose weight
C. loss
D. waste
E. reduce

Reply with exactly one uppercase letter out of A, B, C, D or E.
",99
Billy  found that his toilet was overflowing.  Water was splashing onto  the floor and making a huge mess.  He got a mop and tried to clean it up.  Where might the toilet be located?,toilet,train-00000-of-00001,E,"Question:
Billy  found that his toilet was overflowing.  Water was splashing onto  the floor and making a huge mess.  He got a mop and tried to clean it up.  Where might the toilet be located?

Which of the following is the best response to the question?

Choices:
A. apartment
B. house
C. bedroom
D. motel room
E. bathroom

Reply with exactly one uppercase letter out of A, B, C, D or E.
",99
"The jar was plastic, just like most of the stuff in the kitchen.  John preferred glass, and wished he was somewhere else.  Where does he want to be?",plastic,train-00000-of-00001,D,"Question:
The jar was plastic, just like most of the stuff in the kitchen.  John preferred glass, and wished he was somewhere else.  Where does he want to be?

Which of the following is the best response to the question?

Choices:
A. cupboard
B. anywhere else
C. everything
D. own home
E. garbage dump

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"The small child liked looking at all the pictures of the animals and hearing his mom say the accompanying rhymes, but the jellyfish was his favorite animal in the whole what?",jellyfish,train-00000-of-00001,D,"Question:
The small child liked looking at all the pictures of the animals and hearing his mom say the accompanying rhymes, but the jellyfish was his favorite animal in the whole what?

Which of the following is the best response to the question?

Choices:
A. japanese restaurant
B. lake
C. zoo
D. book
E. current

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"John's took his appointment book with him to a checkup but couldn't find it anywhere. He looked and he looked but he didn't know where it was.  It wasn't until he bought a new one, went home, took a shower that he found it.  Where was it?",appointment book,train-00000-of-00001,E,"Question:
John's took his appointment book with him to a checkup but couldn't find it anywhere. He looked and he looked but he didn't know where it was.  It wasn't until he bought a new one, went home, took a shower that he found it.  Where was it?

Which of the following is the best response to the question?

Choices:
A. office supply store
B. wallet
C. doctor's office
D. handbag
E. pocket

Reply with exactly one uppercase letter out of A, B, C, D or E.
",119
John watches the well dressed people from a catwalk above the stage.  He listens to them speak rehearsed lines while the audience listens.  Where is he/,catwalk,train-00000-of-00001,A,"Question:
John watches the well dressed people from a catwalk above the stage.  He listens to them speak rehearsed lines while the audience listens.  Where is he/

Which of the following is the best response to the question?

Choices:
A. theatre
B. new york city
C. fashion show
D. construction site
E. school play

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"Dave wants to build a new ranch house, but he's worried about mudslides, fires, earthquakes,  and restrictive zoning codes.  Where might he live?",ranch house,train-00000-of-00001,C,"Question:
Dave wants to build a new ranch house, but he's worried about mudslides, fires, earthquakes,  and restrictive zoning codes.  Where might he live?

Which of the following is the best response to the question?

Choices:
A. montana
B. west
C. california
D. outback
E. texas

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
Billy is stumbling about because he has little light.  There's a rolled up map of stars in the corner.  The floor creaks with every step.  His flashlight is fading.  Where might she be?,light,train-00000-of-00001,B,"Question:
Billy is stumbling about because he has little light.  There's a rolled up map of stars in the corner.  The floor creaks with every step.  His flashlight is fading.  Where might she be?

Which of the following is the best response to the question?

Choices:
A. restaurant
B. attic
C. fridge
D. ocean
E. universe

Reply with exactly one uppercase letter out of A, B, C, D or E.
",99
"John and Judy were parents.  They had two wonderful kids who weren't always well behaved.  They were light tough, though.  They felt it was a parent's job to do what?",parents,validation-00000-of-00001,B,"Question:
John and Judy were parents.  They had two wonderful kids who weren't always well behaved.  They were light tough, though.  They felt it was a parent's job to do what?

Which of the following is the best response to the question?

Choices:
A. control children
B. guide children
C. speak freely
D. cry
E. understand children

Reply with exactly one uppercase letter out of A, B, C, D or E.
",98
"The architect thought that a mezzanine would look good, but the planning committee rejected it.  They told the architect that they felt it was a potential hazard given the ages of the people who would be using it.  What might they be designing?",mezzanine,validation-00000-of-00001,E,"Question:
The architect thought that a mezzanine would look good, but the planning committee rejected it.  They told the architect that they felt it was a potential hazard given the ages of the people who would be using it.  What might they be designing?

Which of the following is the best response to the question?

Choices:
A. actors
B. theater
C. concert hall
D. floors
E. school

Reply with exactly one uppercase letter out of A, B, C, D or E.
",106
"John wanted to keep his food fresh, she he bought something that would let him suck the air it, leaving empty space inside.   This would keep food fresh.  This item was a type of what?",space,train-00000-of-00001,B,"Question:
John wanted to keep his food fresh, she he bought something that would let him suck the air it, leaving empty space inside.   This would keep food fresh.  This item was a type of what?

Which of the following is the best response to the question?

Choices:
A. front
B. jar
C. baggie
D. box
E. universe

Reply with exactly one uppercase letter out of A, B, C, D or E.
",97
"Shane was supposed to speak at his fathers funeral.  He was a clown, and acted very ridiculous.  This cheerfulness turned off people who expected the funeral to be what?",ridiculous,train-00000-of-00001,D,"Question:
Shane was supposed to speak at his fathers funeral.  He was a clown, and acted very ridiculous.  This cheerfulness turned off people who expected the funeral to be what?

Which of the following is the best response to the question?

Choices:
A. solemn
B. compete
C. serious
D. somber
E. straightforward

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"John had a lot of free time.  He didn't enjoy television much but had no one to interact with, so he'd spend his free time doing what?",free time,train-00000-of-00001,A,"Question:
John had a lot of free time.  He didn't enjoy television much but had no one to interact with, so he'd spend his free time doing what?

Which of the following is the best response to the question?

Choices:
A. watch film
B. play cards
C. surf net
D. talking on the phone
E. see favorite show

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
"Sally bought tickets to the event and headed out.  She was a fan, though some people found it boring and loud.  She liked watching them go around.  Where is Sally going?",tickets,train-00000-of-00001,E,"Question:
Sally bought tickets to the event and headed out.  She was a fan, though some people found it boring and loud.  She liked watching them go around.  Where is Sally going?

Which of the following is the best response to the question?

Choices:
A. train station
B. opera
C. show
D. dance
E. race track

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
"John couldn't find an affordable place to stay so he decided to splurge.  He picked a place that was fancy and upscale, expensive.  Where might he be staying?",place to stay,train-00000-of-00001,E,"Question:
John couldn't find an affordable place to stay so he decided to splurge.  He picked a place that was fancy and upscale, expensive.  Where might he be staying?

Which of the following is the best response to the question?

Choices:
A. city
B. mexico
C. motel
D. restaraunt
E. hotel

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"Joan was a baby, so there were many things she couldn't do, which caused problems for her parents.  Name one thing that makes raising a baby difficult.",baby,validation-00000-of-00001,E,"Question:
Joan was a baby, so there were many things she couldn't do, which caused problems for her parents.  Name one thing that makes raising a baby difficult.

Which of the following is the best response to the question?

Choices:
A. arrive early
B. learn to walk
C. boy or girl
D. bring joy
E. talk nonsense

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
"Miranda wasn't sure about what she was doing, she just knew that she couldn't stop moving her smelly feet. This was a problem, because she was told to do what?",feet,train-00000-of-00001,B,"Question:
Miranda wasn't sure about what she was doing, she just knew that she couldn't stop moving her smelly feet. This was a problem, because she was told to do what?

Which of the following is the best response to the question?

Choices:
A. shoes
B. stay still
C. hands
D. walk
E. stink

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
John wrote a religions tract and decided to give them away.  He felt that he should go somewhere where he could reach a large and diverse group from many places.  Where is he likely to distribute his tracts?,religious tract,train-00000-of-00001,B,"Question:
John wrote a religions tract and decided to give them away.  He felt that he should go somewhere where he could reach a large and diverse group from many places.  Where is he likely to distribute his tracts?

Which of the following is the best response to the question?

Choices:
A. public place
B. airport
C. subway car
D. shopping mall
E. laundromat

Reply with exactly one uppercase letter out of A, B, C, D or E.
",104
"The teacher was trying to describe what an island was to the young children, she explained it was a piece of land surrounded by what?",island,train-00000-of-00001,B,"Question:
The teacher was trying to describe what an island was to the young children, she explained it was a piece of land surrounded by what?

Which of the following is the best response to the question?

Choices:
A. hawaii
B. body of water
C. niagra falls
D. mississippi river
E. pacific ocean

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"Billy and June were in the process of procreating.  It was very fun, but they knew that it would lead to what uncomfortable end?",procreating,train-00000-of-00001,E,"Question:
Billy and June were in the process of procreating.  It was very fun, but they knew that it would lead to what uncomfortable end?

Which of the following is the best response to the question?

Choices:
A. lack of sleep
B. twins
C. venereal disease
D. overpopulation
E. children born

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"Danny found that the carpet did not ,match the drapes, which was disappointing, because this place was expensive.  But it was the only place in town that wasn't booked solid for the week and he needed it while he was in town, so he couldn't complain.   Where might this place be?",carpet,validation-00000-of-00001,E,"Question:
Danny found that the carpet did not ,match the drapes, which was disappointing, because this place was expensive.  But it was the only place in town that wasn't booked solid for the week and he needed it while he was in town, so he couldn't complain.   Where might this place be?

Which of the following is the best response to the question?

Choices:
A. brothel
B. restaurant
C. building
D. bowling alley
E. at hotel

Reply with exactly one uppercase letter out of A, B, C, D or E.
",120
"Sarah went to school to be a nurse.  She loved giving assistance to people in need. To better help people, she had to constantly do something.  What might she do to better help people?",giving assistance,train-00000-of-00001,B,"Question:
Sarah went to school to be a nurse.  She loved giving assistance to people in need. To better help people, she had to constantly do something.  What might she do to better help people?

Which of the following is the best response to the question?

Choices:
A. people helped
B. learning new skills
C. better circumstances
D. practice
E. happiness

Reply with exactly one uppercase letter out of A, B, C, D or E.
",99
James was hit on the head and suffered a concussion.  He found himself losing consciousness at annoying times.  He also suffered from something else.  What was it?,losing consciousness,train-00000-of-00001,E,"Question:
James was hit on the head and suffered a concussion.  He found himself losing consciousness at annoying times.  He also suffered from something else.  What was it?

Which of the following is the best response to the question?

Choices:
A. coma
B. falling down
C. pain
D. death
E. forgetfulness

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"Billy cared about his opponent, in spite of their disagreements.  Because of that, when he lost the primary, Billy began to do what for him?",opponent,train-00000-of-00001,D,"Question:
Billy cared about his opponent, in spite of their disagreements.  Because of that, when he lost the primary, Billy began to do what for him?

Which of the following is the best response to the question?

Choices:
A. proponent
B. supporter
C. falling down
D. advocate
E. dig up skeletons

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
Billy Bob sat on a bar stool and ordered a steak.  He ordered a steak because despite the style this place didn't serve alcohol.  What sort of place was this?,bar stool,train-00000-of-00001,E,"Question:
Billy Bob sat on a bar stool and ordered a steak.  He ordered a steak because despite the style this place didn't serve alcohol.  What sort of place was this?

Which of the following is the best response to the question?

Choices:
A. dining hall
B. drunker
C. tavern
D. kitchen
E. restaurant

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
Sally was a real estate agent but she was a bad one.  She didn't do well because people knew that she would oversell some features of the homes she sold. They assumed that she was always doing what?,real estate agent,train-00000-of-00001,D,"Question:
Sally was a real estate agent but she was a bad one.  She didn't do well because people knew that she would oversell some features of the homes she sold. They assumed that she was always doing what?

Which of the following is the best response to the question?

Choices:
A. cover up
B. lie
C. manipulate
D. exaggerate
E. incompetent

Reply with exactly one uppercase letter out of A, B, C, D or E.
",101
"James and Judy are preparing to copulate.  In order to ensure that things go smoothly, they engage in foreplay.  What might they start by doing?",copulate,train-00000-of-00001,A,"Question:
James and Judy are preparing to copulate.  In order to ensure that things go smoothly, they engage in foreplay.  What might they start by doing?

Which of the following is the best response to the question?

Choices:
A. kiss
B. lubricate
C. sleep
D. procreation
E. sexual release

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"Yesterday there was heavy rain and there's water standing everywhere, but it's coming down hard again, and this time it's cold, what sort of storm is it now?",water,train-00000-of-00001,A,"Question:
Yesterday there was heavy rain and there's water standing everywhere, but it's coming down hard again, and this time it's cold, what sort of storm is it now?

Which of the following is the best response to the question?

Choices:
A. blizzard
B. hurricane
C. cactus
D. ocean
E. drowning

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"John went to see the massive ball of yarn that was supposedly the largest in the world, but he didn't enjoy it.  In hindsight, he found it to be what?",massive,train-00000-of-00001,D,"Question:
John went to see the massive ball of yarn that was supposedly the largest in the world, but he didn't enjoy it.  In hindsight, he found it to be what?

Which of the following is the best response to the question?

Choices:
A. bad
B. insubstantial
C. inconsequential
D. lame
E. dwarf

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
"Laura likes blue anemones, and John wants to give her something special for her birthday.  Where might John go to get an anemone for Laura?",anemone,train-00000-of-00001,C,"Question:
Laura likes blue anemones, and John wants to give her something special for her birthday.  Where might John go to get an anemone for Laura?

Which of the following is the best response to the question?

Choices:
A. flower pot
B. joe mama's tea room
C. flower shop
D. tide pool
E. seafood restaurant

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
"When they got out of the car in the mountains he felt like he was breathing fresh air for the first time, he began to do what to enjoy it more?",breathing fresh air,train-00000-of-00001,E,"Question:
When they got out of the car in the mountains he felt like he was breathing fresh air for the first time, he began to do what to enjoy it more?

Which of the following is the best response to the question?

Choices:
A. living
B. feeling good
C. hyperventilate
D. look around
E. breathe deeply

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
Joe lived skating.  It was very Zen to him.  He was calm and steady.   He could feel the wind.  He loved to do what?,skating,train-00000-of-00001,E,"Question:
Joe lived skating.  It was very Zen to him.  He was calm and steady.   He could feel the wind.  He loved to do what?

Which of the following is the best response to the question?

Choices:
A. increased heart rate
B. injury
C. might fall
D. run
E. move fast

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"Denny couldn't find his hairbrush.  He looked everywhere for it.  Under and over, up and down, it was not where he thought it would be.  So he closed the door behind him and continued his systematic search.  Where might Denny have looked first?",hairbrush,train-00000-of-00001,E,"Question:
Denny couldn't find his hairbrush.  He looked everywhere for it.  Under and over, up and down, it was not where he thought it would be.  So he closed the door behind him and continued his systematic search.  Where might Denny have looked first?

Which of the following is the best response to the question?

Choices:
A. house
B. kitchen
C. car
D. drugstore
E. bedroom

Reply with exactly one uppercase letter out of A, B, C, D or E.
",113
"Bobby was looking to be farmland because he wanted to get away from the city. He didn't care where, just so long as it was in what?",farmland,train-00000-of-00001,B,"Question:
Bobby was looking to be farmland because he wanted to get away from the city. He didn't care where, just so long as it was in what?

Which of the following is the best response to the question?

Choices:
A. illinois
B. countryside
C. south dakota
D. michigan
E. midwest

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
Sarah didn't even know that she was fertile. He doctor told her that procreating was impossible for her.  So she was extremely surprised when she learned that she was having what?,procreating,train-00000-of-00001,C,"Question:
Sarah didn't even know that she was fertile. He doctor told her that procreating was impossible for her.  So she was extremely surprised when she learned that she was having what?

Which of the following is the best response to the question?

Choices:
A. animals
B. children born
C. twins
D. population increase
E. venereal disease

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
"Johnny wants to get money his brother.  He doesn't like to, but he sucks it up, makes the call, and finds himself doing what?",get money from,train-00000-of-00001,E,"Question:
Johnny wants to get money his brother.  He doesn't like to, but he sucks it up, makes the call, and finds himself doing what?

Which of the following is the best response to the question?

Choices:
A. employment
B. do work
C. threaten
D. work for
E. asking for money

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"James's bouncing rubber balls were at rest, and so he could sleep.  He would get up in the morning, and then put them in what state again?",rest,train-00000-of-00001,B,"Question:
James's bouncing rubber balls were at rest, and so he could sleep.  He would get up in the morning, and then put them in what state again?

Which of the following is the best response to the question?

Choices:
A. upside down
B. in motion
C. active
D. wakefulness
E. resthold

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"At reception desk John asked  to see a person who was helping him make a sale.  Lilly came out immediately and took him back to her space, and talked to him about his needs.  He said that he was willing to lower the price to 80,000 if it would sale faster.  Where might John be?",reception desk,train-00000-of-00001,D,"Question:
At reception desk John asked  to see a person who was helping him make a sale.  Lilly came out immediately and took him back to her space, and talked to him about his needs.  He said that he was willing to lower the price to 80,000 if it would sale faster.  Where might John be?

Which of the following is the best response to the question?

Choices:
A. large office
B. at hotel
C. building
D. real estate office
E. store room

Reply with exactly one uppercase letter out of A, B, C, D or E.
",129
"John bought a ferret at a pet shop.  He couldn't take it on the bus, so he called something else.  What might he have called?",ferret,train-00000-of-00001,B,"Question:
John bought a ferret at a pet shop.  He couldn't take it on the bus, so he called something else.  What might he have called?

Which of the following is the best response to the question?

Choices:
A. cousin's house
B. taxi cab
C. own home
D. friend
E. wood pile

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"The horse had given so many rides that day, that they didn't know where to find him except where his favorite toy was next to his dinner and bed?",horse,train-00000-of-00001,A,"Question:
The horse had given so many rides that day, that they didn't know where to find him except where his favorite toy was next to his dinner and bed?

Which of the following is the best response to the question?

Choices:
A. found in stall
B. farmhouse
C. doing farm work
D. ridden
E. found on ranch

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"The man in the white suit was very lazy.  He did nothing useful.  Meanwhile, the ban in the blue had put in effort and was very what?",lazy,validation-00000-of-00001,D,"Question:
The man in the white suit was very lazy.  He did nothing useful.  Meanwhile, the ban in the blue had put in effort and was very what?

Which of the following is the best response to the question?

Choices:
A. restless
B. active
C. lazybutt
D. productive
E. hard work

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"James wasn't much of a leader, because he had nothing to lead.  And a leader without something to lead, no matter how skilled, is useless.  What did James need?",leader,train-00000-of-00001,B,"Question:
James wasn't much of a leader, because he had nothing to lead.  And a leader without something to lead, no matter how skilled, is useless.  What did James need?

Which of the following is the best response to the question?

Choices:
A. battle
B. army
C. company
D. organization
E. school

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
Bob was tossed from his boat in the pacific ocean near the United States.  He sees a shore to the east and swims toward it. Where is he most likely swimming to?,shore,train-00000-of-00001,E,"Question:
Bob was tossed from his boat in the pacific ocean near the United States.  He sees a shore to the east and swims toward it. Where is he most likely swimming to?

Which of the following is the best response to the question?

Choices:
A. seaside town
B. florida
C. ocean
D. picture of sea side
E. california

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
"Jerry was too old for this shit.  He was too square, too.  He never did drugs, never drank, but he was in his what?",square,train-00000-of-00001,A,"Question:
Jerry was too old for this shit.  He was too square, too.  He never did drugs, never drank, but he was in his what?

Which of the following is the best response to the question?

Choices:
A. fifties
B. geometry
C. polygon
D. four sides
E. town center

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"James wanted to build a new strip mall, but he wanted a lot of traffic.  He decided to build it in a high density residential area.  Where might he build it?",strip mall,train-00000-of-00001,B,"Question:
James wanted to build a new strip mall, but he wanted a lot of traffic.  He decided to build it in a high density residential area.  Where might he build it?

Which of the following is the best response to the question?

Choices:
A. suburbs
B. city
C. the desert
D. vacant stores
E. suburban town

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
James was a senior. He was looking forward to talking a year off once he was finished.  Where might James be?,senior,train-00000-of-00001,B,"Question:
James was a senior. He was looking forward to talking a year off once he was finished.  Where might James be?

Which of the following is the best response to the question?

Choices:
A. highschool or college
B. high school or college
C. ball stopped
D. republican party
E. old people's home

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"Learning languages is difficult.  Even in a full immersion environment you're likely to make mistakes, mistakes will cause misinterpretation, which will be uncomfortable, which will cause what?,",learning language,train-00000-of-00001,C,"Question:
Learning languages is difficult.  Even in a full immersion environment you're likely to make mistakes, mistakes will cause misinterpretation, which will be uncomfortable, which will cause what?,

Which of the following is the best response to the question?

Choices:
A. better communication
B. overthinking
C. frustration
D. misunderstandings
E. headaches

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
"Some horses are white others are black, but many are this color which might lead some people to think their milk would taste like chocolate?",horses,train-00000-of-00001,D,"Question:
Some horses are white others are black, but many are this color which might lead some people to think their milk would taste like chocolate?

Which of the following is the best response to the question?

Choices:
A. big but gentle
B. kept in stables
C. cuddly
D. brown
E. running in herd

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
When John flew to a new state he didn't know where any of the bars where.  He eventually found something that wasn't a bar but still served drinks. What might he have found?,bar,train-00000-of-00001,D,"Question:
When John flew to a new state he didn't know where any of the bars where.  He eventually found something that wasn't a bar but still served drinks. What might he have found?

Which of the following is the best response to the question?

Choices:
A. airport
B. restaurant
C. michigan
D. public house
E. las vegas

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
Sarah didn't own a computer or a monitor.  Instead she just used something connected to her TV.  How would she describe the thing connected to her TV?,monitor,train-00000-of-00001,A,"Question:
Sarah didn't own a computer or a monitor.  Instead she just used something connected to her TV.  How would she describe the thing connected to her TV?

Which of the following is the best response to the question?

Choices:
A. box
B. internet cafe
C. view bluescreen
D. desktop
E. display images

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"Ben was usually an eloquent speaker, but this time he had difficulty reading the words on the teleprompter, so he did much what?",eloquent,train-00000-of-00001,A,"Question:
Ben was usually an eloquent speaker, but this time he had difficulty reading the words on the teleprompter, so he did much what?

Which of the following is the best response to the question?

Choices:
A. stammering
B. maundering
C. speechless
D. talking
E. tongueless

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"Mary looked though the chest that her grandfather brought with him.  She could no longer return to his birthplace, because it was not gone.  Now it's called what?",chest,train-00000-of-00001,B,"Question:
Mary looked though the chest that her grandfather brought with him.  She could no longer return to his birthplace, because it was not gone.  Now it's called what?

Which of the following is the best response to the question?

Choices:
A. bedroom
B. istanbul
C. body
D. human being
E. treasure

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
James worked at a Kosher Deli in a Jewish  neighborhood in the same city where his grandparents came over from Europe in the 40s. He could see the big green torch from his bedroom.  Where might he live?,kosher deli,train-00000-of-00001,E,"Question:
James worked at a Kosher Deli in a Jewish  neighborhood in the same city where his grandparents came over from Europe in the 40s. He could see the big green torch from his bedroom.  Where might he live?

Which of the following is the best response to the question?

Choices:
A. jerusalem
B. miami
C. food court
D. town
E. new york city

Reply with exactly one uppercase letter out of A, B, C, D or E.
",107
Bob asked James to be an alibi witness for him but James is worried about committing perjury. He's afraid he'll be found out and he'll what?,committing perjury,train-00000-of-00001,D,"Question:
Bob asked James to be an alibi witness for him but James is worried about committing perjury. He's afraid he'll be found out and he'll what?

Which of the following is the best response to the question?

Choices:
A. shame
B. penalty
C. embarrassment
D. go to jail
E. indictment

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"Sally loves learning.  It's difficult, arduous, and long process, but in the end, it gives her something special.  What does learning do for someone?",learning,train-00000-of-00001,D,"Question:
Sally loves learning.  It's difficult, arduous, and long process, but in the end, it gives her something special.  What does learning do for someone?

Which of the following is the best response to the question?

Choices:
A. take long time
B. read a book
C. require time
D. increase knowledge
E. take time

Reply with exactly one uppercase letter out of A, B, C, D or E.
",98
"Simon asked his father to read him a story.  His father couldn't find Simon's book, so looked everywhere for it. Where might it be?",story,train-00000-of-00001,E,"Question:
Simon asked his father to read him a story.  His father couldn't find Simon's book, so looked everywhere for it. Where might it be?

Which of the following is the best response to the question?

Choices:
A. eat cake
B. end badly
C. communicating moral
D. near end
E. floor

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
John wanted scatter his wife's remains in a lake in the wilderness.  He had to delay before of where he lived.  Where did he live?,lake,validation-00000-of-00001,E,"Question:
John wanted scatter his wife's remains in a lake in the wilderness.  He had to delay before of where he lived.  Where did he live?

Which of the following is the best response to the question?

Choices:
A. mountains
B. dead body
C. pay debts
D. state park
E. new york

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
John thought that it was a mistake to pick A.  He meant to choose B put picked A by accident. He was relieved when he learned that A was what?,mistake,train-00000-of-00001,D,"Question:
John thought that it was a mistake to pick A.  He meant to choose B put picked A by accident. He was relieved when he learned that A was what?

Which of the following is the best response to the question?

Choices:
A. on purpose
B. correction
C. good
D. correct answer
E. success

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"John thought the distance between himself ahd Sally was insurmountable.  But when he opened up to her, he found that they shared something What did they share?",distance,train-00000-of-00001,C,"Question:
John thought the distance between himself ahd Sally was insurmountable.  But when he opened up to her, he found that they shared something What did they share?

Which of the following is the best response to the question?

Choices:
A. near
B. proximity
C. closeness
D. close
E. duration

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
James saw a kite flying in the sky.  He traced the string back to its origin and found it.  Where did the string begin?,kite,validation-00000-of-00001,E,"Question:
James saw a kite flying in the sky.  He traced the string back to its origin and found it.  Where did the string begin?

Which of the following is the best response to the question?

Choices:
A. end of line
B. hobby shop
C. his hand
D. toy store
E. child's hand

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"John had his appointment book with him when he got a medical checkup but he lost it somewhere.  He doesn't want to bother looking for it, so where would he go to get a new one?",appointment book,train-00000-of-00001,C,"Question:
John had his appointment book with him when he got a medical checkup but he lost it somewhere.  He doesn't want to bother looking for it, so where would he go to get a new one?

Which of the following is the best response to the question?

Choices:
A. his house
B. pocket
C. office supply store
D. doctor's office
E. handbag

Reply with exactly one uppercase letter out of A, B, C, D or E.
",102
Billy was a very creative person but he wasn't very social. He wanted to meet new people. What would he have to do to accomplish that?,people,train-00000-of-00001,B,"Question:
Billy was a very creative person but he wasn't very social. He wanted to meet new people. What would he have to do to accomplish that?

Which of the following is the best response to the question?

Choices:
A. talk to each other
B. go out
C. sing
D. make art
E. come home

Reply with exactly one uppercase letter out of A, B, C, D or E.
",90
"She had learned how to make bread that was quite good, she had finished a new loaf and now all there was left to do was to what?",make bread,train-00000-of-00001,C,"Question:
She had learned how to make bread that was quite good, she had finished a new loaf and now all there was left to do was to what?

Which of the following is the best response to the question?

Choices:
A. fresher
B. tastes better than storebought
C. eat bread
D. i'm hungry
E. throw it away

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
"The building could accommodate many people.  The entrance hall alone was impressive, being wide enough to admit a hundred shoulder to shoulder.  But the building was owned by a billionaire and used only for his personal entertainment.  How would you describe this place?",entrance hall,train-00000-of-00001,C,"Question:
The building could accommodate many people.  The entrance hall alone was impressive, being wide enough to admit a hundred shoulder to shoulder.  But the building was owned by a billionaire and used only for his personal entertainment.  How would you describe this place?

Which of the following is the best response to the question?

Choices:
A. convention center
B. public building
C. large building
D. school
E. town hall

Reply with exactly one uppercase letter out of A, B, C, D or E.
",109
"John stumbled in the dark trying to find a lamp, but there wasn't one nearby.   It was late and everything was dark.  The entire what was pitch black.",lamp,train-00000-of-00001,C,"Question:
John stumbled in the dark trying to find a lamp, but there wasn't one nearby.   It was late and everything was dark.  The entire what was pitch black.

Which of the following is the best response to the question?

Choices:
A. country
B. bedroom
C. building
D. store
E. desktop

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
"Billy was a human, and he had human bodily functions.  He needed to catch his flight but ended up missing it, because he had too much mexican and was stuck where?",human,train-00000-of-00001,C,"Question:
Billy was a human, and he had human bodily functions.  He needed to catch his flight but ended up missing it, because he had too much mexican and was stuck where?

Which of the following is the best response to the question?

Choices:
A. bed
B. couch
C. bathroom
D. school
E. airport

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"Billy thought that there wasn't any point to hunting foxes. Besides, it was too dry to find many.  Where might he have been?",fox,train-00000-of-00001,E,"Question:
Billy thought that there wasn't any point to hunting foxes. Besides, it was too dry to find many.  Where might he have been?

Which of the following is the best response to the question?

Choices:
A. hen house
B. florida
C. new hampshire
D. north dakota
E. arkansas

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"This city in Northern Norway is filled within things to do like Polar Nights half marathons and located in the middle of the Northern lights oval, which city is it?",northern norway,train-00000-of-00001,C,"Question:
This city in Northern Norway is filled within things to do like Polar Nights half marathons and located in the middle of the Northern lights oval, which city is it?

Which of the following is the best response to the question?

Choices:
A. northern
B. nome
C. tromsø
D. finnmark
E. vadsø

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
