question,question_concept,_split,answer,final_prompt,len_tk_llama3.1_8b_base
If you're a child answering questions and an adult is asking them that adult is doing what?,answering questions,validation-00000-of-00001,C,"Question:
If you're a child answering questions and an adult is asking them that adult is doing what?

Which of the following is the best response to the question?

Choices:
A. discussion
B. explaning
C. teaching
D. confusion
E. correct

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
"If the vegetable plants needed watering, you might want to get the hose out of the what?",hose,train-00000-of-00001,C,"Question:
If the vegetable plants needed watering, you might want to get the hose out of the what?

Which of the following is the best response to the question?

Choices:
A. balcony
B. greenhouse
C. garden shed
D. hardware store
E. garage

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
"She was really hoping for queen so she could win, what was she involved with?",queen,train-00000-of-00001,C,"Question:
She was really hoping for queen so she could win, what was she involved with?

Which of the following is the best response to the question?

Choices:
A. play
B. castle
C. deck of cards
D. monarchy
E. beehive

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
If a group of friends have gathered after reading a book they are likely about to have a what?,reading book,train-00000-of-00001,B,"Question:
If a group of friends have gathered after reading a book they are likely about to have a what?

Which of the following is the best response to the question?

Choices:
A. learn things
B. discussion
C. fit
D. learning
E. nightmares

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
What could someone try to prevent by eating breakfast with specific food?,eating breakfast,train-00000-of-00001,D,"Question:
What could someone try to prevent by eating breakfast with specific food?

Which of the following is the best response to the question?

Choices:
A. dirty dishes
B. being satisfied
C. indigestion
D. bad breath
E. eat more

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
Where do kids go that does not involve water or buying something?,kids,train-00000-of-00001,D,"Question:
Where do kids go that does not involve water or buying something?

Which of the following is the best response to the question?

Choices:
A. swimming pool
B. airport
C. amusement park
D. disneyland
E. toy store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What is not always found in a large volume?,volume,train-00000-of-00001,A,"Question:
What is not always found in a large volume?

Which of the following is the best response to the question?

Choices:
A. collection of books
B. set of books
C. library
D. set of encylopedia
E. costco

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"When they say dogs are a man's best friend, they aren't talking about just whats?",dogs,train-00000-of-00001,B,"Question:
When they say dogs are a man's best friend, they aren't talking about just whats?

Which of the following is the best response to the question?

Choices:
A. four legs
B. males
C. electrical circuit
D. pet
E. sniff

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
If someone needs to eat what should they be doing?,eat,train-00000-of-00001,C,"Question:
If someone needs to eat what should they be doing?

Which of the following is the best response to the question?

Choices:
A. go to restaurant
B. prepare food
C. getting food
D. cook food
E. say grace

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
Where did the two best friends end up having a slumber party?,friends,train-00000-of-00001,D,"Question:
Where did the two best friends end up having a slumber party?

Which of the following is the best response to the question?

Choices:
A. movie internet cafe
B. fraternity house
C. internet cafe
D. friend's house
E. school

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
"Where would people be looking at some things which can move, but are not moving?",people,train-00000-of-00001,C,"Question:
Where would people be looking at some things which can move, but are not moving?

Which of the following is the best response to the question?

Choices:
A. football stadium
B. surface of earth
C. car show
D. opera
E. movie

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
"If I were a snake, where would I go tempt people?",snake,train-00000-of-00001,E,"Question:
If I were a snake, where would I go tempt people?

Which of the following is the best response to the question?

Choices:
A. white house
B. new mexico
C. beach
D. tropical forest
E. garden of eden

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"She used her connections to get an interview, where did she want to work?",connection,train-00000-of-00001,D,"Question:
She used her connections to get an interview, where did she want to work?

Which of the following is the best response to the question?

Choices:
A. wall
B. store
C. computer network
D. company
E. airport

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"Though it was mostly overlooked, he thought he gave a very thoughtful reply to the what?",reply,train-00000-of-00001,C,"Question:
Though it was mostly overlooked, he thought he gave a very thoughtful reply to the what?

Which of the following is the best response to the question?

Choices:
A. ask
B. forward
C. question
D. initiate
E. answer

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What does a person do if they want to appear authroitative?,person,train-00000-of-00001,A,"Question:
What does a person do if they want to appear authroitative?

Which of the following is the best response to the question?

Choices:
A. stand erect
B. washing dishes
C. catch cold
D. bow to people
E. wait patiently

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
If a person can only eat certain things their diet is said to be what?,person,train-00000-of-00001,B,"Question:
If a person can only eat certain things their diet is said to be what?

Which of the following is the best response to the question?

Choices:
A. schizophrenia
B. restricted
C. headache
D. have no home
E. shameful

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What could writing cause before it has been finished?,writing,train-00000-of-00001,D,"Question:
What could writing cause before it has been finished?

Which of the following is the best response to the question?

Choices:
A. communication
B. bond writing
C. revolutions
D. writer's cramp
E. carpal tunnel syndrome

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
What does a farmer have to do when there is no precipitation?,farmer,train-00000-of-00001,B,"Question:
What does a farmer have to do when there is no precipitation?

Which of the following is the best response to the question?

Choices:
A. rise early
B. water plants
C. raise crops
D. plant
E. can produce

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
What has happened to ice if it is not ice any more?,ice,train-00000-of-00001,D,"Question:
What has happened to ice if it is not ice any more?

Which of the following is the best response to the question?

Choices:
A. vaporate
B. cool off
C. form crystals
D. melt
E. keep things cold

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"If changing society happens, what could be an outcome?",changing society,train-00000-of-00001,C,"Question:
If changing society happens, what could be an outcome?

Which of the following is the best response to the question?

Choices:
A. sometimes bad
B. acceptance
C. confusion and chaos
D. better standard of living
E. falling down

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"If a small flying animal picks up a string, where are they taking it?",string,validation-00000-of-00001,A,"Question:
If a small flying animal picks up a string, where are they taking it?

Which of the following is the best response to the question?

Choices:
A. bird's nest
B. park
C. guitar
D. kite
E. quark

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
Where would a person blush or put his head down after shutting a door loudly?,door,train-00000-of-00001,E,"Question:
Where would a person blush or put his head down after shutting a door loudly?

Which of the following is the best response to the question?

Choices:
A. apartment
B. neighbor's house
C. wall
D. library
E. theater

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Piece of land in Canada where you can find marmot?,marmot,validation-00000-of-00001,C,"Question:
Piece of land in Canada where you can find marmot?

Which of the following is the best response to the question?

Choices:
A. north america
B. united states
C. vancouver island
D. american
E. cage

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"Dogs get hot and tired, then they like to sloppily do what?",dogs,train-00000-of-00001,B,"Question:
Dogs get hot and tired, then they like to sloppily do what?

Which of the following is the best response to the question?

Choices:
A. smell
B. drink water
C. fleas
D. eat meat
E. sleep

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
"As you live life you get wiser, it is a part of what?",live life,train-00000-of-00001,A,"Question:
As you live life you get wiser, it is a part of what?

Which of the following is the best response to the question?

Choices:
A. growing older
B. death
C. experience things
D. toothsome
E. breathe

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
Where would you get an eyeglasses case if you do not have one?,eyeglasses case,train-00000-of-00001,C,"Question:
Where would you get an eyeglasses case if you do not have one?

Which of the following is the best response to the question?

Choices:
A. factory
B. bag
C. store
D. purse
E. shirt pocket

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
Some people went shopping to buy racks. What will they do with them?,people,train-00000-of-00001,D,"Question:
Some people went shopping to buy racks. What will they do with them?

Which of the following is the best response to the question?

Choices:
A. make babies
B. go hiking
C. build
D. group objects
E. talk to each other

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
Where in your home would you store your chess set and other such entertainment items?,chess set,train-00000-of-00001,E,"Question:
Where in your home would you store your chess set and other such entertainment items?

Which of the following is the best response to the question?

Choices:
A. coffeehouse
B. coffee house
C. laundry room
D. cupboard
E. game room

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
John farms anemone in what type of facility?,anemone,validation-00000-of-00001,D,"Question:
John farms anemone in what type of facility?

Which of the following is the best response to the question?

Choices:
A. michigan
B. swimming pool
C. atlantic ocean
D. nursery
E. gulf of mexico

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"John's bathroom wouldn't flush, so on Saturdays he was forced to poop where?",bathroom,train-00000-of-00001,A,"Question:
John's bathroom wouldn't flush, so on Saturdays he was forced to poop where?

Which of the following is the best response to the question?

Choices:
A. neighbor's house
B. flat
C. rest area
D. school
E. litterbox

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
What would you do if you have curiosity about something but cannot leave your house?,curiosity,train-00000-of-00001,E,"Question:
What would you do if you have curiosity about something but cannot leave your house?

Which of the following is the best response to the question?

Choices:
A. hear testimony
B. go somewhere
C. see exhibits
D. outdoor concert
E. surf net

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
"Billy loved singing, because it let him do what?",singing,train-00000-of-00001,C,"Question:
Billy loved singing, because it let him do what?

Which of the following is the best response to the question?

Choices:
A. sore throats
B. ichiness
C. being heard
D. change in mood
E. hoarse voice

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"If there is a bird at my window, what is it likely sitting on?",bird,train-00000-of-00001,D,"Question:
If there is a bird at my window, what is it likely sitting on?

Which of the following is the best response to the question?

Choices:
A. cage
B. forest
C. a ledge
D. windowsill
E. countryside

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What could guns do which could be illegal?,guns,train-00000-of-00001,B,"Question:
What could guns do which could be illegal?

Which of the following is the best response to the question?

Choices:
A. distract police from a r3al crime.
B. take life
C. misfire
D. arm robbers
E. break

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
"Professionals are playing tennis for money, where are they likely?",tennis court,train-00000-of-00001,A,"Question:
Professionals are playing tennis for money, where are they likely?

Which of the following is the best response to the question?

Choices:
A. wimbledon
B. college campus
C. country club
D. health club
E. outside

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"She often spent money she didn't have buying products, this lead to what?",buying products,train-00000-of-00001,E,"Question:
She often spent money she didn't have buying products, this lead to what?

Which of the following is the best response to the question?

Choices:
A. spending money
B. owning
C. pleasure
D. surplus of cash
E. debt

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
Mario was away for the first time.  He was excited when he met the what?,away,train-00000-of-00001,D,"Question:
Mario was away for the first time.  He was excited when he met the what?

Which of the following is the best response to the question?

Choices:
A. at home
B. present
C. being here
D. home team
E. family

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
Dan fell off a bar stool.  He did this because he was what than ever before?,bar stool,validation-00000-of-00001,B,"Question:
Dan fell off a bar stool.  He did this because he was what than ever before?

Which of the following is the best response to the question?

Choices:
A. kitchen
B. drunker
C. tavern
D. restaurant
E. shorter

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
If you're celebrating with too many cocktails what may you have in the morning?,celebrating,validation-00000-of-00001,D,"Question:
If you're celebrating with too many cocktails what may you have in the morning?

Which of the following is the best response to the question?

Choices:
A. drunkenness
B. have fun
C. headache
D. hang over
E. intimacy

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
What could happen if you are fishing but do not catch any fish?,fishing,train-00000-of-00001,E,"Question:
What could happen if you are fishing but do not catch any fish?

Which of the following is the best response to the question?

Choices:
A. getting food
B. eating fish
C. go home
D. getting drunk
E. anger

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"The shopping arcade had a lot of foot traffic, where was it located?",shopping arcade,train-00000-of-00001,D,"Question:
The shopping arcade had a lot of foot traffic, where was it located?

Which of the following is the best response to the question?

Choices:
A. buy gum
B. strip mall
C. canada
D. busy city
E. town

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
The graveyard is usually found on the outskirts of what group of homes and businesses?,graveyard,train-00000-of-00001,A,"Question:
The graveyard is usually found on the outskirts of what group of homes and businesses?

Which of the following is the best response to the question?

Choices:
A. city
B. arlington
C. church property
D. every town
E. city

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"When you love someone, what will that person most likely do?",love,train-00000-of-00001,C,"Question:
When you love someone, what will that person most likely do?

Which of the following is the best response to the question?

Choices:
A. give money
B. cost nothing
C. bring joy
D. last forever
E. hurt

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"The poet was being discussed amoung teenagers using Socratic dialogue, where was this happening?",poet,train-00000-of-00001,D,"Question:
The poet was being discussed amoung teenagers using Socratic dialogue, where was this happening?

Which of the following is the best response to the question?

Choices:
A. unemployment line
B. library
C. home
D. classroom
E. university

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
"He was back in his hometown, he was planning on having fun and doing what?",having fun,train-00000-of-00001,E,"Question:
He was back in his hometown, he was planning on having fun and doing what?

Which of the following is the best response to the question?

Choices:
A. being understood
B. hug
C. rambling
D. kiss
E. visiting friends

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
One of the best ways to improve how you wrestle is by doing what?,wrestle,train-00000-of-00001,B,"Question:
One of the best ways to improve how you wrestle is by doing what?

Which of the following is the best response to the question?

Choices:
A. strong
B. take lessons
C. improve fist technique
D. train yourself
E. have strength

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
A saltshaker is often used with what container for lipids?,saltshaker,train-00000-of-00001,C,"Question:
A saltshaker is often used with what container for lipids?

Which of the following is the best response to the question?

Choices:
A. kitchen cupboard
B. cabinet
C. cruet
D. teaspoon
E. table setting

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"As a result of dying, what happens to organic material?",dying,validation-00000-of-00001,D,"Question:
As a result of dying, what happens to organic material?

Which of the following is the best response to the question?

Choices:
A. change of color
B. stop breathing
C. wake up
D. death and decay
E. getting cold

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
Where did the two friends party and get drunk before going back to their sorority?,friends,train-00000-of-00001,B,"Question:
Where did the two friends party and get drunk before going back to their sorority?

Which of the following is the best response to the question?

Choices:
A. wedding
B. fraternity house
C. friend's house
D. school
E. bar

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
"Cats are easily entertained, they love to what?",cats,train-00000-of-00001,E,"Question:
Cats are easily entertained, they love to what?

Which of the following is the best response to the question?

Choices:
A. need food
B. go bowling
C. go outside
D. go out at night
E. play with toys

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
Where can you find an upright piano in a building that you live in?,upright piano,train-00000-of-00001,E,"Question:
Where can you find an upright piano in a building that you live in?

Which of the following is the best response to the question?

Choices:
A. band
B. living room
C. college
D. moving truck
E. house

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
If someone is sharp and they highly qualify for a job some might say their qualifications are what?,sharp,train-00000-of-00001,B,"Question:
If someone is sharp and they highly qualify for a job some might say their qualifications are what?

Which of the following is the best response to the question?

Choices:
A. very blunt
B. above board
C. dull
D. dim
E. complimentary

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
What is a good way for children to learn about dining etiquette?,children,train-00000-of-00001,E,"Question:
What is a good way for children to learn about dining etiquette?

Which of the following is the best response to the question?

Choices:
A. wrong house
B. read a book
C. watch television
D. sun themselves
E. set table

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
Where would you find a seafood restaurant in the east coast of North America?,seafood restaurant,train-00000-of-00001,A,"Question:
Where would you find a seafood restaurant in the east coast of North America?

Which of the following is the best response to the question?

Choices:
A. maine
B. boston
C. beach town
D. coastal cities
E. ocean

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"A marmoset is not here, where is it?",marmoset,train-00000-of-00001,B,"Question:
A marmoset is not here, where is it?

Which of the following is the best response to the question?

Choices:
A. wilderness
B. another place
C. the zoo
D. foreign country
E. venezuela

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
What happens to the person that is well known for frequent farting?,farting,train-00000-of-00001,A,"Question:
What happens to the person that is well known for frequent farting?

Which of the following is the best response to the question?

Choices:
A. social ostracism
B. evil
C. loud noise
D. bad smell
E. stinking

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
If you have plenty to eat when you have lunch you'll do what?,have lunch,train-00000-of-00001,D,"Question:
If you have plenty to eat when you have lunch you'll do what?

Which of the following is the best response to the question?

Choices:
A. eath
B. pouring coffee
C. feel empty
D. get full
E. getting in line

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
"There was a test tomorrow, what did the guy need to do?",test,train-00000-of-00001,A,"Question:
There was a test tomorrow, what did the guy need to do?

Which of the following is the best response to the question?

Choices:
A. practice
B. school grade
C. study for subject
D. homework
E. ignore

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"Rather than appreciating the rolling hills, what seemed plain to the angst filled teenager?",plain,train-00000-of-00001,E,"Question:
Rather than appreciating the rolling hills, what seemed plain to the angst filled teenager?

Which of the following is the best response to the question?

Choices:
A. mid west
B. georgia
C. landscape
D. the south
E. countryside

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
What are you playing if you're fiddling on a violin?,fiddling,validation-00000-of-00001,A,"Question:
What are you playing if you're fiddling on a violin?

Which of the following is the best response to the question?

Choices:
A. bluegrass music
B. make music
C. drop
D. string instrument
E. troubles

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
If you need a restroom while on the road where can you stop?,restroom,train-00000-of-00001,A,"Question:
If you need a restroom while on the road where can you stop?

Which of the following is the best response to the question?

Choices:
A. rest area
B. library
C. resturant
D. office building
E. gas station

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
If a human hits their hand on something it is their own what that caused it?,human,train-00000-of-00001,E,"Question:
If a human hits their hand on something it is their own what that caused it?

Which of the following is the best response to the question?

Choices:
A. muscles
B. inner voices
C. two arms
D. one body
E. stupidity

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
"It was a nice day out, good weather to fire up the grill out in the what?",grill,train-00000-of-00001,E,"Question:
It was a nice day out, good weather to fire up the grill out in the what?

Which of the following is the best response to the question?

Choices:
A. restaurant
B. kitchen
C. park
D. back yard
E. backyard

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
"If a murderer killed people related to one's family, the family members would feel what when crying?",killing people,train-00000-of-00001,D,"Question:
If a murderer killed people related to one's family, the family members would feel what when crying?

Which of the following is the best response to the question?

Choices:
A. remorse
B. retaliation
C. terrible
D. anguish
E. wet

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
"They were never going to be big actors, but they all had passion for the local what?",actors,validation-00000-of-00001,A,"Question:
They were never going to be big actors, but they all had passion for the local what?

Which of the following is the best response to the question?

Choices:
A. theater
B. opera
C. show
D. television
E. blockbuster feature

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
What does god want people to do for money?,god,train-00000-of-00001,A,"Question:
What does god want people to do for money?

Which of the following is the best response to the question?

Choices:
A. work in life
B. speak to people
C. everywhere
D. sitting ideal
E. care for people

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
The woman called herself the Joy.  She married a man called what?,joy,train-00000-of-00001,C,"Question:
The woman called herself the Joy.  She married a man called what?

Which of the following is the best response to the question?

Choices:
A. place plate on table
B. sadness
C. sorrow
D. misery
E. bad time

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"The man lost his keys while walking in a crime-ridden area, where did he look?",keys,train-00000-of-00001,C,"Question:
The man lost his keys while walking in a crime-ridden area, where did he look?

Which of the following is the best response to the question?

Choices:
A. cabinet
B. outside
C. front pocket
D. piano
E. purse

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
"They were surprised that he enjoy rap, but he explained that every genre has what?",rap,train-00000-of-00001,E,"Question:
They were surprised that he enjoy rap, but he explained that every genre has what?

Which of the following is the best response to the question?

Choices:
A. classical
B. country music
C. hip hop
D. rock
E. good music

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
Where can you find a number of wind instruments together in public?,wind instrument,validation-00000-of-00001,E,"Question:
Where can you find a number of wind instruments together in public?

Which of the following is the best response to the question?

Choices:
A. music store
B. create music
C. zoo
D. music room
E. symphony

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"When I was home, I was comfortable.  But I had a crippling fear of going where?",home,train-00000-of-00001,A,"Question:
When I was home, I was comfortable.  But I had a crippling fear of going where?

Which of the following is the best response to the question?

Choices:
A. outside
B. vacation
C. idle
D. apartment
E. neighborhood

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
"The audience cheered when a goal was scored, what were they spectating?",audience,validation-00000-of-00001,B,"Question:
The audience cheered when a goal was scored, what were they spectating?

Which of the following is the best response to the question?

Choices:
A. school
B. sporting event
C. concert hall
D. show
E. television

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
Where might a bald eagle soar in clear skies?,bald eagle,train-00000-of-00001,B,"Question:
Where might a bald eagle soar in clear skies?

Which of the following is the best response to the question?

Choices:
A. nature preserve
B. mountainous area
C. in washington
D. soup
E. colorado in washington

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
Where would you buy a ticket to sit in a room with a lot of chairs facing the same direction?,chairs,train-00000-of-00001,B,"Question:
Where would you buy a ticket to sit in a room with a lot of chairs facing the same direction?

Which of the following is the best response to the question?

Choices:
A. conference
B. theater
C. building
D. floor
E. church

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
Danny thought about fixing up his floor and making it look good. What might he use to do what?,floor,train-00000-of-00001,A,"Question:
Danny thought about fixing up his floor and making it look good. What might he use to do what?

Which of the following is the best response to the question?

Choices:
A. carpet
B. chair
C. table
D. bed
E. desk

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
where is the information superhighway?,superhighway,train-00000-of-00001,B,"Question:
where is the information superhighway?

Which of the following is the best response to the question?

Choices:
A. heavily travelled area
B. cyberspace
C. industrialized country
D. on the internet.
E. computer network

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
When we judge people what do we tend to do to them?,judge,train-00000-of-00001,A,"Question:
When we judge people what do we tend to do to them?

Which of the following is the best response to the question?

Choices:
A. alienate
B. gather information
C. condemn or condone
D. talk about them
E. gather facts

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
"If you see a fox in a southern delta state, where are you?",fox,train-00000-of-00001,B,"Question:
If you see a fox in a southern delta state, where are you?

Which of the following is the best response to the question?

Choices:
A. hen house
B. louisiana
C. south carolina
D. wildlife
E. tennessee

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
At what structure can you see people you use a puck professionally?,puck,train-00000-of-00001,A,"Question:
At what structure can you see people you use a puck professionally?

Which of the following is the best response to the question?

Choices:
A. hockey rink
B. locker room
C. sporting goods store
D. used in hockey game
E. teachers

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
You can find a fast food restaurant in every town in what country?,fast food restaurant,train-00000-of-00001,B,"Question:
You can find a fast food restaurant in every town in what country?

Which of the following is the best response to the question?

Choices:
A. new york
B. america
C. strip mall
D. big cities
E. center of town

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
What kind of breathing makes noise but does not indicate that you are sick?,breathing,train-00000-of-00001,A,"Question:
What kind of breathing makes noise but does not indicate that you are sick?

Which of the following is the best response to the question?

Choices:
A. sigh
B. clavicular
C. yawn
D. cough
E. live

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
Why would a person stay in a relationship with  a man?,person,train-00000-of-00001,B,"Question:
Why would a person stay in a relationship with  a man?

Which of the following is the best response to the question?

Choices:
A. acknowledgment
B. good lover
C. mercy
D. make others happy
E. low crime

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"The butt was bare, and Sam couldn't stop staring at it.  It was very what?",bare,validation-00000-of-00001,B,"Question:
The butt was bare, and Sam couldn't stop staring at it.  It was very what?

Which of the following is the best response to the question?

Choices:
A. full
B. ample
C. covered
D. bareword
E. ample

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
Living life is about good and bad experiences and doing what from them?,living life,train-00000-of-00001,D,"Question:
Living life is about good and bad experiences and doing what from them?

Which of the following is the best response to the question?

Choices:
A. make love
B. get married
C. have children
D. learning
E. repeating

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
What would a person do the day before they were supposed to perform?,perform,train-00000-of-00001,C,"Question:
What would a person do the day before they were supposed to perform?

Which of the following is the best response to the question?

Choices:
A. accident
B. attend drama classes
C. prepare
D. become actor
E. accomplish

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"When people look to store their plastic cutlery, what do they use?",plastic,train-00000-of-00001,A,"Question:
When people look to store their plastic cutlery, what do they use?

Which of the following is the best response to the question?

Choices:
A. cupboard
B. everything
C. own home
D. clothes closet
E. store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
"You can pick more than one number, or even pick a color on the what?",number,train-00000-of-00001,D,"Question:
You can pick more than one number, or even pick a color on the what?

Which of the following is the best response to the question?

Choices:
A. telephone book
B. mathematics
C. telephone
D. roulette wheel
E. math problem

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
Why would people talk about a problem with each other?,people,train-00000-of-00001,E,"Question:
Why would people talk about a problem with each other?

Which of the following is the best response to the question?

Choices:
A. talk to each other
B. to connect
C. lose touch
D. arm themselves
E. share ideas

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
What do people do when they are bored?,people,train-00000-of-00001,E,"Question:
What do people do when they are bored?

Which of the following is the best response to the question?

Choices:
A. call friends
B. learn from each other
C. eat fish
D. die of starvation
E. write stories

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
"In war, your primary method is combat, but your goal is to do what?",war,train-00000-of-00001,A,"Question:
In war, your primary method is combat, but your goal is to do what?

Which of the following is the best response to the question?

Choices:
A. conquer opponent
B. fight enemy
C. join army
D. kill
E. terrible

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
If you see a horrible sight at an area of elevation what may you feel?,elevation,train-00000-of-00001,A,"Question:
If you see a horrible sight at an area of elevation what may you feel?

Which of the following is the best response to the question?

Choices:
A. disgust
B. diminishment
C. jealous
D. depression
E. reduction

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
John loved to pretend.  He would waste many hours doing what?,pretend,train-00000-of-00001,C,"Question:
John loved to pretend.  He would waste many hours doing what?

Which of the following is the best response to the question?

Choices:
A. learn to act
B. have imagination
C. day dream
D. have fun with
E. acting

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
"If you're in an eatery and not in the country, where are you?",eatery,train-00000-of-00001,D,"Question:
If you're in an eatery and not in the country, where are you?

Which of the following is the best response to the question?

Choices:
A. commercial building
B. mall
C. restaurant
D. town
E. country

Reply with exactly one uppercase letter out of A, B, C, D or E.
",73
If I want to watch a movie without leaving my home what might I use?,movie,validation-00000-of-00001,C,"Question:
If I want to watch a movie without leaving my home what might I use?

Which of the following is the best response to the question?

Choices:
A. drive in movie
B. drive in movie
C. television
D. video store
E. show

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
"When someone covers wood thinly with gold metal, they have done what to it?",wood,train-00000-of-00001,A,"Question:
When someone covers wood thinly with gold metal, they have done what to it?

Which of the following is the best response to the question?

Choices:
A. gilded
B. less dense than water
C. solid
D. empty
E. porous

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
"People always talked childlike to him, even though his disability was physical and didn't affect his what?",disability,train-00000-of-00001,E,"Question:
People always talked childlike to him, even though his disability was physical and didn't affect his what?

Which of the following is the best response to the question?

Choices:
A. strength
B. brain
C. potential
D. qualification
E. competence

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
"The tree had thousands of animals living in it, where was it located?",tree,train-00000-of-00001,C,"Question:
The tree had thousands of animals living in it, where was it located?

Which of the following is the best response to the question?

Choices:
A. back yard
B. university
C. rainforest
D. backyard
E. sea

Reply with exactly one uppercase letter out of A, B, C, D or E.
",72
