ind,activity_label,ctx,answer,final_prompt,len_tk_glm4_9b_chat
2891.0,Cleaning sink,The person sprays the sink with a solution and uses a small roller paint brush to run the solution into the sink. we,C,"Context:
""The person sprays the sink with a solution and uses a small roller paint brush to run the solution into the sink. we""

Which of the following endings best completes the context?

Choices:
A. then see a person use a giant roller brush to wash the faucet.
B. see drop soap and normal soap on the sink and a person moves water with a roller brush.
C. see before and after shots of the sink.
D. see the two women wiping the sink with a towel.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
33406.0,Using uneven bars,She flawlessly jumps on the bar and swings back and forth from one bar to another without falling off. She successfully completes her round and jumps off of the bars. the crowd,C,"Context:
""She flawlessly jumps on the bar and swings back and forth from one bar to another without falling off. She successfully completes her round and jumps off of the bars. the crowd""

Which of the following endings best completes the context?

Choices:
A. claps for her and throws their hands into the air.
B. cheers for her and walks her way back towards the front of the stage.
C. cheers loudly as they applaud for the gymnast.
D. cheers for her and she then leaves the stage.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
43982.0,Playing congas,They have a little duet while the saxophones int he bank are paused. The trumpet player walks over and picks up a bell. then it,A,"Context:
""They have a little duet while the saxophones int he bank are paused. The trumpet player walks over and picks up a bell. then it""

Which of the following endings best completes the context?

Choices:
A. 's just the drummer banging on the drums.
B. 's back to the saxophone player singing.
C. restarts the performance and a keeper wearing a black cat gown comes over to nicole.
D. fades to white and then white again.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
43362.0,Zumba,A man in a red shirt starts dancing next to a car with another woman. They join the woman walking with the stereo in her hand. several other people,B,"Context:
""A man in a red shirt starts dancing next to a car with another woman. They join the woman walking with the stereo in her hand. several other people""

Which of the following endings best completes the context?

Choices:
A. begin dancing on the same material.
B. join them as they walk and dance to the music.
C. walk to the room with their arms joined and are seen dancing around a room.
D. are sitting together on a sidewalk near the entrance to a strip club.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
31375.0,Ice fishing,The man appears to have caught something and kneels down to pull his fishing line by hand. The man pulls a fish out of the water and poses with it. the man,D,"Context:
""The man appears to have caught something and kneels down to pull his fishing line by hand. The man pulls a fish out of the water and poses with it. the man""

Which of the following endings best completes the context?

Choices:
A. continues to stand up and pull on his fishing wire.
B. removes the fish and gives it to another man.
C. catches a fish from his pond and holds it up close as he pulls.
D. unhooks the hook from the fish's mouth.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
6266.0,Sailing,Three women and a man are gathered on a boat. as the boat,B,"Context:
""Three women and a man are gathered on a boat. as the boat""

Which of the following endings best completes the context?

Choices:
A. pulls away, three people wearing hoppers are shown bouncing up and down to music.
B. moves through the water, the women pose for pictures.
C. rises, they gather, lifting them, then lowering them the rest of the way down the rough, rock terrain.
D. mows the waters, a male goes into a deep dive under the water.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
24548.0,Skateboarding,We see a title card on a black screen. It changes to skateboarding performing tricks. We see a photographer taking pictures. A man jumps a fire hydrant. we,C,"Context:
""We see a title card on a black screen. It changes to skateboarding performing tricks. We see a photographer taking pictures. A man jumps a fire hydrant. we""

Which of the following endings best completes the context?

Choices:
A. see a fire hose pull a hose and make a quick shot.
B. see a man and a dog doing tricks in the street.
C. see a man jump over stairs up close.
D. see skateboards in fancy clothing at a skate park.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
22431.0,Hula hoop,The lady hula hoops in short shorts and a tight shirt in a plaza and we see a timer in the upper right corner periodically. the timer,A,"Context:
""The lady hula hoops in short shorts and a tight shirt in a plaza and we see a timer in the upper right corner periodically. the timer""

Which of the following endings best completes the context?

Choices:
A. reads the lady hula hoops for 2 minutes and seventeen seconds.
B. is shows how long the hoop takes if the number one is done correctly.
C. to 1 o'clock appears and we see the lady hula hoop.
D. turns and we see both the lady and the timer.

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
49334.0,Ping-pong,A man in red and yellow shorts walks into frame and watches the game. An individual in the back of the room leaves. a man,C,"Context:
""A man in red and yellow shorts walks into frame and watches the game. An individual in the back of the room leaves. a man""

Which of the following endings best completes the context?

Choices:
A. holding rope tosses the rope around a beam and the field owner walks forward.
B. is shown in close up who was wringing his hands.
C. dressed in black walks past the foreground.
D. walk up next to the fooseball table holding a cup of coffee.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
636.0,Vacuuming floor,They turn the vacuum on and begin vacuuming the floor. They take the attachment hose off and vacuum the base boards and stairs. they,C,"Context:
""They turn the vacuum on and begin vacuuming the floor. They take the attachment hose off and vacuum the base boards and stairs. they""

Which of the following endings best completes the context?

Choices:
A. go back and forth checking for any dents or holes.
B. not only sit on the floor vacuuming in the spot set, they work on the stairs as well.
C. take the filter out and empty it.
D. move the vacuum up and down the wooden floors.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
16931.0,Clean and jerk,An asian athlete practices clean and jerk lifts in a weight gym. The asian girl resets and practices a new set of clean and jerk lifts. the asian girl,C,"Context:
""An asian athlete practices clean and jerk lifts in a weight gym. The asian girl resets and practices a new set of clean and jerk lifts. the asian girl""

Which of the following endings best completes the context?

Choices:
A. does the lift backwards and approaches the mat.
B. practices a third lift with the man.
C. rests between lifts and returns for another set of lifts.
D. takes various sets of steps helped by a friend to practice an original weight lift.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
14877.0,Playing bagpipes,There two men dressed scottish kilts and attire standing in the courtyard. One of the men is playing the bagpipes and the other is playing the drums. a woman tourist,B,"Context:
""There two men dressed scottish kilts and attire standing in the courtyard. One of the men is playing the bagpipes and the other is playing the drums. a woman tourist""

Which of the following endings best completes the context?

Choices:
A. pass behind the men in the courtyard, and she put her hands up as if in prayer.
B. walks past them as they continue to play.
C. is also bagging and carrying boxes of pastries.
D. walks by the pair and speaks to them.

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
49746.0,Getting a tattoo,A tattoo artist is seen drawing on a person's leg while the person faces away. the artist,A,"Context:
""A tattoo artist is seen drawing on a person's leg while the person faces away. the artist""

Which of the following endings best completes the context?

Choices:
A. speaks to another woman sitting far away and then continues drawing on the leg.
B. clarifies the process and pierces the mans leg.
C. continues working as others help apply an oil coloring to the area.
D. continues drawing and in the end adds a design to the bottom of the cut person's leg.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
25612.0,Playing squash,They continue playing racket ball taking turns in serving and returning the balls. The boy in red uses both hands to return the serve from the boy in brown. they,D,"Context:
""They continue playing racket ball taking turns in serving and returning the balls. The boy in red uses both hands to return the serve from the boy in brown. they""

Which of the following endings best completes the context?

Choices:
A. continue to repeat the move videos and take turns hitting the ball back to the boy in red.
B. continue to play and the boy in yellow gets another serve.
C. continue to play racket ball walking along the court.
D. hit the ball alternatively to return the opponents serve.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
34690.0,Playing guitarra,A group of people are seen standing around a room with some holding onto instruments. People are sitting at a table playing with cups. more people,C,"Context:
""A group of people are seen standing around a room with some holding onto instruments. People are sitting at a table playing with cups. more people""

Which of the following endings best completes the context?

Choices:
A. join the group as the camera pans around the men playing.
B. are seen standing around the room playing instruments together.
C. are seen drumming on the side while the people continue to play with cups.
D. are seen playing drums and walking around the room.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
37549.0,High jump,The female athlete is standing and then positioned. the athlete,C,"Context:
""The female athlete is standing and then positioned. the athlete""

Which of the following endings best completes the context?

Choices:
A. jumped and pulled the rope using her feet.
B. then spins and kicks with both legs, trying to throw the ball across the field.
C. ran and jumped over the pole the female athlete get off the mat and walked away.
D. jumped from a first base position and landed on the shallow field, while her teammates take turns to hit her.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
37904.0,Having an ice cream,A person is see handing an officer an ice cream cone while a woman watches on the side. the woman,A,"Context:
""A person is see handing an officer an ice cream cone while a woman watches on the side. the woman""

Which of the following endings best completes the context?

Choices:
A. then speaks to the officers while others watch on the side.
B. then throws vanilla ice cream to the dog only to have the dog run away.
C. then eats the ice cream while watching the officer behind them.
D. is then seen pushing snow into the ice cream cart while a dog walks along the side.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
28822.0,Snow tubing,A child's face is shown as he is speaking to the camera. They then slide down the hill very fast and they are excited. they,B,"Context:
""A child's face is shown as he is speaking to the camera. They then slide down the hill very fast and they are excited. they""

Which of the following endings best completes the context?

Choices:
A. rush up the hill and they are filled with joy as they ski down the hill.
B. smile and continue down the hill.
C. eventually finish and jump up to shake hands with each other.
D. are gradually climbing up the mountain as they enjoy their view.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
16319.0,Disc dog,A woman is seen standing in a field holding frisbees with a dog. the woman,B,"Context:
""A woman is seen standing in a field holding frisbees with a dog. the woman""

Which of the following endings best completes the context?

Choices:
A. rides the dog all through the field while the dog talks to the camera.
B. begins throwing around the frisbee performing tricks with the dog.
C. throws the frisbees far and the dog catches them and runs around the woman.
D. then tricks the dog around while he runs around in circles.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
24669.0,Vacuuming floor,"We see the vacuum attachment product and see the product in action. The lady shows each side, and we see her attach the product. We see the lady mopping. then we",D,"Context:
""We see the vacuum attachment product and see the product in action. The lady shows each side, and we see her attach the product. We see the lady mopping. then we""

Which of the following endings best completes the context?

Choices:
A. see the lady cover a back of her cupboard with a white paper and vacuum a crack.
B. see a lady as she vacuums.
C. see the cleaner and the vacuum attachment.
D. see the ease of using the attachment.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
18471.0,Removing ice from car,We see the lady scrape snow from her windshield with a scraper. We see a man on the other side of the car. the man,A,"Context:
""We see the lady scrape snow from her windshield with a scraper. We see a man on the other side of the car. the man""

Which of the following endings best completes the context?

Choices:
A. takes the scraper and finishes the windshield.
B. talks to the camera and puts his hand on the door handle, then puts his hand on a device and rub it.
C. is waxing the windshield with old paint scraper.
D. puts a piece of tape on the windshield of the car.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
9714.0,Futsal,The focus is no longer just on #10 and it shows other soccer players just playing and doing different moves at different angles. the focus,B,"Context:
""The focus is no longer just on #10 and it shows other soccer players just playing and doing different moves at different angles. the focus""

Which of the following endings best completes the context?

Choices:
A. is now fully focused on #11 again.
B. is now back on #10 and all of the moves he makes during different soccer games.
C. goes back to #00 and the team goes on giving it another go until its over.
D. goes to #9 where it focuses on brian.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
11688.0,Doing motocross,A lot of people are sitting on terraces in a big field and people is walking in the entrance of a big stadium. men,D,"Context:
""A lot of people are sitting on terraces in a big field and people is walking in the entrance of a big stadium. men""

Which of the following endings best completes the context?

Choices:
A. are standing on a wall and people is slaughing playing volleyball on a big court.
B. are rallying in an alpharetta talking to one another and finishes the game.
C. were playing lacrosse with an the american flag on a field.
D. are standing on a sandy area walking.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
32277.0,Drinking coffee,A man wearing a green cap sits in a car holding a coffee cup talking. He sets the camera on his dashboard and continues talking. He holds the coffee and takes several sips. he,A,"Context:
""A man wearing a green cap sits in a car holding a coffee cup talking. He sets the camera on his dashboard and continues talking. He holds the coffee and takes several sips. he""

Which of the following endings best completes the context?

Choices:
A. continues talking while holding the cup in his hand.
B. begins to clear away debris while talking.
C. mops the pavement around the car.
D. then puts the cup down and walks away, and the views of a snowy mountain are shown.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
26392.0,BMX,An introduction comes onto the screen for a video about a jamaican biking team. Several kids prepare as they begin to embark on a biking race. the gate,D,"Context:
""An introduction comes onto the screen for a video about a jamaican biking team. Several kids prepare as they begin to embark on a biking race. the gate""

Which of the following endings best completes the context?

Choices:
A. opens and the two teams start doing a practice session together.
B. opens and a group of kids are shown racing and mangling obstacles on the ground.
C. opens, and several large biking balloons enter into the enclosed arena.
D. opens and the race starts.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
10607.0,Running a marathon,"Then, the woman cross the finish line and people help her. A cameraman films on front the finish line while people is arriving. a woman",B,"Context:
""Then, the woman cross the finish line and people help her. A cameraman films on front the finish line while people is arriving. a woman""

Which of the following endings best completes the context?

Choices:
A. collects people in a room.
B. raise her arms when cross the finish line.
C. talks next to a food store, then the woman eat food on front of the food store.
D. rescues a rubik's cube from a young crowd.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
37459.0,Baking cookies,Man is putting the caramel between the cookies and put grated coconut on the sides. The man talks to the camera and mash the cookies dough and make the cookies form. and,A,"Context:
""Man is putting the caramel between the cookies and put grated coconut on the sides. The man talks to the camera and mash the cookies dough and make the cookies form. and""

Which of the following endings best completes the context?

Choices:
A. put the cookies on waxes paper in metal tray.
B. the men are holding steep cookie cutters.
C. out of the oven people are putting cookies on frosty.
D. the ingredients for the cookies lies on a counter in a refrigerator.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
49314.0,Removing ice from car,A man opens an icy car door and snow falls off. The man opens and closes the door a couple of times. the man,C,"Context:
""A man opens an icy car door and snow falls off. The man opens and closes the door a couple of times. the man""

Which of the following endings best completes the context?

Choices:
A. puts a camera on a car and an orange tube slides into the car.
B. puts on his snow blower while pulling the snow off of his car.
C. talks to the camera then scrapes the ice off the drivers side window.
D. uses a sharpener to scrape snow off the car window.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
46977.0,Swimming,Wolf wigo then gives his own tips about water polo. Brad returns to talking about swimming while wolf watches. wolf,A,"Context:
""Wolf wigo then gives his own tips about water polo. Brad returns to talking about swimming while wolf watches. wolf""

Which of the following endings best completes the context?

Choices:
A. then talks again, affirming what brad said.
B. plays rock paper scissors with the people in the water.
C. starts talking about a buff swimmer that rides the el and talks about his experience.
D. keeps showing others his contacts like his name and his sport books.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
26795.0,Using uneven bars,Girls are in a gymnasium with the bars and beams set up. A woman in black is on the right and walks away from the bars. a girl,B,"Context:
""Girls are in a gymnasium with the bars and beams set up. A woman in black is on the right and walks away from the bars. a girl""

Which of the following endings best completes the context?

Choices:
A. lifts up a bar and knocks it down, she takes it to the ground and looks at it.
B. is swinging on one of the bars.
C. jumps into a trampoline and does a flip.
D. runs to the bars and jumps six times.

Reply with exactly one uppercase letter out of A, B, C, or D.
",122
44018.0,Hand car wash,"A red mustang is being hosed down. Next, the workers rub soap over the car. after that",C,"Context:
""A red mustang is being hosed down. Next, the workers rub soap over the car. after that""

Which of the following endings best completes the context?

Choices:
A. , a green bucket is removed and caulk is placed into place.
B. , the man washes around the car.
C. , they both work on washing the soap off before applying another soap over the vehicle.
D. , shots are shown of rioters dancing around and cleaning the windows.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
41782.0,Putting in contact lenses,The video begins with various words and instructions on how to insert & remove halloween contact lenses. a contact lens container,B,"Context:
""The video begins with various words and instructions on how to insert & remove halloween contact lenses. a contact lens container""

Which of the following endings best completes the context?

Choices:
A. is replaced with a compact one and the lens is placed into a screen.
B. is then filled with contact solution and the contacts into both sides of the container.
C. is shown and an attachment is taken off by a dvd device.
D. transfers contact time with audiosol.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
17921.0,Playing polo,"The horse gets up but, the man remains on the ground. The other players and a referee ride their horses away. one of the players and a woman",B,"Context:
""The horse gets up but, the man remains on the ground. The other players and a referee ride their horses away. one of the players and a woman""

Which of the following endings best completes the context?

Choices:
A. run to the field to inspect the ond horse.
B. walk over to check on the man on the ground.
C. lift up dirt to clean the horses hooves and a replay is shown of the actual hoofs.
D. walk to the man & them.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
28182.0,Long jump,An athlete runs fast and jump long in the sand. then,D,"Context:
""An athlete runs fast and jump long in the sand. then""

Which of the following endings best completes the context?

Choices:
A. , the athlete comes to the finish line from running very fast with the jump, the athlete stands and continue running laps in the sand.
B. , the man performs long jump standing on the sand.
C. , the athlete pass a white line jumped while a red crossed flag are hanging on the sea.
D. , a person from japan performs long jump.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
24356.0,Kite flying,"A man stands on the roof of a building, and two others appear. They are flying kites in the air over the brick building. the men",A,"Context:
""A man stands on the roof of a building, and two others appear. They are flying kites in the air over the brick building. the men""

Which of the following endings best completes the context?

Choices:
A. make the kites dip and dive as they talk and interact.
B. then get on the kites, and they begin flying low.
C. are formed into a team and begin to fly kites in unison.
D. fly kites in a stadium high above the parking lot.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
8603.0,Sailing,A man and three women are on a boat in the ocean. the man,B,"Context:
""A man and three women are on a boat in the ocean. the man""

Which of the following endings best completes the context?

Choices:
A. and the woman are sitting at a table at a restaurant.
B. takes pictures of the women and sometimes himself standing at the end of the boat.
C. and women are engaged in a soccer match while two dolphin sits on the side, ready to swim to the next goal.
D. is running, pushing a little girl.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
28716.0,Playing squash,Man wearing black shirt is in a courtroom playing raketball. Woman wearing a yellow shirt is on a courtroom playing raketball. two people,D,"Context:
""Man wearing black shirt is in a courtroom playing raketball. Woman wearing a yellow shirt is on a courtroom playing raketball. two people""

Which of the following endings best completes the context?

Choices:
A. wearing both green shirts are playing along in front of a wall.
B. are teaching ramasters how to play lacrosse.
C. wearing white shirts are in the court playing basketball.
D. are standing on a small court holding tennis rackets and playing raketball.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
23449.0,Installing carpet,The woman uses a chalk line then tape to mark the floor. The woman sets in the square carpet pieces in place to cover the floor. the woman,B,"Context:
""The woman uses a chalk line then tape to mark the floor. The woman sets in the square carpet pieces in place to cover the floor. the woman""

Which of the following endings best completes the context?

Choices:
A. shows how the decorated floor is moved.
B. shows the finished floor off.
C. draws a circle with blue chalk.
D. sets off for a part of the room that is covered in white squares and next to a plastic backing with blue squares.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
15431.0,Arm wrestling,These 2 people are arm wrestling each other and having fun. both of them,C,"Context:
""These 2 people are arm wrestling each other and having fun. both of them""

Which of the following endings best completes the context?

Choices:
A. have purple letters on their chest and they're doing flips, landing on the mat.
B. are in gym smiling and having a great time and that scares the other.
C. talk while doing it and the woman fights hard to not have her arm taken down.
D. accidentally hit each other with their elbow and does kind of juvenile dance in a circle.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
21938.0,Longboarding,. a young man wearing a white shirt and helmet and black pants,A,"Context:
"". a young man wearing a white shirt and helmet and black pants""

Which of the following endings best completes the context?

Choices:
A. is holding a skateboard in his hands as he walks.
B. and holding a red hammer is talking about where to store your hammer.
C. is skating on a skate board on front several people dressed in black skates and carrying chains and looking talking to others.
D. and black tights is playing his harmonica using keys for the whole performance.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
994.0,Preparing pasta,The young female is standing in the kitchen talking to the camera. the female,A,"Context:
""The young female is standing in the kitchen talking to the camera. the female""

Which of the following endings best completes the context?

Choices:
A. put the pasta in boiling water, chopped the garlic and pour olive oil in the pan, she shredded the orange peel and put in the pan and added tomatoes and seafood.
B. taken woman starts removing the ingredients from the dish.
C. removed the dalmatians from the refrigerator.
D. opened the fridge and put a beer in it then take a sip.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
17951.0,Baton twirling,"A young woman wearing a pink dress walks onto a gym floor. She poses with her baton, and begins dancing. she",C,"Context:
""A young woman wearing a pink dress walks onto a gym floor. She poses with her baton, and begins dancing. she""

Which of the following endings best completes the context?

Choices:
A. rides a bike, dancing while twirling it around.
B. looks off into the distance, and the camera then waxes up into a "" beer pong "" style press conference.
C. flips and spins the baton as she dances.
D. twirls her body against her baton.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
6789.0,Beach soccer,An introduction comes onto the screen for a video about beach soccer. several people,B,"Context:
""An introduction comes onto the screen for a video about beach soccer. several people""

Which of the following endings best completes the context?

Choices:
A. are shown wearing red jerseys as they rapidly play the game in a sporting field.
B. are shown playing soccer on the beach and having a great time.
C. swim out onto the beach to play and pass the ball back to each other.
D. are shown playing the game, moving the stick and talking about it.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
717.0,Welding,Man is welding a machine in a dark room. Man is welding a metal pot and smoke is spreading out of the pot. man,B,"Context:
""Man is welding a machine in a dark room. Man is welding a metal pot and smoke is spreading out of the pot. man""

Which of the following endings best completes the context?

Choices:
A. is holding a rake and spreading the steel on the metal pot.
B. is wearing welding mask in a dark room welding something.
C. is welding a metal door and smoking a pipe.
D. blow the smoke through a hose and it is tied in a brown bag.

Reply with exactly one uppercase letter out of A, B, C, or D.
",118
9111.0,Washing hands,A man is seen wearing scrubs and standing in front of a sink. the man,A,"Context:
""A man is seen wearing scrubs and standing in front of a sink. the man""

Which of the following endings best completes the context?

Choices:
A. washes his hands and turns to face the camera.
B. pushes a scrub into a bowl and rubs it all over various areas.
C. then scrubs his hands while another man scrubs his's face followed by the boy entering the room.
D. then gets down on his knee and begins washing dishes.

Reply with exactly one uppercase letter out of A, B, C, or D.
",117
15846.0,Paintball,A man is seen gearing up and walking through a forest with others. they,D,"Context:
""A man is seen gearing up and walking through a forest with others. they""

Which of the following endings best completes the context?

Choices:
A. then run and fight a large group of people while others watch on the side as well as in the campfire.
B. each do hand stands and jump rope in the woods.
C. use their hands as a guide while rushing the rope across the water.
D. walk to a paintball field and aim their guns around the area.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
31592.0,Playing rubik cube,"After thirty five seconds, he pulls the blind fold down over his eyes and continues to try and solve the cube. a minute and fifteen seconds",B,"Context:
""After thirty five seconds, he pulls the blind fold down over his eyes and continues to try and solve the cube. a minute and fifteen seconds""

Which of the following endings best completes the context?

Choices:
A. pass by before he removes the blind fold from the cube.
B. has passed and the boy puts the cube down and the timer stops.
C. pass before he does it again.
D. later, he stops and announces that he solved it and starts punching the machine.

Reply with exactly one uppercase letter out of A, B, C, or D.
",119
9201.0,BMX,A man in black riding a bmx bike over woopdi doos on a wheelie. a man wearing a blue shirt,D,"Context:
""A man in black riding a bmx bike over woopdi doos on a wheelie. a man wearing a blue shirt""

Which of the following endings best completes the context?

Choices:
A. and no shirt is gotting an electric bike over a low car on a paved street.
B. is riding a bmx bike and bumping into low cuts on the sidewalk.
C. prepares to pass a yellow light.
D. rides a bmx bike over a bmx course while doing a wheelie.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
33606.0,Skateboarding,A website address is typed in. Skateboards skate and do tricks down stairs and on benches throughout a city. a skateboarder,A,"Context:
""A website address is typed in. Skateboards skate and do tricks down stairs and on benches throughout a city. a skateboarder""

Which of the following endings best completes the context?

Choices:
A. rides a concrete ramp in a skate park.
B. swings across bridges at a fast speed, performing several tricks.
C. crashes one of his boards and lets go right when he walks through a gate, but it only makes him topple.
D. peers down a long slide down table street.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
10613.0,Building sandcastles,"She finishes by turning to her friend and they get up, grabbing hands, and exit the scene to the right. next we",D,"Context:
""She finishes by turning to her friend and they get up, grabbing hands, and exit the scene to the right. next we""

Which of the following endings best completes the context?

Choices:
A. see an opening screen with the word "" blackjack "" and we see a mug shot.
B. see ty and another coach.
C. see 24 more girls performing the same move on a gymnasium floor.
D. see them again seated on the sand facing each other as they begin to build something in the sand.

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
36899.0,Raking leaves,"A woman and a toddler pile dry dead leaves with rakes. Then, the toddler jumps on the pile of leaves and spreads them. after",A,"Context:
""A woman and a toddler pile dry dead leaves with rakes. Then, the toddler jumps on the pile of leaves and spreads them. after""

Which of the following endings best completes the context?

Choices:
A. , the woman continue piling the leaves.
B. , the toddler grows a garment and paints a flower of the garment.
C. , the toddler shows a rake, then the toddler cleans inside it.
D. , the toddler takes out a torch, get dry leaves and spread them on the yard.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
17512.0,Playing guitarra,A man is seated inside a building. He is playing a guitar in front of a drum set. he,D,"Context:
""A man is seated inside a building. He is playing a guitar in front of a drum set. he""

Which of the following endings best completes the context?

Choices:
A. alternates to the back and forth.
B. drums steadily, moving the sticks back and forth as he plays the song.
C. begins to play the guitar with two hands over a small microphone attached to his waist and another guitarist behind him playing a song on stage.
D. is talking as he continues to play.

Reply with exactly one uppercase letter out of A, B, C, or D.
",121
355.0,Grooming dog,A shot of a board is shown followed by various groomers grooming dogs on tables. the people,C,"Context:
""A shot of a board is shown followed by various groomers grooming dogs on tables. the people""

Which of the following endings best completes the context?

Choices:
A. holding a treat and waiting around the dogs are shown in more shots pulling out paper and handing it off to a girl.
B. continue to brush the dogs and pretend to chairs and treat them.
C. continue grooming the dogs on tables and the video ends with text across the screen.
D. in the graph travel around the area speaking to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",126
325.0,Hanging wallpaper,Then he shows how to use fans to ventilate the room. He takes a scour and begins to scour the wall paper. he,C,"Context:
""Then he shows how to use fans to ventilate the room. He takes a scour and begins to scour the wall paper. he""

Which of the following endings best completes the context?

Choices:
A. shows how to detail and process paper paper.
B. then puts a towel on the back of the wall paper and wipes it off with his hand.
C. uses a paint roller to soak the wall paper for easy removal.
D. straightens it out and removes the wax paper.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
29618.0,Playing blackjack,A group of people are then shown talking and gambling in the casino and the dealers are making weird gestures as they shuffle the cards. the people,A,"Context:
""A group of people are then shown talking and gambling in the casino and the dealers are making weird gestures as they shuffle the cards. the people""

Which of the following endings best completes the context?

Choices:
A. don't like the card and they keep throwing the cards back at the dealer.
B. continue to talk and try to solve the game and continue shuffling the cards.
C. continue talking and chips are being won and put down.
D. are then shown dancing while one of the players wins.

Reply with exactly one uppercase letter out of A, B, C, or D.
",124
37066.0,Washing face,A woman speaks to the camera while turning her face back and fourth. She holds up a product and wipes it all along her face. she,D,"Context:
""A woman speaks to the camera while turning her face back and fourth. She holds up a product and wipes it all along her face. she""

Which of the following endings best completes the context?

Choices:
A. tosses it to a woman next to her.
B. then puts the product into her mouth while still speaking.
C. holds up a toothbrush while still speaking to the camera.
D. washes her faces and wipes it down with a rag still speaking to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
32929.0,Painting furniture,A man is seen holding onto a paint machine and spraying it around all the furniture. he,D,"Context:
""A man is seen holding onto a paint machine and spraying it around all the furniture. he""

Which of the following endings best completes the context?

Choices:
A. uses a red hand paint can to paint several curtains as well as posters on the wall.
B. then uses a razor on the wooden furniture as a final finish to the chair.
C. continues spraying the overgrown furniture and spraying the walls and detailing.
D. continues painting around the area while the camera pans around his movements.

Reply with exactly one uppercase letter out of A, B, C, or D.
",120
7378.0,Elliptical trainer,Different people are shown using the elliptical and the various features are shown and demonstrated. Finally the brand and model are shown again with the same girl from the beginning. then the screen,C,"Context:
""Different people are shown using the elliptical and the various features are shown and demonstrated. Finally the brand and model are shown again with the same girl from the beginning. then the screen""

Which of the following endings best completes the context?

Choices:
A. shifts and shows presentation of the finished product.
B. goes black and save contains a website address.
C. goes black for the rest of the video.
D. changes to a logo with the logo in the middle and by itself looking very different.

Reply with exactly one uppercase letter out of A, B, C, or D.
",123
29920.0,Hitting a pinata,A child swings a wooden pole at a large red pinata. The pinata is raised and lowered while the boy swings to hit it. a man,B,"Context:
""A child swings a wooden pole at a large red pinata. The pinata is raised and lowered while the boy swings to hit it. a man""

Which of the following endings best completes the context?

Choices:
A. sits downhill in a tube watching the boy.
B. comes and takes the stick from the boy.
C. drinks from a cup then uses the rope to swing the wooden pole.
D. picks up the boy and the girl, bring them back, then slide them away from the pinata.

Reply with exactly one uppercase letter out of A, B, C, or D.
",125
