question,question_concept,_split,answer,final_prompt,len_tk_gemma2_9b_it
"God rested after building a lot of stuff, so what did he build?",god,train-00000-of-00001,B,"Question:
God rested after building a lot of stuff, so what did he build?

Which of the following is the best response to the question?

Choices:
A. compassion
B. everything
C. wall
D. church
E. imagination

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
Why would you be unable to use a basketball?,basketball,train-00000-of-00001,B,"Question:
Why would you be unable to use a basketball?

Which of the following is the best response to the question?

Choices:
A. full of air
B. punctured
C. popular in america
D. round
E. not tall

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
Where can you get a lizard to keep in your home?,lizard,validation-00000-of-00001,C,"Question:
Where can you get a lizard to keep in your home?

Which of the following is the best response to the question?

Choices:
A. desert country
B. dessert
C. pet shop
D. tropical areas
E. zoo

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
When not in use where on your property would you store you bucket?,bucket,validation-00000-of-00001,D,"Question:
When not in use where on your property would you store you bucket?

Which of the following is the best response to the question?

Choices:
A. utility closet
B. outside
C. well
D. garden shed
E. garage

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
What does waiting for something for a response from an interview cause?,waiting for,train-00000-of-00001,C,"Question:
What does waiting for something for a response from an interview cause?

Which of the following is the best response to the question?

Choices:
A. have fun
B. patience
C. anxiety
D. tedious
E. impatience

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"Where is it especially important to keep a dry, clean floor?",floor,train-00000-of-00001,B,"Question:
Where is it especially important to keep a dry, clean floor?

Which of the following is the best response to the question?

Choices:
A. bed
B. restaurant
C. synagogue
D. wedding
E. all buildings

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
What do people call it when they are going for run?,going for run,train-00000-of-00001,C,"Question:
What do people call it when they are going for run?

Which of the following is the best response to the question?

Choices:
A. trip
B. running in
C. working out
D. get tired
E. falling down

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
"If the weather means you what, so do your animals?",animals,train-00000-of-00001,B,"Question:
If the weather means you what, so do your animals?

Which of the following is the best response to the question?

Choices:
A. travel
B. get cold
C. feel pain
D. move
E. electrical circuit

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
"If there is a place that is hot and arid, what could it be?",hot,validation-00000-of-00001,B,"Question:
If there is a place that is hot and arid, what could it be?

Which of the following is the best response to the question?

Choices:
A. bland
B. lifeless
C. sandy
D. neutral
E. freezing

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
What might be the result of going to market?,going to market,train-00000-of-00001,A,"Question:
What might be the result of going to market?

Which of the following is the best response to the question?

Choices:
A. meeting new people
B. tedium
C. buy things
D. eating samples
E. bankruptcy

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
What does having to obtain lunch at a restaurant result in?,having lunch,train-00000-of-00001,B,"Question:
What does having to obtain lunch at a restaurant result in?

Which of the following is the best response to the question?

Choices:
A. dining
B. spending money
C. heartburn
D. digestion
E. obesity

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
A squirrel will run across what to get from one gutter to another?,squirrel,train-00000-of-00001,D,"Question:
A squirrel will run across what to get from one gutter to another?

Which of the following is the best response to the question?

Choices:
A. park
B. forest
C. chipmunk
D. roof
E. muddy water

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
If you contemn someone they most certainly will not have your what?,contemn,train-00000-of-00001,B,"Question:
If you contemn someone they most certainly will not have your what?

Which of the following is the best response to the question?

Choices:
A. like
B. respect
C. revere
D. venerate
E. honor

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
The Coast Guard is a police force that often does what?,police,train-00000-of-00001,A,"Question:
The Coast Guard is a police force that often does what?

Which of the following is the best response to the question?

Choices:
A. board vessels
B. direct traffic
C. ocean
D. force law
E. arrest

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
If you need a cavity filled where do you go?,cavity,train-00000-of-00001,C,"Question:
If you need a cavity filled where do you go?

Which of the following is the best response to the question?

Choices:
A. molar
B. doctor
C. dentist
D. teeth
E. unbrushed tooth

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
What relatively small area is known for its steakhouses?,steakhouse,train-00000-of-00001,D,"Question:
What relatively small area is known for its steakhouses?

Which of the following is the best response to the question?

Choices:
A. maine
B. florida
C. arizona
D. kansas city
E. michigan

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
Where are people likely to kick a ball?,ball,train-00000-of-00001,A,"Question:
Where are people likely to kick a ball?

Which of the following is the best response to the question?

Choices:
A. soccer game
B. child's hand
C. soccer field
D. arena
E. toy store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
What might a person heading overseas do?,person,train-00000-of-00001,D,"Question:
What might a person heading overseas do?

Which of the following is the best response to the question?

Choices:
A. shout at
B. feel happy
C. cross street
D. board ship
E. get pasport

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
Where are the boxes that can't be accessed while standing upright?,boxes,train-00000-of-00001,D,"Question:
Where are the boxes that can't be accessed while standing upright?

Which of the following is the best response to the question?

Choices:
A. bungalow
B. garage
C. basement
D. attic
E. loft

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
What does a child learn to do before school?,child,validation-00000-of-00001,C,"Question:
What does a child learn to do before school?

Which of the following is the best response to the question?

Choices:
A. count to ten
B. state name
C. dress herself
D. clean room
E. socialize

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
Where would you go if you need an armchair?,armchair,train-00000-of-00001,A,"Question:
Where would you go if you need an armchair?

Which of the following is the best response to the question?

Choices:
A. furniture store
B. study
C. livin room
D. grocery store
E. hospital

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
Children's behavior is a direct reflection of their what?,children,validation-00000-of-00001,A,"Question:
Children's behavior is a direct reflection of their what?

Which of the following is the best response to the question?

Choices:
A. parents
B. old people
C. play ball
D. many adults
E. grown ups

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
What is a computer user using Zillow have as a goal?,computer user,train-00000-of-00001,D,"Question:
What is a computer user using Zillow have as a goal?

Which of the following is the best response to the question?

Choices:
A. house
B. hell
C. office building
D. own home
E. car

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
She just wanted to feel safe after being in a what kind of relationship?,safe,train-00000-of-00001,E,"Question:
She just wanted to feel safe after being in a what kind of relationship?

Which of the following is the best response to the question?

Choices:
A. unsafe
B. insecure
C. park
D. cabinet
E. harmful

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
James wanted to socialize more because he felt he lacked what?,socialize,train-00000-of-00001,E,"Question:
James wanted to socialize more because he felt he lacked what?

Which of the following is the best response to the question?

Choices:
A. free time
B. entertainment
C. input
D. meet people
E. friendship

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"Bob walks up to the second floor to his bedroom, where is he?",second floor,train-00000-of-00001,A,"Question:
Bob walks up to the second floor to his bedroom, where is he?

Which of the following is the best response to the question?

Choices:
A. house
B. office building
C. hotel
D. school
E. hotel

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
"When Bob plugs has electricity next to his nightstand, where is he?",electricity,train-00000-of-00001,D,"Question:
When Bob plugs has electricity next to his nightstand, where is he?

Which of the following is the best response to the question?

Choices:
A. church
B. concert
C. opera
D. bedroom
E. restaurant

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
"The potatoes were ordered by the chef, where did they end up?",potatoes,train-00000-of-00001,A,"Question:
The potatoes were ordered by the chef, where did they end up?

Which of the following is the best response to the question?

Choices:
A. restaurant
B. baked
C. fried
D. plate
E. countryside

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
What does a human feel when their friends ditch tehm?,human,train-00000-of-00001,A,"Question:
What does a human feel when their friends ditch tehm?

Which of the following is the best response to the question?

Choices:
A. let down
B. better himself
C. bored
D. row boat
E. turn away

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
If you drink too much liquor you are likely to do what?,drink,train-00000-of-00001,D,"Question:
If you drink too much liquor you are likely to do what?

Which of the following is the best response to the question?

Choices:
A. stumble
B. food
C. coffee
D. throw up
E. choke

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
What sort of gathering might business people attend to get updates about their industry?,people,train-00000-of-00001,A,"Question:
What sort of gathering might business people attend to get updates about their industry?

Which of the following is the best response to the question?

Choices:
A. convention
B. school
C. opera
D. wedding
E. bus stop

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
What do you have to clean up after a party?,dirty dishes,train-00000-of-00001,C,"Question:
What do you have to clean up after a party?

Which of the following is the best response to the question?

Choices:
A. son's room
B. dishwasher
C. party
D. dish washer
E. dining room

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
Where is a good place to get a ball?,ball,train-00000-of-00001,D,"Question:
Where is a good place to get a ball?

Which of the following is the best response to the question?

Choices:
A. kitchen
B. child's hand
C. street
D. toy store
E. soccer game

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
"The snake was cold, what did it seek?",snake,train-00000-of-00001,A,"Question:
The snake was cold, what did it seek?

Which of the following is the best response to the question?

Choices:
A. warm place
B. wooded area
C. blanket
D. sleeping bag
E. tropical forest

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
Sitting down in a cushy chair will lead to what?,sitting down,train-00000-of-00001,B,"Question:
Sitting down in a cushy chair will lead to what?

Which of the following is the best response to the question?

Choices:
A. laziness
B. comfort
C. sitting
D. fall asleep
E. flatulence

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
Where may I view sharks in a clear tunnel?,shark,train-00000-of-00001,B,"Question:
Where may I view sharks in a clear tunnel?

Which of the following is the best response to the question?

Choices:
A. south pacific
B. sea world
C. pacific ocean
D. indian ocean
E. gulf of mexico

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
Many containers full of goods are unloaded where after their long sea journey,container,train-00000-of-00001,A,"Question:
Many containers full of goods are unloaded where after their long sea journey

Which of the following is the best response to the question?

Choices:
A. port
B. cargo ship
C. refrigerator
D. food
E. lorry

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
What is likely heard by those going to a party?,going to party,train-00000-of-00001,C,"Question:
What is likely heard by those going to a party?

Which of the following is the best response to the question?

Choices:
A. smoking pot
B. happiness
C. laughter
D. babies
E. meet new people

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"Before the party, what did the staff need to attend?",party,train-00000-of-00001,D,"Question:
Before the party, what did the staff need to attend?

Which of the following is the best response to the question?

Choices:
A. ocean
B. studying
C. celebrating birthday
D. meeting
E. stay home

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"The person put on lotion, what did they want?",person,train-00000-of-00001,C,"Question:
The person put on lotion, what did they want?

Which of the following is the best response to the question?

Choices:
A. fresh smell
B. good credit
C. smooth skin
D. fresh produce
E. headache

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
A lack of belongings means you aren't what material items?,lack,train-00000-of-00001,E,"Question:
A lack of belongings means you aren't what material items?

Which of the following is the best response to the question?

Choices:
A. sufficient
B. plethora
C. lackbrain
D. enough
E. possessing

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
What is something that isn't the main focus of a video?,main,train-00000-of-00001,A,"Question:
What is something that isn't the main focus of a video?

Which of the following is the best response to the question?

Choices:
A. peripheral
B. secondary
C. maintopmast
D. characters
E. minor

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
Despite numerous bad public reviews the expert found the product to be what?,bad,train-00000-of-00001,C,"Question:
Despite numerous bad public reviews the expert found the product to be what?

Which of the following is the best response to the question?

Choices:
A. sincere
B. adequate
C. first rate
D. passable
E. sufficient

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
What is often the purpose of a shopping basket?,shopping basket,train-00000-of-00001,B,"Question:
What is often the purpose of a shopping basket?

Which of the following is the best response to the question?

Choices:
A. grocery store
B. shop
C. carrying goods
D. to hold onto
E. supermarkets

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
What do animals do when an enemy is approaching?,animals,validation-00000-of-00001,D,"Question:
What do animals do when an enemy is approaching?

Which of the following is the best response to the question?

Choices:
A. feel pleasure
B. procreate
C. pass water
D. listen to each other
E. sing

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
Where is a good place to keep personal money?,money,train-00000-of-00001,C,"Question:
Where is a good place to keep personal money?

Which of the following is the best response to the question?

Choices:
A. supermarket
B. cash register
C. pocket
D. bucket of water
E. art show

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"He cried when seeing the bill, what did he feel?",cry,train-00000-of-00001,C,"Question:
He cried when seeing the bill, what did he feel?

Which of the following is the best response to the question?

Choices:
A. wipe eyes
B. miserable
C. distraught
D. shed tears
E. were sad

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
When someone is learning about science what happens to them?,learning about science,train-00000-of-00001,E,"Question:
When someone is learning about science what happens to them?

Which of the following is the best response to the question?

Choices:
A. loss of interest
B. excitement
C. accidents
D. experiment
E. become educated

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
Where could you buy an old pie safe with decorative tin?,tin,train-00000-of-00001,C,"Question:
Where could you buy an old pie safe with decorative tin?

Which of the following is the best response to the question?

Choices:
A. shopping bag
B. trash
C. antique store
D. landfill
E. cupboard

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
What could happen if someone isn't playing basketball carefully?,playing basketball,train-00000-of-00001,B,"Question:
What could happen if someone isn't playing basketball carefully?

Which of the following is the best response to the question?

Choices:
A. lose
B. knee injury
C. having fun
D. sweating
E. pain

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
Where would you find the nearest attic?,attic,train-00000-of-00001,D,"Question:
Where would you find the nearest attic?

Which of the following is the best response to the question?

Choices:
A. victorian style house
B. basement
C. older houses
D. own home
E. victorian house

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
John thought that there was no conflict between religion and what?,religion,train-00000-of-00001,E,"Question:
John thought that there was no conflict between religion and what?

Which of the following is the best response to the question?

Choices:
A. atheist
B. atheism
C. important to people
D. wars
E. science

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
Where does water enter in a dam to create electricity?,water,train-00000-of-00001,B,"Question:
Where does water enter in a dam to create electricity?

Which of the following is the best response to the question?

Choices:
A. wet clothes
B. power turbine
C. cracks
D. thin soup
E. dribble

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
Exercise seems foreign to those who are just plain what?,exercise,train-00000-of-00001,C,"Question:
Exercise seems foreign to those who are just plain what?

Which of the following is the best response to the question?

Choices:
A. sloth
B. condition heart
C. lazy
D. work out
E. couch potato

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
What's black and white and contains many a story?,story,train-00000-of-00001,D,"Question:
What's black and white and contains many a story?

Which of the following is the best response to the question?

Choices:
A. past
B. book or magazine
C. novel
D. newspaper
E. story book

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
Where are you likely to find an art gallery?,gallery,train-00000-of-00001,C,"Question:
Where are you likely to find an art gallery?

Which of the following is the best response to the question?

Choices:
A. london
B. downtown area
C. large city
D. middle of town
E. frankfurt

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
Why does a person go to a soup kitchen?,person,train-00000-of-00001,E,"Question:
Why does a person go to a soup kitchen?

Which of the following is the best response to the question?

Choices:
A. own house
B. oral sex
C. statue
D. in mail
E. free food

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"The man liked eating hamburger but never exercised, what was the result?",eating hamburger,train-00000-of-00001,E,"Question:
The man liked eating hamburger but never exercised, what was the result?

Which of the following is the best response to the question?

Choices:
A. gas
B. health problems
C. enjoy
D. death
E. gain weight

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
Where is the best place to get a bicycle for a child?,bicycle,train-00000-of-00001,A,"Question:
Where is the best place to get a bicycle for a child?

Which of the following is the best response to the question?

Choices:
A. toy store
B. fun
C. street
D. university
E. garage

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
what can one add to a building to increase it's size?,building,train-00000-of-00001,C,"Question:
what can one add to a building to increase it's size?

Which of the following is the best response to the question?

Choices:
A. city
B. town
C. rooms
D. fall down
E. urban area

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
What do cats have in common with most mammals?,cat,train-00000-of-00001,A,"Question:
What do cats have in common with most mammals?

Which of the following is the best response to the question?

Choices:
A. four legs
B. whiskers
C. sharp teeth
D. sharp claws
E. glowing eyes

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
While washing clothes they became what when caught on the sharp object?,washing clothes,validation-00000-of-00001,D,"Question:
While washing clothes they became what when caught on the sharp object?

Which of the following is the best response to the question?

Choices:
A. damaged
B. wet clothes
C. wear out
D. torn
E. have fun

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
What do children require to grow up healthy?,children,validation-00000-of-00001,A,"Question:
What do children require to grow up healthy?

Which of the following is the best response to the question?

Choices:
A. need care
B. come home
C. fast food
D. watch television
E. wash dishes

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
How can someone use their thinking to do things a new way?,thinking,train-00000-of-00001,A,"Question:
How can someone use their thinking to do things a new way?

Which of the following is the best response to the question?

Choices:
A. new perspectives
B. knowledge
C. sense
D. best way
E. figure out

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
What is a person likely to lock at night?,lock,train-00000-of-00001,D,"Question:
What is a person likely to lock at night?

Which of the following is the best response to the question?

Choices:
A. own
B. gate
C. entrance
D. front door
E. controlling whether door opened

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"Wanting to avoid the cabbage spoiling, where did he put it?",cabbage,train-00000-of-00001,C,"Question:
Wanting to avoid the cabbage spoiling, where did he put it?

Which of the following is the best response to the question?

Choices:
A. grocery store
B. refrigerator
C. freezer
D. plate
E. supermarket

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
A water spout was seen in the ocean off the coast of what?,water spout,train-00000-of-00001,A,"Question:
A water spout was seen in the ocean off the coast of what?

Which of the following is the best response to the question?

Choices:
A. florida
B. basement
C. sink
D. beach
E. fountain

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
What would you have if you poured water on yourself?,water,train-00000-of-00001,E,"Question:
What would you have if you poured water on yourself?

Which of the following is the best response to the question?

Choices:
A. thin blood
B. room temperature
C. start melting
D. spring forth
E. wet clothes

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
Many powers that be are fighting inflation to avoid what?,fighting inflation,train-00000-of-00001,B,"Question:
Many powers that be are fighting inflation to avoid what?

Which of the following is the best response to the question?

Choices:
A. not noticeable
B. economic instability
C. war
D. problems
E. rising interest rates

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
What might be the result of getting hit while crossing the street?,crossing street,train-00000-of-00001,B,"Question:
What might be the result of getting hit while crossing the street?

Which of the following is the best response to the question?

Choices:
A. death
B. injury
C. traffic jam
D. accidents
E. fear

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
A dance is a great way to do what?,dance,train-00000-of-00001,C,"Question:
A dance is a great way to do what?

Which of the following is the best response to the question?

Choices:
A. was happy
B. like dancing
C. express yourself
D. am happy
E. use the bathroom

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
The fingers do this with the hand. What is it?,hands,train-00000-of-00001,C,"Question:
The fingers do this with the hand. What is it?

Which of the following is the best response to the question?

Choices:
A. sign language
B. scratch
C. articulate
D. cup water
E. soft

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
Turkey is a nation in what part of the world?,turkey,train-00000-of-00001,A,"Question:
Turkey is a nation in what part of the world?

Which of the following is the best response to the question?

Choices:
A. middle east
B. asia minor
C. asia
D. provide meat
E. balkan peninsula

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
What effect did the sun have on the residents inside?,sun,train-00000-of-00001,D,"Question:
What effect did the sun have on the residents inside?

Which of the following is the best response to the question?

Choices:
A. dry clothes
B. warm room
C. a tan
D. warm house
E. dry ground

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
Outside of the city where could you find a sloth in a small zoo?,sloth,train-00000-of-00001,E,"Question:
Outside of the city where could you find a sloth in a small zoo?

Which of the following is the best response to the question?

Choices:
A. cage
B. encyclopedia
C. wilderness
D. dictionary
E. countryside

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
Where do kids play with a ball that is concrete?,ball,train-00000-of-00001,A,"Question:
Where do kids play with a ball that is concrete?

Which of the following is the best response to the question?

Choices:
A. street
B. soccer field
C. soccer game
D. central park
E. pool table

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
Where would a human need to check how much oxygen he or she has?,human,train-00000-of-00001,D,"Question:
Where would a human need to check how much oxygen he or she has?

Which of the following is the best response to the question?

Choices:
A. space shuttle
B. underwater
C. civilisation
D. spacecraft
E. graveyard

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
What is likely to be a child's reaction to going to play?,going to play,train-00000-of-00001,A,"Question:
What is likely to be a child's reaction to going to play?

Which of the following is the best response to the question?

Choices:
A. happiness
B. tears
C. sit
D. being entertained
E. laugh

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
"Two friends lived in different countries, how did they frequently communicate?",friends,train-00000-of-00001,C,"Question:
Two friends lived in different countries, how did they frequently communicate?

Which of the following is the best response to the question?

Choices:
A. wedding
B. fraternity house
C. internet cafe
D. smoke signals
E. movie

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
Where would a specific place for a delicatessen be?,delicatessen,train-00000-of-00001,B,"Question:
Where would a specific place for a delicatessen be?

Which of the following is the best response to the question?

Choices:
A. large city
B. michigan
C. shop
D. mall
E. hometown

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
What is often a side effect of traveling on the water?,traveling,train-00000-of-00001,B,"Question:
What is often a side effect of traveling on the water?

Which of the following is the best response to the question?

Choices:
A. seasickness
B. motion sickness
C. jet lag
D. diarrhea
E. fatigue

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
If you want to buy you must what?,buy,train-00000-of-00001,A,"Question:
If you want to buy you must what?

Which of the following is the best response to the question?

Choices:
A. spend money
B. go shopping
C. paying
D. have in mind
E. a shop

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
Where would you find guns and people in uniform?,guns,train-00000-of-00001,A,"Question:
Where would you find guns and people in uniform?

Which of the following is the best response to the question?

Choices:
A. military base
B. roadblock
C. stadium
D. sporting goods store
E. school

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
What gas vehicle uses a chain to move the back wheel?,chain,train-00000-of-00001,E,"Question:
What gas vehicle uses a chain to move the back wheel?

Which of the following is the best response to the question?

Choices:
A. gear shift
B. bicycle
C. car
D. tow truck
E. motorbike

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
What will a person have when very happy?,person,train-00000-of-00001,E,"Question:
What will a person have when very happy?

Which of the following is the best response to the question?

Choices:
A. own car
B. be rich
C. catch cold
D. believe in god
E. experience joy

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
What could you put a ruler either on top of or into?,ruler,train-00000-of-00001,B,"Question:
What could you put a ruler either on top of or into?

Which of the following is the best response to the question?

Choices:
A. govern peopple
B. desk
C. drawer
D. office
E. purse

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
What does lying about oneself likely to lead to?,lying,train-00000-of-00001,B,"Question:
What does lying about oneself likely to lead to?

Which of the following is the best response to the question?

Choices:
A. feeling guilty
B. problems
C. getting caught
D. hurt feelings
E. being fired

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"She was pretending to be happy for others, she would always what?",pretending,train-00000-of-00001,C,"Question:
She was pretending to be happy for others, she would always what?

Which of the following is the best response to the question?

Choices:
A. religion
B. forget
C. smile
D. play
E. eat

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
Agreeing with someone who you have fun with can lead to what?,agreeing with,train-00000-of-00001,E,"Question:
Agreeing with someone who you have fun with can lead to what?

Which of the following is the best response to the question?

Choices:
A. compliance
B. contract
C. harmony
D. employee
E. friendship

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"The plate was dirty, where did the woman put it?",plate,train-00000-of-00001,E,"Question:
The plate was dirty, where did the woman put it?

Which of the following is the best response to the question?

Choices:
A. garbage
B. kitchen cupboard
C. table
D. flea market
E. dishwasher

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
What could prevent a driving car from continuing to drive?,driving car,validation-00000-of-00001,A,"Question:
What could prevent a driving car from continuing to drive?

Which of the following is the best response to the question?

Choices:
A. automobile accidents
B. backache
C. pollution
D. smoke
E. low fuel tank

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
"They would strike at night, the order to rise was given when?",rise,train-00000-of-00001,A,"Question:
They would strike at night, the order to rise was given when?

Which of the following is the best response to the question?

Choices:
A. sundown
B. fall
C. sunset
D. manual
E. go down

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
What do you get when you analysing something new?,analysing,train-00000-of-00001,B,"Question:
What do you get when you analysing something new?

Which of the following is the best response to the question?

Choices:
A. change
B. better knowledge
C. enlightened
D. get smart
E. learning more about

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
What sport do fans often watch people loose teeth?,fans,train-00000-of-00001,D,"Question:
What sport do fans often watch people loose teeth?

Which of the following is the best response to the question?

Choices:
A. football
B. soccer game
C. race track
D. hockey game
E. sporting event

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
What is the primary reason for visiting a shop?,shop,train-00000-of-00001,C,"Question:
What is the primary reason for visiting a shop?

Which of the following is the best response to the question?

Choices:
A. spending of money
B. spend too much
C. purchasing
D. sell items
E. compare prices

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
What do most people often feel before meeting new people?,meeting people,train-00000-of-00001,D,"Question:
What do most people often feel before meeting new people?

Which of the following is the best response to the question?

Choices:
A. being bored
B. making new friends
C. love
D. anxiety
E. happy

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
"The flower grew tall to compete for sunlight, what did its neighbor do?",flower,validation-00000-of-00001,D,"Question:
The flower grew tall to compete for sunlight, what did its neighbor do?

Which of the following is the best response to the question?

Choices:
A. blossom
B. park
C. open
D. cast shadow
E. vase

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
A harmonica might be the smallest instrument sold where?,harmonica,train-00000-of-00001,D,"Question:
A harmonica might be the smallest instrument sold where?

Which of the following is the best response to the question?

Choices:
A. blues band
B. rock band
C. pocket
D. music store
E. shop counter

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
James imagined what he wanted and his mind did what?,mind,train-00000-of-00001,A,"Question:
James imagined what he wanted and his mind did what?

Which of the following is the best response to the question?

Choices:
A. form images
B. tended
C. hatred
D. play tricks on
E. form thought

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
Using your hands to communicate is how you do what?,hands,train-00000-of-00001,A,"Question:
Using your hands to communicate is how you do what?

Which of the following is the best response to the question?

Choices:
A. sign language
B. soft
C. cup water
D. articulate
E. throw lasers

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
Where in a house would a table be most likely placed?,table,train-00000-of-00001,C,"Question:
Where in a house would a table be most likely placed?

Which of the following is the best response to the question?

Choices:
A. living room
B. kitchen
C. dining room
D. conference
E. demonstration

Reply with exactly one uppercase letter out of A, B, C, D or E.
",74
Where are you likely to find a sideboard filled with serving dishes?,sideboard,train-00000-of-00001,C,"Question:
Where are you likely to find a sideboard filled with serving dishes?

Which of the following is the best response to the question?

Choices:
A. home
B. kitchen
C. dining room
D. storage of candles
E. bathroom

Reply with exactly one uppercase letter out of A, B, C, D or E.
",76
What's the nickname of the monster the beauty loved?,beauty,train-00000-of-00001,A,"Question:
What's the nickname of the monster the beauty loved?

Which of the following is the best response to the question?

Choices:
A. beast
B. ugly
C. ugliness
D. satellite
E. top of mountain

Reply with exactly one uppercase letter out of A, B, C, D or E.
",75
