ind,activity_label,ctx,answer,final_prompt,len_tk_phi3_mini_4k_instruct
36339.0,Grooming dog,Women are holding dogs on tables. Woman is standing in front of aable drying the dog's hair while is combing his hair. in the background,C,"Context:
""Women are holding dogs on tables. Woman is standing in front of aable drying the dog's hair while is combing his hair. in the background""

Which of the following endings best completes the context?

Choices:
A. two other women are blowing blower.
B. people are standing in a restaurant in front of tables with plates full of food.
C. a young woman is cutting dog's hair.
D. people are hanging clothes and preparing to put on.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
44562.0,Tango,An elderly couple are dancing alone on a gymnasium floor while a line of people at a table watch. they,C,"Context:
""An elderly couple are dancing alone on a gymnasium floor while a line of people at a table watch. they""

Which of the following endings best completes the context?

Choices:
A. begin their dance very gracefully, exhibiting their body movements and not caring the crowd.
B. spin arm wrestling to see who goes first.
C. spin and dance happily, and the crowd claps as they finish and walk away.
D. continue dancing, alternate music playing interspersed.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
41030.0,Cleaning windows,The man then sprays the window with windex and wipes the window. The man rolls the window up. the man,C,"Context:
""The man then sprays the window with windex and wipes the window. The man rolls the window up. the man""

Which of the following endings best completes the context?

Choices:
A. then irons the window and leaves.
B. sprays and tapes the window with windex.
C. finishes and rolls the window down to wipe it some more.
D. then piles the dirty windex and gives it to another man who cleans up the window.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
41180.0,Running a marathon,They both try to get up but they keep falling down. One of the women starts to crawl to the finish line. The other woman follows her. a man,A,"Context:
""They both try to get up but they keep falling down. One of the women starts to crawl to the finish line. The other woman follows her. a man""

Which of the following endings best completes the context?

Choices:
A. lifts one of the women and hugs her.
B. comes on and starts using his shovel to help start the fire.
C. rides his bicycle after the last runners get down.
D. squats on a pit of dirt.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
44122.0,Hurling,The documentary features the voice of a former player as archival footage is shown in color. Photos and video in black and white depicts the history of the game. the documentary,B,"Context:
""The documentary features the voice of a former player as archival footage is shown in color. Photos and video in black and white depicts the history of the game. the documentary""

Which of the following endings best completes the context?

Choices:
A. subscribe item is shown and the video ends.
B. then focuses on a famous player.
C. appears in black and white with white field layouts of pitches in view.
D. is shown in various mixed features.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
34144.0,Shaving,A black screen advertises the video. A man is shown lying down while someone shaves his beard. the blade,B,"Context:
""A black screen advertises the video. A man is shown lying down while someone shaves his beard. the blade""

Which of the following endings best completes the context?

Choices:
A. is removed and the man is placed on a ventilator.
B. is shown very close to the skin as the man shaves him carefully, rinsing between scrapings.
C. is removed and the man presents only part of his face.
D. is removed first from his beard.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
25342.0,Playing rubik cube,A boy sits at a table with a girl beside him. he,B,"Context:
""A boy sits at a table with a girl beside him. he""

Which of the following endings best completes the context?

Choices:
A. picks up a knife and begins trimming the edge and sharpening it.
B. is trying to solve a rubik's cube while she times him.
C. shows her how to fix her lipstick, and she smiles at the camera.
D. plays an instrument with his hands and pans to other players sitting at along tables.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
27275.0,Hand washing clothes,A little girl is drinking water while her mom washes clothes. the woman,A,"Context:
""A little girl is drinking water while her mom washes clothes. the woman""

Which of the following endings best completes the context?

Choices:
A. scrubs the clothing against a washing board.
B. dries a pair of laundry clothes with a towel as the kids smile and nod in the background.
C. puts soap on the clothing and uses super nice lotions to wash them.
D. wipes and puts clean clothes around the girl and dries her.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
45322.0,Table soccer,There is a large decorated christmas tree behind them. There is a woman sitting in the living room with a little girl. the boys,B,"Context:
""There is a large decorated christmas tree behind them. There is a woman sitting in the living room with a little girl. the boys""

Which of the following endings best completes the context?

Choices:
A. begin to climb hill on the christmas tree with an orange garland and used a brush.
B. play foos ball with the men.
C. are showing the little girl how to pierce her nose piercing.
D. start to play as the woman continues knitting the tree.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
13607.0,Fixing the roof,A man stands over a roof of a house and puts a took on the roof. then,B,"Context:
""A man stands over a roof of a house and puts a took on the roof. then""

Which of the following endings best completes the context?

Choices:
A. , the man stretches on the roof and uses a cement cutter.
B. , the man holds the handle of a tool with one hand.
C. , the man puts holes in the roof and continues sanding.
D. , the man put the spot above the roof, to move a sheet and put another one on top.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
46210.0,Shot put,Several players are gathered on an indoor field. A man walks up holding a ball in his hand. he,A,"Context:
""Several players are gathered on an indoor field. A man walks up holding a ball in his hand. he""

Which of the following endings best completes the context?

Choices:
A. spins a few times, then lets go of the ball.
B. throws the ball, and a couple of the teammates catch it as he falls.
C. then places it into the basket and begins to run.
D. is hitting the ball to make contact with the other side of the court.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
336.0,Playing badminton,Descriptive text is shown against a red movie curtain backdrop. A coach shows different leg stances to a student for playing badminton. the coach,C,"Context:
""Descriptive text is shown against a red movie curtain backdrop. A coach shows different leg stances to a student for playing badminton. the coach""

Which of the following endings best completes the context?

Choices:
A. demonstrates different kicks to the student for volleyball practice.
B. then egg the student onto his knees in front of him.
C. returns serves from the student using the racket during a practice drill.
D. shows different used side moves.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
32835.0,Making a cake,The girl then removes what she made from the oven. A younger boy watches while eating a cupcake. the young girls,B,"Context:
""The girl then removes what she made from the oven. A younger boy watches while eating a cupcake. the young girls""

Which of the following endings best completes the context?

Choices:
A. turns off the oven door and sets it back down.
B. cuts the desert she made and eats it.
C. are shown baking and cleaning a pan in a round oven.
D. move around the counter, bringing the cupcake to the younger boy.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
37468.0,Getting a haircut,"A woman is shown in images, and so is a man. the woman",C,"Context:
""A woman is shown in images, and so is a man. the woman""

Which of the following endings best completes the context?

Choices:
A. is shown coloring the man's nails.
B. is capoeira, and he sits on a bleachers with ab * * n dripping out of his cock.
C. is in the bathroom cutting the man's hair.
D. is then seen posing with their son, and talking about the entertainment.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
47438.0,Playing harmonica,A man takes a seat in a chair and raises up his harmonica. An man play a song on his harmonica seated at home. the man,C,"Context:
""A man takes a seat in a chair and raises up his harmonica. An man play a song on his harmonica seated at home. the man""

Which of the following endings best completes the context?

Choices:
A. stops playing and looks away.
B. looks the camera and smiles.
C. vigorously moves the harmonica back and forth over the entire range of notes from going from one end immediately back to the other.
D. stops playing and stands up looking at the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
2479.0,Skiing,"A person ski over a ski rail and spins in the air, then land stand on the snow. the person",B,"Context:
""A person ski over a ski rail and spins in the air, then land stand on the snow. the person""

Which of the following endings best completes the context?

Choices:
A. puts their skis together and mounts the rails.
B. ski over a ramp and fly in the air very high.
C. stare off into the distance when a snowboard walk past the platform.
D. puts his feet along the edge of the rail area and stretches with back bend.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
11344.0,Shot put,A male athlete is shown and he spins around and throws the discus. once,B,"Context:
""A male athlete is shown and he spins around and throws the discus. once""

Which of the following endings best completes the context?

Choices:
A. it is in the air, he hugs the crowd and walks away.
B. complete, two people rush out to measure the distance.
C. it is in the field, he releases it and it flies far and lands with his hands in the air.
D. he has it in his hand, he takes off running.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
19096.0,Shot put,A man in a yellow shirt holds a ball on his shoulder does some movements and turns quickly to throw it. after him,B,"Context:
""A man in a yellow shirt holds a ball on his shoulder does some movements and turns quickly to throw it. after him""

Which of the following endings best completes the context?

Choices:
A. throws the ball and runs towards a blue colored wall.
B. another man does the same technique and throws the ball as well.
C. and the blond nurse comes into the room and walk to the other side of the room.
D. two other men throw a ball and basket in a competitive manner.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
38288.0,Kayaking,"A helicoptor flies over a canyon, then we see people gearing up in the wilderness. they",A,"Context:
""A helicoptor flies over a canyon, then we see people gearing up in the wilderness. they""

Which of the following endings best completes the context?

Choices:
A. carry kayaks to the waterfall.
B. land in the jungle, then hop on rafts down a river.
C. switch, flying kites as the crowd in the bleachers cheer.
D. are then driven over harsh stretches of, red waters.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
19637.0,Playing blackjack,There is a group of adults behind them watching and just standing by. The dealer flips some cards and moves some others. one of the girls on the ends,C,"Context:
""There is a group of adults behind them watching and just standing by. The dealer flips some cards and moves some others. one of the girls on the ends""

Which of the following endings best completes the context?

Choices:
A. dealing the cards and chips.
B. of their table gets a chips while the dealer deals them drinks.
C. ask the dealer a question and he shakes his head.
D. of the table deals out cards on the table.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
21139.0,Walking the dog,A man puts dog treats into another man's hand. the man,C,"Context:
""A man puts dog treats into another man's hand. the man""

Which of the following endings best completes the context?

Choices:
A. breaks a nail and puts dog treats all around the dog.
B. dumps water from a black canvas onto his dog and cuts the hair off, leaving the dog still.
C. is walking a dog down the sidewalk.
D. continues to talk to the camera while standing next to a black dog and the little girl is walking around and playing.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
45583.0,Painting furniture,A close up of chairs are shown as well as a table and bench. The person begins using a tool on the chair to scrape off the paint. the person,A,"Context:
""A close up of chairs are shown as well as a table and bench. The person begins using a tool on the chair to scrape off the paint. the person""

Which of the following endings best completes the context?

Choices:
A. continues scraping paint off and showing off the furniture again.
B. continues painting and cutting out a piece of her hair.
C. then begins spraying paint all over the chair.
D. then shows a brush and begins adding black paint.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
12662.0,Ironing clothes,Next she demonstrates how to iron the shirt. She then shows how to get the harder creases out. next she,B,"Context:
""Next she demonstrates how to iron the shirt. She then shows how to get the harder creases out. next she""

Which of the following endings best completes the context?

Choices:
A. talks to the camera as she takes a tissue to the creases.
B. flips over the shirt and places the sleeve down.
C. demonstrates how to apply the wrinkles into the shirt.
D. shows how to smooth the once ironed shirt.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
9282.0,Playing accordion,A band is seen performing on a stage in front of a large audience with a small child singing and playing the harmonica. the boy,C,"Context:
""A band is seen performing on a stage in front of a large audience with a small child singing and playing the harmonica. the boy""

Which of the following endings best completes the context?

Choices:
A. teases the girl as she continues to play the harmonica.
B. continues to play as the audience moves around him and continues to play.
C. continues playing with the band as the audience claps.
D. looks to the camera while singing while moving his hand up and down his harmonica.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
45049.0,Snatch,Two men are standing outside with a crowd of people lifting weights and exercising. many people,D,"Context:
""Two men are standing outside with a crowd of people lifting weights and exercising. many people""

Which of the following endings best completes the context?

Choices:
A. watch as some of the men lift weights and out of the ring.
B. are inside watching the men.
C. are walking past them and they are passing a fishing line to some people as well.
D. begin to film the guys on their phone, the weight lifting continues and several people come back to do interviews.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
41628.0,Fun sliding down,A boy stands from the bottom of a slide and walk away. Other kids slide on another slide in the playground. a toddler,C,"Context:
""A boy stands from the bottom of a slide and walk away. Other kids slide on another slide in the playground. a toddler""

Which of the following endings best completes the context?

Choices:
A. slides on the grass past another stairs slide.
B. slides on a swing over a slide in a playground set.
C. climbs a jungle gym, and then go down the slide.
D. stands from a step slide and roll on the floor.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
17522.0,Scuba diving,The people are in the pool wearing goggles. The people are wearing oxygen thanks while in the pool. the people,A,"Context:
""The people are in the pool wearing goggles. The people are wearing oxygen thanks while in the pool. the people""

Which of the following endings best completes the context?

Choices:
A. are training on how to dive and swim under water with their oxygen on.
B. are underwater putting on their suits.
C. are enjoying themselves at the dining room with food in bowls.
D. are swimming in inter tube form the pool.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
10366.0,Clipping cat claws,A woman talks as she is seated on the ground. She shows off a pair of clipping scissors. she,A,"Context:
""A woman talks as she is seated on the ground. She shows off a pair of clipping scissors. she""

Which of the following endings best completes the context?

Choices:
A. then uses them to gently but quickly trim a cat's nails while another woman assists her.
B. shows off machine parts she has.
C. shows how to subscribe to her youtube channel.
D. also shows how to lay out varnish documents to cover up broken glass.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
17125.0,Fixing bicycle,A man comes to a stop riding a bike down a hillside and talks. the man,B,"Context:
""A man comes to a stop riding a bike down a hillside and talks. the man""

Which of the following endings best completes the context?

Choices:
A. ramps up the bike then passes cars on his way quickly down the hill.
B. stand in front of a rock wall talking.
C. is then shown pedaling on a bike with a very large crowd of people watching.
D. again rides up to a hill waking up in the end then continues riding.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
49918.0,Carving jack-o-lanterns,The guy sits and talks while holding a pumpkin with the two children sitting at each side on the grass. a person,C,"Context:
""The guy sits and talks while holding a pumpkin with the two children sitting at each side on the grass. a person""

Which of the following endings best completes the context?

Choices:
A. comes out and creates a corona over the pumpkin.
B. shapes and spins the pumpkin using a feather.
C. removes the top of a pumpkin.
D. then clips the two friends's nails, then the boy begins talking to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
6778.0,Making a cake,"The person adds blue liquid to a small, plastic container. The person whips a paint mistake with fingers. The person adds a white dough as the eye. the person",D,"Context:
""The person adds blue liquid to a small, plastic container. The person whips a paint mistake with fingers. The person adds a white dough as the eye. the person""

Which of the following endings best completes the context?

Choices:
A. slides a model jet ski into the container.
B. screws a clear eye lens on.
C. places a strip of dough towards the lemon face and makes a salad.
D. uses a black marker to color in the eye.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
48310.0,Ironing clothes,A lady talks in a living room. The lady then lays a shirt on an ironing board and checks the tags. the lady,A,"Context:
""A lady talks in a living room. The lady then lays a shirt on an ironing board and checks the tags. the lady""

Which of the following endings best completes the context?

Choices:
A. then irons the shirt starting with the collar.
B. puts on her cuff links and irons the shirt next to a washer and dryer.
C. begins ironing the shirt on a black iron.
D. then lays the shirt out.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
40157.0,Throwing darts,"A man begins throwing darts at something off screen. He repeats this many times before giving up, shrugging, and turning the camera toward the dart board. we",A,"Context:
""A man begins throwing darts at something off screen. He repeats this many times before giving up, shrugging, and turning the camera toward the dart board. we""

Which of the following endings best completes the context?

Choices:
A. see that four of the darts have hit the exact same spot.
B. see him dart again, this time seven times.
C. soon see closing credits at the end.
D. see the dart board again in slow motion.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
47362.0,Blow-drying hair,A woman with curly hair is shown close up. We then see all the tools and ingredients needs to create her look. the woman,A,"Context:
""A woman with curly hair is shown close up. We then see all the tools and ingredients needs to create her look. the woman""

Which of the following endings best completes the context?

Choices:
A. is shown demonstrating how she rolled and styled her hair.
B. then put rollers in her hair and does some interesting crunches.
C. paints her nails and mixes cement to create a shape.
D. adds curling wax to her hair.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
22761.0,Cricket,"Two women watching the game cheer after the batter hits the ball with his plank. One of the women exposes her bare chest to the camera, a black bar is overlaid. the camera",D,"Context:
""Two women watching the game cheer after the batter hits the ball with his plank. One of the women exposes her bare chest to the camera, a black bar is overlaid. the camera""

Which of the following endings best completes the context?

Choices:
A. stops to focus on her chest.
B. moves a little to expose her bare stomach.
C. zooms into the black bar and several buttons appear on the white bar.
D. returns to action on the field.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
22041.0,Waterskiing,A man water skiis at a river. a long haired man,B,"Context:
""A man water skiis at a river. a long haired man""

Which of the following endings best completes the context?

Choices:
A. skiing skiing is on an outdoor skiing man race track.
B. operates a boat and the boat drags a man water skiing across the water.
C. thinks it strange that he can't even reach the water.
D. in a yellow red shirt water ski while hula hooping down a blue walled canyon.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
1350.0,Playing congas,A young child wearing a green shirt is playing some conga percussion instruments. an older boy wearing a burgundy shirt,C,"Context:
""A young child wearing a green shirt is playing some conga percussion instruments. an older boy wearing a burgundy shirt""

Which of the following endings best completes the context?

Choices:
A. walks into the next room of the room and takes off his shirt.
B. is sitting on a chair sitting.
C. moves into the picture behind the child who is playing the conga's and begins to dance.
D. is playing bagpipes in a room.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
36604.0,Baking cookies,The oven is shown being turned on. A baking parchment is placed on a baking tray. The mixture is shaped into balls. the balls,B,"Context:
""The oven is shown being turned on. A baking parchment is placed on a baking tray. The mixture is shaped into balls. the balls""

Which of the following endings best completes the context?

Choices:
A. are cooled and press for a while.
B. are rolled in white powder and then placed on the baking sheet.
C. are for using in a baking pot.
D. are squeezed into containers and in the oven.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
19991.0,Washing hands,The doctor uses a brush to scrub nails and hands. a doctor,A,"Context:
""The doctor uses a brush to scrub nails and hands. a doctor""

Which of the following endings best completes the context?

Choices:
A. washes their hands in a large stainless steel sink with hand soap multiple times.
B. cleans and cuts nails on a sharpening block.
C. can be seen in a small room painting nails with a hand aid.
D. does a tattoo on a bird and lets the bird out of a cage.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
28070.0,Shot put,Men sets up and throw shot put balls in a track and field competition onto the field. Runner race in a track event. The man celebrates his throw and walks off the field. the crowd,A,"Context:
""Men sets up and throw shot put balls in a track and field competition onto the field. Runner race in a track event. The man celebrates his throw and walks off the field. the crowd""

Which of the following endings best completes the context?

Choices:
A. stands up and cheers for the athlete.
B. claps and the vated athlete picks up the trophy.
C. holds up the yellow ball and celebrate.
D. gets cheers for the runner.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
32437.0,Carving jack-o-lanterns,A person washes and cuts open a pumpkin. The person cleans to the insides and draws a face on the pumpkin. they,D,"Context:
""A person washes and cuts open a pumpkin. The person cleans to the insides and draws a face on the pumpkin. they""

Which of the following endings best completes the context?

Choices:
A. wipe the inside and up of the pumpkin.
B. stick a needle into the pumpkin to set up a design.
C. take the drawing out of the pumpkin.
D. carve the face to make a jackolantern.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
1001.0,Paintball,He fills his gun with orange balls. A person walks up to the bag near the man. The man reloads his gun with blue balls. we,C,"Context:
""He fills his gun with orange balls. A person walks up to the bag near the man. The man reloads his gun with blue balls. we""

Which of the following endings best completes the context?

Choices:
A. see a master playing with is held as he swears and we then see the ending screen.
B. see a man headed to a bowling lane.
C. see a man behind a fence and the man is walking.
D. see the man renew his gun.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
30683.0,Playing rubik cube,A man is seen solving a rubix cube was another sits beside him and watches. he,A,"Context:
""A man is seen solving a rubix cube was another sits beside him and watches. he""

Which of the following endings best completes the context?

Choices:
A. solves the puzzle and puts it down on the table then smiles at the camera.
B. then solves the rubix cube his hands and the person behind him at the desk talks.
C. walks away from the puzzle with another.
D. sets the rubix up on the ground and begins to solve it.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
7465.0,Shoveling snow,A man speaks to the camera while a woman behind him shovels snow. the man,A,"Context:
""A man speaks to the camera while a woman behind him shovels snow. the man""

Which of the following endings best completes the context?

Choices:
A. lifts up snow and throws it at the girl while the camera pans around.
B. shows a piece of wood laid side by side and puts it down.
C. panics while raking snow out of the car.
D. pushes the snow along the side of a house, removing it from the driveway using a rake.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
13471.0,Getting a haircut,They are also shown jamming out in a session with several people dancing around and having a good time. the video,D,"Context:
""They are also shown jamming out in a session with several people dancing around and having a good time. the video""

Which of the following endings best completes the context?

Choices:
A. continues to show more clips of couples dancing in various venues and switching to this collie dog.
B. continues dropping in and showing more people practicing.
C. shows several more clips of people skating and dancing.
D. ends with the closing credits shown on the screen.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
36872.0,Walking the dog,A cat pulls a dog on a leash. The dog follows the cat pulling it on the leash. the cat,A,"Context:
""A cat pulls a dog on a leash. The dog follows the cat pulling it on the leash. the cat""

Which of the following endings best completes the context?

Choices:
A. pulls the dog up stairs on the leash.
B. stands on the mouth of the leash while a man ties it's mouth with a piece of tape.
C. sits next to a small white christmas tree.
D. stops right in front of a brick wall.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
777.0,Volleyball,A man and woman news reporter are sitting in front of a tv screen as they talk. They then show clips from an outdoor volleyball game. the team mates,C,"Context:
""A man and woman news reporter are sitting in front of a tv screen as they talk. They then show clips from an outdoor volleyball game. the team mates""

Which of the following endings best completes the context?

Choices:
A. are shown competing in the game as they run through the net.
B. watch as the video cuts out.
C. hit the ball back and forth over the net.
D. kick and hit the ball back and forth across the court.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
22292.0,Using parallel bars,A gymnast stands before a large crowd in an arena and puts his hands up. he,B,"Context:
""A gymnast stands before a large crowd in an arena and puts his hands up. he""

Which of the following endings best completes the context?

Choices:
A. then dives in the air onto a spinning disc.
B. begins his routine that involves many flips and rotations.
C. spins himself around and throws his arms in wile he completes a high jump into a pit below him.
D. performs several flips and wings around in the arena.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
10850.0,Removing curlers,Girls are sitting in a rom and boys are standing behind them boys starts comb the hair. Woman wearing blue sweater crawl on all fours. boys,D,"Context:
""Girls are sitting in a rom and boys are standing behind them boys starts comb the hair. Woman wearing blue sweater crawl on all fours. boys""

Which of the following endings best completes the context?

Choices:
A. have a stroke in the hair and take it out.
B. are sitting and cleaning cars and mops and garbage.
C. jump in es stand and take their hats.
D. keep combing the hair and putting some hair rolls on the girls.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
8553.0,Doing a powerbomb,A man and a woman wearing suits with capes are doing wrestling movemetns on a ring. a man anda woman,C,"Context:
""A man and a woman wearing suits with capes are doing wrestling movemetns on a ring. a man anda woman""

Which of the following endings best completes the context?

Choices:
A. stand up sitting on the floor.
B. in a dress is sitting on the ring siting on feet kickboxing with each other.
C. are ina a ring in a wrestling competition fighting while people is in stands screaming.
D. are standing next to them watching.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
24650.0,Kneeling,"A man is seated cross legged watching a show. A man is kneeling in front of the crowd, talking. he",A,"Context:
""A man is seated cross legged watching a show. A man is kneeling in front of the crowd, talking. he""

Which of the following endings best completes the context?

Choices:
A. continues talking as the crowd is enraptured, listening to his every word.
B. is recording himself as he talks, getting himself ready and keeping his form.
C. talks as the man rinses the machine with soap.
D. speaks while perusing the music.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
50111.0,Vacuuming floor,A kid in blue shorts is vacuuming the floor. A kid in a red shirt is playing on a banana chair. there,A,"Context:
""A kid in blue shorts is vacuuming the floor. A kid in a red shirt is playing on a banana chair. there""

Which of the following endings best completes the context?

Choices:
A. is a white dog next to the boy.
B. are two men standing in the corner of the room watching oldies and the kids are talking about the man.
C. are also kids in red shorts going down a hallway.
D. is a pole attached to the floor.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
9799.0,Ballet,A man in only his underwear is in his bedroom. He holds onto a bunk bed as her performs ballet techniques. he,B,"Context:
""A man in only his underwear is in his bedroom. He holds onto a bunk bed as her performs ballet techniques. he""

Which of the following endings best completes the context?

Choices:
A. is very into ballet, teaching her a lot of moves as she explores his body movements.
B. warms up, lifting his legs into the air gracefully.
C. waves the woman goodbye.
D. falls off his bunk and lays there on it.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
1218.0,Playing badminton,A person is seen standing in the middle of a gym holding a tennis racket. The person then begins hitting a birdie across the gym. the person,D,"Context:
""A person is seen standing in the middle of a gym holding a tennis racket. The person then begins hitting a birdie across the gym. the person""

Which of the following endings best completes the context?

Choices:
A. continues hitting the sides while a person watches on the side.
B. continues hitting moving his body throughout the gym creating a racket.
C. continues to hit the balls towards each other.
D. continuously hits the object back and fourth while looking to the camera.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
9111.0,Washing hands,A man is seen wearing scrubs and standing in front of a sink. the man,A,"Context:
""A man is seen wearing scrubs and standing in front of a sink. the man""

Which of the following endings best completes the context?

Choices:
A. washes his hands and turns to face the camera.
B. pushes a scrub into a bowl and rubs it all over various areas.
C. then scrubs his hands while another man scrubs his's face followed by the boy entering the room.
D. then gets down on his knee and begins washing dishes.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
28982.0,Grooming dog,Woman is standing in a backyard with a lot of schnauzer on a table and around her. woman,C,"Context:
""Woman is standing in a backyard with a lot of schnauzer on a table and around her. woman""

Which of the following endings best completes the context?

Choices:
A. is trying to start a fire a made something.
B. girl the a bun is grooming a dog with the things on the table.
C. is holding a razor and is cuting the hair of the dog.
D. is holding a barbell in her right hand with a red shirt on.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
16173.0,Hanging wallpaper,A man uses a brush on bundled wallpaper on the floor. the man,A,"Context:
""A man uses a brush on bundled wallpaper on the floor. the man""

Which of the following endings best completes the context?

Choices:
A. lifts the wallpaper and hands it to another man standing on a chair.
B. finishes by peeling down the wallpaper from the wall.
C. hove the wallpaper and brushes it out with a hand held sander.
D. continues to wax the wallpaper with a paintbrush and shaver intermittently.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
20809.0,Polishing shoes,"The woman rubs the mans shoes with a cloth. We see the cloth on the wall, then the lines of cloth near the shoes shine sign. a man",D,"Context:
""The woman rubs the mans shoes with a cloth. We see the cloth on the wall, then the lines of cloth near the shoes shine sign. a man""

Which of the following endings best completes the context?

Choices:
A. is kneeling, a ad ads an indoor gym.
B. begins to rub different parts of a carpet in a living room.
C. sits on a bicycle inside of a shop.
D. is standing on a platform.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
32468.0,Futsal,We see two teams of men playing soccer indoors. Two men collide and fall to the ground. Three men high five and hug each other. a man,D,"Context:
""We see two teams of men playing soccer indoors. Two men collide and fall to the ground. Three men high five and hug each other. a man""

Which of the following endings best completes the context?

Choices:
A. in the middle dives something to the ground.
B. is standing on the sideline of the huddle.
C. is shown playing soccer in a darkened room.
D. throws the ball clear across the room to the other goal.

Reply with exactly one uppercase letter out of A, B, C, or D.
",140
39682.0,Spinning,People pedal in static bikes in a gym. A man raise his left hand and touches his head. also,D,"Context:
""People pedal in static bikes in a gym. A man raise his left hand and touches his head. also""

Which of the following endings best completes the context?

Choices:
A. , a man bend forward holding a sleeve.
B. , a kneeling man touches his temple and move his head.
C. , a man pick up several bike handles in his arms making gestures.
D. , a woman rises the left hand and touches her head.

Reply with exactly one uppercase letter out of A, B, C, or D.
",141
40077.0,Getting a piercing,A woman is laying back in a chair getting her lip pierced. the piercer,D,"Context:
""A woman is laying back in a chair getting her lip pierced. the piercer""

Which of the following endings best completes the context?

Choices:
A. is shown putting lip wrap around the piercing to catch some of the liquid left behind after he is done.
B. then pierces deep in the upper part of her lip, never stopping the piercing.
C. is seen sitting down touching her head who turns around and smiles.
D. removes the tool and pulls on her lip.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
19223.0,Playing violin,Man is staying in a white room playing the violin. man,C,"Context:
""Man is staying in a white room playing the violin. man""

Which of the following endings best completes the context?

Choices:
A. is attacking a green bicycle playing the violin.
B. is saing with white shirt sitting in a room playing the violin.
C. is wearing big beats headphones and playing the violin.
D. is in and the woman is standing in the upland looking at the violin and side listen to the violin.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
96.0,Hitting a pinata,A little girl in a room standing in front of some chairs is hitting a dora pinata. she,C,"Context:
""A little girl in a room standing in front of some chairs is hitting a dora pinata. she""

Which of the following endings best completes the context?

Choices:
A. makes an orange drink from a bucket.
B. picks it up to throw it but then drops it on the ground when she can't hit it.
C. hits it a few times and then its someone else's turn.
D. bounces up and down, obviously excited, trying to hit it loud.

Reply with exactly one uppercase letter out of A, B, C, or D.
",142
