question,question_concept,_split,answer,final_prompt,len_tk_glm4_9b_chat
"In basic training they build you up only to do what, all in hopes of building you up even stronger the next time?",build,validation-00000-of-00001,B,"Question:
In basic training they build you up only to do what, all in hopes of building you up even stronger the next time?

Which of the following is the best response to the question?

Choices:
A. destroying
B. tear down
C. raze
D. mutilate
E. demolition

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
"There is a cave near the capital of Charleston, where is the cave at?",cave,train-00000-of-00001,A,"Question:
There is a cave near the capital of Charleston, where is the cave at?

Which of the following is the best response to the question?

Choices:
A. west virginia
B. rocky hills
C. kentucky
D. in a sea
E. desert

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
"If a person has clean laundry in the basement, what will they have to do in order to put it away in the bedroom?",person,train-00000-of-00001,C,"Question:
If a person has clean laundry in the basement, what will they have to do in order to put it away in the bedroom?

Which of the following is the best response to the question?

Choices:
A. die at home
B. cross street
C. climb stairs
D. make dinner
E. love objects

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"There were countless items there a kid would love, but all he wanted was the toy balloon at the what?",toy balloon,train-00000-of-00001,E,"Question:
There were countless items there a kid would love, but all he wanted was the toy balloon at the what?

Which of the following is the best response to the question?

Choices:
A. flower shop
B. playground
C. parade
D. circus
E. toy store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
What would happen to a person if he or she fell down and broke his or her leg?,person,train-00000-of-00001,E,"Question:
What would happen to a person if he or she fell down and broke his or her leg?

Which of the following is the best response to the question?

Choices:
A. get cast
B. try to learn
C. feel proud
D. catch cold
E. need assistance

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
"The cat seemed calm around the stranger, but it was actually quite what and ready to claw?",calm,train-00000-of-00001,C,"Question:
The cat seemed calm around the stranger, but it was actually quite what and ready to claw?

Which of the following is the best response to the question?

Choices:
A. medium
B. excited
C. agitated
D. frantic
E. frenzied

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
"If I'm at the doctor's office looking for a good title, what sort of story am I looking to read?",title,train-00000-of-00001,B,"Question:
If I'm at the doctor's office looking for a good title, what sort of story am I looking to read?

Which of the following is the best response to the question?

Choices:
A. book
B. magazine article
C. safe deposit box
D. hotel menu book
E. library

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"Man is reading the bible before talking to a priest, what is he likely to do?",bible,train-00000-of-00001,E,"Question:
Man is reading the bible before talking to a priest, what is he likely to do?

Which of the following is the best response to the question?

Choices:
A. motel
B. at hotel
C. found in church
D. considered to holy book
E. confession

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
The best thing a person can do for their health is to exercise and what?,person,train-00000-of-00001,A,"Question:
The best thing a person can do for their health is to exercise and what?

Which of the following is the best response to the question?

Choices:
A. eat well
B. drink lots of soda
C. own house
D. perfect world
E. live comfortably

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
"A regular everyday human would just call it a meeting, but people like cardinals might call it a what?",human,train-00000-of-00001,A,"Question:
A regular everyday human would just call it a meeting, but people like cardinals might call it a what?

Which of the following is the best response to the question?

Choices:
A. conclave
B. sanctuary
C. homes
D. mortuary
E. stadium

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"The IMAX screen was even bigger than he imagined, it was so big he felt outdoors rather than in a what?",screen,train-00000-of-00001,E,"Question:
The IMAX screen was even bigger than he imagined, it was so big he felt outdoors rather than in a what?

Which of the following is the best response to the question?

Choices:
A. drive in movie
B. monitor
C. movies
D. home
E. theatre

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"He had a hard time finding the room on his schedule, it was on the second floor and he got lost in the very large what?",second floor,train-00000-of-00001,A,"Question:
He had a hard time finding the room on his schedule, it was on the second floor and he got lost in the very large what?

Which of the following is the best response to the question?

Choices:
A. school
B. office building
C. house
D. hotel
E. centre

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
"He needed a stapler and index card, he figure where would be the best place to purchase them?",index card,train-00000-of-00001,E,"Question:
He needed a stapler and index card, he figure where would be the best place to purchase them?

Which of the following is the best response to the question?

Choices:
A. oral report
B. book store
C. library
D. card catalogue
E. office supply store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"The couple decided the new shades didn't match the old wall color, where did they go next?",shades,train-00000-of-00001,B,"Question:
The couple decided the new shades didn't match the old wall color, where did they go next?

Which of the following is the best response to the question?

Choices:
A. forest
B. paint store
C. house
D. neighbor's house
E. windows

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
Sammy was a union member.   He had to be.  It was the only way to advance in his profession.  What was his profession?,union,train-00000-of-00001,E,"Question:
Sammy was a union member.   He had to be.  It was the only way to advance in his profession.  What was his profession?

Which of the following is the best response to the question?

Choices:
A. workplace
B. science
C. algebra
D. province
E. construction business

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"James enjoyed listening to music, especially for rock.  The genre stirred his emotions.  What emotions did it probably stir?",listening to music,train-00000-of-00001,B,"Question:
James enjoyed listening to music, especially for rock.  The genre stirred his emotions.  What emotions did it probably stir?

Which of the following is the best response to the question?

Choices:
A. happiness
B. ardor
C. deafness
D. feeling better
E. enlightenment

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
John didn't know why it was called blowing. You didn't blow.  There was no blowing.  What was done instead of blowing?,blow,train-00000-of-00001,A,"Question:
John didn't know why it was called blowing. You didn't blow.  There was no blowing.  What was done instead of blowing?

Which of the following is the best response to the question?

Choices:
A. sucking
B. breathe in
C. inhale
D. breathing in
E. sucking

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
The pencil  fell to the floor.  John picked it up and put it back where it was.  Where did john put it?,pencil,train-00000-of-00001,A,"Question:
The pencil  fell to the floor.  John picked it up and put it back where it was.  Where did john put it?

Which of the following is the best response to the question?

Choices:
A. shelf
B. classroom
C. office depot
D. road
E. cup

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Johnny was looking for blowfish in places that weren't near America.  Where would he look?,blowfish,train-00000-of-00001,E,"Question:
Johnny was looking for blowfish in places that weren't near America.  Where would he look?

Which of the following is the best response to the question?

Choices:
A. fish market
B. hawaiian waters
C. gulf of mexico
D. tropical sea
E. south pacific ocean

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"It seemed the artist now spent more time dreaming than creating, it was as if was waiting for a random strike of what?",dreaming,train-00000-of-00001,C,"Question:
It seemed the artist now spent more time dreaming than creating, it was as if was waiting for a random strike of what?

Which of the following is the best response to the question?

Choices:
A. car accident
B. nightmares
C. inspiration
D. wake up
E. hallucination

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
"The woman picked from an apple tree while surrounded by other trees, where was she?",apple tree,train-00000-of-00001,B,"Question:
The woman picked from an apple tree while surrounded by other trees, where was she?

Which of the following is the best response to the question?

Choices:
A. illinois
B. woods
C. new york
D. indiana
E. farmer's market

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
"Giovanni has a wine cellar like many of his compatriots, where is he likely living?",wine cellar,train-00000-of-00001,B,"Question:
Giovanni has a wine cellar like many of his compatriots, where is he likely living?

Which of the following is the best response to the question?

Choices:
A. house
B. italy
C. mansion
D. fancy restaurant
E. good restaurant

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
James was an American horse. He thought his home was too hot.  Where might he have lived?,horse,train-00000-of-00001,A,"Question:
James was an American horse. He thought his home was too hot.  Where might he have lived?

Which of the following is the best response to the question?

Choices:
A. arizona
B. farm yard
C. south
D. michigan
E. western movie

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
"The security detail had to keep an eye on the entire crowd, they were constantly scanning all the what?",eye,train-00000-of-00001,D,"Question:
The security detail had to keep an eye on the entire crowd, they were constantly scanning all the what?

Which of the following is the best response to the question?

Choices:
A. potato
B. body
C. focus
D. faces
E. person's head

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
Where would you put a wooden rod after buying it if you do not have any clocks?,wooden rod,train-00000-of-00001,B,"Question:
Where would you put a wooden rod after buying it if you do not have any clocks?

Which of the following is the best response to the question?

Choices:
A. hardware store
B. old houses
C. clock shop
D. connecting pieces of wood
E. old clock

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
"A father was trying to teach his daughter to throw a football, she didn't want to and figured her dad wanted a what?",daughter,train-00000-of-00001,E,"Question:
A father was trying to teach his daughter to throw a football, she didn't want to and figured her dad wanted a what?

Which of the following is the best response to the question?

Choices:
A. son
B. brother
C. daughtercard
D. man
E. boy

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
Where are tires are found on all of the vehicles found where you can travel long distances?,tires,train-00000-of-00001,A,"Question:
Where are tires are found on all of the vehicles found where you can travel long distances?

Which of the following is the best response to the question?

Choices:
A. airport
B. repair shop
C. car show
D. black
E. under the bed

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
"The fat man refused to accept what was possible, he complained that he what the simplest activities?",possible,train-00000-of-00001,D,"Question:
The fat man refused to accept what was possible, he complained that he what the simplest activities?

Which of the following is the best response to the question?

Choices:
A. no go
B. unlikely
C. unable
D. cant do
E. impossibility

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
Waiting for a bus that has already came and went would be an example of bad what?,waiting for,train-00000-of-00001,A,"Question:
Waiting for a bus that has already came and went would be an example of bad what?

Which of the following is the best response to the question?

Choices:
A. timing
B. getting bored
C. patience
D. expenditure of time
E. public transportation

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
"The government was instituting civil action left and right, the people fought back and began to what?",instituting civil action,train-00000-of-00001,A,"Question:
The government was instituting civil action left and right, the people fought back and began to what?

Which of the following is the best response to the question?

Choices:
A. riot
B. go to jail
C. restitution
D. violence
E. court case

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
"Everybody seemed to have a horse not just the regular gamblers, which event always brings out the biggest crowds to the sport?",horse,train-00000-of-00001,B,"Question:
Everybody seemed to have a horse not just the regular gamblers, which event always brings out the biggest crowds to the sport?

Which of the following is the best response to the question?

Choices:
A. race track
B. kentucky derby
C. american southwest
D. triple crown
E. horse derby

Reply with exactly one uppercase letter out of A, B, C, D or E.
",88
"I was having a bath for 4 hours, what might I suffer from physiologically?",having bath,train-00000-of-00001,E,"Question:
I was having a bath for 4 hours, what might I suffer from physiologically?

Which of the following is the best response to the question?

Choices:
A. have fun
B. cold
C. get wet
D. being clean
E. wrinkled skin

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"The general didn't like it, but sometimes it is something you have to do, what did he do?",something you,train-00000-of-00001,B,"Question:
The general didn't like it, but sometimes it is something you have to do, what did he do?

Which of the following is the best response to the question?

Choices:
A. make haste
B. make war
C. take time
D. make peace
E. urinate

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
"The artists created an elaborate wood carving for the location, it was a spiritual experience for him working at a where?",wood,train-00000-of-00001,A,"Question:
The artists created an elaborate wood carving for the location, it was a spiritual experience for him working at a where?

Which of the following is the best response to the question?

Choices:
A. synagogue
B. carpet
C. street
D. tree
E. lumberyard

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
A night owl is what you'd head at sunset and you'd hear a what at sunrise?,night owl,train-00000-of-00001,C,"Question:
A night owl is what you'd head at sunset and you'd hear a what at sunrise?

Which of the following is the best response to the question?

Choices:
A. morning person
B. early bird
C. lark
D. early riser
E. rooster

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
Billy is going to sleep.  What will he be for the next few hours?,going to sleep,train-00000-of-00001,B,"Question:
Billy is going to sleep.  What will he be for the next few hours?

Which of the following is the best response to the question?

Choices:
A. snoring
B. not awake
C. loss of consciousness
D. latency
E. sleep walking

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
John didn't have any memory of the previous week and it was getting worse.  He was doing what to his entire life?,memory,train-00000-of-00001,B,"Question:
John didn't have any memory of the previous week and it was getting worse.  He was doing what to his entire life?

Which of the following is the best response to the question?

Choices:
A. last forever
B. forgetting
C. forgotten
D. rehabilitating
E. forgetfulness

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
In the 1940's what happened when a radio show decided to pretend the Earth was invaded by Martians?,pretend,train-00000-of-00001,E,"Question:
In the 1940's what happened when a radio show decided to pretend the Earth was invaded by Martians?

Which of the following is the best response to the question?

Choices:
A. eat cake
B. laughter
C. daydreams
D. religion
E. people believe

Reply with exactly one uppercase letter out of A, B, C, D or E.
",84
"The poor girls needed a light to see, what was the relationship between that light and finishing her homework?",light,validation-00000-of-00001,E,"Question:
The poor girls needed a light to see, what was the relationship between that light and finishing her homework?

Which of the following is the best response to the question?

Choices:
A. darkness
B. cumbersome
C. obesity
D. forceful
E. crucial

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
"The lab results had been compiled, the scientist began analysing the data because he wanted what?",analysing,train-00000-of-00001,E,"Question:
The lab results had been compiled, the scientist began analysing the data because he wanted what?

Which of the following is the best response to the question?

Choices:
A. learn more about
B. headache
C. do math
D. enlightened
E. better understanding

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
The item didn't sound right because one of it's legs were uneven.  What might the item be?,leg,train-00000-of-00001,B,"Question:
The item didn't sound right because one of it's legs were uneven.  What might the item be?

Which of the following is the best response to the question?

Choices:
A. spinning wheel
B. grand piano
C. legroom
D. hospital bed
E. office chair

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
"She had a problem that she would always spend money, her favorite hobby was to what?",spend money,train-00000-of-00001,E,"Question:
She had a problem that she would always spend money, her favorite hobby was to what?

Which of the following is the best response to the question?

Choices:
A. make things
B. earn more
C. buy things
D. make money
E. go shopping

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
"It was impossible to find a parking garage, so James took a bus whenever he wanted to go where?",garage,train-00000-of-00001,E,"Question:
It was impossible to find a parking garage, so James took a bus whenever he wanted to go where?

Which of the following is the best response to the question?

Choices:
A. neighbor's house
B. car
C. building
D. restaurant
E. downtown

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
"Mal would cover the whole at night, but he always left a what for his cats?",cover,train-00000-of-00001,B,"Question:
Mal would cover the whole at night, but he always left a what for his cats?

Which of the following is the best response to the question?

Choices:
A. underneath
B. opening
C. closing pots and pans
D. medium
E. leave open

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
"The had a tough day and wanted to imbibe on a spirit, where should he go?",spirit,train-00000-of-00001,B,"Question:
The had a tough day and wanted to imbibe on a spirit, where should he go?

Which of the following is the best response to the question?

Choices:
A. graveyard
B. bar
C. human being
D. paradise
E. cemetary

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
"People have to get paid for the job, so the boss does what at the end of the week?",people,train-00000-of-00001,A,"Question:
People have to get paid for the job, so the boss does what at the end of the week?

Which of the following is the best response to the question?

Choices:
A. sign checks
B. talk to each other
C. like popcorn
D. disagree with each other
E. read a newspaper

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"I as a person like to enjoy expensive things, why do I do that?",person,train-00000-of-00001,A,"Question:
I as a person like to enjoy expensive things, why do I do that?

Which of the following is the best response to the question?

Choices:
A. experience pleasure
B. cross street
C. value life
D. go into debt
E. to be sad

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
"Always wash your hands before eating, you don't want to get germs onto food and inside your what?",germs,train-00000-of-00001,D,"Question:
Always wash your hands before eating, you don't want to get germs onto food and inside your what?

Which of the following is the best response to the question?

Choices:
A. water
B. doctor
C. spread disease
D. mouth
E. ear

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
"Where in the U.S. might foreigners expect to see a bald eagle, but probably won't?",bald eagle,train-00000-of-00001,C,"Question:
Where in the U.S. might foreigners expect to see a bald eagle, but probably won't?

Which of the following is the best response to the question?

Choices:
A. florida
B. canada
C. in washington
D. utah
E. colorado

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
"Sam was against Allison's decision.  Joe was the opposite.  What was Joe, regarding that decision?",against,train-00000-of-00001,A,"Question:
Sam was against Allison's decision.  Joe was the opposite.  What was Joe, regarding that decision?

Which of the following is the best response to the question?

Choices:
A. being for
B. away from
C. combined
D. for or
E. conjunction

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
Danny noticed a ceramic object on the table and picked a grape out of it.  What might have been on the table?,grape,train-00000-of-00001,D,"Question:
Danny noticed a ceramic object on the table and picked a grape out of it.  What might have been on the table?

Which of the following is the best response to the question?

Choices:
A. kitchen
B. painting of fruits
C. fruit basket
D. bowl of fruit
E. fruit stand

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
Billy bought coffee and waited for his wife to arrive from  France.  Where might he have been?,coffee,train-00000-of-00001,E,"Question:
Billy bought coffee and waited for his wife to arrive from  France.  Where might he have been?

Which of the following is the best response to the question?

Choices:
A. airport
B. grocery store
C. internet cafe
D. supermarket
E. train station

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"If somebody was ready to eat breakfast they would enter the kitchen, but if it was barren they'd have to what?",eat breakfast,train-00000-of-00001,E,"Question:
If somebody was ready to eat breakfast they would enter the kitchen, but if it was barren they'd have to what?

Which of the following is the best response to the question?

Choices:
A. eat food
B. open mouth
C. wake up
D. prepare breakfast
E. buy food

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
What is someone looking for in a new mattress when returning one that had lots of rigidity?,rigidity,train-00000-of-00001,C,"Question:
What is someone looking for in a new mattress when returning one that had lots of rigidity?

Which of the following is the best response to the question?

Choices:
A. ductility
B. empity
C. softness
D. flexibility
E. malleability

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"The janitor never had much to clean after services, but there was still always a paper or two to pick up where?",paper,validation-00000-of-00001,A,"Question:
The janitor never had much to clean after services, but there was still always a paper or two to pick up where?

Which of the following is the best response to the question?

Choices:
A. synagogue
B. front porch
C. classroom
D. obesity
E. grocery store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
"If I wanted to see an apple tree, where would be a good place to go?",apple tree,train-00000-of-00001,B,"Question:
If I wanted to see an apple tree, where would be a good place to go?

Which of the following is the best response to the question?

Choices:
A. maryland
B. oregon
C. big city
D. new york
E. detroit

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
"It was the only way out of town, the police parked their vehicles and drew their guns to create a what?",guns,train-00000-of-00001,D,"Question:
It was the only way out of town, the police parked their vehicles and drew their guns to create a what?

Which of the following is the best response to the question?

Choices:
A. war
B. sporting goods store
C. military base
D. roadblock
E. fun

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
"If you cannot see a cloud because it is too dark, what can you distinguish?",cloud,train-00000-of-00001,A,"Question:
If you cannot see a cloud because it is too dark, what can you distinguish?

Which of the following is the best response to the question?

Choices:
A. night or day
B. weather report
C. rain or sun light
D. atmosphere
E. blue sky

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
James was driving away from work. He slid into the outside lane.  Up ahead he would have to do what?,cars,train-00000-of-00001,D,"Question:
James was driving away from work. He slid into the outside lane.  Up ahead he would have to do what?

Which of the following is the best response to the question?

Choices:
A. take u turn
B. turn left
C. crash
D. turn right
E. get to town

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
"George checked the rotor of the Apache, which wasn't powered by internal combustion, but by what?",rotor,validation-00000-of-00001,A,"Question:
George checked the rotor of the Apache, which wasn't powered by internal combustion, but by what?

Which of the following is the best response to the question?

Choices:
A. jet engine
B. helicopter
C. electric motor
D. rotator
E. electrical circuit

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"The potato was sliced and  fried by the cook, what was he looking to make?",potato,train-00000-of-00001,C,"Question:
The potato was sliced and  fried by the cook, what was he looking to make?

Which of the following is the best response to the question?

Choices:
A. potatoes
B. root cellar
C. french fries
D. prince edward island
E. main course

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
How will you communicate if you are far away from who you want to communicate with?,communicate,validation-00000-of-00001,E,"Question:
How will you communicate if you are far away from who you want to communicate with?

Which of the following is the best response to the question?

Choices:
A. think
B. talk with people
C. talk to people
D. speak out
E. send email

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
"The corner shop was the epicenter of activity, it's where everybody that knew everybody hung around in the small what?",corner shop,train-00000-of-00001,E,"Question:
The corner shop was the epicenter of activity, it's where everybody that knew everybody hung around in the small what?

Which of the following is the best response to the question?

Choices:
A. england
B. iowa
C. street corner
D. city
E. town

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
Where would you put a writing instrument if you are a woman and want to bring it with you?,writing instrument,train-00000-of-00001,D,"Question:
Where would you put a writing instrument if you are a woman and want to bring it with you?

Which of the following is the best response to the question?

Choices:
A. stationery store
B. ball stopped
C. pocket
D. purse
E. classroom

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
Billy first used a spa when he had a torn ankle and his doctor recommended that he go where?,spa,train-00000-of-00001,A,"Question:
Billy first used a spa when he had a torn ankle and his doctor recommended that he go where?

Which of the following is the best response to the question?

Choices:
A. health centre
B. house
C. leave
D. country club
E. backyard

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
"Fighting inflation means being aware of many things, such as what with loans?",fighting inflation,train-00000-of-00001,D,"Question:
Fighting inflation means being aware of many things, such as what with loans?

Which of the following is the best response to the question?

Choices:
A. not noticeable
B. loss of money
C. economic instability
D. rising interest rates
E. problems

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
"If I was getting drunk, and people couldn't understand me, what might I be having?",getting drunk,validation-00000-of-00001,B,"Question:
If I was getting drunk, and people couldn't understand me, what might I be having?

Which of the following is the best response to the question?

Choices:
A. a seizure
B. slurred speech
C. death
D. forgetfulness
E. pass out

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"He liked his indoor ficus, he simply had to keep it watered and near a what?",ficus,train-00000-of-00001,C,"Question:
He liked his indoor ficus, he simply had to keep it watered and near a what?

Which of the following is the best response to the question?

Choices:
A. tropical forest
B. ecosphere
C. sunny window
D. sun
E. tropical rainforest

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
"Grumpy is grooming himself because he's been told that his appearance can impact his mood, and he wants to be what?",grooming,train-00000-of-00001,E,"Question:
Grumpy is grooming himself because he's been told that his appearance can impact his mood, and he wants to be what?

Which of the following is the best response to the question?

Choices:
A. injury
B. get
C. looking pretty
D. negative
E. positive

Reply with exactly one uppercase letter out of A, B, C, D or E.
",82
Joe crossed the half court boundary and focused on 3 pointers.  What game is his playing?,boundary,train-00000-of-00001,E,"Question:
Joe crossed the half court boundary and focused on 3 pointers.  What game is his playing?

Which of the following is the best response to the question?

Choices:
A. society
B. sporting event
C. football
D. atlas or map
E. basketball

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
"He knew he no longer wanted to keep the clothes, but they were still good so he decided to do what?",keep,train-00000-of-00001,B,"Question:
He knew he no longer wanted to keep the clothes, but they were still good so he decided to do what?

Which of the following is the best response to the question?

Choices:
A. burn
B. give away
C. throw out
D. get rid
E. throw away

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
"He planted an apple tree outside of Concord, what is the state it was planted in?",apple tree,train-00000-of-00001,C,"Question:
He planted an apple tree outside of Concord, what is the state it was planted in?

Which of the following is the best response to the question?

Choices:
A. grapes
B. washington state
C. new hampshire
D. rhode island
E. idaho

Reply with exactly one uppercase letter out of A, B, C, D or E.
",81
"He chose a flashy car when he got the promotion, he wanted people to know he could afford what things?",car,train-00000-of-00001,B,"Question:
He chose a flashy car when he got the promotion, he wanted people to know he could afford what things?

Which of the following is the best response to the question?

Choices:
A. heavy
B. expensive
C. obesity
D. carpooler
E. red

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"When people have guests over, what do they often do for their guests?",people,train-00000-of-00001,D,"Question:
When people have guests over, what do they often do for their guests?

Which of the following is the best response to the question?

Choices:
A. talk to each other
B. learn from each other
C. demand justice
D. cook food
E. share food

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"Killing people had become a way of life for the gangster, but surely he would also what?",killing people,train-00000-of-00001,C,"Question:
Killing people had become a way of life for the gangster, but surely he would also what?

Which of the following is the best response to the question?

Choices:
A. feel remorse
B. hate
C. get killed
D. teach children
E. murder

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
Going into a trance is often associated with what sort of unconscious involuntary movement at night?,going into trance,train-00000-of-00001,E,"Question:
Going into a trance is often associated with what sort of unconscious involuntary movement at night?

Which of the following is the best response to the question?

Choices:
A. hungry
B. peacefulness
C. religious experience
D. loss of balance
E. sleepwalking

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
"You think of lower areas when it comes to a valley, but they're usually just a lower spot in a what?",valley,train-00000-of-00001,D,"Question:
You think of lower areas when it comes to a valley, but they're usually just a lower spot in a what?

Which of the following is the best response to the question?

Choices:
A. continent
B. west virginia
C. peak
D. mountainous region
E. hilly area

Reply with exactly one uppercase letter out of A, B, C, D or E.
",86
"Having a dog is a responsibility.  To prevent overpopulation you should have them fixed.  And, of course, they also do what?",dogs,train-00000-of-00001,D,"Question:
Having a dog is a responsibility.  To prevent overpopulation you should have them fixed.  And, of course, they also do what?

Which of the following is the best response to the question?

Choices:
A. ball stopped
B. reproduce
C. go outside
D. need food
E. own people

Reply with exactly one uppercase letter out of A, B, C, D or E.
",89
What is a place that usually has a pillow but that you might not be able to see the pillow depending on where you are in it?,pillow,train-00000-of-00001,B,"Question:
What is a place that usually has a pillow but that you might not be able to see the pillow depending on where you are in it?

Which of the following is the best response to the question?

Choices:
A. bedroom
B. home
C. rest area
D. kitchen
E. make seat softer

Reply with exactly one uppercase letter out of A, B, C, D or E.
",87
"The tool didn't fit the bolt, and the tool had a standard sizing, what was the bolt like?",standard,train-00000-of-00001,C,"Question:
The tool didn't fit the bolt, and the tool had a standard sizing, what was the bolt like?

Which of the following is the best response to the question?

Choices:
A. informal
B. colloquial
C. nonstandard
D. standard wing
E. stanine

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
If you're going to a party in a new town what are you hoping to make?,going to party,validation-00000-of-00001,B,"Question:
If you're going to a party in a new town what are you hoping to make?

Which of the following is the best response to the question?

Choices:
A. getting drunk
B. making new friends
C. new contacts
D. doing drugs
E. set home

Reply with exactly one uppercase letter out of A, B, C, D or E.
",80
"They were making sauerkraut, the instructor explained the liquid should be above the cabbage in the what?",liquid,validation-00000-of-00001,A,"Question:
They were making sauerkraut, the instructor explained the liquid should be above the cabbage in the what?

Which of the following is the best response to the question?

Choices:
A. jar
B. drinking glass
C. pot
D. container
E. can

Reply with exactly one uppercase letter out of A, B, C, D or E.
",79
What might someone not wanting to have someone talking to them have to a talkative person.?,talking to,train-00000-of-00001,D,"Question:
What might someone not wanting to have someone talking to them have to a talkative person.?

Which of the following is the best response to the question?

Choices:
A. increased understanding
B. rumors spread
C. boredom
D. adverse reaction
E. headache

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
"They were marked up in price but he didn't want to go to the department store, so he just got a disposable razor where?",disposable razor,train-00000-of-00001,C,"Question:
They were marked up in price but he didn't want to go to the department store, so he just got a disposable razor where?

Which of the following is the best response to the question?

Choices:
A. hotel room
B. garbage
C. supermarket
D. medicine cabinet
E. restaurant

Reply with exactly one uppercase letter out of A, B, C, D or E.
",85
James installed his new curtains to keep the light from shinning on his television.  Where is James probably hanging his curtains?,curtain,train-00000-of-00001,D,"Question:
James installed his new curtains to keep the light from shinning on his television.  Where is James probably hanging his curtains?

Which of the following is the best response to the question?

Choices:
A. show
B. grocery store
C. department store
D. house
E. theater

Reply with exactly one uppercase letter out of A, B, C, D or E.
",83
"I was depressed and my friends threw me a party, why did they do that?",entertain,train-00000-of-00001,B,"Question:
I was depressed and my friends threw me a party, why did they do that?

Which of the following is the best response to the question?

Choices:
A. reciprocity
B. make happy
C. make money
D. get drunk
E. embarrassing yourself

Reply with exactly one uppercase letter out of A, B, C, D or E.
",78
