question,question_concept,_split,answer,final_prompt,len_tk_mistral_7b_base
"The sick boy began reading letter after letter, there had been a campaign of strangers all over sending him letters and it brought him feelings of what?",reading letter,train-00000-of-00001,B,"Question:
The sick boy began reading letter after letter, there had been a campaign of strangers all over sending him letters and it brought him feelings of what?

Which of the following is the best response to the question?

Choices:
A. strain
B. happiness
C. realization
D. get news
E. illness

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
James heard thunder while he was putting up the overhead lamps. It hit very close.   James worried that he might be killed while installing what?,thunder,train-00000-of-00001,A,"Question:
James heard thunder while he was putting up the overhead lamps. It hit very close.   James worried that he might be killed while installing what?

Which of the following is the best response to the question?

Choices:
A. lighting
B. silence
C. lightening
D. plumbing
E. lightning

Reply with exactly one uppercase letter out of A, B, C, D or E.
",100
"He was studying anatomy, he knew that the main artery in his neck provided blood to his what?",main artery,train-00000-of-00001,A,"Question:
He was studying anatomy, he knew that the main artery in his neck provided blood to his what?

Which of the following is the best response to the question?

Choices:
A. own brain
B. busy city
C. thruway
D. hand
E. neck

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
"Many people wanted to leave their country estates for row houses, what did they need to move to?",row house,validation-00000-of-00001,D,"Question:
Many people wanted to leave their country estates for row houses, what did they need to move to?

Which of the following is the best response to the question?

Choices:
A. living less expensively
B. england
C. prison
D. city
E. town

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"The artists created an elaborate wood carving for the location, it was a spiritual experience for him working at a where?",wood,train-00000-of-00001,A,"Question:
The artists created an elaborate wood carving for the location, it was a spiritual experience for him working at a where?

Which of the following is the best response to the question?

Choices:
A. synagogue
B. carpet
C. street
D. tree
E. lumberyard

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
"If I have a soapy sponge and a place to use it further away, how should I use it at that moment?",sponge,train-00000-of-00001,E,"Question:
If I have a soapy sponge and a place to use it further away, how should I use it at that moment?

Which of the following is the best response to the question?

Choices:
A. wet surface
B. collect water
C. hold it
D. clean dishes
E. hold water

Reply with exactly one uppercase letter out of A, B, C, D or E.
",98
Sarah's forgot her purse. She couldn't be the clothes she wanted.    She would have to drive all the way back where?,purse,train-00000-of-00001,B,"Question:
Sarah's forgot her purse. She couldn't be the clothes she wanted.    She would have to drive all the way back where?

Which of the following is the best response to the question?

Choices:
A. house
B. home
C. handbag
D. restaurant
E. department store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",100
"He felt pride when he saw his team walk out and when he sized op the opposing team, what was he about to do?",pride,train-00000-of-00001,D,"Question:
He felt pride when he saw his team walk out and when he sized op the opposing team, what was he about to do?

Which of the following is the best response to the question?

Choices:
A. pass class
B. paint house
C. improve yourself
D. compete against
E. hopscotch

Reply with exactly one uppercase letter out of A, B, C, D or E.
",101
"The teacher explained why he should play piano even though he wanted to play guitar, she said it was the best introduction to what?",play piano,train-00000-of-00001,B,"Question:
The teacher explained why he should play piano even though he wanted to play guitar, she said it was the best introduction to what?

Which of the following is the best response to the question?

Choices:
A. learn how
B. learn music
C. make music
D. take lessons
E. practice

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
"The drama had quite an affect on the humans, the highs and lows had them all what?",humans,train-00000-of-00001,E,"Question:
The drama had quite an affect on the humans, the highs and lows had them all what?

Which of the following is the best response to the question?

Choices:
A. give up
B. bald
C. very adaptable
D. male or female
E. emotional

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
The double edged razor was used to cut tape.  It was found in what box?,double edged razor,train-00000-of-00001,C,"Question:
The double edged razor was used to cut tape.  It was found in what box?

Which of the following is the best response to the question?

Choices:
A. drug store
B. medicine cabinet
C. first aid kit
D. shaving kit
E. shower

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"The man loved to fish bass, to be happy all he needed was a boat, his equipment, and a what?",bass,train-00000-of-00001,B,"Question:
The man loved to fish bass, to be happy all he needed was a boat, his equipment, and a what?

Which of the following is the best response to the question?

Choices:
A. river
B. freshwater lake
C. sunshine
D. music store
E. live in ponds

Reply with exactly one uppercase letter out of A, B, C, D or E.
",97
"John doesn't like seeing new movies. He thinks that they're bad, and excessive.   What emotion might he experience where he sees one.",seeing new,train-00000-of-00001,E,"Question:
John doesn't like seeing new movies. He thinks that they're bad, and excessive.   What emotion might he experience where he sees one.

Which of the following is the best response to the question?

Choices:
A. curiosity
B. excitement
C. education
D. wonder
E. fear

Reply with exactly one uppercase letter out of A, B, C, D or E.
",97
Bobby noticed that the silverware was plastic.  This was a turn off for him because it was so cheap.  Where might he have been?,silverware,train-00000-of-00001,A,"Question:
Bobby noticed that the silverware was plastic.  This was a turn off for him because it was so cheap.  Where might he have been?

Which of the following is the best response to the question?

Choices:
A. restaurant
B. silver
C. cupboard
D. table
E. kitchen

Reply with exactly one uppercase letter out of A, B, C, D or E.
",98
Jimmy Olson wanted to visit the daily planet.  His subway stop was in what city?,subway stop,train-00000-of-00001,D,"Question:
Jimmy Olson wanted to visit the daily planet.  His subway stop was in what city?

Which of the following is the best response to the question?

Choices:
A. large city
B. new york city
C. urban area
D. metropolis
E. toronto

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
"A sedentary lifestyle of always sitting down is nearly as unhealthy as a bad diet, but still people sit on the couch all day and what?",sitting down,train-00000-of-00001,E,"Question:
A sedentary lifestyle of always sitting down is nearly as unhealthy as a bad diet, but still people sit on the couch all day and what?

Which of the following is the best response to the question?

Choices:
A. talk
B. relaxing
C. pee
D. gardening
E. watch tv

Reply with exactly one uppercase letter out of A, B, C, D or E.
",101
"He didn't understand the subject at first, but after studying it for a while, what did he gain?",studying,train-00000-of-00001,C,"Question:
He didn't understand the subject at first, but after studying it for a while, what did he gain?

Which of the following is the best response to the question?

Choices:
A. new perspective
B. increasing knowledge
C. understanding
D. more intelligence
E. inspiration

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
Jane bought a small dog half way through her trip while driving back home to Toronto from Mexico.   Where might she have bought the dog?,small dog,train-00000-of-00001,B,"Question:
Jane bought a small dog half way through her trip while driving back home to Toronto from Mexico.   Where might she have bought the dog?

Which of the following is the best response to the question?

Choices:
A. canada
B. illinois
C. basket
D. ball stopped
E. person's house

Reply with exactly one uppercase letter out of A, B, C, D or E.
",101
Billy is an archaeologist. He looks for information about ancient human civilization. What is something that he might enjoy finding?,human,train-00000-of-00001,E,"Question:
Billy is an archaeologist. He looks for information about ancient human civilization. What is something that he might enjoy finding?

Which of the following is the best response to the question?

Choices:
A. school
B. love
C. adventure
D. space shuttle
E. library

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
"The animals didn't have any sense of shame.  They just had sex by the water, and sometimes dipped in to do what?",animals,train-00000-of-00001,B,"Question:
The animals didn't have any sense of shame.  They just had sex by the water, and sometimes dipped in to do what?

Which of the following is the best response to the question?

Choices:
A. feel pain
B. bathe
C. die of cancer
D. copulate
E. attack

Reply with exactly one uppercase letter out of A, B, C, D or E.
",100
Paul wants carrots and doesn't need to drive anywhere. He gets them from where?,carrots,validation-00000-of-00001,A,"Question:
Paul wants carrots and doesn't need to drive anywhere. He gets them from where?

Which of the following is the best response to the question?

Choices:
A. refrigerator
B. store
C. farmer's market
D. supermarket
E. dryer

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"The boy had a lot of might, but he had something else, and the villain learned how to exploit his what?",might,train-00000-of-00001,C,"Question:
The boy had a lot of might, but he had something else, and the villain learned how to exploit his what?

Which of the following is the best response to the question?

Choices:
A. definitely
B. weak
C. weakness
D. wont
E. will

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
"She had locked her key in her car again, but luckily she always kept a spare in her what?",key,train-00000-of-00001,E,"Question:
She had locked her key in her car again, but luckily she always kept a spare in her what?

Which of the following is the best response to the question?

Choices:
A. own home
B. front door
C. pocket
D. garden gnome
E. purse

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
"I was sick of driving the car as I had done so for 10 hours, how was I feeling?",driving car,train-00000-of-00001,D,"Question:
I was sick of driving the car as I had done so for 10 hours, how was I feeling?

Which of the following is the best response to the question?

Choices:
A. death
B. wreak
C. pollution
D. getting tired
E. happy

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"A boss may like an employee's ambition, so the employee may get put what?",ambition,train-00000-of-00001,A,"Question:
A boss may like an employee's ambition, so the employee may get put what?

Which of the following is the best response to the question?

Choices:
A. in charge of project
B. conquer opponent
C. go to school
D. begin work
E. webisode

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
James's hammer bent while he was driving nails. He needed a new one.  Where might he go to find one?,hammer,train-00000-of-00001,D,"Question:
James's hammer bent while he was driving nails. He needed a new one.  Where might he go to find one?

Which of the following is the best response to the question?

Choices:
A. repair shop
B. carpenter's toolbox
C. tool box
D. hardware store
E. tool shop

Reply with exactly one uppercase letter out of A, B, C, D or E.
",103
John and James spent most of their time communicating with each other on their project.  The time required to communicate slowed their what?,communicating,train-00000-of-00001,C,"Question:
John and James spent most of their time communicating with each other on their project.  The time required to communicate slowed their what?

Which of the following is the best response to the question?

Choices:
A. static
B. train of thought.
C. progress
D. transfer of information
E. collaboration

Reply with exactly one uppercase letter out of A, B, C, D or E.
",98
"There was a toll road that meandered from Maine to New Hampshire, where was it?",toll road,validation-00000-of-00001,B,"Question:
There was a toll road that meandered from Maine to New Hampshire, where was it?

Which of the following is the best response to the question?

Choices:
A. massachusetts
B. new england
C. my house
D. new jersey
E. connecticut

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
"I went to eat in a restaurant, but I left because the person at the front wasn't what?",eat in restaurant,train-00000-of-00001,C,"Question:
I went to eat in a restaurant, but I left because the person at the front wasn't what?

Which of the following is the best response to the question?

Choices:
A. drinking wine
B. make reservations
C. polite
D. spit on me
E. prepared to pay

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
James bought a new set of tire chains and put them somewhere he could find them.  Where would he put them?,chain,validation-00000-of-00001,B,"Question:
James bought a new set of tire chains and put them somewhere he could find them.  Where would he put them?

Which of the following is the best response to the question?

Choices:
A. gear shift
B. garage
C. kitchen
D. jewelry store
E. hardware store

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
Colorful anemone look somewhat like what object you find on window sills?,anemone,validation-00000-of-00001,D,"Question:
Colorful anemone look somewhat like what object you find on window sills?

Which of the following is the best response to the question?

Choices:
A. intertidal zone
B. coral sea
C. under water
D. flower bed
E. florida keys

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
"The astronauts were trying to figure out how to get to the moon, where did they have to pas through first?",moon,train-00000-of-00001,D,"Question:
The astronauts were trying to figure out how to get to the moon, where did they have to pas through first?

Which of the following is the best response to the question?

Choices:
A. night sky
B. universe
C. atmosphere
D. outer space
E. air

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
What state has a county called columbia and is the furthest in the direction that the sun sets?,columbia,train-00000-of-00001,C,"Question:
What state has a county called columbia and is the furthest in the direction that the sun sets?

Which of the following is the best response to the question?

Choices:
A. tennessee
B. missouri
C. washington
D. canada
E. south carolina

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
"Making the cars made a lot of noise, everybody had to wear earplugs at the what?",noise,train-00000-of-00001,A,"Question:
Making the cars made a lot of noise, everybody had to wear earplugs at the what?

Which of the following is the best response to the question?

Choices:
A. factory
B. mall
C. classroom
D. carnival
E. big city

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"I was invited to a party but I'm not a social person, so I decided to do what?",party,train-00000-of-00001,B,"Question:
I was invited to a party but I'm not a social person, so I decided to do what?

Which of the following is the best response to the question?

Choices:
A. meeting
B. stay home
C. medium
D. blowing off steam
E. studying

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"If I am suffering from boredom, and I want to do something with a dictionary, what would help?",boredom,train-00000-of-00001,A,"Question:
If I am suffering from boredom, and I want to do something with a dictionary, what would help?

Which of the following is the best response to the question?

Choices:
A. do crossword puzzle
B. see art
C. give up
D. grocery shop
E. play chess

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
James and Lilly have strong feelings for each other.  To express those feelings they kiss. What else might they do?,kiss,train-00000-of-00001,D,"Question:
James and Lilly have strong feelings for each other.  To express those feelings they kiss. What else might they do?

Which of the following is the best response to the question?

Choices:
A. shake hands
B. fall in love
C. smile
D. embrace
E. falling in love

Reply with exactly one uppercase letter out of A, B, C, D or E.
",97
"The trainer told him to keep doing the same exercise, he said he had to keep doing it until he what?",exercise,train-00000-of-00001,A,"Question:
The trainer told him to keep doing the same exercise, he said he had to keep doing it until he what?

Which of the following is the best response to the question?

Choices:
A. get tired
B. lose weight
C. aerobic activity
D. fatigue
E. drink water

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
"When a person climbs a mountain and is breathing fresh air, which feeling are they likely to have?",breathing fresh air,train-00000-of-00001,A,"Question:
When a person climbs a mountain and is breathing fresh air, which feeling are they likely to have?

Which of the following is the best response to the question?

Choices:
A. exhilaration
B. clear head
C. feeling better
D. reviving
E. happiness

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"If a child is given a warning at the dinner table, it is because they did what to get the mashed potatoes?",children,train-00000-of-00001,B,"Question:
If a child is given a warning at the dinner table, it is because they did what to get the mashed potatoes?

Which of the following is the best response to the question?

Choices:
A. cursed
B. reach over
C. play basketball
D. cut and paste
E. watch television

Reply with exactly one uppercase letter out of A, B, C, D or E.
",97
"He controlled all traffic taking off and landing from the control room, what military facility did he work at?",control room,train-00000-of-00001,C,"Question:
He controlled all traffic taking off and landing from the control room, what military facility did he work at?

Which of the following is the best response to the question?

Choices:
A. nuclear plant
B. recording studio
C. airbase
D. shopping mall
E. building

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"James and Holly were getting a divorce. They didn't like it, but they needed it.  What might they be trying to avoid?",getting divorce,train-00000-of-00001,C,"Question:
James and Holly were getting a divorce. They didn't like it, but they needed it.  What might they be trying to avoid?

Which of the following is the best response to the question?

Choices:
A. being single
B. tears
C. children suffer
D. anger
E. no spouse

Reply with exactly one uppercase letter out of A, B, C, D or E.
",99
"The bald eagle can be a symbol, it elicits feeling of patriotism where?",bald eagle,train-00000-of-00001,D,"Question:
The bald eagle can be a symbol, it elicits feeling of patriotism where?

Which of the following is the best response to the question?

Choices:
A. forrest
B. grand canyon
C. canada
D. u.s
E. india

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
"The patient was recovering well but still had a long recovery ahead, while chatting with friends he explained all the what?",chatting with friends,train-00000-of-00001,B,"Question:
The patient was recovering well but still had a long recovery ahead, while chatting with friends he explained all the what?

Which of the following is the best response to the question?

Choices:
A. laughter
B. discomfort
C. glee
D. fun
E. inspiration

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
What should my family and I look into getting if we don't want an egg from the supermarket?,egg,train-00000-of-00001,B,"Question:
What should my family and I look into getting if we don't want an egg from the supermarket?

Which of the following is the best response to the question?

Choices:
A. farm
B. henhouse
C. chicken coop
D. plate
E. bird's nest

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
"Some times I have trouble expressing myself, but I use clothing, sometimes even ugly clothing as a form of this.",expressing yourself,train-00000-of-00001,D,"Question:
Some times I have trouble expressing myself, but I use clothing, sometimes even ugly clothing as a form of this.

Which of the following is the best response to the question?

Choices:
A. fun
B. fashion
C. pain
D. communication
E. embarrassment

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
Bill's noticed that one of his tires was flat when he got home from Toronto.   Where would he take his car next?,tires,train-00000-of-00001,C,"Question:
Bill's noticed that one of his tires was flat when he got home from Toronto.   Where would he take his car next?

Which of the following is the best response to the question?

Choices:
A. toronto
B. flammable
C. repair shop
D. car show
E. airport

Reply with exactly one uppercase letter out of A, B, C, D or E.
",98
"If student got a list of supplies from class like paper and pencils, their parent would have to go where?",pencils,validation-00000-of-00001,C,"Question:
If student got a list of supplies from class like paper and pencils, their parent would have to go where?

Which of the following is the best response to the question?

Choices:
A. classroom
B. parking garage
C. store
D. backpack
E. cabinet

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"They were very careful transporting the holy artifact, the last thing they wanted to do was deliver it what?",holy,train-00000-of-00001,E,"Question:
They were very careful transporting the holy artifact, the last thing they wanted to do was deliver it what?

Which of the following is the best response to the question?

Choices:
A. profane
B. common
C. halibut
D. broken
E. damaged

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
Joe went to a place with a mix of carpet and hardwood floors in order to have a good time with his friends.  Where might he have gone?.,carpet,train-00000-of-00001,B,"Question:
Joe went to a place with a mix of carpet and hardwood floors in order to have a good time with his friends.  Where might he have gone?.

Which of the following is the best response to the question?

Choices:
A. bedroom
B. bowling alley
C. at hotel
D. restaurant
E. zoo

Reply with exactly one uppercase letter out of A, B, C, D or E.
",103
James picked glass walls because they let more light into the room. Why did they let light in?,glass,train-00000-of-00001,D,"Question:
James picked glass walls because they let more light into the room. Why did they let light in?

Which of the following is the best response to the question?

Choices:
A. inventive
B. half empty
C. recyclable
D. clear
E. very fragile

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"The location was famous for it's color, but the tourist was interested in the column of the what?",column,train-00000-of-00001,E,"Question:
The location was famous for it's color, but the tourist was interested in the column of the what?

Which of the following is the best response to the question?

Choices:
A. statue
B. pantheon
C. roman architecture
D. spreadsheet
E. whitehouse

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
"James was printing on his printer and the paper got stuck.  Then when it was unjammed, he had to clear what?",printing on printer,train-00000-of-00001,E,"Question:
James was printing on his printer and the paper got stuck.  Then when it was unjammed, he had to clear what?

Which of the following is the best response to the question?

Choices:
A. ink
B. noise
C. use paper
D. hard copy
E. queue

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
Billy took his desk lamp with him wherever he went.  He needed the lighting and didn't trust the lights at what places?,lamp,train-00000-of-00001,C,"Question:
Billy took his desk lamp with him wherever he went.  He needed the lighting and didn't trust the lights at what places?

Which of the following is the best response to the question?

Choices:
A. office
B. corner
C. at hotel
D. shop
E. house

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
"They were kissing each other good bye, they had no worries because their relationship had a strong foundation of what?",kissing,validation-00000-of-00001,B,"Question:
They were kissing each other good bye, they had no worries because their relationship had a strong foundation of what?

Which of the following is the best response to the question?

Choices:
A. partner
B. trust
C. cooperation
D. bricks
E. herpes

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"While sitting on the patio they saw a fox come out of the woods and run by, it was a common sight in their cabin's what?",fox,train-00000-of-00001,E,"Question:
While sitting on the patio they saw a fox come out of the woods and run by, it was a common sight in their cabin's what?

Which of the following is the best response to the question?

Choices:
A. swimming pool
B. natural habitat
C. storybook
D. hen house
E. back yard

Reply with exactly one uppercase letter out of A, B, C, D or E.
",103
A weasel has a thin body and short legs to easier burrow after prey in a what?,weasel,validation-00000-of-00001,E,"Question:
A weasel has a thin body and short legs to easier burrow after prey in a what?

Which of the following is the best response to the question?

Choices:
A. tree
B. mulberry bush
C. chicken coop
D. viking ship
E. rabbit warren

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
"They were a culture of peace, but they still had competitions where the men were always what?",peace,train-00000-of-00001,B,"Question:
They were a culture of peace, but they still had competitions where the men were always what?

Which of the following is the best response to the question?

Choices:
A. turmoil
B. fighting
C. physical altercation
D. war
E. hostility

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
Dan said that getting in line was the best choice because it would lead to what?,getting in line,train-00000-of-00001,B,"Question:
Dan said that getting in line was the best choice because it would lead to what?

Which of the following is the best response to the question?

Choices:
A. being ordered
B. less confusion
C. boredom
D. standing in line
E. have to wait for

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"The big man was all size and no talent, but the coach taught him to defend the key and make it his home on the what?",key,train-00000-of-00001,C,"Question:
The big man was all size and no talent, but the coach taught him to defend the key and make it his home on the what?

Which of the following is the best response to the question?

Choices:
A. action
B. florida
C. basketball court
D. pocket
E. purse

Reply with exactly one uppercase letter out of A, B, C, D or E.
",98
"The concierge said to ask him any question that you needed answered, he said he can get you what?",question,train-00000-of-00001,E,"Question:
The concierge said to ask him any question that you needed answered, he said he can get you what?

Which of the following is the best response to the question?

Choices:
A. give clue
B. analyse
C. think
D. decipher
E. express information

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
"Billy's boss told him to get a book from a high shelf, so he took a stepladder from what?",stepladder,train-00000-of-00001,A,"Question:
Billy's boss told him to get a book from a high shelf, so he took a stepladder from what?

Which of the following is the best response to the question?

Choices:
A. store room
B. tool shed
C. hardware store
D. construction worker's vehicle
E. library

Reply with exactly one uppercase letter out of A, B, C, D or E.
",100
"The neolithic person was hungry, so what was their solution to the prblem?",person,train-00000-of-00001,B,"Question:
The neolithic person was hungry, so what was their solution to the prblem?

Which of the following is the best response to the question?

Choices:
A. thank god
B. hunt for food
C. feel humiliated
D. sleep
E. prepare to go

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
"The prisoners often grouped to play cards, it was one of the few ways to avoid being what in there?",play cards,train-00000-of-00001,C,"Question:
The prisoners often grouped to play cards, it was one of the few ways to avoid being what in there?

Which of the following is the best response to the question?

Choices:
A. afraid
B. have fun
C. bored
D. winning
E. good at

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
What could you do if you want to get free stuff that is worth money?,money,train-00000-of-00001,C,"Question:
What could you do if you want to get free stuff that is worth money?

Which of the following is the best response to the question?

Choices:
A. apply for job
B. win auction
C. stand in line
D. take care of proposals
E. buy christmas presents

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
"John was not happy with his marriage. He and his wife drifted apart.     All and all, recent turns could be described as what?",happy,validation-00000-of-00001,D,"Question:
John was not happy with his marriage. He and his wife drifted apart.     All and all, recent turns could be described as what?

Which of the following is the best response to the question?

Choices:
A. inappropriate
B. sadness
C. unsatisfied
D. unfortunate
E. disenchanted

Reply with exactly one uppercase letter out of A, B, C, D or E.
",103
"If someone is a drunkard, what kind of person is he or she not?",drunkard,train-00000-of-00001,A,"Question:
If someone is a drunkard, what kind of person is he or she not?

Which of the following is the best response to the question?

Choices:
A. teetotaller
B. pioneer
C. abstain
D. pioneer
E. temperance

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"The children thought it was a good movie, they began to play they were in the movie and what they were the characters?",good movie,train-00000-of-00001,C,"Question:
The children thought it was a good movie, they began to play they were in the movie and what they were the characters?

Which of the following is the best response to the question?

Choices:
A. cry
B. go to movie
C. pretend
D. stand in line
E. wait in line

Reply with exactly one uppercase letter out of A, B, C, D or E.
",97
"He turned off his phone to avoid every single call, all anybody was going to hear from him today was his what?",call,train-00000-of-00001,C,"Question:
He turned off his phone to avoid every single call, all anybody was going to hear from him today was his what?

Which of the following is the best response to the question?

Choices:
A. office
B. answering machine
C. voice mail
D. telephonelines
E. message

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
"All the day traders did well on the floor that day, they celebrated at a steak house where?",steak house,train-00000-of-00001,C,"Question:
All the day traders did well on the floor that day, they celebrated at a steak house where?

Which of the following is the best response to the question?

Choices:
A. united states
B. town
C. new york
D. mexico
E. beach

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
She was hitting bottle to the point that doing what would seem like sobering up even though it wasn't?,hitting bottle,train-00000-of-00001,A,"Question:
She was hitting bottle to the point that doing what would seem like sobering up even though it wasn't?

Which of the following is the best response to the question?

Choices:
A. buying beer
B. table
C. alcoholism
D. aim
E. michigan

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
"A sloth climbs slow, but it can eventually reach all the way up where?",sloth,train-00000-of-00001,A,"Question:
A sloth climbs slow, but it can eventually reach all the way up where?

Which of the following is the best response to the question?

Choices:
A. forest canopy
B. universe
C. tropical rainforest
D. large trees
E. nature preserve

Reply with exactly one uppercase letter out of A, B, C, D or E.
",91
"The painter started to edge the room with tape, he always took extra care to make the lines clean and crisp when working with an what?",edge,validation-00000-of-00001,E,"Question:
The painter started to edge the room with tape, he always took extra care to make the lines clean and crisp when working with an what?

Which of the following is the best response to the question?

Choices:
A. triangle
B. middle
C. corner
D. center
E. interior

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
A person is trying to sleep but cannot.  He tosses and he turns without rest.  What might he need to do in order to sleep?,sleep,train-00000-of-00001,E,"Question:
A person is trying to sleep but cannot.  He tosses and he turns without rest.  What might he need to do in order to sleep?

Which of the following is the best response to the question?

Choices:
A. have bad
B. go to bed
C. pills
D. get in bed
E. get comfortable

Reply with exactly one uppercase letter out of A, B, C, D or E.
",103
Joe and Jill didn't want their children to be sedentary.  They might limit the time they children spend doing what?,children,validation-00000-of-00001,D,"Question:
Joe and Jill didn't want their children to be sedentary.  They might limit the time they children spend doing what?

Which of the following is the best response to the question?

Choices:
A. play sports
B. throw things
C. reading
D. watch tv
E. play with toys

Reply with exactly one uppercase letter out of A, B, C, D or E.
",100
The teachers needed to get their classrooms ready for the school year.  What is one thing they might do?,teachers,train-00000-of-00001,C,"Question:
The teachers needed to get their classrooms ready for the school year.  What is one thing they might do?

Which of the following is the best response to the question?

Choices:
A. talk too much
B. teach children
C. open boxes
D. answering questions
E. giving homework

Reply with exactly one uppercase letter out of A, B, C, D or E.
",95
"Jack saw little point to communicating beyond the basics.  To him, it was just a means to do what?",communicating,train-00000-of-00001,C,"Question:
Jack saw little point to communicating beyond the basics.  To him, it was just a means to do what?

Which of the following is the best response to the question?

Choices:
A. go swimming
B. making friends
C. exchange information
D. people to think
E. confusion

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
"Victoria is the name of many cities, you'd say the one where does it big?",victoria,train-00000-of-00001,D,"Question:
Victoria is the name of many cities, you'd say the one where does it big?

Which of the following is the best response to the question?

Choices:
A. seychelles
B. australia
C. british columbia
D. texas
E. australia

Reply with exactly one uppercase letter out of A, B, C, D or E.
",97
"The hot weather gave me a heatstroke, what did I need to do immediately to stay alive?",hot weather,train-00000-of-00001,A,"Question:
The hot weather gave me a heatstroke, what did I need to do immediately to stay alive?

Which of the following is the best response to the question?

Choices:
A. cool off
B. build a snowman
C. cut hair
D. eat ice cream
E. swim

Reply with exactly one uppercase letter out of A, B, C, D or E.
",93
"The bee had to be shipped down south to avoid the cold winter, where was it originally from?",bee,train-00000-of-00001,A,"Question:
The bee had to be shipped down south to avoid the cold winter, where was it originally from?

Which of the following is the best response to the question?

Choices:
A. michigan
B. united states
C. sky
D. china
E. apiary

Reply with exactly one uppercase letter out of A, B, C, D or E.
",92
"If spend time finding information on operating something, what do you hope to acheive?",finding information,train-00000-of-00001,A,"Question:
If spend time finding information on operating something, what do you hope to acheive?

Which of the following is the best response to the question?

Choices:
A. being able to use
B. know how to act
C. full capacity
D. solution to problem
E. gaining knowledge

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
"The cat pawed demurely at the couch and walked in front of the TV, where was the cat?",cat,train-00000-of-00001,A,"Question:
The cat pawed demurely at the couch and walked in front of the TV, where was the cat?

Which of the following is the best response to the question?

Choices:
A. family room
B. back yard
C. residential area
D. bathroom
E. comfortable position

Reply with exactly one uppercase letter out of A, B, C, D or E.
",94
"She like her job at the reception desk, but didn't like her long commute, what did she likely live far away from?",reception desk,train-00000-of-00001,C,"Question:
She like her job at the reception desk, but didn't like her long commute, what did she likely live far away from?

Which of the following is the best response to the question?

Choices:
A. motel
B. lunch restaurant
C. office park
D. lobby
E. building

Reply with exactly one uppercase letter out of A, B, C, D or E.
",97
"The bull was old, but it still had enough energy to have a lot of sex.  It wasn't what?",bull,train-00000-of-00001,E,"Question:
The bull was old, but it still had enough energy to have a lot of sex.  It wasn't what?

Which of the following is the best response to the question?

Choices:
A. charge rider
B. bullbleep
C. female
D. cow
E. feeble

Reply with exactly one uppercase letter out of A, B, C, D or E.
",96
